#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybdM//ptsG//mdtA//nanE//
GO_0034641_4	dedD//kefC//mqsA//aceB//mfd//amiC//waaC//ycjR//cyoA//yqcC//ybcM//rffC//yeiE//alkA//puuC//ttcA//ldrA//secD//torY//creB//rhaM//nirB//phoR//tynA//zntR//tus//gatD//ykgF//ycbU//adiC//rplD//yhaC//uvrY//zapC//yecS//murP//pta//gloC//glcA//ttdT//ispF//bglJ//fimC//dctR//pstS//frsA//nuoB//ftnB//ampH//dgoK//msrP//fetB//nadD//glpC//rffG//ilvE//sutR//pcnB//srmB//katE//yehT//kbaZ//prfA//valS//nadA//nuoN//waaJ//hha//yobF//secA//hchA//cbeA//yfcU//murQ//trpL//rsmE//aroC//dcuR//rcsC//lpcA//gatD//hyfA//uup//rpiB//fimG//mpaA//rcsA//rbfA//essD//mepM//yjfF//ilvA//envZ//ydfD//grcA//rseP//zwf//tyrR//envC//cysM//rcsB//pheS//dgcT//btuD//ybdO//ldtD//hybC//relB//barA//trkA//yfiR//eptB//yneJ//fixB//acrE//secM//glsB//grxD//ampH//agaS//yigL//fucA//ppiC//kbaY//envY//yqhD//rbsK//acnB//artI//truA//yjhI//menA//fadB//ydiF//rbsB//maoP//ychH//tsx//aer//ygbL//dgoK//yebS//pppA//sugE//garP//cyoE//speB//yqjA//cecR//fucA//nemA//dcm//ibpA//ppiA//elfA//ppiC//uof//eptA//pdxY//fetB//bioP//lysC//katE//ybbW//btuE//caiF//hflX//dgcQ//zapC//dacC//rsmF//sucC//qseC//tcyP//murF//purL//bamC//ihfA//cspB//fimZ//yciF//rplF//intA//yggX//sufS//rhaR//ydiP//mdtE//aceA//guaC//cpsB//prmC//yhbS//lysU//flhD//nirC//hslV//dsdA//hflD//ilvI//cmk//fliD//ycfJ//gltP//bacA//gsiB//gyrA//uvrY//ybcL//mntS//ytfR//gcvA//dpiB//ilvC//gabT//yidQ//ycjQ//tap//ynfF//pykF//rluA//tolA//rfaB//secB//umpG//fdoG//mntS//glpC//cheY//frvA//grpE//intE//smrA//thrB//atoS//ubiH//higB//narV//sbcD//ais//rseC//mltC//napA//mdtJ//lipB//lptC//ybjC//setA//araE//proW//folP//gcvA//xanP//ytfP//hscB//arnE//ynbD//sbmA//treF//ibpB//ilvN//yqhD//rssB//yafS//lyxK//recC//alsE//srmB//proP//metH//ygfX//elfG//ccmD//panF//yjgX//bglH//waaJ//mltD//yehT//ymgF//hipB//ynhG//yjgX//acrR//mtgA//tap//hscC//pflA//rsmC//ccmE//cmoM//yjjI//clcB//hdhA//cdsA//yidC//ydhJ//hemB//apaH//sgbH//fhlA//hisS//codB//raiA//purD//ilvD//maeA//fliK//rplD//yiaT//acrE//cvrA//pgrR//waaQ//rplN//sstT//pldB//mtfA//phnC//aroB//kdsA//aspA//ybiS//ascB//cyoA//endA//glpF//tabA//lnt//yidE//ynbC//rpe//rusA//aaeR//codB//ugpA//cecR//frwC//waaH//degS//mmuP//gsiC//glnQ//argS//ldtA//ycfH//hns//dusC//fkpB//iscR//mtlR//radA//rzpR//yfgO//sucD//xerD//dxs//tatA//rpoA//btuE//sdhC//rlmL//puuP//ybjN//cheR//mreD//yhjC//rsmH//tnaA//gltK//hemD//ydcS//maoP//flgI//yagU//astB//ybjI//cueO//dgcT//blc//ykgA//kefG//yraI//nagD//yohC//rfbX//clpX//asnA//nrdB//mhpC//xylG//yjbG//uvrC//lspA//murI//otsA//aspA//tsaE//arnF//exuT//glgB//gltD//hscB//dinQ//chpB//wecE//dgcN//ghxP//rbsB//frdC//artP//dpiB//panF//araH//lysC//hprR//yjhG//argD//chbF//rsuA//sgcB//nfi//yggF//hda//clcA//rraB//bdm//uhpC//ackA//ghrB//fpr//nrdR//narK//yehW//bamB//xylE//dusB//asnA//hprR//groS//yciV//ycbB//gutM//mlaE//dctA//tolC//betA//radD//tilS//yfjR//insE-1//narW//sgcX//wecC//rihA//thiM//glpB//ybjC//srlE//yjiQ//rplA//umpH//yibA//tatD//tpiA//dicC//rpoD//pspA//tusB//yeiE//tktA//gntK//yebK//metI//yddM//speF//cueO//minD//fadI//fadL//paaB//yihX//mglC//ftp//lpxD//yhcN//hisG//ymgC//fepC//yfiF//rcsD//rpmH//rhaT//rplX//ydiZ//malY//yfaE//rne//citC//csgE//cysW//sgcC//rpsQ//yahO//ydiZ//aroP//thrL//lldP//fhlA//osmY//emrK//rutF//glnS//bdm//yeaG//mdlA//yqaE//rpsP//glmS//yqjH//cysN//fdoG//mprA//mfd//argT//rcnA//priC//ibaG//nmpC//gltD//epmA//pstS//yhbX//gabD//serB//treA//ssuD//pdhR//tsgA//dcuR//yfbV//pppA//tusB//yghU//asnC//sbcB//glcA//glpF//ahpC//speA//tatD//baeR//mltB//hemA//hisA//glgC//yieH//murA//rfaH//mdtA//yqeA//cysW//fdoI//tusC//nikC//aslB//livG//ydcT//rfaB//pckA//sgcE//mgtA//mlc//clpB//ispH//secY//gcvP//mlaC//yibT//kbaZ//yhaV//nrdH//marR//lipB//argF//ydfH//fsr//proB//fliK//narQ//ilvI//parC//ibsC//nikC//rutG//yqiI//mlaD//arnT//rbsA//thiQ//cobU//qseB//plsB//entD//arfB//tas//rpoE//eutR//mhpC//glsA2//dppA//gltB//nirD//serS//opgD//rbfA//abpB//fdoG//rluA//ybiY//trpC//mdfA//dgoR//ynfH//ydfD//psd//iraP//nagB//asnB//lysS//ytfQ//dpiA//fhuF//nrfE//carB//syd//ribB//alsA//fixA//ypdF//priA//rssB//alsB//nemA//priA//yidH//yfcR//artM//yidZ//trpB//nuoI//patZ//galE//feaB//spy//nagA//rsmC//tdcR//dgoA//fiu//groL//phoE//ybcM//arnE//ftsP//nupX//fimD//rsmF//yjiX//leuD//frwB//ykgM//dgoR//sufS//nhaA//yadV//yehU//panD//marA//yfaV//ubiB//dmsC//phnI//yahO//rbsC//yghO//potG//ascG//hemN//yadG//ndk//dgcT//gudD//ldtC//fepD//mltF//queC//sucA//sdiA//lpxM//phnJ//cysG//yehA//acpH//rutF//ybhP//corA//acnA//ychF//ompN//agaR//fhuD//dxr//ada//lysS//ybfA//suhB//yefM//envY//yiiD//ybhF//waaA//trmI//betB//mdtJ//rfaC//ybjG//ybcM//phoE//fhuD//fimB//tatC//sodC//yohC//fdx//cynX//xylR//uspG//gmd//yfaL//ymgC//pdxY//tehA//ompF//hybC//mlc//uidR//ssuA//artQ//gnd//bioA//miaB//metN//nuoB//nupX//rep//ilvB//rapA//hypB//msrP//arnE//sanA//ymgF//gyrB//yhbQ//argF//dadA//ybdO//clpP//paaJ//ftsL//yfgO//ydhQ//tolQ//proA//waaP//tdk//bssR//abgB//yhjV//sgcE//glvB//rplM//eamA//fecA//alaS//trpB//sxy//cysA//csiD//mtr//glnQ//acpP//gapA//parE//ygeX//rdgC//carB//miaA//frr//rplX//alkA//ybhJ//rplT//livJ//yjiX//waaL//dnaG//tilS//atpD//ppc//gntP//dnaQ//yfcP//fixC//
GO_0034644_7	ydeI//mtn//
GO_0034645_5	waaA//tmk//leuS//yieK//sgrR//ybaL//gadX//tyrR//elbB//uvrY//wrbA//allR//sdhD//ydjM//ulaF//fliK//glnH//osmE//chpB//gudD//bluF//ghoS//ygaZ//dcuC//dcuR//leuE//wza//speB//mrdB//rlpA//pflB//mreC//suhB//yfcS//ibsC//ybdG//hofO//ymjB//cheR//rutD//csgF//holE//fadJ//map//rmf//fixC//rffC//rdgB//folE//matP//idi//hycB//ygeR//yhbY//setB//gatD//yobA//ridA//rcsF//nusA//arsB//emrK//yfbV//hisG//uspG//yeaV//moaA//rpsE//rpsM//ygeX//tmcA//secM//cbpM//mtgA//ydhQ//rayT//marR//rlmN//appC//ccmH//ygcW//betI//exbB//hscC//ycbB//fadB//bglJ//flgG//satP//sfmD//ghoS//ubiC//pyrD//xisE//hisB//arfB//birA//mhpD//yfbS//ymjB//yaaJ//yfcQ//lpp//rplY//emrD//ymgF//fetA//yphF//wzzB//cusS//rutF//yhhZ//yidH//dps//setC//minE//gyrB//mlaB//yjbG//argB//dgoD//torC//yfdS//yaaJ//rfaH//lsrA//yieH//serC//rpiA//intZ//selA//rfbB//cof//ravA//ydiB//glpR//yoeB//manZ//ptsI//ibsE//rlmE//hpt//sucD//yrdA//envZ//yibT//hisF//yneL//tusD//bamD//purL//yibA//ftsP//bglA//yddG//tag//eamA//rnhA//dcuB//mdtE//sapD//ybiJ//folP//tusE//surA//ypdA//xseB//dapB//bioD1//selB//hyfR//gabT//rcsD//kefG//mlaE//ycgR//yfdR//marR//sapD//wbbK//fryC//cydA//ykgO//flhE//adeQ//sulA//citT//abpB//nikC//cyoB//galE//gdhA//cobU//yhfK//csdE//ypjD//degS//cstA//blc//secM//yiiD//ettA//rlpA//fruB//hprS//ibsC//ygjH//melA//iscR//mdlA//poxB//ypdA//eptA//ybjX//napB//msrQ//livK//yfdG//yehP//rrrD//aldB//glnK//yegT//sgrT//mmuM//ynbC//pphB//prmB//hokE//mrdB//pstC//sdaC//malS//torC//matP//glsA1//chbR//yebG//livH//efeO//bioD//fumC//cysI//degS//pyrL//prfA//flgJ//sgcA//dauA//glsA//entF//yigB//idnO//rfaC//metL//ybcJ//gsiD//dam//lexA//mlaC//hflD//xseA//mutY//speE//prlF//yhfS//torS//yfeD//yidZ//srlA//acrF//mlaF//intF//yedF//dsdC//nlpD//gmk//dusB//cynS//livJ//cyoA//fruK//aceK//cysB//rhlE//gapA//yfeO//mcbA//sdhA//baeR//yieE//prlF//ldtD//sfmA//mpaA//yqaE//ssuD//cpxA//ydbK//rpsN//insH-6//ruvC//chaA//lpxB//
GO_0034654_5	lolC//recQ//dcuS//gntU//fhlA//dmlR//mzrA//rpnA//yggF//yehP//panB//ubiX//nimR//yhaV//hyfF//ydeT//matP//ldhA//etp//agaV//hofC//hemD//emrK//elaB//mppA//yqiH//ldrB//cpoB//yjjI//sgcA//dusB//psuT//ygeA//lnt//uvrA//mnmA//fadH//cadA//xerD//yihW//trpC//gpt//yibA//orn//waaL//gatD//yfeR//uacT//mdtE//rluC//flgD//bioD//mhpB//phnJ//aqpZ//yjfP//ompW//phoE//emrB//yhjA//ybhF//ruvA//zur//yfcP//rpsE//ldtA//hslU//ugd//opgG//yjgX//btuF//sgbU//thiM//pdxH//tdcB//ubiF//afuC//caiE//purB//wcaC//cadA//sgbU//cobS//yfeD//insK//htrE//fepB//ybaO//lolD//mdh//ytfR//glnA//birA//mutM//chiP//appY//nemA//rpnB//gpmA//nrfA//mhpC//bcr//msrC//pdeH//pgpC//map//hyfR//hycA//aceF//malP//yjcE//frmR//rplY//dmsC//dsbB//yodD//casD//flhD//yqjI//yfeW//holA//dedD//yjeI//ddpA//tisB//rimL//tsgA//mcrB//ybbN//rarA//sgcE//hupB//tyrS//cysC//narX//argP//fdhF//pgaD//gltX//fhuF//secD//ybhG//cheY//fdoH//yeaG//trpC//crr//leuA//miaB//fepE//mrcA//topAI//rlmD//rplP//rimJ//aroK//pncB//cspG//gmhB//ilvA//pstS//manA//murR//garR//yoeB//hybF//ybiV//glpD//osmE//gatZ//waaF//moaD//gsiA//hflK//yghB//secA//dnaJ//lpoB//tmcA//nuoN//tig//purN//ybiX//atpE//wzb//ybhJ//tsf//rep//ypdF//higA//ynhF//recX//dcuC//atpB//proA//ackA//cspA//sgcC//kdpC//pepT//ydcP//yqaA//kefB//mdlB//thiG//ybjX//amiA//tcyJ//ybdM//hybF//betT//pntB//yhhT//ddlA//sixA//sthA//tnaB//motA//hcaE//cdgI//ndk//narW//dmlA//cutA//ais//nanK//gcvP//fadR//ftsX//paaB//acnA//ulaG//livG//eutN//codA//ygeA//topB//nikC//cyoC//higA//selU//garK//rimM//xylH//trmA//cysP//ligA//gpt//msrB//tus//adeQ//yibT//pepT//msrB//treB//nlpD//menA//insB-4//osmC//
GO_0034655_5	leuA//dapB//lptA//nrdH//rplE//hdfR//mazG//artI//narL//gshB//insE-1//folX//uxuB//def//ybdZ//mglA//moaA//pdeL//setA//rssB//upp//modB//recR//yjhP//yaiW//mgrB//oxc//exbD//ldrD//fadJ//bisC//fdoH//aes//yfgO//yhdZ//malE//yhbQ//shiA//eco//yqeA//caiE//proB//rhaS//rbsK//rplF//aroC//pgk//tcyP//gppA//gltK//efeO//fis//tolA//waaB//yqcC//ilvL//ftsI//clcA//ycjR//rna//nimT//ycbU//ribC//xisE//dnaK//ybjD//otsA//gor//ynfL//yphB//aidB//rhtB//argT//
GO_0034656_5	gldA//fimF//napC//yahO//glpF//rpsN//efeO//phnG//elfC//ybiX//nrdA//rnr//treC//
GO_0034660_7	btuB//luxS//sufE//yneL//menI//secF//yfgI//ybhF//glpR//panC//secE//fadA//hypC//ldrB//radA//yhjX//thrC//dedD//rof//lasT//rrrD//rpoH//garP//agaD//btuD//artJ//secB//btuR//ftnB//gldA//ibsA//rimL//rnc//ycbX//fepA//fdoG//hypA//thiE//dicB//acrD//ydiR//sdhC//clcB//gadA//hipB//cusR//yjbH//ubiC//modA//yeaV//yebS//fkpB//hscA//queD//dinJ//yghW//malI//tsaB//ccmC//rsfS//cbrA//rpmH//lpxT//fnr//frmR//uvrD//yhfK//yddA//fecB//nikB//pykF//fecD//rodZ//dppC//ghoS//pdxA//uxuA//mnmA//pfkA//ygiB//rbsD//idnO//nfsB//yphD//hrpA//lptE//sufA//eutB//glmU//bluF//viaA//yeeO//clsA//fucA//yagG//mazG//mlc//dld//kefF//yehY//rpoS//recE//recB//mltB//ldtA//pck//opgD//crcB//dcuR//zupT//mukB//hprS//moaB//hcaC//eamA//lpxB//ydaN//rhaD//acrD//ptsG//metQ//ftsL//
GO_0034661_7	lptE//ymfK//hlyE//btuR//
GO_0034755_9	secY//cmk//holA//yggW//
GO_0034762_6	pykA//nadB//hypF//pdxJ//yaaA//valS//mqsR//dgcZ//
GO_0034763_6	preA//menI//
GO_0034764_6	ibpB//lon//
GO_0034765_7	rseC//yjcS//cobT//relA//malG//ybjC//agaS//
GO_0034766_7	mraY//
GO_0034767_7	hdhA//kdpC//
GO_0034775_7	murP//serS//fur//torS//metL//
GO_0034983_9	lptB//ybcQ//
GO_0035235_6	ade//yciT//plsC//purC//
GO_0035303_8	yfdO//lspA//wzzB//nrdE//lpxC//
GO_0035304_8	msrC//
GO_0035306_9	rfaE//
GO_0035307_9	clpX//
GO_0035335_8	basR//pepD//ralR//
GO_0035344_8	ydcO//ybiA//
GO_0035350_6	gspI//
GO_0035383_4	tyrA//btuD//srlA//mraZ//cydC//nuoI//phr//yadC//
GO_0035384_5	rhaR//lpoA//
GO_0035429_8	wrbA//thrC//purD//pdeR//yjhC//napC//
GO_0035433_7	rfaD//nlpA//
GO_0035434_9	topAI//aceA//casD//bcsQ//cpxR//
GO_0035435_9	yafS//rlmA//glmM//kdgK//glcB//yjjV//csrD//glcB//erpA//
GO_0035442_7	ybhP//rpmA//nagZ//hemH//rep//yagI//rne//amyA//mlaB//hofN//srlD//
GO_0035443_7	ygiV//lpoB//oppA//dcuD//ftsE//lpoA//yaaY//surA//
GO_0035444_9	artJ//fliK//ycjU//yecS//ygeX//adiC//bhsA//
GO_0035461_6	gudP//fucP//essD//iscR//ybdO//purT//rhaS//sbcC//groS//ftsI//
GO_0035510_7	ghxP//flgD//uspB//insB-2//tdcB//
GO_0035511_5	yneJ//
GO_0035513_5	ymfA//
GO_0035524_8	radA//
GO_0035552_6	recG//
GO_0035553_6	gabP//
GO_0035556_4	lysU//ftsK//bamC//insE-1//trmO//hiuH//ribD//fepD//yghW//gcvT//dgoD//ulaR//gltD//radD//cusB//ravA//bluR//yagJ//prmB//tcyJ//cpoB//maa//mdtC//wzb//ybaM//fucA//atoC//tolC//aroK//gabT//gspE//secF//ivbL//pdxK//parE//panE//leuE//guaD//arcC//mreD//rihA//yjhI//ispF//eutR//insI3//fadE//
GO_0035600_8	ygaH//
GO_0035601_7	uidA//flgB//rnt//
GO_0035672_6	yadV//udk//yagI//flhA//tusB//rutG//frdA//yraK//valS//secF//flhD//bcsA//cysN//nfsB//ydbK//pphB//rnr//valS//yfiC//epmC//
GO_0035690_5	ycdY//yjjB//nrfF//rnd//murA//argB//soxS//zapB//metI//yfcU//mrcB//
GO_0035725_9	rhaS//flgA//yaiW//lsrK//ridA//ecpR//sutR//
GO_0035784_9	putA//
GO_0035821_4	mreD//birA//mrdA//rlmC//hisP//
GO_0035864_6	ybhJ//
GO_0035873_8	mdtQ//iscA//
GO_0035890_5	sulA//envR//ygjR//ydjM//
GO_0035891_6	abgB//hdeB//waaC//glsA2//
GO_0035966_4	tolR//gcvP//mqsR//gpr//citC//dapF//rpsT//
GO_0035967_5	vsr//pfkA//yghU//dhaR//zntA//
GO_0035999_5	hdeB//ydfG//yqaA//maa//
GO_0036001_7	prmC//
GO_0036046_8	yfcV//
GO_0036047_9	rclB//
GO_0036048_8	fbp//
GO_0036049_9	ygcO//
GO_0036088_6	xylH//
GO_0036103_6	rhaA//dinB//
GO_0036104_6	gsiB//murJ//
GO_0036172_6	galP//
GO_0036211_5	malX//yggX//hemB//rbsD//matP//arnB//zapE//yccX//yeaE//panE//lpp//hyi//mobA//mhpA//garP//ydfD//ligA//yeaV//dgkA//rpsB//deoC//agaV//gcvA//yhcH//gloB//gabT//sgcA//ccmE//insI-2//lpxM//ptsP//yciK//potF//ghoS//nikR//btuR//tnaB//ibsB//aspC//gcvA//sgcA//bisC//proW//birA//glnA//rcnR//rpoS//waaY//betT//tdcR//lysA//perR//ispF//aaeR//ygbL//arnF//gltX//sanA//phoP//adk//rzoR//gsiB//cptB//yceO//gntR//elyC//mnmG//hycI//rplQ//bamD//rsmB//dgcN//menE//ahr//spoT//tsx//cbpM//rihA//ygbI//yhcF//flgC//yraI//yfaX//ymgA//rlmL//insB-2//ugpE//hemF//sulA//aldA//yejA//yidZ//ugd//oppA//rzoD//sgrR//yehU//lon//slyD//phoA//ttdR//yghG//pbpC//uof//gcd//yfaX//prmC//xylG//thiH//dusC//trpA//hisC//waaY//ydaC//tktB//ulaC//phoP//yjhG//trmJ//gatY//blc//cobS//sfmC//wcaJ//srlR//sgrR//rzpD//crp//arnA//glcA//azoR//fadK//cbl//yfaU//cysN//dbpA//arnD//sodB//yjjX//alpA//mepS//sufE//
GO_0036214_3	tehB//
GO_0036265_6	ampG//cnu//ugpB//kbaZ//
GO_0036289_9	gsiC//pabA//
GO_0036293_5	hycI//rplO//fic//
GO_0036294_6	ycjY//panC//actP//
GO_0036388_7	ygcO//
GO_0036447_5	fepA//panE//rbsB//
GO_0036448_6	ydjH//bcp//sfmA//
GO_0036460_5	lasT//frdD//ssuA//acrF//uidA//napB//
GO_0036506_5	pspA//
GO_0036525_7	fhlA//
GO_0038083_9	aroC//sxy//rpmH//dnaX//holB//
GO_0039633_6	mdoD//atpG//rpmC//mtlD//
GO_0040008_4	mnmG//trg//trmB//entB//yeaG//sgcC//rhtA//ybgI//sgcC//pheS//
GO_0040012_4	preT//pinE//trpL//cysH//glxR//cspI//queD//tyrR//yjiQ//fhuC//rfaB//uvrB//fadH//btuC//
GO_0040013_5	agaB//prpB//ychH//lpxM//yadV//leuA//fdhF//
GO_0040033_9	tufA//
GO_0042026_4	rodZ//ykgF//pheS//flgE//mreD//scpB//tamA//ppiC//ygfI//
GO_0042040_7	alsC//
GO_0042044_5	mipA//
GO_0042126_5	nrdD//thiP//artJ//creB//
GO_0042128_5	yrdA//hisH//
GO_0042133_4	araB//lgoD//purC//yebK//hslR//ybbW//plsC//yraH//yijE//ubiC//torS//recX//rimO//corA//lsrA//torS//
GO_0042135_5	hcaB//essD//ftnA//ssuB//ftsH//cra//ligA//pcm//sutR//ydaV//yccS//gsiB//ccmH//
GO_0042136_5	ravA//sdiA//
GO_0042150_7	evgA//adhP//yhjC//
GO_0042157_5	srlE//prpR//hofC//groL//
GO_0042158_6	glsA2//ddpA//fpr//
GO_0042168_4	dgcE//sdhA//aceF//intE//cyaY//fbp//dgkA//nupC//yceK//
GO_0042176_6	hemE//ycfJ//talB//fdhF//
GO_0042177_7	bioF//nlpA//ilvC//
GO_0042178_5	dgcJ//srmB//cheA//yjjU//rplP//mgtL//yraK//ldtC//rmf//rmuC//hrpA//fdnG//hisS//ybcQ//ispA//ubiA//aroF//galM//flgB//
GO_0042180_4	aaeB//tap//thiC//lit//rlmE//ispH//yqhC//cnu//mrcA//fumB//rlpA//idi//msrB//deoB//dcuB//ybiY//sufS//dsdX//potF//bioD2//kdgT//rihA//bcr//hofP//cueR//pta//ispF//gcvH//cdsA//mdaB//pmbA//rpsR//nfi//paaA//recB//nirD//tauB//paaG//ytfE//corA//rfbX//fdhF//phoE//msbA//ibpA//mdtL//xerC//paaZ//xthA//nagA//ompG//mipA//gatY//mdlB//ydeP//xseB//thiL//fdoG//dgcN//
GO_0042181_5	acrF//dacD//cytR//pal//lpxD//bcp//rsmE//yihI//lysC//pdeL//mdtP//citE//livK//yegV//rfe//higA//glxK//basR//trpGD//yhbQ//raiA//argC//rbsK//ybjD//
GO_0042182_5	ygeV//yaiP//yjeI//hflC//oppC//acrF//yphC//tap//entF//aroF//hybG//nupX//rhlE//fliT//manA//pyrG//lacZ//katG//yihQ//lptF//pdeH//csiD//ybiS//paaE//tsx//mhpD//pabA//comR//ytfT//
GO_0042219_6	glxK//wecC//mdtF//lplT//csgA//
GO_0042221_3	mgrB//argG//napF//yadM//ftsI//yadM//purT//raiA//gntT//pflC//rnc//cbrC//glrK//sfmF//holC//ddlB//tdcD//sgcC//ygiV//sfmC//cmoB//ynjD//yggT//rluB//fklB//rpoA//hybO//patA//coaD//ccmC//fdoI//tusC//fabD//trmJ//lsrK//ttdB//elfG//hybC//yjjW//aas//dcd//pth//mscM//opgB//speD//hinT//flgB//yfiR//yraJ//cbl//alsC//trpC//ydeE//msrA//ompL//epmB//pncB//speE//citX//fryA//srlB//metB//ompW//dcuS//mgtL//ybcC//iap//trmL//lpd//alr//glcB//lapB//ynbD//hypC//ydiP//clcB//ydiR//rclR//lysU//yejB//ftsA//waaP//arfB//pflC//htrE//agaR//lldR//rplL//yggT//intZ//recB//citE//ffh//rcsC//sfsA//recT//gldA//aspS//hemA//lysO//ybdN//evgA//murA//ypdC//phoR//fucA//fryA//tufB//adiY//cynS//artQ//mngA//ygiV//hpf//rzoD//selD//ycaO//elfD//flgG//lsrK//ymgC//eptA//ypdI//wcaJ//sucA//ybaL//ycfS//nhaB//cas1//slyA//sodC//fimI//glgS//dgt//torS//hybD//murE//ilvI//hemA//hns//gcl//yajL//tsgA//nrfE//narU//trpS//dsbG//tufA//frdD//gatD//gloC//trkG//opgC//ygfX//yqeF//rrrD//ribF//pnuC//galT//etk//chbF//rpoS//cysS//yciT//yhbO//umuD//ydjM//cho//yjbG//yeaK//iraM//hyaC//murB//dnaB//gcvA//tdcG//cysS//bioH//bglX//galT//glvC//yfiC//yfgO//ftnA//rplK//rfaD//gabP//waaZ//yjiX//mdh//ppiC//mrr//yagI//nrdR//nusA//torC//ymjB//oppD//degS//bdcR//dctA//idnT//rsmI//argI//pyrL//flgA//yneE//yiiD//nusA//ghxQ//gcd//rlmA//birA//pgl//yohD//yihW//yidC//pgpA//lrp//sgcC//ttdR//rplX//mrcA//sdhD//nagA//hsdM//pheP//lyxK//nadA//gmk//ypdI//agaB//ompT//gltK//chaC//
GO_0042245_7	aroB//bfr//tmk//
GO_0042254_5	tus//rhtC//ynaE//rpsD//otsB//waaO//lpoB//
GO_0042255_6	btuE//fepB//
GO_0042274_5	uxuR//hslJ//uxaA//secY//
GO_0042278_6	yahO//yafS//wzzB//dbpA//alkA//ygaZ//ulaE//mltD//nikB//bepA//gstA//yfiC//rayT//gatB//fucI//dhaR//creC//yeiL//
GO_0042304_7	dedD//betA//agaI//
GO_0042325_8	napF//pagP//
GO_0042327_9	galU//
GO_0042330_3	leuC//rffC//aceF//yohD//tehB//ccmF//yieK//ampE//yeeJ//yehA//pdxJ//aidB//yfdO//gyrB//rfbC//birA//
GO_0042350_6	leuO//
GO_0042351_7	fucO//
GO_0042354_7	yjcO//melR//gppA//dadA//lsrR//mhpD//
GO_0042355_8	artJ//chbF//waaS//ftnA//flgH//dhaK//
GO_0042357_5	priC//nrfD//
GO_0042362_6	amiC//
GO_0042364_6	cdsA//galK//dtpD//prmA//ubiD//pheA//yidL//kbaY//kdpB//yidC//fecC//motA//rutC//ompA//sstT//soxR//pyrC//phnH//ycfS//mqsR//amiB//mreD//dld//dnaC//rep//uvrB//napC//kdgT//nuoI//menC//araH//alaC//cas2//tatC//mqsR//nuoB//rnt//mraY//folD//ypdB//ybhP//arcB//asnS//rsmB//ais//rplE//tsx//hdhA//rnc//ybhS//btuF//agaC//tcyN//pyrF//potH//ycjY//
GO_0042365_6	rayT//bluF//metL//hxpB//
GO_0042371_7	preT//
GO_0042373_6	ygaZ//
GO_0042398_6	hflK//galS//malF//emrE//serB//bcsQ//mcbR//ygaV//rhaA//sdhA//argA//dtd//cyoE//rnt//rplL//satP//yqiI//uspG//yhdW//dkgB//
GO_0042401_7	yejF//obgE//rpmE//chbG//yfgI//garD//yejF//uspE//gatA//yhaJ//insI4//garP//frwB//nanT//
GO_0042402_7	gpsA//tcyN//yfiF//helD//rraB//yhjC//tusD//rpsS//coaE//alsE//malK//yhbY//relE//
GO_0042413_6	entH//pdhR//thrB//yhaV//
GO_0042430_5	hyfR//gadB//hisI//gspJ//relA//mdlB//arsC//perR//yagJ//puuB//
GO_0042435_6	leuA//cpsG//ribD//nudF//yeeO//cheB//thiP//rpsR//mtgA//
GO_0042436_6	hofP//
GO_0042439_5	waaU//
GO_0042440_3	speE//eutD//glmS//dgoT//mdtO//yhhZ//ybhR//lpxD//cysP//coaD//trmA//acrD//sbcC//yidQ//
GO_0042443_5	nlpI//yejA//
GO_0042445_3	ssuC//hha//ihfA//trkG//fliA//ycbU//paaK//rplQ//yhhY//yciT//sbcC//fimF//bluF//rcnB//
GO_0042446_4	prmA//
GO_0042447_4	rluB//yafQ//hisF//pheT//xylE//hybG//gcvP//selA//dmlR//pgrR//plsC//speF//yfgO//
GO_0042450_7	efp//eutA//ynbB//ispB//ygbM//yhjC//
GO_0042451_7	yagJ//intE//nmpC//focB//yghG//hcaT//
GO_0042453_8	speG//
GO_0042454_7	kdpB//dkgA//panD//pyrG//sanA//rhmR//acrZ//yfbU//yfcF//iscU//ivbL//accA//
GO_0042455_7	coaD//radD//rclB//cysS//topA//ycjW//ydiB//cdsA//fumB//bssS//hokE//feoB//rlmG//pinQ//yjjI//torI//yedF//
GO_0042493_4	osmC//yidH//rlmN//rpiB//epmA//rpsK//rlmH//plsB//cyoB//yhjG//kbp//yehT//mdoG//pcm//dgoD//truC//cmoB//argP//yodD//narL//trxC//sodA//mntR//rodZ//apaH//atoB//shiA//ssuC//bdm//zapB//casC//ydjL//torR//atpB//yfcF//ydgA//ivy//flgH//yhfS//ftsQ//iscU//ribB//yqcG//dgoA//yihV//fadH//yfeW//mmuP//emrB//
GO_0042537_5	mutY//rrrQ//ompR//galM//pabC//emrE//yiaA//malK//cdh//fabI//degP//yjjX//selB//bglX//yaiP//arfB//glpK//rpsG//sgcA//ushA//ycgR//yfbS//
GO_0042538_6	holC//flgI//
GO_0042542_5	trkA//rbsB//dppB//srlB//asnC//bioH//opgG//ubiH//dusC//uof//pliG//xylG//fepE//rfbB//agaI//ugpE//ykgO//bamE//
GO_0042545_5	gpt//
GO_0042546_4	nlpE//bepA//malE//murP//yeeY//rplD//obgE//valS//intZ//yajO//
