#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ndk//hipB//ybcJ//aaeR//
GO_0043170_4	yehY//murG//fepB//acrD//dgcN//selB//bioA//dnaQ//priC//mltG//paaH//rppH//ycaO//intQ//potF//hsdR//yidH//ycjP//rlmN//waaL//gstB//dsdC//alkB//ppx//fdhF//rcnB//oxc//zur//waaL//yraI//adk//yoaA//yjcE//ycbB//clsC//ybaT//malK//narH//metL//dgoT//yiaJ//rcnA//yfcS//proV//yibA//topB//rplD//ycbU//ydhJ//ligB//ydeP//agaI//dgcZ//glcC//sseA//msrB//pfkB//pflB//hemD//tsaB//glpA//thrS//agp//cysD//setC//csrD//cusC//ulaE//tolR//panD//intF//rnt//csgG//truC//ebgA//gloB//treR//atoB//yhbX//yhdH//phr//ydcT//ybaT//ftnA//uhpC//deoB//yebG//rimK//glmM//fliL//acrD//purR//cynT//ubiB//pdeK//citG//wcaB//dapA//chbR//gsiC//insH-5//rimJ//rarA//fecB//bluR//ybhS//bcsQ//fdx//ydcI//rseC//frdA//gmk//yceK//secM//eutN//ansA//pgaD//alkA//xapB//entS//cheB//narY//dsbC//ybjG//metE//lipB//cdd//mdtG//yphF//zapE//yhjX//ycbB//moeA//mdtF//wcaJ//queE//slmA//narG//fhlA//ybiA//wzb//ybdG//yhjA//patZ//lasT//dcuR//murI//yihL//tktB//trpC//yfdR//ddpX//puuR//fucK//rffH//ftnB//eutB//rarD//narL//waaF//iraM//trmA//hyfC//mltG//dapF//mioC//ispH//ybdZ//dkgA//tpx//alsB//caiT//coaD//rlmG//nrdI//recN//mepS//ytfE//rhoL//yjjI//truB//bluF//rluA//ggt//sgcC//flgJ//ygeW//ppiD//pgpC//cutC//lptB//tnaA//fruK//yfcP//iscX//insE-1//aroA//mhpC//wecB//mdtM//yjjG//sfsA//cydB//oppC//uraA//lhr//exbB//phnP//tdcG//yraR//ybdG//rplE//srmB//glcB//yafE//crr//puuC//nrfC//mipA//bglA//mepA//satP//ygeA//dbpA//npr//fadI//dgcE//yehU//kdpB//sgcR//arnT//pnp//yfaE//gatB//rpmJ//ade//speA//ddpA//ydcO//ynjD//livF//cnu//uidA//ybaL//exuT//dsdA//yaiV//gudD//rutE//ibpB//nfi//pdxJ//hemD//creC//fecA//hyfF//pdxB//moaE//yciT//ldcC//actP//yqjA//uspG//dhaK//rne//yehZ//yjjX//grpE//mug//waaO//ais//ygfI//ycdX//yjhG//rpsA//npr//add//coaD//fadD//lplT//potD//sapA//hcaT//fdnI//yeeO//efp//chbA//rplS//mutM//frsA//yggD//ilvD//caiB//gltL//hslR//xisE//crcB//speA//frc//ygfA//glmU//yidZ//yiaB//zinT//xseB//pncB//rihA//ghxQ//chbR//ybcM//casB//yjjG//ftnB//rihA//luxS//kgtP//napB//pth//actP//dcm//tktA//ubiI//yjiR//fepD//mlaB//mgtA//araF//atpD//msrQ//bacA//yfaX//zraS//eutB//wzc//dcuR//agaS//yebK//hemH//cyoE//ompL//ydeP//mdtE//leuS//yohD//sthA//mntS//yqaA//dnaB//umuC//btuB//cheY//murI//opgB//yrbG//truA//satP//nlpA//fadR//potA//cysN//sbcB//yeeA//cptB//norW//mnmG//cyoC//torZ//ycaN//nirC//flhD//rpnB//ygbN//ushA//katE//cycA//thiE//yqeG//elfG//nrdI//afuB//relB//ldtD//nirB//yhcH//prkB//pspF//nimR//hyfC//yphF//sfmF//hokB//dhaR//iap//modC//kilR//yehA//setB//atpD//gltD//setC//dsbA//ahpC//fhlA//fadR//hemH//ibsC//insI-1//lrp//flgK//cpxP//mcrA//nusG//holE//ybjL//ftsA//nuoN//ynbC//gntT//mfd//ldcC//phnO//pgaB//adiA//sxy//atpB//wzc//mqsR//ynfE//sgcA//sixA//holD//oxc//chbC//sbcD//zwf//malP//lsrK//hldE//matP//nudB//sutR//dusB//yjhP//rnb//yjhI//yceK//yghU//kdpA//leuO//insI-2//yajD//ndh//dnaG//gstA//galK//mdtA//flgD//ybjX//zipA//pgi//nikA//galE//dicB//yihV//mdtB//yajO//ynhG//cho//hflK//ttcA//dmsC//ulaG//ybaE//hflC//pldB//otsA//secD//tyrS//pinR//cspG//menE//narV//fadE//dctR//rclC//mtfA//atoC//envY//dnaA//ffh//nsrR//dcuD//fhlA//sapC//appA//fcl//mutY//solA//iscU//rfaQ//alpA//flgF//appA//acs//sucD//hpt//ynjA//yjbH//ydaN//mhpC//higA//yegT//yajR//mdtP//pykA//yihO//gcd//sucB//cmoA//glnA//bioC//tauC//lamB//hrpA//menD//mutY//fdnG//zipA//gpp//tdcB//arfA//csgG//zraS//pckA//btuB//rihC//ybiA//ydcM//mmuM//nirC//ydjK//sufD//thiL//yebG//selA//yqjH//sdhA//yagI//glpG//exbD//bamD//phnM//galF//yfhH//hupA//yqhD//dgoA//rpiB//dacD//amiB//gor//glyS//ybgP//gldA//ygjK//waaS//prfC//kdgK//trxC//rnlA//djlC//glxK//sapF//ychF//rbsA//lptE//phnC//insA-2//hypB//proQ//ybjN//lldD//yjjX//cutA//iclR//lolA//gldA//speD//cvrA//mdaB//rplP//cheR//araD//panF//yfeO//hflX//glcF//narG//cbeA//ychH//thrA//glxK//allS//rbsK//yedP//hpf//ychF//trmI//fabZ//napF//msrP//yegD//yagG//tsaB//dmsB//lon//flgA//mhpR//gltL//clpA//crfC//sgcB//wecB//yeiL//ssuD//mdlA//yhdH//mglC//frmA//ybhJ//aas//prpB//fcl//ybgQ//eutN//prkB//hha//dinG//yggW//aer//lpxD//pntA//cysG//dtpD//mdoD//dnaN//prmC//torY//yigL//mdoD//lysA//tcyJ//ydaN//prpD//nudC//caiF//dcuD//yfbS//treF//hdeB//afuB//ulaG//csiR//accD//gcvR//cusF//gltX//ppx//galK//pth//ygeA//dppC//yqeG//yihU//yfiE//envY//ibpA//araH//hyfC//rutG//agaA//radA//yhdJ//yhaC//recJ//frlA//minE//rhaS//hflK//uxaC//bdm//dgcZ//puuB//fadI//mdtN//holB//ftnA//kch//feoB//mrcB//fadA//yhdJ//qseB//ynfH//ydeT//osmC//gmhB//hslJ//zapD//cusS//epmB//yfbS//fdoI//pstA//yhbQ//ivy//zapE//ompT//yieE//rimJ//ykgF//helD//yqcG//mltA//lgt//trmJ//tmk//chbR//modC//yhcD//rstB//yjcS//aroD//rplT//hcaE//mdtC//pncB//rplR//argG//cra//proA//ypdC//ydhK//groL//ecpR//rpmJ//ytfR//bluR//hcaF//manY//xerD//kdsB//pdxK//rhsD//caiB//lpxH//hokE//yidQ//ptrA//rbsD//iraP//queD//yedX//guaC//ftsK//yhjB//secA//tdh//hyaC//ybhP//yhdW//arnT//lsrA//add//hisP//ade//yjbG//ychO//dtpB//allC//lptC//yehC//symE//ttdT//sbmA//lpxD//fecB//dcm//rbsA//glpD//ydbD//sbmA//pdhR//prfA//pdeR//ybiJ//rplM//ymgF//yceD//rbsR//ybfA//leuO//ygdG//ygcW//lrhA//mglA//artM//gadB//metB//minE//gadC//yjhH//hipB//cysK//apaH//murC//kilR//marA//fieF//wza//bluF//pepA//norW//pepB//ispB//waaP//pdeL//aceK//
GO_0043171_5	tusD//clcB//rpsP//acrF//dgcN//plsC//intZ//yciT//yaiP//
GO_0043173_5	pphA//rnc//ybiI//mltC//sulA//fmt//rpsR//ycbU//
GO_0043174_5	rbsR//soxR//lolE//yhaM//sgcB//rnlA//
GO_0043200_5	thiC//tnaA//yfbR//yihO//cmtA//yhcH//oppD//phnC//
GO_0043201_6	rne//
GO_0043207_4	frmA//trmJ//dgoA//tisB//kbaZ//zupT//ycjD//glnP//csgB//secG//ydiP//cadB//insH-5//rlmC//
GO_0043213_7	yjcO//dsbA//yidP//bglX//dapA//argT//ybaT//tolB//
GO_0043242_7	paaX//mqsR//sdhB//
GO_0043243_7	csgA//
GO_0043244_6	xanQ//rbsD//trkA//glgX//casE//kdpB//nikD//guaB//ftsA//trmA//ygbL//ugpB//aaeR//fimC//hisG//pheM//glsA//lnt//yibA//rsmB//
GO_0043254_5	waaZ//ompG//cca//rplR//kdsA//ynjD//wecC//dnaQ//lrp//dsdA//yjfF//bamE//pdhR//tsaE//truB//yfeW//rbsK//galK//glcA//prpB//asnC//adeD//mtlD//xapB//gltD//
GO_0043255_6	hybG//yohC//wecB//
GO_0043269_6	focB//fepC//thiC//elfC//napF//mraY//lysC//
GO_0043270_6	rhaM//secF//
GO_0043271_6	cysZ//
GO_0043335_3	mntP//nadA//rfbB//cedA//
GO_0043392_6	mltA//
GO_0043393_5	speA//
GO_0043412_5	truA//cmoB//zapC//tmcA//btuE//dtpC//yphD//xylE//yidR//pitA//yhgF//yjfP//glxK//dnaK//glpR//sbp//wecE//speB//casD//agaA//rhmD//dhaK//btuD//phnM//ecpR//flgJ//ulaG//csgB//rplS//dsbB//trpA//ycjQ//pspD//cpdB//lsrC//mtn//dtpD//frc//yqeF//nagA//yhcH//paaC//gsiD//adeP//cysW//yhcD//ynfH//rutE//ghxQ//eamA//acrZ//ulaF//yhbO//ydhK//purN//ubiJ//tdk//araA//dauA//yjiA//zitB//cysK//rtcR//waaF//yiaL//nupX//umuC//topA//yeaV//ydeI//sufA//gloA//gatA//hypD//ygiW//cheY//yfaX//mpaA//barA//yedX//nepI//ycdY//yjjI//thrB//casD//tauC//ybjC//phoR//gstB//proQ//ilvD//gshA//dauA//pyrL//pepN//ogt//aceA//yjfF//rcdA//fepC//yahF//ygaV//ulaE//ddlA//uxuA//yhhT//rpoA//fimI//tomB//cdh//recR//yedP//eamB//ulaB//ydfK//alr//yieE//glmU//pheT//chbA//araF//cysC//mreB//gapA//exuR//dgcJ//bacA//leuO//moaC//atoS//atpB//ihfB//glvB//csrA//lptG//yfcF//uxuR//murQ//ydcO//yeeO//gspJ//cspE//hdeB//melA//entA//marA//zraR//narQ//corA//fliT//pepD//moeB//rsmJ//yehC//xapA//xdhB//yhjG//dcuR//rpsN//ydiZ//dmsB//ynhF//glcB//queD//cobS//hyaA//tar//fau//sbcB//melR//ybjC//hisG//tktB//fimI//artP//rffC//ycjD//rpsQ//ampH//ruvC//bhsA//rmuC//sgcC//bioD//yoaB//panB//tdcB//fecD//rsmA//ftsP//ybdO//citX//lptB//folX//hisM//mcbR//zitB//mntH//ccmG//fdhD//yifB//uxaA//lacY//fabZ//sdhB//arnE//pstC//sbp//kdpB//fadL//lacY//chbB//allS//moaD//yciG//ilvB//nimT//kdgT//waaA//frmA//malX//dctR//dcuB//yggF//dgcF//rclC//gatY//dtpD//arfB//mtlA//mdtM//dtpD//
GO_0043413_4	nanA//
GO_0043414_4	ybhR//fetA//fucP//tmk//yeiG//spy//trmJ//insI1//hybA//cheA//yfbU//tdcD//ade//tilS//grxD//ybjG//dppA//malQ//yggN//gspI//intQ//atpD//dinI//prc//yfcR//araH//tdcD//flgI//nrdD//ybaO//paaB//hisP//htpX//yciE//glyA//asnC//hybB//glcD//torR//ligB//purA//tadA//sgcX//trmA//psuG//amiB//yqeA//tsaD//rpiA//ulaG//ssuB//udk//
GO_0043433_5	rlmF//dnaG//ygiB//sufD//ribB//lolD//
GO_0043436_5	glnS//fadM//yadK//hslR//proX//hemH//greB//mlaD//ybaM//ynjA//puuB//potB//yjjW//ybdZ//pmbA//ftsY//alsE//dmsB//flhA//xapR//ydcO//clpB//ydhC//yhdZ//djlC//intS//ftsZ//glnS//paaF//yigL//coaD//hcaB//gcvA//aqpZ//rhaR//betA//glcC//ynhG//hemF//rffM//yraN//agaV//ydcO//amiC//cpdB//helD//uup//ndh//dfp//priC//yccS//mgsA//ydhC//gppA//ycaO//ftsP//dgoR//gltP//creB//yibF//wecE//yjeH//fadJ//tauB//gltX//trkG//yehX//ugd//bamB//ydbK//minD//perR//gntR//lpxB//yehZ//ldtC//accB//ubiB//dnaT//nagZ//tusE//fumC//borD//ygfX//phoB//cynS//ytfT//nadE//rof//lpxH//ibsE//flgK//fumB//dps//yjaZ//hemB//rpmE//trxC//efp//nuoB//hisF//glyS//lldD//ugpE//metB//ompL//manZ//yhhZ//cdh//iscU//intF//yehZ//yjhP//dgcN//folE//feaR//hypD//sfmF//fabR//groL//nuoH//yafE//ydiK//holB//luxS//sfsA//rlmF//rimM//uspF//dgoR//yggN//ycbU//garL//nirD//hemA//wecE//fecD//cbeA//yhaV//rfbB//lysS//secM//ybiH//malK//dbpA//codA//aceK//ydcZ//lpxL//fabR//gshB//yohD//erpA//ybcJ//etk//rpsA//hypF//yegV//ykfM//xapR//yidA//yehW//ycfJ//yjaZ//dgoK//pspG//trmL//dsbC//flgA//queE//yggP//pgrR//rmuC//ghoS//add//nanE//nadA//holE//ybiS//flhA//nadB//rhoL//pyrE//mdtO//menF//narI//gpr//ybfA//kdsD//torS//paaF//emrK//rlmB//sbcB//pykF//qseC//hisC//scpB//fdhE//tsaB//dnaT//rplL//lptB//thiC//yajQ//iscU//rfaF//abgR//dnaN//mnmA//yfcG//ccmD//basR//araB//lapB//ybjG//rseP//yobA//yfjR//patA//lsrA//rpnC//sfmD//lolB//gpmM//treF//sucA//potB//xylH//relA//chbC//fliZ//aceB//rhlE//mnaT//yjhH//rspB//macA//arsB//rffT//kdsA//rof//yhiM//crfC//ygeR//pdeR//syd//proC//clsC//tusC//uxuB//oppB//pheP//gmhB//nikB//paaK//dtpC//ynfK//mscK//yghU//ycdY//srlA//mglB//relE//yoaA//trkH//gltP//malX//acpP//trmB//mepA//yjaA//uidC//ybeY//rcnB//dut//ampH//sgcB//holE//fliM//yadI//baeS//yahO//rpsB//sapA//mnmE//yhaO//uspB//yfcS//sgbE//yceO//mdtJ//rutE//rpmB//bcr//fur//gspF//ibsC//sxy//eutD//murQ//ppx//ompC//clpX//yedA//hupB//ugpA//gadB//ilvD//bacA//oppB//dpiB//serC//pgaB//waaZ//pfkB//hypF//nupX//tadA//opgD//dgoT//narU//prfA//hofO//rcdA//luxS//dmsA//cadA//yhjX//cutA//entB//gmhB//dgcQ//guaD//hcaE//pstB//feoA//wzzB//ccmE//mtr//queD//sfmC//glnP//nuoH//mukB//yggW//ydaC//ansA//msrC//argG//sdaC//artJ//sodC//ypdI//ynbC//rfaG//leuS//truB//folD//dmlA//ycdY//secM//argA//ybgP//lolE//msrP//yiaF//mngR//dps//waaP//cobC//tsaC//yfcQ//hofO//ybjG//fumB//purT//prfC//nikR//yjjB//yehC//menD//pykF//rpiR//gpmA//pyrF//metG//rlmH//artI//cfa//sgcX//rutG//ymgF//rfe//osmC//ygaZ//mcrB//rpnD//slt//aroP//ybdH//recG//zraS//speB//pspD//dicC//feoC//hldE//waaL//cobU//hemE//yfdG//narQ//creB//pgpB//lhr//ibaG//envZ//mcrB//tynA//gluQ//otsA//edd//evgA//metQ//yjhB//ybhD//erpA//yhdH//ynfL//ggt//bamB//oppC//uvrA//rapZ//sdaC//ygfZ//pyrC//yagF//pnp//yejE//ydhJ//ycjW//rhaA//mdtF//degS//deoB//rsmC//
GO_0043438_6	tusD//
GO_0043442_6	guaD//
GO_0043455_5	pepN//lgoT//zipA//ygeW//
GO_0043456_6	yiiM//
GO_0043462_6	mtlA//ydfH//trpGD//ihfA//selD//yphF//
GO_0043467_6	galM//lamB//
GO_0043470_6	ccmE//rsfS//eno//nadC//
GO_0043471_6	ppsR//yfgI//insH-5//
GO_0043484_7	yidP//
GO_0043487_4	paaB//ycbV//yehW//gloC//glnS//yfcG//
GO_0043488_5	glgX//mobA//bglJ//eno//ybiV//
GO_0043489_5	paaX//
GO_0043543_7	osmC//rpmC//kdsA//pflA//glpB//lacY//crr//tolQ//acrA//nanR//nudF//ygaH//xylB//
GO_0043545_5	yraR//ydhJ//fruB//cusR//sdhE//dgoD//yqhC//puuD//cysM//torR//slyD//
GO_0043547_7	speC//hofQ//treF//
GO_0043549_6	rluE//glpC//
GO_0043555_5	fabG//glvB//
GO_0043562_6	fabI//fruB//
GO_0043570_6	ykgM//katG//npr//
GO_0043571_7	frlA//alsC//ygbN//
GO_0043603_5	malP//nrfF//arcA//ais//rtcR//pinE//oppD//cysP//nhaR//trmO//opgH//ycaN//tas//iraP//hisQ//wrbA//dgcF//mgtA//scpC//ygiN//ltaE//yejB//intZ//narJ//narZ//edd//yggD//mrcB//yoeB//eutK//hisP//proX//araH//sdhB//rbfA//ldtA//glnP//yjbH//amiC//pcnB//napB//yiaN//setC//yidE//sapA//glrK//mraY//yecS//casA//mnmE//ogrK//betB//intA//emrB//ascB//degS//hofN//kbp//fadI//dacC//yraI//entB//paaE//yaaJ//fumC//fkpA//yhdZ//gltL//uvrY//ybjC//argR//agaB//frmB//nhaR//ribD//proA//feoA//tar//hupA//hycH//rnhA//iscX//bcsA//murI//ypdA//yjbE//ptsN//yhdX//lrp//yjbE//pgrR//lolE//gpt//arnF//yebC//actP//arcA//recJ//fepG//allR//ynfF//yaiV//fadI//yiaJ//chaC//gpr//gpmM//ttdA//hns//helD//xylR//rutF//fabZ//garP//nudF//hofC//prs//pntA//ffh//msrC//glxK//gcvP//hflX//mnmG//pgaB//gutM//phoE//
GO_0043604_6	rsmF//uspG//envR//rusA//folM//lsrC//torZ//yojI//yafO//fdhE//lipA//rutF//yrbG//ygeV//pspA//yphF//yddM//flgA//yggT//sodB//pmbA//pgaD//cyoE//tpx//gapC//ydcS//iscA//dapB//nupX//mlaB//yjiR//gadX//mrr//rpmB//narY//dapB//mraZ//yadV//ogt//metG//lnt//creB//lldP//dppC//acrF//gabD//rseB//hycH//aaeA//lsrK//ynfL//glgP//eutD//sulA//galP//puuD//pck//hyfC//acpS//fepC//pgm//ogrK//narX//agaA//epmB//yfeD//nrdA//clcB//phnO//gdhA//chbC//ftsH//btuR//argG//pdhR//nadE//cyoC//fepA//ptsN//symE//hyfF//cadA//hemB//fryA//mqsA//smpB//nlpA//ttdB//pinR//cmoA//hdeD//fucO//gdhA//fliT//rraA//mdoG//dhaM//rluB//hofC//
GO_0043605_6	pstC//tcyJ//ribA//sodC//glnP//
GO_0043610_4	frlB//
GO_0043624_6	rfbD//gntU//fepA//folE//lgoT//ulaB//yhiM//
GO_0043628_9	acrB//puuB//yjjW//
GO_0043631_7	yidK//trpS//
GO_0043647_5	rimO//torI//
GO_0043648_7	rplO//nfi//mnmE//xseB//putP//yadV//tktA//lsrB//gstB//bamA//caiF//secF//ampD//yggW//nudG//rlmJ//sapB//yihR//gstB//elaA//agaR//yahI//dgoA//lplA//rlmB//ybbY//clpB//phnC//corA//der//bamA//yhjC//yjhI//hslR//hypT//yidH//ubiA//yafO//nfsB//glsB//mdtM//rplK//livG//ugd//mioC//rcsB//tsaC//fkpB//ygiB//acnA//artQ//rnc//yejE//nrdE//ytfR//yqiH//ebgR//gabP//paaJ//frvR//atpD//yifB//waaO//yibF//rpmB//hisI//mdtB//purT//nhaB//adiC//dxr//cynX//tomB//ybbN//
GO_0043649_7	rpsO//flgC//dhaR//yegD//gcvH//tusE//yneL//atoS//hycH//ybaK//tufB//
GO_0043650_7	ilvM//dps//ascF//fryB//wrbA//yggP//yebQ//ulaD//yjjW//minE//waaC//citC//mnaT//proP//yfbV//appY//yhaC//argA//ydiQ//csgA//eptB//opgD//glnK//rstB//deoR//torS//yfcU//
GO_0043686_7	agaV//
GO_0043687_7	spoT//ftsB//yhhY//cobC//pyrD//yebC//hrsA//
GO_0043708_5	tonB//ttdR//ribF//ribB//nikA//oppB//aspC//argF//yciF//mgsA//ybcM//pabA//lpxM//recG//atoB//
GO_0043709_6	ebgR//tamB//frvA//sbmC//hyfA//mdoD//wza//galP//prfC//
GO_0043711_5	plsX//dam//ynaE//narW//lolE//atpE//hyaA//asnS//rssA//yeeJ//moaE//speB//lplT//yfdS//fhuD//galF//amiD//queD//kdpB//topA//yohC//
GO_0043900_4	narY//cvrA//waaU//nfi//yfcR//ymgF//cobB//ldcC//hpf//yccX//ycfH//cytR//pgaD//
GO_0043901_5	yagJ//rpsK//eutA//yiaF//
GO_0043902_5	kdsC//mnaT//
GO_0043933_4	rplI//yfaL//sthA//adk//rcsC//paaX//yieK//atpB//gutQ//fadR//ybaE//narX//fucK//sgrR//xylH//htpX//rnlA//ghxP//malY//ycbB//argT//gudP//rplC//pta//lrp//preA//rpsM//yfcU//artM//proW//yiaF//agaB//rihC//hcaT//aldB//mppA//ybfE//gpr//yggE//yobA//pbpC//yfjR//aroL//hemD//yeaG//ispU//yoeB//idi//fliD//rlmD//citC//sfsB//yceK//ortT//rplX//zapC//menC//zntA//plaP//yhgH//srlE//yagJ//dgoA//insI3//ascG//folE//mngR//ispU//mzrA//ybeF//csiD//exuR//betT//envC//mnmC//erfK//hypD//alsK//ldtC//lpoB//yieE//appB//rarA//proA//yihX//hdeB//rhaA//rpsD//sufA//tauA//rlmD//rplE//hha//lptF//uvrY//vsr//ugpC//fsr//rzoD//livF//
GO_0043952_7	etk//folD//queA//hyfF//nikB//
GO_0043953_7	ebgA//yjjI//frlC//dpiB//
GO_0044003_5	yfjV//aidB//fruA//lptA//
GO_0044004_6	pal//yjcE//bipA//dgcJ//
GO_0044010_5	fepE//glsB//rplJ//hslJ//acs//dtpB//hipB//trmI//nth//ycbB//rdgC//yigL//arsR//rnlA//tamA//ralR//tcyP//glpT//hisB//alr//bglB//thrS//mngR//yihI//lexA//mutL//nhaA//yqaA//gatZ//kdpD//
GO_0044011_4	cspG//yihL//rutE//srlB//rsmI//rlmD//mdtP//metN//
GO_0044036_5	clpX//sspA//citX//fimC//fucO//xapB//lolA//mog//yggT//betB//amiD//dapA//galU//lexA//folC//cas1//glgB//rlmA//prlF//tktA//rfbC//erfK//ymjB//baeS//gpsA//ydfG//hemH//gltB//ybfA//narP//glrR//dcuB//djlC//yhbS//dtd//lsrG//caiE//lpxH//aroE//ybhJ//cyoD//holE//ygfA//hybF//dhaM//recO//ypdB//
GO_0044038_6	ftsA//eutR//tdcE//wcaC//lyxK//rluB//chaC//ugd//mcrA//mdfA//nuoB//mltC//alsB//appY//ogt//era//sdhC//dgcJ//hisS//treF//mprA//cyoD//arnE//ptsN//slyD//fliA//chpS//ynfF//rlmH//yafC//ydjE//gpmA//xthA//cpdA//dtpA//yiiE//murB//cheB//aceA//groS//coaE//hslJ//thiD//
GO_0044042_6	uidR//gsiC//rhtA//atoS//prpC//puuA//agp//rhaS//pyrB//kdsC//acrD//yohC//cspA//tamA//fliS//btuB//ydaC//ygiV//trkH//glpK//speE//
GO_0044070_7	yqhC//gshB//rcnB//fliD//
GO_0044085_3	yajD//xapB//mrdA//yaiP//wcaB//ycgR//rclB//npr//mutY//purN//chaC//recE//fkpA//cdh//tnaB//gutM//ydiV//prpB//ybgQ//
GO_0044087_4	ydjE//yhiM//nagB//ulaB//yiiE//ybdZ//ydeI//rcnR//amiD//yibT//fecC//cysC//bglA//erfK//phoB//yqjI//yiaU//ribF//dapF//sfmD//yidR//rcsD//hns//rpsI//hisG//paoC//phnK//yicJ//mntP//xylG//hupB//csdE//menF//hisC//
GO_0044089_5	yhfS//hexR//yfbS//putP//uidA//tusD//ilvN//rhmR//hxpB//pfkB//cueR//insI-1//nimT//
GO_0044092_4	actP//glnQ//napC//ynbB//pdxB//yidD//ydiK//otsA//pnuC//yhjD//hokB//lysC//xylR//msrA//sdiA//rplR//nlpD//appC//argP//entC//yghG//cusF//mgsA//dapB//ycjD//tcdA//trpD//fetB//amiD//yhbX//ftsW//nimR//nuoF//glmS//galE//mdtF//
GO_0044093_4	sgcR//yihS//yodD//argS//adeP//rihA//rpsT//gltK//mcrA//arfB//exoX//dgcZ//sgcB//fhlA//crcB//glmM//aaeB//nikD//cheY//sdaB//frc//wbbK//agaV//araB//acnA//yhfS//cspB//
GO_0044106_5	yajQ//trmH//pheT//ssuB//ldtE//clpS//lsrC//apaH//yieE//rfaH//fliM//oxyR//abgA//nlpD//nhaR//chpS//glnP//thiI//ldtC//casA//ybcL//yhbQ//ybdG//mutY//fimG//lptB//allS//
GO_0044179_5	pphB//
GO_0044208_7	cmoA//
