#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deoR//lgt//sgbE//nikR//
GO_0042128_5	dgcZ//brnQ//
GO_0042133_4	yfdO//sgcA//tbpA//rnb//arsB//matP//fau//iscU//emrB//nadE//kefB//yidA//ttdA//nikE//ytfQ//mglC//
GO_0042135_5	treR//guaA//rzoD//ttdR//ubiJ//ybiV//mraZ//clsA//fimH//gltP//ybgP//rcsD//galR//
GO_0042136_5	sbmA//yihW//
GO_0042150_7	zapA//yajR//murP//
GO_0042157_5	srlD//miaA//eutB//yhbO//
GO_0042158_6	add//ogrK//potH//
GO_0042168_4	nusG//dusC//dctR//rho//solA//citE//fliS//elbB//fecC//
GO_0042176_6	arnB//fabA//ulaA//bdm//
GO_0042177_7	ghoT//yggN//dgcN//
GO_0042178_5	rpsP//yjaA//metN//ymgF//ddpA//iscS//znuA//csiR//gadE//secD//ispA//wecA//epmB//hmp//yhaO//ycgV//rho//thiD//vsr//
GO_0042180_4	ybbY//dgoA//yrbG//cra//dmlA//fabZ//cvpA//ycfL//yjiY//katE//uhpB//lsrG//ivbL//atoS//yibH//yehY//rhaR//aslB//slyA//tldD//hemL//malK//pntA//hypT//glnB//ilvM//sufE//gph//rfaC//tolA//rfaC//cpxP//fliG//hflC//rrrQ//ycbV//sodB//acrB//ygfX//pinQ//cobT//caiF//fadR//srlE//purB//recF//tap//setA//norV//bamE//insB-4//yqiG//fieF//eamA//glnP//iraD//ytfE//hybA//yhjR//
GO_0042181_5	phoA//ycgV//yigL//cho//gatB//ilvA//hlyE//yejA//fhuB//asnB//fsr//trkG//ydjL//gspI//puuE//nei//yfhH//otsB//dauA//aldA//potD//yagI//yfaX//hsrA//
GO_0042182_5	ytfT//priB//ycjQ//xerC//ycgV//trmL//murI//focB//insI-1//relE//nagD//surE//ilvE//hdfR//iscA//parE//cueR//dcyD//cysE//yfcA//ttdR//focA//csgD//dmlA//coaE//rplN//menA//cysI//yjiY//
GO_0042219_6	dppB//matP//galM//afuC//murE//
GO_0042221_3	rne//sucC//ybiO//cspI//nepI//ybdG//fabB//agp//umuD//lsrK//ldcA//dld//ydiV//ldrA//topA//sfsB//bcsA//uacT//fdnG//dnaC//srlA//dgt//livF//ftsI//fecB//ybdR//msrB//yjjB//pck//ybiA//katG//gcvR//copA//artI//ydjJ//dcp//yfeW//yihV//mlaB//dctA//idnK//dgcQ//tabA//tatA//casC//mepA//ydeT//hha//cheA//ydeE//yieH//rbbA//radA//yjjI//intS//accC//rcdA//frlB//rbn//sgrT//kdgT//ykfI//modB//elfA//araC//rsmD//degQ//idnK//gatZ//ttcA//yeiL//aspA//fucK//ybiT//tamB//ydhQ//lapB//fixA//bepA//glnQ//rplO//ydhJ//glyS//malP//ddpX//gsiB//yaaJ//rhaA//tktB//plsX//yiaM//ygiV//pphA//sdaA//ydbK//codA//ftnA//hha//lhr//lolD//leuD//ybeY//serB//fdnH//ygcO//garK//wzc//nrfC//yhdJ//ugpB//araB//ggt//sgcR//yghG//ttdT//glrR//yjbF//hns//tdcE//diaA//mhpT//xylE//speF//glyA//trpGD//ligA//insA-1//tusA//nirC//envZ//atpA//ecpR//lpxT//sbcD//argE//lpxC//dppF//tauB//bioH//holD//ybiY//gadA//yihX//tisB//ydiV//tap//sbcB//malZ//pal//aroH//gatZ//dut//yebC//rclB//dgoT//speB//cobC//atpH//ydjH//rcnB//argA//hfq//hyfF//gcvT//mltB//zapD//slmA//potH//zntA//puuP//higB//fixA//ompC//gsiD//fepA//ykfI//uxuB//gcvA//frdA//nupX//caiE//hypD//wzzE//vsr//livM//feoB//rlmC//flgK//ydgA//rffC//sodC//phnO//ggt//arsC//yiaL//mraZ//serS//yjbF//ampE//btuE//galT//pppA//rihC//msrB//ycfL//der//glmM//mmuP//fumB//truC//tatA//fruB//rclB//puuC//cdgI//ypdB//rbsB//flgG//dicA//lspA//thyA//yiaO//xylB//cecR//tyrR//ompA//gyrB//sfmF//aroD//selD//lpxK//fliD//dnaA//hisH//sgbH//
GO_0042245_7	trpD//astB//araH//
GO_0042254_5	osmE//cdh//ytfT//ynfK//torY//rbn//mutT//
GO_0042255_6	yhbY//lptG//
GO_0042274_5	xthA//lptE//fiu//trmO//
GO_0042278_6	dhaM//deoC//fumA//potG//nudB//waaP//lipB//add//afuC//coaD//yiaU//baeR//yihL//hemN//cspD//hofC//higA//zraR//
GO_0042304_7	zitB//rfaG//selD//
GO_0042325_8	evgA//yjhG//
GO_0042327_9	rihC//
GO_0042330_3	katE//otsA//hofQ//pinQ//hslV//malP//rlmN//sdhB//pflC//yraR//gstB//yedX//ybjX//cvrA//mntP//fklB//
GO_0042350_6	atpF//
GO_0042351_7	tdk//
GO_0042354_7	mraY//fepA//lysS//ttcA//glmM//trkG//
GO_0042355_8	ykfM//caiT//yneE//chaC//lyxK//flgA//
GO_0042357_5	ahpC//citX//
GO_0042362_6	iaaA//
GO_0042364_6	narU//purB//shiA//hslR//yggT//dacD//phr//hofM//arsB//recX//bamE//lpxM//lpxM//ybgP//fimI//metH//pyrC//ydiQ//holB//poxB//recN//alaE//glpG//lepB//ugpB//fdx//guaA//yhbO//pinQ//dsbG//pflA//fpr//dicC//cheR//rhaR//adk//tusE//patA//hybG//acpH//rnhA//tdcC//rpsR//adeD//ybgI//sfmD//yidA//pepN//fdoI//csgD//ppc//sdhE//priC//dctA//glgC//ydfK//
GO_0042365_6	nikD//appA//yfgI//nemA//
GO_0042371_7	cmoM//
GO_0042373_6	pbpC//
GO_0042398_6	rayT//cpdB//ada//ydiV//mlaC//waaY//alaS//aroF//hdfR//cobC//allC//yciF//adhP//lsrB//hprS//glvB//glnE//ilvI//ydcP//selD//
GO_0042401_7	acrA//sufS//fabB//leuS//symE//malK//osmY//prlC//ispF//acpP//yfgO//moaC//acpT//dcp//
GO_0042402_7	ilvB//rnlB//aceK//zupT//cmk//elyC//insA-1//galM//csgA//phnM//ggt//arfB//dnaA//
GO_0042413_6	cbrC//tolQ//bioB//opgE//
GO_0042430_5	rfaC//selA//sbcD//dosP//nei//ybiJ//trmH//sbmA//hlyE//flgH//
GO_0042435_6	cnu//rimL//citX//pth//glsA//gltI//gloA//gldA//ribB//
GO_0042436_6	yohC//
GO_0042439_5	pmbA//
GO_0042440_3	rluC//ade//flgG//fadA//priB//nlpD//cbrC//rplE//insA-1//treR//epmA//dinG//gshB//narY//
GO_0042443_5	solA//nemA//
GO_0042445_3	fruK//arsB//selU//torD//ugpC//fumC//nhaB//gshA//gadE//mdtP//recA//hisM//hofQ//yhiM//
GO_0042446_4	ackA//
GO_0042447_4	nepI//adhE//asnB//yibH//fur//metC//yadN//argS//sdaB//yhhT//kup//ftp//rluD//
GO_0042450_7	xylG//uxaA//metH//rpmC//rseC//asmA//
GO_0042451_7	astC//garP//rffG//sdhD//phnN//chbC//
GO_0042453_8	fadD//
GO_0042454_7	rspB//paaK//yadI//tdcD//lpxD//metG//tas//fnr//caiT//cyoA//dgcE//shiA//
GO_0042455_7	pgpB//patZ//wcaB//yfaU//motA//ymfK//asnC//aphA//yjiR//ogrK//cysS//gph//flgE//mtfA//lnt//rcdA//yejE//
GO_0042493_4	yhbO//grcA//glcC//kilR//secM//prpB//gloB//tatB//holA//otsA//accC//edd//hybO//yibT//lolC//frlR//rpnB//uhpA//lsrB//feoB//manZ//cmtA//glnB//feoA//dgcZ//dicC//yggN//cydB//mdh//hyi//sstT//ybdN//cmk//pykA//leuE//yghB//paaA//yjbF//xylE//flgK//cynX//gpmA//ahr//sfmH//fdhE//fadL//ydiZ//nuoE//hisM//
GO_0042537_5	yhhZ//hmp//modC//torI//xerD//ptsI//dppA//yjiR//rnpA//ccmD//gnd//btuC//bssS//cedA//yqgF//opgG//dnaT//cra//hypE//ydiV//pphA//mcrB//
GO_0042538_6	argR//recE//
GO_0042542_5	tdcG//melB//menH//pepN//ompG//cas2//perR//patZ//hyfF//rraB//ymgA//qorA//hiuH//fliM//hofN//fdhD//hscB//fdnH//
GO_0042545_5	lacZ//
GO_0042546_4	casD//yjjI//xerC//ldrD//rpiB//nlpI//epmA//arsC//eutR//trpGD//
GO_0042558_5	tsaC//mdtE//yqeA//oppD//cdd//yiaB//uspF//cdh//ahpC//dppC//setC//yghO//thrC//secE//yjiM//dinJ//tehB//caiE//
GO_0042559_6	gutQ//yifB//fadL//emrK//yehY//rbsK//tehB//agaS//dcuB//yadG//barA//ychO//yiiD//
GO_0042560_6	sstT//cpxR//
GO_0042592_4	umpH//yihO//ftsA//yeiL//csgE//fucO//pstS//udk//msbA//kup//argK//ispG//ycbV//moeA//acpP//ulaA//nimR//tatA//speE//yigB//rpsJ//yeaV//lptA//nrfD//folE//pepQ//fdhF//hybF//fur//ycfL//plsX//mlaF//tusC//setA//cbl//ccmD//pckA//rseB//mdoD//pabA//bcp//cedA//rffC//dnaK//hyaA//narL//trpR//ortT//yqiH//murE//ibsE//clcA//topB//murD//dnaT//yhcH//hypE//sufS//erpA//
GO_0042594_4	ribD//malP//ghxP//aroH//ribC//ycgV//wbbK//mocA//aldB//dgoA//yggE//ribF//aes//emrE//gcd//dgcN//ahpC//fic//xanP//rbsK//entF//potE//ftp//yphC//fucI//yghU//recQ//rplK//allB//yidK//preA//dnaQ//waaG//umuC//ynjD//
GO_0042618_5	rsmB//
GO_0042619_6	insH-5//
GO_0042710_4	thiI//hslJ//ycbX//nagD//dinB//cobB//exuR//ugd//mdtQ//rfbX//fabB//ydjL//ymfK//glsA2//treB//rplT//rnd//prlF//mscM//ushA//yjiM//eno//tesB//araE//hslR//iraM//narG//dmsC//sfsA//frlB//pdxH//nudF//entE//fimH//tabA//yccX//dcp//yihU//dedD//yebQ//caiT//pdeF//rdgC//yiaM//yrdA//caiE//nanA//yajQ//ygiB//mrcA//ybiY//
GO_0042723_5	ybjX//yajR//artQ//mtlD//paaE//glcB//arnD//yhdJ//mdtE//topB//yhcH//uxuR//
GO_0042724_6	mlaE//hinT//ypdB//mcrB//ogt//hupA//yhfS//argG//entD//sucC//
GO_0042726_5	yggT//ibpA//acnA//mglB//rnpA//ogrK//bdcR//mazF//
GO_0042727_6	atpE//fadE//iscX//iscX//srmB//surA//yghU//yjhC//
GO_0042732_6	gpt//hipA//ravA//leuO//casB//
GO_0042737_5	glxK//nikR//ansA//manY//chbA//yjjI//ybeF//lapB//mdtQ//manZ//gadB//atpE//mepS//yihQ//priA//ybiA//argP//acpS//ruvB//yqjA//eutN//lapA//rplM//nrdH//ftsA//phoE//hisM//yiaA//hcaE//fadA//livM//rpmH//galS//cueO//ytfR//malX//pdeR//waaL//moaB//lldD//rimK//setB//exoX//ygaZ//rplC//trkH//tyrS//mlaD//gabD//hisI//rapZ//ackA//ypjD//agp//epmA//
GO_0042743_5	cobS//appY//
GO_0042744_6	fimD//ykgF//
GO_0042759_7	wcaB//pnp//
GO_0042773_6	yhjR//
GO_0042777_8	mlc//
GO_0042779_8	zntR//
GO_0042780_10	rplK//mraY//gabT//
GO_0042816_5	codA//recC//fliT//thrB//dusB//paaH//bacA//yeaV//hinT//
GO_0042817_5	rmuC//
GO_0042819_6	eptC//cusF//lptD//msrP//cutA//mreC//yihL//xseA//tusA//
GO_0042822_5	ybcF//mdlB//ybeY//ycaO//osmC//queF//glnA//
GO_0042823_6	glpC//ybbY//adiA//basS//ygiN//gatC//cfa//
GO_0042836_5	fepG//nrdI//caiF//setA//
GO_0042838_6	yjiY//cheR//hemE//fdx//
GO_0042839_7	selB//frsA//glgA//chiP//tusD//serB//
GO_0042840_7	dctR//entB//yegS//ymfA//cysC//glxK//
GO_0042843_7	birA//miaB//
GO_0042844_7	fdoH//
GO_0042846_8	rna//
GO_0042851_8	entC//idnK//fucK//norV//
GO_0042852_9	glpD//lpd//mcbR//
GO_0042853_9	rihB//
GO_0042866_8	moaC//fucA//cpoB//rayT//phnN//yegS//msrA//viaA//phr//yfaL//mioC//clsC//recC//cadC//fumB//yidC//yrfG//rimK//
GO_0042867_8	cydB//
GO_0042873_7	ybaK//ribB//yhjX//fimH//ymfK//aceF//cynT//
GO_0042882_10	eutD//iscX//ybfE//
GO_0042883_7	pnp//purT//cobU//surE//amtB//yidQ//yraI//paaZ//
GO_0042884_7	glk//purL//murF//sfmF//yjgX//yafE//fixC//
GO_0042885_8	fabZ//
GO_0042886_6	rfaH//fcl//efp//holA//feaB//frdD//thiC//ribC//sbcB//ygiN//guaA//puuR//lplA//elbB//dcuS//rbsD//metH//sufS//emrK//cspD//araB//holD//ihfA//ybaL//bcsA//nrfF//ybaT//yohD//lit//glgA//yrdA//yciG//fabG//tyrB//phoA//cusR//yfjR//gsiD//fis//msrP//glsA2//glnQ//atpE//tehB//ybaT//ravA//arnT//recG//yoeB//cadA//pgrR//aceA//ccmF//nudG//yfbV//pgrR//carA//opgG//yfeR//groS//yraK//trpGD//dedD//iraP//yhdW//yacG//rsmE//chbG//moeA//rzoR//yahB//pspA//pepD//tolC//cysM//gsiA//lipA//yhaV//rfaH//pepB//yqaA//clsC//cspI//xseB//ynhF//rplL//slyA//yjjX//
GO_0042891_6	msrB//pheT//opgC//smpB//ppsR//rppH//ybbY//dsbD//yoeB//thrL//fabG//glsA2//ydeO//pgaD//hypD//coaA//pdeL//menH//ssb//adiY//eptB//tusE//hybE//nupC//qseC//rclR//wecB//yggD//ydiR//insB-2//ycdY//kdpA//
GO_0042906_8	yibT//adeQ//prkB//cysD//
GO_0042908_5	fetA//iclR//bacA//slmA//dgoK//yraN//yneJ//lptG//waaJ//otsA//flgD//gltK//lpd//aaeA//ttcA//sbmC//
GO_0042914_8	uvrA//rluA//
GO_0042918_6	ygeA//moaD//ynaE//arsR//ydaC//
GO_0042919_6	carA//
GO_0042920_6	sapC//
GO_0042928_7	kdpC//
GO_0042930_7	murA//yciK//yjaA//menC//nudG//bglB//clsC//ybiO//
GO_0042938_8	rarD//iap//tus//epmC//yihU//tolB//rluA//lrhA//mmuP//rpoA//puuC//rhaT//motA//menA//lolC//
GO_0042939_8	nadA//atpB//aroD//cspC//ompN//yidP//yihV//zntA//allB//yhjG//
GO_0042940_7	hofQ//ldtE//tyrS//insI-2//fetB//
GO_0042941_8	nadC//
GO_0042942_6	ycaN//pinQ//
GO_0042953_6	erfK//arnT//ybcF//
GO_0042956_8	atpB//tyrA//pflA//ftsB//fdnI//
GO_0042968_8	ygbL//creC//murP//
GO_0042981_7	dgoA//
GO_0043038_5	luxS//udk//ptrA//puuC//yceO//hcaC//rpnC//pcm//ypdB//yiaT//zraS//deaD//mtlA//rluA//ihfA//torC//yehT//ynaI//mioC//hrpA//asr//yieH//yfcP//ssuD//dinQ//hchA//
GO_0043039_6	trxA//mdtD//yhdW//hypF//groS//argB//yjhH//rlmJ//dbpA//tolA//nadB//ydcT//rffG//yidP//opgC//mgtA//recD//exbB//opgC//agaB//ydiF//purB//hyaB//yqiG//gltK//
GO_0043041_6	entE//
GO_0043043_6	prpD//insH-6//sapA//umuC//lapB//ldtC//yedF//mfd//cpxA//hofC//plaP//frvR//bioD2//glxK//pstA//gph//agaW//clpS//btuE//phoU//chbB//tcyJ//rpsL//tauB//csgE//rluC//argR//rfaQ//iaaA//fepC//fiu//aldB//yiaO//leuA//exbD//scpB//gltX//citT//lysU//yidE//galP//ybbW//fadL//ascB//pdxA//mutM//dsbA//ybhF//caiD//malF//lptC//xseB//yeaV//casD//yhjX//cheW//secF//modB//mdtP//ykfI//yqgF//
GO_0043067_6	pntA//
GO_0043085_5	cvpA//tdcA//dtpC//chpB//yqiJ//holA//ampH//mtlR//waaC//basS//dcm//ytfQ//cbrC//cspE//yciG//yddA//scpB//opgG//yggX//arnB//ppiD//rseP//feaR//
GO_0043086_5	murI//nagA//thiQ//dnaE//kduD//kefC//flgF//kdsA//fhuC//ydiK//rpsA//mltG//nuoF//iap//yidC//ihfA//ghoT//sgcR//nirD//gapA//mnmC//malK//atoC//cysN//rarD//rlmH//
GO_0043087_6	rffC//tolQ//pepQ//dgoR//
GO_0043090_7	ygjK//acrD//nagB//efp//fdoG//pdxJ//kefG//potD//ampG//pykA//
GO_0043093_3	hisA//katG//ycbX//aroC//mntH//hofM//matP//pntA//shoB//yajQ//trg//ynfF//alsB//acpS//deoA//ydeP//yadI//
GO_0043094_4	coaD//ybaE//ykfM//prpD//gluQ//suhB//nei//rplO//dcuB//yfcR//rsmJ//rluF//murQ//gltB//zraS//ydeI//lipB//mtlD//dnaJ//carB//gcl//iscX//
GO_0043096_6	yqaA//lpxT//rsgA//
GO_0043097_6	ytfT//ridA//borD//flgI//
GO_0043099_7	apaH//
GO_0043100_6	caiE//
GO_0043101_5	flgH//fis//hemL//hxpA//
GO_0043102_5	fis//rbbA//fdoI//ghoT//
GO_0043103_7	ytfR//
GO_0043111_7	ttdT//
GO_0043137_6	xylG//cheW//
GO_0043150_8	birA//
GO_0043157_6	glxR//
GO_0043164_6	rpmA//lrp//znuB//rplA//ilvN//ddlA//trg//sufD//
GO_0043165_6	yiiD//rplK//mdtD//dnaG//cusS//zraR//mlaC//wcaJ//puuP//gmk//
GO_0043170_4	nuoL//rseP//lolA//sgcE//yphD//mutH//mdaB//yabI//torR//relE//barA//ddpA//wzzB//ypjD//diaA//cusF//phoA//selA//rnt//fklB//fkpB//mliC//yejF//ogt//mhpT//yghW//purA//moaA//ompN//frmA//fes//ydjE//thyA//rarD//pal//glgC//mrcB//sanA//clcB//dinJ//frdD//yfaX//glcA//ydhC//gudP//zapC//rseB//ydhJ//macB//ldhA//ybhI//pbpG//abpA//gltS//phr//yfcV//viaA//ggt//ybcM//hns//opgE//guaB//creB//yidH//argG//leuB//rihA//preT//epmA//mltA//ydcP//caiE//tktB//menF//mgtL//gadX//yfcF//dmsC//moaA//hcaF//dsbC//ugpE//hinT//ilvM//ftsL//gapA//hscA//mutL//hicA//lpxC//hicA//csdE//galU//lacZ//bdcR//hcaT//rplE//seqA//ilvM//rhtB//mscK//glsA//yehA//leuD//appY//betI//hprR//hisM//mntH//yajR//yehP//glmU//acs//fucO//hypD//holA//djlC//cdh//mqsR//aldA//queD//yjeI//ytfQ//cheY//clsA//pntA//kduI//skp//yfjR//frmR//ydcR//hexR//ybhF//ilvB//treB//tsaE//ttdB//ccmF//mqsR//ddpA//speE//tolC//nagK//mrdA//trmI//ompC//acpP//gntR//ligB//arcA//epmC//wcaJ//ydcZ//seqA//pspA//fpr//gcl//shoB//glnS//clsC//ulaD//csgB//ygbN//recD//nikR//ychF//fhuD//nfuA//gcd//dmsA//parE//curA//ulaE//uvrD//waaB//fliA//setC//yjjB//rpsE//gshB//pckA//nimR//dgoA//otsB//gnd//ldhA//ybjC//lysU//pck//trxC//rclB//rpmG//nagB//holE//cydD//prc//shiA//yahO//ulaA//bdcA//pth//pgrR//cynX//ybfA//dinI//ybcC//nanT//dld//hpf//ybgP//xseB//caiE//appC//lrp//dadA//evgS//fhuC//ymjB//appC//yghB//xthA//yfgO//trxA//cas1//tyrR//rfbX//rpsJ//uof//mazF//essD//potI//speB//flgF//rpe//pckA//intS//tdk//tsaD//pdeR//dsbC//ompC//tmcA//psd//glxK//gudP//patA//hipA//bamE//degQ//rutD//hofM//asnB//ytfE//rplL//arcA//recD//yfaL//hdeA//suhB//narV//cysH//acpT//nrfB//def//basR//nrdB//yeeY//dnaT//bepA//aroP//yqiI//pepB//mtlR//ybjG//ghoS//rplA//sdhC//yhgH//elfG//lsrK//yjbE//cbrA//nanK//xylF//paaJ//ycjW//lnt//secG//pdhR//yejA//lldD//fryA//sfsB//gloB//hisQ//amiD//ybcC//dacB//malY//yfgI//aroD//ubiB//pyrH//ampG//malZ//caiD//yjjG//degQ//gcvH//sbmC//pgi//dcm//rpmE//yfcR//uxaA//hofO//citG//gspE//dnaQ//dld//rlpA//arnT//xisR//paaC//hcaR//znuB//arnF//gshA//ahr//fixC//trpA//ybdH//rplQ//tsgA//ybdZ//fepB//gpmA//sfmA//ykgM//hslV//yhaV//gor//napB//yaaU//yehD//dapF//hcaB//flgB//leuB//fdoH//yghU//holA//dsbG//ddlA//cyaY//glrK//yggD//uspE//metG//borD//potE//curA//yfiE//aidB//yahO//yjiM//yciF//grpE//poxB//yfcG//sufD//yihS//dut//hisB//yecS//tehB//waaG//bamE//glk//bluR//elyC//tig//ydcI//yidZ//cysA//epmA//atpH//ycjU//uof//insI3//eutN//pgaD//insF-1//citG//accB//kefF//atpH//znuB//ulaF//ldtE//ampH//csrD//ycjU//ychF//yjfP//cysM//mnmE//recN//yggW//fhuB//rpoA//asmA//hipA//ybiO//nrdE//secB//xseA//mepS//rayT//idi//pcm//ydhC//bdcA//baeR//uof//caiE//cspI//tig//fecB//dmlA//ydeI//ycjU//dgcM//kdsC//yehW//epd//fadR//ftsQ//ygbM//yfeD//mcbA//dapD//hscB//yihX//gcvT//yhbY//ampG//lysA//intF//lptA//ynfH//proQ//fadM//ydgA//yneJ//thiL//opgG//flgF//ydcP//fucO//elbB//fdhF//yhcF//frdB//yehZ//ulaB//recN//fepE//rsfS//sfmH//fadJ//puuE//purT//tolR//garK//fadI//sapD//mmuM//pphA//narZ//folE//yjhB//plsX//tnaC//rffM//ygeV//grxD//rluB//proC//mscS//dcp//pliG//queG//fliG//yedF//nrdF//modA//srmB//yraH//yjiX//selU//yehA//arcA//yjcE//yciH//pyrG//mppA//waaS//hybB//pta//dppC//zwf//xdhB//psuT//panF//trmL//sseA//glpR//fadD//lon//rpiR//ptsP//bglB//yhaM//ynjA//mraY//mrcB//infB//cysG//pagP//phnJ//rraA//dinQ//hmp//exuT//gltL//elfA//iclR//csgB//ytfT//tdcC//araH//gutM//tdcD//rluB//agp//ybaT//yiaA//dosP//rpsB//cpdB//hdfR//baeS//efeO//arsC//pepD//yadK//yeeO//mraY//nusA//codA//yjaZ//arfA//rpsE//umpH//tcyJ//ddpA//hyi//aes//ybcJ//mepM//puuE//metQ//bisC//ampE//secB//rutC//insA-1//yqgF//xseA//zipA//rlmN//ubiX//garL//cysE//deaD//hybE//blc//pppA//adiA//focA//fliA//tdcA//lplA//nagA//emrK//tcyL//gmd//yahB//cyaY//radA//arnB//mrdB//etp//yfdS//elfC//dgoD//ybjL//dcm//caiB//corA//bluR//nuoL//cobB//ydcO//parE//gloA//ispB//corA//trpR//ycjY//ybjX//elfA//waaB//fre//yfiE//nrdE//ybhP//rcnR//napA//dgcT//ilvH//yebG//rutB//cynT//ydiB//lepB//pinR//ruvC//tmk//gmd//clsA//epmC//ugd//ybiA//aas//yibT//yjhB//napB//nrdG//fepD//yjjQ//motA//rplJ//rnpA//pinR//aceB//ycjW//smpB//secY//atpA//tatB//pgm//fecD//mppA//arnA//hypF//mraY//trg//uvrA//panB//rdgB//tusE//scpB//alaA//argK//zntA//trkH//rpnB//ycaO//cpdA//sdhB//yehC//ubiG//sixA//hsrA//hycA//menB//bssS//eptC//norV//ycdY//pspG//uspF//cspG//glk//yghW//rsmB//rrrQ//livJ//sucD//gadX//kdgK//nadB//ycjR//fepE//ndh//yjbF//ptsH//galE//ghxP//phoP//cobT//gpmA//yagU//paoC//modC//gatB//yqjH//ydhK//lolB//leuD//feoC//allS//xanQ//abgA//aroH//flhC//fdx//iscU//pepN//rseC//ynbC//truC//fepB//nadD//rzpR//kduI//sdhC//mcrB//truC//ycjD//dppB//uxaA//gfcE//mlc//cdaR//mazF//insB-4//ftsW//ydiB//chaC//cdaR//ftsW//sstT//sapD//ycjQ//yhcF//mdoD//baeS//ribA//aceB//ghxQ//ybiV//dgkA//hxpA//pheA//ycjU//glsB//prlC//katE//argS//accA//ybiS//waaY//chbR//fliS//tatC//hisS//cirA//wcaB//mntP//fimH//fadK//kefB//mnmA//yqeA//yajQ//yhdZ//adhE//yibT//trkA//yhgF//fruK//dnaX//dppA//pmbA//bdcR//relE//ppc//yadI//ftsI//mdtC//gnsB//qseB//pgk//hypD//yhhZ//matP//msbA//aspS//dnaC//gltD//qseB//thrA//glcE//yoaA//fepA//rsuA//rplS//ydhK//umpH//yajQ//ybhJ//yieF//mdtJ//aphA//yfiF//
GO_0043171_5	pbpG//yacG//lysP//yhcF//ligA//ycjY//yohD//proW//mltF//
GO_0043173_5	coaE//relB//ypdF//lacI//rraB//ydeE//sucA//fdhD//
GO_0043174_5	glnH//minC//tcyJ//yqaB//mmuM//yihT//
GO_0043200_5	cvrA//ugd//dadA//frwC//deoA//ubiB//aaeA//yfdK//
GO_0043201_6	mngB//
GO_0043207_4	fimA//trpA//yoeE//fepE//gcd//ppk//garK//artP//argS//phnM//era//potG//fepE//lexA//
GO_0043213_7	znuC//lysO//arfA//ybiT//dcuC//rbsB//sspB//rarD//
GO_0043242_7	ybdN//ybjN//thiG//
GO_0043243_7	ybeY//
GO_0043244_6	yraR//btuD//eutD//cyaY//fes//hcaT//nudF//gstA//nrdA//yqiI//gspJ//purU//mrcB//aroK//hisA//borD//pgpC//atoS//yehU//hdeD//
GO_0043254_5	yehY//phr//yqhD//oppA//sgcR//kdpC//tolR//tpiA//gmhB//chbR//maeA//matP//chpS//yhjX//pfkA//atpE//kefF//rnhB//aceK//recA//ycbX//ddlA//folM//rpmC//glvC//
GO_0043255_6	hldE//rpsJ//gnd//
GO_0043269_6	dhaK//curA//yjiQ//kduI//frlB//yhjB//gadA//
GO_0043270_6	dinJ//mdlB//
GO_0043271_6	leuC//
GO_0043335_3	ldrD//tmk//cstA//rlmA//
GO_0043392_6	ybgI//
GO_0043393_5	pepA//
GO_0043412_5	rsgA//tolQ//glmM//yphF//tmcA//mntP//ycbB//gatY//chaA//cheR//rpmF//tatB//ibpB//proB//def//insF-1//nemA//xylB//tauD//glnK//trmI//paaE//paaX//yhjR//tufB//ypdF//dacD//plsC//cyaY//cysU//tolC//rnlB//waaC//ccmF//trpR//gyrA//yebS//psuT//yebZ//argC//acrE//ubiG//ftnA//cpxP//yhdJ//galU//yceO//pitA//mutS//kefB//rpoH//feoB//gudD//dacB//ykgM//dacC//marA//atpH//cheA//cpdA//tusA//cyoB//dicB//gppA//pdxA//ddpX//ybiY//osmY//hprR//creB//rapZ//pgm//ybjC//rcsB//tktB//nudB//sgrT//mnmC//phnI//cyoA//feoB//lpxT//sodA//sdhB//dctR//yqgF//hprR//ubiC//cyoB//ispF//rsmI//hicA//bamB//chpB//borD//ompC//yggN//ftsH//yhdH//yhhT//srlR//hyfR//sodA//yhhT//rluB//ymjB//kefC//csdA//murA//nadK//rapA//tauA//yigB//cysN//sufB//yggE//yeaG//ptsI//katG//msbA//fucO//pfkB//cysZ//amtB//dmsC//tdcB//artP//napA//rzoR//sapA//yceO//dnaJ//ybiO//cmk//rcsA//mglA//cusC//yfbU//mdoG//mglB//mmuM//entF//rffH//iscU//feoA//chbA//tsaC//yhjR//codA//dhaL//rluF//ruvB//yeeL//rpnB//rfbC//aroG//recJ//codB//napF//nanE//mngB//ratA//cmoB//fadK//lpcA//hybB//ytfR//tdcR//citX//ymdB//gph//lsrK//zapA//arfA//exuT//trpS//torS//treA//paaJ//rlmA//murP//oppF//mtlR//selB//yfdK//fimZ//yidR//kefF//yjhP//envC//hemH//mdtN//hisQ//nirC//glpC//yhbO//ycfS//htpX//eco//puuD//murG//ompT//hybA//codA//sthA//abgT//arnF//thiD//gpr//ghrB//yjjV//mobA//aceA//ypdC//mdoG//ydiF//nikB//alr//gcvP//yegT//adiC//ycjP//rpiA//iscU//yciK//torR//edd//rplP//fpr//ugpC//nuoI//rsmG//
GO_0043413_4	rutR//
