#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgbU//recF//nrdH//cvpA//
GO_0043043_6	rutA//gsiD//gpt//yqiH//yhjR//yedX//msrP//panZ//rpsP//murD//ybiT//sanA//napF//csrA//ybcF//bioB//fryC//murB//rusA//mnmG//pflB//cobS//ydcO//rnd//guaC//yeeL//fhlA//ggt//entF//ulaR//fur//yebC//nrdE//dgoT//cusS//insI1//cydA//alpA//ykgA//ynbB//gatC//hofM//lapB//pfkB//tsaD//glnL//ybiV//yhcF//pykA//rpsN//gmhB//rfaQ//tamB//yfcS//uvrB//glcD//fucA//nfo//yidD//rstB//gltI//
GO_0043067_6	yqjH//
GO_0043085_5	pdxK//yjjG//eptA//talB//tufB//cusA//yibT//rihC//glcA//hofQ//bssS//hypT//pgpA//casC//lacI//deoC//tsgA//hypB//yihU//eamA//yhhZ//rlmL//arsB//
GO_0043086_5	pheP//grcA//paaX//yjbB//ccmG//ompR//bglA//tsaD//dtpB//satP//pgpC//yggE//mobA//yheT//uxuB//bioD2//ibsD//elfA//mdtE//arfA//tktA//ydjK//eno//panZ//ynfK//proW//
GO_0043087_6	dapD//cusR//mlaB//proP//
GO_0043090_7	ybhS//lolB//sfmA//tcyJ//yebZ//fepA//rplF//agaR//tolB//fdnI//
GO_0043093_3	tdh//mscM//srlA//rpsI//rclB//mntR//hdeD//ampE//ccmG//arnD//rppH//yajL//plsB//psuG//rlpA//fimB//ybaQ//
GO_0043094_4	yehB//allS//ybcM//rhaB//pflA//ampG//uspG//lysU//yiaL//mglB//tnaB//deoB//ubiC//torA//rcsB//acpH//lysC//nudC//tnaB//zinT//proA//cca//
GO_0043096_6	metE//asnC//ybcM//
GO_0043097_6	serS//pgaA//kdpA//guaD//
GO_0043099_7	abgR//
GO_0043100_6	cmtA//
GO_0043101_5	yqaA//fimB//bglJ//sfmF//
GO_0043102_5	cof//ihfA//yggF//purR//
GO_0043103_7	rnlB//
GO_0043111_7	yehX//
GO_0043137_6	trmO//fabI//
GO_0043150_8	cheW//
GO_0043157_6	gsiA//
GO_0043164_6	fkpA//ftsE//yhbY//fimZ//mdtI//hybA//ffh//bioC//
GO_0043165_6	ivy//wrbA//waaH//higB//ompF//fepB//ubiA//wecC//nuoN//ilvH//
GO_0043170_4	bglX//dinI//rpsK//ybbY//waaZ//ygiS//clcA//lptE//rutD//sdaA//rsmE//preT//mpaA//arsB//yqiG//mutL//cheB//cyoC//zapE//yihX//acs//eutA//envY//yhbO//folA//spy//ppsA//rutD//folC//phnJ//arsC//ybiV//rspB//ybiX//nhaR//ybiJ//rlmG//rpmE//zinT//lpp//yidZ//yjhH//rpsD//yheT//fliL//rpmC//tolB//tdk//lapA//mrdA//ccmF//dapD//leuC//ybgI//kduD//ytfE//yjjB//acpP//yjiX//hupB//ynhG//deoR//leuE//sucA//rppH//sapD//malP//rcsD//ispA//azoR//yfcS//yadV//srlD//hypE//hinT//fhuD//iaaA//rplW//fabD//bioP//yhhT//otsA//yahN//nadD//ydhK//bamD//ubiX//flgD//purC//yneJ//ybhF//pheP//tdh//yheT//pdxK//galT//hisQ//ompN//sufE//arcB//lsrR//modB//wcaJ//recX//mukB//tilS//mutT//trmB//csgB//gatY//gstA//msrC//dsdA//mcrB//focA//clsC//arnT//gntK//yggW//pepN//znuA//udp//rcsC//norV//narZ//cobT//lsrC//menA//yoeE//yiaT//purB//topB//ycfH//nrfG//ppx//mdtE//bfr//yfdS//yphC//paaH//ghoS//murQ//mtlA//alkB//lasT//rffM//ybjL//ydeP//accA//evgA//glgC//rfaG//iscR//sufA//malY//pyrE//speD//etk//prpB//rlmF//rarA//fliA//cbtA//gor//ulaF//ynhF//moaA//coaE//tatA//ptrA//seqA//lptD//frmB//dhaK//gcvA//ypdF//gpmM//glk//mdtL//rpsR//rutE//rplM//ldtB//gcvA//barA//proC//yjiR//pinQ//hisB//rdgC//rluA//alr//cusA//ycfJ//mdtC//maeA//fabH//helD//sufB//ebgA//kbaY//trxA//uspB//dhaR//baeS//sgcX//alsK//nanK//rfbD//prlC//oppF//arnT//mrdB//pfkB//manX//pbpG//ybhA//nrfC//kdpC//nagB//yafN//uacT//ssuA//aroE//ubiH//basR//lptA//aer//nfsB//iclR//atpE//ompA//entF//ybcL//crr//fepC//hycH//ldcA//cstA//barA//kdpE//phoR//ung//fdhE//glxR//ynfF//rihA//rluA//fdnG//napB//ydcZ//glsA//hemA//dbpA//yoaB//phnM//fepG//paaC//tqsA//fimH//oppF//pagP//livM//yghU//narU//ppiA//ybfA//thiI//elfD//proS//hcaR//ygiW//adeQ//yafE//dcuS//mutM//coaA//ycbV//sapB//iscR//dtd//leuO//yhfS//dedD//yghO//cdh//ruvA//cheR//frmB//mpaA//cadA//rpiA//mdoG//rdgC//thiG//ydcP//grcA//frdA//napA//prfB//moeA//mcbA//mcrA//tdcR//rnlB//pabA//shoB//nmpC//guaA//queG//ftsX//rpiR//mutS//ahpC//ybiH//casC//purU//yihT//alkB//dppF//rbsK//wzyE//wrbA//mazF//mgrB//nrfC//recR//adeQ//barA//tsaD//nrdE//eutA//ydjJ//fixA//pth//ycdX//degP//hdeA//pyrC//ybhJ//menA//cbpM//mazG//thiG//trmD//ileS//hybC//casD//abpA//insI1//nuoI//waaS//yggE//rcdA//dppD//rfaC//rplW//flgA//adk//cyoD//wza//nanC//mntP//yobA//aroK//pdeH//greA//plsB//deaD//nagD//rpiB//nlpE//fadR//chaA//yeeO//ydaV//yjjG//rtcR//relA//ilvL//htrE//rpsL//waaB//mppA//rfaF//epd//yqeF//radA//yhhT//dpiB//ygeW//ykgF//ilvA//yhhZ//yehY//rimO//phnK//yoaB//mobA//yeaV//acpH//lptC//eutR//ispU//fhlA//rpiR//aroH//ampE//yghO//aroG//sucB//hslR//arsB//bioP//perR//yghW//pta//amiC//malY//panB//fdhF//sfsA//mgsA//gor//ampG//nikD//dcuA//proC//xisR//dosP//flgA//yaiW//lgoT//tsx//pyrB//pdxA//cadB//ariR//ydeI//aldA//ispU//xerC//rpoE//csrA//setB//yieL//yajQ//folD//higA//yjjU//fecA//ydeO//ldtD//wcaB//srlR//ptsN//frlA//valS//yqeF//ulaD//accD//bcsA//alsB//mtn//mpaA//arsR//wzyE//lpxM//dsbB//pcnB//paaE//phoA//murC//nuoI//ybeY//hcaC//ribC//artI//ydjE//gsiA//tqsA//pepT//holE//cyoE//dsbC//ykfM//rimO//fhuD//aroC//mqsA//mnmG//rpmG//ydiQ//ibpA//yjjW//dbpA//ppsR//yddL//degQ//ydcT//lpxM//ibpA//dcuR//yggE//pepA//fpr//ffh//ebgR//nimT//entA//rbn//pbpG//pdeK//galR//fryA//stpA//nrdA//pykF//yibT//mdaB//ompC//basS//yfeD//ptrA//bisC//yciH//phnJ//yaaJ//fbaA//secD//thrC//nudG//kdpC//pinE//phnI//gmhB//agaI//sodC//fucI//iscA//yhjV//ampE//phoA//ymfA//degQ//dadA//menH//gmd//maeA//wecA//rplR//yihS//yfcP//tabA//ogt//yibA//sgcB//pdhR//emrE//rluA//allR//yhjD//manZ//alaS//yejB//galM//betB//purC//betI//recF//rclC//dctR//menF//guaA//ykfI//fnr//eutA//galK//cdgI//agaR//yidK//argE//mppA//rsmG//ydcT//basS//ttdA//phoA//cysB//yghU//ruvA//amiD//cas3//lysA//fhuB//frdB//malS//torD//ldtE//nrfD//ydjL//gloA//yidC//tap//mdtL//mdtI//dnaT//rcsC//ung//panE//umpG//yaaY//metL//ompN//hcaB//thiM//yoaA//frvB//yfiE//acs//leuA//pta//yieL//fliA//pstB//yiiE//allR//nrdH//phnN//ubiB//entE//ybjI//holA//pncB//shoB//uxaB//cmtB//mtn//yrbG//ssuD//rpsM//hemA//glpB//speE//ygiN//potG//yafS//ptsG//pdeR//sbmC//aceA//fetB//glpB//insB-2//atpE//ldcC//ogt//fabI//gpt//rpsM//garK//manX//cyoD//glnP//rpsE//yhgH//phoA//fdnI//yhjB//thiQ//rutE//ribF//cbtA//cpoB//erfK//yoaB//cadC//citX//treC//cydB//lysP//sixA//aroH//agaA//hisQ//amiC//fadR//add//yiaT//mdtJ//fruK//elfC//puuE//dsbG//mnaT//mhpB//yfaE//btuB//bdcR//arcA//adiY//gspF//pspF//ttdR//yegD//yefM//ycjQ//yiaN//glcE//endA//asmA//xapR//fhuB//rlmJ//ftsP//ynfH//hemC//wecE//dnaK//cspB//glyA//nuoF//cspC//xisE//narZ//fucI//gshA//ubiH//opgC//cirA//rluA//yegV//gapA//tusD//dinB//uspC//fabR//glpB//ldtE//rzpD//roxA//ydfK//gpmA//hcaB//erpA//hofO//yidZ//hypA//yhjG//yfeO//xapA//frwC//rimJ//borD//srlD//metH//znuA//cbtA//ygbL//agaC//rffM//katG//fliZ//ydeO//yajR//rfaF//pdxA//metF//gcvA//nagZ//mnaT//exoX//hinT//ynhG//cspC//ugpC//yneJ//argF//fkpB//phnP//nanA//pntA//proW//arcA//wecB//ligB//yciA//cysH//pdxB//glsB//proX//pth//tatD//yadM//birA//araF//adiY//yneL//folX//zwf//zraS//sbmA//fadK//yiaF//sfmD//arnB//smpB//moeA//mreD//yneJ//hicB//ymfK//leuC//sutR//amiB//yqiJ//hybB//cdh//tus//sbp//csgE//tehA//yadG//smpB//pgi//ssuE//ilvL//ahr//
GO_0043171_5	avtA//uvrA//yghW//ydhC//pflB//ftnB//insK//rpsG//ygfX//
GO_0043173_5	panE//yjiM//recQ//rpsG//ypdC//hdhA//lptG//dtpD//
GO_0043174_5	marR//dmsA//uhpT//rlmG//yggP//accA//
GO_0043200_5	ptsI//rpnA//ppk//rhaD//tusE//nhaB//lsrA//yegD//
GO_0043201_6	yaaU//
GO_0043207_4	rayT//moeB//fre//glsB//flgH//kdpA//mscM//tatB//cysK//hycH//cheB//adk//mutL//rhtA//
GO_0043213_7	ggt//mrdA//trmD//glmU//menA//hupB//gnsB//rppH//
GO_0043242_7	ymfK//tktB//chaA//
GO_0043243_7	metH//
GO_0043244_6	nepI//cadC//opgH//cca//relE//ygeX//hyi//fadI//yajQ//araE//pmbA//purD//yebS//coaE//nuoG//ygiW//thiL//ravA//yaaU//hisD//
GO_0043254_5	trxC//puuA//chbF//sgcB//rho//yegS//osmC//rplB//rssB//dsdX//tnaC//citX//ybfE//yehX//tdcR//ybhA//rhaR//wcaB//rfaB//narV//ydcT//ychO//lpxM//cyaA//tnaA//
GO_0043255_6	lpxH//rsgA//malG//
GO_0043269_6	dgcM//torD//dtpD//thrS//arcA//arnB//yhgF//
GO_0043270_6	yahD//zntR//
GO_0043271_6	yjeI//
GO_0043335_3	ydaC//mhpA//fruB//rplM//
GO_0043392_6	gsiA//
GO_0043393_5	gloA//
GO_0043412_5	rplL//citC//nagC//hisQ//pflC//ssuD//alkA//ssuA//ilvD//potI//zapD//adhP//ykfI//lptD//yhaM//ybdG//yoaB//scpC//tag//hybD//wzzE//cptB//gpr//ynhF//yjtD//rlmH//rpmF//ltaE//nuoN//katE//entF//dctA//ftsE//acs//arsR//mhpB//cvrA//dctR//abgB//tktB//mprA//minE//ydcM//yjeH//kdgK//bioD1//fepC//uraA//essD//prpC//fkpB//oppF//ybjN//yaaA//add//yfeD//fucP//pheM//araF//setA//murQ//clpS//yfcU//ptsI//yciK//ydiR//mdlA//waaY//acpS//pth//dacA//rclB//rihB//caiB//fdnG//yidE//dedD//exuR//nrfD//argT//ttdA//sixA//focB//manA//rsmD//dusB//pykA//yeaG//yqeG//htpX//prfB//ycjR//iap//decR//narY//hha//argT//feaR//galK//caiB//waaJ//fliA//rimO//ybgI//rfbB//secB//cstA//tyrA//yihO//fliG//rraA//cysS//opgC//bisC//ibsA//nuoN//ygbI//narI//tmk//rutE//ldrD//dkgB//ulaG//uvrD//yhjG//atpH//tomB//shiA//metL//hybE//pncB//yhgF//upp//sgcE//cfa//yieE//yoeB//manA//nagK//gmd//fdoG//cysI//tyrS//envY//djlC//rna//nupG//mtnN//panB//menI//yobF//purC//accC//dgcJ//sapC//gph//ubiC//ugpE//xanP//glpX//ydhJ//purB//yfaV//gudP//nepI//atpF//lspA//gltB//yggT//eptB//nudB//ftsA//dcp//pcm//exuR//thiC//tcdA//yjcE//yddG//ybhA//phoE//argB//mdfA//rsmI//queF//degS//hflD//ssuC//yqgF//trpGD//rnlB//thrL//ycjR//phoB//yahO//yohD//tusA//mppA//hcaT//glsA//glnL//narI//bioB//osmF//rlmD//ygiS//nrfF//pgpB//accA//glcF//rfbX//katE//tsf//ftsP//csrA//intS//glcA//yafC//trpE//lit//gppA//yjgX//xisE//gshA//ilvL//rplD//hslJ//tatC//cobS//osmE//rpiB//maoP//
GO_0043413_4	rpmF//
GO_0043414_4	cynT//yehA//pabA//arfB//mqsA//yieF//alsE//glnS//ibsA//ibpA//ypdF//metK//lpxK//emrB//cbeA//hyaA//tolA//pinR//pth//fadB//trpC//iscU//hpt//csiR//sad//ubiC//xylR//sdaC//ybiI//rzoR//yjjW//pyrC//plsC//galE//ldrA//oxc//waaO//asnA//holE//cmoA//sbcD//fumB//selA//entC//trpA//rspB//cadC//hslV//kdpD//citC//gsiC//folP//
GO_0043433_5	sbp//sfmD//epmC//fhuD//fadJ//fdhD//
GO_0043436_5	deoA//uxuR//murF//yeeO//rspB//gudP//panD//mtlD//ydiQ//yieF//fpr//rlmL//appA//secM//frvR//fadH//mntP//creC//ybiI//lpcA//fdoG//fucP//rzpR//narQ//yihT//lysR//fadA//ycjU//cspG//bamD//casD//sgcA//paoC//symE//tpiA//patA//cas3//rbsB//exuR//ygeV//yfcF//yicJ//cusR//sseA//pepQ//folE//kefF//ybdZ//amiB//htrE//envR//rcnR//udp//gspJ//aceB//yraH//yhbX//mdtC//pdxH//btuD//glmU//dmsA//accA//ettA//yfhM//dgcZ//potC//dapF//fabR//agp//opgC//ascG//folX//hypB//ompN//surA//argO//leuC//icd//osmC//dtpB//ccmD//ybcF//accB//cnu//rpnA//ybaQ//yibA//puuR//entD//ypdF//holA//ghoS//ibsD//tpx//ycgR//yhaO//dfp//bioP//ibpB//tdcB//exbB//gatC//opgB//rnc//ssuD//fadM//ybgQ//pflC//pabC//mreB//yhhT//cdd//yiaL//rfaC//pfkB//yhjA//ykgO//yafN//bioP//kdgT//trpS//potH//ilvH//ubiH//gsiB//nimR//agaS//sufC//ddlA//hda//rplO//gdhA//rcnB//mtlA//ybgQ//rsmC//ypdB//yciF//dgcE//yphF//csgA//prfA//kch//rppH//fre//shoB//waaY//glsA//rluB//sufD//amiC//ettA//trmA//csgE//ftnA//tqsA//aceB//surE//soxS//recA//insI-2//yqaE//hcaE//yihR//mepA//yijO//sdhA//queG//glnD//ltaE//yjhP//arnT//entH//ridA//cusF//potH//mlaE//yjiQ//queC//dedD//udp//yedX//cadC//caiF//yidL//yaaJ//fabR//hlyE//ydbK//minD//yaiV//yihR//eptA//tamB//ppiC//topA//degS//ybdR//paaX//pdeD//cdaR//lptA//ygbN//htrE//hybC//bglF//tdcD//melA//ybaM//araG//srlD//frlR//cobB//tcyN//uidA//glvC//selD//pspA//purC//dsdX//rzpD//feoA//rpsN//mepA//ycjQ//eamB//nhaB//paoC//tamA//idi//pgm//melB//xapB//hisI//pflC//tsaD//ugpB//glpT//fruB//gspI//patZ//gluQ//yhbS//tsx//ompT//xerD//yehW//pagP//feoC//iscX//infB//intA//rclC//mtlA//mdaB//glpB//rplP//waaC//arnF//tolA//mliC//gltP//insI3//cspA//ihfA//dgoA//yeiE//ilvE//yiaF//brnQ//nagK//tsaC//yidE//paaZ//rcsA//entS//citX//lysC//ppiA//rplL//hypT//xthA//cueR//ppk//caiB//iscR//tolC//tpiA//fucK//lplA//alaS//ubiB//alsK//mepH//yihQ//lgoT//gstA//fucP//xdhB//pepD//rlpA//gluQ//paaD//idnD//cmk//rhaB//bglA//ykgF//waaO//phoU//flhA//rcnR//malS//ybaT//yhhY//tsf//yajQ//yfcQ//atpG//ycgV//thiC//alr//fimG//rpmE//ydjE//ogrK//leuC//csgA//yacG//yqhC//pspG//ribF//mntR//hicA//ygfI//poxB//yagI//allB//pheS//metF//rplX//hycA//sbp//basR//tatA//ybeY//uspB//cvpA//mscS//barA//yhdX//ribE//zipA//gsiB//yjfP//envR//yfjR//yhdJ//mdlA//dgt//potI//ydiO//acpT//putA//yafE//narG//glyA//aceF//envZ//dcp//fepA//yfaU//ubiE//hrsA//lrhA//rffC//cca//metF//tas//cynT//cueR//ldrB//menE//rcnR//acrZ//narV//cpdB//gcvT//lysC//pspC//lsrC//kdsD//ampG//cpdA//putP//mdfA//treB//nudC//proP//sbcB//alsC//pdxH//yfiR//astC//wcaB//fimI//rapA//cpdB//yraI//galT//fabH//citT//yihW//mnmC//pdxH//allR//rcsA//glyA//yghB//ruvC//topB//cytR//tatC//yijO//nlpA//hemF//osmY//intA//gloC//ybaT//degQ//nrfA//mdtE//ariR//nuoB//kdgR//lptA//mscM//mrcA//mdh//mutT//ilvL//recX//yhbY//glcA//yhbX//sixA//
GO_0043438_6	gadA//
GO_0043442_6	tag//
GO_0043455_5	bglX//solA//tusC//ibsD//
GO_0043456_6	uidR//
GO_0043462_6	azoR//metB//cas3//wzyE//suhB//uhpT//
GO_0043467_6	trpL//mcrB//
GO_0043470_6	lysU//dsbA//ldrD//mlaF//
GO_0043471_6	pepT//rplP//yqaA//
GO_0043484_7	yegV//
GO_0043487_4	prfB//ybdZ//lacY//cynX//xapR//pgm//
GO_0043488_5	udp//bglX//yahB//ggt//csgG//
GO_0043489_5	ybaT//
GO_0043543_7	yqeA//yidR//gpt//ldrA//argB//zapC//ygeA//rplN//yjjG//gudX//nrdA//frvA//grpE//
GO_0043545_5	rplX//nadB//galP//pspA//lsrB//umpG//gpmA//ybiI//yadK//aaeR//yiaO//
GO_0043547_7	yiaA//mntP//xapA//
GO_0043549_6	yodD//yefM//
GO_0043555_5	hcaD//bamE//
GO_0043562_6	ybiH//bamA//
GO_0043570_6	yraK//uraA//hycB//
GO_0043571_7	yfgO//narG//selB//
GO_0043603_5	dkgA//rnc//ptsH//yebZ//evgS//bioD//insI4//trpE//xylH//ppx//ivy//ddpX//rlmN//fliA//fdoG//narQ//fabZ//ybaO//fdx//ydjM//wecA//ybbN//csrD//cnu//plsX//uof//ybfA//mtlA//yqcC//yqjA//gapA//frlC//nuoE//psd//glxR//yiaJ//agaB//csiR//glk//elaD//mtn//fliZ//mepH//ispF//sstT//murQ//mtlD//ampH//yihO//cdaR//malQ//ycbV//rlmJ//zinT//rfbB//clpB//dgcF//rplD//ahpC//rclB//yafO//recD//ygeA//cyoE//znuB//garR//yhcD//phoB//msrQ//flgI//epd//yfdC//frwB//hofQ//tusC//ptsI//oppC//lysU//dicB//ymfK//yacG//ybjN//ralR//lpxT//rhaA//hrsA//lon//arsC//ygaH//gsiA//queA//mtgA//nagZ//pdxJ//viaA//obgE//rpmE//waaL//rhaR//rbsC//waaJ//pta//yjjQ//raiA//rayT//yedP//yajD//modB//atoS//ribC//dinQ//yjaA//rppH//glcC//yahD//ybhD//yiaM//kdgR//yihO//sgbH//nemR//fhuB//preA//pliG//gabD//wecB//yiaB//
GO_0043604_6	ygdG//miaB//map//murE//alkB//yggT//nupC//fliM//rpsP//dusC//rutC//yahK//selU//lpxB//rhtB//csrD//nlpA//gabP//infC//rluB//mlaB//sucD//ynhF//nrdA//xthA//flgD//ugpA//ssuA//dsdA//accC//aldA//potD//rluC//sgcA//rluB//ggt//dsbC//speF//pheM//flhC//lldR//frvB//caiT//araB//leuD//wzb//mepS//nemA//xylF//nanC//xerC//lplA//trg//ghxQ//yafN//tehA//ilvB//fepE//narY//nfuA//secY//ykgM//rimO//tusC//fimD//dadA//ydiQ//pheS//yjiR//topAI//ydfG//dkgA//mlaB//fadM//sucD//thiH//yadV//yiaF//argC//hybD//waaJ//ybiO//yfiE//dmlR//yehC//plsX//kbaZ//ftsW//nadA//holC//aroK//rpiR//yjhB//ybdR//frc//caiD//ilvN//lnt//minD//
GO_0043605_6	nth//ldrB//ydeO//uxaA//ydhC//
GO_0043610_4	yegT//
GO_0043624_6	acrB//ybaQ//glmS//yhcH//recE//hycH//ascB//
GO_0043628_9	yciH//phnC//afuC//
GO_0043631_7	ynaE//casD//
GO_0043647_5	ybeQ//lspA//
GO_0043648_7	alsC//stpA//cca//cysU//lolA//glnB//nadD//cyaA//rseC//gloC//codB//waaL//katE//sufA//ulaC//otsB//yphC//serS//ycjQ//tdcF//rpsN//yfgO//deoR//sdiA//cyoD//rhtC//rng//gph//ldcA//artJ//rpsT//mngA//ulaR//alsE//purA//glyS//smrA//yhbX//lolD//arnD//glgX//tolA//mrp//recB//btuF//lacI//atpC//eamB//mhpR//preA//fhuF//ytfQ//leuO//iclR//mltC//acpP//narH//nlpA//uidR//mtnN//ompN//ypdA//acpS//ygiV//cheR//yagJ//ispH//bolA//murA//hybD//ffh//nadC//bacA//nanT//
GO_0043649_7	dhaR//ygaH//epd//argT//uxuB//fepB//ybdZ//gmhB//cobB//dctR//ybiX//
GO_0043650_7	yieE//bioD//ileS//dsdA//hrpA//ybiY//mgsA//dkgB//dinG//rlmC//gltL//carB//thiI//pgaC//pgi//ygcR//prmA//mscL//azoR//gmk//holB//dinD//fbp//rffC//ulaD//ydhK//fadA//
GO_0043686_7	pinE//
GO_0043687_7	ampG//yfiR//nadB//paaB//ygiB//phoU//obgE//
GO_0043708_5	hicA//glsA1//sufE//ortT//ygeA//motA//znuA//sulA//yjiX//yfeX//puuA//yaaY//manY//fabB//hemB//
GO_0043709_6	tap//rfaC//paaA//yceD//flgB//xapR//acnB//ygdG//sgcE//
GO_0043711_5	fhlA//treB//clsB//mngA//sdaB//rnd//gdhA//atpF//rpiA//yebQ//yrdA//yaiP//etp//sgcA//mutM//yagU//ydiR//tyrB//hdeB//casE//otsB//
GO_0043900_4	ttcA//ratA//feoC//glsA1//yegD//frvR//aphA//folD//adeD//yjaA//pinQ//ccmA//lolD//
GO_0043901_5	gsiB//yfjR//mscL//pphA//
GO_0043902_5	ghxP//hisG//
GO_0043933_4	ybgQ//nfo//frlB//hybB//yahO//thrA//hisA//ivbL//osmC//uvrD//xylH//manA//hisQ//murG//xseB//hemH//ivbL//ddlB//dnaC//kdpE//mlc//prkB//ribE//polA//maeA//rffM//sstT//pitA//agaV//argT//purF//prkB//yqaA//frdA//sapD//aroF//pgsA//ydeO//ygeV//gcvH//yhfK//yidA//actP//mdtL//dgkA//ygbI//sdhE//roxA//kdsA//oxc//torI//yqaA//mdtB//tehA//priC//trpR//fabA//yegS//pyrG//ascB//ybcJ//queG//rhaD//arfB//slmA//cedA//aroL//miaA//yfiE//eamB//yqgF//yjgX//crcB//sdaC//stpA//pyrG//hsdM//tynA//kduD//rhtB//slyA//waaP//trpS//nanE//rnhA//ihfA//glnA//ispA//hcaE//rsmH//yghB//norV//gpmA//mmuM//sgcR//allD//gltK//narH//sucD//rclC//
GO_0043952_7	cynT//trg//codB//dgcF//yegD//
GO_0043953_7	argR//hycH//ydjM//rseP//
GO_0044003_5	kdsC//rpnA//yebK//hslU//
GO_0044004_6	ilvN//hemL//dgoA//yaiV//
GO_0044010_5	fadE//intE//nanR//fimA//fadI//glnA//focA//speA//cra//fadR//argG//purR//ydbD//tnaB//ftsW//yiaB//rpmB//lldR//paaX//tehA//mngA//rpoS//rhmD//rimK//setA//yedX//yieK//zapE//hybG//yacG//
GO_0044011_4	argH//murA//pepQ//rutG//rhaR//dhaK//yeiE//uhpT//
GO_0044036_5	folD//ampD//kefC//fimF//ibsB//cutA//rsuA//gudD//lpoB//rhaR//bdm//murC//yciF//nrdI//sdhD//dctA//livJ//bdm//lptA//vsr//speD//ycjU//nrdG//cdgI//ftsA//paaZ//hybB//rpsK//gudP//yciA//yhiM//yfaU//bssR//fhuF//fabH//rseC//yhfK//aldA//sbmA//gsiA//chaA//nfsB//xseA//sdhD//gcvR//lysC//yqjA//
GO_0044038_6	yahF//ydiB//ydiB//accB//gltB//fliT//yaiW//sixA//treA//btuR//asnC//tynA//yqaE//lacY//phoP//ubiJ//sdhA//recR//ugpC//treF//yfaE//ubiJ//garL//phnP//decR//paaG//murI//araH//fliD//rhtC//murB//cbrC//proW//blr//murQ//prpB//nadD//mmuP//rpiB//rhtC//pdxA//tsaD//mnmG//
GO_0044042_6	ypdC//yggP//aspS//lolB//ybiI//xisE//cysD//ytfP//ubiB//galS//mdoG//yafN//mdtI//hpf//gmk//yqaB//entC//mngA//selB//gcd//sufA//
GO_0044070_7	agaD//ybaM//pcnB//pntB//
GO_0044085_3	ynbB//yfcA//rsfS//malQ//opgE//chbG//dsbB//livK//cheA//murC//gor//garD//mltF//mdtB//fetA//asd//intS//fre//cmoM//
GO_0044087_4	yfgI//yjiX//ruvA//waaZ//clpP//yajD//hinT//thrA//tsx//folE//uacT//yohD//sdhC//eutN//araA//yebQ//idnK//yjhI//dmlA//acs//elaB//topAI//chbR//sufD//purN//ygbN//ldtA//araE//treB//thiG//elbB//hybG//rpsL//yheT//
GO_0044089_5	glnB//ilvH//yhjV//rstB//hisD//cysW//glxK//yjtD//rfaB//speB//yidQ//hofM//gadX//
GO_0044092_4	ydiR//chaC//pepB//cueR//galF//lptE//mgsA//nrdD//fdnI//rppH//dosP//alkA//glnQ//hupB//glnB//ugpC//chbC//garD//ygjK//glpC//dhaM//yjtD//yhbO//ispH//manY//mdfA//rpsN//rlpA//metN//dapD//lsrR//srkA//yhaM//zinT//yidA//ldcC//
GO_0044093_4	sgrT//potA//yhjV//alaC//cnu//mtlA//dapB//betI//yjhG//argP//wecA//ftsN//atoS//apaH//ygiN//rpnA//fdnG//glsA2//cysS//fdrA//yddG//ligA//yjjU//menC//mltA//yggW//lacZ//
GO_0044106_5	galK//hisS//rplR//pflB//clpB//murB//yfcV//dicC//narH//cspG//yqaE//yfcA//wbbK//nepI//cspB//kdgR//cpxR//trmJ//ompW//pgaD//guaA//ydcO//ccmD//pyrG//atpA//dcuR//mhpR//
GO_0044179_5	glpR//
GO_0044208_7	rfaB//
