#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rnt//cysZ//ariR//nrdG//
GO_0044038_6	treC//yafQ//lacI//hcaT//pgaD//gltI//hns//elfC//wzzB//yraK//lasT//leuA//yqcC//lsrC//mscM//yohC//cusC//dmlR//purB//hflX//dpiA//yfeX//pitB//paaG//tdcD//ybdH//map//bamB//ykfM//katG//cysB//accC//entC//betA//lrp//ybcL//alaS//mtr//gudX//argG//rutA//ecpR//aas//
GO_0044042_6	tcyN//groL//yqiJ//glnB//ygeV//chbA//serB//polA//talB//nrdH//ycfS//yeaE//tcdA//gatA//hyfC//cnu//dkgB//bioP//exbD//dsdX//ivbL//
GO_0044070_7	zapD//metN//wecB//mlc//
GO_0044085_3	glsA1//ppiD//lysS//yrbG//ydhK//recE//atoC//ybjI//rbsA//folP//oppD//afuB//yhdZ//tabA//phnH//yecS//era//rimM//araF//
GO_0044087_4	ybcM//queC//ulaA//yqaE//yehX//rpnD//yneL//yidL//ansB//yggT//ppx//idnD//fdoI//adk//lsrB//idnK//frwD//moeB//kdsD//bdcA//bamC//bacA//xapB//sfmA//tisB//nuoH//ykgM//yadG//yijE//waaB//atpD//trxC//ndh//mtgA//
GO_0044089_5	guaD//glpG//yieK//phnL//mdtQ//fdx//puuP//livJ//kdgR//groS//gcd//pphA//pnuC//
GO_0044092_4	priB//hisC//ycfS//frmB//yceD//ttdT//pntA//asnA//ftsH//ugpC//fumB//ssb//ghoS//ppk//yddM//trpA//yciA//polB//ypdA//pheP//sufD//glgS//skp//cysC//aroE//lepB//hyfC//phoE//rihB//glpD//rplR//dsdA//panF//clpX//wza//sseA//
GO_0044093_4	mltD//hypD//tdh//flgI//torR//gshA//sgbH//napC//mppA//mdtF//ykgA//ndh//citG//recB//chbF//pgpA//guaD//mhpA//gyrB//yddG//cadB//dtpC//mocA//hypA//livJ//uidR//norW//
GO_0044106_5	gldA//fdnG//ptsN//ymgA//queF//secD//gltI//cfa//mutY//sufA//ruvA//gsiB//rplR//phoR//eutB//eutK//polA//abgR//fliA//cspA//ibsE//ydcM//gshB//mntH//hisB//tolQ//ydfG//
GO_0044179_5	holA//
GO_0044208_7	ybgQ//
GO_0044237_3	pdxK//yphC//hyfF//glvB//glxR//rpoE//adiY//gadB//prmB//yegT//cpoB//gabT//ccmC//yidH//nusA//nadD//mdtP//rpoE//hycA//uxuB//xanP//flgH//yagF//phnO//smpB//ybdZ//ybdG//yidC//sugE//serS//yejE//nrdA//ytfP//dtd//ccmF//sucB//oppC//pnp//fimG//yhdH//yhhZ//uhpT//menF//ribF//lacY//exuR//tyrR//ybjC//xseB//murD//ydfG//hofP//yicJ//caiB//nirD//glgC//cvpA//ybcC//panZ//feaB//yihO//menI//yhjV//tatB//plsC//ybiO//dkgA//csgF//dut//zapD//rpmF//kdpE//katE//hyi//yjfF//rimM//dtpC//rimP//wecE//lgt//rfbC//yfbU//fadR//mlc//livF//yahN//uacT//ulaA//nrdG//pdxJ//aspC//malI//accD//ndk//galR//xanQ//gcvR//frwC//paaD//shiA//moeA//leuD//yciV//ynfL//yqaE//yhhZ//acpT//bfr//hyfF//sfmH//spoT//srlR//ubiH//cysD//afuC//hemH//yehZ//putP//yeiG//ygiB//tig//pheS//bacA//dhaK//srlR//yqaA//yiiD//mak//ydcI//mepM//guaC//yegT//sgbE//wcaB//cadC//rarD//hemE//iaaA//yidZ//prs//mrcA//rimO//yedP//bamD//dppF//torI//glcC//ruvC//cheW//surE//dmsA//cycA//kgtP//tdk//yidL//glnS//glsB//murD//znuB//ynfL//amiD//ubiJ//dld//atpF//nikD//ybhG//ygeW//yfaX//potB//baeR//ftsP//yieH//entH//glpB//moeA//gnsB//baeR//tyrA//rhaM//ruvB//fieF//opgG//ybiX//gltD//dkgA//cspB//ccmE//ccmE//potC//yjbB//proX//yeeY//skp//yagF//livF//folE//cydB//ybbY//yedP//murD//pdeF//yqjH//pfkA//bglH//pbpG//yidK//mutH//serS//nsrR//uhpA//yabI//sbp//sgcX//frvR//cdgI//nanC//waaL//nei//proW//ogrK//rpsQ//ampE//rpiA//yfdR//ytfE//ptsH//cca//iraM//hofO//kdpF//ghoT//potF//cpsB//csgB//yjjX//elfD//ubiG//csgF//yebQ//ybhA//nadE//torD//hslJ//yhaM//wzyE//sdhA//elfD//helD//tolR//phoP//cpsG//dapD//rluF//ypdB//yegV//nuoG//yobA//insI1//curA//ptsG//hcaC//hemE//rapA//argK//yfbR//nrdD//yihI//kduI//yjjB//hofP//yidP//asnA//fmt//adiC//rpsL//dgcM//argH//nlpA//smpB//yjjV//hdfR//topB//yfcP//hha//eptC//rnd//ybiT//xylG//yghB//panE//nagK//elaB//srkA//fixC//lyxK//cpsG//clpA//infC//yiiD//uxaB//yhhY//phnN//paaC//yjbE//ycaO//ybhF//hyaD//mepM//fimA//kdpA//waaZ//tap//yeeJ//nupC//ygiB//fabH//mrp//nanK//mutM//intA//tolC//ibsC//fau//araD//rfaF//exuT//hypB//lysU//sdaB//dinB//sutR//yadI//lgoT//yihS//tsr//sbmA//tdcB//ydeO//tsaB//thiC//tyrB//hyfF//gadE//dmlR//fklB//phnN//cspB//yfgI//fimG//ilvB//parE//fumB//ppiD//yrbG//aroD//yaaY//lgt//cadA//rlmC//frlC//aceK//eptC//hlyE//lpcA//codB//alkA//xisR//leuB//rhaA//recN//garK//ribF//uspF//fadH//yfdO//alsA//yajL//thiG//tdcA//cof//recE//ybiV//uup//nanA//bacA//alpA//recO//mhpB//kdsC//gcvT//rhaM//yqiJ//galT//rlmN//yiaU//ydhQ//rpnC//appA//pykF//carB//ycjQ//trpE//dgoD//gcl//insH-5//narG//casB//rraA//xisE//rfbX//adeP//gcd//ldtE//yjiR//murI//acrB//moaD//uvrC//cysM//xseA//pspF//dcuR//lacZ//yjiX//atpG//alkB//waaF//ccmF//glnE//dmsB//uof//yjcE//apt//yafS//queG//cas3//rplB//tolA//elfD//gnsB//essD//malI//nlpE//puuP//dnaB//ttdT//caiD//aroL//rstB//lptG//dusB//hybD//dinI//ycdX//queA//lpxB//lolB//recA//rpsI//glsA//ilvH//atoS//marR//dkgA//ecpR//ybjI//narW//relA//hsdR//phnK//mltF//acnB//sgrT//sspB//dedD//wecC//tdcB//gpsA//ycbV//nagK//rclB//rssA//zitB//pgpA//dgcQ//dnaT//yddG//dgcN//pheM//flgC//rsmJ//tisB//alsA//cydC//abpA//luxS//yqiJ//ftsZ//efp//dacA//arsR//torR//ybdN//mdaB//hdeD//rpiR//tabA//gspF//queF//ais//thrB//fliG//yidH//torD//sdhE//aroE//pspG//emrE//lapB//yihR//exbB//yqaB//ibsE//potG//leuB//ygfA//yeaD//cfa//torI//ytfT//argF//pgm//dhaM//nanR//tomB//hemF//polB//sufC//csgD//xylF//yqcC//agaB//yihX//dgcF//hsdR//yhhZ//pheP//rluF//speG//paaG//araH//chbB//mdtG//rplJ//nuoH//cusA//aqpZ//trpD//ihfA//astB//yqgB//polB//trg//mltG//ykgO//znuC//napF//yiaB//yeaD//ypjD//hemF//yfcF//eptC//srlA//yafC//flgI//fecA//glyA//metB//rfaB//ffh//hisQ//cpdB//gatA//nagB//ycdY//yebQ//lldR//pdxJ//argO//secM//ftsL//yqaB//araH//dtpB//sbmA//lamB//rimO//frdB//seqA//secA//metF//fixA//wzyE//rplK//yafO//galR//rsmA//arnE//ugd//ybcC//qorA//dacC//araC//tolR//acpH//rlmB//potE//dgoK//pliG//ybcM//dcm//malX//yjhI//ydjE//secD//ycjW//lipA//yagE//frc//gcvT//nuoM//ribC//trpR//betI//yhgH//lspA//rfaC//mepA//yccA//gppA//pabB//lsrG//xdhB//rhaT//ubiE//nfo//cusS//ampE//frvB//gpr//cusA//bluF//motA//prmA//acpH//abpB//ydeP//rna//ptrA//ligB//idnO//rpiB//ruvB//rpsD//hchA//rpmG//exbB//ftsX//pdeK//thiP//rcdA//fixB//ydcT//mdtJ//mppA//tgt//yajR//gudX//thiG//kbp//menB//cytR//ycjU//ydjK//nuoH//adiC//waaF//ggt//yhdX//yqhD//pykA//rhaD//codB//yqhD//potD//minC//diaA//yhaM//yfbS//potF//fliD//fliK//appA//cutA//sodB//rclC//fabH//dicC//pyrL//lptC//yadM//rpsT//djlC//glxR//wecA//yahN//gldA//narU//araA//atpH//citT//rfbB//yagG//vsr//garD//nei//cdaR//rcnR//dcm//malQ//etp//fruK//ulaC//hokB//ydjL//iscX//araC//yihW//bglJ//mdtM//gcvT//yfbU//torD//ybhA//ydfK//rhaS//yiaJ//ybgI//pgsA//rpsI//eamA//sbcB//yddA//nupG//rplM//bhsA//edd//yobF//arfB//rsmC//fimC//lsrK//ygcO//yddL//glcF//mglA//ydcP//narX//yggP//sgrT//yaaJ//tdcA//allC//dnaN//yfcA//frmR//yafS//elyC//yacG//znuA//potB//ydjK//frvB//btuC//yfgI//ratA//yjgX//ftp//thiH//ivy//ftsP//ydeT//yjiQ//ogt//accB//guaB//ftsN//yodD//glgC//galM//greB//lolD//ftnA//yqiJ//yidK//kup//rodZ//waaU//eptA//fruB//pfkB//dcm//rplD//yibH//yqjH//entC//rnt//greA//dsdX//adiA//abpA//yohD//nuoM//bsmA//moaA//cptB//cadB//frmR//caiD//btuE//yeaV//recO//manZ//hemD//envC//hemN//csdE//purF//flgG//fliG//ldrB//yjeH//narK//intZ//uof//ycbB//yqiG//oppC//glcB//yhaV//iraM//lepA//kbaY//yiaM//yiaJ//mnmG//fcl//rsmC//iaaA//yfeR//rpmH//mgrB//ybjX//hycI//ttdA//pyrH//tolC//infB//manA//yadK//guaA//creC//mltD//ebgR//argT//rclB//atoS//dadA//glnQ//wecB//macB//yhaM//zupT//ibpA//ycjD//mraZ//nanT//gadC//ydcM//ilvE//uspF//eptC//lpxC//ycbB//rpsG//ileS//nrdR//aceA//mutS//artI//ampE//xanQ//ybdH//tusE//bluR//dhaR//deoC//ushA//rfbC//rseP//eutD//nusG//psuG//yehU//rarA//gpmA//hcaF//envZ//yeaG//rluF//rsmA//accD//rfaF//tesB//rmuC//cysW//ahpC//dps//cpxA//galU//yiaB//pdeR//thrC//argK//psd//dppD//cbrC//rfaH//sad//pstB//nupG//ispH//eutN//yidR//nrdI//yeiL//ynaI//mdtQ//hiuH//ftsI//yhfS//cadB//trg//rclB//secE//yadC//ttcA//umuD//relB//tyrR//uhpA//rffM//tatB//ghoS//cydB//csdE//lacZ//truA//arsC//dmsC//tufA//yggT//moaA//araD//glnD//apaH//hflC//gatY//yihP//yfdO//bioC//tamA//bioD//recC//cysH//fepG//rhaM//zapD//thrA//yeiG//ssb//kdpB//ybiW//rimO//ftsL//ffh//lolE//accD//dkgA//holA//fucP//rpe//fimA//rhtC//ilvB//rpsA//fcl//fecD//ompN//eco//clpX//uhpA//bglJ//yjjV//rlmG//dnaB//sbp//dtpA//ydcP//yjiY//citX//evgA//glpC//yjcS//sohB//yggD//ybiI//yiaM//rplD//ydaV//torZ//hflD//paaX//ccmA//uvrD//adeD//galK//eutD//cmoA//mog//fumA//yqaE//rhaB//ccmE//mhpT//hybE//rpsJ//lpoA//yebQ//frwB//flhE//kgtP//cecR//gltS//ascF//yfaV//creB//fau//gloC//hycA//ykgF//trmB//gpr//fimA//eutN//ybiI//setA//ygiW//yobF//mdtK//ybaT//lrhA//gadE//trpA//epmB//setA//xylB//mntS//rpsL//guaA//hisQ//priA//rpoD//selU//cpsB//frwD//paaG//trmO//yfcA//bioP//malS//creB//fucO//ydfD//mug//selB//gnsB//rpsL//prpB//ridA//efeO//yfiR//mnaT//rsmI//hiuH//nirC//argR//yneE//ygfA//yghG//uof//xylE//dgt//trmO//mepA//trmA//deoR//ycjY//dgcE//nadB//trg//nanC//cheY//rihB//cydA//rpe//ybdR//hflK//amyA//barA//chbG//elfC//mpaA//glpG//dcm//yjbE//fimF//nupX//mdoG//dmsA//rpsE//tsaD//gmk//rbsR//rof//moaE//torA//rluD//fadE//tdcC//emrK//mdtK//ppk//ygfX//priA//yggF//tabA//arsC//ydfD//phnC//ybgP//gadW//eco//rodZ//insB-4//aaeA//agaD//recJ//ytfR//nagE//nanA//pgpB//purC//dsbA//ydjE//hisC//dgcZ//bssS//rseB//mscS//fdx//pdeF//tolC//ydiK//rplR//lamB//yjtD//yigL//sfmA//rlmL//tus//yieE//phoA//nadB//nrdI//nhaB//gadE//xylF//yraK//rffM//thiD//feoA//ivy//ygiN//ldrA//leuA//mntR//yahB//galU//yahB//glmS//proS//creB//kilR//sapB//rpsM//glxR//paaG//eptC//mltD//yfdS//feoB//otsA//paaZ//yadK//ilvC//tatC//frlA//ydcS//spy//yqaB//birA//ghoT//ydiK//uxuR//proW//fdnI//yihW//xylA//rpiR//yehA//moeA//rpsR//hycA//argG//rpsM//nrfD//tehB//ompA//mdh//bfr//lolC//blr//polA//uxaB//yggX//aroL//smpB//glpD//fabZ//frdA//glsA1//glsB//hcaR//soxS//yjhH//hscB//yjiY//argH//lpxD//sucD//kdsC//yneE//ttdR//rnpA//pphA//bglB//frlC//malG//perR//ybbY//xylG//ibsA//dcd//yraJ//yidA//hcaF//wcaJ//arfB//dgcZ//betB//mioC//ibsC//mutT//waaL//lpxM//cvrA//lpxL//deoR//yohC//rutF//nimR//pnuC//tusD//ompF//xylH//ulaA//exuT//paaH//mlc//aceF//galF//atpA//rzpD//yfdC//rfaG//tatD//rraB//mgsA//bglH//mdtO//gpp//yabI//glpD//prpR//yhhT//insE-1//slyA//yegD//tolC//gsiB//lexA//slmA//ugpC//glgC//bglX//yfdC//elaB//avtA//ybaK//kduD//uidR//fetA//sdaA//hprS//yhdW//bssS//agaC//agp//amiA//malZ//tisB//xthA//dcp//yeiG//csgG//zapD//paaX//dnaX//ybaQ//atpH//nuoN//ydfG//lpoA//cusR//arfA//yfdS//rrrD//ribF//dapA//torI//glcD//cmoB//dcyD//pal//ccmG//poxB//holC//yehD//rraB//nusA//argD//chpS//hyfR//kilR//guaA//purR//ghxP//truD//mnmG//mnmE//mazF//ybaL//menA//rbsR//gapC//priB//livJ//dbpA//ibaG//lgoD//rbsR//mtfA//ibsA//lsrK//leuB//pgaD//plsC//pdxK//yieH//kbp//yeaG//galE//bluR//secE//ydiK//ydhK//htpX//radA//eamA//hemB//secD//panC//cpsG//tehB//mocA//puuD//gshB//yihL//yfiC//ilvA//ecpR//ydjM//uxaB//frwD//sbp//fimZ//ileS//ulaA//higA//yadC//purL//eutR//hfq//cas2//ybeY//mlaF//cysZ//yqaE//moaC//cysN//yjhH//fliZ//flgI//msrC//dppC//fadH//yghW//cpsB//kduD//xerD//trpGD//mdtN//oppF//dauA//matP//dcuB//fabA//ccmG//gspF//speF//galU//nudC//malP//fadL//sppA//gltL//dusC//hycB//decR//seqA//hyfR//ybbY//ynfK//mlc//torD//udp//mscK//yiaU//treF//gph//xisR//malF//fepB//ycjQ//lsrA//ymgF//artP//sgrT//dcuR//mnmG//ynjA//rplM//dxs//mdtC//amtB//elaD//ettA//hcaT//ubiD//phoA//yehY//frdB//dgcE//glnA//rpsR//adiY//glnH//ynfF//ybdZ//proP//panZ//ydfH//yraK//paaK//msrP//yiaF//yehU//udp//fdoI//fumA//cysI//glpG//amiA//gpr//apaH//tatD//idi//rsmC//pth//tpiA//dsbA//pagP//cvpA//yahN//ykgM//aqpZ//napD//gloC//add//bamE//lit//rpsN//ygeW//pgk//xdhB//rep//mntH//menI//yeeA//dcuB//rsmA//ydeI//der//tpx//ybfA//tauC//yfcA//clpA//ypdA//yhhY//pdeF//iraD//mltG//yqiH//rpoD//mltB//agaS//hycI//lolC//yciE//ldtC//cdaR//sdhD//glvC//allC//ldtB//hemB//hda//minC//crl//yraK//ydaC//narZ//hybG//ugpC//proP//nlpD//yafO//nfo//era//lipA//waaA//acpS//lhr//mltB//yhjA//gstA//glsB//ulaB//menI//speA//
GO_0044238_3	xapA//ygbN//deoR//adiC//napD//yfdC//appB//der//citX//mlaF//fepB//murQ//yhfK//fryA//hybO//hybB//mprA//lpd//tpx//rplJ//torY//cyoA//ycbB//kdpA//rfbX//ypdB//rclB//gutQ//ydiR//rplI//acrR//ratA//phnN//yahO//pgaA//ynjA//cyaA//sgbU//glsA2//yijO//qseC//rffC//amiD//fabA//gsiC//ppiA//kefB//bioD2//cpsB//bipA//ydbK//dgcT//flhD//menD//hybB//entA//pgaC//trkG//hemD//yggW//sgbE//yibF//hisG//waaH//iaaA//ade//dgkA//malZ//pstC//mltF//tsaE//ynaI//trxA//yafE//trpGD//holD//cspI//rpsQ//bglH//nudG//aaeA//ybiW//rmf//yhaC//ydfK//fryB//cysG//mdtE//tauC//dnaA//mtlA//pnp//arsR//glpT//rnpA//flhA//kgtP//katE//rlmJ//cysW//fhlA//entC//lepA//nuoG//dcuR//gudX//malE//yfaE//slt//secB//yjcE//nfi//corA//ratA//lsrA//pphB//hycI//frdB//tdcE//gmd//ygbM//lapA//etp//rbsA//mglA//pgaA//mdtM//citE//ndk//hicA//prpC//trxA//yciF//glgX//yojI//queF//ybiO//gcl//mglB//lipA//intE//ansA//yohD//yjcO//yneJ//wbbK//abgR//chbG//cspB//accC//yadC//uhpA//phnH//nadK//yoaA//yeiL//yfiE//crfC//yicJ//nagA//yebK//norR//hybG//ydfD//spoT//ruvB//rhtC//clpX//recQ//sodB//pntA//leuO//ybdG//insB-4//tsx//efp//fhuB//soxR//hemC//ygdG//leuD//lpp//yigL//paaX//rluC//modC//rhtC//hofP//cdsA//trxC//adiY//atpE//nadA//serC//yidH//thiP//glgB//pckA//tar//agaS//mlaE//rfaH//rlmD//agaW//dppB//cutC//gatC//sgbH//rne//galK//csrA//cydA//nfuA//hicA//glyA//ycfJ//paaG//rbbA//sgrT//sgbU//hsdR//pepD//thrB//hofN//yjhG//rfaD//phnN//yedP//zapC//sanA//rsgA//btuB//melB//asnC//fes//mtgA//ompT//sfmD//rfaC//insE-1//wecE//glpT//argR//btuD//plsX//phoQ//ubiJ//asnB//envR//acpS//mepA//fabG//livF//yhdJ//fbaA//pgpB//ptsN//tynA//nemA//dcuC//ygaH//flgK//fiu//yiiE//dgt//yfhM//menD//yiiM//rseC//gntU//pheA//cheA//ppx//yddA//rpsK//nagD//betI//alkA//rplB//yddM//epd//frlA//rhtA//nanK//bioD2//dppC//mocA//selA//agaV//glnE//allD//lysC//eutD//ridA//ilvE//dxs//suhB//ypjD//sapF//xapB//xapA//mutM//yqjH//serB//kdsC//treF//ypdB//dsbA//yadN//rcsC//rhaR//cyoB//ybhI//ibsE//arcB//dgcJ//cysK//gutQ//hslV//surE//asnA//ftsH//caiE//fadM//grpE//ftsA//entC//ygeV//tilS//yccX//ebgR//hybO//ftsQ//fruK//sfmA//ydbK//sdaB//yacG//purT//ndh//nagC//malZ//gsiC//pgm//truA//frsA//yehP//kbaY//araE//napC//zwf//ybaL//mobA//rlmL//yphF//cho//sthA//hinT//lpoB//aroD//entS//ttcA//znuB//yjcO//cra//elyC//secF//setA//fimA//hdeB//tpx//ygeW//glsA2//maa//hrsA//dgoR//soxS//wzyE//sapB//yfcG//pepB//fpr//menI//folM//stpA//eamA//gcd//nanT//sgrR//ynhG//ybaT//cra//xylH//rclB//lipA//kup//ilvI//polB//rplR//ydjM//potD//yqaB//ahr//hdeD//fecC//mhpB//fabD//rplQ//ydfH//glgS//rhaT//moeA//allB//ade//rhlE//gph//mioC//dgcZ//aidB//proB//fadJ//mazF//rplB//ftnB//umpG//miaA//yciH//yjiY//hipA//arcC//mfd//yhcF//nupX//dmsC//menF//ibpB//accC//araE//mltG//rspB//rclB//uvrB//rpmG//creB//rfaB//pyrC//yidD//bioP//pldB//frsA//pntB//yqgF//ilvB//nagZ//pldB//btuB//sufB//uhpC//gspF//sbcD//ilvA//yifB//livH//cysB//fepG//pheA//yhaJ//ispA//ispU//rplM//adiY//sdaB//yghG//rutA//lgoD//treR//cspI//pflB//def//hupA//rpsE//ypjD//ftsK//ydeT//pphB//rclA//clcA//pyrB//eutB//cpdA//ybiT//ugd//mltB//umpG//casA//cspC//bepA//dpiA//agaB//garD//yahN//era//nupG//tsaB//msrB//csgG//csgF//yciT//patD//ygbM//hycB//rpiA//entS//hypF//fhuC//yfiE//tesB//holE//yfbS//treF//cynT//rplO//panZ//znuC//nadB//dinQ//yjjI//pstC//murD//mutY//atpC//ppk//phr//ansB//fliG//sfmD//cmk//dppF//yhdX//ybfE//yiaB//yddM//moaD//frlA//tonB//dmsA//rdgC//dcuA//hiuH//gshB//lgt//ygiB//yrbG//fiu//ftnB//tadA//yadM//rng//hisG//kdpA//trxC//frvA//uxuA//rlmL//fabG//pphB//rlmF//hokB//lpxC//atpE//rsmB//pinR//rplF//ybgQ//ampG//ubiI//mdlA//yehZ//znuC//hemL//lptD//chaA//phnK//paaD//yqaE//iaaA//ariR//frdB//ptsP//agaB//tldD//idi//csgB//dgcM//yfdO//alsB//dmlR//pflC//pgpA//ygfA//ydiF//araD//mlc//carB//ogt//azoR//uvrD//yihV//lipB//fsr//obgE//waaF//pcnB//ydcO//appB//cyoD//yfdG//menE//trmL//moeB//sfsA//rpsE//hpt//nei//rne//miaA//ygfI//deoD//aldA//satP//rffG//holA//ddpX//nrdG//glpB//topAI//rsmJ//ytfE//purL//yaiW//acpT//tas//gatD//etk//sbcB//queG//dppA//mdtI//ynjA//ycfL//dtpC//rplI//murP//dcuB//dapA//ymjB//ftsK//sgbE//pabC//sspA//garL//ydjM//hybO//insI1//mhpT//tesB//yadC//yfcQ//narG//nrdH//ptsP//moeB//tcyL//htpX//yccA//ridA//ibsB//csiD//murF//yehZ//tynA//nepI//ampD//recQ//mngR//eptC//potH//rtcR//proA//rplT//galK//waaQ//exoX//tilS//rarA//tamA//cusS//nanT//pgaA//soxR//pcm//cysM//sgcC//hemA//dnaN//eno//idnK//putP//asnB//yieE//ligA//ypdC//azoR//rpnA//zapE//tolC//caiD//yebS//icd//nemA//rfaF//yohC//allS//ygfX//dpiB//tufA//xapB//yjbH//thiE//sgcC//bepA//ampE//tamA//ompF//ihfA//nudG//iaaA//grpE//hflK//borD//nupG//ttdT//rssB//mug//cusC//mlaB//pdeD//yhjC//asd//moeB//ydjL//cirA//wzb//ftnA//ynaE//yjhC//pstB//yhgF//yieK//nagA//emrY//dam//tas//entH//dsdA//nanS//ttcA//ydhJ//glvC//cbl//rbsB//rplB//bamB//yahI//cytR//cdh//rlmN//ddpA//nirD//waaQ//paaE//abgB//prmB//araG//zitB//rnhA//glmM//carA//lpxM//waaJ//aqpZ//ybhP//yidC//ftp//hypT//ftnB//tabA//pnp//ycfJ//yiaA//eamA//nuoM//mdtK//tsaD//mraY//focA//uspF//mzrA//mutT//grcA//wecE//yidH//waaJ//feoC//bcr//rutF//fadK//cadB//zwf//yiiE//prpR//ybdN//rpmC//pepD//sppA//mltF//glcF//dgoD//fliK//tehB//entF//rplI//betI//uhpA//rutF//napC//tdh//envR//yejF//ldrB//wzc//csgE//sdaA//envZ//yhcF//yajD//rhlE//gmd//glsB//recF//potE//moeA//yoaA//ppx//dsdA//ugpA//fecC//bcp//ybbY//rplR//qseB//yggP//yajD//livF//hybG//ycjW//hslO//baeS//mdlA//metN//casE//rhlB//polB//deoB//mdtJ//fabH//galM//ydiZ//holA//plsX//ddlA//yiaM//hldE//nsrR//ortT//plaP//potF//lyxK//psd//ldrA//uxuR//yfcQ//lptE//nrfG//yneJ//dcuR//purU//dgcE//ynbD//fliS//bioD1//narH//uvrB//agaB//narH//rapA//atpB//yecS//yggE//ytfE//cysS//rhmR//pdxJ//yibF//yiaA//mdtD//adiC//yagE//grcA//dppC//yadN//fdhD//ygbL//eutD//waaQ//ligA//hypD//abgT//actP//yadV//tpiA//sanA//yefM//arsR//rpnD//mlc//arnA//yieF//pyrC//dcuA//nrdI//fadB//pheS//norW//ybaM//ybeY//yciV//srlD//rplY//glpG//rplC//yedL//yajL//araE//yehY//ahpC//argS//fetA//aaeA//cusS//fliS//nepI//astB//mipA//ddlA//mhpD//sanA//fdoH//mdoD//ppiA//artJ//nuoB//argF//phoB//insA-2//chbA//lptC//yqiG//yjiA//flgM//ribE//recO//gcvR//nfuA//arsB//pdxK//yohC//paaK//ydiB//nirB//sseA//fic//yccA//mdtF//clpB//fadL//frmR//lysC//fdoI//rhaM//idnD//cyaY//agaD//yhjA//yqaA//recJ//chbR//ydeT//decR//ycjY//yehZ//yfbS//rfaD//prpB//nagA//upp//ybjD//birA//paaE//agp//groS//rfbX//ldrD//ybjG//nikR//yqjA//waaY//entD//cmoB//paaH//waaC//xapB//nanE//rlmL//xylA//dam//hisC//mhpA//hofP//mgtA//murE//glnL//trkG//fklB//araB//hybD//ampD//nhaB//xisE//mdtI//metG//yjbE//nrfC//srlR//frdB//uvrD//appC//oppC//hns//gor//fixC//fetB//allC//borD//uxuA//rpmA//insA-1//evgS//lpd//caiD//xerC//glmU//dadA//fic//fixC//sutR//rmf//add//hsdR//efp//mdtC//ribE//dusB//bioA//yneL//fruA//garD//dsbB//mqsA//fimD//elbB//ydjH//glcE//mtlR//yqjH//galP//ydcP//cydD//ubiJ//yqaA//hcaR//rpmB//ygbL//lptG//rclA//ygeR//baeR//yneJ//hinT//hisF//dsdC//cysN//pgl//ugpB//gyrA//proB//fmt//udp//hslU//comR//cytR//argB//symE//ade//malG//rimL//rplI//fumB//gutM//crcB//rihC//fimH//hflC//yehP//hofN//narX//tauA//def//yegD//yahI//ycdX//dpiB//uhpB//mhpT//ribD//rpsH//lysR//yqjA//fieF//rodZ//feoA//yjcS//sapB//phnH//lptA//ybgQ//rho//etk//flhA//prs//alsC//rodZ//recF//fkpA//insI3//dgcM//ypdA//plsB//hisB//pgi//acrR//rpmH//murJ//dadA//cydA//potD//mocA//adeD//arnA//aslB//cbtA//narK//bioC//recA//rcsC//yhbQ//asnA//nagZ//yhjV//proA//ftsP//ispB//yhhT//bcr//argI//yeeL//fadD//yedA//yhjD//glk//yhhZ//yedF//yqiG//dusC//frlC//torY//prmA//ribC//thrA//plaP//hdeD//ynfH//cmoA//ydiZ//prpB//rclB//bcsQ//basS//ydcP//lsrA//hpf//ybiJ//menF//yoeB//clsC//rhaS//hyaA//idnK//pdxJ//paaH//znuA//rlmH//pdxK//cspB//thiE//tag//yahD//appY//potF//rplO//xylB//trpC//mutS//pheA//yrfG//tauC//sufC//argC//ycdX//ppsR//intS//rhaS//gatC//secB//yraK//murR//hdfR//ibsE//ihfA//nanA//tolC//waaA//sfmH//nagK//cusA//murF//yaiW//yrdA//allS//uvrY//gpmA//elaD//recN//rsmH//solA//sdhA//fliK//metF//yhbY//hybE//rlmB//yqiI//recD//acnA//putP//bioP//ansA//etk//rapZ//dxs//polB//yjcE//ykgO//idnK//nagA//yacG//srmB//dppC//gltK//yihP//dpiB//evgA//gatZ//ybdH//rzoR//gshB//rfaG//minC//icd//sgcB//yehP//lepB//ubiC//recJ//edd//nfuA//allB//upp//thiL//mmuM//ydeE//tisB//pspG//motA//emrK//yebQ//xerC//sfmH//thiD//kup//ygfZ//rsmI//rplJ//
GO_0044242_5	lpxB//pgm//argK//tgt//nirD//pdxY//sgcE//thrB//waaF//modA//sapF//pdxA//nudG//nuoM//yehA//ydcZ//trpA//putA//cas3//ybiH//bsmA//preA//
GO_0044247_6	rsmA//rlmG//mhpT//msrP//yfaU//
