#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	symE//yaiV//mlaB//potI//
GO_0034637_5	murR//chbG//dicA//mntS//cysU//flgG//rzpR//rdgB//hprS//ynbC//ldrB//puuD//tdcE//ascG//folE//acrB//pgpB//ldtE//proB//rluD//ygjK//ynaI//yidD//trkH//rayT//lepB//speD//mipA//nagK//yehP//yhbX//dgcN//lpxD//tatD//rpmA//narP//yqiG//fecC//yjcS//galT//rpoD//yiaL//yeiG//ydcR//ompW//lptA//argH//ydbK//gpp//dadA//
GO_0034641_4	putA//ydeM//menD//puuD//ypdI//allR//ybgP//holB//frlB//gluQ//priB//dcyD//mnmA//ccmD//yhjA//ansA//wcaJ//sgcB//agaI//narV//coaE//diaA//yidP//cysB//pepQ//bcsQ//hypA//gudD//citG//rpmA//yaaA//ydcT//sbcC//epd//iscA//dfp//ugpB//waaF//pdhR//lsrC//aroF//zur//yidC//dedD//entF//rseP//alkA//ybgI//gmhB//ynfF//cra//crp//yiaL//deoD//rcsB//narI//wecB//ydcZ//cadA//hslU//nirD//yggT//hycI//yfdG//ybiW//ygbI//rzoR//flhC//topA//mlc//ybdZ//yegD//pgaD//narW//ogt//ftsP//ybiS//atoB//mnmG//ynfL//pykA//dcuS//cmoA//fdnI//folA//yddL//yidK//artM//kdgK//yhbY//lptB//deoB//argD//moaC//rplO//norW//dtpB//tdcB//ybhJ//ydiB//cydD//bcsQ//ldtB//priA//aceB//gadB//hybC//lptG//hybB//yjiQ//rutG//yibT//puuP//mhpA//agaI//xylF//potE//marR//gpmA//arsB//trkH//ytfQ//puuD//mliC//yfiC//puuR//xapB//rfaQ//pepT//yhbX//ybaK//flgB//hybD//yqiI//mutH//lsrG//rluB//cusB//sohB//alpA//dppD//rsgA//kgtP//ispH//purD//higA//ddpX//rbbA//pfkB//metQ//nimT//umuC//ydcS//ltaE//ssuD//lsrA//lpxM//gsiC//ytfT//ybaO//ribC//thiI//pdeR//gnd//ubiF//hemA//fabI//yohC//erpA//proV//phnI//abgT//pgaD//nemR//rtcR//mzrA//curA//dapA//rcsD//frmR//nrdG//fdoH//entB//glcE//dapF//malZ//agaB//aroH//lsrR//yebQ//alkA//rfaH//opgH//mdtQ//yafO//queD//thiL//soxS//yfaE//yhcF//hemE//dacC//yjaA//codA//opgH//cspB//gcd//csgD//fecC//yjhG//recC//alaA//prpC//marA//mlaF//lexA//hprS//rpsP//cmtA//yjjQ//menI//selD//glpG//purB//ycfH//ndh//bssR//ygjK//opgD//prmB//yieH//yehB//zapE//ybhJ//alsA//garR//ddpA//tisB//tig//rplL//dtpC//lgt//rhoL//yjaZ//ybhA//rbsB//kdpE//puuC//glgS//abgB//allB//gntP//dgkA//minC//ghoS//aldB//galT//ygiV//mdtM//mmuP//fkpB//ykgM//ptsP//dppA//acrB//nikC//sbcC//yieK//ybjG//deoB//ybhD//yneE//hdeA//hypF//lepA//pbpC//lysP//treA//tsr//tsaB//flgF//nagK//nagE//folP//adk//zapA//mnmG//yghO//nrdB//pepD//mntS//pbpG//xdhB//hisI//dicA//paaH//exoX//ybcL//hofM//gpmA//zapB//smrA//bioH//hrpA//sdiA//yihO//cyaY//dnaN//nagZ//cspA//nupC//oppC//iscU//rfaD//hcaC//napB//eco//hslJ//sgcB//atpD//msrC//folC//gadX//yedX//lplT//cysM//rpsI//hyfA//yqhC//mobA//cspD//treR//yoaA//lysC//puuD//rlmF//allR//yojI//frlB//pdxA//rfbD//prlC//ynjA//rffH//mfd//ssuB//flgK//rpsE//gspE//mnaT//ghxP//yciF//rpnB//mlaC//nfi//ybdG//tsx//ydiP//yhbX//uvrD//ybhI//mdtI//uxaC//treA//yajR//bluF//skp//gcvR//frlR//araB//murE//galE//sfmC//cusC//yqiG//tig//psd//crp//yhjV//xdhB//hexR//msbA//macB//ydiR//dinQ//efp//ykgO//cheY//leuA//hemC//asnS//torR//ugpE//zntR//bluF//yehC//prlF//metQ//eptC//hscA//aroH//cobC//glyS//mrdB//ibsD//pitA//mtlR//cpxR//ghxP//rho//rlmE//pheT//frr//actP//hycA//bioH//lapA//csiR//yraN//rclC//dgoK//yoeB//ssuC//ydgA//kduD//ycjP//cyaA//tsgA//blr//pcm//clpS//ygbM//glcB//amiB//hdeD//bsmA//fadR//ydaV//arnA//srlB//atpC//alaS//yqeG//osmE//hyaC//mltA//mepM//pncB//puuC//rhaR//rluB//ugpC//hisS//tsaE//yiaM//relE//rrrQ//sapD//mioC//mhpR//setA//mdtL//symE//yajQ//gloA//relA//rhtA//ybhI//dnaX//ypdC//rihB//tcyP//hinT//abpB//ftsE//norV//fiu//flgI//eno//yhhZ//dapA//ibsA//hfq//gatC//cmoA//nusG//btuR//rutA//flgK//mutL//yaiW//avtA//rne//yjhI//yehZ//ycaO//yieK//yfiF//hlyE//yraJ//menB//carA//frmB//yfcP//ompT//mhpR//rpnB//srkA//bamA//agaS//ydcP//asnS//yfeD//tsaE//wcaJ//eutN//nth//ptsI//hiuH//yqaA//hisF//bioH//tolA//yhdW//yggN//uraA//intQ//relA//prpB//nadE//queD//rhaA//kdpA//mmuP//yoaA//cysD//ravA//waaP//lacY//rhtA//paaJ//prmA//nuoB//ydcR//cysP//xylR//gluQ//pfkA//exuR//cspE//dauA//treB//rfbX//yahK//uof//nhaB//bipA//cueR//agaI//gloA//hemN//galR//tdcC//yraR//yidR//ygaZ//prc//ybjC//yidZ//speE//mglB//mepA//ybdR//recR//rsmC//dtpA//chpB//asnA//yajQ//ybjL//yedP//manA//ubiB//yaaU//mdtJ//tnaC//yfgJ//insB-4//uxaC//raiA//selB//phnL//insI-2//kefB//fepG//ppx//ppx//yihP//yebK//tktB//metH//rhtA//cydC//rho//psd//cecR//osmC//sapD//ybaE//potF//ybdR//glcB//lysC//adhP//ybjC//adeD//ydhK//eamA//sdiA//sbcD//yjiY//rfaQ//rfaF//pbpG//paaA//mscL//rplR//agaB//baeS//queA//rffH//ydcT//yhhT//tnaC//flgK//mdtE//gspF//rplL//zapD//prpB//hscA//maa//abgB//aroP//lldP//ydcI//cutC//yfcP//puuB//tauD//rluC//gntP//argS//yebS//csdA//abgT//fhlA//yiaA//ydiV//narG//treR//dacA//hisB//gsiB//pnuC//fryB//hfq//metK//fadB//gpmM//tyrA//mgtA//waaP//mzrA//ligA//basR//idnO//asnC//ompW//insI1//soxS//pgk//gstA//ygeA//hdhA//rpsE//ydhJ//mdfA//deoB//ydfD//trmH//ompW//pdxK//yfbR//ftsA//recA//chbA//murA//rpsB//brnQ//trg//puuE//cirA//hcaB//arsR//sspA//arnD//araB//ldtB//gshB//leuE//hypT//ascG//yidZ//rpmG//tdcA//surE//ybiV//orn//rpsG//nrfD//ligB//trxC//kdpD//yedA//mglA//prfA//yciV//srlD//insK//xylF//glxR//cobU//pykF//pntA//aroC//ppx//pntA//etp//atpE//uacT//rhtB//bglX//yhbY//arnD//glgX//tktB//rbfA//yeiG//ibsB//yciE//dnaB//hofM//frmB//hofO//rpoE//mtfA//mntP//cdd//frdD//ydaV//ahpC//hda//yeeA//hybO//nmpC//hfq//htpX//sgcB//puuE//bamB//sad//xseB//secE//trg//rlmB//paaZ//pdxA//yebZ//ulaR//glmU//ybaM//gsiA//yahF//yefM//lolD//yhjD//lptA//intF//cysK//ackA//mdfA//greB//yiaT//hcaR//recR//yfgO//sgcA//chbA//orn//waaU//cmtA//fadD//nuoL//cyoE//oxyR//pgi//lasT//chpB//yfbV//rpsD//yehP//yhcN//pdxB//ispA//
GO_0034644_7	nlpE//deoA//
GO_0034645_5	hemL//nirC//truA//hemE//intS//sufB//paaJ//trpS//agaI//recO//agaB//pepB//yeeA//narP//alaA//ybiX//yahN//rsmH//topA//rluC//agaR//ynfE//tatE//nuoL//speA//gloB//ubiH//hmp//narJ//cas1//smrA//opgB//rhmD//atpA//ompA//artP//dgcE//cbeA//ariR//yagE//glsA//hslU//ydcP//lptE//dapB//glpB//lysA//dgcQ//pepD//ynhF//hmp//oxc//narX//marR//iscS//araC//manY//aroC//srlD//speD//nadB//phr//ybbW//adiY//artJ//rpmJ//pfkA//pyrD//lsrR//lrp//pepN//lsrK//uhpB//leuC//tar//dgoK//srkA//narX//ybhI//yibF//ybiT//yeeJ//fkpA//uraA//rhaA//tolB//tsgA//yqcG//eutN//sgcB//glk//hemB//ssb//hflK//malK//ndh//rplN//gmk//lsrG//citX//lrhA//hinT//lpxK//ybdZ//bglX//yfbS//malQ//nrdE//moaE//waaQ//betB//gadB//apaH//rcsF//ilvI//gltP//srlA//gmd//truC//ygdG//barA//yicJ//mdtJ//ibpB//xthA//guaD//pdxA//casA//argT//clpS//slyA//hscA//rplK//nikR//trpD//eamB//gntR//agaD//rpsJ//trmO//tyrB//entA//tisB//yacG//groS//ymfA//nagD//argF//hipA//mngR//tilS//rpmA//waaB//uacT//lptB//cysH//dadA//ygiV//nsrR//lgt//csrA//rutD//paaZ//prlF//dgoR//ydcO//allD//ydaC//hyfA//nagK//dhaR//dhaM//zraS//ade//macB//mppA//cobU//uvrB//ftsI//lpxT//fliM//glyS//glrK//psuG//avtA//alpA//gadX//phoA//tatB//gadE//ybjI//gutQ//yhdW//mhpD//dcuA//mepS//citE//ompL//ftsK//yjbF//malE//wecA//ruvC//rpiA//casD//mioC//cvrA//trpGD//frlC//yajR//gpt//uspG//zraR//rhmR//bdcR//casD//nfuA//yjiQ//pspA//sgcR//cmoB//argI//mfd//cecR//agaR//ffh//potF//ycbB//hokE//ssuB//dacB//mipA//hyaA//hofM//ydhQ//yfeX//lpp//tolQ//fic//lpxH//galT//adiY//ptsP//argS//gspI//mukB//csdA//kdsD//ydcO//yojI//lpxL//rlpA//yhjV//gcd//rapZ//uspF//rclA//ybdG//ytfT//rho//paaX//torR//yqhD//yiaM//yhjX//tdcC//mlaD//alsA//focA//yidZ//tilS//yihI//yjbF//yfbS//lldP//dsdA//yeeJ//rapA//yaaA//ykfM//menF//yagF//nrfG//yhaO//abgA//yihP//yibH//sfmC//ispG//xseA//hofQ//nhaB//ydjM//nupC//mppA//tolA//lysC//hpf//chaA//uhpC//insI3//ybcC//frmB//yagJ//
GO_0034654_5	pgaC//ibpB//murI//ybfA//rluB//ghrB//nimT//nanC//tldD//ygaZ//panC//casD//ndh//yfgI//cas3//rzpD//xapB//ldtC//nth//cycA//rsmC//argR//queF//flgD//kdpF//recC//rhaT//infC//srlR//recO//ynfK//trmH//hybG//cysC//cpoB//bioD//gmd//rplL//atpG//yjjU//kch//thiL//ycbU//ybaK//torZ//zapD//secG//hcaR//orn//tap//queE//ycjY//queF//opgH//eutA//gpp//zapA//galE//ykfI//nuoM//ybdR//uspF//pagP//yegV//mlaC//trpD//rfbD//dppD//pgaC//mdtB//glpR//sbcB//mgrB//yacG//epmA//alaS//flgJ//fdrA//gltD//pabA//uhpA//yedF//pykA//fadH//hokB//proS//yehW//yiaU//ghxP//hrsA//slyA//yoeB//cadB//cysZ//mglC//wcaB//hemB//mtlD//stpA//fiu//ydiK//glnQ//lpxD//dtd//ahr//ybdN//mgtL//tcyP//sxy//kdpF//accB//rnt//ycgB//yphB//aroG//mdtE//prlC//comR//appY//pepB//speG//alpA//cheR//ais//mglB//ubiI//prkB//nagZ//nemA//hyi//fimC//nrfD//yebG//secY//pdeD//bcp//atpB//yebC//plsX//deoC//umuC//yehT//cysU//fryC//ybbW//glmM//rutB//yfcA//tyrB//sgcB//spoT//pepD//dmsA//lasT//nadE//lapB//mreD//uof//nagZ//dnaE//btuR//yihP//ansA//cusR//thiH//fadK//cyoC//astB//pagP//yahN//ilvC//prmB//idi//yegV//leuC//aidB//intS//acpT//dhaM//mmuM//yieL//pliG//lgt//nudF//fumC//pdeL//bdcR//fabI//hisP//frwB//epmB//cdaR//casC//yfhM//yeeO//dnaT//yhiM//yadV//opgC//xerC//rdgB//pinE//tatE//dgcN//yciG//macA//fucO//yiaF//xisR//potI//ytfP//ypdB//chbB//yqjI//galS//glnP//mglA//kdpE//argF//yjfP//yjjG//emrE//yqaA//lptG//fimF//ydjL//cheR//aroF//intQ//cysK//rplT//recO//galR//radA//proQ//motA//nuoL//astB//emrE//yaiV//glrK//yagJ//sufC//pyrF//yfaL//pdxY//rutB//ypdA//obgE//rplY//frsA//ycaO//waaA//cof//yhiM//yrfG//nupX//kdsB//casE//
GO_0034655_5	rpsL//gltS//rne//hyfA//ybhP//dcuC//lipB//recC//artJ//coaE//sulA//rph//trmA//eutA//tcyL//thiD//mdtL//fabD//topB//gloC//tyrS//slyD//rpsI//atoS//qseC//aroA//zntA//metB//folE//metF//paaG//brnQ//gsiD//sulA//hcaB//ynhF//yojI//ydfH//mdoG//hemB//phnP//elbB//dgoA//msrA//frwD//rpnA//yacG//hisC//yhhY//yfbR//nrdR//wzc//glyS//pspF//ykgM//hscC//lgoD//sbcB//lolD//bolA//yahD//eutD//hxpB//fixA//hyfR//ampH//nsrR//dps//galK//uraA//rhsD//tar//ghxP//
GO_0034656_5	malF//ptsG//gltX//gsiD//hisD//ydgA//parC//argF//rseB//rsfS//ygfX//miaB//fcl//
GO_0034660_7	frwB//glnA//bcsA//ybiJ//ettA//slt//cecR//hofM//rcsB//yfaV//glgA//mnmA//yhhZ//gmk//bioD1//rpsD//ispH//waaS//frr//pdhR//ppsR//lepA//nepI//insK//hyaC//yagF//gpp//citX//elfD//wcaJ//opgC//pepD//dnaA//amtB//hslU//fepA//ygbI//rfaC//pepQ//mdtE//dusB//araF//sohB//abgR//yciF//mltA//pykF//recR//lon//ldrD//yafC//sdaA//fabB//sodA//ampD//codA//hcaF//chbA//cdh//fabB//cydB//yfcA//selA//zapE//mqsA//hflD//yqaE//zntA//pspC//ybhI//rdgC//kdsC//flgC//trmA//dppB//umuD//lepB//rlmD//yfiC//bioB//rof//polA//etk//mlaD//ftsH//malQ//mreC//sgbU//pepA//yadK//hemD//rhtA//trpB//pstB//arnD//dcuA//trmD//elfA//ybiV//hybA//yecS//clcB//tyrS//secB//lipA//ruvB//ftsW//murP//ydbK//ybjD//rpiA//recQ//pdeR//cdaR//hofP//dsbG//focB//aroK//rsuA//hdeA//yghO//rne//
GO_0034661_7	hemG//psd//mdoD//ddlB//
GO_0034755_9	mtgA//yodD//atpF//thrB//
GO_0034762_6	waaS//glcC//tktA//ymgA//amyA//ybiT//torR//murP//
GO_0034763_6	cyoA//apaH//
GO_0034764_6	lpxP//bioP//
GO_0034765_7	pabC//acrA//mscM//mpaA//ypdI//ynjD//slyA//
GO_0034766_7	yhfK//
GO_0034767_7	purA//yidD//
GO_0034775_7	appY//fdnG//yraN//qseB//murB//
GO_0034983_9	mreC//puuE//
GO_0035235_6	yhjG//sspB//ydiO//hupB//
GO_0035303_8	accA//rplN//rpmJ//rzoD//ahpC//
GO_0035304_8	mhpB//
GO_0035306_9	lacI//
GO_0035307_9	yeeL//
GO_0035335_8	argR//insH-5//yoeB//
GO_0035344_8	mtlD//agaR//
GO_0035350_6	mhpC//
GO_0035383_4	ybdM//ebgR//yjiY//sspB//htrE//ftsW//yeaE//lipA//
GO_0035384_5	priC//rlmJ//
GO_0035429_8	cysB//idi//envZ//modC//soxS//rlpA//
GO_0035433_7	ybhF//tolB//
GO_0035434_9	ybgP//qseB//vsr//priB//nth//
GO_0035435_9	ybiI//paaD//puuP//murD//dctR//ilvC//ygjK//yaaJ//rayT//
GO_0035442_7	bssR//gltX//leuO//fecA//fecA//mntH//groL//mraZ//mepA//hlyE//dpiA//
GO_0035443_7	agaW//evgS//panE//nei//djlC//sppA//leuE//sfmC//
GO_0035444_9	minC//hcp//mrcA//gmhB//cydC//dgcF//ycbV//
GO_0035461_6	rpnA//clpS//ompF//glgA//ribE//yqhC//ycaN//glmU//phnG//yghW//
GO_0035510_7	nrdI//xanQ//ftsH//groL//osmE//
GO_0035511_5	yidH//
GO_0035513_5	ghxQ//
GO_0035524_8	ilvB//
GO_0035552_6	secD//
GO_0035553_6	nadC//
GO_0035556_4	thiI//aas//hcaF//dgcN//hisP//trpD//gadA//yajL//rbsK//ygcO//yqgF//ldrD//ycfS//ytfP//hemL//tig//pstB//yidH//tauD//yceO//hyfF//purA//cusA//speD//tsaB//dgcZ//yneL//smpB//gmk//ynbB//oppB//ygbL//yafN//fdhF//sfmF//waaC//gntP//rplT//yehB//tcyJ//dkgA//pabA//rihA//rutG//fbaA//cbeA//
GO_0035600_8	yjjV//
GO_0035601_7	yfgJ//ghxQ//tbpA//
GO_0035672_6	cobC//aroL//fruK//yehC//uspC//fre//pcm//menI//sgcE//argS//pgl//atpA//yheT//avtA//eutA//queE//yqiG//aldB//nuoF//glsB//
GO_0035690_5	mtn//nagZ//satP//rclR//afuB//ybcC//rsmG//malP//nuoM//sstT//mraZ//
GO_0035725_9	dgoK//dgcQ//fimI//degP//idnO//yihW//amiC//
GO_0035784_9	fnr//
GO_0035821_4	hyaD//xapA//mepA//tdcG//sseA//
GO_0035864_6	nirB//
GO_0035873_8	kdpA//kbp//
GO_0035890_5	abpB//rnc//yhaM//preA//
GO_0035891_6	cmoM//ykfI//elfG//chbF//
GO_0035966_4	ycfJ//yafC//yhjD//speC//atoS//ihfA//yggF//
GO_0035967_5	etk//chpB//prlF//caiD//potD//
GO_0035999_5	efp//pgsA//yraI//recB//
GO_0036001_7	prfB//
GO_0036046_8	pdeR//
GO_0036047_9	uidC//
GO_0036048_8	dinB//
GO_0036049_9	elaA//
GO_0036088_6	ttdR//
GO_0036103_6	ygjR//nikB//
GO_0036104_6	puuP//metQ//
GO_0036172_6	asr//
GO_0036211_5	asnS//raiA//mltB//tus//ycdX//bioB//deoA//fur//slyD//holE//sppA//caiT//phnL//pyrB//yhcH//betI//menH//mreC//sodA//malY//deoA//yhdH//dgkA//yfgJ//atpA//qseC//tqsA//mdtL//dcuA//yjeH//ybiW//yceO//rraB//glmS//yoaB//yafO//artI//plsX//frlA//lrp//aceK//hypF//atpE//plsC//yhaV//mltB//sstT//nadE//citE//yfgI//bsmA//yiaL//hypE//mdtC//fimE//tsaC//gatB//hprS//intS//appY//dld//yqhD//metC//ftp//gdhA//gspJ//ftsW//mtlR//tatD//dgoA//gstA//sppA//zntA//cusC//rpsS//ilvD//dgoK//secA//yiiE//tktA//ydbD//glpF//nadA//yfaE//hemA//btuB//cca//fdhD//glxR//rnt//ppsA//yhcF//idnK//rpsH//rpoD//hofM//tig//rpsS//mdoD//ychH//ihfB//yajD//insI3//birA//setC//glvB//pphB//ebgA//fepD//satP//fdnH//higB//clpB//pheT//dnaB//yihU//yjiX//mpaA//moaC//lgoR//dgcF//ynbC//dppC//tyrA//frlB//yddM//arsB//bssR//rfaD//cysP//baeS//mraY//acpH//zitB//fadB//atoC//ydhC//gsiA//cusA//aaeR//trpC//dnaA//
GO_0036214_3	ybjN//
GO_0036265_6	mhpC//dtpB//sgcX//wecB//
GO_0036289_9	trg//carB//
GO_0036293_5	moaD//nagK//hypF//
GO_0036294_6	adiC//ampE//lgoD//
GO_0036388_7	yefM//
GO_0036447_5	pntA//tig//selD//
GO_0036448_6	panE//trpD//yfhH//
GO_0036460_5	thiQ//lpxD//uvrB//cysE//abgT//aer//
GO_0036506_5	yfeD//
GO_0036525_7	pgaC//
GO_0038083_9	ortT//abpB//glnE//fimB//surA//
GO_0039633_6	yijE//aer//fabD//cas3//
GO_0040008_4	osmE//nanE//znuA//ilvL//yhhY//queF//mzrA//hcaR//dsdC//ymdB//
GO_0040012_4	xdhB//cysP//sohB//leuD//tilS//ssuE//yhjG//trmD//nrdA//hypC//ygiW//acpT//ispH//ftsI//
GO_0040013_5	tusB//osmY//bfr//panC//bhsA//nuoF//sfmD//
GO_0040033_9	ilvB//
GO_0042026_4	raiA//cirA//ybjX//pgaD//yafN//menB//gadX//wzzE//yfjV//
GO_0042040_7	phnJ//
GO_0042044_5	phoE//
GO_0042126_5	tyrA//atpH//bamC//mrdA//
GO_0042128_5	scpB//ftsE//
GO_0042133_4	ugpA//yieE//waaA//ynbC//rcsB//decR//spoT//truC//kdgT//mak//glyA//yciH//groL//fadH//ribC//yjjI//
GO_0042135_5	ygdG//symE//umpH//wzyE//csgG//phr//pitB//selU//narK//aaeA//yehD//uxuR//mscL//
GO_0042136_5	araF//menB//
GO_0042150_7	btuD//yfcV//entD//
GO_0042157_5	rpoE//ybaM//mepA//acrE//
GO_0042158_6	pheM//ydjE//ptsI//
GO_0042168_4	ghoS//yihV//pitA//rlmG//nagZ//thyA//cobC//xerC//adeQ//
GO_0042176_6	thiI//mhpR//dppB//ffh//
GO_0042177_7	yhdX//rimM//casC//
GO_0042178_5	dmsC//holD//glvC//gspJ//sodA//citE//rsgA//tqsA//cpxA//thrL//dnaT//rimJ//astC//rsgA//mglA//rplK//garD//yieL//dgoK//
GO_0042180_4	fau//murF//nikR//lsrA//rbsR//folP//pdeK//znuA//scpC//fdhF//yifB//ttdT//maa//yahD//gltL//ynhF//corA//otsB//cobU//glgP//znuC//trmB//adk//ydeE//alpA//gstB//potE//nfuA//cyaA//glpF//rsmB//speF//lhr//acrD//rfbB//wzyE//amyA//treB//glcF//kdgR//umuD//ybdG//xisE//flgJ//yneJ//ribE//znuB//aroA//ybaL//mtnN//ppiA//guaA//hcaF//hyfC//thiH//ycjY//tabA//agaS//glnQ//
GO_0042181_5	tdcG//yggW//bcsA//cysZ//rep//fucO//cyaY//creB//ascB//insH-5//rpe//ibsA//lipA//paaK//nupG//aceK//xseB//chaA//ybaK//rutE//mraY//insI1//fdnI//gatC//
GO_0042182_5	panE//uspB//flgJ//rlmE//frwD//helD//ycgV//dctR//ompA//fimG//idi//rne//tqsA//rfe//hemN//purB//lapB//yieH//thiM//tcyP//ydhK//gppA//potI//rcnA//yajR//alpA//speA//ribA//msrC//
GO_0042219_6	mhpR//yahK//gloB//dgkA//lepB//
GO_0042221_3	priC//yhhT//guaC//mnaT//yciK//preA//dicB//cbeA//rplW//pntB//pdhR//ibpB//yjcO//yhaM//garP//cvpA//proV//dtpB//prfA//aspA//kdpD//moeA//yddG//malP//hyaD//rpnD//tatB//bcsQ//ubiB//elfC//oxyR//proB//polA//panZ//yijO//yoaB//ltaE//mlaF//plaP//xanP//ppc//frwD//glcD//narY//dsbD//glsB//corA//yeeJ//hokB//kdpA//glpF//zapB//uacT//rne//sgrR//rplT//fruB//ycaO//ycgR//nrdG//rsmJ//hisP//yggT//hrpA//acnB//glrR//lrhA//kgtP//htpG//envR//lysA//pta//stpA//pspA//deoC//rna//hybB//aroC//yobA//mglB//mngR//bioC//intQ//yhfS//yjbB//wecA//yejF//dgoD//cbpM//hypC//arnB//sstT//lapB//araA//hprS//yajL//araE//kdpE//hexR//bhsA//qorA//gapC//kdgT//lexA//degP//nfuA//ortT//fdoH//lipB//gloA//trxC//ynhG//yecS//clcA//alsE//glnK//rpmB//ivy//yhjR//nrfA//yraH//trmH//yaiP//araB//adiY//yebZ//dcm//cpoB//mdoD//glpD//mrcB//pheS//yidD//mtnN//mzrA//hicB//metN//yfaX//motA//acrR//mdtO//hdeA//dnaK//ytfT//yhdJ//idnK//rnpA//argC//mqsA//rplN//mhpD//rnhA//cysG//rfaB//lplT//ftnA//mglA//ompG//flgM//blc//ynfK//gapA//waaS//yjhH//aroF//hcaE//ppiD//ptsG//ebgA//ghxP//yobA//hha//btuD//ccmE//hpt//yhdJ//malP//zur//etk//ftsQ//tolB//nanR//hemE//yneE//rpnA//xylF//rtcR//thrC//dgcQ//cspD//metI//tolC//ygeX//pdxK//sgrT//speE//mpaA//arnD//tktA//ycgR//yhjC//csiR//ftsI//rpmC//nuoH//ulaR//lysU//frc//trkG//rnlB//pepB//ligB//purC//pphB//rcsB//tauC//yhbY//yiiD//qseC//ldrD//lacZ//cas3//sseA//flgE//envY//rplA//rcnB//frsA//pyrL//xisE//rutR//bioP//yedP//nmpC//dppB//
GO_0042245_7	fhuF//wzyE//ebgR//
GO_0042254_5	pepA//moaE//gcl//dacD//livK//fhlA//rclR//
GO_0042255_6	rhaS//napA//
GO_0042274_5	holD//aer//rihB//ydhJ//
GO_0042278_6	rfbX//fliL//eamA//metK//accC//kch//slyA//ypdI//yieE//fkpB//yihR//mnmA//thrA//yaiV//purT//rlmN//yaaA//puuR//
GO_0042304_7	rlmC//uspF//ampG//
GO_0042325_8	yagU//yieL//
GO_0042327_9	envY//
GO_0042330_3	sxy//argD//hyfF//yoeE//mlaF//uspC//dgkA//gsiB//tufA//fhuF//murD//ldrD//hscB//yidE//comR//arnT//
GO_0042350_6	garK//
GO_0042351_7	yecS//
GO_0042354_7	yedL//trmA//dhaM//rimL//yihV//lysR//
GO_0042355_8	flhC//exuT//cysK//yabI//ldrB//gyrB//
GO_0042357_5	sad//lptG//
GO_0042362_6	yggN//
GO_0042364_6	focA//mdtM//alpA//rclB//yedA//aroD//hfq//ydcS//rzoR//ybhS//rsmE//dnaT//pstA//astC//tsaB//gmd//ygeA//hybE//yjeH//gudP//lit//rluC//phr//ampD//ulaA//fliK//lepA//ybiI//sucC//hrsA//ptsP//uvrC//adiA//nusG//ybaT//aphA//rplM//proC//relB//ynbB//ygeV//ydhC//lpcA//yidD//trpE//hipB//aslB//hisH//torD//yfeO//caiB//yahO//malZ//hemN//nagK//ybhG//
GO_0042365_6	kdpE//yfgI//yihQ//moaD//
GO_0042371_7	sbcB//
GO_0042373_6	yidE//
GO_0042398_6	lptG//tpx//ykgM//aer//phnN//fryB//lpxP//ydeP//atpA//emrD//eamB//treC//ygbN//rarD//atpG//hexR//apaH//proB//csdA//hcaE//
GO_0042401_7	nlpD//nei//opgD//chbB//cheZ//rpnC//gstA//clpP//flhE//nadA//dcuD//sufC//barA//rplR//
GO_0042402_7	phoU//ybiV//rhaR//abgB//dinG//feaB//ompC//ftsK//edd//blr//fimC//rseC//epmA//
GO_0042413_6	abgA//rpoH//insA-1//groL//
GO_0042430_5	hybB//ybjC//bamC//hcaC//nuoF//dhaR//rcsA//mdoG//rtcR//yihR//
GO_0042435_6	elfA//rpiB//tatD//chbR//cytR//trpL//yiaM//iap//oppD//
GO_0042436_6	rpsI//
GO_0042439_5	scpC//
GO_0042440_3	hflC//sdhA//gpsA//fecB//lolC//xthA//asnB//ilvL//paaE//malX//phnJ//tcyN//citG//ycbV//
GO_0042443_5	cspC//tdcC//
GO_0042445_3	wzzB//iscX//flhC//envR//fruB//hpf//fimE//purC//dppB//allD//yfcG//yahO//cadC//intF//
GO_0042446_4	sbmA//
GO_0042447_4	fdnH//yqjA//entA//queE//mltB//gntR//sdaA//ggt//metK//mog//rlmE//prfC//etk//
GO_0042450_7	uraA//glmM//fecB//nuoE//lysS//rcsD//
GO_0042451_7	scpB//gstB//malS//cpsG//mltC//yeeY//
GO_0042453_8	rcnB//
GO_0042454_7	ssuD//ihfB//alaA//cnu//hofC//ybaQ//bipA//pinE//relA//yiaL//yadM//xapR//
GO_0042455_7	yaaJ//iraM//ytfT//entH//rplM//yqeA//rlmI//clpP//ygjR//radD//garP//melA//pgm//slyD//alr//preA//rraA//
GO_0042493_4	dicB//paaK//epmC//tqsA//ybeY//queA//fliA//wcaJ//sodC//rhlB//nlpA//iraD//mgtL//lamB//leuE//pspC//intF//znuB//hdfR//yabI//ygfA//yegD//yidC//sgrT//gudD//yahI//rpnA//mdtF//nlpI//waaS//lysS//gpp//thiM//ushA//uspF//gmk//hiuH//yidD//mntP//hypD//ruvC//hslJ//nrfC//fic//ubiA//ihfA//nudG//fabZ//glrR//
GO_0042537_5	yceO//yccS//clpA//aldA//yjaZ//ytfR//hupA//lptF//gltD//dcm//pdxJ//waaZ//patD//ygaV//lysP//mutL//elyC//ydiK//emrE//glgA//chbR//yjaA//
