#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ldrA//dgoK//thiD//yjjX//
GO_0034470_8	flgE//cyoA//phoA//rng//yfaE//glxK//napA//yddG//phnM//ascB//psd//nadK//lptE//lpp//yqhC//ybhA//dsbD//pstC//agp//mnmC//cspE//dinJ//cysA//pfkA//prc//mzrA//wzyE//bcr//tauB//ybdH//gmk//glnB//clsB//pdxB//astC//yceK//cadB//fliK//sspB//decR//selA//phoQ//yagG//yobA//hofC//zwf//mgtA//kdpB//orn//bluR//fabZ//mdtE//glnA//baeR//csgG//hicB//waaZ//ahr//znuA//argR//dgcE//hupA//dctR//rpoE//cpsG//aroG//argH//rfaC//cbeA//gstB//yieL//uxuR//xanQ//proA//abpB//ydhQ//frsA//lysU//hisF//treB//yceO//zitB//ulaD//osmF//uidA//yjbB//modC//aroC//setC//cobT//fimE//kdgT//ttdA//uvrA//
GO_0034471_9	priC//infB//rpsR//tqsA//
GO_0034552_7	cpdA//
GO_0034599_5	ampE//yfeD//ugpB//dcuA//pgsA//rpnB//ygeV//ilvE//icd//glnB//atpE//nth//rpsD//csiR//glpG//rlmM//metR//nuoB//setB//menE//hyfC//osmC//yhgF//
GO_0034605_5	entS//mazF//uvrY//hofP//yebZ//rbsD//cbl//ariR//talB//
GO_0034613_5	dbpA//fucK//eutA//gltD//csgD//oxc//bhsA//rclB//clpB//waaC//mutT//rpmJ//glyA//gcl//yibA//ychO//rffM//
GO_0034614_6	lolC//ddpX//gatZ//cdsA//fepB//frmB//prfB//tdk//ssuB//chaA//ccmG//mqsA//cheZ//
GO_0034620_6	yoeB//rihB//cas3//recF//
GO_0034622_6	yhaM//aroB//gutQ//insB-2//sufE//tmcA//ggt//ybjN//rpsG//sbmA//wzzE//ynhF//pncB//ycgV//hyfA//tdcB//ycfS//moeA//dcuR//yahO//rpnD//gloC//yaaU//gstA//nanA//yjhC//dcuA//sbcD//dsbA//ilvI//waaP//yjiM//uxaA//tatD//selB//gcvR//gnd//pdeR//pyrC//ydjK//ilvB//
GO_0034627_10	mscM//napA//ydjK//sucD//lysO//
GO_0034628_9	alpA//asnA//nimR//ygcR//mazG//
GO_0034635_6	allD//thrB//ymgA//dinB//nadD//envR//
GO_0034637_5	nlpE//pheT//rhoL//yhdZ//cptB//ybdZ//atpG//rclB//ybaM//hyaD//ivbL//efeO//cvrA//yrbG//phnJ//glyA//katG//rplK//icd//frdB//dkgB//dkgB//narU//aroP//nrfG//ygfZ//ycjY//raiA//yajO//elaB//kbaZ//ycgV//yeeL//uhpB//rpmE//nrfE//yciG//panZ//ogrK//yeaK//aaeB//insI-2//rplA//rbn//opgC//lysC//sxy//aldA//tap//sdhC//
GO_0034641_4	rsmD//ampD//frdA//yjjI//ycbX//hldE//yhjC//gltB//gpr//gcd//dtpD//purU//fryA//cysU//pgaD//hypF//yidP//oppD//rsmA//gpmA//yhhZ//clcA//pgm//ychH//msrQ//rhtA//yjjI//pgpA//mdlA//recT//queA//fryC//yfdO//phoA//yfbS//entA//pdxH//yhhT//sfmF//yaaA//nirC//ptrA//tdcD//ydaV//tusE//galP//yfgO//xylG//rutG//yihU//rspB//ygfZ//insE-1//fimD//zntR//srlB//rimP//msrA//livM//tdcA//msrC//relE//narW//preA//glk//nupG//speG//yjbE//alaC//mutT//yqeG//katG//dgoR//galU//purA//lysS//phnI//mdtK//rplC//adk//gadX//aceA//garK//nemR//xdhB//mcbA//waaG//nrdE//acrA//pinR//cysZ//yciT//rne//mrp//thiI//yfgJ//rutB//trkH//acpH//narP//ftsP//gadW//wrbA//menD//rhaM//yqeA//pdeH//ybbN//ybcM//fimH//tusA//ycaO//dtpC//gsiA//yaaY//fklB//pflC//yidQ//dgoA//rplS//mprA//tpiA//mdtP//mutM//csdE//ribB//tdcC//yggT//mazF//xylG//yggE//glcB//waaC//yfcR//speF//chbB//slyA//prmA//yaiV//yaiW//rclR//rpoH//sufE//ycjQ//ghxP//nirB//paaJ//fdnH//sdaB//araG//exbD//exuR//uxaB//frdD//lysS//rlmC//flhD//polA//yqaA//kefF//yfiE//trmO//mntS//rhlE//acpS//artM//helD//ghxQ//minD//ykgO//hlyE//fucA//ydiB//ybhI//rzpD//mdtC//nth//fadJ//yccS//rlmD//yjhI//cdh//mreC//yeaG//cdgI//yohC//ascB//tmk//ompT//argB//rlmD//hofM//yqgB//cmtB//fabZ//ygjK//aspA//uhpT//pepD//ridA//paaX//atpF//gadW//alaS//rnlA//yddL//katG//pphA//mrdA//ccmE//ycbB//acrB//basR//nuoL//rpnD//entE//yidQ//motA//cspA//bioD1//rfaF//wecB//adiA//thrC//murP//ribA//pstA//purN//sufA//exuR//ulaC//mepH//rraA//matP//phoE//phoE//sgrR//ydaC//malG//eutB//recD//cycA//yggP//sufA//katE//rhaM//ubiJ//mhpB//dxr//yjfF//hypF//yhjR//rlmE//hicB//ugpC//nikC//lldP//ybeY//psd//preT//abgR//yfjR//rhaD//waaA//msrQ//yfgO//ampD//kdsA//menH//nrdE//kefG//epmC//ydjK//mdtG//uhpA//glvC//nepI//ybiO//ybiI//elbB//bssR//gntT//yidR//paaE//rutC//lptD//rhaS//hdfR//ycjU//sucC//yhgF//menI//cvpA//otsB//potC//acpS//mltC//rpiB//rpsG//trkG//frlA//yadM//allC//secF//rplF//malY//garD//rpsE//macB//gyrB//appY//dusC//ymgA//glvB//ybdG//ygaV//tdcA//potA//rcsC//yfgO//yciT//rluB//xisE//holA//sbmC//nadK//ygiN//tauB//lpxM//ydfG//ybgI//argD//ycgB//fucI//insB-2//hycA//argH//kduD//hcaD//hypD//yqiJ//cynX//glcC//aslB//appY//yaaU//brnQ//fabI//uspC//dacB//rplL//emrD//bioD//ugpC//znuA//treR//fsr//rof//ydbK//waaP//atpC//pinR//hcp//crfC//yeaV//nhaR//cecR//ubiF//hchA//yfaE//fabG//thrS//allS//mdaB//comR//gspJ//yhdJ//aldB//crfC//ydeO//ilvI//ftsW//tufB//waaH//lpp//pgpC//gph//yqjI//luxS//yqiJ//rlmG//efeO//glpA//hypA//priA//recE//ybdH//rfbB//rfbD//proV//cusB//rfaG//macB//pitB//phr//ygaH//ccmG//mukB//dcyD//moaE//yedL//metI//ygeA//kch//allR//hflX//appC//uhpC//waaS//mntP//artI//purT//qseC//ispF//ldtA//yibH//citC//glgB//speC//yhaV//glxK//glnB//narQ//gyrB//phoB//tqsA//eptC//argH//mprA//thrC//deoB//yhfS//cyaY//flgK//groS//yghG//fcl//ynfK//thiL//narV//cdd//truD//lepA//folD//atpD//rdgB//ubiJ//glnK//ybhR//yhdX//mreC//plsB//sfsA//dtpA//yjhB//trkA//umuD//yjjI//glsA//arnT//hdeD//yjbG//kdpD//uxuA//pal//dsdC//bglX//kdsD//glnA//gatC//tolR//rnc//aroC//mtr//pflC//ligB//nagC//purF//dapB//ftsL//ybiH//nanA//aidB//pspG//rpoA//yajR//caiD//glpT//rffC//pdxH//yehP//ydiR//fucK//ssuA//cheZ//ynbB//viaA//pflB//cysS//acrA//fimC//oppC//mprA//motA//csgA//glpG//pcm//xylB//rplK//yadC//ligA//waaF//rlmN//iscU//ygeW//tatC//lpcA//yqiH//cynT//gpr//pyrF//ftsY//aas//ydhC//ycjY//ygfX//gadW//mrdB//ileS//ssuA//cydB//sgbH//djlC//epmC//thiG//proW//rlmF//mukB//glpT//atpB//rlmE//lptF//rcsA//fepB//hemA//xdhB//yecS//grpE//fliZ//tcyJ//fabI//fimE//proQ//umpH//metR//pbpG//yehA//yfaV//yfcQ//ghxP//nrdG//bcp//yhdJ//ydaV//lsrA//pheP//csiR//cusR//nuoL//hisQ//uspC//kdpA//ygiW//ycgB//bioD//rplF//nei//rpsK//fdhD//abgB//cysM//yadC//proQ//dgcQ//cnu//otsA//leuO//tatA//sspB//hrsA//pstB//phoQ//relB//insB-2//mtlR//sfmF//exbB//fimE//nmpC//fdhF//hslR//zapB//cyoB//gudD//ybfE//lolD//rsmI//dnaN//wzc//mdfA//lysC//gmhB//ybjN//fecC//tufB//gsiA//dctR//yqeF//yqgB//yeaE//nrdD//acrF//amiB//pinE//recC//mltG//gudX//glpT//cysG//hybG//idnT//ynbB//glpC//adiY//sufD//ycjU//gpr//zur//kdpD//ompN//yoaA//ycdY//phoB//mcrA//intA//fucI//gdhA//cheW//gshB//ilvN//flgE//sfmD//gabD//citT//tgt//recO//agaA//yfcS//fdoI//ydiO//pabB//hpf//ldrB//mdtN//bolA//mngR//ybiW//poxB//sgcB//cas2//ftsB//frvA//ldtD//pitB//secM//insK//ubiI//dmlR//nemR//speD//polA//yjeI//mlaD//dgcN//ygeR//cyoC//dgcJ//fepB//gcvA//cyoD//thiM//frdC//tabA//lasT//groS//fdnH//hprR//yceK//glcB//gph//ushA//yeeA//nanS//recE//rmuC//fumC//galE//moaA//rfbD//rlmM//ybiJ//yfjV//fadH//yceO//ydaN//pabA//topAI//citE//kdsB//yehD//apaH//alaS//bolA//mdlB//fadK//iraD//argI//aroL//nudC//rlmC//glgB//raiA//ibsC//frlR//dkgA//cobB//hicB//recE//hofP//sdhB//lptA//bdm//ugpE//yagE//pepD//matP//ssuC//chbR//adiY//rrrQ//tas//ligA//hokE//pepA//ydcM//ampH//mgrB//rplO//yehA//iscX//aroE//mscK//hyfC//dxr//ypdA//ilvI//ycjR//acrA//tehA//prfA//mltD//ubiX//rlpA//gpmM//yfdR//hda//dgcT//yciF//yibF//nepI//yjgX//ykfM//srlA//gpp//xerD//sohB//parE//yeaG//mscL//dcuD//pheT//ftsB//ychF//lpp//lpxL//cysZ//tsgA//phoB//intZ//lpxH//ydjE//rimJ//argS//ndk//thiQ//
GO_0034644_7	thrA//ybhS//
GO_0034645_5	nuoL//phnI//rsmJ//cspD//sspA//agaV//mscL//entH//fliD//pstS//hdhA//acrF//entS//fdhE//malP//yihX//ubiX//sdiA//nfuA//ygfI//ykgF//potE//acpP//potI//prpD//pspC//ycaN//aroB//ypdC//hypT//fklB//lptC//gltP//clsA//yahI//pepB//ybdZ//rpmA//tcyJ//araA//zinT//yjhB//trmL//ftsB//entS//ynfK//tolA//rluE//frdD//paaG//menE//mlaC//gadA//wrbA//mscK//hns//mhpA//ynfK//hemN//yfdR//kgtP//ftsA//nuoF//afuC//guaA//basR//yhdJ//melR//intS//asd//ompL//dnaT//intS//kup//yjjV//ubiA//mtlA//glyS//ttdB//rpsN//clsB//gspJ//cobS//fimF//queF//tatE//erfK//yjhC//btuD//motA//yfbV//mqsR//yqiI//surA//yhcN//opgB//lpxD//iaaA//cpdA//yejA//hscC//narZ//aroH//asnS//prmA//yheT//pinR//osmC//bioA//mlaC//intQ//rpoS//cydC//yeeA//agaS//lptB//degQ//puuE//ybdZ//garD//mukB//cfa//yedF//ulaC//yggF//fucO//kup//purN//mlaC//livH//yqhC//ybaT//galR//npr//tar//ddpX//adhP//rpsJ//aroG//eutB//aspS//gadW//dinI//yfbS//flgJ//rlmC//iap//fepA//alpA//gadE//insF-1//gstA//rbn//pabB//yedF//cysP//hslO//ynfF//glnE//glrR//glcD//mdaB//gutM//mnmA//msrB//hycB//cysG//thrA//rplN//yhjV//narX//rclA//tdcF//rpnC//oxc//etp//tusA//mug//frmR//rhaM//yiaT//gutQ//ibpA//alaC//cmtB//gntP//azoR//pdeR//ulaC//pdxA//elbB//uup//fruA//fliG//proV//argK//nhaR//psuT//serC//tcyJ//shoB//yaiW//rihA//rnc//ymgF//glrK//oppF//rlmG//ygeV//ibsA//sgrR//fabA//hipB//elfA//ygdG//atpH//nth//dmlR//lapB//rbsR//hypE//argS//epmA//rpnC//frwC//ydfG//cspC//ykfI//ilvI//ddpX//csrA//crp//tdcE//bioA//lgoT//yphB//yqaA//sapB//fryC//ulaE//ybdZ//mlaD//hofP//ydfD//secB//mntS//yccS//pstS//phnP//nuoL//garR//kdpF//alaA//rrrD//yjhH//orn//ydiB//bioD2//ftsN//astC//pyrH//tnaB//recE//hsdM//lpxD//minD//gapA//yccX//yibH//hdeA//srlD//argT//yehB//trxA//ruvC//mscK//trpB//malE//yjiY//sohB//fdhD//kdsD//eutA//lpxC//ypdB//ybhA//helD//alr//dapF//hupA//dacB//glnL//fabR//cca//yehC//murB//fabR//yfcP//slyD//mazF//torD//holC//trpD//lhr//
GO_0034654_5	yjfF//sufS//rffH//dhaL//adhP//ppiA//phoU//dauA//yhdJ//recC//hybG//glcF//hyfR//cusC//ycgR//dcd//apt//motA//ilvI//wzzB//ftsN//murQ//bglJ//napB//proX//speA//cirA//aspS//lysU//cmtA//dkgB//leuA//yieE//hofQ//agaA//rsmA//chbA//ydcT//kefB//argA//rutR//mazF//pdxK//kdsA//zntA//nrfB//ynfL//cobB//ybhR//yqhC//yobA//amiB//rplY//melR//ygbL//allD//ftsI//deoA//xylH//gph//glpA//ypjD//uhpC//sdhC//xerD//aldA//btuD//yfaE//ftsI//ychO//tsgA//malZ//macA//yehP//rhsD//arnD//ybdH//lysO//rutA//ybcL//essD//tauC//lpoB//yjiX//msbA//rpnD//yciA//rplD//ubiH//nimR//ttdB//metF//asnA//bcsQ//hicA//uspB//yigB//yfcG//bssS//yiaF//ypdC//tcyL//ribC//rpsH//bamA//cusS//clpA//lapB//thrL//phnO//hexR//xdhB//yagG//lsrK//tktA//metI//cpsB//eno//ldhA//pgi//rpiB//gapA//rsmA//etp//purT//eco//yggN//asnA//rpsE//nadC//yehW//oppF//rplD//gstA//rfaE//hsrA//treA//zapD//ycjW//yahI//mcrA//yihL//nagC//rluE//kdsC//serA//yccX//menI//lsrG//rfaD//ddpA//modB//dppB//hofC//rssB//yadC//groS//ridA//hyaA//ldcC//rseC//menI//mdoG//rclB//srlB//cdd//srlB//rarD//kch//prfA//tcyN//rbn//diaA//ycgV//yccX//hmp//ghrB//clpS//deoR//nuoI//rluE//thiC//cusC//rdgC//fucI//cynS//flgJ//dcm//poxB//ybaM//nrdH//treF//galR//dusB//yhaV//atpH//bamE//ilvH//ybdZ//yeeJ//rcdA//yfiE//lolD//yeaK//dtpA//epmB//aroC//dpiA//gudD//ybfE//ybiS//tatB//endA//evgA//glcF//lsrK//glnD//syd//gltL//flhD//qseB//arsC//rplE//fur//bacA//alaC//hslJ//yegD//rof//katE//intE//lysP//parE//yhhZ//frlC//chbR//serB//abgR//rffG//psuT//ubiB//tadA//entF//hokE//prkB//ugpE//rnhA//prlC//yihS//recT//ydbK//hokE//aslB//gcvA//nemA//rhtA//sbcB//gpmM//rayT//
GO_0034655_5	lysS//relA//yafQ//pepT//yihR//nanT//fnr//ilvI//yfiC//waaS//queA//rplM//holA//fimA//amiD//fliS//potB//lspA//ascG//grcA//ftsH//yafO//narL//dsdC//dppB//proX//nrfF//hslR//mdtB//sapF//yadN//fabH//gutM//pdeL//ynjA//ftp//dmsB//thiQ//degQ//prpB//modC//ynaE//gppA//dauA//mreC//ydcS//miaA//yehY//yiaT//thiP//yibF//ytfE//apaH//menE//ispF//yjiM//entB//prmA//ccmH//aroB//glmS//cobS//dacC//ftsA//ssuE//gspF//yidD//xanP//opgB//yciV//cusA//mnmA//kdpE//
GO_0034656_5	nuoF//agaC//rfaB//serS//yabI//gltI//ppsR//lysA//ygbL//yjhB//ccmD//ydhQ//fetB//
GO_0034660_7	relA//insA-2//bamB//pgrR//gltI//zapB//yghG//ydiP//yihL//paaC//frwC//pdxB//pflB//mdfA//uhpC//uxuA//fadD//gpmM//sad//dnaQ//sufA//hcaT//xylE//fkpB//aroG//ftsN//phoP//yfaV//napF//rpsL//lysU//rplE//cydB//msrA//uvrA//tsf//lldD//ycbU//fliS//upp//kduD//metR//topA//lsrR//yihS//yfbU//tatD//mmuM//tnaC//prfA//sspB//htrE//rspB//gyrA//rpsA//rplK//yhaO//ccmF//puuB//tolR//guaA//yheT//hemH//xerD//alsE//mnmA//murD//secE//yadG//ftsI//serB//pppA//trpC//rimI//phnC//infC//rayT//lptC//phnN//lplT//yebC//yafN//cydB//gatB//panD//yciT//nrfA//rhtA//leuE//holC//thiH//lysP//ygiN//tdcG//yqjH//mdfA//tatB//proC//tap//rdgB//dmlA//truA//mug//rpe//yedA//dhaR//alpA//wzzE//lsrK//hprS//ycjQ//yraK//leuC//dmlR//ydjH//ligB//alaS//arcA//murR//mdoG//manY//chbA//
GO_0034661_7	deoB//cspA//lysO//atoS//
GO_0034755_9	yheT//uxuA//corA//eamB//
GO_0034762_6	ralR//srlR//ompC//elfG//mdoD//cusR//elfC//csgA//
GO_0034763_6	fecA//dam//
GO_0034764_6	cmtB//tqsA//
GO_0034765_7	higB//corA//curA//cydA//queC//aroD//rpsE//
GO_0034766_7	rhtB//
GO_0034767_7	orn//mprA//
GO_0034775_7	rodZ//ychF//yojI//flgM//truB//
GO_0034983_9	pdeH//dinD//
GO_0035235_6	rhlE//garR//hslR//flgD//
GO_0035303_8	ffh//bsmA//pepT//mqsR//mltG//
GO_0035304_8	cpsG//
GO_0035306_9	nagK//
GO_0035307_9	dnaT//
GO_0035335_8	mglC//nhaA//ruvC//
GO_0035344_8	ttdB//ycdX//
GO_0035350_6	yedL//
GO_0035383_4	menD//setB//psd//lipA//yidE//lldP//nepI//uof//
GO_0035384_5	treB//trxA//
GO_0035429_8	flgF//yjiM//apaH//yadV//eutD//yadN//
GO_0035433_7	slt//tesB//
GO_0035434_9	arcB//proW//hycH//tolB//treC//
GO_0035435_9	rfaD//sohB//rclB//atpA//opgD//yiaB//chiP//opgB//fimC//
GO_0035442_7	rfaQ//fpr//surA//sbcC//exuT//ytfQ//rimL//gltX//leuD//prkB//guaC//
GO_0035443_7	ybiV//cyoA//priA//lsrG//rdgC//sdhD//lsrB//entC//
GO_0035444_9	yjfP//lacI//ilvM//deoA//rraA//yihX//insI-1//
GO_0035461_6	etp//htrE//kdpB//paoC//intA//dsbD//flgB//rimJ//lpxK//asr//
GO_0035510_7	tatD//btuC//hyfF//metL//purL//
GO_0035511_5	argO//
GO_0035513_5	phnK//
GO_0035524_8	hybD//
GO_0035552_6	tsaD//
GO_0035553_6	yccX//
GO_0035556_4	yjiM//yraH//mlaC//tcyN//kdgT//umuC//rrrD//cbl//gltB//ybaO//yjiR//rpoA//hofP//sxy//yhiM//bioB//moeB//sgcX//queC//yqiG//ydbD//aroH//ompG//yddG//rfbD//patZ//yrdA//gluQ//pgi//idnK//asr//glnL//agaS//yahN//waaC//rpoD//mntS//envR//clpS//gapC//mfd//sad//rlmH//tpiA//yadN//rlpA//
GO_0035600_8	hycA//
GO_0035601_7	pcnB//hscA//yeaD//
GO_0035672_6	treA//ebgA//metL//slyA//btuD//modC//rnc//narZ//ypdC//fucP//leuC//insA-2//tadA//ilvB//cysM//glvB//dppD//caiB//adiC//ridA//
GO_0035690_5	ribE//dgoD//tauD//yagI//rimO//ycjW//rlmB//dcp//phoU//lpxB//arsC//
GO_0035725_9	moaC//lolA//lgoD//clpS//rpsG//yneJ//cytR//
GO_0035784_9	glsA1//
GO_0035821_4	narP//eptB//borD//serB//lpcA//
GO_0035864_6	ompT//
GO_0035873_8	glpG//mgsA//
GO_0035890_5	alsC//recD//btuB//rsmC//
GO_0035891_6	rnhB//satP//dmsB//ogt//
GO_0035966_4	paoC//yfcQ//adiA//waaA//gabP//yiiM//hybE//
GO_0035967_5	bioD1//alaS//aceB//rcsD//sgrT//
GO_0035999_5	clpB//cysK//yihT//btuF//
GO_0036001_7	fdoH//
GO_0036046_8	nanE//
GO_0036047_9	wza//
GO_0036048_8	ybhF//
GO_0036049_9	sgrR//
GO_0036088_6	glmM//
GO_0036103_6	btuD//osmE//
GO_0036104_6	ybdO//phnG//
GO_0036172_6	nac//
GO_0036211_5	malZ//ydcO//yehB//dcuR//mdoD//lolA//tolA//fabA//sxy//yjiY//csdA//hxpB//insB-4//narW//priC//rlmI//yhcH//dgoK//htpG//mdlB//rutR//rdgB//arcC//hdeD//yieK//malZ//hybA//fliZ//narW//hemE//epmA//dtpD//csiR//yhbO//sodA//yehY//gntK//elfC//yjiX//lpxT//acpS//ydeI//yafQ//pyrC//moaD//fbp//rtcR//cvpA//ttcA//rplB//insB-4//rpsS//fecB//nrdE//wzyE//obgE//ybiI//srlE//hcaD//aroE//csrD//ycaO//ynhG//yggW//yajR//bglA//yjhG//qorA//argP//eutK//sspB//sgcE//wzc//cueR//yqhD//pgaA//elaA//yccX//dauA//gstA//rep//ftsZ//cvrA//ybdR//gadX//bdcR//treB//ydiO//idnT//malS//glvC//glmM//folD//ftsL//uxuR//yghB//cynT//rsmD//yegT//argB//csgD//modB//dgoK//yfbR//fklB//crcB//dpiB//yhhZ//cas2//smpB//yfhM//pphA//galK//ebgR//mrcB//holC//yejB//yiiM//appC//casA//glcA//fcl//mnaT//rpsR//tauA//rutF//ghrB//ispF//hypC//malP//pykF//cmtB//csgA//aroK//clpX//ydjM//tatA//norR//glpA//insI-2//nfi//yfgI//
GO_0036214_3	frc//
GO_0036265_6	panF//fixC//ybcM//spoT//
GO_0036289_9	trxA//csiD//
GO_0036293_5	speD//pspC//nuoI//
GO_0036294_6	mngA//agaA//ygjK//
GO_0036388_7	mazF//
GO_0036447_5	rpsG//fecC//kch//
GO_0036448_6	yidH//rhaA//mdtP//
GO_0036460_5	glxR//sufD//rlmB//yeiG//lgoR//patZ//
GO_0036506_5	cusB//
GO_0036525_7	yhhY//
GO_0038083_9	rffC//ycjP//ulaE//glvC//torR//
GO_0039633_6	aceF//ypdA//ais//iraP//
GO_0040008_4	fryB//moaB//kup//cueR//yadI//citX//dmsB//infB//puuP//asr//
GO_0040012_4	csrD//yeaG//glrR//thiE//guaA//cdh//folP//malF//fabG//marA//alaC//lpcA//smpB//argR//
GO_0040013_5	yhjG//sodB//epmC//amiD//fcl//atoC//ldtB//
GO_0040033_9	hisG//
GO_0042026_4	cbtA//ybaT//gsiD//arcA//umuC//mnmG//yaaY//fecA//ycbX//
GO_0042040_7	cynS//
GO_0042044_5	elfA//
GO_0042126_5	tdcA//flgB//smrA//nrdH//
GO_0042128_5	purT//luxS//
GO_0042133_4	pdeR//patD//menB//dgt//metG//leuB//nuoM//yjjW//yneJ//tauC//clpP//rplY//serS//sseA//idnT//nlpD//
GO_0042135_5	rlmD//nanK//acrA//gadX//mrcA//yhbQ//rlpA//purL//lpxB//cpsG//elaD//amiB//sxy//
GO_0042136_5	tktB//arcB//
GO_0042150_7	aroC//uvrD//xdhB//
GO_0042157_5	mepA//rpsI//lpoA//nikC//
GO_0042158_6	ycjQ//guaC//gatA//
GO_0042168_4	cspI//yebQ//tilS//minD//glxK//ydjK//clpB//lamB//moeB//
GO_0042176_6	nudF//rsmA//dgoR//rplO//
GO_0042177_7	mdtM//rfaB//potF//
GO_0042178_5	evgS//mdtI//glsA2//mazG//ybeF//yjbG//yfgI//ygeW//phoR//astB//accD//mlaD//yehC//flgM//yajD//map//rcsC//puuP//ybaL//
GO_0042180_4	lpxH//yiaT//pgpB//yfcG//dedD//torD//prpC//ydeE//trmI//rpsT//fadR//ycfJ//fixB//mdh//pykA//yhdX//tamB//decR//etp//rpoH//apaH//csgE//yebS//cysI//ybeQ//yfaL//ybdO//pdhR//dgcT//crcB//ddpA//ilvC//yrfG//rpnB//rpoD//cysZ//dtd//melB//ypdF//ndh//cdaR//ubiG//glsA1//arfA//thiQ//eutD//trpB//yfcR//acpP//cydB//waaJ//argG//umuD//topB//yfeX//rluB//yehA//dnaC//glpA//
GO_0042181_5	nlpE//osmE//idnD//lptA//ygiS//uspG//malP//cspB//hexR//mlc//gadX//dmsC//exoX//opgE//idnT//npr//rraB//dgoT//narX//ydiQ//ispF//holE//ybcC//cutC//
GO_0042182_5	lysS//rutB//argH//ybfA//purL//glgS//deoA//ydgA//rlmM//holB//pphA//ruvA//yedX//ygeR//yedL//hflC//ispG//dcuS//alr//lsrB//cyaY//yhjB//purD//mreC//waaZ//menH//recC//crfC//queC//
GO_0042219_6	yiiM//yfiR//ubiA//yjjW//potE//
GO_0042221_3	metN//ybdZ//selA//nagB//yrbG//ygbN//intE//adeD//argB//ydeP//fliK//chbF//yphC//yafQ//evgS//hemA//ubiJ//hsdM//pth//yjbB//yadI//htpX//potE//lrp//tsf//thiE//elfA//waaU//nusG//insI1//pntB//murC//fiu//menC//talB//scpC//hsrA//yddM//fetA//rhmD//yhhY//adiY//pabC//hofP//argA//fryA//ybfE//manY//aroA//cbl//ydaN//lhr//dpiA//adhP//ampE//deaD//rlmN//queC//pheM//dgoR//coaD//rbsB//pgpC//ygbL//ilvL//bacA//atpA//zntA//livM//sfmD//rhsD//rmuC//sdhA//ydiK//ydcT//trmO//ccmC//melR//atpH//ung//cca//glvB//trpL//msrB//caiT//araE//dnaX//rimM//metE//cynS//ydcM//rpmJ//lexA//nhaR//tauB//ldtC//yebS//paaJ//garR//nlpE//gsiD//rhaS//dacD//mcrB//yiiM//speE//tyrA//pgsA//phnC//yaiW//kup//tauD//manY//ftsE//yidA//livH//nuoI//alkB//cusR//yihT//uacT//rimO//yadK//rffC//yqhC//uhpC//hflC//malX//treC//thiQ//cadB//greA//ybdR//hycH//oppA//trmO//tesB//ilvM//mepS//tufB//ugpC//kduD//pbpC//yahF//panB//yhjA//proV//hycI//srkA//queC//rbsA//cytR//yidA//uidR//rclB//yphB//gnd//yaaA//cysB//insH-6//opgH//bioB//mgtL//rcsF//dgcN//yihQ//yhbX//yjcE//citE//galM//glgA//gcvH//tap//argD//frvA//stpA//trmJ//hisQ//ybaO//sdhA//tar//queC//codB//appB//ypjD//dcuC//yoeB//rpmE//nimT//araE//ydeT//tesB//trmB//plsX//yahK//mfd//ydcM//sbcC//yrdA//fiu//nusA//yjhG//slyA//fliK//yiaL//paaB//uhpC//rbbA//lpd//dapA//nuoF//ptsG//cspI//fliG//edd//yddG//mmuM//trkG//recJ//cyaY//yhjG//pyrH//acrD//bioB//yegT//ydjL//tusD//hsrA//leuD//pinE//hflX//zapD//putA//rcnR//tonB//
GO_0042245_7	ftnB//ompA//yeiL//
GO_0042254_5	ffh//macA//thyA//purU//yehW//mutH//ghoS//
GO_0042255_6	sgbU//icd//
GO_0042274_5	mrr//rrrD//araG//insE-1//
GO_0042278_6	umuD//cysN//murF//lsrG//malE//bglJ//yidC//ybcM//ybjX//dmsC//yiaT//hipB//argB//thrA//rluE//alr//shiA//yciA//
GO_0042304_7	lptE//rluF//rpsQ//
GO_0042325_8	trkA//rnhA//
GO_0042327_9	dnaX//
GO_0042330_3	frlC//secY//carB//infC//ppiA//atpC//ppiC//ulaA//sfmH//betA//tufA//ispB//yfiC//tas//nsrR//rutB//
GO_0042350_6	dcp//
GO_0042351_7	rnhB//
GO_0042354_7	pheT//rpsL//ptsN//ydiK//ymgC//atoS//
GO_0042355_8	smrA//ftsL//sdiA//adeQ//fiu//opgC//
GO_0042357_5	tauC//recE//
GO_0042362_6	proX//
GO_0042364_6	nanE//iraD//ubiB//glxK//ygaZ//pckA//btuR//sodA//birA//yahI//psuT//abpA//ruvA//glxR//hisH//yccA//araA//dgkA//rsmJ//uraA//yaaJ//yghG//malX//umpH//glmM//gspI//bsmA//yjgX//lysC//mgsA//csiD//maoP//gspF//rclA//kdpA//ybiH//malQ//abgA//nuoH//abgR//cyoD//rlpA//yeaG//chbF//ytfP//insH-6//rplM//paaX//udp//yrbG//rcnR//ssuE//sxy//rbn//umuC//trpD//
GO_0042365_6	yadV//alr//melR//paaB//
GO_0042371_7	ybaE//
GO_0042373_6	purR//
GO_0042398_6	fimB//rihB//tcyN//bcsA//pppA//tsx//lapA//yihP//idnD//ptsN//pheM//yhgH//priC//fimF//yehC//pepT//ldrB//yieL//trpC//dinG//
