#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	pgpB//atoC//mntP//yieK//
GO_0051716_3	rpnA//ybjD//selU//ygeR//betA//zapC//gloC//mscK//nrfE//mtn//tdcC//ftsP//mcbR//dppC//metN//yneL//sodC//rzpD//yghG//ftsW//ytfE//ynjD//ispA//bioF//yhaJ//glnB//pspF//metL//agaW//lptE//slt//yqcC//yfdG//agaB//yihI//trpE//uvrB//frsA//aaeB//rpsT//csgF//prs//cusB//evgA//ybeY//ydeE//ymgA//sppA//ybcJ//narW//tcyN//fabI//waaH//agaV//yifB//mntH//hha//artI//mreD//caiE//bglH//bcsA//rfbX//dppF//pspF//dppA//yggX//mdtM//agaC//folC//ugpE//rbsA//hypC//prmC//ispA//rplC//rusA//hisM//galS//hybE//atpE//rsuA//glpG//cdgI//cfa//yiaB//nanS//nepI//hrpA//fliS//queC//chaC//rpsB//lacZ//insA-1//emrE//araD//ykgF//ybcL//ychO//phnK//hofQ//dgoK//ilvL//ribD//rimI//mdtQ//chpS//hyfF//appA//gutQ//rluD//rutA//rplW//yraJ//yajQ//arnF//bcr//tbpA//uspC//pgi//yfcQ//ynfK//yhcH//yjiA//entF//truA//rplA//yidD//leuC//ynfL//torR//yphD//rimP//sufD//rplS//clpX//gatD//nlpE//cysE//bamE//hicB//yibT//fryB//ydiR//hokE//cas1//nagD//elaA//fic//etk//nikD//fadL//tauB//mazF//rutB//mug//yobF//ubiC//insI1//mscS//preA//narQ//yecS//xylH//speB//yraI//comR//hyi//potA//gcvA//malG//cadA//kgtP//proA//cstA//flgC//cspD//rraB//dtpB//ygiV//rbsA//yjhH//nrdF//dacC//cyaY//fepC//glxR//ddpA//tauA//tcyN//flgB//dppB//rimO//hisS//pppA//proV//ascF//pdxK//ybaK//tauD//folM//yahF//araA//pncB//mhpD//rffG//gapA//envR//kgtP//nemA//atpD//rlmF//pgaA//gudD//argK//yefM//rpsQ//ihfB//rssB//rnr//hiuH//prc//hcaR//ygjH//ubiE//adiC//ymgF//ampG//entB//puuA//alr//ariR//secM//tdcE//yraJ//lipA//hisI//ung//ridA//eutR//yafN//thiE//uacT//nanR//metF//nrdE//dhaL//adeD//yagU//ybaM//btuC//ruvC//cysH//ribB//secM//nuoG//lysC//ybaO//yrdA//mdoD//lysR//yaaJ//yiaO//sgbH//mlaB//pyrB//fadK//uhpA//yeeO//rpmJ//hypB//alaE//ygbL//xisE//ygfI//pdeD//ptsH//yjjU//zntA//miaB//napB//ttdA//yghO//mhpT//yiaB//nikD//manY//aroH//rplR//yeaG//ibsC//ydiF//phnJ//yjjU//nudB//fliZ//yhaC//mngA//pinQ//eutA//rlmN//uxaA//pfkB//hcaT//artQ//fliL//narY//adeD//kch//rihA//dcuS//gltK//ydcS//nudG//yiiE//groS//cusB//fepD//adk//ampH//ompL//frwB//sohB//hisP//cspA//ftnA//hipB//ygiN//tatA//dtpD//maa//flgB//rimI//sppA//yraN//purA//syd//cysS//yciA//purC//guaA//nadK//rplI//fixB//preA//yiaJ//tatB//pgpA//clsB//tyrS//tig//hha//mdtF//marR//fliA//nemA//manY//bisC//
GO_0051726_5	nudB//bolA//asnB//nuoF//eutB//
GO_0051781_6	yjhH//iscU//
GO_0051782_6	mtfA//rplC//rbsC//proS//frlB//ybfE//mukB//
GO_0051788_5	ampG//
GO_0051790_7	argP//
GO_0051806_6	yqhD//artQ//yagE//raiA//lptA//yedL//sgcB//yajD//
GO_0051817_5	arsB//dctA//rseC//atpG//
GO_0051818_6	coaD//dnaQ//yahD//yagU//
GO_0051828_5	nhaR//hisA//alaS//basS//hybE//sfmC//cbrC//yebG//
GO_0051883_4	ycgV//dinG//rng//dcuS//
GO_0051977_7	mntS//
GO_0051983_5	dadA//
GO_0052126_4	kdpE//sapC//xylR//csgG//
GO_0052128_5	ilvD//
GO_0052131_6	sbcD//
GO_0052192_3	ptrA//cspC//fabD//ftsQ//
GO_0052547_6	amiD//pdxJ//fixA//
GO_0052548_7	araF//glnH//
GO_0052646_5	gpp//entH//ftsH//gpmA//waaB//
GO_0052652_8	glsA2//yhjB//
GO_0052653_5	ldhA//
GO_0052777_7	fepG//dsbG//
GO_0052778_6	acrF//sucC//ybdR//
GO_0052779_5	hybC//rpmF//ugpE//
GO_0052782_6	abpA//treC//
GO_0052803_5	mdoG//rayT//oppC//insH-5//mprA//murB//hypC//intQ//
GO_0052837_6	paaX//
GO_0052838_5	nagB//
GO_0055062_9	glcD//
GO_0055065_8	lspA//yfbV//mocA//dkgA//parC//yqeF//eno//cmk//opgE//rplP//wcaJ//pphB//rplC//gltB//nth//dsdX//alsA//yfcR//rutF//der//kup//ybcC//glcE//satP//alpA//ptsI//
GO_0055067_8	rpoE//mntR//lptB//lgoR//lpxH//sdaC//fimE//yeeY//clpX//yfeO//ybeF//fdhE//
GO_0055069_9	nrfA//
GO_0055070_10	fepG//yebK//yfbV//dcuB//ygjH//rstB//
GO_0055071_10	yejA//
GO_0055072_10	hisM//leuD//diaA//argB//yidQ//mlaE//feaB//ymfA//yidP//frlR//ydbD//tatC//yghO//folP//
GO_0055073_9	gadA//
GO_0055074_9	fabI//
GO_0055075_9	sdiA//
GO_0055076_9	trmJ//adiC//glpK//ftsK//agaW//yigL//hybG//ytfT//pgi//srkA//emrD//lipA//narU//rpnD//raiA//purF//rffM//ybcQ//holD//rnc//yejF//tdh//
GO_0055078_9	sfmF//citE//sgbE//
GO_0055080_7	ydjE//ghoT//dhaR//hslR//ynhG//uup//ypjD//yadV//speC//aspS//dgoD//cspB//topB//adhE//hisB//dsbA//lptD//yfeW//sfsA//glsB//hypB//dld//ccmF//bioF//insA-1//motA//btuD//rapA//greB//yegD//ydaN//deoA//hprR//holB//yfgJ//
GO_0055081_7	hemA//
GO_0055082_4	rclA//lpxP//npr//insI-1//arcA//nirD//pphB//tisB//nemA//codB//ybgQ//potG//phnN//dcm//ompF//citG//ykgM//trmH//dinD//pgsA//tatC//ghxP//yahI//thiQ//sgcA//ptsH//ydiF//garR//phoR//trxA//speG//gadB//ugpE//rcdA//
GO_0055083_8	potH//
GO_0055085_5	hiuH//emrB//cadB//tus//bluR//yhhZ//sgcX//dkgB//lpp//aphA//rlmH//yadI//mlaD//cysU//rplX//fdoG//flgH//ynbC//thiP//pphA//yggN//rzpR//ychO//parE//vsr//rplL//cysM//cpdA//mhpR//gshB//bipA//frdA//tauB//purU//cysM//topA//aas//hemD//pepN//gatD//uvrB//ptsI//marR//mak//moeB//comR//yegV//gstA//entS//prfC//tdk//xseB//fadE//yhbO//qseB//chpB//ydaV//nhaA//agaD//ispH//rpsD//ibpB//frdB//rseC//rarA//xisE//ychF//sucB//greA//artQ//speF//lptB//gspJ//napF//glpT//psuT//gatA//dtpC//clpX//mnmA//glmU//cnu//rhmD//yjaA//arnB//ulaF//gmhB//ulaC//ampD//yafN//tktA//bglF//fecB//metF//yigB//rimL//ffh//prpD//dcuR//yhcD//dadA//lpxC//abpB//lptD//lldD//rhaM//gltS//apt//aceA//flgA//zapA//ppiA//tolR//sbcC//agaC//ompC//chbC//lapB//xanP//yehU//rpsI//codA//ptsI//trmD//rplE//artP//thiL//coaD//infC//xylB//rcsC//cbeA//xthA//waaA//relB//ahr//uxuR//osmY//gpmM//dxr//rfbD//osmF//gcvA//soxR//tus//kefG//yojI//menB//yfgI//cusA//pyrB//lacI//focA//arcB//cdaR//suhB//lptC//dgcT//citG//sutR//mmuM//gpmA//fes//gatD//yneL//ydcP//maeA//rutB//yfcQ//pykF//pdeL//blc//thiC//yhdJ//wecE//ydiK//yajQ//sfmD//pyrD//xapB//phnO//ybhS//rfaH//argD//yfcR//ghxP//lldR//yejE//alaA//yafS//ortT//thiQ//yqeA//sdhC//sutR//carA//ggt//ebgA//waaB//sanA//nimT//dtpD//sufD//argB//pagP//yhjC//yfbU//thiH//gabP//valS//rcsD//yehY//mak//hemG//yhbX//sapD//gadC//hybD//sdaB//csgG//ybaT//nuoF//fimD//lpxC//sufS//yjgX//rcnB//paaZ//menH//cysP//umuD//artP//yqeA//rlmF//agaR//arsC//btuC//treC//sbmA//mntH//adiC//gloC//htrE//glnH//bolA//yefM//ygbI//yagE//trpR//rof//dgcF//acrB//ynfL//acrE//tadA//yfaV//ogrK//lpxT//ssuC//yfcV//cyoE//yegS//yihT//exuT//ygbI//yhfS//paaB//lrp//dgcE//hdeD//pgrR//iraM//ytfQ//rapZ//mfd//rplQ//fabG//rpsS//dsdA//argR//gmk//fabR//fdhF//aspS//secE//hisS//insI-2//rpsQ//rep//sulA//yieH//xylR//recD//yidC//symE//rseB//trmO//yejF//menF//surA//frdB//slmA//yccS//glcD//lpoA//hslU//acpS//nrdE//yieE//amiA//adeP//yjjV//tsaE//galT//agaR//actP//fepB//yhfS//xanQ//yohD//emrY//yecS//modB//mdoG//lpxD//essD//lsrC//sugE//norV//dcd//yohC//ynfE//gcd//lit//purL//exbD//prmB//uspC//uxaA//yidL//yrbG//mliC//fepC//dgcJ//nrfD//nagK//gadC//mutH//insK//yhbQ//rutG//entB//lolC//sdaB//ygcR//pphB//sucC//cdsA//mdoG//ycjD//norR//aidB//hybB//gloA//sufS//narH//tcyP//glpA//yjbE//pfkA//fdhF//hflK//phnK//ygeR//ilvD//rplK//cmoB//carB//rclC//yiiM//deoB//yjjU//yhjG//pdeD//clcA//ppsR//tsf//ttdT//fhuD//ogrK//recF//ettA//fadR//yccX//ackA//mglC//fimE//yhaC//acpS//rbsC//dmlR//nanR//fabR//oppC//yihV//lhr//nrfF//nuoN//bioC//fadB//ygaZ//moaA//garR//alsB//ssuA//cadC//mngR//tomB//nuoH//epmB//purF//rpmC//yddG//uspC//phoR//glcC//groL//yigL//ccmA//ssuA//oppB//ibpA//
GO_0055086_4	fdhE//flhE//dgcN//folP//paaF//garP//yjhH//satP//rsmB//acrZ//lldR//galE//gabT//dsdA//yraR//flgG//fliL//srlA//rhaT//prfC//gstB//cmtB//rfaC//tcyL//tusC//rffT//fliK//uvrB//dnaX//pdhR//secD//potD//dusC//ttdR//ycaO//pdeF//ascF//yaiV//htrE//ratA//yjfF//rbn//prpR//yrbG//orn//dnaN//uxuR//ygaZ//ybiJ//yeeJ//idnD//bssR//lsrC//yigL//ygiB//wzyE//yhjC//argE//cueR//syd//tolR//ushA//ydeO//edd//nrdG//argE//rzpD//tsaC//oppD//ydiZ//cadC//fucI//sufD//fryB//hpf//rmf//ybhA//murQ//rhaM//rpmF//ymjB//cysH//fruK//amiC//recB//fabZ//maa//yaiP//rnc//degQ//yihU//nfsB//ydiQ//acrA//pbpG//sgcE//malK//paaK//sapA//dgcN//btuF//prfC//ybhR//ybfE//ibsC//nadC//ybjD//xisE//dsdX//sppA//mtn//mazG//smpB//moeA//rzpD//rpsH//rapZ//mtr//uspC//sucB//wcaJ//glnE//diaA//hslJ//mltF//rfaB//bdcA//yedF//ralR//yieL//fliD//rcsC//uidC//amiA//nrdH//raiA//dapF//gudP//gsiC//yoeE//trkA//yfaE//sppA//ais//ybhD//lgt//aceB//frmR//zapB//yjtD//cysP//potF//narU//mutS//treR//cheW//mgrB//oxyR//blr//yhbX//yqeG//xerC//ycjY//cnu//torD//kdsA//arcA//malG//ynhG//dut//ybhJ//ada//
GO_0055114_3	speA//rpoA//ydiZ//amiB//tdcD//yagF//yieK//rsmI//crl//djlC//sad//folA//srkA//mdoG//argT//yfjR//ushA//lamB//ispF//menD//hcaF//yijE//mrcA//gcl//envY//dcyD//preA//fhuD//bacA//kilR//gntT//fdoH//cueR//ulaR//ccmA//betA//fadH//mioC//ddpX//otsA//ychF//mutT//mepA//galS//cusF//ygcR//bioA//pckA//hybA//abgT//hyfR//eutB//rodZ//yfeR//ibsB//eptA//galM//bioH//nanA//tusA//trmB//lacI//ushA//yphD//fimE//dcuC//rplO//yqjA//efp//mnmG//fbaA//pncB//purD//panE//dppB//hldE//intQ//mmuP//fes//gadA//yjiX//nadA//yijO//uvrD//miaB//yahD//yfbR//ybdM//nimT//citT//flgC//gspF//cadB//rimL//rpmE//puuC//arnA//dacB//paoC//dctA//lptD//glpG//yghO//moaC//bfr//rplF//amyA//chbG//gabD//narZ//secB//hemL//yagI//ynbC//galF//glsA//fre//yggP//mdtM//fadL//kbp//tauC//phnC//entE//sgcA//caiF//yfjR//uvrD//yiaU//intA//crcB//nadC//ilvC//yhaM//yqcG//yhjV//bdcR//yebS//yeaV//yfeR//gspI//kduD//dadA//mak//plsX//era//ygeX//gsiC//aes//ulaD//tolB//ompF//ybaO//hisB//cyaY//rnlB//chbB//rpsH//dgcF//msrB//cfa//yjjU//lit//xylH//nanK//hemC//yhdJ//ydeT//ibsD//ybiT//paaZ//prmC//gatC//rcsB//entE//flhC//treF//uvrA//livK//kdsC//mcrB//ribE//tar//gatD//cysN//yghG//ligA//rhlB//cyoC//ycaO//gspE//hda//
GO_0055129_5	alkB//rhaT//yddL//
GO_0055130_8	mltG//mzrA//
GO_0060003_10	pspC//rarA//tyrA//bioD2//
GO_0060255_5	yhbS//ydbD//bcp//murP//hisG//ptsG//ymgC//nrdI//qseC//gor//cra//tdcD//wecE//ugpB//frmB//ydhJ//metE//paaF//rhaS//nuoE//recG//btuD//ygfZ//dfp//yoeB//sdaC//ykgO//dinJ//intE//gltP//rpsQ//aaeR//talB//abpA//kdsC//fliA//bamA//sucB//yafO//chaA//ruvB//hyaC//flgG//yjhI//yjjI//adiY//atpG//yrdA//rpsK//znuB//hyfR//lnt//aroD//ampG//nuoG//purA//gatD//mrcB//yhdH//uhpB//proW//htpG//fepD//ppiD//selB//mrcA//sapC//frdD//yqgB//cptB//ychH//nuoM//appC//waaC//crp//phnJ//rph//secG//ycaN//iraD//ompN//yihR//kefF//emrK//ybiO//ccmC//rrrD//rfaB//aroA//viaA//xerC//malS//rlmL//zur//rpmF//rlmJ//npr//serB//lnt//ynhG//rfaC//ccmG//hsrA//ybeY//yiaN//yjiA//cpxP//puuA//osmE//ybfE//tehB//recT//uspE//gcvP//ftsP//rsuA//ybhI//metL//rlmF//yciK//trmO//rhlE//melB//pliG//tnaB//prpR//fumC//cheW//cueO//metC//yqaA//rsmH//ymfK//yiaU//intE//yhcN//potC//malS//suhB//abpB//glcF//nrdI//aceK//betA//dmsC//cutC//rpmJ//fimC//baeS//ccmC//cvrA//galK//der//hemD//yehB//phoR//narH//lipB//yfjR//ymgA//ftsI//nuoE//guaB//sfmD//hyaA//adeQ//yfeW//mocA//rsmI//wcaB//prmA//paaX//ecpR//ynfL//ybhG//argE//gldA//gabD//rzpD//ldrA//cas1//arcA//yhbS//puuC//yfbU//diaA//pdeK//pagP//mtlA//edd//dicC//cysW//tcyJ//ytfR//coaA//yhdZ//ybgI//ralR//casC//gyrA//cyaY//yehX//eamA//actP//ydcO//pyrB//narK//yiiE//dctR//ynjD//rplF//tolR//ycfS//yfjV//cydA//intS//argO//ybcL//rsuA//alsK//kdsB//hns//tamB//mepH//cyoD//mdoD//narX//nrfA//secA//allD//proC//yehU//ybdM//eco//torS//rrrQ//sgbU//znuC//yhjB//zntR//ispH//nepI//rimP//mcbA//yihQ//fepE//gcl//sfsA//ansA//dgcJ//fepB//flgC//galE//bglA//panB//rpe//flgI//wzzB//yfeW//rpnD//mprA//flgC//fliZ//flgD//purR//pyrF//crr//mglC//pncB//rrrQ//ydaC//trpD//cusC//rnb//pgaA//dsdA//argC//leuC//rpsA//zinT//rplI//zraR//bglX//tar//ybdM//baeS//nuoE//zinT//hsdR//metK//phnP//pabC//fecB//glnS//rfaC//mlaE//ykgF//queF//ibsA//glgP//lpxP//argI//cas3//fixC//tsr//ccmE//rlmI//gudX//rsmG//pyrB//flgJ//astC//yehP//accD//folE//mdtE//tonB//ynhG//mtfA//ygfZ//pyrC//nuoH//rna//udp//amiD//trpC//ynaI//lon//otsA//acrF//nrfF//yhdW//ribF//lolB//nusA//fliD//mreB//dkgA//yidQ//basR//dtpC//livK//lolE//panD//ddlA//amiD//atoB//cspI//rppH//yibA//gadX//yhdW//manY//fdhF//
GO_0060274_5	prmB//
GO_0060326_5	yejA//
GO_0060341_5	gltL//yehA//
GO_0060491_5	yiaT//agaD//dnaN//basS//
GO_0060566_8	hofN//
GO_0060567_8	rimJ//glcC//lpxL//
GO_0060699_8	elfA//ybiY//aroK//ybcL//lsrD//
GO_0060700_7	fadK//uspC//kch//ydaV//mazG//
GO_0060701_8	aspS//ugpC//yiaA//comR//cyoB//
GO_0060702_9	kbp//nusG//fieF//yghW//yhdX//
GO_0061013_7	aspS//hsdM//upp//mdtO//yjcE//
GO_0061024_4	ybaO//ftsI//greA//fdoI//lpoA//yceD//melR//dgoA//mipA//alsB//cysQ//ycaN//
GO_0061077_4	tdcG//tadA//glsA//fimZ//tktB//yhjX//metK//rpsH//zupT//alaE//glcA//pgk//dhaL//mdaB//glxK//mdtL//bioD//holD//ygcW//rhaT//glpF//puuB//fliL//
GO_0061475_9	ompW//
GO_0061504_8	napF//
GO_0061610_5	nagC//
GO_0061615_7	cspB//puuB//
GO_0061687_3	yidR//surE//cobT//gcvP//pcnB//ybcJ//
GO_0061720_5	yfdR//ompF//der//rlpA//
GO_0061727_6	murD//epmC//rluA//gcvR//lpxC//thiP//opgG//mrp//fdhF//yieF//potE//fryB//yadI//manX//cheR//znuA//gatC//hypF//valS//lysC//gatC//cysB//deoD//yciK//
GO_0061984_6	rutA//
GO_0061985_7	yqhD//
GO_0062012_5	opgB//glpK//nuoG//tnaB//rlmH//ykgO//murG//gsiB//murE//gfcE//tar//
GO_0062013_6	pldB//malK//dppF//
GO_0062014_6	speG//galF//
GO_0065002_6	mtnN//glmU//nfuA//ydcS//ssuE//folD//tusE//frvA//
GO_0065003_5	yehC//rplN//yhdW//mcrA//prfC//sapD//preA//talB//bcsQ//putP//hinT//ubiH//abgT//wcaC//clsA//hofQ//yhdW//yaaU//fruK//osmC//aldB//fucK//fetB//acrE//rusA//csrD//yebQ//treA//ftnA//ybaK//feaR//rpnA//waaS//arnB//waaG//hsdM//tehB//ascG//ftsP//yedP//rcsD//sfmA//mltB//phoU//tcdA//rarA//cydD//dhaK//sppA//dapB//caiD//ubiJ//lysC//metB//kduI//rplW//ggt//iscS//rhaR//glmS//yqcC//arsC//pepN//fimG//aas//fimD//mdtC//insA-2//pfkA//rclR//rplS//dppD//epmB//kdsD//pmbA//kbaZ//aroB//malY//lpxP//pflA//otsB//hypF//yehW//yhhY//hycH//rutR//ycgR//ulaF//yneJ//glgS//lexA//ldhA//
GO_0065004_6	mcbA//
GO_0065008_3	puuR//yajL//pcm//gltS//gatZ//gudP//stpA//rlpA//hybG//malX//cysB//ygfX//cysI//yigB//mqsA//holC//yihV//lldD//xanP//sapA//tyrB//ssb//kdpD//potA//pepT//hycH//psuT//oppC//fixB//glmS//nadB//dpiB//amiD//adeD//malI//cnu//puuE//yohC//hofN//ribD//smrA//atoS//dinD//puuD//cas2//rsmE//intA//upp//kdsD//ubiH//yoaB//rne//nuoF//uxaA//rep//efp//chbB//aroH//maoP//ccmC//eutA//argB//higB//bglH//moaA//ftsZ//rihC//gspE//btuB//rplX//srlE//yjiM//iraD//coaA//lysS//nadB//katG//ilvN//oppC//yfjR//ybiH//pheP//ytfT//apaH//rihA//sucB//rpiA//hns//yaaY//recB//appB//ydiO//yfaU//melB//ytfQ//nuoH//ccmF//zur//topB//fryA//orn//rppH//acrF//cysK//dusB//sfmA//yibF//gspE//hycI//recJ//gsiA//iraD//yahO//rsmF//dhaR//hybE//yraJ//ynfE//alaC//lpxB//rnt//cobB//dppB//mrdA//rhaD//allD//ygbN//rpmJ//focB//fryC//lpoA//
GO_0065009_3	ynaE//ybiO//xisR//rimJ//ampD//sfmA//hisA//narK//sucD//erpA//ynaI//hyfC//clsC//aes//metN//rbfA//mreB//dppB//cutC//creC//tamA//betB//rseC//fimA//treC//tisB//avtA//yphB//deoR//sfsA//frvB//dsdA//cspA//ybhI//rplK//mcrB//bssS//pepT//nsrR//fdhE//dcuR//adhP//rpsK//hiuH//lipA//luxS//truC//hemF//ydcR//guaB//gatD//eutR//emrD//iscS//zitB//yidC//recC//modB//serA//corA//amiD//ybdH//ydiB//baeR//bioC//speA//lnt//trmO//dppF//bcr//rpmH//mrp//nagA//rluB//rfaQ//ycjD//plaP//
GO_0070084_7	ulaR//
GO_0070085_3	abpA//pgl//
GO_0070178_5	ynfK//
GO_0070201_6	ldcC//cmoB//glk//
GO_0070206_7	abgA//ychF//selA//murJ//
GO_0070207_8	grxD//ygjH//lptB//leuS//
GO_0070297_7	potA//
GO_0070298_8	dacC//
GO_0070301_6	gadW//gloC//aqpZ//nrdH//ydgA//srlR//purA//araC//rsfS//otsB//
GO_0070329_5	wzb//sodB//
GO_0070413_7	argT//tldD//
GO_0070415_6	priA//mcbR//
GO_0070417_5	yfiF//argR//kdpA//fimZ//
GO_0070453_7	ubiG//
GO_0070475_7	ytfQ//cysG//ybhF//pgpA//ytfP//ybhR//cpdA//fixB//kdpC//ygeA//tsaE//rclC//mrdA//pyrD//mngR//tadA//dcuR//frdD//ycjD//
GO_0070476_7	yfjV//lysA//
GO_0070482_4	agaC//appA//ydbK//glcC//
GO_0070525_7	yaaJ//pflC//lgoT//kdgK//
GO_0070574_9	ompF//cspI//ileS//mgtL//
GO_0070581_8	osmE//
GO_0070588_9	yraJ//
GO_0070589_6	ydjJ//hyi//thiM//dsbC//recN//lgoR//rpsR//mraY//yneL//ycdY//wzzB//hybC//aaeA//manZ//araA//rplI//nrdD//hisG//uxuA//gnsB//ilvB//fliA//murG//rfaC//matP//hisC//yfgO//rcsA//raiA//malI//relE//secB//yaaU//fnr//rcsB//nuoG//ycjD//ompC//serC//pdeK//pepD//yjjU//rbsA//
GO_0070627_10	ycbX//
GO_0070646_6	yghB//
GO_0070647_7	yidC//
GO_0070689_6	frlA//galP//
GO_0070716_8	frlR//
GO_0070726_5	rutA//ftp//
GO_0070727_4	mreD//yqaA//rarA//acnB//lpxM//yjhB//zipA//ytfT//surE//yrbG//ytfQ//yqjI//tamA//hcaR//fadK//ymfA//cydB//
GO_0070778_6	tusD//rmf//
GO_0070838_8	spy//rpiR//fucP//pyrL//glnA//idnT//glcB//cspC//ycfS//treC//fucI//dinJ//ogt//puuR//patA//
GO_0070873_7	yibT//ydeP//
GO_0070874_7	iraD//
GO_0070875_7	aldB//
GO_0070887_4	umpG//hybE//yadM//intZ//yfiC//diaA//nanR//tdcC//sdaA//sfsA//ygaZ//argE//ybiV//insI1//waaO//atpC//allC//yphC//ulaC//greB//ybjI//yaaY//yoeE//ybcM//tnaA//hokE//rpoH//ubiD//acrD//murD//ddlA//gyrB//ybcJ//cnu//tnaA//ytfE//sufC//glnB//waaZ//rcnA//thiM//hemD//gfcE//rppH//thrA//chpS//plsB//hdfR//clpX//prmC//casD//rlmB//pflB//dgcM//trpA//ilvD//mltD//fimD//ydcM//ygeV//
GO_0070894_6	serC//
GO_0070925_5	ybdG//ppiD//yidE//yhbQ//cspE//nrdR//uxuR//fklB//rsmI//dld//
GO_0070930_7	fis//
GO_0070972_7	yqeA//
GO_0070981_6	gspF//
GO_0070982_5	menD//
GO_0070988_3	exuR//yieE//
GO_0070989_4	sfmF//
GO_0071103_6	yagU//yneE//narP//lolD//proW//dgoD//glxK//htpX//prs//panE//acrD//rnlB//frvB//tqsA//cof//dcuC//ulaE//xdhB//dtpA//
GO_0071139_6	trmL//fbaA//
GO_0071214_4	nac//wza//ycfJ//ypdC//fecB//zapD//pabB//dmlA//rsmJ//nhaA//aer//hyfA//kch//mrdB//yjjG//metL//yacG//cysH//cueR//yihX//cpsG//lpxD//uacT//alsE//
GO_0071218_6	soxR//
GO_0071229_5	opgB//fkpA//modC//yggX//dgcT//
GO_0071230_6	gyrA//
GO_0071236_5	lldD//dmlA//xapR//rnr//sgbE//trmA//yibA//nac//ttdB//melR//trxA//ftsX//yjhC//mtgA//rlmN//allB//flgA//ydcO//
GO_0071237_6	rplI//lolC//
GO_0071241_5	galR//rnpA//sufB//tolQ//ilvL//arfA//gdhA//torS//lrhA//proX//hdeB//yeeY//dnaA//sufA//yiaT//pdeR//yedA//
GO_0071243_5	glgB//
GO_0071248_6	cbrA//symE//betI//accB//uidA//fliT//glsA1//rnd//ftp//sufB//prmC//mipA//tabA//rspB//
GO_0071249_6	ghxQ//acrZ//
GO_0071250_6	tusC//nrfG//
GO_0071265_5	proP//emrE//rpoE//clsB//mutT//
GO_0071266_6	oppA//glgC//
GO_0071267_6	yjiR//rpmA//mglB//
GO_0071270_6	thiD//glk//
GO_0071271_7	mdtP//fhuC//
GO_0071276_7	recC//galR//
GO_0071280_7	infB//grxD//
GO_0071284_7	rfaB//
GO_0071286_7	cysG//pnp//
GO_0071287_7	appA//
GO_0071288_7	hscA//asnA//
GO_0071289_7	prc//
GO_0071291_6	glnB//
GO_0071292_7	rplP//creB//
GO_0071294_7	yehU//ihfB//
GO_0071310_5	argT//araA//elaB//mukB//plsC//yahN//metL//sbmC//hemF//lysC//sfmC//
GO_0071417_5	dcuA//macA//ssuE//
GO_0071421_9	nadC//tsaE//srlE//
GO_0071422_7	zapA//hypA//mdtP//
GO_0071423_8	btuF//
GO_0071453_5	cobS//citC//yieF//
GO_0071454_5	rnpA//vsr//
GO_0071456_5	ybhJ//
GO_0071467_5	glgA//dtd//ynfK//fmt//yphB//yidA//rimI//kdpB//yfdO//livK//pitB//
GO_0071468_6	fucO//secF//tdcD//proS//ccmF//rsmB//clpP//acpS//glsA2//yqiJ//
GO_0071470_5	nadE//yibF//rph//araF//elaA//yhdW//araB//mtnN//lrhA//holB//
GO_0071474_6	wbbK//nuoH//ydjM//ynhG//
GO_0071478_5	artI//adk//yrfG//
GO_0071482_6	cspI//dkgB//rcsF//
GO_0071483_7	holA//
GO_0071495_4	cobU//dgoR//lysA//
GO_0071496_4	gdhA//tyrS//ycgR//tpiA//aaeA//fimE//mhpC//ompW//afuC//rplO//pgpB//surE//wzzB//hupB//bipA//nemR//ydeT//mraZ//ydjM//cas3//pspG//poxB//aer//bcr//eutA//pstC//opgD//rfaG//ydfH//osmY//ygeW//zapE//srlE//pgpB//yhcN//yidK//cadC//ykgF//malZ//nei//dinD//pyrE//ribA//msrQ//cheB//ygiN//cpdB//prpR//hcaB//rpoS//rraB//yqiH//sugE//
GO_0071500_5	ykgM//
GO_0071502_5	ansB//
GO_0071545_6	gsiD//rlmG//
GO_0071554_3	treC//sfmC//mrcB//glpD//rhtA//ispA//rpsK//atpE//gstA//yiaJ//alpA//ymgC//rpsM//tar//marA//yibA//mprA//gloA//nrfA//emrD//flgH//melA//xseA//
GO_0071555_4	tehB//thiP//apaH//cspA//rplI//bluF//gatD//yohC//bamC//pmbA//asd//atpE//rbfA//
GO_0071577_9	livM//ydhQ//fimC//kdsB//aroB//deoC//fadH//
GO_0071616_6	aphA//wrbA//
