#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	moaA//glgC//uhpC//rmuC//
GO_0044038_6	asnA//moaC//ydiB//phnG//dsbG//lasT//rnb//lpxC//lolE//exuR//ycfL//amiB//hcp//ydaC//rffG//priC//erfK//gmhB//hns//ydeI//tynA//aceA//yjhI//dgcN//cheA//thiM//frvA//cdh//aspC//yoeB//tgt//metQ//ybfE//rhlE//panZ//sucD//fruK//mprA//asmA//chbB//ydjE//rnt//ispH//
GO_0044042_6	lysO//rng//potI//yjjU//yebS//yedF//mog//yhbS//waaF//erfK//ybaO//yoaB//yigL//amiA//envZ//cspE//yraK//gstB//trkG//fimF//ldrA//
GO_0044070_7	thrB//aroG//ybdG//nanR//
GO_0044085_3	ydfD//tbpA//pgsA//alsC//hrpA//appB//nupC//rbsB//gcvP//yddG//nemA//lysO//idnO//hpt//ibsE//nrdG//mdtN//menB//yciH//
GO_0044087_4	glcB//hprR//fucP//hemN//dnaK//rpsT//fucA//cyaY//argT//opgE//prpC//gudP//sbp//xdhB//purU//ynfF//fimE//preT//crcB//lpoB//sucB//purF//glnS//rsmB//gfcE//yqaE//smrA//ssuA//trmH//tdcD//fepB//ygaV//mazF//hofM//
GO_0044089_5	clsB//speA//dcd//nhaB//ybhD//pykA//secD//rplI//fdnH//ydcI//modA//ppx//cheZ//
GO_0044092_4	asnB//gluQ//aaeR//satP//mdtI//fimC//degQ//rlmH//rfe//rpsL//scpB//dcp//folX//rhmR//yfjR//fimB//torI//lpxB//tusB//tcyN//entF//prmC//cheW//psuT//atpA//crfC//yehA//ynhF//lipB//ydjK//rsmC//ubiG//atpB//aslB//frmA//cho//
GO_0044093_4	npr//tyrB//mlaD//yqhD//msrA//sstT//yjjQ//potI//yciV//marR//glgP//aaeB//ppiD//lysO//phoB//phoP//insI-1//sfsA//norV//phnN//rplT//paaX//hybG//elaA//zraS//dinI//ydbK//
GO_0044106_5	ilvE//agp//rbsC//rclR//rpsH//ralR//leuO//gpmM//ascB//gph//yqeF//mdtF//hisA//yfaV//fetB//fliK//ilvA//rpiR//entB//kefC//yceD//agaA//nuoL//ybeY//putP//rlmN//cyaY//
GO_0044179_5	yjbB//
GO_0044208_7	yeaD//
GO_0044237_3	lolE//cysC//paaD//acpP//mdtG//rsmE//yejB//yfiE//ubiJ//phoP//ldtE//secA//gntU//bcp//gcd//yajQ//wcaC//panD//eutK//mtr//puuB//rffC//lepB//dnaE//rluB//agaC//cbpM//gntK//appA//yegT//yfjV//secG//flgC//metG//eutR//hchA//dapA//yeiG//yadK//rlmM//dgcE//ybaO//rpmB//livG//msbA//yqgB//ycaN//thrC//ynfH//frmR//pgpC//wzzE//ccmF//bioH//hns//slt//hycB//cbpM//hofO//bisC//gpsA//zitB//hyi//pflA//npr//entE//citE//mlaB//kefB//thiP//thiI//spoT//yihW//tus//mscK//rsgA//cof//ybiH//yqjI//chiP//sugE//yjbH//fepC//galS//azoR//map//fixC//kgtP//rzpR//dcyD//mdtE//recE//ompC//nupG//yihU//hprS//yddL//umpG//allD//chbA//glsA//pabB//glpX//fumB//glsA1//dmsA//murF//nsrR//yafE//mlc//mhpC//nfo//waaA//secD//gntR//frc//mdtG//lgt//purT//ldtE//cpsB//proQ//mcbR//artI//yfjR//rihB//narK//nupX//dusC//rplE//ushA//xisR//aldA//ampE//ybgQ//narP//yqcG//secE//rbsA//queA//allS//nfuA//wcaJ//yfeO//gcvP//ymgF//yehX//ssuE//clsA//proC//fabA//hslU//yhcD//dosP//xdhB//syd//cynX//wzzB//fetB//napC//gcd//wcaC//araE//ycfL//recE//ydhC//hflK//yfeD//xapA//pagP//sulA//msrC//bdcA//feoA//cysC//sbcB//fecC//yfaL//yoaA//yqiH//yjiY//mngB//mrcA//rfaB//solA//bisC//yfcF//miaB//mraY//fadJ//ltaE//pyrH//bssS//dnaB//rclR//ygfX//tqsA//glxK//sdhB//prfC//tcyJ//xthA//accA//dapB//acrR//intF//tas//dinG//aslB//yafC//polB//glmU//yfeD//xdhB//pepQ//afuC//yhcN//gspI//bioP//gatD//cysA//rluB//eamA//rpoE//fadR//bioH//polA//yihQ//hha//ghxP//phoP//proW//sfsB//birA//dhaR//torD//caiD//dcm//cspI//ycjP//yajR//dgoA//hfq//dgoT//rep//flgD//mntS//fimC//ppc//syd//mdaB//msrB//waaH//dcp//dapA//yraJ//gsiD//glxK//ftsW//cdsA//rho//feaB//udp//alpA//emrD//rep//yaaJ//rplN//crfC//cysH//preA//ydhK//rpnA//elfG//dcuD//ybgP//rsmE//spoT//fhuC//aidB//kch//rzpR//tehA//tolA//ynfF//opgH//ygbL//hipB//cobT//csgB//epmB//malQ//rng//bcsQ//miaA//yddG//tsaD//yehC//mutT//acrF//galP//chbF//dnaX//pdeD//abgA//potA//thiE//yrdA//flgI//folX//yihR//tsf//caiB//feaR//zapD//rplF//rplQ//yhbQ//rlmI//sgcR//kefB//otsB//ssuB//rne//prlC//infC//ybhS//nfuA//rlmJ//holB//ybjI//rpsP//betA//sucB//nanR//malZ//hofC//lnt//melR//ychO//rfaB//dgcT//phoP//csdA//qseB//yfjR//qorA//aslB//rarD//ydfH//ydaC//cynS//yehD//secA//yibT//truD//ibpB//yijE//gldA//eno//wecC//hsrA//ldrB//fdx//gloC//efp//lysU//rph//satP//ynbC//lolC//msrP//rutG//trg//pdxA//malS//gmhB//cueR//ynhG//fetA//waaU//bioP//ompA//pdxB//sgcR//ilvD//frvA//insA-1//tsf//rsmG//mtgA//sdhD//rcsD//otsA//rffT//secE//ydhJ//lexA//galU//fumA//ycfH//uacT//groS//gltX//flgB//higA//mreC//iclR//hemH//yiaM//purR//rseB//yjiY//entS//allR//ybeY//yfeW//murB//dcuR//yfiF//mzrA//recE//ybhP//rfe//lpxH//ulaG//guaA//aspC//ulaC//dacD//rplC//rseP//rpsK//yfeW//cbrC//mtlR//gadX//manY//caiT//hycH//abpB//birA//amiA//rnt//yidA//speG//rpsS//ssuC//fis//deoD//cynT//ybbW//proS//dapF//lnt//puuD//yagI//nemR//nanR//aroP//rpsJ//nrfB//qseB//glrR//yadK//hypT//lysS//bcp//dnaK//nusA//rpe//mepS//yjjG//dapF//ghxQ//yjiX//yphF//rcnA//sulA//stpA//dinB//pepB//macB//guaA//manY//nudC//yjjQ//dppA//gutQ//cysQ//hslV//yieF//uxuA//acpH//secD//fepD//bcr//ilvI//nfi//lptD//hlyE//ilvA//nadC//gatZ//yraH//flhD//wcaB//brnQ//ykgM//chaC//rhtC//arsB//modC//yidD//acpS//nei//dusC//tolQ//fabA//ulaF//tatB//selU//blr//kefG//csdA//galP//frwB//gatA//holB//elbB//rhaM//alr//glsA1//yqaE//kefC//tatD//bioP//gpt//ydjK//uof//yidC//rsmE//cyoD//epmC//yaaY//gdhA//nikB//mcbR//fepE//psuT//tdcE//mreB//dxs//ycdX//sseA//mdlB//aroE//hcaF//rhtA//intQ//yojI//ygbN//nuoI//eptC//aroD//citG//fbp//dgcJ//dgcQ//ydjJ//rlmG//rclB//yejF//kduI//smpB//pgk//pyrF//mdtF//maeA//ltaE//lplT//rihB//rcdA//gmk//mrcB//frc//lplA//allC//yjaZ//gltX//ccmD//fixC//hyaB//rpnA//puuB//glmS//yqcG//nuoE//fdnG//oppC//yceO//mdtN//queE//ybhJ//selD//leuO//topAI//glcD//emrD//flgD//ccmA//dhaM//mdtI//yjbE//kdsC//pncB//bamD//rplN//umuD//uxaB//brnQ//degP//umuC//mltF//yggW//sfmC//ilvM//lnt//pyrL//ihfB//tus//rspB//dnaC//cutA//mepS//thiI//insI1//opgB//flgD//coaD//nrfA//ravA//lptE//srkA//rnhA//ypjD//yhjR//preT//qseB//lplA//cspD//idnT//fetA//recN//cspD//rlmI//hinT//mutH//rpoS//waaP//pabC//apt//ddlA//infB//flhC//tmcA//yjcS//cysM//fumA//asnS//eco//pabB//ldcA//hdhA//rpsK//phnP//mreB//ymgF//pppA//pppA//norR//ytfE//hemF//aroD//hyaB//xylE//xisE//trxC//nadK//surA//tsf//rnt//rplQ//tktA//hypB//spoT//ybiI//ppiD//uvrC//proQ//fimE//appA//aidB//elfC//uxaA//ortT//tolC//tomB//acrZ//soxS//ychH//nuoE//dicC//dcuR//hyfA//ygeV//recT//pabC//dacB//msrP//def//dnaK//recO//glpF//rplA//narX//feoB//dcuD//yidZ//fepA//kilR//mliC//rplE//nuoN//trmA//hybG//nlpE//acrR//cyoE//yfdR//dtpD//rtcR//ydjE//cca//paaX//rpmB//rpnD//emrY//tcyJ//cstA//ebgR//casD//birA//tus//mepM//yagJ//livF//clpB//rssB//purD//rluD//eutR//rpmF//otsA//zwf//sgcR//rrrQ//puuA//eptC//cynT//rutF//aes//bolA//pckA//rpnC//ssuB//rplB//wzb//dinJ//allD//hha//frlA//mepH//hrsA//yhbY//cysE//entB//ebgA//ycbB//ortT//gudP//lpxC//yihI//tolQ//ycfL//mltF//dnaB//bacA//deoC//rseB//ytfQ//mglA//yfdS//glk//clcB//betB//aroD//cydD//polA//uvrY//alkB//pnp//ymjB//ynhG//garK//cueR//livH//mdlB//amyA//arnT//torA//ubiI//yecS//glnA//tgt//rpmB//nrdF//tas//atpH//malI//setA//melR//yadG//menH//gsiC//hcaF//ulaG//yiaB//srlD//orn//lexA//hemE//ynfE//pcnB//selB//evgS//rpsR//yjjQ//dgoT//ggt//amiD//murB//hrpA//glsB//yhhY//clsB//flgF//yaaA//preA//yahK//ispB//galE//intS//adeQ//hemA//greA//fliZ//rpmC//dosP//mdlB//panD//marA//wecA//creB//mhpA//purL//ymdB//wrbA//hemD//decR//hdeA//waaS//hscA//cpoB//cynX//ssuD//yhbS//dld//yhcH//lyxK//rsmF//ppx//bioD2//yajR//cysE//uacT//nikR//fdoG//yraK//fdoG//ccmG//frdD//ddpA//artM//ldcC//ptsN//aspC//yhhZ//sstT//pbpG//paaK//bacA//yqgF//helD//fucP//ssb//gltX//hpt//yccX//frc//ybdR//ldtC//nudF//glpD//yddA//aldB//slt//gatD//ybdZ//flgF//mfd//ygdG//idi//pliG//tomB//glnD//arcB//rpsM//trxC//pinQ//purA//narZ//fieF//ydhK//hipA//mdtC//fecA//gntP//rplY//sapA//ogt//deoC//dgoT//insI-1//citT//fabZ//znuB//hybF//dmsA//narX//allC//ilvC//ldtC//rpoH//ppiD//ratA//dhaL//glcD//dkgA//nrfG//ydeE//yhdX//tatE//hcaR//cbrC//feaB//acpS//pdeD//purU//ribF//yagJ//ribE//fabD//uspE//uxuA//torZ//tcyL//ttdA//lldP//sufB//stpA//ilvN//pgm//ynhF//abpA//atpH//waaZ//hscA//ptsP//cspE//gph//gltD//nudB//acrF//gltS//yihU//ybdH//cmoB//pepB//torY//tdcB//nikR//uvrD//dauA//rpmG//srlE//ydiF//preA//fabI//nrdF//yhbO//rbsK//tmk//ymgC//rhsD//paaJ//yihR//rplB//hyaA//yehU//rsmF//envZ//tpx//pyrH//ogrK//fdoI//mtlR//yaaY//ydfK//sufB//katG//skp//fdnI//asmA//mqsA//cobC//hyaC//nepI//uxuA//hscA//mdh//fcl//ycbV//rzoR//fimB//rsfS//bluR//fbp//parE//cadB//mcrB//lgoR//phnJ//flhE//pepT//rplP//adhE//pinR//fdnG//fcl//phnL//dgcJ//uspC//nudG//rimM//csgB//betB//ratA//yqcC//hemE//paoC//ykgO//frmA//yiaU//dtpB//topA//pstS//rpiA//argS//avtA//cysE//mutL//msrA//murQ//otsB//comR//nrdH//zapA//prmC//hcaC//tamA//gntP//sulA//ydfH//yjhI//dinJ//bipA//rpiB//hybE//ydjE//glgB//iscX//kbp//nagK//acpP//waaQ//gadX//dgoK//atpH//dsbC//yibT//degQ//ascB//fadR//rusA//uidC//pyrB//tamB//yaaJ//gdhA//hofM//rnlA//xanQ//sbcB//secE//cpxA//lpxB//metF//sdaC//alaS//rlmE//lnt//serC//yfiC//yhbO//araE//hyaA//yadI//znuC//fabI//yidL//dhaL//prfB//ygbI//potC//ykgM//glxR//yqjH//ynfH//lgoR//oxyR//yfaX//dsbC//yciA//murG//pdxA//pstA//nagB//menC//yibF//yedP//phnI//rplX//flgM//rbsK//ddlB//rsuA//nikC//agaS//manY//hofP//arnA//zraS//rbfA//mukB//torZ//yiaB//rplC//tusA//asr//fadJ//proC//tatD//hybO//pykF//paaK//nagC//gudD//scpC//oppB//ridA//fhlA//phnO//ydhC//lsrA//coaA//sugE//nfsB//ssuA//lsrR//mcrB//rpe//mlaF//yfaU//codA//rfaQ//pth//bioA//dgoK//ydaV//ynjA//mdlA//yqeA//mltB//gstA//rbsB//ycjP//narH//yadC//mhpA//tnaB//hofQ//mdtE//uvrD//dxs//yfjR//priB//yjaZ//waaH//dsdC//rsmF//yfiE//amiD//ybiJ//tufA//yciT//recX//lldR//wzzB//dmsC//rpe//phoE//xapR//clpA//rne//rplF//waaO//fadM//pepQ//nadC//mepM//gntP//waaB//metC//aceA//ppsR//ybhF//lplT//udp//gcvT//sodB//pyrD//ebgA//ybaT//yddA//thiE//afuB//rfe//ugpC//rseP//eamA//basR//nanC//katG//marA//insI-1//pgaB//slt//ibsD//htpX//aidB//plaP//yjiX//lolE//rhaD//fur//argA//potI//edd//tcyP//rmf//lipA//rluD//cirA//rutD//elbB//hypD//appB//phnC//speG//truD//ytfQ//gpmA//entF//cdh//entS//zapB//dsbB//yhcH//yegT//ompR//ybhP//pheP//ibsE//yjbH//citT//chbA//purA//rpnA//srlE//ydcZ//deoD//gatB//fieF//ydiP//fieF//potH//osmE//ptsN//uvrD//aroF//xylH//lhr//acrZ//envY//xylR//yahN//leuO//mgtA//fre//ygbL//manX//rimP//torC//fabB//pspA//yrfG//insB-4//proV//psd//livG//cdsA//torA//rpsA//yehP//rssA//ompL//mltF//nac//yjhH//sseA//glnS//gntP//ansA//lysS//rutE//fcl//dmlR//narZ//leuS//cysG//yeiG//waaH//brnQ//bssS//birA//aslB//aceK//cmk//ridA//narQ//queF//lsrC//dtpC//rplB//rrrD//mutL//pspA//ogrK//fabG//tnaA//bhsA//ynjA//gstA//ydiO//ppiA//ypjD//npr//mdtF//narG//hokE//ybaK//sbmC//lysO//hslU//mhpR//tisB//setC//hprR//ubiF//hofN//rfaH//preA//fliT//kgtP//ygbI//pinE//rusA//mscS//sucD//tilS//yecS//chaC//torC//cheY//frdC//ydcT//nadA//fliZ//gloA//ydfK//dgkA//selB//selU//fetB//lptA//abgB//sdhD//osmF//yggE//rhtC//lysR//yieF//fepB//sfmA//yggN//tsaB//thiP//tyrR//moaE//ccmA//thrB//ypdF//rihA//phoU//rpiA//hemF//abpB//infB//mlc//yedF//glnS//hmp//ppsR//gapC//ulaC//envC//dxs//glyS//garL//katE//lpcA//msrB//yiaM//ccmF//arnA//hslO//atpG//cmoA//lysS//rpsT//yfeW//sgbE//sapA//kdpE//waaB//rutE//alsE//cptB//yhjB//fliZ//minC//ompT//pyrE//zupT//leuB//glpD//osmF//ynhG//glgB//flgI//rpmF//ytfR//yecS//dgoA//aceF//hxpA//ymfK//hmp//gltS//hofC//chpB//wecB//zur//fimE//rzoD//sbmA//fliD//ansA//yadV//sdhB//garP//bglH//ybgP//pflA//yciA//ybbY//fumC//dsbB//oxyR//ynfE//hisP//ybbN//frdB//mazG//ymjB//cobC//agaW//rplN//mioC//frlR//ygiB//csgG//uvrB//ssb//yqeF//ulaF//lysS//yegT//ybcC//sfsB//stpA//yhdX//norV//ybhG//nrdH//dicA//aaeB//yibA//rpsM//cptB//yrdA//smrA//yccX//folP//bdcR//araD//relB//dosP//sdaC//sucD//nadA//ydcM//tusD//degP//ygeA//ppsA//moeB//alkB//eutB//kdsB//sugE//treA//waaL//thrL//ydcI//patA//ygbI//yjjI//waaC//ldtE//ydhJ//narZ//glvB//secA//eutN//hofN//araB//fetA//dapA//tar//infB//murA//
GO_0044238_3	rlmL//folA//trmJ//dapA//mukB//csrD//hpt//agaI//gmd//ebgR//yhjX//fdoG//rapA//fixC//nac//intZ//phnO//ybjL//iscU//rfbB//glnS//nuoG//mipA//pstC//rpmJ//prfB//yfaV//malE//eutR//artI//rutC//plsX//thiE//thiH//ypdA//ttdR//ybhJ//zupT//ubiC//efp//ygjK//malX//casC//yaaA//purL//ypdA//nanC//dinB//glpX//hicA//fadI//zapA//bioF//yaaA//mepH//fliD//yebK//pal//hda//malE//csgF//sgcE//hupB//exuT//agaR//uspE//dinG//pstS//sapC//wzzE//rluE//sgcA//selU//yfgO//fdoI//acrD//hxpB//aroF//abgA//clsC//hicA//ompN//nagA//nudB//rsmI//nanT//caiF//potD//sgcC//tynA//yfcG//rfaD//ssuB//envR//phnK//prlC//fecB//ybjX//ccmD//bepA//ydfD//pstS//murG//fucA//yhjG//ycjU//ibsB//viaA//rbbA//kdpC//lpxB//trkG//flgF//ruvC//hcaB//yejB//flgI//ybgI//ybfA//csgA//lacI//alaS//narJ//lolA//uspB//fryB//yagE//sdhE//yneL//gmk//coaA//dcuA//wcaC//ihfB//dut//lptG//matP//yebS//bsmA//sfmF//fadJ//ubiD//fdrA//acpT//emrB//rimK//entS//chbG//ybaE//mrdA//trmH//kdpA//nuoL//rimM//hsrA//marA//yggT//ydjL//pgaD//iaaA//yfhH//frc//rluE//yrdA//dapA//fmt//yieL//moaA//glpK//focB//tyrB//pgaD//yghU//purA//dmsC//elaD//lsrC//fieF//nuoI//fruA//fieF//ycbB//zraR//chbR//lamB//paaF//leuB//chbA//sapC//purB//narX//cnu//ykgF//rpsH//yajD//fabB//abgB//actP//tbpA//rnhA//rpoD//rarA//ydaC//dacA//phnP//sgcX//tktB//katE//serC//gntK//mrr//bdcA//arcA//bglX//yfeX//allB//hemD//fetA//yfiR//flgH//rplF//nikA//ecpR//yohC//artQ//ypdC//potD//rbn//ldtD//erpA//yieK//phnO//mgtA//dgcN//trmL//cspE//eutD//pspD//marA//secG//clcB//mutS//mak//yebK//norR//nusA//yidK//mlaF//gudX//yqaE//nagK//metG//cvrA//mutM//glsA//oppB//yibH//viaA//fkpA//araE//rep//narG//yfeD//secD//pntB//nadC//ynaE//trxA//rbsC//hrsA//macB//rffC//gutQ//ccmD//ansA//crr//yehY//ybiH//rnt//def//kdpF//recQ//dppB//rplM//tomB//ldcC//ibsA//ssuD//deoB//pgi//hyfA//mdaB//cusS//rayT//rhtB//arcB//dcuS//acrZ//alr//ligA//fis//trmJ//ubiJ//yfcV//bacA//dsbA//atpA//wzb//nagK//dcd//yeaD//mdtN//speG//purC//ilvE//yjiX//frsA//mraY//pdeL//rimO//yhdZ//yghW//alsC//ynfK//cpxP//mtfA//thiL//phr//torS//leuD//pheA//crfC//basS//clpA//yihS//xylA//purC//kdpC//abpA//yfeX//ldrD//pcnB//minC//yfgI//yjjU//nrdB//lapA//potG//murI//rlmC//yefM//yggN//rsmJ//yjiY//yqgB//sgbU//ybiX//rcnB//rutD//gldA//rpsM//dnaE//rzoD//narP//tsaD//qseB//sspB//nrfG//murD//yqaA//nagA//panC//yieE//relE//ybjC//yhdZ//rutD//purN//hokB//yfdS//ybdH//nimT//eutB//dsdC//hflK//aes//yccX//glsA2//yagI//selB//hisC//rplX//tldD//phoP//yrbG//ygeR//bglH//yddL//glgS//rlmD//rsmB//evgS//symE//flhC//yeeL//ribE//waaO//glcF//hisC//yfcS//oppA//parC//ygbN//elfD//hypB//ybiW//srlR//yegT//hycI//cheR//yjgX//sbmA//ftsY//yihX//leuS//mlaF//ettA//yqeG//ybiY//ariR//dgcJ//insF-1//panD//rpsJ//hyfR//aphA//arsB//glgA//rpmG//rdgB//cbl//fadI//tehB//yciG//caiT//mtlA//mutM//ygfX//hofQ//yhiM//wcaC//malI//galU//bioD//cusB//puuR//bamC//sbp//yejE//mreB//serA//mglC//pspD//dhaR//phoB//frmB//ybgI//araA//yjjG//ybiS//degS//manZ//rfbX//betT//ilvN//fliD//yneL//yjbE//obgE//dppF//tdcE//ydaV//yceK//recB//yiaU//recQ//yebZ//lsrK//aceK//yciT//hisP//ydcT//fabH//yhjB//garK//yfeX//waaY//yafO//trpGD//lsrR//nuoL//hcaB//fabB//yciA//mepA//map//rplF//patD//lysS//dcuS//asmA//phnL//aspA//malP//uhpC//rclB//thrA//yhdH//dmsC//dsbA//phoA//udk//comR//yajL//sohB//iraP//eutN//ybaK//ybiJ//waaL//envY//yieH//hisD//glcE//recA//cmk//csgB//mdtL//wzyE//lit//nemA//mlaF//dadA//rseB//rsgA//tusA//lolD//dppC//wzzE//fimE//ppsR//slt//speC//ybaL//oxyR//birA//cpdA//yiaB//yfeR//nikC//djlC//cheZ//acs//acrF//nagB//gor//rplF//amiB//luxS//cpxA//torD//rraA//yaiP//hyaD//nudB//mhpA//ybiW//iap//yhcD//fepD//mocA//entB//msrC//nikD//alsC//ychO//btuF//mlaC//preA//yjjW//waaH//ybgP//codB//ybaM//wzyE//ycjY//hisS//hyaD//hslR//eptC//waaY//ftsH//yhbX//hemC//dinD//fimZ//rutC//menB//lptD//hyfC//yjgX//arfA//mprA//dgcT//pgi//arsC//yfdG//araB//lgoD//srlE//rsuA//ydcI//sbmA//yidE//trxA//yhfK//cas1//narL//nikD//basS//oxyR//fimD//dicA//mliC//tmcA//rdgB//smrA//folD//purD//ebgR//paoC//dxs//yphB//feaR//recB//yoaB//sapA//tolR//allR//hisF//eptB//dicA//sfmF//yagF//acpP//fimI//yqaE//yeaG//frwC//rbfA//rpnC//yqeG//waaF//tsr//fryA//rpiA//cpsG//allB//yjjQ//narQ//ypjD//dsbC//ubiD//cynX//ycdX//yehA//pgpC//birA//degQ//moaD//purN//selA//ydiB//gadX//glnA//waaQ//recQ//lacI//mioC//nrfF//ypdF//nrfA//yqcG//glgS//sspA//yebK//ydcZ//glnB//fabR//potB//ydjM//yqaE//recG//folX//fdoI//hicB//bolA//rraB//paaC//rluB//ivbL//umuD//insI3//mog//yehC//aroA//yfcG//dicC//paaE//fimE//mrr//zraS//alsE//mepM//leuA//talB//recN//ybaO//fixC//iraM//insI1//dgoR//fepD//nagD//fbaA//sufB//ybaE//hlyE//lolA//apaH//leuD//ydiV//ydcT//agaV//valS//rplP//agp//rbn//ygaZ//yadM//modC//glcB//sdhB//setB//csdE//thiD//fryA//acrZ//corA//ybjN//atoB//pdhR//fimD//phoB//frmB//rlmJ//degP//dadA//gmd//frvR//sdhD//ompW//gltP//cspA//mltD//grpE//chiP//ybcF//infC//hflD//prmB//betB//nanE//ymgC//pgrR//sdhC//ycbB//truA//thiH//chbB//ompA//frlR//ccmF//yfiE//proW//manA//pabA//mrdB//rusA//trpC//kefG//sfmF//yneE//ilvB//ygcW//truC//sgcR//fdhE//insE-1//arnT//narP//torZ//dnaB//tilS//sdhB//yggN//idnT//frmA//entS//atpA//yhgH//csdA//ilvA//araG//btuE//yhdH//recJ//yciE//nagD//rpnA//waaC//rdgB//ygfX//flgH//dhaR//speA//ftsP//csgF//ubiJ//rbsC//cysP//dinD//gatZ//paaG//thyA//coaA//glnL//yeiG//cusR//mepM//folM//sbcC//bipA//yhdH//galP//hscA//wecE//hisB//trmI//fis//mdtC//argE//tufA//yraI//evgS//dnaT//rsmI//tatE//yegT//alsK//cadA//sulA//ibsA//codA//mak//aldA//hprS//purD//cysQ//lpp//yaaY//folC//nfo//trpL//nrdD//ygfI//alr//gmd//nrdA//hyaC//metC//lexA//yfcR//otsB//oppF//ulaR//cspA//exuT//kdpD//dgcJ//thiM//lon//frlA//aaeB//waaA//cynT//xanQ//menH//yefM//proS//clsA//nupX//dnaA//maa//acrR//mltB//ynaI//phnG//accB//yjiA//rsmE//flgM//ynfL//epd//ybhR//frlB//abgB//ycfL//rarA//frwB//atpF//fecD//leuD//dxr//cynT//yfhH//yhdZ//araF//edd//priA//nagA//zinT//agaA//frmB//atpF//ubiG//pdeR//ykgA//rimK//yhfK//rpsH//pta//nrfG//fliM//cheA//dnaE//rlmG//dppA//mrdA//ydfG//slt//fimA//nuoH//ybaM//araG//purF//phoR//yjcS//clpX//obgE//truC//tsx//gcl//sbcB//galT//mdtP//der//tyrS//ycaO//yagF//yghG//yidR//osmY//mscS//glnK//yhcH//fliM//mgtL//fliT//yagF//argH//insF-1//clsB//flgD//acrE//dsbG//dcuR//mdlA//ldrA//gnsB//potA//gabP//secB//insB-4//agaV//rplR//cbrA//galM//tktB//cspG//gspI//rseB//lapA//waaJ//kdsC//iscR//perR//mutM//fdrA//pliG//lsrR//yehD//recC//arsR//polB//yfcA//mdtK//betT//cyaY//rhmR//rplC//deoA//hemF//lpd//ydhJ//paaF//glpA//nikB//flhC//gatC//yggF//sbcB//pstS//rppH//gatB//galK//yfdK//hmp//hscB//yggN//mngA//dnaN//crl//rutG//nrfB//lsrB//speE//malS//hisC//nhaR//adeD//tynA//rof//yebK//cysB//rpoD//yhjG//yihL//tsaC//ydeI//ycgR//htpG//paaA//hypC//aroH//lacI//gntK//fimG//yfgO//ariR//tynA//gph//tdcB//oxyR//yadI//fimH//mppA//entB//ygdG//gmd//shiA//xerC//hemE//yhiM//ldtE//cheA//btuB//rppH//fhuF//folC//mutT//rrrD//nlpD//msrA//gutQ//lsrG//scpB//folX//hpt//fdnH//rimL//hda//holC//tcyN//pgk//btuD//ariR//yfaV//mngA//sbmA//hda//kefF//dinJ//puuR//exbB//hokB//fimA//tcyP//gspE//bepA//uspF//dcp//orn//queC//cheA//mpaA//dnaT//decR//mrp//hscC//rihB//kbaY//ileS//rimK//ybdZ//yadK//ykgO//yhaO//ydjJ//aldA//entE//ldtB//dapA//rpsS//trmO//elfD//idnT//rhoL//entS//yahD//malP//pgaD//clpA//ybaE//envC//ettA//elfG//deoB//hisH//greB//qorA//cysI//lepB//relE//glpT//paaF//mlaB//prmB//potB//yajO//yeeY//dgcJ//selB//dcp//btuD//hybO//rplS//intF//dpiA//lgt//napA//idnO//ccmD//efp//yqcG//evgA//rpsG//gntU//yceO//ybhD//rcsB//yahI//cspA//hisI//ydiZ//ynaI//frmB//sucC//ndk//nrdG//yjhG//rsgA//idi//ygbL//ybhD//hslR//rmuC//msrB//feoB//yihL//zur//oxyR//ynjA//dcm//acpT//sucA//mdtN//nanE//mnmA//murP//sfmD//nagB//deoC//mraY//atpH//narG//atpH//ndk//uvrY//aspS//murE//gfcE//mgtL//eamB//evgA//pyrH//sucA//rssA//ffh//gloC//rapA//opgG//sppA//ibpA//entB//ghxQ//gsiA//ygbM//rpmJ//ygfA//gmd//paaJ//yeeJ//rsmD//arnF//waaP//dapA//murF//yehA//metB//mntS//glpF//glnK//pheA//yqaB//crr//cspB//mcrB//eptA//ygeW//aes//yegT//proX//yjhB//polA//pgpA//hldE//sodB//tolR//hisA//yghU//ptsN//relE//htpX//yqcC//paaC//topA//wbbK//ygiV//xylG//ydiQ//glsA1//ssuC//cyoB//caiF//sbcD//cadB//pgrR//waaG//tatD//frmR//frdB//betB//pinE//rplL//nrdA//tyrS//alsK//arfB//queE//gntU//dnaB//yeeJ//yaaU//ilvM//nrfB//ybdM//roxA//wza//ccmG//ycdX//pgl//rplW//
GO_0044242_5	fnr//nrfA//dnaA//dtpA//malF//pfkA//yhbY//ubiE//rpnD//uspB//glsA//ygfI//cydB//frdC//xylR//kdsC//hemE//ybgI//sfmC//bcsA//ydaV//aldB//
GO_0044247_6	mdoD//mprA//dpiA//fepD//clsB//
