#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mdtF//fkpA//hyaB//sufC//
GO_0034059_4	wcaC//ypdB//
GO_0034192_7	prpB//tsx//pabB//
GO_0034193_7	mdtQ//
GO_0034194_8	pheT//lacI//zraS//
GO_0034195_8	trmJ//
GO_0034198_6	yjtD//zapD//rnd//
GO_0034203_6	dicC//
GO_0034204_5	ycjQ//uspB//
GO_0034213_6	yidH//
GO_0034214_7	rfaF//era//rcdA//cbl//
GO_0034219_6	era//atpD//menC//nfi//tsr//ptsH//ubiX//bamC//nuoL//cysU//nuoL//nikR//tdcF//insI-2//araH//ydeM//zinT//rsmF//phnM//aldA//osmF//frlA//fpr//epd//sapA//ubiG//accA//higA//ulaD//allD//cbrC//dgcQ//hflD//narW//yhaC//ytfR//ccmE//chbG//yjjU//prpD//ynaI//mepM//rutG//yqgB//hycI//fepE//mlaC//yebG//rfaG//araE//dctA//dgt//phnP//potF//puuE//nagD//thrA//betT//lsrA//aldB//pepN//yafS//trpR//ybiT//ybiO//fetB//mlaF//lhr//trkH//osmC//mdtA//rlmJ//sdaA//rclA//yiiE//uspB//glmM//ybdZ//ycgV//ldtD//etk//efp//hyfF//recR//cpsG//ykfM//hisD//ettA//thiL//narP//ykgM//cydA//mhpT//rcsC//
GO_0034220_6	rutA//thiP//malP//rffG//ygeW//ftsN//ygbN//ydjJ//uvrB//ydfG//insA-1//fdhE//mntS//ybhF//malG//ycjQ//accC//tcyP//fdnH//panF//rrrQ//ccmG//ygfZ//malF//thiG//ugpB//yjbH//rnt//hycA//acpP//allB//folP//phnH//ynbD//fumB//bamE//nudC//sgcB//opgB//narP//pyrG//rnd//envZ//ssuD//macB//rnhB//yfdG//nupX//pflC//ilvH//arnT//mdtM//garL//tig//phoU//arsB//serB//casC//uhpB//xylG//mglC//tehA//rpsP//yafN//mrdB//cbrC//guaC//rpiR//fepD//acrE//minC//lyxK//ynaE//pdhR//rpe//cmoM//ydfG//btuR//dcuA//rimM//yhhY//fieF//gspE//ybdZ//uvrY//cof//speD//glgB//sucB//erpA//ydcO//ynjA//ynfH//rsgA//cpsG//panE//lon//sdaB//mgtA//rpnD//fadE//yabI//uraA//elfD//gcvH//ydcS//ugpB//ydhJ//yfdS//gspF//ugpB//ydhQ//yedL//atpH//htpX//sodB//sdiA//yqjA//mdtK//glrK//yeaK//ftsY//mpaA//napF//yhcD//gyrB//kefC//yiiM//mutS//mutS//yphD//mngB//thiC//ycgR//cysW//relE//hcaT//kefG//malP//rfaB//hflX//yfbU//fimH//yahB//ldtB//mnmC//ldtC//yfcU//nrdG//phnM//flgI//yghW//ghxQ//ydgA//nfuA//mliC//glpR//nagC//cusS//yajO//aaeR//wcaC//adiC//rhlB//rpsB//rraB//cbrA//bcsQ//intZ//dsbA//ulaA//miaB//ddlA//hslV//yieE//
GO_0034224_6	nikD//ynfE//
GO_0034227_8	acpH//chbG//pinR//mgsA//yedP//rplI//zapB//rsmC//
GO_0034248_6	rplM//rnd//crl//gltB//rmf//yaaA//thiI//fryA//eutK//gadE//cbpM//yeeO//secD//dcyD//pstB//phoQ//tdcB//nuoN//ycbB//clpA//ydiV//shoB//rclB//degS//murG//maa//hsdR//dmsA//maa//phr//yafE//prpR//rpsL//eamB//frdD//queF//metF//waaC//allD//tusC//yrfG//
GO_0034249_7	yfjV//hslJ//xthA//sufD//msrC//solA//idnD//rcdA//dcp//ydcR//ulaC//hsdR//xylF//ftnA//bolA//luxS//glnH//msbA//fliD//tdcR//yidZ//yphC//hsdR//mobA//gcvR//
GO_0034250_7	rspB//rhoL//rapZ//acrZ//yaaU//sapF//yeeO//
GO_0034258_8	chiP//
GO_0034260_5	leuB//
GO_0034285_6	sthA//
GO_0034286_7	dtpA//
GO_0034288_6	ydeT//
GO_0034289_7	ccmC//
GO_0034308_5	yjbE//hyaB//phoR//abgR//ibsB//ygaV//hdhA//deaD//pepN//iscR//sgcX//
GO_0034309_6	lolC//atpF//trpR//
GO_0034310_6	secM//trpGD//aroF//malS//scpB//cdh//
GO_0034311_6	napB//phoP//coaD//
GO_0034312_7	paaD//ftsN//
GO_0034313_7	tsaE//
GO_0034337_3	waaB//msrQ//
GO_0034355_7	yjcS//recT//yjbE//glpK//
GO_0034401_5	ydaC//
GO_0034404_5	ruvC//btuC//iclR//ycjD//entE//nhaR//ybhS//hslV//nagK//hpf//yiaT//ybfA//yieF//gnd//gntK//recN//acrR//arnF//waaG//ispF//ugd//ymfA//rpsO//leuA//hupA//rlmM//cbpM//marA//lptE//moaD//trpS//recB//insH-6//gcvR//phnJ//phoP//ybdG//nhaR//osmC//plaP//yfiR//ymfA//nanE//tehA//hisC//rsmF//rlmH//ygbM//kdpC//ymgA//
GO_0034414_9	tdk//
GO_0034421_8	uspF//
GO_0034440_4	lysA//mutY//preT//dcd//yejF//yhjX//csgG//narJ//gadB//ybhF//prmB//ymgA//appC//insB-2//elfD//ydeE//ycaO//phnC//yibT//lsrR//
GO_0034470_8	sfmD//nemR//arfB//yoaB//lptB//amiC//pyrL//lptD//pykF//ydgA//rbsB//sstT//rodZ//tisB//ibsC//aroC//ydbD//ompA//rimO//ppc//mcbA//prmA//rpsB//paaE//arcB//hisH//tus//uspE//flgH//nuoL//mtfA//ynfF//arnE//gatB//cdgI//dcyD//xthA//nfsB//rng//hisQ//cheR//hupB//mdtG//nupC//yhiM//ndk//lpxC//ratA//pheT//treA//nikA//ypdA//murE//mdaB//maa//fecC//ndk//tmcA//dapB//gsiD//fadL//gcvR//tatC//amyA//ycjW//cdh//thiL//ycjU//garR//prpR//sdhC//yadI//ilvE//hycI//dxr//yedP//malP//ykgA//ydiQ//fadE//intQ//rutG//yggP//csgB//ftsK//pepA//mdtG//lrp//thrS//sapD//nadA//bssS//yjhH//yafE//
GO_0034471_9	rplK//yggF//livG//prfC//
GO_0034552_7	yhfS//
GO_0034599_5	pgaC//ynaI//adeP//nagZ//tap//ycbX//sufD//intQ//tatD//ypdF//ydfD//kefB//alsA//gntU//yieE//ycdX//napB//add//rna//dinD//nfuA//fliZ//rbsK//
GO_0034605_5	yoeE//ygiN//yggE//queF//umuD//cyaA//mdtA//iscR//ubiC//
GO_0034613_5	rpsE//glvC//ulaG//yfbR//proS//ompR//sulA//waaG//hlyE//eutB//dacA//ibpA//csiR//xylG//cvpA//yahK//emrB//
GO_0034614_6	xerC//ttdR//putP//yciV//codB//minD//pdeD//mdaB//aspC//sdhB//yfdR//recT//yqiG//
GO_0034620_6	obgE//ypdI//zntR//ybcF//
GO_0034622_6	ortT//efp//yedP//yqjA//marR//dedD//nuoB//ydeT//ddlB//rfaH//add//yehT//yhaM//ndh//yeaD//wzyE//xylG//frdC//nfsB//rhaA//crr//narY//slt//cpsB//obgE//tcyN//hemE//rraA//slmA//ygfI//metQ//pheP//ispB//diaA//macA//trmH//nudG//fepA//yciH//topA//ulaE//
GO_0034627_10	hxpA//narY//ilvC//fsr//ugd//
GO_0034628_9	purN//gpmM//yhdZ//glpX//phoA//
GO_0034635_6	entA//tehA//ldtD//queC//flgH//dgcQ//
GO_0034637_5	ebgR//frdD//rhaB//ppk//mdtJ//dsbB//htrE//yhaJ//uidR//nudF//psuG//potF//ubiG//panF//menB//aas//metF//ybjG//pntB//lpoA//fryA//recJ//ykfM//menH//aslB//hokE//entH//nanK//marA//moaC//purD//metG//folD//dsdA//yggP//rhtC//yebZ//pgsA//pta//ptsP//malK//alpA//yihP//dhaK//murC//murD//xapB//cra//yafO//uvrD//
GO_0034641_4	cptB//talB//pdxB//yccX//hypF//moaA//dicB//rutG//nanK//mhpB//yfbU//ydeO//ydfD//puuB//ssuC//cysS//hemC//yggE//ygfA//fieF//yghW//ydiK//ibsA//galR//fadA//yjbB//ybdZ//agaR//ribA//tldD//rnhA//hchA//hemC//allR//cysG//pepB//yjeH//cysA//malS//yoaA//nadK//hslV//dxs//hybA//purT//yjaA//ulaC//cdh//yihO//rnt//pheS//ygjH//nrfE//glcB//tdcF//nrdR//zapC//ubiC//cspI//pstS//frvA//rihC//adhE//rbfA//aroB//thiI//aidB//bglF//rpsK//torD//rpsA//ccmG//yfcV//tcyJ//argH//dacB//rmf//hxpB//mutS//gutQ//glcA//mltF//secY//yiaA//sdiA//xthA//gpt//ada//yjbF//ycbB//oppC//ligB//rbsC//phoQ//mreB//apaH//pinQ//fucP//tig//deoA//scpB//cbtA//cbpM//basR//cysG//rpmG//ade//baeR//mnaT//ydcS//yhdW//leuO//glyS//ansB//cas2//ftsB//rplC//rpoA//rraA//glnS//rayT//dapA//elfD//yhcH//cmk//lepB//malP//citG//flgB//citX//csgE//yqgB//insA-1//ytfP//ypjD//nepI//zraS//lpxT//truD//ybaK//mntR//ebgR//ygfI//purA//bisC//hisG//yggE//livM//maeA//yfdG//yafN//yqhC//asnA//dkgB//ybfA//exoX//tatB//nikE//glgP//potH//rcsB//purT//fucI//cas1//dinD//selD//nikE//amyA//ddpA//chpS//otsB//eptB//radA//lysR//secA//ymfK//lpxK//yqiI//ydiZ//kdpE//sdhC//yqhD//ydeP//cbeA//ydjE//pck//wcaB//bdm//glnL//mdtO//fdrA//mhpT//ybaM//glpR//gpt//dmsA//waaY//rlmE//yccS//rhlB//araF//ffh//dgcE//trpR//dmsB//gudD//uvrA//lapA//ddpX//ugd//hscA//cof//yajR//cra//hrpA//cytR//fieF//secB//ybjG//bioC//alsK//metE//fliA//ycbB//nusG//tdcF//narW//yfiE//proX//yjeI//ycdX//bdm//aroG//caiT//glsB//holD//lrhA//rutG//uxaB//sdhA//yphC//yqaA//slmA//yegS//yaaU//entS//iscR//yeeA//mdtD//puuR//thiI//artQ//gloC//ascG//rcsC//rhsD//rplL//ppsA//glvB//gsiD//pinR//hemH//nimT//parE//rplW//alsB//hofN//degQ//minC//ygjH//hyaA//gcvT//rpsH//nuoI//rsfS//pabA//ygbL//uraA//entH//yihL//cheZ//yebK//chpS//ubiA//recC//ravA//opgE//ycbU//malQ//mdtK//acrR//yghW//cptB//yiaN//sbcD//cheW//yfbS//lpxC//elfG//yeeY//dgt//moeB//mdoD//rhaA//rpsA//cueO//yedF//yajD//gmhB//rnlA//pncB//citG//lysR//yibT//ykgF//mzrA//mgrB//ttdT//lipB//rseB//wecA//lapA//ycjY//nagB//adiA//hybD//yfhM//kduD//rutR//yddG//cysG//wzb//mreC//glrR//ybeY//tauD//fbaA//ghoS//wecB//zapC//glxK//creB//nirB//gcvA//yidH//yjjG//tsgA//yqeG//glrK//yebS//yfdR//dnaX//rpsR//frvR//msrA//glpD//xanQ//puuA//yddM//macA//yfdR//orn//ydjE//radD//idnO//rssB//hicB//ibpA//yqaB//glgC//argC//frlR//pfkB//essD//ygaV//glmS//tktA//ligB//rfaF//adeP//tufB//ldtA//preT//ortT//symE//nuoG//puuC//chbC//ade//yfdS//bhsA//mreB//idnK//acpP//ompN//galE//hemA//gatC//ulaG//yeeO//mcrA//ibaG//srlE//phnM//yaaJ//yjjB//nirD//flgA//fsr//fkpB//insI4//ttdT//glcF//sspB//ubiC//ygcR//ybbW//yjiA//tonB//ftsE//pdeF//mrdB//fmt//nikC//ftsZ//sfmF//arsC//cadB//napA//patD//mltA//trmJ//eutK//fhuB//rlmL//fabI//yiaU//pyrF//mhpC//ftnB//ruvC//tonB//creC//iclR//ycfS//pagP//basR//ibsD//glpX//fadD//acpP//cysG//ybgP//aldA//pdxK//ygiN//pdxK//btuF//sdhC//hha//nuoI//xthA//stpA//ftsK//artQ//pgpB//ynfF//yggW//mdtP//clsA//iaaA//idnO//rfaG//sgcA//dnaK//sapB//araC//pspC//nrfA//yieK//ldrD//panE//rpoA//purL//tcyL//narJ//hscA//recX//hypD//lysA//yebK//ycgR//tdk//waaS//mlaD//rpsO//mngA//sbp//pbpC//bglJ//prpR//leuC//kdpA//rluB//mlaF//tnaB//etk//hprR//ybgQ//gloB//rhoL//malQ//mnmA//dacC//rfbD//serB//clpS//tldD//cycA//dhaK//gsiB//rpsS//hcaR//amyA//pabA//cpsB//truD//mlc//frlB//flgG//fimC//waaS//glsA//yfcG//gpt//rpoD//ybaK//yeeO//yrbG//lgoT//ulaE//ycjP//glpA//glgB//ribF//sfmF//ftsA//rnt//napD//ihfA//diaA//zraS//ubiG//accC//ompF//ptsI//metL//yoeE//napF//cspB//fruA//tsgA//btuB//argC//dxr//uxuA//frdA//gatA//recE//prc//nudG//iscX//pheM//mnmE//modB//kch//ynbC//aroC//emrB//entD//ulaC//ibsD//pcnB//ilvE//yfdG//treC//topAI//opgE//torC//ydcI//fruB//dcd//lptE//sucB//ulaR//ynfH//glxK//pinQ//glnA//allD//mcrA//phnH//gdhA//lgoT//leuO//clsC//topA//tcdA//tsaC//speF//yccX//btuB//uvrA//ruvA//nsrR//nlpD//hisB//mhpT//psd//lysR//yieK//sbp//tauB//recC//ybiI//ydiR//oppB//secY//narQ//cyoE//xylG//yjjV//nlpI//kduI//znuC//ybdN//deoC//rplR//pdeD//rlmF//insE-1//fabH//ydhK//vsr//yggF//der//hemF//gatZ//gudD//epd//nadC//yhcH//srkA//cysA//chbF//glnK//yfaV//yobA//xseB//fimE//ybiV//chaA//ubiI//rpmF//eptA//agaW//dxr//melR//acs//chpB//uvrB//yihU//cca//ymgF//polA//bhsA//iscA//arsR//malY//ghxP//napD//dnaT//yrdA//aceF//pdeF//nadK//lgt//yafN//dicB//rclR//viaA//thiP//hupB//pepN//yfdG//uspC//pyrB//kefB//cysM//livK//bdcA//ubiH//rplJ//oppC//psd//tnaC//rutE//pepT//hcaR//mdtI//tsx//yciT//ybeF//ftsL//frc//arfB//panZ//hemD//tdcF//mntP//rclA//ade//abpA//tehA//nudF//rhmR//chbG//rarA//livH//cobB//ais//caiE//fadE//tdcG//yigL//murF//atpG//mdtM//amiA//erfK//cheB//rplY//ygcW//lldD//rhaR//ribC//frwB//ileS//tdh//dgcF//yadI//hflD//hofC//ybbY//rssB//fabH//mltC//bacA//greB//livJ//hybA//rpsO//ada//preT//prkB//hinT//dinJ//dacB//yhjC//gsiA//ppsR//chbR//tolQ//smpB//phoP//efeO//nhaB//thyA//mdtB//ygeV//yddM//truC//dpiA//gltS//ycaO//der//mnmC//ptsP//nuoL//gatC//tauD//gltX//yggW//rutC//hslJ//yjgX//yfdK//ybcF//fdnI//hisC//truC//dsbC//lsrA//nupC//rlmM//yraR//garR//ssuC//ghxQ//pgk//csdA//narG//aceK//rihA//fadL//
GO_0034644_7	argB//bamB//
GO_0034645_5	fryB//aqpZ//dhaL//sgrT//yjhB//hyfR//bipA//rplF//feoB//gadC//yggX//yfcA//treB//afuB//baeR//ybiW//yciE//acpH//lsrD//feoA//napA//atpH//adk//crcB//dam//ulaF//fecA//argP//ygcR//hflC//ygfZ//grpE//caiD//dam//insH-6//dgcF//yhdH//ygfX//lpxK//ybaQ//iscS//yajQ//clsC//phoE//ygiW//pntB//cysH//rluB//rnr//viaA//frwB//rutG//galM//phoA//wcaJ//truC//hsdM//lexA//ttdB//trpGD//ybhJ//zapE//betI//ahr//caiB//coaA//dcuS//ribE//yggE//yddL//mdtK//fepD//yfbU//rplF//pflB//yjeH//agaA//yihR//ftsK//yidE//trmD//fabI//manX//nagB//ribD//yggX//nudF//phnP//glpA//mdtE//yadM//mrdB//waaO//rhmD//ybiH//folM//hycA//ycjQ//glnQ//yehY//ppiA//nrdF//yheT//ybgI//pdxJ//yfiC//dcuD//rplP//secD//folM//hemC//mtfA//nagZ//ais//ompW//carA//rpsQ//rffM//glgA//hybD//hofO//tynA//yafC//feaB//ydfK//nrdD//agaC//putP//lysU//rpnB//yggF//pdxJ//glpA//yagG//narK//ybiH//yahN//narU//pphB//rluB//rcsF//yjeH//hofC//nlpA//patZ//gyrA//minD//dam//kdsD//znuB//ibsD//fimF//fruB//cueO//ribC//kup//hyfF//rplI//fabI//sucB//xylA//prfC//preA//pitA//gatA//allD//cadA//ydiV//dctR//btuB//lpd//bdcR//hybD//serA//rpmB//ynfE//fruB//pth//ilvL//glcC//argG//ynaI//rbsC//azoR//eutR//yhaM//ttdB//glmS//fimC//argE//prlC//sufE//mtnN//rsmB//apaH//pabB//zur//yiaB//ssuE//rutE//modB//purB//yiaT//skp//trmH//ebgA//acrF//gpsA//fumA//cas2//sgcA//tusA//hycH//hemA//asnB//glcF//dgoK//ygdG//ftp//ybhI//gntR//ykgA//yegD//pgaB//parC//sgcC//fabB//hofC//mlaC//glyS//rpsE//ftsZ//abgA//mutS//bamC//ushA//ftnB//thiE//chpS//eamB//ydcI//pgm//ibsD//ppiC//bamA//phoB//ygcR//xanP//fes//yjhG//ecpR//xisE//copA//mdh//ulaF//yahD//eutA//recT//xapB//osmC//yjjX//mdaB//hisB//paoC//rluA//sgrR//glcE//opgE//uvrB//rffC//rmf//mak//rbsB//kdsD//nfsB//mraZ//cas3//yiiM//lsrA//opgE//cra//xdhB//hscB//dut//fruB//yifB//parC//ycfL//fabD//tauA//mdoD//bioB//yghO//mipA//rspB//ycgB//ybjN//envZ//ilvB//uspC//fklB//dtd//srlE//argC//
GO_0034654_5	cyoC//yhaC//rsmI//fdx//kduD//rpsM//ygaV//rseC//dnaB//tufA//yidQ//plsX//deoR//malZ//lamB//rfbD//sgbU//hemC//hfq//murC//ybaT//yhhZ//hypB//mhpT//araB//dfp//zntR//tcdA//alkB//orn//csrD//apt//pepT//metL//emrD//emrY//hyfF//ttcA//pepN//osmF//cusF//ygaZ//nrfD//thrS//yfiR//chiP//fabD//acrD//sfmD//murA//lpd//mmuP//gatC//yaaY//ydgA//csrD//nrdG//yfeW//rplN//tusE//flhA//idi//ybbN//alpA//yciV//proC//pth//ybaM//yjjQ//hda//glrK//yiaU//efp//nuoN//yajD//coaA//ybaT//trmH//ybiX//malS//yciV//mazG//lgoD//insH-6//crr//yjcO//fdoG//ygeX//ydcT//narG//nlpI//frvA//hisF//sbmA//trkG//putP//nfi//rpsM//yhcH//yheT//cheB//gapA//yagI//kdsD//nrdH//mrp//ydaV//ubiB//yihL//hdeA//holE//fryA//kduI//hflX//lsrA//gspE//cycA//ilvN//purC//ycbV//yggN//yfiC//murR//yjhG//rpmG//gudP//ghoT//sgrT//rplW//uvrY//narG//ydfD//yhbS//yhbS//pphA//envR//pyrF//ybjI//dmlA//ariR//glvB//yebS//polA//ribE//yfeO//pinR//bioF//dut//sufE//ybhJ//idnK//yiaJ//mltA//yfcU//pyrE//zwf//tynA//ycjU//puuP//agaR//purR//hyaA//ydgA//hypD//gpr//pldB//fabH//proV//cynX//pyrL//phoU//yhjG//rzpR//phoP//tatA//ydfD//fimD//yaiV//pykF//arnD//sgcC//ldrD//mhpA//cstA//ygdG//ftnB//aaeB//yjcE//ykgM//rplA//fimF//marR//thrL//ldtC//ybiO//cysE//fucK//adeP//waaQ//gltI//yebC//gshB//yggP//rclA//tmcA//epd//rplO//rfbX//fimD//phnK//paaD//rnhB//kdgT//ygiS//bacA//hldE//yjiY//dinQ//ibsA//yphB//fbp//betA//ariR//gntU//yjhH//glxR//ratA//cysH//frwD//atoC//purD//cho//yeaG//glnQ//allR//oxyR//ybdN//folE//agaB//yeaD//citE//bioP//ycjW//adeQ//waaJ//proQ//speG//eutB//ybbY//mglA//cof//bdcA//hisH//dinJ//yhjX//cobS//rplP//cspA//rplP//
GO_0034655_5	cvrA//ydiZ//glpF//lpp//fic//yejF//insI-1//acnA//glrR//caiF//pspF//mtnN//glxK//sutR//elfG//etp//rfaE//rihC//dppB//tsf//fadL//rpsH//wzyE//fruB//dsbG//galP//rsgA//mlc//phnP//mngA//yjhC//pcm//hha//ubiF//mdtQ//eutN//yebQ//mlaF//setA//tktB//hslR//casA//intE//avtA//hrpA//radA//lolE//acpH//yajO//zur//yehZ//cdsA//fliL//cspI//rssB//manY//ycjQ//fau//yiaF//tatA//yidL//rraA//livG//acrZ//fur//nikA//yhjC//ydfG//ldrA//ybiY//emrE//sspA//yjiR//
GO_0034656_5	rpiB//ttdR//gcvH//flgA//lysA//pgpB//mngA//aroG//bioB//cyoC//uidR//tsr//nanA//
GO_0034660_7	sufB//tsaE//menE//ompC//soxS//ldtB//potC//nikC//pabB//wcaB//yfbU//fimB//torY//galR//eutB//sutR//emrY//deoD//dpiB//yrfG//idnK//adeP//ybhG//lsrD//dadA//argO//wcaB//fre//uidR//pgpB//yafS//tktB//tauA//ykgA//fadL//rhoL//exuT//thiL//torA//ilvN//yeaE//livF//trmA//ebgR//sxy//fdnI//ttdB//fadM//glnH//lpxB//uvrD//tilS//modC//tnaC//gadB//ftsL//zinT//ascG//cydA//ibaG//avtA//gloB//ybiO//nudB//acrR//higB//menA//sodC//tdcA//bepA//mhpR//mtgA//caiB//cspD//pbpC//fepG//qorA//cyoE//cmk//agaB//mnaT//phnN//yebZ//kdsC//sxy//mglB//trpL//asnS//fixA//arsC//dsdA//dxs//rbsB//kdpC//yqeG//cas2//ldcC//pstC//puuA//hcaF//smpB//secY//trxC//nanT//napB//dedD//fsr//tdcR//yqeG//bhsA//ruvB//folM//nudG//mdtC//hcaR//fbp//pstA//rho//fixC//hdeD//ytfP//yqgF//
GO_0034661_7	nrdB//araD//rlmN//cpxR//
GO_0034755_9	pphA//dicC//galT//tdcE//
GO_0034762_6	frwC//abgA//fliL//rpiA//adiC//narX//fucA//prlC//
GO_0034763_6	lysA//cpdB//
GO_0034764_6	pepB//amiA//
GO_0034765_7	apt//gspF//pdxB//rpsS//nuoL//grxD//groS//
GO_0034766_7	agaD//
GO_0034767_7	lptF//iscX//
GO_0034775_7	cyoA//nudB//rhmR//ubiE//dgcJ//
GO_0034983_9	trmB//ansB//
GO_0035235_6	pepT//yfaE//clpB//insB-4//
GO_0035303_8	uspF//maeA//fnr//ligB//yhaO//
GO_0035304_8	torD//
GO_0035306_9	bamC//
GO_0035307_9	ftp//
GO_0035335_8	araD//hha//degS//
GO_0035344_8	glpC//preT//
GO_0035350_6	fecC//
GO_0035383_4	yhjB//murA//rmuC//sgcE//fadE//rmf//rpnA//pldB//
GO_0035384_5	melR//pbpC//
GO_0035429_8	surA//nrdB//entH//glmS//elfA//tomB//
GO_0035433_7	infC//ydhC//
GO_0035434_9	nagB//kdpC//carA//basS//clpP//
GO_0035435_9	sbcB//yaiW//ygiV//frlB//ybiX//rpsR//yggW//yhbX//dgcQ//
GO_0035442_7	lipA//rplF//tgt//ydjL//mdtJ//bdcA//cynS//ybcQ//ybjL//rhaM//fabH//
GO_0035443_7	yfdR//menF//nusG//mcrB//tdcA//rlmJ//acpT//livK//
GO_0035444_9	hcaR//bamC//tmcA//moaB//yfiC//agaS//ynfH//
GO_0035461_6	yhjV//intZ//ydeO//dcyD//xylF//nuoE//rsmD//yqhC//rhaM//mdtM//
GO_0035510_7	ptsP//nrdA//yhfS//dgoR//yjeI//
GO_0035511_5	dosP//
GO_0035513_5	wbbK//
GO_0035524_8	hyaD//
GO_0035552_6	narZ//
GO_0035553_6	rsmA//
GO_0035556_4	hisP//adhP//allR//mazG//cysM//yneE//ydjL//uhpT//mtlD//allD//paoC//ybjC//mcrB//solA//fdoI//ybiH//nuoN//rbsC//xapA//hypE//fryC//hemE//aqpZ//thrA//gsiC//cysW//ybhD//yjeI//greA//fhuB//yhjA//aceB//rpnD//lpxC//polA//gppA//gstA//ibsB//dicB//fdoG//basR//yhjR//mdtO//lolB//elaB//ynfK//
GO_0035600_8	mntP//
GO_0035601_7	exoX//sohB//lsrB//
GO_0035672_6	ydiV//mdlB//fucO//cysH//aes//bioD//rnpA//argG//atpC//sfsA//asr//lptE//deoR//rsmD//ulaF//nth//zntA//fumC//hflX//bdm//
GO_0035690_5	ybgI//fecA//phnP//glpD//glvB//ibsA//panB//fimZ//ybhI//eutB//rnb//
GO_0035725_9	csdE//agaI//ghxQ//ibsB//atpD//rnlB//yidC//
GO_0035784_9	speG//
GO_0035821_4	xapB//lpoB//qseC//bssR//mazG//
GO_0035864_6	btuC//
GO_0035873_8	pgsA//yegD//
GO_0035890_5	hupA//aas//dapA//frmA//
GO_0035891_6	fimE//prfA//yedP//yhcH//
GO_0035966_4	baeR//ygaH//proP//rlmI//gcl//recG//clcB//
GO_0035967_5	eamB//ppc//yraK//dapB//gph//
GO_0035999_5	rpiB//hisH//ydcP//panE//
GO_0036001_7	ribE//
GO_0036046_8	ubiJ//
GO_0036047_9	rcnA//
GO_0036048_8	rpmA//
GO_0036049_9	iraM//
GO_0036088_6	yidZ//
GO_0036103_6	phoR//dppB//
GO_0036104_6	cynT//fadH//
GO_0036172_6	aroP//
GO_0036211_5	proC//zntA//pstB//ybiY//cvpA//rlmD//sufS//yafO//ampE//malY//ydjK//yigB//msrC//mdlB//gatZ//fabA//yhfS//cydB//fimA//ykgM//lysC//btuB//hflC//tynA//tufA//kdsD//ydhC//yobF//priB//pgaA//ynhF//lolA//cutC//hslU//nikA//aroB//mreC//yddA//ortT//artM//prpB//rhaD//ribC//hybG//rutD//wzb//hypE//ilvN//idnK//yciE//sfmH//kdsC//hns//lolA//pgk//ada//sgcA//metL//artQ//gadW//rof//bglX//sucB//acpP//mppA//grxD//ydjK//rhsD//fes//yojI//cspD//pckA//lplA//gppA//sdhA//ligB//galP//yadM//satP//ybgQ//agaA//rpsR//hpf//dinG//mdtK//hisG//pspD//rlmC//udk//lpxK//wzc//rsmI//nrdB//msrP//glcF//bdcR//rcsC//bluR//nagZ//alsE//yraH//ybiY//rsuA//yghO//citC//yafO//mtgA//glvC//argF//mltB//fdhF//ydeO//yfiE//rclA//rodZ//dxr//tamB//malQ//yggP//fepD//elfC//sgcX//artJ//pgaA//argD//ppiA//deoC//rcnR//sohB//torD//menB//cysE//exuR//ydiB//dcuA//leuC//yidK//lapB//yoaB//lnt//metL//yfeD//
GO_0036214_3	yggX//
GO_0036265_6	grpE//holE//yphB//sgbH//
GO_0036289_9	flhA//feoB//
GO_0036293_5	caiT//htrE//lysU//
GO_0036294_6	gpsA//recR//prmA//
GO_0036388_7	yhaC//
GO_0036447_5	eutR//proC//rutE//
GO_0036448_6	nanS//zapB//cutC//
GO_0036460_5	narH//fdnI//ycaN//metE//codB//panZ//
GO_0036506_5	flgM//
GO_0036525_7	dsdX//
GO_0038083_9	accD//yhcN//puuA//opgE//ybdR//
GO_0039633_6	ftsQ//yjfF//yqgB//tehB//
GO_0040008_4	rseC//hyaA//otsB//fryC//ccmH//hsdM//puuC//eutK//treA//narV//
GO_0040012_4	yhaJ//fdoH//rspB//srlA//zntA//yehD//rlmG//hybB//dgcQ//yeaD//ghxP//ortT//nanA//fadA//
GO_0040013_5	xerD//mcrB//trpGD//aroB//yggD//ycdX//yiaN//
GO_0040033_9	cysI//
GO_0042026_4	yphD//pdxJ//hyfR//lsrB//nimR//mutH//glyS//ybbY//ydcZ//
GO_0042040_7	ilvL//
GO_0042044_5	feaB//
GO_0042126_5	waaL//dicA//pspF//hflK//
GO_0042128_5	yraR//tig//
GO_0042133_4	yiaJ//miaA//phnP//menA//ebgR//sbcB//ftnA//sppA//cysU//hofP//sanA//rbbA//yidE//gatA//sgrT//kefC//
GO_0042135_5	hyi//yjiX//mocA//ygjH//acnB//yihI//coaE//glmS//chbR//hicB//gltI//htrE//tdcR//
GO_0042136_5	ynjD//caiD//
GO_0042150_7	yjfP//appB//rlmG//
GO_0042157_5	tolB//csgE//murP//rseC//
GO_0042158_6	gspJ//potI//aroB//
GO_0042168_4	yfeD//rzpD//djlC//yehC//glxR//insI-1//ycjW//melR//decR//
GO_0042176_6	mdtG//yibT//dauA//rppH//
GO_0042177_7	ybcM//edd//nrdG//
