#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gapA//ldcA//ynfK//mnmE//
GO_0061984_6	panD//
GO_0061985_7	yqiH//
GO_0062012_5	napA//topAI//lexA//csiD//hflC//gabP//murC//aaeB//ycfJ//cdh//glpT//
GO_0062013_6	secY//shoB//zapD//
GO_0062014_6	phnG//yqeF//
GO_0065002_6	gspF//hyfC//cueR//ldcA//mdfA//torR//yciE//phoU//
GO_0065003_5	epmA//ldrA//rnr//metQ//ymgC//dauA//rtcR//cbrA//deoC//arfA//rsgA//dctA//purU//dgoK//treC//gspI//yhdW//yraJ//alr//lptG//acnA//intZ//hsdM//yfdR//gppA//ydeM//yefM//blr//bcr//yciK//wzb//metR//cysG//rluE//panZ//phnH//napB//tdcA//yfdS//gpsA//slmA//mltA//osmE//cmtA//osmY//ftsL//katG//nikD//glcE//paaZ//aceF//etp//yidD//yjbH//aroB//rihC//recJ//gpmM//clpP//lapA//waaS//ybiO//ttdA//yjhP//aceA//yegT//selA//yfiC//hinT//accC//ynbC//emrD//insE-1//yajL//mltG//yhdW//nrdA//kdsC//fnr//rfbC//pgi//insB-4//artP//yedX//selB//arcC//yejE//csgE//nuoN//ugd//ybhD//pnp//
GO_0065004_6	bglJ//
GO_0065008_3	hflX//alkA//pdxB//rpiA//uhpA//ttdR//ybjC//yjbB//holC//ytfE//bacA//fryC//rhmR//ppiC//srmB//fliM//hybO//yraJ//yiaF//bamD//livH//xylH//rzpR//rnc//yhdW//caiD//yqgB//yhaJ//tufA//frsA//sufS//nadD//yrdA//katG//ribA//yjhP//ubiE//speF//yadI//gabP//hycI//gshB//trpC//puuB//sgcR//ldrA//ygfA//fucI//yeiE//ftsK//frvR//ydjE//hslU//recO//ycjD//wzyE//recQ//nrfF//allD//mnaT//queC//sufE//rpe//uhpB//astC//ghrB//hisM//tynA//argR//pinQ//srlD//rhaT//rsmB//lptA//mdtA//mscS//tesB//miaA//melR//umuC//wza//sufB//bolA//waaS//frdD//yqjH//gapA//rpoE//queA//pncB//fkpB//dusB//dnaE//flgH//idnK//yrdA//csgB//arnB//recR//hexR//rplE//citE//galM//pgaC//ykgO//rplN//adk//kefC//yidD//yccX//entA//fdnG//zwf//dgcM//iraP//yhiM//aroL//rutF//ubiE//purR//glcF//lrhA//yajR//yajQ//ligB//rpsI//flgB//yhaM//pdeK//yebQ//pspD//
GO_0065009_3	proS//feoC//dnaN//mdlA//queE//yhfS//yeeY//btuE//hisC//tdcA//cyaA//frr//ygjR//frwD//gsiD//insH-5//ybfA//aspA//rffT//xylG//zraR//rpiR//emrD//ybaK//fliM//ybfA//satP//yggD//pgpC//proA//cyoD//glgX//yajD//alaS//cstA//pyrB//hypF//nikB//ebgR//yddA//pphA//ymfA//cspC//dauA//focB//hisP//yhjG//dcuS//rplP//tcdA//yobA//tdcE//hofM//pphB//lacY//acpH//surA//yraN//tcyL//gsiA//narY//glnA//rhmD//cdaR//yebG//ddlA//marR//paaE//metN//maoP//nemA//ygjR//dapF//phnI//yhjG//allR//ftsL//
GO_0070084_7	sbcB//
GO_0070085_3	dadA//araB//
GO_0070178_5	rhaS//
GO_0070201_6	ybcC//fabZ//rhaA//
GO_0070206_7	appY//yjiR//fepG//hycB//
GO_0070207_8	rhaM//pcm//phoR//mltA//
GO_0070297_7	gltP//
GO_0070298_8	waaH//
GO_0070301_6	gadW//epmB//galM//sapD//nemA//nagB//phnL//carB//purR//nrdG//
GO_0070329_5	yjbE//uof//
GO_0070413_7	brnQ//melB//
GO_0070415_6	ldtA//rssB//
GO_0070417_5	purF//bluF//yhiM//melB//
GO_0070453_7	mhpD//
GO_0070475_7	ydcP//clpX//nfsB//paaF//dinB//yciV//rlmN//ydfK//aroA//agaW//nhaR//ulaR//galE//pepB//xapA//etk//pepA//folX//oppB//
GO_0070476_7	fetA//argP//
GO_0070482_4	dld//qorA//frlR//cbrC//
GO_0070525_7	nlpD//ccmC//lpxP//fimD//
GO_0070574_9	yhfK//rbsA//hdhA//gspJ//
GO_0070581_8	asmA//
GO_0070588_9	trpGD//
GO_0070589_6	yceD//glyA//metI//mngR//sgcX//mscL//thyA//mreD//yjjV//ydiB//fruB//aqpZ//yedA//psuT//mipA//rlmL//emrK//rfaE//rcnB//alsC//malS//lplT//yfcV//yegV//cyoE//kefG//pgaB//lyxK//dhaL//ybiO//dppC//waaB//mscM//mdh//aspC//flgI//mioC//pgsA//accA//yggE//orn//yqhD//aroG//
GO_0070627_10	ykgA//
GO_0070646_6	lasT//
GO_0070647_7	yehB//
GO_0070689_6	phnJ//murJ//
GO_0070716_8	ypdC//
GO_0070726_5	lspA//icd//
GO_0070727_4	csiR//malQ//caiD//pflB//phnH//rsmB//yjiQ//chbG//phnK//accC//ybbN//lpxK//setB//ybiI//csrD//pitA//yeaG//
GO_0070778_6	sbcD//rseP//
GO_0070838_8	pdeF//chbA//ruvA//dcuD//ushA//yajO//lsrA//yahI//tusA//rcsD//pdxY//mgtL//spy//argF//mscK//
GO_0070873_7	norR//fadA//
GO_0070874_7	nrfC//
GO_0070875_7	phoA//
GO_0070887_4	btuF//dgcT//yciA//ynaE//yibF//yojI//yraH//frr//rfbX//dgcN//potD//cobS//miaB//yjcE//cydC//yiaB//ssuD//rcsA//afuC//galE//lpoB//yhfK//fklB//appB//phnC//helD//narG//fixA//fimF//frdB//cysG//bioB//ddpX//ybaE//lptB//flgH//nirB//casC//clsC//bamD//pgpA//groL//murG//ybhG//flhC//rfaE//eamA//rplS//pnuC//rpsD//ygeR//rplY//prmA//dgoR//atpB//hemE//citE//yhaJ//serA//yjjB//
GO_0070894_6	sbmC//
GO_0070925_5	mhpR//glsA2//ftsZ//tyrS//yhfS//lpoB//gatY//chbA//marA//dpiA//
GO_0070930_7	lysR//
GO_0070972_7	xanP//
GO_0070981_6	ychO//
GO_0070982_5	dpiA//
GO_0070988_3	torD//folM//
GO_0070989_4	yceO//
GO_0071103_6	yccX//arnD//arfB//smpB//hisG//paaG//ampH//yihL//puuE//pgl//puuA//raiA//gatY//sppA//nrfA//fryC//rutR//zapD//galU//
GO_0071139_6	lpxD//dinQ//
GO_0071214_4	patZ//hofQ//minD//clsC//viaA//waaB//tdcC//dsbB//ynaI//rmf//lldR//frvB//umuD//fliM//fucO//trmJ//chbF//greB//lacZ//pyrD//frvR//folM//gpt//amiD//
GO_0071218_6	gadC//
GO_0071229_5	rbbA//caiD//yhgF//tnaC//tmk//
GO_0071230_6	mraY//
GO_0071236_5	yqgB//dgcZ//argE//cdsA//flhE//nuoB//rfbB//ubiI//uxuB//dctA//ydcM//ulaA//rutD//pdxA//kdsA//proQ//pdxB//mprA//
GO_0071237_6	yggD//afuB//
GO_0071241_5	fabZ//elaD//glcF//nuoG//malE//gutM//accD//flhA//ymgC//yafN//fruB//insI4//ahr//hycH//rplF//csrA//ydeI//
GO_0071243_5	yejF//
GO_0071248_6	pyrG//mhpR//ybdH//pepT//ycaO//ydcO//nanS//fabR//mnmE//yegD//rbfA//mdtF//prc//pgl//
GO_0071249_6	yccS//citG//
GO_0071250_6	pdeH//yceK//
GO_0071265_5	hupB//ddpX//ppsR//gntT//minC//
GO_0071266_6	hslU//ldcA//
GO_0071267_6	aspC//yajO//pgaD//
GO_0071270_6	yidP//truD//
GO_0071271_7	hflD//glpR//
GO_0071276_7	yibH//gshA//
GO_0071280_7	coaE//ldtD//
GO_0071284_7	pinR//
GO_0071286_7	recE//cas2//
GO_0071287_7	dnaX//
GO_0071288_7	ybdO//fiu//
GO_0071289_7	bamA//
GO_0071291_6	flgH//
GO_0071292_7	mltF//yebG//
GO_0071294_7	fruK//rcsC//
GO_0071310_5	minE//cyoC//rplE//yjtD//pgpA//asnB//hcaB//mdtC//yajD//motA//cusS//
GO_0071417_5	prkB//bluR//yqcG//
GO_0071421_9	appA//lacY//rpmG//
GO_0071422_7	yicJ//caiD//arnF//
GO_0071423_8	zinT//
GO_0071453_5	tdk//insH-6//menB//
GO_0071454_5	aroP//rfaB//
GO_0071456_5	rplW//
GO_0071467_5	eptA//insI1//nikC//appC//phnO//ybhF//fdoG//tusA//era//yhbQ//cbrA//
GO_0071468_6	gatA//creC//ldtE//pabC//maoP//ruvC//yafN//fimF//glgS//yggD//
GO_0071470_5	insH-5//degQ//sufC//wecE//elaD//yobF//era//actP//pdeF//tsf//
GO_0071474_6	rsmI//rzoD//ilvA//waaP//
GO_0071478_5	rrrQ//ndk//lgoD//
GO_0071482_6	gudP//cynS//hycH//
GO_0071483_7	speF//
GO_0071495_4	glsB//yjbF//yheT//
GO_0071496_4	menH//lacZ//yadK//murJ//allS//rpmF//ftsW//tatC//ulaR//moaC//lhr//pgaC//mdtP//purD//adeQ//cspE//rpsE//acpS//trpS//rpmA//yaaA//fadK//yneJ//rpsA//fetB//dinJ//hflD//hypF//alkA//raiA//cusS//cas3//fliT//mglC//dgoR//vsr//ybhR//ybjI//xerD//uspC//ligA//livK//lsrC//nuoB//argF//sbmA//lgoT//hslU//ybbY//appA//nagZ//mdtB//pyrG//
GO_0071500_5	narK//
GO_0071502_5	yohC//
GO_0071545_6	rplM//gstB//
GO_0071554_3	flgE//yihT//sucB//treC//paaB//frwC//mutL//zinT//yhdX//trkA//fumC//fadH//dmsC//nanC//tdcE//curA//dicB//fdoH//alaC//dnaA//aroB//panZ//arnE//
GO_0071555_4	yihS//acrZ//rpiA//ldtC//ydbD//yfeD//yfgI//accD//nuoN//coaE//hyfF//cspB//fadK//
GO_0071577_9	parE//rihC//pcm//pheM//yehC//sbcD//lldP//
GO_0071616_6	guaB//ffh//
GO_0071702_5	rutF//rfe//pspA//zraR//ispA//fliA//sgcX//cynT//nlpA//intF//rpoD//dut//katE//bssS//sapC//ybdO//fucA//ybcM//rrrD//rmf//folM//zur//hycA//yiaM//garK//cysB//insE-1//yahB//surE//rph//livF//ygfI//rsmG//truD//hybB//cysZ//deoD//hrpA//ydiO//galP//sodA//pyrL//flgC//fimZ//tcdA//hisM//raiA//rpmF//udp//opgC//yoeB//ggt//ffh//betB//wcaC//eptB//yjjX//pykA//rrrQ//nanS//waaC//ynbC//yagJ//corA//scpB//yjbB//tusB//gatA//mntR//hchA//intS//frsA//fepB//murB//lrp//ybiS//fadH//polB//cobS//proV//ibsC//nupG//ubiX//yrfG//prpC//elfD//yfaX//nadK//hisM//kbaY//argF//ppc//iscS//yfcR//rstB//ppiC//sfmA//tdcR//narY//tar//hybA//trpD//mdtI//ybeF//acpH//thiI//tatC//ibaG//exbB//eamB//intE//lacZ//ppiC//flgD//glcC//srmB//menF//lptD//dsbA//minE//dauA//rhaB//yhbQ//ydhK//lpxD//ybiV//fdoH//yagU//yraJ//adhP//tabA//dicC//rraA//malI//dtpD//nadE//elfA//yibA//purN//rtcR//rppH//rlmM//insE-1//ynfF//ribE//epmB//rpsO//trkH//nuoG//srlR//ldtB//sgcB//npr//appA//higA//dhaK//recO//mrp//yedP//frvB//rssA//nsrR//bamD//yqiG//asnB//araC//hisH//btuB//appB//metQ//dgoK//bamA//fliA//frlB//essD//qseB//atpD//dtpB//yjiM//basR//yphB//yidA//yjbF//intQ//malG//cra//yccA//skp//mhpR//chpB//pgpA//prfB//yqeF//arnF//ydcO//crfC//clpB//ynjA//rhsD//dinD//helD//thrB//nanK//truB//ychF//cyaY//narV//dmlA//malK//recR//carB//yciT//yidD//mrcA//bdm//arsC//ybiV//tktB//cydB//mdtO//leuO//yfiF//narU//dcuA//tsaB//ygiN//ycgR//lysR//lhr//ycgR//lpxB//fdhD//yigB//grcA//dcm//exuT//leuD//dsbC//cpsB//folE//nrdA//araF//nuoB//topB//gpsA//ibsB//livJ//ompC//deoA//polA//rusA//yjfP//dacA//groS//caiB//glgP//mnmC//helD//yccS//yfiE//rsmC//surE//yadV//lplA//rnhA//arcB//hisQ//nrdG//iscR//oppB//sdhA//xylG//zinT//rusA//pepN//sufS//nanC//ftsP//dcuA//cusF//secM//yfjR//sbcC//ulaC//accB//puuR//nlpI//focB//pldB//mntP//yieH//gntU//coaA//phoA//rplK//ybaL//nhaR//ompR//entC//minC//purT//argF//ilvI//rplR//aceF//hipB//rpsS//aaeB//rplP//yfcP//gshA//udk//alpA//ulaE//galT//gdhA//waaQ//ribD//tcdA//casA//hemB//fadB//ybhA//pfkA//ytfP//idnT//yraK//yejB//glpC//ygiS//bcr//ibpA//dicA//lysU//gltI//ygiN//entH//lepB//ymgF//clpB//cmoM//lysU//mdtP//prc//dmsA//yeeJ//mglC//ykgO//yibA//nikE//caiT//fryC//yfeD//mtlD//prlC//rcsA//nrdH//amtB//chaA//gsiD//clsC//aer//sgbH//chbC//yhjB//rplI//sdaB//rimJ//endA//sulA//agaW//opgC//feaR//sbp//dgoK//frdB//lapB//rhaM//cfa//tatC//ptsG//glpR//yijO//relB//yigL//srlD//abgB//hypB//trpB//fimF//
GO_0071704_3	cysC//leuO//glnD//fliK//rlmF//cmk//rluF//cheZ//yhaJ//mepA//cysW//fruA//queF//metC//lsrD//slmA//wza//sodC//afuB//ttdR//rplM//insE-1//intZ//hcaB//entH//dnaT//agaS//ybiV//waaB//bamC//iaaA//ydeI//appY//rtcR//priC//tpiA//ispF//acrF//ygdG//blr//hipB//nadC//ebgR//fhlA//melR//ompW//napA//csrD//yjjW//fumA//ansB//nlpE//sodC//epmC//sulA//metH//rsmC//ycaO//tsaB//uidA//rlmE//nupX//aroA//cysD//ybhI//appA//tdcC//malY//rlmL//hisC//fdnH//uxuA//sfmF//sucC//cbtA//sufC//trkH//yigL//infC//yeaV//cobC//epmC//topA//nrfB//puuA//rcnB//gspE//ynaE//ydcR//ribF//rluB//cdaR//hsdM//yieH//ydcR//yqeA//waaP//bsmA//rfaC//narG//pnp//yegD//appA//hokE//fsr//mobA//tsaC//recA//parC//emrE//gapA//yfcQ//mltB//sapB//hyfR//plaP//ldrD//ybaM//yhjG//lgt//bisC//alsB//trmO//kdgR//narX//gcvP//lptF//fklB//ycjR//hcaD//yqcC//cfa//yohD//ebgA//yedP//ypdA//cheA//hemB//araC//yedX//yhaM//tdcE//ispG//maeA//lolD//rraA//galP//dut//yfgO//yceD//tusA//yjcE//mdtA//fimC//fdhD//sanA//ilvM//gcvH//tyrS//zraS//qseB//fadI//cbrA//pinQ//gspF//hypT//hcaE//rpmE//mgtA//araH//hscA//amtB//rusA//comR//malX//tktA//yajD//mdtF//maeA//rfbB//xylE//acnA//hslR//tus//mgtL//brnQ//manX//speD//rseP//cyoC//dinG//sufA//umuD//ybdO//ascF//accC//ftsW//hflC//mdtM//hha//gntR//holA//kdsC//hybB//rpmJ//ycbB//lepA//ybiX//ybcF//yfgI//dcuB//ompN//yebC//adeD//ynfK//add//ymfK//yaaA//yfiF//ubiD//yhfK//baeS//psuT//narI//yegS//pck//ygeX//lolB//eutN//tauB//htpG//kdpC//rclR//dbpA//fadD//ycjD//cpsG//dxs//rlmM//rplD//secY//ynbD//ggt//dsdX//kdgR//ihfB//rluE//rpoA//spoT//metE//matP//uidR//fau//ispG//yifB//pheS//matP//fabI//ihfB//uidA//cadC//rsmC//proP//lrhA//aroH//araE//yheT//yifB//fepE//ynaE//allC//yihO//pcnB//ugd//rlmH//yehZ//yqaB//phoR//ghxP//nfsB//ydcI//yjjV//rplL//yghB//nrfG//betT//bepA//arcA//lysU//yhhY//pdxA//rpmC//cyaY//apt//cadC//gapC//tusD//frvA//hsrA//menA//ribF//coaE//clsB//dgcT//ybfE//hypF//dedD//opgB//ybcJ//argB//yjiQ//dsbA//ccmC//yraH//waaB//lpoA//mgrB//yjgX//purD//fucI//hipA//thiG//ralR//mhpB//prmC//eutK//csiD//msrP//yfdK//lyxK//yfbV//sbmC//araH//rnc//hisA//rlmA//trpC//glsB//yfeO//purL//eco//nupX//narI//actP//cspB//rpsT//glmM//mdtD//tsx//appC//ortT//mhpT//nanT//rplE//ihfB//pstS//basR//mltD//paaC//yjjW//sgcB//wzzB//barA//waaG//pgi//hybD//yhhT//kbp//uhpT//gadC//yojI//yibH//bioH//dctR//trpL//lacZ//rpsN//ybiJ//udp//gudX//mdtN//modB//mtgA//frvR//ytfP//glgS//dmsA//ulaC//yibT//wecB//yegV//poxB//insI3//yqiJ//ftsX//fabG//ytfR//nimR//yeaV//torS//bioF//malE//ycgV//ttcA//ygaV//glcE//msrC//glsB//tonB//chpS//evgS//dhaM//ycdY//rhtB//glpT//fdrA//dnaN//fimB//tamB//atoB//dsbC//lipA//ppk//yjtD//rpmA//yjbE//ppiA//aaeB//ldhA//bioF//pnp//gadB//ydbK//nuoI//xseB//ybcL//chpS//arnF//paaK//yehB//fimZ//ymjB//btuD//rrrQ//hpt//grxD//hemB//rutD//folA//yiaN//flhC//lacZ//oppC//cbl//rhtC//leuS//iscX//hisC//cvpA//apaH//metB//kdpB//rlmI//cmtB//glgP//tomB//hyaB//cmtB//pykA//clsB//dctA//yccS//ddpA//ygcR//ssuB//rsmE//frdC//osmF//ompN//bhsA//alkB//ispA//tdcG//kdpC//narH//tatE//yeaV//mdtA//napA//lepB//phoA//rpoH//sgrT//rtcR//leuO//ampE//shoB//yohD//ypdI//cyoB//murF//ydjH//gluQ//nikE//yggX//malF//ybjG//rzpD//priB//mdtI//mcbA//tehB//nmpC//ttdB//mltB//yegD//putP//tyrR//frdC//prpR//prpR//moaE//lsrR//aroH//yqiJ//fucA//holA//pgsA//yedF//decR//plsC//pgm//ybiO//yfdS//dapB//waaY//rplW//cas1//hxpB//sgcA//trmI//ade//mzrA//hda//ybhS//tig//iaaA//yqiH//livF//moaA//ubiE//tolB//rimM//pepN//feoA//fliA//murQ//norW//fryA//dcuC//nemA//hicB//dgcJ//rhlE//yhjV//ychF//zinT//narW//fecD//ybeY//betT//bamA//uhpB//rpsJ//minE//folC//ratA//nlpI//yhjX//nudC//yghG//lptB//cheZ//ubiE//ymdB//pgaD//hisM//yjbB//sgbU//agaA//ftp//artJ//blr//alsK//icd//rffC//yfiE//rimI//fadK//motA//lpp//ddpX//rlmJ//glsA1//minC//dinJ//moaC//hrsA//sgbH//sspA//gatY//oppB//azoR//dnaK//ydfD//ykfI//fruK//ubiD//yiaT//ssuE//yfiC//uacT//truB//azoR//afuC//rcsA//rnhB//csgE//yfeR//eptA//marA//ppsR//cusA//yhjR//tsaC//bioC//torD//rpsD//kdgR//yejB//infC//fbaA//hcaR//amiC//clcA//maoP//fdoI//phnP//ygbM//menE//ybdR//bioC//phnG//fdoI//hupA//mdtL//mltC//eno//menF//ompC//thiD//aceB//symE//priA//argC//bssR//fimB//torD//pbpC//livJ//ivbL//rpoE//ubiC//add//yneJ//yghU//tdcG//yhbS//kgtP//rimP//aldB//ybaQ//deoD//nhaA//sodB//paaZ//ybdH//setB//mutL//rhsD//melA//rfbD//aroG//yihL//qseC//ackA//potD//scpC//bacA//cytR//trpGD//dam//argE//frlB//pcm//yidR//hybA//ybiS//priA//ybcF//phoB//agaB//gfcE//wcaJ//asmA//hcaC//nadC//ybhD//fcl//rlmB//yfaX//yeeL//pdeF//yjjV//gspF//rpmB//fdhD//casE//phr//yfaU//lasT//rbsC//nrdI//garL//nagE//clsC//rplO//yebC//sapA//dnaK//aer//sdhC//ascB//livM//yahI//arcA//cyoD//rlmJ//hscB//rfbD//xylG//yfgO//prlC//adiY//acpH//trmD//mdfA//lpxT//yrdA//ttcA//cysC//ubiE//adeQ//cvrA//mltF//fepB//ascF//yqeG//blr//cca//sodA//iscU//nanC//clcB//yihS//ispH//uidC//pncB//mdtD//uxaB//fdoH//fkpA//rusA//rfbD//hybA//yehT//hscC//ypdI//ghoT//bioD1//pstA//nfi//tdcR//dam//tauA//rseC//lysO//glpC//mepH//cspB//yeiL//aroK//rpoE//rpmE//paaJ//proP//rihC//mraZ//ccmD//dtpA//sgcB//lolD//tqsA//creC//ycfH//lplT//bioD//tamA//motA//cmoA//osmE//ggt//yidL//narH//ybbY//osmF//proX//xerD//mcrB//yidK//lhr//araA//mlaB//ynfK//pabC//rzpR//preT//prc//rhaA//yhbS//wbbK//aroH//pepT//frdA//era//paaE//glnD//gatB//hfq//dtpA//wbbK//btuD//cysZ//fimE//mgrB//gloC//cdaR//araC//mak//mmuP//hycH//alkA//rlmE//codB//insI4//mlaC//fabB//fkpB//rbsD//mngR//rpmA//pstB//ydbK//nsrR//csrA//essD//focB//gadB//hyi//cmtA//yhdW//oppA//cpxA//rpsA//nfi//proW//rfaC//ppiA//fliK//fruK//xseB//yajQ//yciA//dapB//dnaN//fepD//ppc//metG//astB//mltB//elbB//cusF//miaB//dicB//glnH//yhaV//ycaO//pgpA//dkgA//phnO//ypdI//pck//sxy//puuE//kdpB//wzzB//rpsQ//entD//yjeH//setC//hdeD//acrR//ybiJ//nanE//deoD//ubiH//cptB//sufS//yphF//lexA//melA//pgaD//tyrA//aphA//rcsB//fdx//lasT//yjcO//wzc//glpF//lolD//gltS//dmsB//yjcS//ytfT//yfcQ//yjiQ//yhbX//hpt//ahpC//galU//umuD//ygeA//narL//trpB//hypC//relA//yrbG//bglX//yadC//rsmF//ebgR//yiaF//holC//rluF//fis//lgt//acrD//fecD//trpGD//cedA//truB//hyaD//hda//cysG//rng//uspC//casD//sufS//gshB//fdhD//dgcQ//cstA//mepA//malZ//atoS//lacI//tsr//leuE//putA//yjiA//acrE//ygeX//xdhB//rpsO//leuA//ybdZ//insI1//phoB//uxuB//nlpE//recE//mntP//ycdY//asnB//mngR//cydB//lysO//ttdA//mzrA//elfG//livJ//ratA//uvrA//yfbR//fadE//metC//frwC//artJ//ybjX//iscR//ahr//osmY//tmk//dcyD//alsK//mtn//recQ//adhP//frvR//recB//bamD//tcyP//nfsB//yehU//sthA//artQ//yfcV//tpx//nanT//phoR//ycgB//fabG//hdeA//scpB//aas//narG//rna//yihU//rodZ//eptB//abpA//yiaL//lpxH//yobA//speE//tdcB//ydiK//yfjR//gapC//cueO//hyaC//glpT//dtpD//rimJ//hsdR//sufD//ynbB//bioH//dgoA//ynfK//ubiF//ubiG//cpxP//pabA//cedA//yijO//bioC//oxyR//yohC//yibT//nrfE//ascB//ldcA//yihQ//rplF//ssuA//ascF//hcp//patZ//gntT//nikB//fliL//caiB//chbB//agaD//waaL//ccmA//mgtL//rbsA//tdcB//tdcF//patA//recT//agaC//frdC//idnK//hpf//truD//dppD//hemC//lolB//tdcD//ampD//ydfK//ldtD//yhaM//ltaE//ubiC//coaA//puuP//dcuS//rsmJ//yagE//rpoS//yijO//appA//pdxK//rplW//ilvI//tnaA//rfbX//fabA//putP//gpmM//mlaE//sufD//ubiA//frdB//yidR//rpsO//mepM//ygcO//cspG//cysD//dgcJ//yecS//mhpB//garL//hofO//rnhB//fadD//serC//satP//miaB//ettA//serA//ycfL//cysC//araF//secY//ttdT//dut//hyfA//yggP//gfcE//eptC//yadM//holB//tcyN//mepA//rutD//mltF//oxc//solA//basR//glnD//nei//pgrR//cycA//betA//hcaT//rlmC//fhlA//holC//ybiA//rutC//ynaE//yhjB//yhiM//yggW//argO//fabG//fimF//rplL//citC//ygbM//waaF//hemN//pgpC//zapC//soxR//lsrD//fimZ//ribB//lapA//ybbN//atpB//mlaB//rpsT//eamB//nuoM//nagZ//arnB//cadA//yjbE//rfaD//mngA//frr//symE//yphB//evgS//glgS//thiG//hokE//nudG//def//mrdA//mhpR//yhgF//pepD//narJ//yahF//ppiC//kch//tilS//ycgB//rraA//eamA//epd//alaE//dsdC//cyoE//tmcA//glcF//yiiM//yggT//fucI//adeP//rfbB//pheP//htpG//bcp//bdcA//lacY//thrL//trpL//paaH//mocA//uvrY//gfcE//ybhD//metH//cvpA//prmC//pgaD//rarD//opgE//tsaB//yjhH//dgcN//tolA//nikA//aer//ypdB//hycA//intQ//truB//yraK//sbmC//kch//dctR//matP//infB//uvrA//yeiG//fabR//nikE//glsA//uvrD//cusA//tyrS//kdgT//fdoG//sucD//ydiF//recO//eptC//dbpA//afuB//casD//cpdA//hcp//yciA//ydfH//uspE//argD//fimC//astC//chbB//ribE//xylG//spoT//efp//ydiB//dsbC//atpB//leuC//guaC//yehT//smrA//kdsA//exoX//ycbV//rcnR//pabB//hemH//lpxM//xapB//ybgP//msrQ//fur//phnO//ybhP//kdsA//baeS//yggP//sohB//fhuD//cas1//ymjB//mngB//ldcA//ccmF//menC//dnaG//mntP//lpxD//manX//csgB//mepH//rseC//mobA//rpsR//abgB//tsaB//pdeL//caiE//insI-2//yqaB//ibsC//alkA//pdeD//nanT//asnA//preA//eco//artQ//zitB//thiG//eamB//ydhJ//zinT//znuA//rplL//araA//ybdH//yddG//ibpB//flhE//rplE//speF//folX//nfuA//tcdA//feaB//rseB//hisF//yajO//osmY//cobT//sdhC//yfiF//yahN//recJ//fryA//rimM//minE//focA//satP//rzoD//metK//recF//rpmC//bglJ//slyA//mlaE//cydC//recT//rapZ//marR//galT//ygfX//puuA//ccmD//ycgV//acrZ//yafE//waaP//yhcF//gspI//fucI//ligA//btuC//yedX//pspF//yihS//wzb//glyA//ygfA//sdhB//trkA//adiC//hofC//entC//rzpR//ralR//prlC//insI1//ldrA//malI//rpsR//adhE//yccA//yoaA//yegD//yjhH//plsC//pinQ//holE//proQ//wzyE//ykfM//sdhC//rho//yqjH//lrhA//rluF//gatZ//znuB//yejA//pheS//yoaB//yfeR//csgF//nrfC//tktB//metE//rlmN//arnF//nanC//yccA//alpA//mdtD//secM//sgrT//yoeB//ydjL//ychF//ycjW//rhsD//citE//accA//smrA//ibsB//ycjD//cirA//ygbL//prkB//matP//hisM//pdxJ//ydeI//ccmE//putA//yjbB//hycA//crr//waaL//poxB//tsaC//ypdB//yodD//blc//pgrR//ansB//fepG//yjiQ//mipA//yfhH//entB//rplB//livG//yagF//sufS//deaD//lldD//ybiJ//nudF//dinQ//dcyD//glmU//flgK//treF//yaiW//yiaF//mdtG//zur//glgP//serC//rpsI//gfcE//ybdM//dctA//feoA//mreC//ftnA//yagU//fimE//dsbC//ccmD//plsX//rsmH//pntA//dgoK//dmlA//ynfK//argF//nikB//hslJ//uspG//potA//leuA//mltA//ycdX//deoD//yddA//rmf//napF//nirC//zinT//truD//ybhD//recE//hmp//ydjM//lolE//tsaE//bioA//rplX//cysU//nfo//kduD//mog//yehW//hypD//frlA//ldtC//efp//rlmJ//cdaR//sxy//nanR//dsbD//elfD//recF//glnE//corA//ybjL//ddlB//tcyJ//ynaI//speF//ydaC//hcp//ettA//opgH//cusR//yqeA//folX//rlmG//aslB//ygiV//azoR//guaB//priB//ahpC//gshB//bamE//add//flhC//fimD//yijO//fhuB//lrp//ldtE//casA//feoC//ilvI//fdoG//mdoG//slmA//maa//
