#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cmtB//lgoD//sucA//rluB//
GO_0042128_5	paaF//lptB//
GO_0042133_4	elfG//ahpC//ibaG//yhiM//perR//hemD//tatA//srmB//yagG//trmD//ybbN//ybhP//umpH//trpS//napA//ygjR//
GO_0042135_5	uidR//pabC//lit//potG//napB//yqiJ//dcuC//yejB//yphC//mutM//ompA//yceK//kdgK//
GO_0042136_5	pheA//intA//
GO_0042150_7	glnH//fryC//fepE//
GO_0042157_5	afuC//glnQ//thrB//cstA//
GO_0042158_6	wcaB//rutD//yfiF//
GO_0042168_4	ompG//ompR//waaB//udk//argE//ulaC//fimZ//dhaK//ecpR//
GO_0042176_6	trpS//ppiD//truA//ssuD//
GO_0042177_7	yqeF//trpE//cecR//
GO_0042178_5	pgaC//mgsA//ychO//fimI//ahpC//argE//sutR//tcyJ//trmH//proS//hyfF//garK//livK//argD//yjhB//hemF//yehZ//fryB//pdeL//
GO_0042180_4	ccmF//dgoA//rplA//ulaA//tehB//yafQ//mrcB//dapD//qseB//srlA//slt//wbbK//leuB//pgrR//trkG//ynhF//zraR//yibA//ydiK//lasT//ibpA//yiaM//bdm//rplK//yjiR//coaE//slt//glyS//patD//lyxK//cyoE//hypA//trxA//pdeK//nlpD//csiR//mdtG//xseA//rseP//speA//creB//frvB//acpH//yiiM//ycbV//yfeO//narI//gntP//phnI//mlc//hinT//lepA//bglX//fruA//ykgA//cynS//flgK//kdsD//glsA2//
GO_0042181_5	wcaC//coaE//malP//rutC//manX//ecpR//pdhR//galM//kilR//rcsF//ibpB//yhdH//hdfR//araC//rutC//murP//ulaG//ftsH//fimZ//hisI//csgG//yibH//btuF//nrfD//
GO_0042182_5	coaE//mgrB//ygaV//rplE//trkG//rsmB//rclR//nanA//lepB//chaA//mdfA//infC//btuF//malI//insH-6//fimB//glnK//nanK//rpoE//deoR//mngA//intA//ybjG//ribB//dcuR//nikE//mrp//cheA//mutY//
GO_0042219_6	metC//asmA//phoQ//cpxA//mgtA//
GO_0042221_3	yddG//abgA//fixB//cho//nanS//yahK//potB//psd//pyrG//mobA//zipA//rutG//hslV//dgcM//betA//appY//hemB//fucK//hflD//atpA//ibsB//yjiA//cof//gatC//yagE//flhD//nlpD//leuE//folA//insI-2//recC//gor//metR//glcD//phnO//serA//bdcR//ycfS//ompC//ahr//xylB//rplY//abpA//ftp//cyoA//moaD//narX//pgl//tdcB//waaP//trmA//rsmF//ygaV//cheW//btuB//zitB//narU//dacD//tusC//yqjA//gspF//msrQ//grcA//xerD//qseB//rspB//dnaT//lplA//pgk//alsK//ompG//fdoI//ycgR//napA//ldtD//paoC//abpB//yafN//ppsR//yagU//fbp//yabI//recF//nadB//appB//eutK//amyA//yagE//flgF//yiaJ//sfmA//ftnB//oppC//elaA//secE//feaB//glpD//ccmE//sthA//moeB//groS//aroB//flgF//yfgJ//yggN//plaP//wza//arnD//ppx//ddpX//clpP//mdtD//polA//tolB//pyrG//kup//bcsA//rpoE//pstC//ybcF//yidL//ftsI//mtgA//trkH//gph//phnC//dhaR//nagB//rpoE//frsA//yjhP//yeeA//rpmG//nagE//rcnB//yjbE//ridA//mfd//fbp//prc//btuR//ytfP//rapZ//waaJ//rlmC//argG//yggW//bglA//rimL//hybB//ybhP//aceA//truB//baeS//tar//glxR//mcbR//mzrA//rpmE//pdxY//serS//lptG//recG//gspI//gor//ydiV//ung//sseA//ridA//trpD//tsaC//trmJ//rffH//yecS//yjcO//zitB//exbD//rbsR//dkgB//dapF//flgM//mtnN//gadE//galR//nanT//rcsD//greA//tolR//nhaA//yibF//mdtF//purR//fruA//ybjX//tig//yghB//mntH//borD//rutG//mukB//yegT//ompF//aaeR//mngB//yidA//uspC//thiG//yihU//icd//clpA//ybeQ//rbsC//ribD//epmA//fadI//slt//kup//wzb//rsmH//yiaU//yedA//ygeV//ebgR//cspI//fhuC//paaG//infB//yiaJ//rseB//ppiC//queG//rluF//yfgJ//ackA//phnC//
GO_0042245_7	rplR//ulaC//tdcG//
GO_0042254_5	yjeI//alsC//envY//eptB//ypjD//tsaB//pitA//
GO_0042255_6	rpmJ//dnaJ//
GO_0042274_5	rhsD//tilS//ftsL//mglA//
GO_0042278_6	dsdC//fabG//uxaA//fhuB//osmC//yjjX//epmC//hybC//tdcC//ssuD//speG//ymjB//relB//insI-2//ssb//nfsB//fruK//yhcN//
GO_0042304_7	sufC//nuoM//tatB//
GO_0042325_8	cbrC//frwC//
GO_0042327_9	ybjI//
GO_0042330_3	frr//btuD//rpoE//dtpD//ydiP//ilvN//yqiJ//ldcC//rbfA//fruB//mlaE//rluA//tsaC//nimT//uspC//dgoT//
GO_0042350_6	ilvH//
GO_0042351_7	atpD//
GO_0042354_7	yeaD//rbbA//gatC//hsdM//clcB//pgl//
GO_0042355_8	prfC//chbB//emrE//degQ//ilvB//minE//
GO_0042357_5	melA//envC//
GO_0042362_6	zipA//
GO_0042364_6	yggX//rpoA//sppA//glgC//fimD//thrB//rplA//lplA//narG//yehW//opgC//dadA//hpf//dsbD//glpX//norR//ghoT//ompC//nfuA//lon//ybeQ//yabI//mdtK//ulaG//rhmR//ydjK//bioH//nagD//dcuR//spy//mgrB//frdB//glnH//tolC//waaB//ldtC//ykfM//yahF//sdiA//ycbB//atoC//wzzE//recT//proC//umuC//hemD//waaP//ecpR//emrK//yehP//yebZ//fruA//uhpA//ligA//ydcP//mntR//
GO_0042365_6	xseA//uhpT//nrdG//dctR//
GO_0042371_7	queC//
GO_0042373_6	tusB//
GO_0042398_6	yraH//uvrD//dicA//dctR//ychO//gcvR//kduI//dicB//htpX//acrE//citE//yibT//mdtM//cspI//ymgA//argF//pntB//yagE//yebK//acpP//
GO_0042401_7	ilvC//purD//thiI//adeQ//ddlB//tdcR//rplE//folA//ubiE//umpH//frlC//tdh//tdh//cbl//
GO_0042402_7	ygcO//cheB//holE//mprA//yahI//dapD//adhE//folD//wecA//gcvR//uidA//hdeB//rsfS//
GO_0042413_6	uof//wecE//yhbS//mlaB//
GO_0042430_5	tyrB//rsfS//rsmH//yraK//rfe//napF//dtpC//cmoM//ymfA//afuC//
GO_0042435_6	fdx//pyrG//scpC//idi//katE//pdeK//mscK//elfC//uhpB//
GO_0042436_6	glsA1//
GO_0042439_5	luxS//
GO_0042440_3	arsR//sdaC//fhuB//chbC//mutY//mzrA//pinQ//gloB//speF//mdfA//gnd//hypB//nrdB//phr//
GO_0042443_5	amtB//ttdT//
GO_0042445_3	eptC//ybhI//kdpC//priC//fpr//norR//metQ//hfq//pntB//kefB//hofM//rng//pitB//purU//
GO_0042446_4	zapC//
GO_0042447_4	phnO//tadA//nrfG//sodB//ycjW//napF//pepT//moeB//acrB//patZ//mntP//hisC//mppA//
GO_0042450_7	mazG//fepC//paaD//hycH//mhpB//nudC//
GO_0042451_7	bcsQ//pflA//evgA//gadC//glnE//dapD//
GO_0042453_8	sfmH//
GO_0042454_7	hdeB//yeeA//manX//ompC//cmtB//galE//yhgH//yfeR//yhjA//ldtA//zapD//pmbA//
GO_0042455_7	ydaC//rhaA//ybbN//proC//cof//bglA//fecA//prc//prs//fliZ//hcaE//tonB//pal//tehA//nanE//rsmD//yhjD//
GO_0042493_4	bcsQ//nrfF//waaG//eptC//ynfH//ybgP//dtpC//mrdB//recQ//betB//arcB//scpB//crcB//epmA//ydfK//csgA//eamA//malY//arfB//clcA//rluE//rutG//eutD//ycjY//rimK//mobA//nrdH//elaB//rplQ//fabZ//nadA//cpsB//araB//zitB//puuR//ydjL//rlmN//rhtB//tsx//ribD//yqhC//queF//waaG//leuC//nupC//fucA//ybiJ//matP//fimE//
GO_0042537_5	qorA//bamB//yhfS//nudG//caiD//uhpA//tnaA//gluQ//sapB//rimO//folC//frdD//fepD//yihR//ilvA//mtgA//yggX//lgoR//rhoL//bdcR//tdk//ybhI//
GO_0042538_6	bfr//hybG//
GO_0042542_5	hypB//fadB//ebgA//nudB//purL//rapA//bglJ//murG//rutC//yraJ//cof//livK//rpsT//ilvI//mcrB//yccS//lpxK//greB//
GO_0042545_5	ruvC//
GO_0042546_4	fabI//panC//nupC//xanQ//hpf//lpxK//yjtD//argB//xdhB//uspF//
GO_0042558_5	entE//lplT//mmuM//glyA//yidR//ubiX//phnL//insB-4//truA//yfdO//pntA//ilvA//nadC//phnJ//adiA//ptsI//proV//radD//
GO_0042559_6	yebK//rimI//sgcA//lsrK//cvrA//fadE//hns//ybfE//tatA//yedL//dtpD//gyrB//ybaL//
GO_0042560_6	poxB//adk//
GO_0042592_4	tyrB//msrA//sapC//purF//hemC//ndk//trmA//nrfF//trmL//gpsA//zapE//hypE//rpnB//nanC//ompG//rsmE//trmL//rutF//hslO//msrP//kdpB//mrr//tusC//yqiH//tar//rclR//fucP//bioB//rutG//mlaD//ymfK//proA//yehT//yggW//rhtB//nuoH//uhpC//suhB//nirD//frmR//pta//ushA//pdxY//ynhF//iraD//kdpC//osmF//arnB//chbF//yidP//trkG//mtfA//eutR//aceA//fpr//rfaG//rng//umpH//pyrD//
GO_0042594_4	malS//ascG//proC//uhpT//iaaA//paaB//yggT//kbaZ//dxr//uvrY//ftsE//rodZ//lgoR//dkgB//sbp//secM//groL//leuC//asd//nagZ//potA//ynaI//yidL//alsK//zntR//focA//bamB//hflC//atpB//cspG//manA//cydC//ogrK//mtnN//suhB//
GO_0042618_5	ydcS//
GO_0042619_6	radA//
GO_0042710_4	yqgB//rplM//ccmC//fhuD//ahr//yeaD//apt//rpsH//fimA//rplI//ybcL//fecA//ybiT//cysI//nagA//dtpC//frdD//lsrD//yciG//nsrR//mdtK//folA//msrB//glcB//sseA//evgS//tehA//speF//kefG//pbpC//appC//trmL//ftsW//fadD//bioF//livF//ihfB//folA//rcsB//scpB//amyA//rutR//oppD//prlC//folM//rzoD//metI//cspA//ybhS//murC//metN//
GO_0042723_5	emrK//rplS//mutS//rimI//flhC//wzzE//lepA//rdgC//syd//narW//pntA//yaiW//
GO_0042724_6	deoR//yaaA//gor//yheT//dhaK//rpsQ//yeaG//cynS//rsmF//elfG//
GO_0042726_5	sutR//ybjX//rdgB//rpiB//clcB//tsr//lptA//dgcM//
GO_0042727_6	glsB//rlmD//bepA//ubiF//fliD//ampD//uspC//wbbK//
GO_0042732_6	yddG//asnS//rplL//gpmM//recD//
GO_0042737_5	mhpD//cpdB//yidR//sspB//rplE//bepA//asr//ubiJ//fetA//ybiV//viaA//cas2//abgB//shiA//pflC//rseP//minD//ymjB//ycfJ//flgF//yhjG//idnD//hybF//atpB//yjhC//wzyE//waaJ//cho//amyA//bglF//ydcT//yfgO//holC//recT//cspI//melA//ccmF//norR//gltL//pabC//yahB//rhsD//yidE//hisH//hofN//hisF//rcsF//rph//sdiA//betI//ydfK//ybdZ//metK//fliD//queC//
GO_0042743_5	sutR//adeP//
GO_0042744_6	degS//ybjL//
GO_0042759_7	yaaJ//mdtL//
GO_0042773_6	lysR//
GO_0042777_8	arsR//
GO_0042779_8	rbbA//
GO_0042780_10	agaR//aphA//lptC//
GO_0042816_5	obgE//rng//mntH//rffG//tolR//ansB//rep//hrpA//yneE//
GO_0042817_5	rpoE//
GO_0042819_6	gcvA//uxuA//nikB//fepE//wzzE//rne//murA//rtcR//malK//
GO_0042822_5	ydhQ//pgpC//rbsD//mtr//bcsQ//mutY//frdB//
GO_0042823_6	nanC//cutA//leuE//sgcX//insH-5//purT//ogrK//
GO_0042836_5	mntS//trpD//napF//tusA//
GO_0042838_6	otsB//frlA//ssuE//yeaV//
GO_0042839_7	napD//yraN//yfaV//norR//phnM//frvB//
GO_0042840_7	gmk//rcdA//kdpA//bamB//yjbE//glnA//
GO_0042843_7	rfaC//ybjL//
GO_0042844_7	mdtP//
GO_0042846_8	prpR//
GO_0042851_8	gsiA//ydaC//cspI//kbaZ//
GO_0042852_9	rhaB//abgA//uraA//
GO_0042853_9	yfiR//
GO_0042866_8	potD//maoP//ycgB//valS//yhaO//leuO//yieK//yddG//ccmE//wcaB//ftnA//mprA//gcvP//folA//phnK//rspB//dsdC//tcyP//
GO_0042867_8	nagC//
GO_0042873_7	oxyR//sufD//fucA//fliZ//pgl//nmpC//dctR//
GO_0042882_10	ibaG//icd//phr//
GO_0042883_7	pgpB//hofM//proV//pgm//trpA//ycbU//prkB//zapD//
GO_0042884_7	pbpG//xapR//ibsA//sgbU//rhlE//phnP//yciG//
GO_0042885_8	zraS//
GO_0042886_6	minE//yehT//ychH//yhgH//hemL//hinT//lsrR//pdxY//fpr//malQ//yfdS//satP//zapB//codA//basR//miaB//yedP//ompL//frdD//ldtC//gltI//plsC//appC//trpGD//ybiI//clpP//rhlB//malY//skp//ccmE//rfe//rclA//mlaE//pflA//ubiC//phr//csrA//tdcB//rne//yedX//yhbS//ydcS//yfdK//nrfF//eptB//gcd//rpnC//gatB//cydB//trmJ//dtpA//ybeQ//cheY//ydhK//hemC//yhbQ//uspC//cmoA//prpR//ydjE//metK//yqaA//dcp//ccmG//murC//nusG//cysA//ybhS//artQ//gabT//pspD//mocA//ybhA//lolB//tyrR//sbcB//cydB//yehW//trg//purL//ldtD//lexA//ygbI//mreD//eptA//ddlA//asnS//wzzE//
GO_0042891_6	cmoB//hprR//dosP//rlmH//arcC//leuC//xylA//argT//opgD//mreC//crfC//znuA//recC//mhpA//intS//tktA//csgB//glpF//fixA//lhr//secY//fliZ//waaU//ycjD//rcsA//uvrD//btuB//mngR//afuC//flgH//waaJ//ispA//
GO_0042906_8	acrR//murG//phnG//lasT//
GO_0042908_5	serA//potC//psd//tldD//mlaE//yghW//glnB//lpxL//dhaK//mdtF//treB//rhaT//yhjD//ynbC//yihP//lolA//
GO_0042914_8	yfdS//yiaJ//
GO_0042918_6	rep//rpsK//dcuR//frlA//abpA//
GO_0042919_6	glsA1//
GO_0042920_6	gcvT//
GO_0042928_7	glnL//
GO_0042930_7	yqhC//yjiY//nadE//glcE//ompG//nudC//yraJ//purF//
GO_0042938_8	idi//ydhK//rnt//ybhA//aceK//gltL//yfeR//hflK//casD//rsmG//udp//ybbW//pstS//ilvM//nrfB//
GO_0042939_8	pinQ//paaG//ubiI//yjcE//ybgQ//nanE//ldtC//yiaM//aroA//hofN//
GO_0042940_7	yehB//fucO//yjbE//rho//elfC//
GO_0042941_8	aroG//
GO_0042942_6	lon//pckA//
GO_0042953_6	oppA//mdoG//prmC//
GO_0042956_8	mdtE//pdhR//mqsR//nfi//yfaV//
GO_0042968_8	fadE//nrdA//yjiY//
GO_0042981_7	ssb//
GO_0043038_5	nudF//yraH//fes//valS//eco//narG//ycbV//acpT//ubiH//nrdR//atpE//insH-6//deoA//rnlB//yeeJ//yhjV//tyrA//pal//ybgI//fruB//uraA//yihS//recD//hycB//tatD//gntR//
GO_0043039_6	aroF//uidC//ydeE//grcA//napA//rcsF//fes//atpB//yccS//cusS//fimA//dcyD//gsiC//ybbY//mutH//yegT//cobU//hmp//gadX//macB//alsK//fabI//ilvD//clsC//recT//
GO_0043041_6	tdk//
GO_0043043_6	opgD//thrA//glnH//gntR//rhaA//ydjK//argF//fabH//yhaC//gcvH//pinR//alaC//rhmD//hslU//hda//yadV//yadK//argP//qorA//insH-6//bdm//flhA//agaR//ssb//casC//thyA//maoP//hypA//fhuC//fucP//fimI//hldE//xseA//zapE//rsmE//bglF//sufA//frwB//yadV//rutD//tolC//flgB//prpC//aceA//cadC//mobA//wcaB//insI3//rhtA//mhpC//yedX//glpK//ariR//relE//mdtP//mtn//ispH//pdxH//cecR//pldB//mnmG//
GO_0043067_6	fdhF//
GO_0043085_5	narG//dxs//cspG//yjiX//yhaM//aroP//djlC//ymdB//yqiH//mrcB//galF//insI1//purD//frwD//queD//gntP//ynfE//potB//zntA//minD//ybiJ//tap//cmoM//
GO_0043086_5	yedL//ybhI//alaE//rlmM//fadA//hypT//rpnB//glpB//dcuR//yhdJ//yeaE//hisM//nagC//fdoG//rraB//trmL//caiT//dgoT//dsbA//yrfG//gcvA//yafO//chbB//cheZ//insF-1//ycjW//
GO_0043087_6	yfdC//ushA//ppsR//ynjA//
GO_0043090_7	yciF//gcvT//ycjQ//fieF//dusC//sthA//insH-5//hemN//mtn//yraI//
GO_0043093_3	frlB//casC//metB//gutM//yiaT//tsx//radA//yqaB//ruvA//yneL//wecC//ebgR//yedX//skp//argC//mhpT//rpnD//
GO_0043094_4	ydiO//mlaD//rpoA//lapB//xanQ//mntH//fumC//lipA//thrC//hipA//ymgA//hslU//ykfI//raiA//copA//nikA//thyA//pdxB//yeeO//tcyJ//cheR//yciT//
GO_0043096_6	pspF//yjgX//gstA//
GO_0043097_6	rpsE//mlc//wcaJ//dicB//
GO_0043099_7	rpsH//
GO_0043100_6	rplE//
GO_0043101_5	gadB//hypF//frwC//priA//
GO_0043102_5	sbmC//fixC//ybfE//rcsB//
GO_0043103_7	mnaT//
GO_0043111_7	ubiD//
GO_0043137_6	dkgB//decR//
GO_0043150_8	rhaT//
GO_0043157_6	uvrA//
GO_0043164_6	yiaJ//frdC//cysQ//ugpE//accB//luxS//yggE//amtB//
GO_0043165_6	tsaD//puuD//btuF//znuC//atpB//uspF//helD//pfkA//yjiA//accC//
GO_0043170_4	cbrA//prpC//recD//torZ//ribA//tauA//yiiM//iscX//narK//proX//uup//yeiG//pgi//oppD//hscC//tyrR//potG//glnB//yahF//ugpA//yedP//elfA//yhjD//pepT//hcp//kbp//paaZ//iap//agaW//lgoT//ybiX//waaQ//acrZ//srlE//yfcG//hyfA//macB//yiaB//mnmE//rlmD//ilvC//ydfH//yieH//aspC//pdxJ//fis//ftsX//tsx//yihX//chiP//queA//lsrR//gatA//mdtG//cspE//dcuC//yrfG//caiF//lsrK//nupG//prs//pgi//dapF//mreC//waaY//lysA//pgpB//ybfE//dxs//lit//proA//napF//cra//phnP//iap//pliG//yggN//yfiF//yahD//csdE//murC//rpnC//glvB//cmk//osmY//intA//dkgA//ydhC//rpmF//yhcF//dsdX//sapA//yhdX//fhuC//fryC//menI//ybiW//lptC//fepE//paaG//elaD//yfjR//ygjR//prs//gcvA//katG//bglA//mlaE//yfcQ//narP//blr//pabC//ytfR//lplT//fnr//flgD//lpxP//yajD//dapF//dcyD//trmL//sbmA//alkA//helD//acrA//dgcE//spoT//bamA//cedA//ygbM//roxA//cueO//hha//cueO//rplE//asnC//oppC//pgk//clpA//yihT//alsC//aslB//bcsQ//hisB//thiG//ycgV//rplD//lgt//nanE//rnlB//murE//thiD//torY//dnaN//lapA//yiiD//sufD//lolD//treR//appB//ybjX//atoB//gapA//ackA//livK//glsB//mcbR//nrdI//nadC//rffT//mglA//intZ//ada//pdeD//cueR//xapA//tar//frdC//bamE//yhiM//ybjC//cysM//fimI//thyA//alsB//mdh//ybdZ//hlyE//syd//amiA//adhP//ortT//csdA//groS//glpX//garP//yafO//csgF//lacI//yihW//mtlR//hdeA//argA//srmB//qseB//yhdX//secE//rpoH//sspA//ygeR//gcvT//nth//galE//bcp//rimM//msrA//yibT//rapZ//srlD//speG//ybdZ//srmB//creB//purC//uspC//clsB//rcnR//pheT//mutT//yahF//yiaN//galS//uxuB//uhpA//appY//yehY//rplE//ybhF//galM//yahI//yqjI//sufS//hypA//fes//nfuA//mngB//ulaB//pdeD//proW//hupA//ddpA//yfdK//rdgC//hscA//ugd//uidR//nikD//rpsR//yehB//epmA//yhcH//glnB//bcsA//proQ//yqgB//adeQ//mqsA//pmbA//mcbA//yabI//prpR//ybhJ//bcsA//ygiB//yijO//rzoR//rfbB//hchA//pntA//tar//secY//narU//ompC//roxA//flgF//garR//rihC//fepE//mutT//cydA//btuE//hemA//argI//yiaU//ybdM//tmk//abpB//pyrB//mrcB//tauB//hscB//mraY//bdcA//npr//waaJ//pth//rcnB//uxaC//yihI//scpB//nanR//yhjV//sbmA//narQ//phnI//gntU//miaA//ibsB//glnK//eutD//dppD//artI//queC//frlC//rhaD//ygdG//ddlB//greA//ibsA//cysK//casE//gabP//ymgF//treF//pstA//pstC//cobB//asnB//aphA//recE//garP//topA//fryC//yiaT//amiC//speF//intS//cutC//fabD//ymgF//opgD//ccmC//rmf//mngR//lipA//ascG//ptsH//btuF//ygcR//tyrR//lsrC//yhjD//ymgF//pntB//thyA//insF-1//ybcJ//yjiX//helD//hyaA//pepN//iap//prs//yiaB//caiE//moeB//mnmA//araB//ydhC//truB//ampH//frlA//kefB//hemA//ynbD//glpG//mgsA//oppA//yidQ//mntS//parC//rsmE//ltaE//uvrD//mhpT//rpsQ//maoP//arnF//entH//metH//lolA//entC//rfbB//proB//fadJ//rcsB//fryC//rpsG//ycfS//casD//ynfF//higA//lpxD//ptsN//waaF//lsrC//rpsJ//uraA//glpD//hyfA//bcr//glnB//mscK//tatE//efp//yegS//feaB//ispF//ascF//agaB//thrC//chbA//fliS//yidQ//add//hinT//fimG//qseC//ubiF//torY//hemH//dps//mdh//dppC//tynA//baeR//kdsA//ddlB//trmI//tyrA//phnN//ynbC//dppD//ydiF//murP//rlmC//rho//apaH//msbA//clsA//topAI//nudF//pth//gstA//nadC//mepS//ilvC//yggP//menB//holE//hisQ//prmA//yjaA//yaiW//tamB//ulaD//folC//rzpR//ompL//nrdG//holD//yajL//uidC//fepC//yghG//rlmE//yciF//creC//ydeP//yihP//ltaE//mdtJ//skp//yhbS//rimO//hdhA//dppA//bluR//sbmA//ybaQ//csiD//fes//thyA//mnmA//tufB//ybiA//alaS//menD//qseB//pabB//phoB//yhaO//fucK//uxaC//flgK//ftsP//rutC//lolC//agaW//entC//rsmC//ldhA//folE//hemL//arcC//ansB//arfA//rsmI//csgE//mlaF//pyrL//rplE//dgcE//rlmA//atpC//ompN//fbp//dsdA//uvrB//xylF//solA//tamB//yqgB//bglA//yhbO//galT//yqcG//glpT//lpoA//yfbU//yihL//rna//clpS//dmsA//kdsC//rimM//fabI//ypjD//yraI//hslU//yeaE//insA-1//cvrA//narH//ynbB//ycjD//paaX//cpxR//tauB//gadC//rnpA//metH//uxuR//sapD//rhtC//yadI//glnS//ydfG//dusC//purL//ugpE//nanR//yqeF//glcE//fdnH//ggt//rimO//glvC//dgcZ//thiE//obgE//msrA//betT//lipB//mraZ//nrdR//elaD//xthA//ubiE//tamA//tcyN//yihW//ybfE//opgB//hofQ//smpB//rpsR//tsr//yeiG//cstA//yihI//rhlE//pdeK//ariR//dsbB//rutR//cydC//yqeA//truA//wzc//glcB//nikB//rhsD//proW//yqgB//artM//kdsB//ligA//atoS//frvA//ldrD//elyC//recJ//gatC//arfA//ettA//waaP//nrdI//kdpA//rfe//avtA//yfcP//narQ//rsmJ//psuG//mdtG//insB-2//mscM//cobT//truB//lsrC//fsr//glyA//rpmF//xthA//sixA//mepA//rimJ//yajL//ruvC//atpB//ygcR//waaJ//mnaT//yjhC//exbD//paaJ//fliG//opgC//glnD//cof//pepQ//yedF//fhlA//nupC//nanK//rbbA//gcvT//prpC//tamB//dgcE//ydjH//cysB//nrfA//ydcS//rihA//rffM//htpG//lysS//proW//xapA//yiaJ//glgC//pheT//torR//srlE//thiM//yeeJ//poxB//nupC//ygiN//potH//zapB//rpsP//fabG//mioC//sufE//poxB//fadB//phoB//motA//mtlD//pfkB//aas//pgpA//rutB//wzzB//sgbE//ygaH//potG//zraR//gntP//aroE//katE//tusE//yoaA//bglA//ydhC//yjbH//rfbX//ydeE//insF-1//elaD//yihO//ybiI//hokB//ynjA//ispB//lyxK//leuA//menH//nrdR//dgcQ//ibsB//chbA//fryB//higA//pdeR//rclR//nagC//secB//recG//macB//fliL//frvA//xapB//cysU//plsX//bsmA//fadD//ydjJ//truC//gyrB//yqjI//ypdF//uxaB//ytfP//motA//rhlE//dapD//sppA//mdtN//ubiE//yhbY//yeeO//miaA//fecD//zitB//hisS//bolA//ygjR//gcl//malE//ibaG//gltL//lpoA//yagG//yhaO//gadW//mdfA//gntT//der//mntP//sapB//fruK//glnA//cmoM//nadK//yhhT//mipA//topB//xylE//citC//hisQ//btuB//cydC//casB//hsdM//yihO//thiH//prpC//yccS//nuoB//nagK//pflB//gabD//cycA//rayT//pitA//hslJ//ybeF//atpF//agaV//dcuB//glrK//napF//lit//tusE//
GO_0043171_5	moaE//ispB//crp//trpA//ygaH//tsx//fecA//ycjP//ihfB//
GO_0043173_5	treB//emrY//lpxH//msrQ//yeaV//alsK//zwf//ybiV//
GO_0043174_5	minC//wecC//yaaY//sbp//rcsB//hisB//
GO_0043200_5	pheA//truC//yciG//sdhC//pppA//nanC//yehA//ybbY//
GO_0043201_6	rppH//
GO_0043207_4	ascB//sdhE//serC//fecB//glsA//sulA//dcuB//galM//glpF//dppC//ccmH//mhpD//tsaC//qorA//
GO_0043213_7	mazG//lolC//dgt//rfaG//hflK//tas//aceK//yjaA//
GO_0043242_7	fruB//ispU//higB//
GO_0043243_7	hemE//
GO_0043244_6	ydiF//ilvB//tsx//nagD//rfaH//cyaA//ymgA//hlyE//arnD//dgoD//tnaC//brnQ//flgI//prmC//tdcF//rplO//rclA//bioP//acnA//yhcD//
GO_0043254_5	hldE//baeS//uxuR//dnaG//infC//waaF//xerD//aes//hslR//adeD//yiaT//pgpB//ybdR//iscA//aroL//yodD//fimA//phr//recE//mgtL//yhbY//secM//yehT//yihI//acpP//
GO_0043255_6	kdgT//ygdG//nrfA//
GO_0043269_6	rsmF//yiaU//potG//prs//rplJ//menF//yciT//
GO_0043270_6	fabR//yedX//
GO_0043271_6	sgbH//
GO_0043335_3	sxy//tdk//mdtM//yadK//
GO_0043392_6	tus//
GO_0043393_5	ulaB//
GO_0043412_5	acpH//mrcB//rayT//trpGD//hemG//nanA//fbaA//ydcT//hemC//pta//chaC//yihT//hypE//cas2//eutN//cysH//ymjB//ygiN//lolB//guaA//murP//msrC//hemC//sspB//yjiM//agaB//artJ//lptB//gadW//pgsA//mnmE//dgcZ//rffM//accA//dxr//rplI//xapA//ubiA//mpaA//pdxJ//nuoB//pdxA//uxuA//araA//fucA//metQ//thiQ//eutK//plsX//rpe//osmE//qseC//sdaB//queG//yhgF//frdB//cpdB//yeiG//surA//ttdA//ydhQ//thiH//purU//yjjQ//pgpC//mdtQ//argF//apaH//hcaD//mgsA//flgB//cheA//dtpD//yafO//lsrA//cmk//yiaA//selB//elaD//ftsE//yibT//livM//hisD//ygbN//tesB//mlaD//gpmM//pal//lysS//znuC//hemH//mdoD//adeD//prmA//agaR//dppB//pspD//folP//trpS//mdtQ//ynaE//gudP//mrdA//araG//mhpB//wbbK//amyA//lasT//gsiC//otsB//leuC//nadC//rsmG//sppA//miaB//csdE//trpE//wzzE//trmA//gntU//sapA//rarD//metG//ygiV//gabP//dgoT//mioC//ndh//recD//yeeA//pinR//prfA//truC//ybdH//feaB//frvR//xylA//clpB//yfgO//rtcR//deoA//rpsE//recX//pntB//yaaY//basR//nuoN//pabC//pepA//ychO//secY//kefC//cysQ//sdaB//trmH//sgbE//tauA//csgF//ycjR//nlpA//tusE//rdgB//rrrQ//accA//fecA//lpxH//nirD//mdlA//ubiE//kbaZ//paaX//yhdZ//oppA//yghW//flhD//ycfJ//rcsF//leuD//yidL//kgtP//gnsB//deoB//recB//accA//ybjL//manY//cmoM//yfdK//prkB//entH//yjiX//wbbK//guaC//feaB//degQ//kdpD//bacA//asr//tsaE//pyrH//dmsB//agp//tamB//eutR//rbsD//fdoG//ruvA//tsf//higB//hfq//yfiF//chbC//nfsB//psuT//trpC//nikB//ybdO//ihfA//scpB//rhtC//rsmD//yjjQ//ubiC//frmA//pabA//yjjI//glyS//bdcA//yfjR//hicA//thrB//era//
GO_0043413_4	melA//
