#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydhJ//yeiL//mug//eutD//
GO_0034641_4	sucA//rplM//fliZ//phnM//rodZ//yidR//acs//ynaI//yehC//apt//soxR//lapB//cpdA//erfK//hsdM//purT//waaC//relE//rpnC//ftsI//brnQ//dhaK//mdtA//hybG//pdhR//fliM//araB//frdB//yqeA//ftsL//insI1//menC//yejB//uxaC//feoA//rcnR//melR//rpoE//pck//ydcR//rcsB//mlc//crfC//frlC//malI//sgcA//moeA//ymdB//intF//garP//atoB//rffH//uspC//zapA//feaB//hisD//cbeA//apaH//hipA//caiD//erpA//eamB//agaW//yaiW//nikE//elfG//relB//yehW//glgP//yeeL//rlmC//csgA//ypdB//ygiW//dam//yceK//hinT//rffM//syd//yeeA//mdtE//rutC//flgD//rpnC//pdeL//ybdG//tap//yeeL//xerD//hyi//cmoM//arnB//mnmC//slyD//sapB//exbB//aes//nimT//acrA//dppD//cysE//fpr//gltL//cheR//rlmF//tmk//rzpD//alsB//ydjH//rfbC//mscK//mrdB//mngA//sapF//ydcS//yajQ//orn//fhuB//sucB//kgtP//adhP//zraS//yghW//uxuB//rpsE//mnmE//fliA//ravA//deoR//satP//queC//paaZ//yifB//rluB//menC//tauC//nepI//atpE//sgbU//yafC//grxD//mgtA//fhlA//ygcR//menA//mtlA//yhcN//fabI//oppA//ariR//uhpA//cpxR//ydhC//iap//purC//raiA//yadN//glnE//speG//yehD//livK//adeQ//thiC//essD//gpr//glyA//tmcA//alsK//qseC//ycbV//bioH//pyrG//yeaD//yibT//panC//kch//sufE//yphF//phnL//pykF//pgaD//fimF//ais//aldB//sfmC//ppx//paoC//trpS//entF//icd//mnmE//gsiB//yddM//mtr//agaC//dcuD//recG//mdtD//rfbC//sanA//waaZ//yceD//kdsA//acpT//prmB//flgH//yggX//katG//aslB//frr//yhgF//artQ//yfcS//ydaC//yejE//rimM//yieE//lacI//upp//decR//rihC//yidP//yfcF//gntR//yraR//essD//fdhD//comR//pgsA//gcvT//yggD//atpB//ompL//cusR//ugd//amiD//panB//glgS//putA//trkG//nadB//insB-4//prkB//preA//ldtE//xanP//ydfK//uup//dadA//fetA//osmE//cmtB//yejA//rpiR//yieF//elfG//aceA//thiE//gadB//bamC//yodD//lgoT//atoC//kdpA//puuE//livJ//dgt//norR//rcnA//gltP//ftsK//hscC//ccmF//rlmI//hofN//ydhK//ispG//gltX//adeP//treF//npr//phnK//dps//ygiB//ftsK//phoB//degS//ygiB//rpsI//luxS//atpA//murP//ugpC//ydhJ//sapB//emrK//fimE//nikB//yggX//cobC//ybhD//fes//proP//ibsE//fliZ//ilvC//aroC//gluQ//arcC//csiD//ais//yigL//pheP//pdeL//yhhT//codA//araH//lsrD//pncB//hybF//yhjB//tdcD//fabR//cmk//bolA//phr//yohC//murI//treB//yjhI//yhbY//atpG//ybaM//yehT//bfr//yhgH//rnc//gcl//fumA//rlmB//yjhG//rplP//gcvT//yoaA//gatY//mtr//abgR//apt//glmM//potI//dmsC//trmD//ccmD//tpiA//mdh//rcnB//yadV//nuoH//ydcI//bioD//folC//obgE//waaB//tgt//guaC//afuB//mdtE//acnB//ybaK//cedA//seqA//artM//rpsQ//glsA//dacA//carA//dsbB//chpS//cspD//yfaE//fepA//proW//dicB//ybaL//gcvA//rsmJ//argC//phoP//livH//sufA//yadV//exoX//pgl//aldB//uspG//nuoI//katG//yfiE//fimZ//gutQ//paaZ//yqeF//yedF//tilS//ycjP//rnlA//srlR//prfA//lplA//efp//ydaN//phnI//prfC//aroD//ycjR//poxB//insI-1//yahN//ytfQ//dsbG//rplP//ybbY//galK//yiaL//yjcE//acpH//yhdH//mutS//dbpA//nikD//bioB//rseP//ileS//eutR//dps//mdtB//menI//wzzB//uidR//ygbL//pnp//pepQ//creC//rluD//uspF//rimL//prpB//yhdJ//ppc//yhaC//znuC//paaG//nanK//ydiO//grpE//ushA//dusC//cysU//mtgA//rplN//yjbE//tgt//murQ//dinG//macB//pgi//cyaA//tsx//ftsI//xerC//yfdO//rlmH//rplB//grxD//nrdI//ompA//cyoC//caiT//cca//frr//gmhB//ggt//gntK//essD//fdnI//purU//narZ//yegV//nadC//nanR//allB//glpX//coaA//narH//mdtO//gudP//rrrD//rpsS//rbsA//hisS//yhdX//iraD//yfbU//tdcE//ompA//yfaV//psuG//narU//bioD2//yjiY//yphD//azoR//rhaT//ygbI//uacT//deoA//bioH//yneJ//yiaA//glcC//thrL//yjiR//atoS//appA//rcsB//fecC//hisD//cusF//sufB//garL//ettA//gsiA//pyrG//asnC//allR//bcsA//yedF//hisH//blr//folD//yfcR//csgA//uidA//higB//entA//uspF//guaD//fecB//mltF//rsmJ//ybgQ//leuC//citX//ribA//epmA//mgsA//ppiA//xylA//rspB//panZ//bglF//ybcC//gntR//hha//mntP//lacZ//dcyD//ptsN//mutM//gntK//rhaB//gspI//thrA//zapD//clsB//waaH//phnL//pdeL//hcaB//ycbX//hofQ//hemB//yhjD//ilvE//ubiA//serB//tcyL//yraK//rpsP//tpiA//rimO//tufA//smrA//cobT//narZ//pgaB//ftnA//higA//yjhP//ruvA//hycI//rlmF//mdtO//garD//yhfS//phr//ariR//cadB//cas3//yccA//zitB//nrdF//prpB//lpoA//ygiS//ftsK//yfeR//rdgB//rnr//otsB//insB-4//yahD//ortT//cyaY//cvrA//yidD//recF//cynX//yehT//lpoA//yddG//thrB//elyC//mepM//ycjD//rpsB//gdhA//groS//nhaR//ompT//ettA//ssuB//yfhM//uhpA//ribB//radD//mobA//yrdA//glcA//yihT//idnD//umuD//tyrR//ycfJ//mdlB//ybgP//glmM//rcsB//rplA//bioH//ypjD//clpB//ugpB//diaA//glxR//gatD//actP//tilS//nuoI//zntR//ydcT//dgcJ//dusB//dapD//fdnH//yedP//galP//rsmD//cdd//cynX//nuoG//rplB//frlA//dnaB//atpC//nadE//pgaB//waaA//ybcJ//chiP//ptrA//dgoA//metG//glgX//yihU//rpsT//rpsS//ulaG//paaD//rcsB//cspB//cra//rpnA//gntK//ribE//otsB//yahN//agaW//yggD//rho//yiiM//trpD//radA//plsX//nfsB//mnmE//yhjC//rffM//rpe//iraD//hdeA//ulaF//mppA//yjbG//skp//chbA//emrY//ubiA//yahF//paaG//fixA//groS//yqjH//yfeR//aroE//pepQ//qseC//tyrR//ccmC//panD//hcaC//dapA//nrdA//ygbL//yfjV//insB-4//yiaM//rfaE//hyfC//nanK//ampD//lldP//aroA//fliM//dgcE//ralR//nrdG//hycH//ackA//rplY//acrF//fepA//hemF//lpxC//menC//ynhG//rraB//ydjJ//recE//waaJ//fepC//manZ//cra//thiG//lpp//fabG//yddA//nikC//yjiR//mlc//cysS//helD//thiC//yjhI//fdrA//yhjA//gcvP//glnH//zraR//uspE//metC//ydhC//yneJ//ydeE//yaaU//cutC//rsmJ//arnT//argS//thiQ//ytfR//speF//cbl//nmpC//rzoD//queG//gmk//clsC//glnD//gatZ//uhpA//rimM//ybiY//ubiC//yddA//
GO_0034644_7	kdpD//fucA//
GO_0034645_5	tsr//acpP//sapA//glnL//fabZ//clpX//argC//alkA//nirD//ribE//fumC//alaS//htpG//hofP//hypC//poxB//tmcA//asnS//cbeA//rcsD//treB//yfaU//metH//tusC//yfiR//lsrC//ybiA//pbpG//cydD//modA//fdhF//nuoE//cusB//rfaB//lrhA//ykgA//aes//zraS//zraR//flgC//cysM//rplO//atpB//paaX//purN//fryC//ibaG//sad//rihA//dbpA//hflX//ynfH//ggt//gntK//dnaB//rayT//hflD//pdeK//fryB//gadX//tdcC//arnB//atoC//leuB//ilvA//bcp//iraD//crcB//trmO//sapF//kdsC//gsiA//yjiM//glpD//aas//kdpB//sgcE//afuB//acrA//rbsA//gatY//yeaK//fabR//frdA//cusB//mntH//ynbB//dgkA//yhjA//gltX//narV//yqcC//hybG//yeiL//yhaJ//dauA//nagB//metF//cysA//pflA//efp//gmhB//rutE//ybdO//lldD//trmO//trpGD//cyoB//hisG//csiD//hscA//mcbA//lhr//rhtA//motA//fucI//ygcR//dmsC//kdsA//agp//ttdB//ivbL//metL//rho//phnH//ykgA//ygeA//plsC//fepA//yigL//frvR//bglX//yhaV//cspB//hdeD//cpoB//sufB//pabC//cusB//bamB//gppA//emrB//fimD//sohB//betB//insK//uhpC//lolC//sbcC//cmoM//fre//xdhB//flgI//intF//speE//intE//ftnA//sgrT//malZ//mntS//cdh//phnM//eno//rpiB//potF//uvrC//aroE//rof//yqcG//uspG//rfbB//csgB//ybfE//pyrC//arcC//asmA//potI//csdE//cobT//cfa//uxuB//yiaO//lptD//insI1//pldB//xthA//cmk//fepC//artP//tsf//nmpC//ftsI//tdcA//rhtA//uspG//nei//tgt//serC//pyrH//gcvA//glsA//cusR//yfhH//ddlA//murG//accB//pyrD//crl//ybaO//glrK//tufB//recF//trkH//ftsI//tsaB//crl//fklB//cusA//arnT//hisI//ldtA//tonB//marA//ybcL//mreB//feaB//hemA//fkpB//livF//pabB//rplM//ynaE//hisI//rbfA//entE//ldtE//yeeJ//alsK//barA//wzb//solA//aroD//yfeD//leuD//proP//ycjQ//preT//yejE//lgoT//efeO//chbF//dacB//tar//frmB//ppc//dgcQ//ilvB//pepN//yedA//yraN//tusE//bisC//betT//csgE//pdxJ//mlaB//pflB//hemB//dinI//yagI//hycI//dinQ//mrp//yajO//potI//sufE//garD//btuB//hemL//ybeQ//holC//ccmF//ybhF//yegT//speB//ybhJ//accC//rbsD//pdxJ//gspI//uspE//lsrA//murI//gltK//cspB//acs//fliL//hybB//hofO//ldtA//yajQ//phoQ//mrdB//kdsD//
GO_0034654_5	cra//yiaJ//fumC//yqjH//yfcA//tqsA//rssA//glnS//dtpD//cheY//rsmB//rihB//hemB//proS//flhA//accB//tdh//gutM//yjbG//sodA//rimM//seqA//ascF//accD//yneL//ftsP//purF//yahO//eptB//sixA//sufE//hns//ytfP//kdgK//rsmJ//entA//purC//glyS//yfbS//lsrA//gadE//rzpD//yfbR//fliG//yoeE//yidC//metH//livM//nirD//yiaJ//efp//tnaA//kefF//rnt//glnE//yqiI//holE//surE//nlpA//elaD//tldD//tusE//pnuC//yieH//dapB//puuA//araB//yohC//menE//yebK//amiA//dhaK//murI//kdpA//ydiQ//treR//cobT//znuB//zinT//yfcV//hslU//hypD//paaZ//sgcE//marR//dapA//tadA//lldR//yfbU//dgcF//npr//cdh//sdaA//sseA//lpcA//tnaA//htpX//ycjW//ispF//rpiR//yggT//atpC//amiB//sgcA//glgX//ariR//fdrA//ycjW//rlmL//hybB//yfdO//gntT//nfi//nanC//tdcG//yedP//yghU//hldE//intA//serC//betB//gdhA//yrfG//ytfE//ptsP//ykgF//insI1//pspA//tdcF//ulaC//paoC//puuE//dtd//roxA//rhaD//msrQ//pyrD//ldtA//nrfD//tufB//rlmD//oppD//ydcM//ybhD//era//murI//gshA//rng//nirB//eutN//torC//yihI//yghW//rpsB//yggW//artJ//dgt//ccmA//aer//glvC//envR//sanA//cbl//kch//mdtA//glgC//oxyR//hcaE//fliM//yfiE//phnK//pyrH//murQ//glcF//ymgC//kefC//proQ//pabB//asnA//rmuC//narZ//murC//eutB//pfkA//queE//ampD//pdeF//ydiR//ygaH//prkB//ydfK//rplQ//rbsC//hscB//eamA//higB//nlpE//paaX//frmR//galU//rsmC//kefF//frlA//yqaB//proW//mngA//yqhC//rffG//ynfL//vsr//rlpA//uxuR//frmA//mhpB//corA//fdnG//speF//aceK//tolR//pphB//argT//panD//ygdG//rhaM//ycbU//mutY//mngA//aceF//hisH//rplR//torI//rhaB//hisF//tsaB//yraN//cmtA//malQ//trpE//yihQ//yhjC//rplQ//yfiC//erpA//yiaL//gatA//rfaQ//folP//prfA//sbcC//ygeA//yeaE//dgt//hflK//ybjI//lit//ubiB//ibpB//lpp//ulaR//
GO_0034655_5	bhsA//sfmF//fepE//cobT//aceB//yciV//malE//insB-4//napC//nuoN//cydD//hemD//rpiR//trkA//ispB//yegT//rnc//metQ//dusB//yafO//rpsO//rcsF//entB//glsA2//narY//nupG//trpS//sgcC//rfbB//ydiZ//kilR//yqaA//citT//chpB//rplJ//uidC//rcnB//guaD//putP//appA//rlmJ//asr//ddpX//mutH//ampD//ampE//yadV//garK//rffH//nfsB//mutS//yebZ//ygfZ//frmB//ompT//etp//rlmI//yegT//pepD//paaZ//ubiA//malE//paaD//rffT//pmbA//ymgC//ppiA//sufS//xylR//tatB//glcB//pdxY//rtcR//
GO_0034656_5	murG//menI//ribE//yiaA//tap//yhbX//ulaD//dcp//mdtM//argI//rsfS//shoB//insI3//
GO_0034660_7	narU//argO//malQ//rsmG//tktB//mltG//aroK//mpaA//modA//atpA//yjjU//ghrB//rfaH//pal//secE//cpsB//ygeR//amiC//thiL//entD//garL//rsmC//insF-1//hokB//frlB//yjhC//proC//pdxJ//moaD//hflX//putA//fadM//atpD//dauA//malQ//eutB//ybhF//yiaL//yiaB//fdrA//secF//fdrA//yiiM//solA//ybdZ//lgt//gltP//insH-5//skp//hypF//narP//ygeA//ibpB//pgaD//fimF//fmt//glnB//ybhI//gatZ//nrfG//yacG//gutQ//dacD//ycgV//ccmF//rpiB//ybeQ//baeR//rfaG//accC//lldP//sfmA//gmk//puuB//frwB//idnK//cheY//yeiL//malG//acpH//purT//yfcA//nagA//xseB//ynhF//araB//ccmC//rplY//agp//maeA//csgA//hemN//lamB//yggT//garK//agaI//ccmG//ugpA//acrB//recC//ugpE//gshB//ytfP//yfeX//cspB//betB//ivy//iscS//mlaD//cusA//nrfD//ibpB//sdaB//mscS//yfhH//rutC//uxaC//tnaB//rbsR//rhoL//mdlA//thiH//
GO_0034661_7	proA//selB//thiM//dgcN//
GO_0034755_9	cho//prkB//ybhA//entC//
GO_0034762_6	dgoK//guaC//acrR//ariR//srkA//pyrC//btuB//waaH//
GO_0034763_6	rpnD//amiA//
GO_0034764_6	torI//oxc//
GO_0034765_7	iscS//glnK//yhdH//rluF//zapC//cheW//slmA//
GO_0034766_7	crfC//
GO_0034767_7	yhcN//hemN//
GO_0034775_7	yneJ//phnP//elfG//cyoD//acrF//
GO_0034983_9	ugpE//yihX//
GO_0035235_6	dgoA//nudF//fixA//ydbK//
GO_0035303_8	cobU//yjfF//cheB//rplT//yoeB//
GO_0035304_8	rlmI//
GO_0035306_9	rpmJ//
GO_0035307_9	rplY//
GO_0035335_8	ygiN//ompA//yadC//
GO_0035344_8	tmcA//tdcG//
GO_0035350_6	galS//
GO_0035383_4	yfdR//hemB//oppB//kdsA//grcA//rcsD//caiD//cmoA//
GO_0035384_5	hcaC//nhaB//
GO_0035429_8	cdsA//arnD//tamB//mscK//yjhI//lapA//
GO_0035433_7	yfbV//ydhQ//
GO_0035434_9	mtnN//yggF//lgoR//entE//ydcO//
GO_0035435_9	msrC//rpoH//cusS//mutS//fabI//murB//nrdR//clcB//puuD//
GO_0035442_7	tehB//dinI//potA//ldhA//helD//chpB//livG//tnaC//ogt//nanA//gloA//
GO_0035443_7	cyoE//groL//sodA//msrA//ygjH//tufA//cspI//hyaC//
GO_0035444_9	yagE//bepA//cydB//pfkB//yjiQ//trkH//elfA//
GO_0035461_6	sdhE//rplC//mdtL//mepS//fdoH//yieL//dnaK//panZ//rluA//ampD//
GO_0035510_7	glpG//nudF//glyS//rapZ//cbtA//
GO_0035511_5	ydjM//
GO_0035513_5	tolR//
GO_0035524_8	amtB//
GO_0035552_6	sfsA//
GO_0035553_6	mhpT//
GO_0035556_4	yhdW//cyoA//ddlA//comR//araC//hisA//artM//waaQ//cysN//nuoG//phoR//srmB//norV//caiT//cysM//yedX//metQ//yhcD//rzoD//rplA//ubiB//psd//melA//bluF//ytfR//yccS//yiaT//yggD//tatB//pheP//luxS//ugpE//nirC//ybcC//mzrA//cmoA//ybjN//malX//clcB//cydB//yihR//prpD//yhjB//rpiA//pyrF//ydaC//
GO_0035600_8	mtfA//
GO_0035601_7	hyfF//hcaR//arnT//
GO_0035672_6	hdeB//tpx//dcm//prmA//hpf//nrfC//fdx//rep//rimJ//ynaE//rimL//sodB//yabI//cmtB//holE//fabI//ydjM//yjjV//fhuC//panC//
GO_0035690_5	ftsH//gnsB//fliS//paaE//ushA//atoC//hyaA//dam//ftsB//yceO//ettA//
GO_0035725_9	yfdS//cusB//eptA//rhaS//sixA//acpH//ybjX//
GO_0035784_9	sad//
GO_0035821_4	hybB//dapF//rpsM//tynA//argA//
GO_0035864_6	ybiJ//
GO_0035873_8	ybjI//yobA//
GO_0035890_5	insB-4//ybhD//greB//cca//
GO_0035891_6	yggE//yebC//speB//xylE//
GO_0035966_4	lpxB//hha//ortT//lptG//ubiX//cpoB//mnaT//
GO_0035967_5	purA//dnaK//ispB//tdh//yehZ//
GO_0035999_5	hcaT//cysN//yghB//bioC//
GO_0036001_7	yaaA//
GO_0036046_8	dapF//
GO_0036047_9	blc//
GO_0036048_8	yfeX//
GO_0036049_9	flgH//
GO_0036088_6	rarA//
GO_0036103_6	yfgO//rplC//
GO_0036104_6	rpnD//dicB//
GO_0036172_6	holC//
GO_0036211_5	ndk//crl//paaD//cyaA//dfp//eptB//chpS//topA//sapA//agaV//rzoD//fhuB//nuoI//sfmC//insI-1//agp//yebZ//yebK//ybiH//yadN//abpB//gmhB//malY//trpB//rpsB//hybC//mutH//lexA//rraA//hisD//lsrC//caiD//fabB//yaaU//mazG//pdeD//yjeH//torR//yggE//murD//ilvH//ycjD//yneJ//flgI//lpxH//ravA//sgrR//znuC//insH-6//yehD//citT//yidP//wecE//yhaM//ygbI//ribF//tsf//edd//yadC//fixC//rayT//yggW//serB//ygjR//hybB//yfaL//menA//rbsR//pgm//gatB//znuB//hybA//glgA//panC//intF//ldrA//murB//yhaV//zntA//fre//deoC//sgbU//bioB//tqsA//ybjN//folC//mltB//frlA//fdnH//yphD//ldtA//yggP//nrdB//idnT//glvB//pta//yjaA//yedX//fetB//yebC//cusR//yjjI//yidZ//xthA//cdgI//gcvP//poxB//gsiD//lpcA//ygfA//fabD//hscA//pspG//tsaB//idnO//chaA//phnG//agaC//yagU//scpC//waaO//guaA//xapR//nfsB//agaW//acrD//rfbB//dnaE//rluF//mgrB//yqiG//mlaB//lpd//wzyE//mglC//hemL//nth//tsf//pbpC//nfo//pykF//gcvP//
GO_0036214_3	fumB//
GO_0036265_6	ybdO//nuoG//mdtM//malE//
GO_0036289_9	yecS//dnaG//
GO_0036293_5	rcsC//glmS//trkG//
GO_0036294_6	decR//nfi//ubiG//
GO_0036388_7	ykfM//
GO_0036447_5	hofO//lamB//elyC//
GO_0036448_6	kdsC//araG//ftsW//
GO_0036460_5	gmhB//aldA//aaeR//mdtF//ydcS//folP//
GO_0036506_5	mreC//
GO_0036525_7	abpB//
GO_0038083_9	zraR//fimZ//aldA//xanQ//accD//
GO_0039633_6	ybiO//ilvN//envC//ldtA//
GO_0040008_4	cusC//yedF//elaB//rplF//elfD//secF//holC//fimF//zitB//nadE//
GO_0040012_4	lrp//narL//tyrR//nrfA//pdhR//yadI//yaaA//ygiS//lpd//mtlD//dsbC//argR//chpB//ttdT//
GO_0040013_5	dhaL//yeaK//atoB//rcsA//bolA//xisE//fdoG//
GO_0040033_9	eamA//
GO_0042026_4	higB//rihA//xylE//dkgA//gpt//dapB//lysA//hyfF//fsr//
GO_0042040_7	yieE//
GO_0042044_5	hxpB//
GO_0042126_5	sufA//bcr//rfe//flgJ//
GO_0042128_5	fliG//phnO//
GO_0042133_4	yraJ//rpnC//abgB//garR//pspF//rzpR//opgB//ybaK//kbaZ//nikD//yfdK//sgrR//mcrB//lysO//acpH//yieL//
GO_0042135_5	sspB//feaR//hmp//wecC//bioC//gsiD//rcnB//msbA//pmbA//yagJ//elyC//ykfI//dtpD//
GO_0042136_5	dpiB//rclB//
GO_0042150_7	yjbB//yieH//ynhF//
GO_0042157_5	rdgC//nuoN//afuB//priC//
GO_0042158_6	dcyD//ftsL//arfB//
GO_0042168_4	ligB//ypjD//uhpT//hsdM//yggP//macB//fdhD//ubiF//pitB//
GO_0042176_6	thyA//cdd//minD//envZ//
GO_0042177_7	yegS//casD//fimF//
GO_0042178_5	lacZ//leuB//ldrA//mak//yjjV//ygaZ//adeQ//mnmA//glk//speA//fbp//rpmE//yhhT//appC//trg//ftsQ//paaF//yoeB//clpP//
GO_0042180_4	hofM//ybhR//ffh//gcvP//grxD//sodB//sucB//viaA//yajQ//rluA//exbD//ascG//acrB//yehX//dxs//livK//folM//sstT//ynaE//ppiC//zinT//glpB//flgG//yadK//ung//yaiV//ygiN//ccmC//dgoK//hslJ//rsmI//yqaB//dgcJ//rssB//ybaM//ypdF//cysI//intE//glpK//ybdH//uidR//rimJ//bcp//yfbS//ygaV//uspB//intA//tnaC//hscA//yieK//gspJ//thrS//cueO//glgC//artP//recO//yiaJ//fucK//dnaX//
GO_0042181_5	phoU//mrcA//gnsB//ydaC//argE//mscK//atoB//arsR//gatY//ybdG//cas1//menD//lptE//deoC//dsdX//sfmH//satP//sugE//dicC//nei//insI-2//entS//ulaR//yidQ//
GO_0042182_5	insA-1//narH//aroB//gltL//etp//ybcQ//fadA//rhmR//mlaF//ftsN//nupG//yeaG//pmbA//rsmG//moeA//sspA//yihW//thiP//fkpA//atoS//dsdA//rssB//pdxJ//uspC//ompG//nirD//norW//scpB//ftnA//
GO_0042219_6	upp//elaD//pgi//nemA//rbfA//
GO_0042221_3	ulaR//focB//uidR//ydfK//lipB//emrY//xerD//rsfS//pncB//frvR//frlR//yhdZ//rffC//norW//yejE//clpB//yhjB//yehD//pheA//lptG//pagP//ybaO//pinR//ftsW//mntR//mdtG//folE//gyrA//astC//recR//gntU//ibsE//paaH//helD//psuG//cysH//insH-5//dnaC//ydiB//xseB//lpd//rlmJ//cvpA//cmtA//mscL//msrA//tehA//asmA//cyaA//lysC//yfdC//hisC//prfC//parC//rhaD//yidZ//dacA//ygeR//cyoB//ruvA//mrdA//moaA//rmuC//insA-2//yfjR//ascB//uxaC//nfuA//nadC//amyA//mgrB//fumB//zntA//ung//essD//bfr//cydC//ilvN//ymgC//treR//hscB//ytfQ//rplM//fumB//bamE//talB//fecA//hsdR//cyoA//crl//glnB//abgB//gshA//frvA//rclC//waaH//fliL//cheB//yfhH//mutT//yjhC//hypD//phoA//glpT//lolA//bioF//uxaB//mdtC//kbaZ//mltB//araC//pheM//ompF//yehU//yfaE//argI//hypF//entA//srlA//sfsB//yabI//yedP//purR//citC//rsmA//proQ//dctR//speA//aceK//yoeB//yghW//acrB//bamC//rpoS//yraN//ycbU//sdhC//lsrB//dpiA//pntA//ybfE//ccmH//frlB//sapF//mocA//guaA//yggF//ogt//mdaB//clpP//lplA//leuA//acrF//shiA//fixA//pyrB//mazG//hemA//opgB//ybdH//topA//abgT//rpmA//yhgF//yadM//narZ//dmlA//artQ//ibsB//folA//mnaT//rpsD//arcB//idi//fdnH//yqiJ//ccmC//ilvB//relE//gudD//carA//rdgC//gatZ//artQ//dgkA//crl//artM//rppH//adeD//orn//pstA//tbpA//gutM//livK//malG//yafS//csgF//hofQ//rluF//srmB//yjjU//tcyP//dacB//ybdH//eutN//syd//ubiX//hyi//tilS//pyrG//nemR//ybhD//gadE//yraR//mdlB//nhaA//dedD//zipA//proV//queG//pdeK//ldtE//rplF//ldcC//csiR//focB//nrfD//rffG//uhpB//zapC//eco//poxB//ettA//rpsQ//ynaI//
GO_0042245_7	yjjX//umpH//dnaT//
GO_0042254_5	hflC//alkA//ymgA//leuS//yhbS//der//sstT//
GO_0042255_6	hisH//yjbH//
GO_0042274_5	htpX//basR//manX//xylE//
GO_0042278_6	lit//cadA//rhaD//abgR//asr//rcsB//glsA//ralR//rplE//htrE//cmoM//atpG//yihQ//cnu//glpF//yidC//fadA//galE//
GO_0042304_7	ilvH//caiE//gstA//
GO_0042325_8	gltI//mnmC//
GO_0042327_9	pepQ//
GO_0042330_3	gnsB//ybjL//rtcB//dapD//yihL//agaD//btuR//malP//era//arnT//zwf//lpcA//rfaE//hisM//fdnG//priB//
GO_0042350_6	mreB//
GO_0042351_7	insH-5//
GO_0042354_7	yegS//mltB//araD//yahK//yddA//rfaB//
GO_0042355_8	ybgP//atpA//feaR//dnaE//katE//rimI//
GO_0042357_5	yjeI//chbA//
GO_0042362_6	tpx//
GO_0042364_6	folM//yciT//yejB//atpB//gmk//yejF//dtpC//cysH//rutA//lpxM//rlmA//yhdJ//ybhG//gatD//btuR//rcnB//prs//ybaK//ulaB//ybaM//ydfG//sbcD//yajD//yfcP//pspD//ycgV//adhE//yggP//rpoS//hofQ//ompL//pfkA//lepA//cysD//hflK//mhpT//yfaE//agaW//ileS//fucI//flgJ//dgoK//zapC//rcsF//mgsA//rnlB//dmsC//cas3//mlaC//gdhA//yoaA//yccA//dppD//glcB//gltP//lpxK//
GO_0042365_6	artQ//rhtA//asmA//tufA//
GO_0042371_7	pncB//
GO_0042373_6	citT//
GO_0042398_6	guaA//ydjM//ydjJ//rcnB//aroF//efeO//yajR//mdoG//rpsL//rpe//rplB//ralR//bamD//ravA//fdnI//lldP//cpoB//glpC//purN//rlmC//
GO_0042401_7	hemL//sfmF//fhuF//cusF//yfcP//xseA//speD//ygbI//mscL//lldP//rlmI//mukB//rcsC//ypdB//
GO_0042402_7	glxR//narH//yjeI//ggt//tolC//csrD//torR//plaP//intF//mdtF//topAI//tauD//yjfF//
GO_0042413_6	ygcR//hdfR//bglA//yjjQ//
GO_0042430_5	gfcE//eutK//epmC//yceK//kdpF//sgbH//deoB//rplC//cysS//hemL//
GO_0042435_6	insK//hcaE//hslO//tsaB//truB//mpaA//rzpD//yihP//yjjX//
GO_0042436_6	yfcP//
GO_0042439_5	lldP//
GO_0042440_3	arsC//sdiA//argK//dgcZ//ptsG//gpp//bcsQ//frvA//yigB//hipB//rof//waaG//suhB//fucP//
GO_0042443_5	ygfA//garK//
GO_0042445_3	yobF//bcsA//fucI//brnQ//cspC//metR//ugpC//eco//murA//yjfF//marR//puuE//wcaB//waaO//
GO_0042446_4	mukB//
GO_0042447_4	dcuA//pnp//argK//insH-5//satP//rpsI//glnD//dacB//secE//pphA//hyaB//yaaU//frlR//
GO_0042450_7	dicC//ydjJ//intQ//uvrB//ubiA//rmuC//
GO_0042451_7	flhE//fixA//deoD//ytfP//plsX//clpS//
GO_0042453_8	ybjN//
GO_0042454_7	wzb//ybfA//ppiA//yneE//maeA//ghxP//clpS//dicA//fryB//allD//murQ//yihU//
GO_0042455_7	gsiB//lpxK//bssR//paaG//nfo//miaB//pgk//trmH//rpmG//ynaI//rnt//dsdX//stpA//hypB//cmk//srlR//lptB//
GO_0042493_4	fadK//rplQ//hxpA//ycgR//narW//nadD//atoS//cas2//nanE//pta//allR//sspB//rplY//guaC//ompR//mrcA//ydhQ//ccmG//nrdI//narG//rna//yciK//paaG//ygfX//glsA2//yneE//gspF//alsE//frwD//fucI//ytfP//mepM//hybD//mngB//folM//allD//yeeY//ettA//btuD//bdcA//ubiA//rimJ//yihV//bdcR//mocA//ybdH//pyrD//rlmM//fdnI//
GO_0042537_5	trmO//yhbO//malE//adeP//setC//mdtF//relE//appB//accD//hisF//eamA//yegS//csgA//mltF//yfgO//sdiA//nrdF//cdd//yjcS//ybiW//yjiA//insA-2//
GO_0042538_6	phoQ//hdeD//
GO_0042542_5	rplP//rpsA//yehZ//lpxC//thiE//gadA//dusB//csdA//malQ//tcyL//ygeX//bdcR//rpoH//cysZ//hsrA//yihS//menD//yfcV//
GO_0042545_5	yoaB//
GO_0042546_4	rph//hokE//uxaC//mlaC//narV//mepS//cpxP//gmd//garK//ilvL//
