#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hflD//ygiS//fepA//ravA//
GO_0034654_5	pyrG//pgpA//appY//yegS//atpA//lipB//yehD//mfd//thrS//uup//waaY//nuoN//yjgX//kup//eutK//prmB//hprR//frmA//pgpB//yggT//insK//macA//phoP//serB//rpnA//caiD//yeeY//rbsD//arnT//nlpD//rnpA//dnaN//rapA//yjaA//rluE//atpG//flgD//cpsB//csgD//mnmG//nanK//baeR//tynA//ais//fre//yfiE//rplE//malI//menF//yraR//mntR//ulaF//mrdB//gstA//rapA//waaG//rbsB//ybiS//tmcA//pheT//sppA//hfq//glnQ//nepI//dedD//phoU//amiC//pdxY//hofN//nadD//iraP//rihC//yicJ//yfiC//cnu//cof//ccmC//ybhF//yidA//nlpI//pyrE//chpS//ung//relE//abgR//ybiJ//frvB//rpsI//artM//nfuA//hchA//yihT//cspB//narZ//cho//ttdR//uspF//yebQ//ubiB//ybfA//rluE//frdB//cusR//hyfR//prmC//aqpZ//appY//atpA//nanT//miaA//pdeH//envY//hflK//ybcM//bglX//ybdN//xisE//ackA//phnK//ihfA//hflC//livH//cstA//ribD//moeB//flgE//atpA//yfgI//hybG//endA//decR//sgbU//leuO//ybaM//rlmM//lgt//ptsI//aroB//frmB//idnK//dapF//dcuC//exoX//betB//iscR//aphA//crfC//yfiR//nth//wecE//rlmE//rpmH//slmA//ybdH//lsrC//ypdI//msrA//ynfL//macB//hypE//ypdF//lrp//ynhG//ygcR//thiL//kbaY//nfuA//lptB//yefM//gltK//ompR//flgJ//sdhC//srkA//lsrA//lgt//cspE//arfA//ykfM//coaE//cobC//artI//hscA//casA//rsmG//ompC//trpB//sgcR//bcsQ//rpsH//carA//yegT//torC//yebZ//fepG//nanC//rssB//pstS//cydD//fadR//gloB//mnmG//nhaB//umuD//cptB//fdx//crcB//ydiR//ansB//agaS//yobF//sapF//norR//ppiD//leuS//xisE//iaaA//codB//lpp//mukB//yneJ//hinT//mhpB//yddL//aas//mtlD//acrA//asnS//dmlR//mog//dicC//zapB//glpC//dpiA//ybaQ//insA-2//fpr//yhiM//envR//rhaB//katG//fliD//xerD//nadC//kdpB//btuR//dauA//ydiF//fdhE//mlaB//viaA//plsC//bolA//cas3//bioD//ftsK//rlmN//phoQ//bdm//
GO_0034655_5	ddpX//xanP//rimP//araC//malI//betB//intZ//arsB//hemE//ssuA//sgrT//sgrR//dinQ//ccmE//ilvD//acs//livG//yghG//dgcQ//prc//rarA//narJ//ldrB//ybdZ//galK//bamC//fsr//sgcB//ulaE//mglC//hisH//alpA//asnA//fecC//cyoA//ytfR//rssB//clpS//zinT//wcaC//asnA//nei//gutM//rarD//comR//yciE//wecA//cysE//ycfJ//pncB//rtcB//nirB//degQ//fadA//glnK//galM//hdeA//fliK//feoC//ynjA//hscC//ynfF//pepA//ltaE//ccmH//hemD//mlaE//abgA//yehX//radD//mdtK//mscK//yfaV//
GO_0034656_5	ptsI//zapD//murC//yibH//yieL//yeeO//ydiV//gppA//upp//ygaV//yeiE//ppk//yfcQ//
GO_0034660_7	tsaC//yhiM//lpxT//glpG//malS//ibsD//waaJ//frlC//rpsN//recF//allD//lsrA//fimH//yeaK//rihC//infC//rhoL//ariR//murI//mdtA//gspF//dtd//insH-5//yghB//pckA//oppC//trpD//map//murE//pspA//thrB//fcl//yhjX//nanC//bdcR//yodD//glmM//yehZ//focB//trmJ//kdpB//yeaV//ydfG//yfaL//cpsB//insH-6//ydiK//rne//ttdR//artI//truB//adiA//ribC//yhdZ//yhdX//sseA//sgcX//ybdG//yhiM//mhpA//phnH//rpsN//ybaQ//yidL//mmuP//moeB//dppD//mdtO//tdcE//lolE//aroP//ppsR//glgA//mhpC//ligB//coaD//yihR//tdk//fbp//aroF//slt//qseB//rhmD//mdtF//nlpA//speC//ivy//uvrA//mltC//proC//shiA//ydcI//yggF//gudD//udp//tpx//alsA//arnA//ybjG//ldtC//eamB//focB//ydeM//hrpA//uxuR//rimI//rpmG//cysM//setC//yahO//torC//asnS//garP//bioA//csrA//flgM//yfcG//cysP//mipA//flgJ//ecpR//yiaA//
GO_0034661_7	allD//rng//deoR//glcD//
GO_0034755_9	cadC//guaB//cysE//yhdH//
GO_0034762_6	sgcE//dhaL//cytR//glpC//ubiJ//secE//holB//purD//
GO_0034763_6	srlD//pgi//
GO_0034764_6	insI-2//bglF//
GO_0034765_7	yhbX//bcsA//yijE//cspG//mdoG//folX//yfdR//
GO_0034766_7	nac//
GO_0034767_7	prpR//putA//
GO_0034775_7	patD//rihC//pabC//gltP//pphA//
GO_0034983_9	glcA//basR//
GO_0035235_6	araA//suhB//rfaE//ybhS//
GO_0035303_8	yfeR//rcdA//rpsQ//yciT//yfaV//
GO_0035304_8	ybiO//
GO_0035306_9	yieH//
GO_0035307_9	gltS//
GO_0035335_8	pdeH//ybiY//fiu//
GO_0035344_8	cadA//lysO//
GO_0035350_6	caiT//
GO_0035383_4	bioD1//pgaD//ffh//gyrA//borD//fabZ//tcdA//yccS//
GO_0035384_5	cynS//dnaA//
GO_0035429_8	dtd//ycbV//adiY//mdfA//uraA//kdpF//
GO_0035433_7	evgS//basS//
GO_0035434_9	kefF//rng//purN//dxs//fimG//
GO_0035435_9	ade//livK//mrdA//glnE//abpA//mngA//aroH//gatZ//tufB//
GO_0035442_7	nanA//ynfK//uidR//potH//acrF//fbaA//smpB//puuA//paaB//ydcM//sbcC//
GO_0035443_7	insI-1//hns//yhdH//rutB//rhlE//ybiS//rsmC//ileS//
GO_0035444_9	maoP//pntB//sgrR//yghO//galF//bfr//atpF//
GO_0035461_6	sufD//tqsA//dppF//slmA//udp//sutR//queC//yhbS//pyrH//xapA//
GO_0035510_7	ybbN//secY//matP//appA//rrrQ//
GO_0035511_5	iraP//
GO_0035513_5	ftsL//
GO_0035524_8	sfmH//
GO_0035552_6	ampH//
GO_0035553_6	alaA//
GO_0035556_4	gpt//yraN//yfiC//fruA//mdlA//yeiL//nfuA//livH//yfbS//galK//dgcM//araH//yhjR//mazF//bioP//tolR//dgcQ//lyxK//yeiE//iscU//carA//hycI//hemA//sapD//fimE//pphB//envZ//hcp//idnT//alpA//queF//symE//erfK//waaZ//fucP//recT//ybiJ//pfkA//pdxK//mutH//ytfE//yfbV//mdtA//mlc//greB//norV//
GO_0035600_8	yahD//
GO_0035601_7	yqhC//tauC//nagD//
GO_0035672_6	mngR//yhjD//phnO//insK//parC//nikA//recC//tauD//clcB//yjeI//ybiI//ruvC//cueR//nemA//ybhI//ydjK//ybjN//dnaN//asnC//fadB//
GO_0035690_5	arsC//trpD//trmL//ascF//frwB//lpxK//flhC//rhaR//mdtA//gnd//fimA//
GO_0035725_9	fepE//ftsL//paaC//mreB//narU//rpmF//uacT//
GO_0035784_9	mobA//
GO_0035821_4	ftsX//blr//norW//gloA//csdA//
GO_0035864_6	fruB//
GO_0035873_8	yaaY//aspS//
GO_0035890_5	fadL//fliD//menA//ynbB//
GO_0035891_6	nuoL//yfcR//pyrC//waaS//
GO_0035966_4	mrdB//yggD//rpmB//napA//mtlD//mdtN//glpC//
GO_0035967_5	yijE//hisP//phnG//iraM//hsdM//
GO_0035999_5	rplY//zwf//cspE//ompN//
GO_0036001_7	ypdF//
GO_0036046_8	araF//
GO_0036047_9	psd//
GO_0036048_8	fecB//
GO_0036049_9	insI3//
GO_0036088_6	trpL//
GO_0036103_6	yiaT//trpR//
GO_0036104_6	blc//ppiD//
GO_0036172_6	fhlA//
GO_0036211_5	hyaA//cca//frvB//mzrA//pheT//ligA//mltG//serB//fbaA//cmtB//fixB//citE//mnmE//agaV//nrdA//fdnG//dinG//tag//cecR//nadB//tilS//aroA//ttdR//viaA//ybjN//holD//rpsL//fecC//ribA//comR//ilvN//yraJ//yccA//rbsC//sfsA//mtlA//yqiI//ycgB//hdeD//hypT//bioF//tldD//caiE//aroA//frlB//hofN//ymfA//zntA//actP//glgC//amiD//yqeF//amiB//rnlA//adk//metF//guaD//yjbF//srlD//ddlB//thyA//gltD//amyA//yejE//cyoD//cycA//cpsB//purD//rpmE//mtlA//cusR//pspF//tabA//rpsQ//ybaO//sufS//lexA//hyfA//adeP//degQ//focB//yihL//pfkB//citC//yfeX//ygaZ//fimI//mltA//exbD//bglA//lepA//ydhC//tig//yejB//fecA//mntS//nadA//ndk//fdnG//mngB//fhuD//ftsI//yphD//serB//frlC//potG//gabP//yjjI//hybA//rutA//yihL//dedD//apt//phoB//ycgV//yghB//fimI//cyoC//rsmC//pflA//yehC//katE//gppA//uvrA//htrE//putA//yrdA//rpsI//trmI//dicB//pflC//eptB//lolB//hpf//gltP//rihA//lsrG//lsrK//cyaA//ppiD//yjjQ//ynfH//
GO_0036214_3	glgS//
GO_0036265_6	ubiB//dapF//yfbU//glpK//
GO_0036289_9	uraA//mgtL//
GO_0036293_5	rstB//tauB//macB//
GO_0036294_6	yciV//dnaC//nagA//
GO_0036388_7	higA//
GO_0036447_5	fdoI//cpoB//kdgK//
GO_0036448_6	yiiM//fepA//cmoB//
GO_0036460_5	fadK//ycbU//fadM//potC//rluA//pdxA//
GO_0036506_5	parE//
GO_0036525_7	rpsS//
GO_0038083_9	tsr//lysO//yhgF//tnaA//ybdZ//
GO_0039633_6	fabR//atoC//ygeW//ydjM//
GO_0040008_4	dcm//livK//yedP//sbp//hicB//aceK//ydhQ//aroC//yhbS//tcyL//
GO_0040012_4	hdeA//cadA//yhjR//cysK//yeeY//ybiT//proW//tqsA//ompR//fimG//hybF//slyA//adeD//gatZ//
GO_0040013_5	casE//flhC//tisB//thiH//yfdK//fryC//sgbE//
GO_0040033_9	rclA//
GO_0042026_4	yjhG//yieK//mngB//dut//phoA//msbA//ilvD//yejE//fixA//
GO_0042040_7	nemR//
GO_0042044_5	cyoC//
GO_0042126_5	ptsP//fetA//rssA//slmA//
GO_0042128_5	copA//glnP//
GO_0042133_4	citX//qseC//fryC//kgtP//hemG//clsA//hcaD//gpt//sbcC//nlpD//nupX//ydcR//ybdN//leuD//cmoB//yfeW//
GO_0042135_5	wbbK//ydhK//fucK//uhpC//ybaK//perR//cobS//hofP//cyoC//mglC//leuS//pabB//yccS//
GO_0042136_5	patZ//lon//
GO_0042150_7	fdrA//aroL//sapB//
GO_0042157_5	uhpB//yjiR//insE-1//ydhJ//
GO_0042158_6	hypC//glpA//ybaQ//
GO_0042168_4	lepB//rnr//ygbN//yfcV//tufA//yciF//csiR//aroP//rspB//
GO_0042176_6	hcaE//narJ//nirD//wecA//
GO_0042177_7	arfB//prmC//pbpC//
GO_0042178_5	xylF//yggX//iap//ghoT//ldtE//aaeB//yhaV//miaB//napA//aroG//insF-1//chbB//nadA//kdpC//rbsD//yodD//mscM//yggD//sodA//
GO_0042180_4	yegS//flgI//dsbC//pstA//rplA//mglA//wecC//ihfB//yafE//glnA//rpiB//gadC//putA//ydaN//yidL//glsA//yafC//yghW//treA//insA-2//pgrR//emrE//ispB//rlmG//patZ//uhpA//yccX//fryB//folE//hypB//xylE//dadA//mukB//trpD//obgE//nhaB//ccmA//setC//phoP//uxuA//trg//ribF//hisI//ycjR//soxR//ydfD//erpA//btuD//ydjH//clsA//argF//ldtE//fre//arfA//zapB//pbpC//exuT//cobS//aslB//
GO_0042181_5	setC//yhdH//pykF//deoR//tynA//ogt//mioC//uhpB//trpB//ydiV//yiiD//setA//chiP//ubiG//yehT//sdhA//yebG//paaJ//abgA//dcm//lysP//dmlR//dicA//xylG//
GO_0042182_5	rpnC//acnA//gadA//allS//surA//lepB//glpG//rpoH//flgJ//leuS//truD//casA//epmA//rsmE//cptB//yicJ//hypC//plsC//trg//ccmH//bamC//aqpZ//hxpB//mdtQ//betA//uxuB//mnaT//asnS//agaB//
GO_0042219_6	bamB//flgC//mtlD//pyrE//hfq//
GO_0042221_3	mppA//zraS//ubiB//pdxH//smpB//gapC//ydcI//dmsA//rnlA//uidC//erfK//frr//secA//dnaC//hsdR//yidC//guaC//fsr//cbeA//ydcR//cusB//yphC//mzrA//gadB//yajL//kefG//ygfX//moeA//yidE//cysG//symE//ydjJ//envZ//tnaA//fryC//yaaY//carA//dgcZ//tar//fucK//symE//dacD//puuE//sspB//pcm//paaG//gltL//murE//glgB//rsuA//nirD//gntK//artM//rfbD//yohC//mhpT//trpC//nanE//yefM//rdgC//betT//bamC//dctR//pdxK//thiL//fabZ//hsdM//mdtL//sapD//dcyD//preT//fliS//ubiH//murF//ilvA//nrfE//ydaN//narK//rcsB//gnsB//fixC//ybiW//yajL//tas//yghB//rzoR//atpD//rplE//fruB//hisC//cho//cheY//waaF//hemE//dgoT//glgB//glmS//mdlB//fcl//ydeM//ais//panE//mcbR//ygaZ//slyA//ubiF//flgM//iscA//xylB//stpA//sbcC//glmS//glgC//yiaA//udp//mprA//yqhD//yciE//setB//pykF//mntP//dicC//mngA//recN//guaD//srlE//pyrB//glgX//mutT//yeaV//lgoR//abpB//gatD//ynfE//secG//yihW//murC//dgcN//dgcJ//rfaE//glyA//yadN//proX//yfaX//fdoG//bioP//mepS//hisH//ssuE//clsA//flgI//cyoC//hinT//ptsG//mscS//acpP//tabA//flhE//acrB//ffh//yciV//citT//yieK//lpd//mdtN//yneE//nac//yidC//rplX//entA//uvrA//ldtD//torC//ftnA//ompN//purF//ygfZ//gpsA//envR//nagB//galT//ydhK//fabG//hda//bioH//speG//mraZ//paaF//caiF//sbmC//sdhC//yphB//pbpC//yadC//exbB//yegT//cof//yafS//yfcR//ghoT//acrA//phnH//ppiD//fucK//sgcC//udp//treR//hrsA//aroH//ascB//nusA//phnO//pdxA//mdtD//glnA//nanR//hscA//wza//gatY//yjjV//queE//yneE//yiiD//greB//yihI//smpB//ybcJ//yajQ//oppF//rph//prs//gsiA//glgC//ydcR//rspB//
GO_0042245_7	mtn//fadJ//creB//
GO_0042254_5	yfiR//dinG//dcuS//mdtG//yfbU//cspI//nrfF//
GO_0042255_6	proW//fliG//
GO_0042274_5	idnK//ycfL//dhaL//hybB//
GO_0042278_6	glpB//aroC//nfuA//ortT//fdoG//adiY//lysC//rsmB//yhcF//yejF//gudP//recO//tnaA//preT//dcyD//dinQ//rluA//rffH//
GO_0042304_7	ftsK//atpG//hisH//
GO_0042325_8	rpmE//puuB//
GO_0042327_9	flhD//
GO_0042330_3	rluE//artI//glyA//glvC//flhD//modA//pgpA//ycfS//fliZ//trmO//priA//napC//sfsA//glnL//emrD//hisD//
GO_0042350_6	fryB//
GO_0042351_7	hemB//
GO_0042354_7	yecS//barA//glpA//yqaA//lptC//ymjB//
GO_0042355_8	glgP//pspG//ypjD//yaiP//fimF//yraJ//
GO_0042357_5	atoB//ynaE//
GO_0042362_6	rpe//
GO_0042364_6	malX//ycjQ//guaC//yddL//fucP//sdiA//frdD//fliS//ydeE//fdoI//argG//rpoA//puuB//yagU//mngB//gntU//waaH//proA//recC//yobF//pldB//agaV//prfC//dcuC//moeA//ahpC//speD//appB//yaaY//hycI//hemD//mtgA//ybgQ//brnQ//mgrB//acpS//emrE//yddG//gpt//yihU//yibT//hemL//nrdG//dinQ//rpmJ//ydiB//setB//mepA//uvrA//arnT//dusC//yhgF//ebgA//kdsC//rluB//rfaD//
GO_0042365_6	flgJ//rbsK//rutG//ydgA//
GO_0042371_7	fabZ//
GO_0042373_6	amtB//
GO_0042398_6	waaB//arnE//baeR//rffT//recQ//napF//ddlB//dacA//mngA//ispA//lolE//rsmI//gluQ//flgA//melA//ybiY//fumC//aldA//murJ//rpnC//
GO_0042401_7	rpmJ//creC//yddG//hisH//insB-2//ygiV//yjhB//manY//yhcF//hsdM//dauA//ldhA//rfe//ydiQ//
GO_0042402_7	yggN//dnaB//gshB//yehD//yjbB//cmtA//ubiF//nlpI//adiA//ycfJ//yjiQ//arsB//lptG//
GO_0042413_6	roxA//appC//yfbV//fic//
GO_0042430_5	truC//prpB//garP//recC//kdsC//nrdA//dgcQ//phoB//gnsB//yddL//
GO_0042435_6	rssA//mioC//hpf//mutL//tomB//yihS//zapC//purF//mmuM//
GO_0042436_6	yihT//
GO_0042439_5	rcnB//
GO_0042440_3	mliC//ygaH//lpxH//kbaY//allS//btuB//selA//tus//argE//rsmA//glpG//hyfA//gmk//idnD//
GO_0042443_5	yiiE//yeeL//
GO_0042445_3	lacI//eutN//envC//yeaV//pspF//katG//atpA//ykgO//ychO//ydiV//miaA//mdtL//fdnI//hypC//
GO_0042446_4	mutL//
GO_0042447_4	yahB//tolQ//yfcR//gmk//ynfK//mcrB//yjjV//lsrG//yfcF//ypdC//acrE//ypdF//cysE//
GO_0042450_7	chpB//hofP//xylA//fdoI//uspF//opgG//
GO_0042451_7	sthA//ileS//yfaV//agaV//blc//insI-2//
GO_0042453_8	opgD//
GO_0042454_7	proA//map//ybiI//yadC//pgaD//erfK//carB//yghW//opgH//gabD//rfbB//hslO//
GO_0042455_7	pspC//yfcG//bipA//glpK//mioC//ibpB//cmoM//yhcF//nth//xylF//arcA//ompF//kdsD//rtcB//nhaA//nusG//ydcT//
GO_0042493_4	cheA//nusG//bioA//norW//rsmF//tolR//iscU//acnA//ftsX//rutC//cas3//yebQ//acrA//ybiT//lrp//ytfT//fucP//fkpB//eutD//bglX//ynbB//argG//ccmF//sapF//yjjQ//ubiH//mnmA//hmp//mdtO//slyD//xisR//gntU//rpmH//entD//yggT//tdcC//carA//relB//gor//trxC//rlmJ//ymfK//gcvT//gmhB//yddM//pdxB//ychO//recN//cmtB//
GO_0042537_5	birA//hdeD//ymjB//qseB//insA-2//yafQ//dam//thiC//rayT//lpxK//ulaR//zur//sutR//mdtJ//lolB//aroC//casC//rseB//gyrA//mscK//alsB//yihL//
GO_0042538_6	mngA//sufS//
GO_0042542_5	ibpA//yjiY//ptsN//alsC//rplN//rspB//yoaB//copA//ghxQ//cysK//uvrA//ompL//pmbA//leuS//nagK//pgaD//rnlA//hpf//
GO_0042545_5	ptsH//
GO_0042546_4	pckA//panZ//yegD//chbA//gshA//recB//narL//ftsQ//ytfP//trpA//
GO_0042558_5	rdgC//yidZ//nudG//yehC//dapA//uvrB//yidA//allS//cspB//proX//ybjD//rpsI//hcaT//chbG//cysA//kdpC//yjhG//yrbG//
GO_0042559_6	fmt//manZ//yrfG//yiaF//deoB//mngA//yiiD//bglH//panD//tcyN//alaE//ubiB//ddpX//
GO_0042560_6	tdcC//uup//
GO_0042592_4	exbD//nepI//ybgQ//csgD//msrQ//hybO//envZ//prpR//hdeA//pyrC//msrP//ybhF//qseC//yeiL//tauC//ygeA//pstS//yhfS//ybdH//ppsR//ynjD//rlmD//clcB//dinG//dcyD//hcaD//rlmN//galT//wrbA//pdeD//mscK//yphD//xylR//dgoT//hofN//agaW//ftsZ//lpcA//selB//menB//emrY//mdtJ//phnP//rpiB//ackA//ftsQ//gabT//yeaK//rpmJ//ybgI//xseA//proW//trmB//proB//gspF//cdaR//hldE//hemF//cfa//
GO_0042594_4	yaaU//rfaD//polA//yraN//rapA//rlmH//tufB//asnC//waaA//mltC//tar//mdtK//putP//murC//mdlA//eutA//dbpA//guaC//tag//accA//yghG//uacT//rimL//frlR//speA//yhhZ//mfd//asmA//ptsP//glpF//dadA//uxaA//yihX//dnaC//hofP//
GO_0042618_5	dsbB//
GO_0042619_6	arcA//
GO_0042710_4	ybdH//thiG//nhaR//wzc//psuG//patD//rutE//spoT//zur//pyrF//acrE//qseC//nuoF//elbB//nupX//yhdW//fklB//rnlB//gltD//fdnI//dxs//rhaM//manX//nmpC//mhpR//mhpC//bioC//yahF//hcaC//aroE//xylA//yhbX//ulaB//gadB//ddlB//nikE//oppC//serB//msrQ//lpoB//glcE//panD//ftsA//yhbQ//yjfF//lpp//cysN//luxS//gsiB//gltS//rpsS//
GO_0042723_5	ttdB//rrrD//hofQ//eutD//sdiA//fdrA//hcaC//yqiJ//glnQ//trg//yagU//acs//
GO_0042724_6	dgt//ssb//ubiG//yggT//prpD//kdsD//fimI//yagF//murG//purL//
GO_0042726_5	gltI//tilS//lolB//aroL//prmC//ycdY//ydjK//hycI//
GO_0042727_6	fdhF//yciV//livJ//manX//bioH//opgG//fimA//lsrD//
GO_0042732_6	degQ//gadC//yieL//rimL//fadH//
GO_0042737_5	yagJ//yihS//hypF//deoD//msrP//yejF//modC//ybiV//ghxQ//fliS//znuC//ridA//glcA//tnaB//tdcG//bioD1//ynhG//lldP//yhhY//trmI//tas//cysE//xisR//dnaA//ldcA//gltS//chbB//dnaG//yebZ//yiiD//dsdX//ydiO//rpsD//recT//adeQ//ubiX//uspG//dtd//moeB//rnt//yiaM//pncB//borD//uhpC//ppk//ilvN//ahpC//pepQ//deoA//lpxM//ypdI//ubiE//ybiS//nfsB//sdhA//
GO_0042743_5	dppD//oppD//
GO_0042744_6	fadM//lpxP//
GO_0042759_7	talB//mtlR//
GO_0042773_6	yqiG//
GO_0042777_8	xylH//
GO_0042779_8	iraM//
GO_0042780_10	yoeE//chbF//oppF//
GO_0042816_5	cobS//smrA//sgcC//yjjV//aceF//malX//ymgF//hchA//thiG//
GO_0042817_5	metN//
GO_0042819_6	selB//insK//ddpA//mmuP//glpX//argF//ompT//potB//mscK//
GO_0042822_5	hypT//ilvE//ldrA//yhbO//mqsA//pgaA//ffh//
GO_0042823_6	fdhE//hyaD//higA//tnaC//yeiG//nuoH//hokB//
GO_0042836_5	kdsA//ybaQ//baeS//oxc//
GO_0042838_6	glsB//pdxB//aroA//ygfZ//
GO_0042839_7	mdtG//galS//metL//yiaJ//xerD//hxpB//
GO_0042840_7	rluA//hisI//waaP//nagC//yicJ//nanK//
GO_0042843_7	cysA//lsrA//
GO_0042844_7	mutM//
GO_0042846_8	mtn//
GO_0042851_8	epd//sufB//eamB//ydjM//
GO_0042852_9	ldtE//rpiB//hypB//
GO_0042853_9	ais//
GO_0042866_8	menF//yfeR//yoeB//focA//dgcE//gpmA//lpoA//ruvB//msbA//tdcA//yjjG//mdh//dnaB//rppH//ptsP//zapD//torS//mdtD//
GO_0042867_8	ybeQ//
GO_0042873_7	mntH//nemA//bamB//cbtA//hyfC//yfcV//arnA//
GO_0042882_10	xisR//ynfL//dmlR//
GO_0042883_7	uidC//arsC//yahN//iraD//tyrA//tufA//frmR//ycbB//
GO_0042884_7	adhP//dicB//alaS//phnC//trmD//crr//ruvB//
GO_0042885_8	paaC//
GO_0042886_6	ytfT//deaD//rplW//nrfC//pepB//dppF//trpE//tdh//yddL//narI//blc//insB-2//yggW//maeA//srlB//rssA//agaV//metE//cmoB//purR//tesB//treB//viaA//cpoB//tusA//yigB//ttdR//galK//hycI//arfA//ydbK//polA//phnN//guaB//rarD//speD//hyaD//ydfG//btuR//rimO//araC//ilvD//relB//tdcG//mtr//rayT//yehP//ybgI//ade//soxS//yqiG//tynA//narU//mhpB//yibT//fabI//gadX//glgX//yehP//hybE//agaA//ybiA//ycbX//yehZ//yejE//mgsA//ygfX//ycfJ//sdiA//pgi//tisB//syd//evgA//hisA//gpmM//livG//ycbX//clsA//priB//yccS//lipA//frlA//hyaB//ydcP//acpT//arnD//rlmM//eutN//
GO_0042891_6	ybiA//napB//acnB//topB//adhE//mnmE//narG//garL//malK//rlmA//pstC//uspG//hyaA//fruA//iraM//xseB//upp//yidE//ampE//yfhM//trmB//ldrB//osmF//uxaC//hcaF//metH//sapD//hmp//nmpC//ribC//stpA//ynhF//
GO_0042906_8	yahD//aroF//tktB//cysB//
GO_0042908_5	gstB//queG//dnaQ//msrB//trmI//crl//tatD//menA//preT//dicC//dgoD//pabB//mutH//agaD//yieH//ymfK//
GO_0042914_8	motA//malZ//
GO_0042918_6	lipA//nrdR//rfaH//ulaC//abgA//
GO_0042919_6	cpsB//
GO_0042920_6	uxuB//
GO_0042928_7	fumB//
GO_0042930_7	narP//alsE//gapA//bioB//ubiJ//rnlB//rpsB//murR//
GO_0042938_8	uxuB//ydcT//menC//mepA//sufA//lolB//citX//glpG//ytfR//hisA//rfaF//glpB//wcaB//rhaD//frvR//
GO_0042939_8	cpdA//lgoR//ybiV//sucD//eamA//mdoD//ybfE//feoA//phnL//rffH//
GO_0042940_7	rpsP//purL//azoR//idnK//mdtP//
GO_0042941_8	yidR//
GO_0042942_6	ygjK//ccmF//
GO_0042953_6	uxuB//ccmC//ppc//
GO_0042956_8	ybiT//zapA//gmk//birA//ibsC//
GO_0042968_8	cpsG//lpcA//accC//
GO_0042981_7	pflC//
GO_0043038_5	osmY//pnp//tnaA//tusA//ilvE//acrR//betB//queE//dtd//leuA//yfaX//yjeI//yhcD//entS//yiaL//ogt//soxS//nemA//flgC//yghW//lptF//speC//pdxB//dgcE//bamA//sapB//
GO_0043039_6	rbsC//rzpR//asnC//ycgR//uxaC//yceD//pitB//fabG//clpP//proX//dgcF//srlB//phnH//yggD//waaG//ybjX//trxA//glnP//fimF//setB//betB//iscX//argR//nimR//pspC//
GO_0043041_6	carA//
GO_0043043_6	nei//phnP//fixA//yadN//nanR//dgt//yfeW//trmB//insI4//alaC//xisR//sodB//ade//leuA//aaeB//coaA//napA//yebQ//tdh//ompL//melA//ppiD//yihS//entE//creC//intF//etk//aroC//mnaT//dcuB//rpoH//ybeY//sad//yajD//iraM//nudB//xapA//greB//folC//ynfK//parE//gudX//mscS//elaA//thyA//pabA//degS//lyxK//rsmA//cusS//hflD//malQ//dcuA//flhD//srlA//pgaD//gapA//yaaA//purB//yfdR//ymdB//
GO_0043067_6	ftp//
GO_0043085_5	dacB//yjiY//fumA//yadV//clcA//yidL//panB//cdsA//garP//tynA//cynX//tdcC//ygiW//yadC//ybiA//rnlB//acs//ulaA//idnK//fetA//yebK//ydjL//queE//
GO_0043086_5	nhaR//agaW//yeeA//ldhA//ygeR//dinG//ybcF//yabI//yohD//yejF//potC//narI//htpX//glxR//minD//fhuC//ykfM//yceD//elaA//rzoD//tdcR//pepA//yeeL//rcsA//crcB//pntA//
GO_0043087_6	dtd//pgi//bamE//aceK//
GO_0043090_7	minE//ybdN//rfe//ptsI//deoR//yfdS//dgcZ//fixA//rplO//chbB//
GO_0043093_3	mdlB//cysC//cynX//insF-1//hycI//hybC//gnsB//nac//yhbY//folC//raiA//abpB//gcl//sppA//pyrF//ypdI//tbpA//
GO_0043094_4	fdx//aroL//adk//glnL//pdeH//rpe//mhpR//acs//artI//bcp//yobF//ibpB//phnJ//acrE//polA//bfr//livF//yaiW//gatB//ybhA//rpiB//melR//
GO_0043096_6	ttdA//setC//dppF//
GO_0043097_6	ppsR//yjgX//nhaA//frdD//
GO_0043099_7	uhpA//
GO_0043100_6	msrP//
GO_0043101_5	selD//recO//htrE//gpsA//
GO_0043102_5	fabR//hsdR//fliM//ybeF//
GO_0043103_7	lldR//
GO_0043111_7	frr//
GO_0043137_6	yfaX//mntP//
GO_0043150_8	mmuM//
GO_0043157_6	yaaJ//
GO_0043164_6	yjgX//gltS//ascG//tatA//rsuA//potF//ygfA//torY//
GO_0043165_6	solA//ompW//prlC//norR//minD//gltP//menC//ade//ldtA//potH//
