#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ibpA//rclB//yjiR//paaZ//
GO_0034654_5	ettA//fabB//hisM//cysS//mobA//yfbS//topA//yphD//holA//yidL//phnK//deoR//phnC//yfdG//rplF//speG//efp//ldcC//rtcB//recR//fdhD//narV//dnaK//frwB//gntU//rpsB//cyaY//nanS//carB//glgP//sapA//rclC//kdpE//prmA//yiaO//casB//yjhC//yhiM//frdC//cysS//yieE//gntU//stpA//yqeG//fhuF//hexR//fliZ//tauC//pldB//ybgQ//ascG//ybjG//ycfS//dkgA//sbcC//treB//csiD//wzc//cptB//baeS//fumA//sapC//yfbV//aldA//betB//ftsB//atpD//nadE//psuG//murC//efp//hslR//ghxP//fhuB//minE//mtr//folM//accA//yqcG//nirC//lptF//yjjV//priA//rhaS//napD//rpsH//yjjI//csgD//nanR//pth//metI//ftsZ//pyrD//ebgR//paaJ//dmlA//elaD//sseA//phnO//patD//pspA//rplD//rutE//ybhS//yajR//acrB//thrA//luxS//birA//tcyJ//qseC//sdhB//efp//sufS//casD//yjiR//atpF//appC//mdtL//pgl//wcaB//tolC//alsE//purR//yfdS//yciG//tdcA//rodZ//kdgT//dosP//treB//rhsD//ulaB//clcB//higA//insH-5//citG//hyfC//ydeP//argE//accC//adeP//yieK//rsmF//moeA//tynA//ubiC//rcdA//lipA//yjhC//uup//ygfZ//aroA//cheR//ampG//pphA//bipA//astB//pldB//glpX//yfhH//ydjJ//proW//yehD//btuF//xylF//prmA//yidL//yqcC//yjfP//rutE//pbpG//sodB//dnaB//dgcN//focB//agaA//thiM//folC//opgE//gapA//pstA//nrfC//yegD//speD//paaJ//rpsB//yagJ//yehB//alsB//kbaZ//cysU//rihA//glnA//ydeP//pdhR//mtn//csiD//yjaZ//ldcA//hypE//dtd//spy//rihC//cpoB//rpsS//lepB//rfe//rplO//yicJ//kdsC//fetB//melB//cysI//ppx//queC//nikC//puuE//zwf//solA//mutT//nlpI//queC//yihS//hisC//melA//ybhR//ptsG//waaL//fhuB//uvrY//yedP//rutE//recQ//waaG//asnA//pgk//dacB//ybcM//phnJ//ubiE//zur//mdtA//rarD//manY//coaA//kdpD//dinB//fis//nikR//yfcU//livF//arsB//envC//insK//tonB//yojI//nrfD//nanT//
GO_0034655_5	yhjC//yehP//ispG//yciE//mngA//lit//bamC//folD//cptB//yddM//lptE//holC//moaC//hslU//xerD//rodZ//queF//tdk//prmA//nanS//rssA//napC//menA//proA//yjjX//yejF//cysW//purN//yjbH//ygaZ//sufA//xisE//gatD//yjhB//rsmI//bioD2//puuC//garP//ais//luxS//mhpR//xylB//rsmB//iscU//rfaG//lacY//prlC//add//argC//lysA//adeQ//pdhR//fumC//yidQ//pabA//glnH//fucI//kdgR//htpG//lexA//cpxR//mdtA//trpS//zapD//guaD//yjjQ//tomB//oppD//rhoL//potE//rhlB//minC//yjfF//
GO_0034656_5	pepD//htpG//yfiF//dauA//metK//ubiX//xylB//qseC//guaB//fliG//chpS//rpsH//cusF//
GO_0034660_7	torA//panB//cusR//fimD//ybjX//alpA//kdpC//guaD//metQ//frsA//gfcE//tomB//phnI//phoR//yfcG//ghrB//fcl//waaU//yihS//xanP//rpnA//cspA//secE//yagU//gudX//fdnH//ychO//galF//bioD//sppA//narH//ftsE//yciE//metC//rlmF//yeeJ//msrA//ypdB//betB//nuoI//yceD//allD//yihP//chaA//topB//ugd//ydjE//fruA//speB//sufD//abgT//ilvC//atpC//btuB//narW//pntA//ybbW//rplK//ddpA//psuG//rfbB//ubiX//gshA//kefC//ssuA//trkG//ddpA//rzpR//clsB//mlaD//intA//galK//yhbX//ynbC//cusB//rpsM//rplB//hflD//ibsB//yhfS//rsmG//lyxK//setB//rsmA//tsf//gatA//nemA//tcyN//yhaC//acrD//cysG//dnaA//mlaB//menA//ftsZ//elyC//minD//basR//aroH//ulaA//ydcP//ydiF//mdh//acnA//dcp//phnN//ybcJ//lsrK//opgD//kdpF//ybeY//mdtG//yjcS//nupX//yahO//ygaZ//yohD//exuR//cbl//basR//pdxY//ygjK//
GO_0034661_7	tehA//kdgT//iscA//pdeH//
GO_0034755_9	zapA//ushA//yfhH//glgA//
GO_0034762_6	pepN//rapA//nuoM//zur//ldtE//fadA//nanS//allD//
GO_0034763_6	yeaE//dgcE//
GO_0034764_6	epd//nrdH//
GO_0034765_7	uidR//pspC//rpnD//fabR//narV//dacD//ybiT//
GO_0034766_7	aroB//
GO_0034767_7	asnB//aldB//
GO_0034775_7	moaA//nlpA//yaiP//rcnA//ivbL//
GO_0034983_9	ycgB//kefC//
GO_0035235_6	gatB//udk//gcvT//alr//
GO_0035303_8	uvrD//nuoE//sbcB//uacT//adiC//
GO_0035304_8	nrdR//
GO_0035306_9	ybiI//
GO_0035307_9	malK//
GO_0035335_8	yihP//yneL//fucP//
GO_0035344_8	bluF//fimB//
GO_0035350_6	mhpT//
GO_0035383_4	pntB//rffT//nuoL//hprS//hybF//ompA//alsB//aas//
GO_0035384_5	yahD//trxC//
GO_0035429_8	rsuA//hyaC//puuE//adiA//hprS//ydcT//
GO_0035433_7	pyrF//ibpB//
GO_0035434_9	narY//add//ynhF//mltD//yhjC//
GO_0035435_9	cysS//yihP//srlD//polA//rsmI//zapE//melA//glpX//pal//
GO_0035442_7	rclB//fucP//ygaZ//yagU//queA//yeeY//ybaO//asnS//paaZ//tynA//ydhJ//
GO_0035443_7	ybiO//priB//leuA//ycbB//ybjD//purN//holC//sstT//
GO_0035444_9	mdtI//lpxD//rffG//nagK//comR//menI//yghB//
GO_0035461_6	kilR//livF//rlmE//ybhI//tdcG//phoB//yieF//fepB//abgT//ettA//
GO_0035510_7	cyoC//hchA//fucK//rplM//pflC//
GO_0035511_5	secE//
GO_0035513_5	cydD//
GO_0035524_8	rsmC//
GO_0035552_6	lldP//
GO_0035553_6	narU//
GO_0035556_4	dtpC//uspC//recR//cdsA//purC//dinD//lpxM//kbp//emrK//sucB//thiL//ygcO//ydcP//folP//hofC//pdeD//bdm//gudX//rusA//hisF//hsrA//yjbG//metI//yehP//nanT//lysC//oppC//rlmL//mepA//hcaD//ybaK//ndh//tig//gadW//baeR//gntR//ybdH//waaF//aroC//zipA//ppx//sseA//yfiR//atpA//puuR//murB//
GO_0035600_8	glvB//
GO_0035601_7	amiD//ydjL//rplQ//
GO_0035672_6	pnp//brnQ//purN//cmk//gadB//lacY//nagB//ybaQ//nanR//folP//pdxY//rffH//xylR//ubiI//xdhB//nanK//dtd//cutC//rutC//cspB//
GO_0035690_5	tsaE//speC//ssuA//mcbR//trpL//skp//rna//hslJ//pheS//glpG//yhdZ//
GO_0035725_9	fimH//bioA//frsA//paaJ//clsC//adhE//yihU//
GO_0035784_9	msrC//
GO_0035821_4	waaF//cspD//wzzE//cusC//xylR//
GO_0035864_6	dmsC//
GO_0035873_8	yagU//ycaO//
GO_0035890_5	hchA//yfeO//azoR//yahD//
GO_0035891_6	fliZ//rnhB//recT//oppB//
GO_0035966_4	kdpB//perR//argK//ihfB//idi//uxuB//malY//
GO_0035967_5	nuoI//hisM//yjhH//bssS//waaC//
GO_0035999_5	rayT//yhcF//hypD//chaC//
GO_0036001_7	yiaJ//
GO_0036046_8	idnT//
GO_0036047_9	dppD//
GO_0036048_8	garK//
GO_0036049_9	cheR//
GO_0036088_6	mglC//
GO_0036103_6	ybiJ//casE//
GO_0036104_6	hflD//bepA//
GO_0036172_6	nadK//
GO_0036211_5	yhjR//malS//phoP//dsdC//yajL//nac//edd//yfhH//tgt//rplQ//msrC//fhuB//ppsR//ebgR//lplT//hsdR//hisB//fimI//glnE//mltC//parE//galM//fecB//yjaA//acs//nusA//ybjN//cmk//ilvC//mutS//umpH//yadK//ccmE//glnS//ybiW//parE//clpP//fau//insI-2//pinE//ftsL//bcr//ygaH//cysU//rpsJ//shiA//yihL//ydcO//rpsH//stpA//pta//napD//ycfS//citG//rbsR//ubiC//yccS//yceO//flgB//ecpR//ompL//dgcM//sbmC//bamC//ygbN//fabG//dmsA//cptB//cmtA//yjjV//mdtO//metH//yhhT//yhjX//ftsL//uof//acpT//recX//agp//ptrA//hisS//acnB//qseC//emrE//aroB//rhlB//dtpA//ppx//cadA//epmC//atpB//ynbD//rpiB//ccmE//adiY//rimJ//osmF//speB//aaeR//lsrG//nirD//dkgA//yfdR//ydaN//scpC//idnO//ybbY//ftsA//fecB//malQ//nuoN//yjjB//priB//ascF//cspA//mutL//afuB//nrdE//yadC//aaeR//thiH//gltS//metQ//fiu//melB//dmlR//xerD//menB//sbmA//cstA//yraJ//cspD//pagP//kdpB//intE//ymfA//glpB//yrdA//ptsP//nirD//agaD//aroH//
GO_0036214_3	sugE//
GO_0036265_6	ycdY//ugpB//murD//insF-1//
GO_0036289_9	rpsJ//cdh//
GO_0036293_5	cysA//fhuC//pinQ//
GO_0036294_6	yhdW//setC//xylF//
GO_0036388_7	hslO//
GO_0036447_5	cyaY//ubiD//ydfD//
GO_0036448_6	comR//rffT//phnJ//
GO_0036460_5	degS//hybD//plsC//ytfP//bluR//ogrK//
GO_0036506_5	yfdS//
GO_0036525_7	uhpB//
GO_0038083_9	dtd//yiaA//rusA//tdcD//lolC//
GO_0039633_6	coaE//nfuA//yjjB//arnA//
GO_0040008_4	sstT//mscM//trpE//elyC//hisI//infC//priA//ycfS//melA//yfhH//
GO_0040012_4	moeB//ettA//ldtD//fadK//garK//elaD//sgbH//hisA//hemD//ssuA//hxpA//srkA//pstC//galT//
GO_0040013_5	rpoE//yhcN//treF//ycbB//ybjG//ispU//tar//
GO_0040033_9	intZ//
GO_0042026_4	arnD//yeaK//entF//ynfK//tynA//ssuC//yhbO//gadX//purN//
GO_0042040_7	mrr//
GO_0042044_5	kgtP//
GO_0042126_5	tyrB//sixA//ydjL//proP//
GO_0042128_5	leuB//napF//
GO_0042133_4	rspB//rpsO//hscC//cof//btuC//paaF//flgG//moeB//cbrC//dsbC//dapD//aspC//mgrB//fruB//tatA//rplF//
GO_0042135_5	tyrS//modA//moaA//cheZ//tsaD//trxA//rpoS//prfB//insB-2//mngR//yijO//hslV//ydfG//
GO_0042136_5	parE//yqeG//
GO_0042150_7	rhtA//ndk//aspC//
GO_0042157_5	zapC//iclR//dut//allS//
GO_0042158_6	sdaB//efeO//ttdR//
GO_0042168_4	ynaE//rzoR//hybE//trg//diaA//sapF//cvpA//thiI//moeA//
GO_0042176_6	ldtC//glgB//glnP//rplQ//
GO_0042177_7	nudG//rutE//sfsB//
GO_0042178_5	ydhQ//wecC//fucK//ibsC//lysS//dsbD//ygaZ//fryC//rfaG//nadC//ybaE//rpsD//yfaX//fepD//mgrB//sgcX//qseB//cspD//rseC//
GO_0042180_4	abgB//yehW//norR//tusC//ilvI//gyrB//yebS//gcvH//opgB//melA//tufB//ynbB//prs//cyoB//ampG//ybbY//envY//hyaD//metH//mgrB//wcaB//yebK//dapF//galE//pinR//potH//gnsB//lasT//chbG//gatC//glcB//treF//mreB//znuC//accB//cspG//fadJ//patZ//ppc//zinT//insI-1//fimI//fhuB//ubiG//accA//ftsQ//lsrD//atpE//speE//yddM//hlyE//bsmA//ypdF//araF//relA//mhpB//malS//sbcD//pgpA//
GO_0042181_5	ygfI//mltA//acpH//nemA//radA//ugpB//prkB//yrdA//infC//ycfJ//ygaH//argD//yphF//udk//ppx//nrfD//rhlE//ydcP//trpB//rpsM//lysU//mnmA//mcrA//tsx//
GO_0042182_5	rapA//rnhA//yeaD//uspE//rsmF//pepB//lolD//insK//aldA//lipA//leuB//acrB//insI1//yfbS//sad//udp//waaJ//wrbA//bcsQ//cusB//ybdR//yhdX//yhbY//rluF//ykgM//lpoA//mdtL//queD//ygeV//
GO_0042219_6	leuB//ydjK//icd//dtpA//thrL//
GO_0042221_3	yraR//cynX//ispA//rhmD//yeaD//trmA//mtr//ydjL//shoB//alsK//glyS//glnB//sdhA//cpsB//dmsC//lpxM//xseB//ygiS//ygbI//bdcA//ftsK//rplK//aroG//ompF//fkpB//melR//rng//norV//yihO//guaD//pabC//chbR//ydaN//tdcR//metF//ldcC//rimI//pgi//agaR//gshB//rodZ//accD//rffM//topB//ycjR//nadC//glnB//gpr//mraY//sbcC//agaD//glxR//nimR//flgB//yggP//fadH//yhbQ//uspC//codA//ftsQ//aaeR//arnA//moaC//argG//rne//xdhB//yqiH//yihQ//focA//secE//abgT//umpH//yggW//priA//nadC//csdE//ydeM//pncB//phnC//chbA//yibH//fecA//ydiZ//hfq//torI//aroF//ybdZ//rplS//yhaJ//aceK//betA//nrfC//cobT//narY//insK//kgtP//rna//clpS//aroH//katG//mtgA//metQ//ftsW//moeA//hybA//malS//hisH//garK//maoP//abpA//amtB//alaE//rfaG//leuA//garR//ydjJ//yddL//bolA//cspA//yeiG//mhpD//ygcO//fdnI//gntT//folA//tabA//ligB//cnu//lpxL//yccS//ilvB//argA//caiE//yhhT//waaG//yieK//rpmF//rhaB//lsrA//yfcP//ybhJ//trkA//yfiF//eamB//yefM//flgC//scpC//vsr//hicA//cysN//ydcP//yahB//ilvI//fadH//ygiS//rapA//gyrA//yqiH//frmA//mltF//ynfH//infB//purL//ldcA//dicB//murE//murF//ygaV//iap//fre//rutD//fhuD//yhjA//glnS//pgpC//metB//tolA//dgcQ//rlmB//yciV//yeaD//birA//hpt//yigB//ilvM//dppD//sad//ydcM//yodD//pal//murR//atpF//paaF//ilvE//glnQ//mglB//ppk//gmd//menB//hcaF//malS//eptB//hypE//argO//arnE//erfK//nikD//tsr//cueO//yiaO//entA//hypC//opgC//gabP//cheW//kdgK//accD//era//rsmF//hscB//frdD//dcuD//uspC//frwD//rihC//lrhA//fumB//cyaA//tilS//lplT//rdgC//oppC//yhbO//pdxH//rlmI//
GO_0042245_7	csiD//tusA//ycjW//
GO_0042254_5	ftsH//ilvM//rpmG//mlaD//fhuF//appC//arnE//
GO_0042255_6	phnH//hflK//
GO_0042274_5	hybE//hcp//aphA//adiA//
GO_0042278_6	ycdY//gntU//panD//ftsQ//ybhA//ycbV//ldtE//xisE//trmL//fabI//yjeH//caiB//insH-6//accD//nfuA//rpsG//ada//pheT//
GO_0042304_7	yahB//ycgB//livF//
GO_0042325_8	dgoT//btuB//
GO_0042327_9	phnK//
GO_0042330_3	priA//mocA//lpxK//lolB//prlF//ynjD//dgcZ//flgB//ymgF//ampD//phnK//cdaR//rho//yggP//rutG//yacG//
GO_0042350_6	hemL//
GO_0042351_7	ybiX//
GO_0042354_7	yddG//acrE//yehP//ghxP//yrfG//rpmJ//
GO_0042355_8	mcbR//rfaC//gadA//malX//argR//menD//
GO_0042357_5	lysO//rpmF//
GO_0042362_6	dpiA//
GO_0042364_6	rplM//psuT//yoeE//rsuA//aspC//yfiE//ymfK//yjiX//proA//xerD//yohD//mdtE//atoB//rpsH//rimL//yhaC//oppA//paaE//rusA//yidA//tauB//bioB//mnmG//bioD//rzpD//glcD//aroL//queF//rimM//sbmC//ynjA//gabP//hscB//pbpG//thrS//proQ//mhpC//sfsA//yqaB//fimI//emrE//nemR//sppA//hns//ykgO//radD//rutC//yjbH//endA//yaiP//ynfF//rplI//hypF//hisH//yceD//flgM//
GO_0042365_6	ynhG//mtgA//nuoG//truD//
GO_0042371_7	nimT//
GO_0042373_6	ydiZ//
GO_0042398_6	pfkA//dkgB//ynbD//thiI//hyfC//dicC//dcuB//etp//mtn//epmA//cysZ//cusC//yihS//yciE//patA//atpC//syd//ihfA//intQ//chbR//
GO_0042401_7	sfmF//glsB//dicC//fimH//tsaC//zupT//yidA//agaI//mioC//ptsP//hybA//umuC//ccmC//yhaC//
GO_0042402_7	treR//cmoM//lspA//gntP//ftsY//yfeX//dgt//appB//actP//artP//mrr//fimB//chbC//
GO_0042413_6	rplK//yhcD//glcA//atoC//
GO_0042430_5	xapR//lysO//guaD//ycjU//cysA//rmuC//rsmG//asnS//syd//arnD//
GO_0042435_6	yeaE//abpA//cspE//macA//yjjX//hcaD//parE//trpL//ygcO//
GO_0042436_6	udp//
GO_0042439_5	yfdG//
GO_0042440_3	hybO//yaiV//yjhC//hybG//aaeB//mepS//nupX//yqiH//phnC//exuT//alkB//pntA//tatC//tpiA//
GO_0042443_5	aidB//malS//
GO_0042445_3	parE//yidK//ugd//yidZ//gudP//yoeE//fhlA//hisI//lipB//metC//clpX//yggT//idi//nrfF//
GO_0042446_4	acrZ//
GO_0042447_4	dtd//cbrC//araF//speA//kbp//clsC//ydeP//ydfG//emrE//rssA//moaD//mdaB//thyA//
GO_0042450_7	rsmI//dnaA//kch//phnM//ybhF//fadI//
GO_0042451_7	arfA//yedF//ais//ypdB//fkpA//fes//
GO_0042453_8	yjiY//
GO_0042454_7	minE//kefG//hfq//sufD//ldtA//tcdA//glvC//wzc//entF//baeS//lipB//potD//
GO_0042455_7	adhE//recC//hsdM//frr//yfiE//frmB//fecA//osmF//mreC//emrB//secG//pflA//phnC//yobA//ecpR//yadG//cspB//
GO_0042493_4	ymgC//znuC//uhpC//glrK//rimI//fadD//clcB//hicA//fetB//hslV//lpxM//tolB//ompG//ldrD//bglA//asd//deoR//yebQ//yobA//avtA//sgcA//glcC//fliG//trpL//sdhA//yhjA//erpA//mcbR//ygfX//rseP//yahO//abpA//uof//iscU//purU//gspI//uxuR//mreD//alaE//flgM//pepN//recO//ybaK//prmC//ychO//ytfP//yejA//rluA//cas2//
GO_0042537_5	yhbY//focA//clcB//pstC//rsuA//pppA//pfkB//fabD//parC//mdtB//ddpX//yafE//cirA//rsmB//ybhF//rpnD//rpmB//yafE//rlmC//yjeI//gyrA//fadI//
GO_0042538_6	citC//pgpB//
GO_0042542_5	livH//nanT//yhjD//ftsN//queE//yehD//hycI//ada//yebS//dnaE//ubiB//ompA//lrhA//sfmC//icd//mhpD//yqjI//gatB//
GO_0042545_5	ruvA//
GO_0042546_4	gpt//ccmC//mhpB//rffM//prfA//ybdZ//yjhH//ilvH//cyoC//dgt//
GO_0042558_5	exbD//rlmE//rluC//acnB//hyaC//pgrR//folP//patZ//rseP//coaA//lyxK//yfcG//qseC//mutY//pheS//yfaX//rplJ//torS//
GO_0042559_6	idi//btuE//gdhA//ychH//emrK//yebS//flgI//rfaH//intF//livM//rhlB//waaQ//bioA//
GO_0042560_6	gabD//ybdM//
GO_0042592_4	fliD//ybjD//ybjC//lsrG//minD//yebZ//ypjD//rdgC//glgX//rlmG//perR//emrB//csrA//livH//yoeB//ldtA//emrB//dxr//yhfK//der//tatB//nadA//sufA//caiE//dedD//dgcM//tyrB//yidZ//yigB//acnB//ydjM//ydeM//lit//rseB//ahpC//ychF//cynX//evgA//cydD//yifB//ahr//minE//ubiG//rpsT//rppH//dhaL//ydjJ//phnL//insF-1//ybaO//proP//rfaH//pheT//kdpD//cspC//fecA//sfmH//glnA//yggE//
GO_0042594_4	tesB//yciT//hyfR//putP//phnM//fimH//livF//mutY//garL//mrp//ydjJ//livM//hyi//nemR//yceD//rsmJ//yajO//hcaF//prmC//btuR//feaB//rfaC//lpoA//ibpB//osmF//yciH//oppC//ymgF//phnC//fecD//dcuA//ampE//sixA//mgrB//rpsO//
GO_0042618_5	ahr//
GO_0042619_6	guaB//
GO_0042710_4	yfcQ//glxR//trpE//murQ//dhaL//narH//ybdZ//sspB//tatC//ycfS//gudP//mglA//tyrR//ibpB//murD//mngB//hemG//preA//glgS//sdhD//tilS//rplQ//nepI//yejB//ibpA//nagA//sgbU//yihT//pdhR//truA//cyoD//csiD//gadC//galF//yfaL//udp//yraR//yfiR//aceA//rsuA//rpoE//frdB//modB//manY//bdm//nuoE//znuA//xapB//yihW//lptG//yoeB//
GO_0042723_5	frvR//rhlB//yhhT//ytfP//tolR//yggX//efeO//fadA//rpmF//nfi//seqA//xapR//
GO_0042724_6	yhjD//hemE//ybdN//ratA//yohC//nupG//artM//bioF//insA-1//yiaM//
GO_0042726_5	fimG//yfdG//sfmC//ybhD//ydfK//paaD//ogrK//mog//
GO_0042727_6	glgC//fdnI//katG//tadA//nrfD//paaG//ftp//preT//
GO_0042732_6	ydeM//casE//dapF//mgsA//agaR//
GO_0042737_5	glcF//menD//eamB//dnaE//mdlA//pheA//pepT//yoeB//aroH//uidR//lplT//tatA//bioH//ybhD//sfmA//yfgO//spy//radA//menE//rplC//ygaH//pabB//wzzB//iraP//lptB//proQ//yijE//qorA//dkgA//yibF//cirA//waaS//dacB//artQ//rpsD//speF//priA//fiu//mepS//cycA//rpsR//waaG//rfaC//gyrA//creB//hisQ//ralR//ftsH//clpA//argP//hybG//cynX//asnB//lon//gapC//
GO_0042743_5	ugpE//ygiB//
GO_0042744_6	ppsA//wecA//
GO_0042759_7	ybgQ//aceA//
GO_0042773_6	glgP//
GO_0042777_8	ybjL//
GO_0042779_8	ybjL//
GO_0042780_10	lgoD//uvrB//phoP//
GO_0042816_5	chaC//recA//lolD//rlmH//ruvC//asd//slmA//ndh//rlmH//
GO_0042817_5	ycjD//
GO_0042819_6	citG//mrr//malY//mmuP//rpsB//cdsA//puuA//csdA//ybhR//
GO_0042822_5	ydbD//phoR//accD//fadE//ompN//yfdG//mliC//
GO_0042823_6	dinB//hyaB//phoU//rclB//alkB//fklB//citC//
GO_0042836_5	yjiA//yibF//mlaF//erpA//
GO_0042838_6	rraA//idnD//nei//yhaO//
GO_0042839_7	nikR//aspC//ychF//wza//rpnA//ybiX//
GO_0042840_7	murP//dsdC//ynfK//xapB//bipA//mcrA//
GO_0042843_7	yehY//rcsA//
GO_0042844_7	cheZ//
GO_0042846_8	yiiD//
GO_0042851_8	prmA//yidP//ycgR//ydhK//
GO_0042852_9	dnaE//hofP//bglJ//
GO_0042853_9	birA//
GO_0042866_8	rfaC//fryC//hemL//gabP//rhaM//fadA//yeaG//cyaY//ariR//otsB//ycbV//betA//purD//acrR//yfeW//pflA//elfG//mngA//
GO_0042867_8	lolA//
GO_0042873_7	casA//glpD//mcrA//dld//hsrA//kdsC//potC//
GO_0042882_10	hyfF//glnB//rsmA//
GO_0042883_7	rsmC//deoD//nrfD//paaK//uxaB//rseC//deoD//arsR//
GO_0042884_7	mlaE//ycbU//yhcN//opgC//ygjK//dctR//yidP//
GO_0042885_8	zntR//
GO_0042886_6	aaeR//degS//yqiG//ompA//fruB//thrC//hypT//yihS//sppA//alsB//ghxQ//norR//zapA//mngA//rfaE//sfmD//xanP//gcl//acrD//frlB//fixC//gph//mrcA//fetA//csgD//ileS//tatC//insI-1//ybhR//dgcT//yeiL//ycbX//yobF//torI//mnmA//yeiG//rpoA//lpoA//gloC//tar//paoC//sbcB//mraZ//speE//cyoC//ycdX//yjjB//trmD//tar//frvA//rsuA//menF//cmtA//orn//ugpA//ilvE//dgkA//moaE//asnA//iaaA//sfmH//uspB//guaC//mdtA//yaaJ//selU//frwD//clpA//gnsB//pbpG//rcsF//dctA//mltB//cbeA//ssuA//etk//htpG//rpsQ//yaaU//pgi//nadK//waaS//yhhY//thyA//murI//mprA//fbaA//treR//
GO_0042891_6	fdhD//yahB//skp//menH//frwC//yqeG//yieH//yhbS//kdpE//frvB//rsmJ//emrD//cca//chpS//yebS//ydiP//trpB//dbpA//galP//cstA//wecA//aceA//deoD//abpA//flgD//pepQ//tolR//ydiF//yciT//pcm//ybfE//ileS//
GO_0042906_8	mdlA//hisS//mreB//pgi//
GO_0042908_5	secY//mfd//macB//tdcC//smpB//ogrK//sfmC//metR//cbl//sodA//gloB//tusB//ivbL//ynaI//manX//yfeR//
GO_0042914_8	secD//sdhD//
GO_0042918_6	yihO//scpC//hypT//ndh//proB//
GO_0042919_6	ymdB//
GO_0042920_6	umpH//
GO_0042928_7	yrdA//
GO_0042930_7	ydhK//yadM//yiiE//modB//fadR//plsX//waaQ//cmtA//
GO_0042938_8	mtfA//zapD//moeA//zntR//rlmB//pppA//maoP//pitB//tauC//phnO//ribD//emrY//apt//ispA//mlaF//
GO_0042939_8	pgaD//ybjI//ribA//fumC//bamB//dgcZ//nepI//motA//pinE//nuoM//
GO_0042940_7	dnaB//rplT//ilvD//hcaE//zitB//
GO_0042941_8	ispF//
GO_0042942_6	fruK//atpA//
GO_0042953_6	hypE//lgoR//fucA//
GO_0042956_8	qorA//ybcC//osmY//ybdN//gntK//
GO_0042968_8	fecC//chiP//ygjR//
GO_0042981_7	yaaJ//
GO_0043038_5	ybgQ//hflX//aroH//casB//focA//rplL//sdaC//kdgR//hemD//crl//gph//dgkA//sucB//yhhT//folA//endA//rutG//aroB//rapZ//yihW//uhpC//pcm//groL//kdsB//dnaB//galU//
GO_0043039_6	cysW//yqgF//atpA//ldcC//fadA//eutD//gltI//ibsC//argC//insH-6//rimL//yicJ//yhdZ//rof//ubiH//panE//iscU//uvrC//bdcA//narY//hypT//ampH//mltA//crr//mutT//
GO_0043041_6	wecE//
GO_0043043_6	pyrC//ybcQ//lpp//nhaR//ileS//hypE//rutB//ndh//frvB//ghoS//bcr//folA//iclR//insF-1//entH//nrdD//tauD//sxy//perR//ycjD//fieF//sdaA//lgt//yhcN//ogt//lit//aaeB//emrD//sgcC//xylR//emrK//ghxP//rfbD//ybiW//trkA//pdxB//mnmC//topAI//tamB//gpt//fiu//yeeL//kdpC//ynfL//flgB//pbpG//rplI//metI//yiaJ//adk//entC//fumA//dtpA//yehU//nupG//frmA//aceB//lgt//mmuM//yqgF//yjiQ//
GO_0043067_6	rdgC//
GO_0043085_5	kdgR//sgrT//abgB//yiaN//zipA//ygjR//exbB//atpF//mdh//nuoN//rlmJ//insI-2//recO//yfgO//cspA//trxA//csgA//uhpA//livG//tauA//fadJ//dnaJ//araH//
GO_0043086_5	codA//rutG//tcyJ//ynaI//nanA//mliC//fadK//rsmD//ubiI//nhaR//yadK//tdcE//cysD//hofC//bcr//basR//pgpB//mdtM//mgtL//sufE//hlyE//bfr//pdhR//recA//yeaE//ykgA//
GO_0043087_6	cytR//yahK//dcuR//entD//
GO_0043090_7	rpmE//acnA//yiiD//yddG//fucA//frdC//pstC//tdcR//rpoE//dtpA//
GO_0043093_3	ptsP//degQ//torY//bioD//pgk//yfdS//rclR//yjjV//lsrR//elbB//viaA//actP//rsmE//yhjG//hchA//torY//lysC//
GO_0043094_4	ycdX//hsrA//afuB//ydhC//fetB//ilvB//envZ//yjjV//nikR//ydjJ//lpoB//lpoB//ygeV//sucD//fucK//mngB//etp//casD//greB//araF//torC//ybjN//
GO_0043096_6	cirA//dacC//puuE//
GO_0043097_6	yjcO//otsA//hyaD//htpX//
GO_0043099_7	yjbH//
GO_0043100_6	lysP//
GO_0043101_5	rcnB//ytfQ//fetB//aphA//
GO_0043102_5	mtr//rimP//sbcC//otsA//
GO_0043103_7	ybfA//
GO_0043111_7	nrdA//
GO_0043137_6	yehC//sucD//
GO_0043150_8	rbsR//
GO_0043157_6	mdfA//
GO_0043164_6	aroL//kdpB//aroF//yqjA//proQ//ompR//gltD//perR//
GO_0043165_6	rpsR//elfG//lpxH//yhjR//yiaJ//alaA//sixA//thyA//acrF//mhpD//
