#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//katE//ldtC//arcC//
GO_0034641_4	bsmA//ybhG//rlmL//gsiC//rhaS//rcsA//mdfA//yhjX//proX//fdnI//ytfP//feoA//bisC//qseC//yjiX//leuS//mdtE//amtB//fepG//glpF//ibpA//hlyE//glnE//tcyN//aspC//dnaG//secY//adk//hslV//tdcR//bioA//pstA//pmbA//modB//rpsP//yebK//alaC//lpxH//aroH//dsdA//ybbW//yjhG//coaD//npr//polB//spoT//lgoD//cysP//yfcA//exuR//feoC//adhE//ynfH//bioD//ibpA//dgcE//yfdC//decR//frlA//ygjR//mscL//rplX//tynA//ppiD//nsrR//nuoN//rclC//ccmF//ushA//epmA//glgX//hybA//glcC//arsR//kdgR//cpxR//xapB//rmuC//ydjJ//alkB//amtB//valS//dnaT//rutD//narI//garR//hypD//rutB//fadK//ispH//yahF//xseA//treR//fadM//thiG//ghoS//patZ//aaeB//betB//cdgI//kefB//ygaH//lhr//ade//ynjA//cdsA//galF//yahN//waaF//yciF//malZ//cstA//tldD//prmB//mlaD//kefG//uxaB//hslV//trxC//ampG//glgX//prpB//sdiA//ribF//pdxA//greA//ompL//yajO//queG//pstC//agaA//torC//artP//dam//yhaM//glgS//garR//era//mtr//polB//thrB//lsrD//tomB//ygaV//bssR//frlC//mraZ//ivbL//yhaM//dapB//artQ//mdtP//astB//rmuC//mgrB//cusS//hisM//potB//rlpA//yrfG//yggP//ydjM//yihQ//trpD//fepA//cobT//yhhY//yggF//accD//sfsA//murA//mmuM//ompG//nikA//ubiJ//hokE//tap//osmC//pstB//glsA1//pflA//fepE//lpxM//cyoC//fabI//tas//fetA//gltS//thiL//lipB//rclC//phnI//glcE//ybcJ//mhpT//pdxK//narI//nudC//tadA//sapC//yceK//proB//slyD//yfiE//phnO//hipA//ftsN//rpsG//sulA//nrdD//idnT//dsbB//yqhC//ybhI//metH//acnA//rpsD//lyxK//dppF//yadG//xylG//bioD//dps//cbl//yraR//alaS//hyaD//lgt//yjeI//tonB//insI-2//mfd//yehX//ycjY//ybiT//glxK//yfdK//rsmD//ubiC//gpsA//tolR//mrdA//skp//guaB//ybiT//ampH//holC//astC//aceB//mrcB//ybiW//rarD//hypA//zntR//flgD//yjiA//mdtJ//ybjI//cvpA//hemA//lptC//purF//ybiW//sdaB//srlE//tesB//mrr//mglC//ydhK//ribB//pagP//glmS//glnE//parE//dapA//yegT//dgcE//yqaB//fadB//chpS//ybdH//gshB//frvR//ompG//ltaE//lptA//miaB//ileS//yiaU//comR//nikE//bolA//yrfG//ydfK//ybiX//mglB//pheS//lptE//rutE//insH-5//ppc//paaB//plaP//dusB//napA//lpd//tolC//thiH//srlB//ispB//artI//asmA//ygfZ//yidQ//yhdZ//rtcB//torI//lgt//rpsK//tynA//ettA//elaB//tsf//asnS//birA//narZ//holA//nrfG//sodC//rplF//ybiJ//smpB//ytfP//cspD//fucA//leuO//ycgB//gstA//gsiB//ulaD//lptD//rhaS//npr//yrdA//aroD//yqiH//tpiA//lsrK//flgI//pgk//fetA//ybjX//frwB//mraY//yjjX//lldR//rimO//adiA//erpA//glsB//cysU//pntA//amyA//nagZ//sbcC//yjjB//baeS//ptsG//yrdA//mgrB//agaD//topA//yiaL//holB//ldtD//casE//yggP//lamB//icd//rutF//mdtF//lapA//relE//mepH//tolR//yoeE//yigL//yddL//cydA//ftsE//proS//rpsL//yajL//puuE//ybgP//truC//paaZ//holA//ubiC//yhfK//ndk//rsmC//argG//fis//uof//sapD//rpsL//phnM//ybjC//iscX//phnL//lrp//oppD//bluR//rplT//dgt//mcbR//yoeE//flgA//ariR//cadC//mliC//yjhI//ahpC//essD//rpsE//elaA//ddpA//ybiH//nfi//insE-1//zapE//fruB//fruB//ycjP//bglJ//kduI//der//lptB//tqsA//nimT//patD//trmA//mlaD//csrD//setA//lsrC//msbA//rffM//fis//asmA//uxaC//cyoD//feoC//mug//wzyE//msrC//tolR//msbA//arcC//ytfE//mcbA//trmO//dinD//dcuA//flgA//yegS//csiD//ydcT//gstA//torS//mog//cbeA//tusE//marR//menB//flgM//atoB//panF//mntH//rpnD//pyrL//rnlB//wzyE//tdk//ascG//lhr//trpD//srmB//rplW//hemF//rbsA//exbD//eno//pntB//flgB//amiC//luxS//rcdA//zwf//dnaC//mdtE//flgA//dgcQ//yabI//rzoR//ybdN//yjeI//mscK//yjjU//trxC//fecB//hofO//idnD//ompN//ansB//brnQ//hexR//aceK//frvR//rssB//clsB//argD//thiH//caiD//ydfG//rpmG//gapA//yhaM//ribD//lsrG//ycjY//fadK//glvC//hyaA//comR//yjhH//metC//yihP//cyaY//metH//efp//ygbN//rsmJ//cysH//minE//ftsK//ubiC//uacT//yggT//ttdT//ycjW//dnaT//uxaA//ycgR//macB//mdtE//yhfK//cdd//nrdR//atpG//ypdC//glxK//yjeI//dauA//ldrA//queA//thiC//yadN//polB//wcaC//rhaT//kefB//osmF//yggD//rsmH//yfgO//ycbB//uxaC//rutA//yijE//kefB//galE//ygeX//glgC//hisB//mdtG//lptG//fcl//hslO//hisC//rnpA//yeaK//prpR//nirD//fucA//ytfR//aceK//csiR//fhuF//rseB//citE//htrE//ahr//yehC//lptE//feaR//mtnN//ybiY//yjjG//bioP//sanA//plaP//lptD//dinB//nagZ//amiD//sthA//tmk//yibF//cusA//narP//proB//rhtB//tusC//epmB//yjiR//spy//fepD//tolC//narZ//idi//yeaK//cspG//yeaE//arnB//serB//sdhA//frdA//ybjD//abgA//hlyE//yihP//adiY//glsA2//hybA//hemG//rcnB//caiF//paaE//alr//caiT//tsaC//ccmG//deoC//ahr//menC//higA//tonB//alsA//mutT//mtn//yfcA//sufD//ghxQ//cobU//gntT//gsiB//mrr//rihA//lsrA//sdhA//nlpE//fecB//ydcS//kilR//shiA//yegT//ypdI//nadE//hlyE//yhhZ//yqaA//yjjI//yehU//ampH//narY//rpoA//waaJ//aas//kefC//rmuC//xylR//yidQ//rplP//frvR//waaO//prmC//phoR//pykF//glpG//alsC//xanP//arcA//rppH//ydfK//btuF//zntR//mak//dhaK//ebgA//yagI//metE//rluF//dinQ//aldA//ogrK//ispU//hisP//maa//malS//glvB//plsX//pepT//queC//katE//entC//nadK//astB//pstS//glgC//prfA//lpxD//nrdG//uraA//ompT//mltG//elaA//rraA//adiA//cadB//appB//crl//yebZ//rfaD//recN//ychO//folP//nagA//yicJ//rpmJ//pinQ//bamA//tamB//yhjD//frsA//cbrA//srlA//gatY//hisH//hyaB//yiaL//ugpB//narW//lysR//glgP//ccmH//nirD//potH//wcaJ//opgE//ldtE//yhdJ//ldtE//mhpT//fre//tyrA//nrfC//panC//tolB//cusF//amiD//rpsJ//menF//nikR//dgoT//ycdY//tsr//eutB//hyfC//yhjX//aslB//ccmG//yfcP//glnE//asnC//rzpD//ompW//cca//nikR//yihV//dppC//yiaB//tehA//dsdX//fimZ//pta//ddpA//yaaA//aroP//preT//ybaE//melB//yfeW//glsA2//
GO_0034644_7	pdxK//gltP//
GO_0034645_5	ybdZ//cusB//gntU//gatZ//selB//abpB//phr//yebQ//narW//acrR//frwB//fis//xseB//fkpB//rbbA//dnaT//ynbD//trmI//gspE//kduI//yagJ//tnaB//yajD//ddpA//ptsP//arnT//ompA//mhpT//mfd//sbcC//cpxA//metL//ybdH//ybiH//artQ//yadM//ilvH//glk//mcbA//yfgI//epmA//rplP//rlmJ//panD//apaH//rfaD//pgl//hcaD//araF//sppA//ybiT//yigB//yebG//hmp//hslR//rluA//dbpA//ycbV//ptrA//cueO//pgi//greB//cutC//aidB//rpsI//uraA//sfmF//aaeA//spy//cas2//orn//mcrB//pgrR//fetB//rfbX//guaA//baeS//phnN//mdfA//glpB//ppiC//envZ//trmA//argI//ydeM//fliA//creB//ftsN//hybF//cutC//ydjE//ivy//arsR//cheZ//cpsB//lptF//bglA//lpcA//rssB//cheA//avtA//iraP//agaB//ygdG//yfdS//yaiV//bamB//rarD//asnS//rclB//uxaC//yebC//bluF//ybdH//hldE//yibA//gldA//prpB//gutM//leuD//mpaA//yciK//ftsX//yjjQ//yraN//ycbU//narP//ymgA//tatA//ilvA//dcuR//recF//ihfA//yhbS//emrD//ndk//mcbA//macA//lpxP//yjhB//apt//argF//rzpD//agaV//kdpE//rlmI//garR//erpA//lpoA//frvA//artM//dtd//aroB//ybdH//potI//rlmF//frlR//tnaB//ldtA//fetB//dicA//dtpA//chbB//pphB//kgtP//yddM//clpB//argC//nrfG//ptsG//osmY//flgA//ybaO//yadV//yeeA//nuoM//srkA//napB//acnB//rsmG//dadA//eno//yidD//yggE//hypD//glsA1//rpoS//galP//lolE//fhuD//ydaV//yjjB//gltI//ydcZ//pdxY//barA//eutD//dgoA//nikD//yddL//xisE//tmk//pitA//msrB//tdcE//ygfA//yhcF//perR//ygcR//betA//cpxP//nrdI//ybhG//mazG//fepD//potE//selD//yghB//rarD//ynhF//entE//polB//adeQ//guaB//yjjI//efp//dinD//yejF//bioB//metG//waaQ//glpA//ybcF//cadB//yphC//lacI//ldcC//ispA//uxaC//tsaD//adiA//ribA//argS//alr//yfcQ//ileS//aidB//ribD//znuC//trmD//hisP//elyC//sodC//satP//tehB//psuG//ybiH//pheP//tcyJ//dtpD//nadK//ackA//garP//hokB//fliM//ydaN//intE//potB//ppsA//yjhC//fliL//ybaM//dgcZ//adhP//nfi//nagC//lasT//rpsB//fepE//acrE//eco//iclR//ppsA//yfcV//aroA//aaeR//waaJ//mglB//ruvC//lysP//lapA//polA//waaU//ftsA//tas//ompW//thiP//tyrA//cysQ//nimR//nuoG//yjtD//mhpT//modB//
GO_0034654_5	nei//rfaB//ilvC//nrfD//ydcR//insI3//nhaA//trpC//gppA//ynbB//yajL//arnB//cobC//hipB//hybD//lplT//mltA//yqjA//uxuB//nuoN//ispF//yjjX//dgoR//ybiT//kup//argP//yciT//rfe//nrdR//ttdR//mliC//infB//moaB//ogt//fepD//pdeF//rtcR//insE-1//uhpC//proC//purA//nanA//ydjK//uxuA//yafN//yihU//sfsB//tyrA//mdaB//fucI//kbaZ//allS//ldtD//kdpF//torD//sfsA//gcvT//aspS//cpxP//fryB//dsbB//kdsB//artI//rpsE//ccmH//ldtD//yfjR//iclR//cheB//luxS//mdlB//napB//xylG//umpG//rlmN//atpG//yejF//atpE//dcuS//lptA//ydjK//sdhB//yiaF//sgcR//ycjY//cspE//nfi//ygiW//actP//rspB//nirC//cas3//rraA//ddlA//tusB//mntR//pspG//phnN//nrfA//rclC//ymdB//ybiA//uxuR//opgC//oppF//moaD//allD//acpP//hslU//araD//prlF//ycjQ//aroK//livJ//symE//dusB//xseA//entC//ynhG//mntP//kdpF//ccmD//mltA//appC//apt//ilvH//yagF//rnc//smrA//srlA//rsmG//ihfB//lepA//rhlB//higA//adiA//cecR//nuoL//lptA//mdtI//arcC//bamA//yciK//mtfA//rplL//yagF//emrD//fhlA//sdhA//yebZ//ispA//glcE//cyoE//shoB//cutA//xapA//pabC//ychO//yehB//rlmI//hisD//gsiA//ybgP//garP//add//ruvC//ynbD//opgG//tusE//oppF//recT//purC//cysS//tar//metK//astB//ydhC//dhaR//fpr//thiE//yfbV//panC//nupG//patD//fimB//fabA//alsE//hisA//ssuC//glcD//ibaG//rpmF//mltF//hpt//nuoN//yaaJ//lptF//yehP//yeiL//ybdM//trpS//hybE//serB//ycjD//cas2//ftsZ//sfsB//rmuC//betA//codB//xylA//gutQ//ydeI//ycbB//rusA//dcuA//tcyP//sseA//insA-2//sbcD//mltG//cdd//nusA//rpmG//mlaE//rhtC//ruvC//yghO//hcaR//narU//aroD//yehZ//gmhB//rzoD//eutR//amiC//higA//idnK//tolQ//zwf//mlaF//hycI//glnQ//xylF//potD//fnr//hycA//rlpA//lolD//elaA//frvA//ubiE//ypdC//feaR//tyrS//yjjB//yjeI//rapA//rpmJ//
GO_0034655_5	secF//ynjA//rpsH//zapD//wcaC//gfcE//rpsE//tusD//mlaD//rsuA//zapA//waaF//rtcB//yehW//bamD//metF//aaeA//amyA//yidD//bacA//gabT//radA//uhpB//ansB//ispA//rpiA//agaD//pdeF//ddpX//narH//rlmG//tmcA//dkgA//pheP//mgrB//ahpC//atpD//pdxJ//rnhB//ydeP//plaP//yceK//map//relE//rfaD//yhbY//efp//rimL//hisP//rep//fdhD//ribB//rffM//narQ//yraI//yecS//phnN//ynfE//epmC//ftsE//udp//yqjA//yafQ//rplD//lsrA//rluC//ispU//yqhC//cpxA//trkG//gltK//coaD//hcaC//
GO_0034656_5	sugE//yobA//frlA//ilvL//gspF//rsfS//pdxK//pmbA//leuA//glcB//yagJ//sohB//alaS//
GO_0034660_7	yfbR//yggP//nlpA//nanA//thrC//rfaD//srlA//hofM//prlF//ccmH//paaZ//tsr//yobF//hisF//ygfZ//hha//leuB//ybiJ//rsgA//ppc//ftsK//ppsA//waaF//hcaE//cstA//mlaF//paaC//gutM//rnc//hcaR//corA//fixB//recO//rlmG//dfp//ynhG//cydD//sapB//hrpA//mobA//eutA//macB//moaB//yccA//gluQ//abgB//aceK//agaR//cobB//groS//ilvH//proP//sthA//secD//ribB//guaD//hybA//ydjL//paaC//lpxB//crr//ynaE//ydgA//entA//bglJ//potH//puuE//mscK//rplA//cheB//argH//wecE//yfcF//gudP//ugd//nrdE//hisG//ubiX//ebgA//purR//rcnR//tnaA//yddM//waaZ//rplB//lhr//ypdC//ftsY//glpT//lon//yebS//yhjG//sulA//ibsE//arnB//yhcF//ybfA//glvC//rsmI//frc//ynfL//appC//xdhB//hmp//proW//rssA//lysS//fecA//yagF//kbp//yhjV//chbC//rsmF//sufE//yeaE//nuoL//dut//casE//idnD//glcC//sdhA//ygcO//
GO_0034661_7	polB//sgcA//ycgR//lptA//
GO_0034755_9	rpsA//acnB//dinI//argI//
GO_0034762_6	clpP//mdfA//ldtA//rbn//agp//mrcB//mrcB//yfgO//
GO_0034763_6	phnN//murB//
GO_0034764_6	artM//fre//
GO_0034765_7	ybdN//umpG//rtcR//bglH//mngR//sufE//uxuB//
GO_0034766_7	rpsJ//
GO_0034767_7	hicA//agaB//
GO_0034775_7	ssuD//yfaX//sgcR//yraR//caiF//
GO_0034983_9	tdk//ilvB//
GO_0035235_6	mocA//trmH//fpr//rpsK//
GO_0035303_8	pspD//psuT//ydaC//kch//dedD//
GO_0035304_8	ssuD//
GO_0035306_9	yfeX//
GO_0035307_9	paaE//
GO_0035335_8	pmbA//zinT//xseB//
GO_0035344_8	ppc//pnuC//
GO_0035350_6	rhaA//
GO_0035383_4	uraA//yeeA//ybdH//pitA//chbB//yihR//amtB//proV//
GO_0035384_5	lgoD//flgF//
GO_0035429_8	purC//rsmA//cysA//flhA//dctR//glxK//
GO_0035433_7	marR//malF//
GO_0035434_9	yfbS//fbp//mak//pyrH//paaB//
GO_0035435_9	argH//icd//cpsG//iscR//paaA//ygfA//ykgM//wrbA//cheB//
GO_0035442_7	atpB//yadV//plsB//rsmA//minC//selA//cheA//dmsC//lpoB//ygcO//treF//
GO_0035443_7	araF//mdtM//dtpA//yhjG//rsmH//pntB//aroB//yebC//
GO_0035444_9	tktB//lolC//yiaA//nfo//uup//cydC//lpxM//
GO_0035461_6	lldD//rplF//narY//speC//treC//yagU//gcd//hybC//mtlD//acpH//
GO_0035510_7	ykgO//tsaB//ybiV//xerD//ilvE//
GO_0035511_5	yfeW//
GO_0035513_5	thiI//
GO_0035524_8	hemC//
GO_0035552_6	cysI//
GO_0035553_6	opgD//
GO_0035556_4	hupA//betT//ppx//yiaM//ybhP//casB//sugE//fucP//rluC//qseB//rsmG//yiaM//psuG//yieH//gmd//artP//fliT//yehU//recF//lptA//yfeO//glpG//wbbK//ugd//csgD//rplR//znuB//narI//cpsB//yjiA//argI//pgaB//yafQ//fimD//wbbK//hipA//ddpA//menC//nadC//pyrH//grcA//mnmC//ydcS//oppA//abgT//yihT//
GO_0035600_8	bglH//
GO_0035601_7	puuR//dnaA//waaS//
GO_0035672_6	purN//ampH//ligB//mnaT//sbcD//trkH//crcB//dppB//secE//bglJ//argR//cpxR//ybiS//nudG//dnaN//uraA//kduI//ulaF//mgtA//rutG//
GO_0035690_5	torC//ybgP//bssS//bamA//tehA//ampG//ispF//cvrA//yhdH//tabA//xylE//
GO_0035725_9	fic//lyxK//ilvN//ompN//hybA//glcD//exuT//
GO_0035784_9	pabA//
GO_0035821_4	panZ//lysS//tsaB//trpR//deoB//
GO_0035864_6	yfcU//
GO_0035873_8	hemB//ybeF//
GO_0035890_5	fis//glnS//intA//rpmH//
GO_0035891_6	cho//rof//dgcF//mcrB//
GO_0035966_4	yqiH//hemE//hisG//hybC//galK//rimO//proP//
GO_0035967_5	metG//nrfD//lysR//opgE//htrE//
GO_0035999_5	ygeV//ynjA//setA//ydaN//
GO_0036001_7	znuC//
GO_0036046_8	zapB//
GO_0036047_9	ccmA//
GO_0036048_8	hisI//
GO_0036049_9	hofN//
GO_0036088_6	rfaH//
GO_0036103_6	yedL//nfi//
GO_0036104_6	yebS//ttcA//
GO_0036172_6	ispG//
GO_0036211_5	gmk//mlc//lhr//trpC//cusS//lolB//iap//nrfE//glxR//tonB//guaC//allC//bamA//ycfL//ptsN//hslR//hisH//chbA//mdaB//yfcS//glxR//ydfH//cecR//fixA//ompA//yegD//rihA//zupT//metR//ydiV//rhaB//rimL//ychF//elaA//zinT//srlR//narU//bamB//dtpD//ychF//ybdH//araD//gor//maa//lldD//pdeL//bamC//mtgA//btuF//ydiV//malX//fumC//yebQ//yedX//yfbS//yihW//cbpM//tar//ribE//flgH//sbmA//yafN//citG//pgl//lpoA//pncB//fecD//aceF//waaB//dcyD//mhpT//mdtP//thiE//trmJ//yhbY//yciV//narW//waaY//fucA//mdtL//fbp//ydgA//glnQ//chpS//yqaA//rffH//cytR//arfA//mngB//cof//ompL//yiiM//ydjL//ygbI//emrE//yfgI//gabP//xseA//mntS//rnb//yejB//yfaX//dinG//atpG//ygbN//mdtB//yejA//yfdK//ridA//narG//betB//yahD//phnL//ligB//secM//exuR//smrA//treR//xseB//manX//yidL//yidC//casA//atpC//tonB//nagA//metN//fes//dsbB//asnC//waaA//nlpA//metG//solA//lplT//hypC//hisG//uhpT//lpoA//metH//waaU//yhiM//
GO_0036214_3	rhtA//
GO_0036265_6	fepC//metQ//metK//dpiB//
GO_0036289_9	rhoL//yihL//
GO_0036293_5	mntH//rsmA//rimI//
GO_0036294_6	rpsL//evgA//adeP//
GO_0036388_7	ydeM//
GO_0036447_5	glpK//hofP//lldP//
GO_0036448_6	glpF//flgF//dsbD//
GO_0036460_5	hybC//fkpB//envY//nanR//idnK//ihfB//
GO_0036506_5	ariR//
GO_0036525_7	hypF//
GO_0038083_9	arsC//fadD//alsE//ftsY//carA//
GO_0039633_6	flgC//cynS//yjeH//elyC//
GO_0040008_4	cdh//pspG//epd//tpx//rsmC//crfC//pdhR//soxR//dgcN//intS//
GO_0040012_4	yagG//tusA//polB//ortT//insA-2//gspJ//leuO//katE//pinQ//mdh//frvA//tesB//menB//dacA//
GO_0040013_5	zapD//tatA//dadA//mrdA//queD//arnT//chaC//
GO_0040033_9	lpxM//
GO_0042026_4	ghrB//ftsZ//cecR//yeeO//truC//cmoB//pflC//mlaF//flgG//
GO_0042040_7	csrD//
GO_0042044_5	elaA//
GO_0042126_5	nrfB//msbA//tdcF//cysI//
GO_0042128_5	ppiC//nei//
GO_0042133_4	yqaA//fucI//ribF//metN//rlmD//yeeJ//barA//gntU//bioB//potD//insH-6//yfcF//paaD//hicB//trpR//elyC//
GO_0042135_5	adk//nagZ//rpe//motA//argA//afuB//lpxL//hycB//ydiQ//ghxP//ubiA//narG//thyA//
GO_0042136_5	greA//adiC//
GO_0042150_7	hypA//gmd//yafC//
GO_0042157_5	argR//eutD//yebG//nmpC//
GO_0042158_6	elaB//recT//rutG//
GO_0042168_4	truD//rcnR//livJ//kdgK//degS//hofQ//creB//fadB//hisS//
GO_0042176_6	hokE//lpxM//nrdH//hupB//
GO_0042177_7	ssuA//acrF//hflC//
GO_0042178_5	ycbU//exoX//tmcA//rpsT//dam//frr//stpA//adiY//pepD//dapB//lplA//mcbA//glpT//cecR//dinB//ymjB//hha//zapD//arcA//
GO_0042180_4	lpxM//hemF//flgJ//yebZ//ebgR//yraN//mhpD//ydaV//rhaA//fdnI//icd//pbpC//btuD//argH//ygiN//yggP//ygiV//era//dhaK//elfG//cas3//napA//ulaA//ybhD//yadV//rihA//ilvM//srlB//napB//ymgF//hybB//lpoB//dtpA//yhhY//ampH//ebgR//nudC//degQ//minE//gsiB//hyfA//thiH//hslU//trpR//rplT//pepT//cmoB//rihA//hdfR//glgC//pheA//galM//infC//zntR//srmB//hxpB//ydcI//allR//aldA//
GO_0042181_5	yidH//xseA//artP//evgS//dfp//yiiD//mraY//osmC//cysK//kdsA//phoU//yhjB//rpiR//prpD//rsuA//tcyJ//rodZ//fmt//gutM//fabG//srlE//oppB//frr//yhcD//
GO_0042182_5	hybA//asnS//torY//hofM//yegT//rpnD//phnN//ydiO//yadI//ynfE//sad//gudD//rpsQ//fmt//gltI//ptsP//glpX//ycgR//hyi//rhaD//lolD//hypE//mcbA//gatC//pinE//pyrG//frdA//nadA//pstB//
GO_0042219_6	rpsE//fadE//ybiW//ttdT//nei//
GO_0042221_3	accB//yddL//ybhF//holB//folM//sdhE//rcnR//rrrQ//rplT//cof//phoB//rpe//pcnB//hemG//pliG//btuR//tolC//ftnA//sgbU//yddA//glgA//htrE//dld//sgcC//pgsA//rutD//yigL//cmoB//ibpB//rutF//ppc//hflD//dcuC//mutH//oppD//viaA//eutN//ybjI//zupT//mdlA//rplF//yfdR//yqeF//mdfA//lpxM//hisH//coaD//yhhZ//chbG//cecR//cstA//ortT//tufB//comR//ychO//alsB//coaD//raiA//pfkB//allR//yadI//casD//setA//hslJ//caiD//ykgO//afuC//setA//nth//hypD//mdlB//fruA//phoB//rlmI//fdnH//livG//alsB//yajD//fdx//yihW//rplT//nimT//rclR//ascB//aaeB//artP//adhE//ispF//ydfH//greB//torD//rbsB//emrK//sutR//mntP//secY//gmd//oppF//yigL//hybF//yrbG//gatZ//rpsB//iraM//yidD//epd//pgaA//pncB//yojI//citC//phnH//rihB//miaB//nrfC//astB//dppD//yfaV//bamA//ydeT//rlmH//hybO//dapA//dapD//yidQ//tdcR//frdA//preA//gluQ//leuO//yfiE//rlpA//rfaE//ydiO//kilR//fliK//yciV//yjhB//yneE//gltI//cspE//aer//bdcA//yahD//ycjW//sdhB//elfG//nudG//ybhS//argI//uvrB//ycjQ//rlmE//agaA//talB//wecA//ssuE//gltI//gmk//fucA//rnlB//dgcT//osmC//pyrH//ybgI//hypB//dinD//feoB//lapB//norV//yihW//ssuB//azoR//mmuM//mipA//ibpB//dcuA//deoR//ccmD//clsA//mlc//ispA//yhbQ//paaH//frvB//ydaN//lsrC//ccmD//bssS//pyrD//hyaD//psuT//ybaO//pta//narZ//rsmJ//nagC//gltB//lptF//yhbO//ushA//argC//wzc//glxK//uof//dinD//xisE//hipB//yiaJ//pyrG//ycdY//dgoA//arsC//tyrS//rimP//rlmN//eco//hscC//cobC//hdeA//citC//clpA//agaR//fhlA//plsB//pagP//entF//mdtF//caiD//mdtL//yfdG//dinB//cysP//pykF//ispA//cysK//
GO_0042245_7	otsA//dacD//rpoE//
GO_0042254_5	emrD//yceK//yccX//hybE//crr//narK//secE//
GO_0042255_6	zraR//ydjE//
GO_0042274_5	nanR//kdpF//cysS//guaA//
GO_0042278_6	hisP//nagD//nlpI//insB-2//pitA//leuB//tdcG//csgD//dinG//gltB//dtpC//pspA//yjhI//glpT//yrdA//sodB//fre//rimJ//
GO_0042304_7	gcvR//yidK//yfeO//
GO_0042325_8	dnaA//yohC//
GO_0042327_9	tdcE//
GO_0042330_3	pheP//kefC//alpA//rcdA//nanC//nrdD//birA//entH//sulA//cspG//nuoN//rcnB//fre//rzoR//ftsK//priA//
GO_0042350_6	ycaO//
GO_0042351_7	cbpM//
GO_0042354_7	pstA//glvB//fumA//yraH//ulaB//ydeE//
GO_0042355_8	mutS//ppsR//gsiC//wecA//gmk//ydcT//
GO_0042357_5	mltB//cpdA//
GO_0042362_6	yagJ//
GO_0042364_6	yadN//motA//ruvB//hmp//dinQ//rbsR//yghG//puuB//ygfZ//yjcS//dapF//csgA//lysP//glnL//pspF//rbsK//basR//yphB//elyC//yddM//glcF//syd//tufB//dps//ydiV//ynjA//radD//bglA//mcrA//hofQ//alsB//aroG//rplS//hrsA//caiB//yejE//ynbC//ydeO//lexA//potC//dld//efp//narZ//gldA//yghU//yihS//nadD//dppB//ilvC//azoR//phoU//yiaN//yehC//rstB//rbbA//iraD//
GO_0042365_6	rplM//yjeH//hcaE//ygjH//
GO_0042371_7	yieF//
GO_0042373_6	dgcE//
GO_0042398_6	yajR//fucA//ftsL//ibsD//dgcM//yjjQ//rsmD//xylF//mutT//alaS//degQ//hcaE//hycH//umuD//yebK//ynjA//umuC//arsR//hycB//nuoF//
GO_0042401_7	aroE//mntP//ariR//ccmH//yagJ//agaR//agaD//glpT//ydfD//cysS//pheP//alsE//ykgA//fbp//
GO_0042402_7	pntA//mtnN//metG//narH//carA//allC//tnaC//cysZ//surA//folP//rpsI//add//rffM//
GO_0042413_6	rbsR//phoQ//argS//mdoD//
GO_0042430_5	pgk//ibsB//yhbS//rbfA//rplO//uspC//kbp//idnO//htpX//rffM//
GO_0042435_6	fabB//glvB//rusA//pppA//putP//pgrR//yjfP//cysN//yidE//
GO_0042436_6	phoQ//
GO_0042439_5	yiaL//
GO_0042440_3	lolB//udp//murJ//pnuC//nirB//abgB//garL//nuoM//pgl//cobC//napC//eco//kdpC//rplC//
GO_0042443_5	gloB//hisI//
GO_0042445_3	rpnD//higB//trpE//aaeA//speE//gltK//mcbA//preA//purL//dtd//ybjN//csgA//menA//tdcF//
GO_0042446_4	qorA//
GO_0042447_4	yieF//lpxH//ftsW//phnI//bamA//mgtL//ygcR//dinI//potD//tehA//purN//rlmC//yidA//
GO_0042450_7	pckA//moaE//tadA//ldtC//clpB//kdpD//
GO_0042451_7	tyrB//rcsF//sodA//ygcW//ybcF//bioF//
GO_0042453_8	dnaK//
GO_0042454_7	ybjC//rpsL//yccS//rsmC//ebgR//cysB//ychO//cbtA//ldtB//mhpT//ychH//aqpZ//
GO_0042455_7	proQ//yihL//torS//ybgQ//gloC//umuD//solA//dapA//fbaA//fepD//arnT//frvB//elfD//sgcB//rffH//ydgA//hipA//
GO_0042493_4	murF//yfcS//ravA//sohB//kdpF//intA//entD//waaZ//purC//yqeF//cheA//mdoG//gmk//yhgF//kdpE//gltP//sdhE//gcl//eutD//rplL//treA//rraA//yggW//csgG//hokB//dacA//yabI//dhaL//ygeX//wzzB//gapC//patZ//hybO//nrfG//hslR//polA//lsrA//pykF//hslU//rplE//pagP//bssR//rimJ//ydeI//glpK//asr//dicB//mnmA//wecA//
GO_0042537_5	xapR//qseB//pdxJ//atpA//ybjX//rnb//hisH//phoA//rmuC//yciK//alsC//crr//satP//tdcC//yafS//hofN//edd//potC//rffC//yphD//prpD//nikC//
GO_0042538_6	ybaQ//yajQ//
GO_0042542_5	yehX//ssuC//ytfQ//tag//ybhD//nadK//yehB//mtlR//pldB//ydhC//torD//nadA//livF//ftsZ//dpiB//eptB//yfbU//waaU//
GO_0042545_5	citE//
GO_0042546_4	elfA//rlmH//pphB//glsA1//fepG//ybiJ//dppD//argR//yhjC//thrL//
GO_0042558_5	rpoE//hisC//hinT//pldB//lplA//ubiB//dgt//rpsH//citC//relA//rhtA//frlA//ibsB//dnaT//ldtA//der//ppk//yhaV//
