#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rhaD//mdaB//dcuB//xerC//
GO_0043604_6	hofN//alsC//yehP//appY//rutA//chbG//yfdO//torZ//yjiR//recG//cycA//rhsD//mioC//gadA//pntA//setB//sgcA//mazG//ccmC//yddG//ybaE//yebZ//mhpR//opgD//ydjH//ubiC//pspD//gabP//trmA//arcB//yqeG//clsA//ygcW//aroP//ribA//mutH//ynbC//ugd//murC//ompL//ygaH//agaD//phnO//dcuS//wbbK//kbaY//fdhE//ilvL//ftsH//ybjC//dinD//yiaU//fepD//rihC//cyoE//wrbA//hpf//glpX//ribD//tolB//nlpI//lsrA//sspB//yghU//fepA//epd//gfcE//ybjD//ypdI//frdB//nikC//lptG//mutS//evgA//rfaQ//yqaA//dsbG//acnB//frsA//oppA//mutT//idnT//ilvI//secE//gadW//thiD//mmuM//hyi//qseC//priB//zapB//rplP//cheZ//rsuA//caiT//rihC//atpF//yhgF//rutE//
GO_0043605_6	ybdN//dgcQ//dkgB//arcC//purR//
GO_0043610_4	yihQ//
GO_0043624_6	entD//fliL//tusA//yihP//rimI//yebK//ttcA//
GO_0043628_9	araA//pgk//rbbA//
GO_0043631_7	sdaB//mltG//
GO_0043647_5	yafO//gntP//
GO_0043648_7	caiF//malE//sufA//preT//tqsA//ytfT//lapB//rnlB//ispU//agaD//rclC//frsA//ycjQ//tyrB//glpB//yqjH//zapA//truD//rffH//ybcC//cheA//yihT//ypdA//nuoI//cpxA//rpsK//proQ//casC//hokE//yiaT//amtB//manY//mnaT//idnT//rnlA//hisC//napC//entB//trpD//idnT//tsr//tsgA//pspF//bdcA//ndk//ascB//dinJ//asnC//yeeY//ybjC//ypdA//ygbL//dicB//yefM//tauB//pdhR//rnr//fixA//sufE//ybaE//insH-5//gnsB//ybhA//dnaT//acpP//ssuA//dgoR//arcB//lacY//cynX//menE//ssuA//decR//sapA//
GO_0043649_7	rutG//sohB//rppH//clpA//betT//ybbY//alaC//yegT//csgG//fimD//cspG//
GO_0043650_7	ldrA//copA//dhaL//potE//ygaZ//yiaA//cnu//cobB//yihL//narJ//yhhY//hcaF//dgcN//sohB//uhpA//gltS//waaS//yddL//ppiC//ldcC//bcsQ//yidP//arnB//umuD//bioD1//malP//tas//
GO_0043686_7	ftnB//
GO_0043687_7	nadA//yidD//fcl//tdcC//fbaA//ahr//speF//
GO_0043708_5	pgpA//ompW//cbtA//pgaA//puuE//rhmD//hflD//pabB//argF//potE//yggE//yohD//ybbY//xseB//mutY//
GO_0043709_6	ycjD//hisP//yohC//infB//glyS//yaaY//pheT//ybiT//yihV//
GO_0043711_5	araE//ftsL//dmsB//yciH//fimH//nagC//livK//ybiH//folP//yghG//cutC//ydhJ//phoB//smrA//glnL//yhaJ//yebZ//truA//ybdN//rnhB//znuA//
GO_0043900_4	melR//nanC//arnT//yiaT//yjjB//nrfF//azoR//rhlE//kbp//opgG//glnH//nupX//yjjI//
GO_0043901_5	ratA//glvB//lolA//yoeE//
GO_0043902_5	dcuS//smrA//
GO_0043933_4	yfdC//menD//yqaA//adhP//potB//rnd//sgbE//iclR//yciF//panC//opgB//betB//tatC//yhbS//guaC//gapA//rutF//ychO//torR//ftsZ//yfeD//ridA//queC//carB//rimK//moaA//rrrD//serB//valS//afuC//glgX//yeaK//yibH//hybG//rnd//ftnB//glgP//intA//acs//opgC//caiF//sfmF//flgD//yghB//nagE//sxy//rhlE//ilvL//cspC//msrQ//ybcL//cadB//aceB//lsrR//ybiJ//sufS//sbcD//rnb//malS//ybhS//fliT//yebZ//hipB//kbp//hdeA//gadW//sppA//stpA//dgoD//hisP//dgkA//nrfD//gltP//rplR//yidL//glcC//mlaC//ydcT//hycH//rhmD//gyrA//prpR//mdoG//agaV//modC//rsmI//cpdA//mutS//ffh//yajQ//rpsQ//thiI//brnQ//rhaR//hpt//pykF//rlmN//rpsI//clcB//cysD//
GO_0043952_7	waaO//bamB//fimC//mdtP//rbn//
GO_0043953_7	yidC//yahF//poxB//ybdM//
GO_0044003_5	bisC//ygeV//selD//gltL//
GO_0044004_6	priC//dgcQ//sufC//mgsA//
GO_0044010_5	oppB//ygeV//glvB//hxpB//appB//yfeW//helD//adhE//mutM//yceO//ynjD//abgT//qseB//rnpA//nuoI//dcm//sdhB//ycjQ//motA//tatB//pncB//yjjB//trmB//yahO//ltaE//uspF//pyrL//ampH//pnuC//ebgR//
GO_0044011_4	mutL//ivy//yehC//ppk//rpnB//ydhK//yhjV//napD//
GO_0044036_5	aroH//rnt//topB//yggX//fre//csgB//sgrR//rplR//yafQ//stpA//pepB//potH//proP//yeiE//gntU//glyS//ybjG//torS//yobF//pspG//yebQ//rplD//rfaD//acpT//tadA//fixB//arnA//ydiK//birA//cydA//degS//yaiP//yfcR//trmO//pheA//galK//argP//yneL//malF//aroF//yahO//yjhB//yraJ//nrdG//mltA//nrdA//modB//
GO_0044038_6	hupA//ybhP//degQ//coaD//yiiD//tomB//sufB//waaO//gspI//fucK//speD//trmA//tufA//rsmH//minD//melB//phoA//mutT//rimK//fimG//yafC//glrR//kgtP//aroH//nusG//fdhD//ybhS//prlC//yhbX//folD//hisD//pcnB//fepA//fryC//hybC//xapA//flhD//deoC//argO//artQ//flhD//yejF//ykgA//
GO_0044042_6	fimI//maoP//cmoM//mlaE//pheT//glnQ//yjjQ//sucB//cpsG//yoaA//ldtD//fdnI//frlB//edd//ytfP//fnr//cnu//nikR//mtgA//argT//orn//
GO_0044070_7	ftsH//ycbU//hofQ//sapD//
GO_0044085_3	afuB//yjiM//mltG//dxs//potB//dnaB//paaF//endA//lpxP//leuA//frdB//entE//rhlB//mtn//eptC//cysD//ebgR//dnaX//acrR//
GO_0044087_4	wrbA//yiiE//aroA//mhpA//alaC//recX//ampD//priB//alaS//setC//kefC//phnM//rfbX//puuD//cvrA//fucK//murE//yhfK//rapA//hslU//bioD2//frsA//lapB//xapR//pinQ//yijE//atpC//flgJ//hcaR//rppH//essD//bamC//lon//mscM//
GO_0044089_5	hypD//cysU//ygfA//hdeD//yfgI//sdaB//tcyJ//mreC//garP//tdcB//ubiH//rplO//mltG//
GO_0044092_4	sdhA//nanT//kefB//pstA//gabP//nagD//exuR//ada//ydcT//serA//hofQ//wecA//ascB//gltB//recR//fliT//ftsL//ubiJ//sucB//sxy//gatZ//lyxK//kbaY//rseP//phoP//yehT//yebQ//ychO//soxR//mliC//pspD//yceO//csgA//etk//metI//kdgT//
GO_0044093_4	mnmC//sucC//modB//pitB//rpsL//ydeM//fucP//cysN//proB//citE//yfdC//fabH//cpdB//nupX//cpoB//argA//sseA//ghxP//yrbG//rpmC//bioD//dgcQ//nac//miaB//sufA//yahD//idi//
GO_0044106_5	ybbN//glyS//gntK//aspC//rhaS//rpsK//yjbG//nanK//ddlA//yefM//dcm//mocA//yjbH//ltaE//mak//ssuA//yjjW//sufE//yihW//ulaB//fklB//rpsE//bipA//pdeK//ftsA//rpsK//cobU//
GO_0044179_5	thiC//
GO_0044208_7	mdtE//
GO_0044237_3	ulaR//yraJ//ubiI//rfbC//glgS//lptE//bioA//galE//aidB//kdgR//thiL//gpmA//clcB//artQ//galP//ttcA//kdpA//ddlA//macA//rpsB//maa//ymgC//serC//pabB//thiE//yrfG//mglC//hemE//sspB//pckA//ftsP//gutQ//rpoH//dctA//hofQ//dicA//yehY//kgtP//miaA//srlE//mngB//yehD//lptC//recB//yneE//tufB//arsC//marR//ygeW//nfo//deoR//sfmD//abgB//cdh//srlA//purN//argB//yobF//emrK//ycgB//grcA//fruA//lapA//ynaE//rlmN//potC//ogrK//zinT//yiiM//mutS//dld//rimI//ulaR//icd//dppA//cspA//gltP//ftsP//basR//ftsH//hyfC//kefC//gutM//kduI//pgrR//yedF//mrr//fur//gyrB//selA//ravA//leuO//gspJ//ybhJ//ssuD//deoA//sgcC//hofP//mdtN//yfiF//phnH//hycI//uxuR//ppk//fadR//mcbR//ndk//hisQ//yojI//metE//cho//ycaN//arnE//ydfK//insI1//acnB//insI1//hisB//yjaZ//nikC//melR//sspA//cfa//rcsF//cusF//ykfI//gnd//viaA//map//gltD//rlmE//ycfH//yqjA//osmE//torR//ispH//rlmB//kdsC//npr//yafQ//glpF//ydeT//hcaE//fimD//dnaA//yadC//mprA//gltS//znuA//yciG//ydeI//rpoA//aldB//kdsB//yphC//fepE//sufC//xapR//dgcT//rplS//elaD//glnQ//mraZ//epmB//dppF//tsgA//dsdX//pgpA//ypdI//gntT//napD//plsX//gluQ//mdtM//mhpC//rsgA//roxA//diaA//elfC//hemH//bglJ//fcl//mhpA//hybB//dinJ//rpsT//purT//folX//aspS//rihC//yfjR//potF//metG//phnI//narK//yhjB//rzoD//waaO//amiC//glpT//yejA//fryB//speB//ydhJ//fimC//yneJ//yhaV//ycbV//dctA//fliD//fklB//ccmG//fdnG//yhhT//paaD//tpiA//sdaA//feoC//ygeR//nrfA//cspB//yjbB//hipB//yebK//insB-2//rof//sucD//yadI//yegT//paaE//cas2//dgcM//frlB//cdaR//trmA//yajQ//bamE//yehY//lldR//sufD//flgH//mdtF//hemF//murG//gabP//yjhG//mtfA//uspB//tdcR//bdcR//dnaC//mntP//hisQ//artJ//zipA//rlmI//trpL//torR//hycI//sdaA//tamA//cusR//mutH//tauB//hsrA//rpsE//bhsA//fhlA//aroA//paaB//glxR//hofN//yedL//cas2//folC//ampG//ycgR//upp//yciG//adiY//pflB//mraZ//xylA//hemN//ycbV//yehD//mdtA//shiA//rsmA//rplX//nrdF//elfG//ulaE//phnP//argA//lexA//ptsI//argA//yoaA//yadK//yejB//rpiB//mlc//rutD//allR//bglB//accB//trpA//rsmE//pgl//coaD//cdsA//leuD//ilvH//metG//intE//trmA//nusA//leuE//potE//cpsG//accD//cdaR//fdhF//yjeH//pyrB//ebgR//rlmC//trpD//maeA//ispF//pdeD//trmD//kdpC//clpA//gloC//hybO//ybjI//aceK//ndh//gltD//comR//grxD//folM//pgm//galU//acrR//metC//folA//glpC//dicA//msrA//purR//wza//ilvH//cvpA//malP//yciG//rplY//nrfC//glvC//secG//yhiM//plaP//fecB//mdtP//frlR//bglF//ibsA//lamB//yagE//cydC//hmp//rplA//rnd//cynS//frr//leuD//yafC//alaE//uidR//dps//mrr//glnL//iscA//alsC//hflC//ybdM//ybjC//xylA//dld//sxy//rayT//cdaR//ddlA//nadD//mlc//hyaA//rplE//rsmE//gnsB//groL//ilvA//qseC//cheW//fepB//moaD//mdtI//cydD//roxA//yebQ//ftnA//flgM//lgoT//malI//cysB//rffC//ycfH//sgcC//ftsX//miaB//yqhC//iscR//citE//rarA//wcaJ//rihB//clpX//nlpD//ribC//ypjD//allD//ydeT//fruK//ssuB//acs//trpA//mdtG//ydeI//pspD//cusA//hisP//ybjC//ribE//hisG//mngR//hslV//cysQ//btuC//allR//dhaK//ccmF//asd//lspA//ompT//stpA//hipB//ybaQ//ompC//ubiJ//ytfE//rhaD//fepC//ycaN//dmsB//yadV//cycA//fiu//kefC//otsB//elbB//purC//mglB//fdoG//yieL//cheZ//ravA//brnQ//dfp//murF//rlmJ//ydcZ//fhuD//gatC//serA//rssB//nrfD//yfbS//atoS//trpC//yhdZ//ftsQ//menC//abgA//osmE//hsrA//nrdF//ybeF//rspB//sstT//bioD2//yciA//secA//proS//xylE//tcyN//ycbB//ppsR//mlaD//chaA//gatZ//aspA//srlA//csiD//phoB//birA//yqgB//msrC//ulaA//panE//dxr//cysZ//ftsX//cas1//flgI//yegT//yibT//trxA//ychO//satP//rnb//tyrB//glyS//wzyE//crr//yciV//malI//ygeA//tadA//corA//yieK//dppD//ynfH//ydjM//yqjA//matP//waaP//puuA//lsrG//nadE//hemG//rlmD//ybaO//gltS//metC//cynT//coaA//fliA//trmB//fsr//gcd//hybO//symE//aidB//arnE//srlD//wbbK//purT//feaR//frlC//rpsG//dapB//hslR//htpX//rayT//menF//trkA//infB//ygiS//qseC//ynbD//mngA//rutB//codA//mobA//leuC//yhfS//paaE//osmE//aroC//pitA//pstC//yidZ//ydjM//amiA//pflC//caiB//sixA//argE//pcnB//yaaA//chiP//rpsD//trpR//adeP//satP//argR//sbp//pphA//ygbL//ftsL//garR//waaG//yqaE//yhaC//aroP//folE//cyoD//uxuA//pflA//sgbH//nikE//yccX//phnJ//lolD//sucB//arfA//paaG//fadL//gatC//yfiR//fadE//fadI//dmlA//gmd//cyoC//hslO//hldE//ompG//cspE//yfhM//hypE//sgcB//rsgA//greB//ompF//fadE//fecD//yeaV//cysI//yhdH//argS//pntB//dinB//idnO//carB//casB//araF//bamB//cobS//lpoB//ssuD//creB//mmuM//flhD//yfcF//rutG//hiuH//gcvP//cmtB//queG//symE//rutA//oppF//xylH//rsmC//chaA//ansB//sucA//clpP//clcB//sucA//ompF//yfcG//yfiC//tdcC//pncB//phnL//pfkB//ppsA//tap//kup//tcyN//fkpA//mreD//dedD//ridA//sugE//dedD//yagF//purF//dacB//agp//aroH//yiaT//yfeO//flhC//trpA//rbsC//barA//fur//fhuD//thiC//ilvE//aroK//tcyP//trpD//artJ//wecA//aer//thiG//yhfK//bdm//chaC//rffH//cydC//deoB//dcd//phnC//ybaM//paaD//zapA//nrdE//yphF//frlR//csrA//fepC//ompR//mdtL//amiD//murE//cyoD//prlC//hcaT//lamB//def//preA//nagE//mlaD//poxB//bamD//deaD//yjcS//sgcR//rimL//holE//rlmG//zapC//ackA//uspF//rnhA//npr//dedD//ltaE//yrfG//cspG//secA//ynfK//dtpD//betT//ccmG//yehW//lpxC//curA//slyD//ribB//sfsB//rep//nudC//flhD//dhaK//pdxY//mscM//treC//clpP//ypdC//rfaE//tig//ais//rluA//cmoM//yjbF//yfdG//citT//mutM//ccmA//gcd//yedX//prpB//nemR//ebgA//rseP//casB//rplF//ibpA//ppsA//sgcC//citT//pstC//mntP//btuR//yraJ//fliD//metQ//leuS//yqiG//flgF//grpE//rbsD//ymdB//oppC//iscR//bglJ//symE//cmoA//exuR//glcA//elaB//aceK//fucO//cmtA//yadG//napB//lptC//ygiV//rpoS//priA//yehW//priB//ihfB//speA//waaA//mhpB//fecD//flgF//rluB//mgsA//ibsA//yaaU//fabD//iaaA//allS//dam//pabB//tktB//acnB//serB//araD//yneJ//sspA//abpA//lrp//xylA//hiuH//pepN//xisR//bssS//hflD//dctR//rhmR//ynjD//hybE//yhaM//ymgA//paoC//paaD//yjhB//entB//rplI//nrfA//tyrS//ibsB//sfsB//sdiA//flgJ//narZ//yaiP//appC//yiaB//eutN//alr//ygiV//lolA//ghxQ//metH//nlpD//yfcR//asnC//mdoG//phoQ//recT//rplD//aslB//hdeA//hybB//torC//ltaE//insA-2//narP//nirB//yehU//rlmH//iaaA//ompC//yghW//yidH//flgJ//envY//yhfS//serA//glpX//elfD//yhhT//yqgF//yijO//insB-2//rdgC//leuA//rcsA//uspG//yfbV//lptF//macA//fetA//nrdB//clpX//ptrA//yahB//kduI//agaW//recQ//sufE//proP//mdlB//fumA//ybiO//hyi//gloB//agp//lpxB//fliA//garP//intZ//viaA//rhaM//waaF//gltP//iraM//sdaA//intZ//yidE//zwf//asr//corA//dnaK//ybhF//yieH//wzzE//gloA//yqiJ//accD//pyrD//mdfA//yhdH//tsr//elfD//clcA//fecC//iraD//infC//mobA//cobS//mraY//yadV//secE//ydcP//metG//basR//yihU//yiiM//ilvH//ynhG//phoR//znuA//yadN//manZ//cyoE//ybiI//dedD//speB//nagD//clcB//ftsW//opgD//gadX//lasT//bioD2//metN//menA//rpmB//ydjL//pgl//elfA//fadJ//ppiA//rpsE//sppA//pinQ//yeeY//metL//ytfE//tap//hyfA//mscS//mdtM//yiaL//cspD//prpC//ydbK//rdgC//fadM//gadW//allB//fucO//priB//hemL//ssuD//clsB//surE//gapA//pabA//fetB//phnH//leuB//etk//fhuC//fryA//modB//gltS//ilvD//radD//nrfA//ypjD//cdsA//rcsB//rnd//ynfH//mdtM//sapA//creC//ubiB//yhjX//araG//aroA//yfaX//napC//pfkA//rhaT//ybiT//glpC//afuB//yiaA//dapB//yfbV//paaE//pepT//lpp//yigL//pabA//intZ//ybaQ//sodC//grcA//xylH//agaR//rpnC//pepN//dcyD//gldA//malG//ybhS//gfcE//uxaB//arcA//rcsC//dppD//cecR//cusR//nagA//bioD2//rhlB//ycbV//ybbY//lspA//rbsB//cobC//galU//ydeO//tsgA//prs//rplB//rpsD//menB//ybcJ//nrfE//flgJ//tsf//ppk//dinI//aspA//yeaE//dsbB//hpf//nuoF//rimM//plaP//ygaH//ruvC//sgcC//yiaJ//yhbX//eptA//msrQ//clsB//menF//tsaC//gpmA//agaV//insA-2//otsB//hlyE//mutM//cof//gppA//ligA//nanR//uxaB//pgk//mlaF//zraR//rplM//fdhD//yfdR//nepI//recE//hslV//dxs//rsmI//yqaA//secD//znuC//ycjU//uspC//lolC//hexR//mngB//ivbL//galM//yfjV//iscX//uxuA//amiD//yigB//atoB//hprS//yhaO//gatZ//caiT//aroF//yfaU//ligB//casA//norV//glyS//zapE//potI//bamE//paaB//trmH//cpxA//yajD//ynfL//gnsB//uspF//hsdR//hofQ//waaC//soxS//dbpA//xylR//trmI//seqA//dhaR//sbmC//ascB//yhdJ//btuR//rimL//atpA//dppC//nac//lyxK//fliZ//yggP//ribA//treR//nuoN//yecS//cca//ghrB//helD//nimT//ttdA//yccX//dnaX//skp//glnH//yfaE//sgcC//yraI//kdpF//pntB//ydfH//aaeR//rihC//yehP//lolD//ubiE//sgcC//zapC//ptsG//atpC//bhsA//pphB//ybdN//ttdT//lrhA//yjhC//rzoR//cnu//ihfB//pgpA//znuC//dld//cyoA//amiD//guaD//arfA//murF//btuC//treA//rlmA//lldR//rfaE//ptsH//lptG//yjjG//clsC//solA//mnmC//bamD//eutR//ycgR//intQ//fdnG//bioA//gudD//thrC//rutC//cysQ//ghrB//rimK//yehC//yeeY//yihQ//tap//mntP//ridA//degQ//nimR//recE//arfB//kefB//tolB//slt//ruvC//yccS//mtgA//bsmA//nudG//hofC//mltB//citT//modC//ygcO//kdsB//ybjC//pth//dosP//fimG//ygeV//sbcB//chaC//gadB//murF//bfr//mnaT//ribF//mscL//ycfS//ygbM//dppA//ubiX//gluQ//thiI//bioB//gadW//pdxY//ybiX//cysD//yphB//folA//tusB//asd//fdoG//kbaZ//parC//mtlA//rsmA//rsmC//oxc//hslO//tsgA//uhpA//mqsA//nagZ//bssS//ycfJ//mscL//ompW//mdoG//cysI//bsmA//cspE//msrB//thrA//menA//malP//mdtE//yddA//gatD//ltaE//abgT//matP//nfuA//xapA//yghO//ispA//arfA//uhpA//rlmA//pepA//yceO//fumB//ribC//adiY//ydiZ//kdpE//tdcG//dgoD//bssR//yeaV//ndk//cho//clsC//entA//ompF//upp//fixA//ldhA//nanA//mntR//fbaA//mliC//ybdM//waaL//pyrL//ilvN//fdhE//yehB//frmB//nrdD//yabI//yddL//secM//lsrR//nirC//yadV//htrE//cpsB//gcl//guaA//exbD//bamE//lepA//yidE//idnD//yebK//rlmM//fabZ//lsrG//yacG//acnB//fepD//speG//gudD//insB-4//tnaB//ybiX//idi//yddM//rpsA//nuoN//paoC//secY//ydiO//yqcG//yibF//fdoG//rlmJ//priC//lasT//nadA//rluD//sgcX//ytfP//leuE//yhjB//mutH//nrdB//ybjG//fhlA//thrL//rimM//lptC//cydA//gshB//tolB//pphA//paaH//hcaB//ycaO//rpoA//fimF//rssA//ivy//rbsC//hycB//nfsB//pdxK//eutD//sucD//tdcD//gadX//dinG//mdtB//rplX//dapB//malI//aer//trpL//ihfA//yraI//fkpB//gpmA//yehZ//aroC//yeiL//speE//zupT//serS//yfiR//melR//rpsJ//potI//ybdG//paaG//sgcB//acnA//der//rsmD//lpxC//ybdM//rng//yigL//rusA//hybO//waaS//nrdG//hda//rutB//uacT//cspD//yjeH//waaH//hisB//paaJ//srmB//cmoA//cydC//dtd//lolA//cutA//yhbS//ybhP//cynT//hycA//dgkA//uidA//mazF//ykfM//caiT//wecE//mdtE//yaaY//uspE//aidB//bsmA//lysO//pheP//mrdA//yihO//feoC//sdhC//tyrA//hyfA//lpoB//matP//yejE//fimG//sgrR//pth//ydcS//msbA//decR//tatC//msrA//zapE//motA//fdoH//yqcC//yhbS//ycaO//insH-5//ydhK//rluD//fucA//psuT//ygcO//purL//creB//oppA//btuC//yahK//yhaV//tpx//ascB//yddL//melB//ydhJ//mnmA//tamA//mscK//wcaJ//yjjG//gpmM//prkB//mtnN//mltC//thyA//cof//zapC//nrfC//aslB//kefG//ilvN//mepM//sgcB//manZ//hrsA//norW//araA//rhmD//torR//ycaN//bcsA//ulaC//yqiG//ulaF//cysS//torZ//dinG//paaX//
