#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flhA//ppc//polA//soxS//
GO_0044248_4	hflK//gcvR//acrR//eco//acrA//tatA//rsmD//allC//hycI//pdxH//exuR//lon//gabD//yjeI//ygeW//rpoA//ycdY//lptG//ndh//bamA//prlC//recR//caiF//yidA//queC//envY//eutN//thiG//moeA//rpmF//sdaB//hcaD//ldtC//yobA//sbmA//elfG//argP//abgR//fecA//yhcN//lsrG//yihQ//hflD//sohB//coaA//glgA//bioC//hyfC//hisI//yfdO//yccA//narX//crr//yebC//rhlE//umpG//era//rffG//alaA//npr//rplR//coaD//hemE//yqjH//yccX//yceD//selU//cmtB//bioA//sspA//sohB//acnA//flgE//gntK//bioD1//katG//rhaB//fepB//malP//mlaB//yaiW//erpA//asnA//betB//glnB//mtr//treA//yqaA//gmd//diaA//pfkA//fliD//rlmG//fliK//yfcP//yneJ//yihR//ptsN//ydcI//ynbD//hofC//amyA//fieF//frmB//rutB//ugpE//yqaB//cpsG//rhsD//pfkB//cstA//qseB//hyfF//lysO//fecC//sufB//trpD//cstA//narP//cydC//ldhA//yeaE//queE//ilvM//ahr//hybE//fieF//ilvH//epd//arfA//uup//paaH//ybaL//lysS//blc//xerD//mdtI//hybC//yraJ//yceD//rhtA//yhcH//xerC//adiY//arnT//ascB//suhB//ynfF//argA//ghoT//ruvB//bdcA//mhpR//hcp//agaA//ftsH//setB//nemR//fis//rarD//sfmA//yfcP//fdhF//trmH//yfcQ//hofP//uvrD//fetA//metG//nanA//yhdX//psuT//glpF//yjhH//ybaK//dgcE//ydfD//ibaG//ibsD//gatD//purT//tesB//folM//yfbS//rpmB//yaiP//tsx//ynhF//dpiB//araC//cytR//acrB//ychF//leuD//tktA//insA-2//putP//rfaD//artP//rffM//lolB//hcaE//yehY//dppC//gor//pntB//mdtF//nrdD//hisQ//fdnH//ybiW//lolA//ydjM//ispB//uvrC//rpsE//ndk//uspG//hupB//kch//thiP//rpoA//mdtM//ftsL//hprR//yjbG//ygdG//nfuA//ccmC//nagA//hxpA//purN//yagF//plsX//spoT//glgP//nadK//yihR//ydfD//tmk//rimO//epmC//ypdB//frmB//yihU//thrS//dinJ//nsrR//mppA//aroB//tqsA//rffG//dcm//aroG//yefM//allR//glpB//gadA//udk//pdxH//hinT//ftsK//torS//ycjQ//lysP//aceA//rlmF//ompC//rplA//tehB//serB//kduI//ybiA//cusC//yhjD//recD//hybA//bamB//fadK//mtr//zapA//yedF//pdeD//yjjI//lspA//nikC//fmt//rplI//mcbA//moaD//yebS//casD//secE//frlR//rtcR//tdcR//accA//rpsL//waaZ//ydbD//ushA//ymgF//rplF//yajR//yraN//fixB//nrdH//mscM//ygeW//znuB//eco//caiD//rnt//chbA//bcsQ//dcuA//betI//ydaC//yjhH//bamE//yhiM//opgD//glpX//rclB//bioC//yqhC//fadE//uxaC//ybjX//gltS//opgH//rmf//
GO_0044249_4	acrR//aaeA//glcC//mrdB//fic//feoC//fhuD//yneL//hofN//cas2//bioB//flgG//sbcC//ubiJ//mrdA//nagD//ptsI//pykA//yodD//yjiY//hemL//pspD//ssb//hsrA//tatA//bamA//gspI//yccS//rspB//ynjD//yhgF//rimI//lldD//rffH//cmoM//crfC//ybiV//glvB//srlR//purF//kefC//pheT//aer//dmlA//rmuC//ybgQ//pdeD//thiL//gnsB//uup//dnaK//tesB//speB//ispA//srlB//btuF//mraZ//ydiK//ydhQ//ykgF//cobB//fucA//rmf//dmlR//rseP//dinI//sdaA//ydaV//slmA//mutH//trxC//bolA//tnaA//yrfG//glgX//adhP//plsB//rbsR//dinQ//yjfF//yqcG//idnT//ebgA//metB//ilvD//yjhP//fimD//rnlB//yahK//mcbR//nrfE//atoC//gatY//tar//udk//putP//fadH//melR//cysH//yihT//mrdA//cusC//yagI//nagD//yggE//frsA//phoR//livM//proX//bluR//sapC//gltI//hypT//tolA//mntH//yhaM//yhdX//nupG//yfgJ//opgD//rffH//ssuB//exuT//sutR//gltP//lspA//ybjC//argD//yfdK//trmJ//topB//mdtJ//opgD//gcl//bioD2//tsgA//ileS//tdcF//ybhS//ybhR//ybfE//yjjW//sapC//lolE//dnaE//tatE//yhcN//yafE//yfaU//ackA//proW//yjbB//ypdB//eco//lipB//sodB//folP//cpoB//prpR//mdlB//proW//trpS//ygbM//yahI//ygiB//pphA//aidB//melA//lpxP//fliD//xanQ//yjbF//rnd//hisQ//ybhA//bcp//araH//ybiX//gshB//rhaA//fabA//argI//yfbU//pdxB//gpsA//rpnD//insI1//pdeF//rayT//tap//malE//potD//lgoT//yafS//mobA//murB//yjtD//asnC//topAI//thrL//rlmN//amiB//fetB//mobA//pyrF//recX//ybhG//rarD//mrcB//gyrA//deoA//ccmE//msrP//ynbB//waaF//yhbQ//ptrA//ettA//cmtB//cusB//yidR//ydfG//ldcC//aceB//yfbS//tauB//gmhB//flgA//recB//hisB//ribD//msrA//phoP//sgcC//clsB//yddG//topB//epmC//cysA//allC//nagZ//intZ//mrdB//sfmC//cobU//yhcH//elyC//recD//yghO//tyrR//sgbE//mazG//trpE//yjbE//yebK//leuA//sapD//dcp//thiH//atpA//nuoH//narL//dcuC//rdgC//cdgI//napF//cueO//ybhJ//agp//tatE//garL//qseB//rpsD//psuT//uspE//yciA//ygfI//smrA//znuC//ybhF//eutK//mcbR//envZ//fliT//artI//fcl//rsgA//tusA//idnK//yggE//crfC//nanR//tdcD//nrdD//yneE//cobU//waaY//frmA//arfA//ushA//potF//ibsD//hcaE//rplR//arcA//ompT//rcsA//mcrB//trmJ//yeaG//phnO//yohD//dmlA//murQ//yehD//atpD//cysB//bamC//tsaB//emrE//yiaM//potB//priC//tyrB//allD//sbcC//gltD//csgG//ddlA//opgG//thiP//tauB//cysC//mlaE//gadA//grpE//yraR//casC//hldE//recT//yhdZ//ycfS//phnN//srkA//pstA//mdtC//miaA//sthA//trkA//ddlA//puuC//btuF//rbsR//rpsN//cirA//agaD//cstA//alsA//yhjD//nuoF//lsrG//dsbA//uidR//metC//ygfI//sgrR//tadA//nfuA//skp//purC//elaA//higB//ybhI//fdnH//aceA//phnK//rplQ//sucC//atpA//nikC//recC//dtpA//proA//chiP//mtlR//manZ//lsrK//yphC//modC//borD//cobB//elaD//pitB//yqaB//rnhA//tcyP//araH//sfsB//hupB//waaF//paaK//rarD//rmuC//yhjV//eco//rlmD//folC//norW//ydaC//rhtA//trmI//cadA//murJ//dapF//mdtD//tap//arnD//kduI//rplN//chbR//bglA//rpsE//perR//eco//rpsG//waaF//narU//manX//upp//fadL//sbcD//ftsE//cheY//dctR//csgB//ypdA//creB//dgcE//alsB//ydjM//menF//fadA//mscM//asnC//recE//sixA//ibpA//cobU//argE//fadL//yhbY//lasT//yqcC//dnaK//dgcJ//bamE//srlD//ibsC//yidD//shoB//lgoR//yehW//hcp//mdtE//prpC//uspC//ilvA//rpiR//atpF//uxuB//flgI//rtcR//tamB//miaB//rsfS//fabG//yagE//rfe//leuO//yjeH//tcdA//dcuA//nagD//tsaD//purC//gatC//rlmB//creB//mak//mltA//cyoB//mutH//yihQ//acrZ//thiI//recT//leuS//lpxD//ddpA//fsr//ispH//lysO//cyoD//elaD//mdfA//ppiC//rpsE//ybdH//yieF//pstA//nrdR//pyrD//cynX//wzc//rutC//holC//aidB//rplB//dicB//stpA//mepS//smpB//glgX//yieL//fadD//yghB//dapF//dld//pdeH//glnA//lysA//focB//glnQ//ubiH//murI//pppA//ybiX//fdrA//ycjY//torY//bamE//hybC//pgaB//yihR//hycA//queE//tsr//eptC//fadH//gatB//ybhD//tdcD//mutY//ibsC//lsrD//ybdO//yeaK//dinD//entB//uxaC//galK//sgcE//sdaC//ssuB//rtcB//mdtL//fimB//glgP//srlD//cheY//cysC//tcdA//sucA//thrS//rbn//rplS//eptA//pdeD//tdcD//panB//entH//essD//arcB//ndh//hofN//gadE//ybdG//pstC//leuC//ftsP//rsmD//fsr//gltS//dgcN//ypdA//creB//yjjW//zipA//yiaO//cmk//sdaB//trkG//ratA//yehZ//rlmN//ynjD//abgA//dmlA//yjjQ//bioF//casD//ushA//gloA//yhdH//secF//xisR//uup//flgA//dgkA//trmD//gcd//yidD//flhD//rplM//fliD//cdh//yafO//ftsB//orn//rnhB//kdpD//eno//gluQ//rsmG//phr//yciH//minC//tcyP//hflK//panB//hybC//fadH//erfK//oppC//phnL//trmA//waaP//ompT//dicC//argB//miaA//slt//sdhB//rhaB//nadK//ycjR//rhaS//nrdB//glvB//hyi//hscA//fabH//cynX//pdeL//bamC//mgrB//artM//lepB//pphB//rfaG//sapB//ldrB//orn//rfbD//setC//ccmH//xylR//yifB//mltA//add//dkgB//opgD//tonB//rluB//prpB//cysU//dps//ydjJ//arsR//secD//apaH//yjhB//amiB//dhaL//yggF//emrY//tusE//flgF//menE//maa//rplB//msrC//galU//fadJ//aaeA//entB//fimG//ptrA//hemE//rffH//rhaS//fruA//elaD//yqiG//rpmC//mgsA//rclB//yibH//rluD//hfq//rpoE//citX//slt//recR//
GO_0044255_4	skp//moaD//purB//nadK//mtr//iscA//ygeX//atoB//tbpA//ybfA//hyaB//yggP//hcaB//rhaS//yddM//ybhF//aroH//sgcA//ligA//ybbN//yidR//uvrB//arnB//dinB//cysS//pstC//ulaA//solA//ligB//ibpB//yehA//asnA//fadE//mfd//tnaA//znuB//yceK//clpA//ydfH//ilvC//sdhA//alsK//rhaB//yhbO//cysK//yaaU//trmH//pppA//tynA//yafS//metH//iraD//metK//yjhI//recB//secE//opgG//trpL//puuE//mdtP//trpS//mgsA//ftsY//tufA//recO//ugpE//chbA//ftsI//sfmC//gsiB//lhr//araE//lpxD//ygbM//yfdS//yegD//ymfA//yeiE//tisB//rpsG//ompR//ubiG//mhpA//dcuC//yfgO//arcA//narW//sdaC//basS//yfbS//xdhB//mrdB//dauA//nikC//gcvP//rzpR//priB//rimK//acpP//bioD//prfB//lldR//ymfA//intQ//ais//treA//bioF//
GO_0044260_4	mzrA//lgt//pheA//nhaA//lplA//ybhS//mtr//yhdX//ccmA//accB//argK//eutD//ihfB//phnH//casE//intF//yejF//rfaD//rfaH//hchA//livH//polB//mnmG//proW//purR//secG//rbsB//sgcA//nrdF//argH//vsr//bioD2//nemA//lptC//arnE//malX//mdoD//rsmI//mgsA//narJ//pfkB//alsE//pdxY//ompG//ilvI//ribE//minC//alkA//rpoH//cdsA//cbeA//lpxM//sdhD//fumC//ydcR//chbG//basS//yiaA//yqgF//sgcE//bioF//yfdG//cca//fucI//flgJ//narK//nrdG//bacA//osmC//nrdI//mrdB//mscS//metB//rlmA//gatC//yjfF//mioC//dnaQ//ghrB//lrhA//ybjN//cpxR//fkpB//dgoT//yahF//fdnH//tsgA//pheS//gntK//ycaN//rtcB//sfmH//lacZ//yiaU//mdtQ//adhE//tpx//yidL//argH//mdtM//emrK//gshB//ygbM//gntT//queA//dcuC//infB//hokB//tehB//plsB//lpoA//yfeD//yciG//mdtM//kduD//yibA//dhaL//ldcC//lpoA//yddG//ftsP//hscC//kduI//patD//ycjP//mdoG//yobA//metN//mlaB//rseC//nfo//ybjC//cadC//hypA//gph//yehY//gabT//polB//mhpR//mltF//crl//insB-2//ydaV//rpmC//recG//rna//gabD//yidZ//eamA//recJ//dtpA//tauA//mdaB//yahI//sdaB//ydeP//narI//insI1//deoB//entH//sdhB//yjgX//hsdM//torI//wecB//sucB//yajR//nanR//recF//sapB//elfC//dcuC//ybaL//cynX//iscX//gspE//dcuS//fucI//aspS//hemA//secY//rutB//yadG//tcyJ//slt//alaS//yojI//fliS//phnO//yadG//rffM//ispG//ispB//ghxP//ompA//yidZ//fliZ//ydcZ//rimI//potH//paaD//adhE//rmf//truB//guaD//yeeO//yahN//ybhP//ynfH//alpA//dcyD//paaC//zitB//gatD//accA//putP//ldtB//ttdT//ompG//proB//mdoD//narZ//malY//ccmH//mscK//trmH//agaS//dps//ompC//yefM//trmD//yciG//pphB//parC//ygfA//serS//dbpA//zinT//lolE//blr//ugpA//tusA//rfaF//fadD//adhP//ydaN//ynbB//ilvL//rfbC//ilvI//waaB//glpB//dcp//appA//selU//ymgA//ttcA//yqaE//fucA//mutS//aceF//yhdJ//nadC//livH//fliS//ansA//sodC//bcsQ//sucC//insF-1//pyrH//yceO//ygcR//smrA//ampD//yhiM//setC//apt//yfcQ//degP//ascB//panZ//glcC//rplY//argO//btuE//appB//yciV//feaR//mtfA//ymfK//fetA//yoeB//ybiH//ibaG//mtnN//slt//gntT//mutY//secB//narZ//hsdR//yjfF//tcyJ//bssR//yfdC//glk//tyrA//prfC//groL//hsrA//dusC//dctR//rssA//yjaZ//ycgB//fucA//dacD//dnaT//entA//hha//gudP//gspI//mobA//ydjM//bluR//ispG//hisF//insK//mdtI//basR//rsgA//fre//yjaA//fecD//alr//sgcA//dacB//deoR//puuB//uhpC//ydcM//ftsH//map//dinQ//glnD//hisQ//kduD//yfiE//gabT//argK//hscC//gloC//insI-1//epmC//hscA//ais//frdB//yidK//uspC//ribE//ogt//dmsA//erpA//chpB//murB//asnC//proB//hemB//ghrB//rpnB//mqsR//mak//yhaC//cobC//rfaE//mrr//rplB//ilvM//lepA//rpoD//insE-1//ydaV//ppiD//ghxQ//opgD//ycdX//ais//rnhA//pepN//uacT//yneJ//oppA//bepA//pepD//cfa//paaE//pth//parC//nrfD//wzyE//gabD//ybjC//gcvA//yggX//srlE//menD//btuR//feaR//rpsR//yadN//hisI//rfaF//cusF//gor//ycfS//erfK//purD//torC//lgoT//glk//trpD//aceK//rsmF//ahr//ybdM//gloA//rimM//rfaB//tehB//clpS//malX//hyaD//livH//dxr//hybO//lipB//speD//argA//murP//yqiI//ubiC//miaA//yfjR//nimT//sgrR//gudX//thiD//yhjB//rodZ//ldrB//hdeB//glyA//ccmH//fimZ//rffM//rutA//dnaN//priC//gloA//csdA//intF//btuR//mnmA//eamB//sgbU//ybhI//uraA//dcm//yegD//speC//rpiR//ahpC//ydjH//rspB//yihW//dnaE//araH//phnL//cas1//ygaZ//glgP//nrfF//ymjB//dcuD//mdfA//nrfB//agaD//murQ//hemH//ybjD//nei//dnaC//ldrD//yehX//fryC//ydcR//rsgA//paaG//dgcF//intS//asnB//mrdB//cobT//rcnR//pgm//potC//yhfK//ftsX//frwC//ybcC//dtpB//yehT//yafC//yjjG//trpL//lpxH//ydeM//frlC//rbsD//proS//rluD//cueR//nei//pheS//ybiX//rseB//fdhF//rcsF//mazG//marR//lplA//manY//proC//livM//yggF//rfaQ//cynT//hisF//ydeI//kduD//yggD//dcuA//baeR//agaS//cysU//nrdA//vsr//tktB//dicA//dmlA//mscM//fdnG//cbrC//yjhG//ccmE//ybaL//araB//yghO//tsaD//queD//lipA//gpsA//glnS//yciH//thrA//rep//fsr//nanE//nanR//secF//yfgJ//hyfF//elaA//ybcQ//agaI//ahr//sufB//yjjV//prlF//sufA//basS//uvrC//gatA//ydhQ//uvrD//tauD//folC//yiiM//malG//pyrG//fsr//acpT//vsr//qseB//lipB//sfmA//iscR//rtcR//holB//murF//ygfX//fimA//hisQ//bluR//nrdH//nudB//mreC//minC//acnA//poxB//barA//fliA//uhpC//narY//ubiH//sodA//aroF//araE//cyaA//abgR//ltaE//xerD//agaV//araH//thiP//gatA//
GO_0044262_4	tatC//mutH//ynhG//panD//ppk//rstB//ydjE//rhaT//trpD//dtpD//yeiE//tolQ//otsB//yggP//ybiS//rnpA//afuB//hmp//yqcG//glvB//ybjI//ldcC//ybcJ//ribB//recB//rnhB//rbsD//sdaB//garD//mgsA//rsmJ//yedA//cirA//rutC//rsmI//pgrR//ilvM//srlE//bamA//gabT//ralR//entE//mppA//yhjG//dxs//potC//iraM//hisC//gcd//setB//deaD//tatA//rfaG//prpB//iraP//flhE//paaZ//dcp//rhaR//tqsA//fis//yraJ//cytR//lsrB//ssuA//mtlA//ydbK//bglB//gloB//hybO//dgcN//fucO//rplE//aroA//iscA//aroD//ybjX//mnaT//mlaE//speE//lpxD//ydiK//bglA//degQ//dmlA//rpsR//potA//eamA//araA//fadB//bioP//yahI//ispG//holC//hypF//rlmF//mocA//yccA//tsx//rho//pliG//nrdG//sdiA//cueO//murB//yeeL//ade//ydeT//waaB//pdhR//phnN//ybgI//rtcR//gltS//caiF//etp//prfC//purA//yhaV//ytfP//hcaD//pdeF//dnaE//upp//
GO_0044264_5	abgB//erfK//yidH//rpoE//gatA//malY//mepH//sufC//yejF//yafN//artJ//nusA//menB//map//amtB//rimL//tauD//chaA//wza//ldcA//waaQ//aldA//rluE//edd//lysA//dcuR//ygeW//ompC//hyaA//zraS//ccmF//preA//leuB//fdhE//cobS//cheA//evgS//rbfA//motA//sdaA//lexA//clpS//tatE//pbpC//leuA//tap//ygeW//narI//yiiD//pykF//glpB//cyoD//glpR//yhaO//crr//
GO_0044265_5	recQ//ydiF//lpcA//prfA//panZ//ptrA//mdtO//pgaB//dsdX//yehT//rstB//rluF//rpsI//ynjA//fic//uhpA//araF//epmA//fadD//cydD//rplY//pabA//ydjK//higA//btuE//yihU//rclA//ppx//yfaX//hybD//hyfR//artQ//atpD//rne//
GO_0044267_5	feoC//yjbB//ackA//ccmE//nikB//nudG//yhdW//hflK//dnaB//ybcL//mgtL//cedA//yjaZ//proA//gcvA//rodZ//wecA//topA//rpsE//elfC//rsuA//yhdJ//gstB//paaD//narV//ffh//birA//tyrR//mltF//rseC//rimL//trpA//oxyR//rcsD//araA//gph//rfbD//nuoI//fepB//lpxB//queD//rihA//tdk//pgaC//mrp//wzyE//agp//sixA//moeB//ydhC//gltB//recR//yfbS//hrsA//tig//leuC//malE//lolE//sodA//hemE//rzoD//adeD//dinD//ldcC//metI//sgcE//rpsD//yjjX//pyrB//fryA//yeeL//intF//secB//ttcA//lgt//yeiE//queG//yedA//coaE//cysD//rnlB//hcaC//hflX//mdtE//clpP//araE//cas2//thiG//garD//ygiS//yghG//psd//ugd//yieL//secY//uspB//ppiD//metC//ybaK//csiR//plaP//umuC//secD//wcaJ//fryA//sucC//yggD//dnaN//mutM//sufS//nusA//fliD//yeeA//mrr//yfaX//focA//glgB//lpxH//metN//adeD//recX//hofN//dsbB//ldcA//rimP//lit//cca//cysG//dtpB//uvrD//minD//panF//ftsB//metN//ycgR//yidK//dmsB//hypT//chaC//yafE//ftnA//adiA//ibsB//lsrC//afuB//rdgB//agp//ibpB//murJ//ybaO//fucP//bamB//yneE//galF//mhpR//flgB//cysE//mtnN//yqaA//mglB//sspA//tqsA//ydjL//ybcF//yicJ//mltC//ubiJ//purF//acrD//rsmA//hypE//amyA//sdaB//rarA//fmt//lpxD//lsrB//modA//yehD//mglB//lpxM//kdsA//dnaE//menD//hofQ//afuC//skp//gshA//ydfG//rihB//yidH//glyS//prpD//fucK//aroA//holD//ligB//dkgB//pepD//xseB//chbR//glpR//flhD//
GO_0044270_5	dadA//hdfR//ppsA//rcsB//serC//ygbM//uraA//tus//atoS//sucB//modC//truB//cysW//aqpZ//focA//srlD//mgrB//creC//recC//recA//ynbD//selD//adeP//fecD//pabA//bisC//ftp//insH-5//lpcA//hokB//eutR//glcB//gltS//bglB//ygiN//mtgA//gyrB//purF//murF//rplO//ccmG//rplR//clsC//murC//kgtP//csgA//queC//ycjW//yafC//yphB//araB//gadE//purD//fliZ//ygjK//fumC//mukB//ydcR//srlR//nanE//cusS//tnaB//kdpE//aas//rffM//yidH//gsiB//ppsR//folD//yadK//guaD//elfC//yidH//ghoT//mcbA//yaaU//speB//amiC//bluF//ycjR//rtcB//glnS//hypD//zipA//efeO//metI//aaeR//mrp//kduD//dfp//yojI//yhjA//ghoS//tnaB//mrp//ybhS//narG//ydcM//yciE//proW//malP//eptA//tcyJ//yebQ//pal//xanQ//nadE//rpiB//ftsW//
GO_0044271_5	mutT//adeQ//napF//nuoG//metB//murF//mltB//artJ//araC//rzpD//znuB//symE//betB//speG//thiH//pntB//lsrB//ttdT//torR//polB//rlmI//ynhF//yjiX//nuoG//ybiH//rayT//yhaV//rclC//recE//msrA//ycdX//mpaA//patZ//cysB//mtnN//nikC//rhaA//ychF//prfA//moeB//modC//yfeR//iraP//glpA//pppA//dpiA//citT//truB//aidB//galT//mdoD//minC//rseP//ymjB//ybhA//eutN//pnuC//motA//argF//tcyJ//ymgA//ptsN//yoaA//lptE//nrfF//yedL//lolD//stpA//frvA//wza//hybA//umuC//znuC//rsfS//yfhM//comR//agaW//flgC//yddL//rnlA//syd//fixC//pdeD//yraN//yihX//yfiR//cvpA//rpmC//alsB//lptG//nudG//sfsB//ymdB//yjhG//moeB//rplW//cysS//vsr//patA//pstB//dgoK//yidZ//gltP//artJ//lptA//rhaB//nupG//glmM//ydiP//puuD//yqiI//aroA//umuC//yjaZ//yeaG//rbsR//rfaG//hemE//secA//prfA//yqjI//sfmH//rarA//trxC//gltI//galF//hyaD//narZ//glmM//pgpC//lolD//panF//ccmD//sgbU//ydiV//glcA//ychF//truD//ybfA//tsaB//rusA//tdcD//modC//iscR//mdtA//mdtI//uxuA//arsR//yggF//mcrA//proV//add//cusS//mhpB//pspG//nimT//caiT//ybcL//birA//clpS//sstT//eptB//arsR//sbcB//nfuA//spoT//fepE//phnP//tmcA//rhoL//plsX//yeeY//corA//nuoE//ybaL//yeiE//narU//hypB//alsB//coaE//yfaX//yfcR//murD//ybiO//zupT//katG//lon//waaJ//yihO//vsr//rplQ//mrcA//hyfR//gyrA//glmM//pinR//folC//waaY//sgcA//cheB//deoA//argC//rcsB//hybB//mnmG//adiA//hxpA//guaA//mdtC//pta//yciA//plsB//bamE//ulaA//elfD//maoP//dnaK//tynA//fryB//pstC//radA//rpsN//hldE//btuC//kdsC//gntK//zur//ycaO//yggX//ribC//pntA//cspA//insI3//yihR//thiH//xisE//thrS//potF//rpsP//puuD//queE//fabI//avtA//chbF//cheZ//yjfF//narH//rutD//guaC//yjhI//allC//arnA//zupT//purN//motA//yqiJ//ariR//cyoE//gabT//gntU//yqgB//bcsA//csgD//yaiW//hypC//hemH//yfjV//alsB//cheW//mltA//gcvH//arfB//hypC//yohC//ytfP//aroA//ssuC//ssuE//qorA//yjjB//kdpC//ydiF//pheT//fixB//etp//xanP//cysD//malG//narI//hybD//nagK//dnaQ//rlmD//radA//xseB//selD//feaB//ybhS//phoU//elaB//lhr//radD//fetA//dgoK//lsrK//tnaC//ydjE//deoC//nuoI//yhjG//yphC//bipA//uidR//rpsJ//fimE//iscX//araE//ubiJ//hybA//fabG//yhjX//mdtD//yfdK//yjfF//tcyN//nhaA//pitB//narV//tsaD//purB//rfaC//galK//cyoD//fliM//yqcG//rusA//sfmH//acpH//uvrA//yejB//thiL//ygfZ//uspG//dsdA//cyaA//pgaA//rutA//yjiY//rmf//hofM//tatA//pnuC//hycI//hyfC//hemH//paaG//fadI//nuoN//zraS//trmB//atpB//bglH//bepA//yqeF//fucO//yihP//aroK//serC//yijO//atpC//yhiM//hypE//yhjC//cbrC//mnmC//nrdF//ftsK//ispG//nth//chbG//frdA//cmoM//roxA//pldB//sucC//ugpA//ampG//ompL//nrdI//ogrK//mntH//rluC//satP//glyS//murG//sspB//sgcR//uof//mrp//yfgJ//yrbG//diaA//ycdX//ygiS//tig//gmd//yibF//pspC//argS//frlA//yigL//recJ//ypdI//dsdA//gntT//pcm//ccmE//aceA//glpK//
GO_0044272_5	queA//sohB//fdhE//yfaV//sapA//ibpB//mhpB//tnaB//cysS//lptD//pepT//ymdB//speF//nanT//narX//ydcR//malI//yfgI//folX//rpmE//fabZ//miaA//rnt//rbsA//exbD//pdeK//rnhA//secF//gapC//rimM//cas2//osmE//bglX//rmf//rpoD//ygiV//degS//pgpB//ydfD//glnA//plaP//cydB//nanE//nagA//
GO_0044273_5	map//nudF//ftsP//fliS//kbaY//acpS//maoP//yeaE//yjcO//purB//marA//tdcR//fucI//sthA//hemE//ybaQ//
GO_0044275_5	lamB//dapF//nuoE//nhaA//lysP//yehD//dedD//sapA//pflB//yciH//hisA//tsx//mobA//lsrB//gstB//ansB//rlmJ//araE//lpcA//fsr//sfmH//mnmC//dacC//bssS//rpiB//ilvL//dgcJ//phnJ//ilvC//alr//arcA//ybdH//cheW//mscS//ampE//prkB//ftsN//waaO//srlB//trpA//hscB//
