#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	wzc//intF//eutK//tamB//
GO_0033554_4	hisS//rfaD//yihT//sufD//cydD//lysR//fhuF//glgB//yqiG//tus//secA//tdcD//yfcF//rfaB//alaE//fruA//msrP//mdoD//kdsD//pyrL//entB//ytfE//osmE//hyaD//malX//secM//proV//lrhA//clsC//flhC//yfdK//arfA//csgG//yiaA//ompF//gph//trxA//rpsE//yfiR//rzoR//yodD//fabG//clsB//helD//ycjQ//ynhG//bamC//pspC//bioD2//ybjG//fdoG//waaL//rssA//yddA//hybE//ddpX//glpB//purL//osmE//ybdR//sseA//yajR//atpF//thiH//pdxY//zntR//elaA//fic//yojI//yqeA//mhpR//potE//tonB//flgA//fabI//fimH//uidR//yggW//pstC//yiaB//uhpB//ytfT//cueO//uxuA//purB//fdrA//fumA//lnt//avtA//ykfM//acnA//yjhC//yfdR//yobA//fepE//mcrB//narQ//nirB//dsdC//argK//waaQ//yieH//ldtE//ycjU//mgsA//ycaN//gadA//rutE//ccmH//emrY//fpr//bluR//rpsL//hprR//yggT//mdoD//carB//mtn//glpC//phnG//fdhE//yjeI//rsmG//hypD//cspA//cynS//xdhB//lepB//msrQ//xseB//ftsA//ftsK//hybE//rnr//fadK//mnmG//mntR//casC//rpsS//yabI//iscX//tdcC//ybiV//lolD//pyrL//gltL//pdxH//pinE//rpoS//thiQ//rluA//entF//accC//ykfM//cysD//nirC//tehB//rbsC//chaA//ibsD//nth//fhuB//hslO//glnQ//ydcP//fhuF//plsC//cynX//tatD//yhjR//cca//glgB//rfbX//yhdW//glpA//ybcF//cmoM//hokB//nrfE//yhcF//gltI//entS//rfaH//selD//cpoB//iscA//fucK//rpsK//dgcT//yjjG//dapF//yfcR//murA//ssuC//codA//elfG//nimR//rnhA//ycdX//ulaB//murQ//selB//rpoH//yohD//yraK//mngA//serB//yafO//yciE//crfC//mazF//iaaA//umpG//gmk//lpxC//lgt//ptsG//tabA//metI//ivbL//cutC//fecC//citG//tusD//baeS//rpoD//rclB//pdeH//eutK//alsE//cysZ//glgA//cysB//exuT//cstA//ypdC//ybhF//pyrH//ispF//secB//ypjD//sodB//cas2//rpiB//ghoS//yihL//holD//thiD//xylG//tldD//insB-2//murC//recB//fhlA//potI//citX//gph//yhjX//ulaC//glsA2//pgpA//yieE//lyxK//ulaR//corA//yidQ//speE//fimZ//fadI//dgcT//ygeV//malP//puuE//ibsA//rfaF//bioC//decR//tehA//cusF//curA//perR//xapR//dicA//yccX//kdsA//aldA//rluB//argE//ilvI//mutS//flgD//proA//ygiS//apt//rpsK//fdhF//wzyE//upp//bcp//yneL//fdrA//yhdH//fliT//fkpB//malI//ulaD//atpD//yfgJ//recQ//afuC//uvrC//dnaJ//rihC//yhdH//tcyL//dadA//zupT//cmk//cbrC//fabB//appA//rutF//ihfB//glnQ//
GO_0033559_6	agaW//
GO_0033567_6	ynfK//
GO_0033585_7	glgS//proB//
GO_0033609_8	cysM//
GO_0033611_8	yeeJ//
GO_0033674_7	lsrR//
GO_0033683_7	mdh//
GO_0033692_6	proW//mdtM//yphB//trkA//cusS//fetA//galE//decR//yfbS//crfC//btuR//trpD//amiA//lacY//yahF//hemF//ileS//ybjL//yedL//queA//modB//rutR//srlB//gcvP//etk//ypdA//lacZ//aceK//yfeR//dacD//hisP//yfdC//purC//ytfR//ada//erpA//phnP//elfD//moaD//thiL//bamC//hybD//rfe//bepA//pckA//speC//gudX//
GO_0033865_6	fepD//fdnG//serA//ompG//yfhH//moeB//hofC//
GO_0033866_7	pykF//flgH//ycbB//kdpC//
GO_0033875_7	ymfK//xapR//lpoB//narJ//tolR//osmC//pckA//
GO_0034030_8	bglH//dinB//dcyD//iscA//
GO_0034032_6	yfeX//cyoB//ydaC//hemE//mnmA//glpT//ybdR//
GO_0034033_7	brnQ//arnB//yciF//yehD//
GO_0034035_7	dnaN//entH//flgC//
GO_0034059_4	zntR//hemB//
GO_0034192_7	hslV//abgT//cspC//
GO_0034193_7	intE//
GO_0034194_8	bioF//tdk//hemF//
GO_0034195_8	yadN//
GO_0034198_6	ddpX//ligB//ulaE//
GO_0034203_6	allC//
GO_0034204_5	wcaB//uxaC//
GO_0034213_6	nikR//
GO_0034214_7	ybaK//truD//folE//yadK//
GO_0034219_6	ybaK//ldhA//tdcG//yehW//ynfF//bcsQ//opgE//dinQ//hisB//secY//manY//gmhB//cspE//rluA//otsA//yphF//dsdX//erpA//chpB//pgpB//ybiA//dinD//yiaA//betB//trxC//ravA//yceK//ytfQ//yciA//rutF//nepI//tmk//ydeE//potI//mgtL//dsbC//murP//mhpT//ssb//degQ//uspG//osmY//smpB//tauC//paaH//trxA//xanQ//recG//obgE//leuC//hyfF//rplQ//lsrR//eptA//norR//ybjX//nrfF//scpB//rsmG//cheY//ccmD//rayT//ampD//mlc//ilvH//hypF//ada//ytfP//dsbB//ahr//acrR//gshA//qseC//dppB//rlmM//ytfQ//allC//csdA//envY//dacD//lgoD//phoP//araF//ugd//pth//modC//yqaB//glgC//yaaJ//adiC//csiR//rpsP//cbrC//ybaE//
GO_0034220_6	mrp//thiD//dauA//csdE//ldtE//rplB//ribB//intS//trpL//mdtM//rpoS//cadC//emrE//idnO//csgB//yadC//narI//speC//ppk//csiD//btuC//ygcO//dut//alaC//nirD//nuoB//ascB//trxC//rarD//hyaB//mdoD//ybfE//ccmE//deaD//malS//cyoC//ribA//yqaE//rfaQ//ypdC//dld//nrdI//cyoC//yidD//pgaB//yqiH//gabT//gloC//deoA//ldcC//yfgO//yphF//yfiR//pspF//aroL//aroB//cytR//paaZ//frdB//nuoF//yohD//yedA//gpr//hicA//ackA//rhoL//purB//rcsD//nimT//wzzE//ispU//ibpA//csgA//narJ//aroA//bioA//tsaB//cmoM//rpnB//fpr//folD//ypdF//pbpG//yddM//crp//ymgF//sdaA//yjhH//wcaJ//aspC//hycA//glnA//sgcB//gpr//ygaH//kdpF//insI1//ugpA//trmA//thrC//ortT//lplT//recX//accA//ybiS//cpdA//torD//dgkA//yifB//patZ//marR//fhuF//dhaM//umpH//gpr//ftnB//lipA//yfiC//minE//crr//ftp//tmk//trmB//ybiJ//ygcR//ybdG//rfbB//envY//rplP//caiD//ybiI//yeiE//dgcT//kdpF//aroE//rep//rplW//yeeO//pstC//gdhA//tauC//glpC//ydcO//ribF//decR//ycfS//pyrB//yjiQ//yiaU//fabA//cas3//ftnA//yohD//yibH//mdtF//csiD//citG//cmtB//ydfG//erpA//yjgX//mutS//rpsR//nuoE//recJ//hypA//yrbG//yegT//dbpA//murP//lysR//chaC//clpX//cyoD//ygjH//
GO_0034224_6	hiuH//ybjL//
GO_0034227_8	yacG//glgX//recA//gfcE//narJ//mrcB//ygiN//atpA//
GO_0034248_6	ftsP//ugd//bioD1//leuC//rpmA//yjcE//gpr//paoC//cspA//abgA//ynfE//norR//yehU//dadA//trpA//opgG//garL//yidR//mlaF//yebQ//cydA//topAI//fadJ//garR//nimR//ybbY//csgE//zur//bcsQ//lsrD//yfeR//rsmA//potE//ymgF//elaB//rplQ//arsC//yeaV//adk//xanQ//umpH//
GO_0034249_7	frsA//phoU//yciF//topB//tig//garL//yjtD//yagE//intQ//cmk//alsB//paaB//abgA//tpiA//potB//speA//hofP//aspC//entB//hofN//recN//ydcS//gltK//tsf//ccmA//
GO_0034250_7	ppsA//abgT//tolB//yciH//guaD//xisE//yabI//
GO_0034258_8	yfaL//
GO_0034260_5	yhjB//
GO_0034285_6	adeD//
GO_0034286_7	rlmL//
GO_0034288_6	xapA//
GO_0034289_7	rlmC//
GO_0034308_5	hdfR//bioP//pdhR//yheT//gltS//wecE//dapD//ebgR//yehY//dld//pepA//
GO_0034309_6	psuT//sucB//tsr//
GO_0034310_6	yafO//mhpB//sfsB//mug//malK//fliS//
GO_0034311_6	appA//fadR//asr//
GO_0034312_7	ygeX//argR//
GO_0034313_7	efp//
GO_0034337_3	btuF//lsrB//
GO_0034355_7	nei//trmJ//kdgK//uspE//
GO_0034401_5	allC//
GO_0034404_5	rplL//epmA//rfbX//pcm//nikA//cysA//ydhK//uacT//feoC//prfC//btuD//asnC//ybbN//wzyE//maoP//hybF//polB//hflD//gntK//hicB//entD//rpsG//cbrA//tdk//bglB//ychF//crl//epmC//ptsG//acrD//cspB//tauC//mazG//cysH//gpt//yqaB//birA//csgD//yjtD//recR//pgaC//pal//thrA//secA//dkgA//tsx//yjcE//gspF//yehY//insH-5//
GO_0034414_9	uraA//
GO_0034421_8	sgbE//
GO_0034440_4	yhaJ//oppD//yfcA//serA//oppC//hslR//galE//pgrR//rnhA//alkB//rapZ//nlpD//hldE//abgA//sfmC//prpR//paaF//mcrA//hcp//yqiJ//
GO_0034470_8	prc//bglB//oppB//kdpB//ybiS//yabI//yhhY//holA//pflA//lolC//fieF//pdxH//lolC//cydA//yieL//narP//fpr//dmsC//murJ//dgoA//dsdA//rutA//yhaM//fryA//pspG//yheT//torS//mhpD//yraN//ycbU//rnt//metK//gsiB//relA//glxK//rluF//pheP//alaE//mutT//dtpC//glcE//fabR//ynjD//rplX//kduI//phoQ//yfdC//elaB//ybjC//tldD//phoB//mutY//ampE//yobA//torC//ulaA//uidR//rpsE//clsC//allD//dxr//lrp//tolB//nanT//entD//gshA//aslB//yehT//uxuR//dhaL//rluC//cedA//ibsD//ybdZ//araG//holB//allC//yqgB//trmA//phnC//holC//queG//rsmH//add//bluF//fruA//yahF//folP//mtlA//ompR//ruvA//zraR//bdcA//rbsB//
GO_0034471_9	tpx//pgrR//uspF//topAI//
GO_0034552_7	dcuR//
GO_0034599_5	htpG//cysB//sapC//ubiE//uvrA//yagE//yjbG//rhtA//mobA//yibT//murA//leuC//hxpB//gatB//dfp//dppA//xylF//kbp//pphB//ydaN//seqA//dinB//iscR//
GO_0034605_5	lon//lgoR//pstA//lacY//paaH//fruK//lpcA//prfA//edd//
GO_0034613_5	dctA//yihL//rpsQ//sodB//secD//ygeA//spoT//ampE//yidK//tufB//entF//waaJ//prpR//manA//pabA//zntR//yciT//
GO_0034614_6	glcB//garD//rnlA//kduD//menH//insH-6//yqiH//rsmH//fucA//ftsH//ycgB//bamA//hcaD//
GO_0034620_6	hybD//gpt//hyfF//yfhH//
GO_0034622_6	lsrD//thiG//csdA//katG//ykfM//ynfE//yqeG//yadC//torY//tdcF//bisC//frmR//galS//glpK//yiaJ//nfuA//glsA1//lptF//atoB//hypD//yjbF//flgI//araH//sdaB//katE//moeA//mdtQ//flhD//parE//parC//bdm//mcrB//prs//dgcN//ubiA//cspE//gapC//yoaA//yijE//frlB//appY//
GO_0034627_10	trxA//yaiV//yqcG//mhpA//allR//
GO_0034628_9	astB//narI//bfr//yiaN//ghoS//
GO_0034635_6	yegD//tdcR//rusA//hybD//dgcT//bioD//
GO_0034637_5	arcA//nuoE//afuB//glnB//sdhD//cobC//sfsB//pphA//ycbX//ptsG//yccA//gppA//entS//yieH//ampG//ppsA//ybiS//dppC//yigL//yaaU//rpmJ//hcp//lgoD//mscL//ppiA//yhaO//glgS//nagA//dacB//hisM//fimC//roxA//phnJ//gntR//fdoI//lgt//putP//trmA//hypD//emrY//sfmH//tamA//malE//fadK//nupG//hisI//rpsE//nei//ubiB//sseA//
GO_0034641_4	yedF//fruA//artM//dmsB//aspS//rseP//rpmA//oxc//yfdK//pgpC//tktA//hcaC//hlyE//rarD//htrE//ydhC//acrB//gntR//aas//nagZ//yfiF//dmsB//araA//gadW//rhtA//dgcN//feaB//minE//paaX//phnP//aspC//asr//bglJ//accC//ypjD//rbsR//pgrR//trmO//hofN//gph//livH//ybjX//pyrD//gltX//manA//mrcA//eutB//norV//cheZ//yejA//yfeD//adhP//yfgJ//ptsI//aroD//mrp//cysE//gadX//lyxK//cynX//lsrD//yacG//pyrG//rlmN//carB//proC//nupX//aceB//ycjD//mipA//chbB//atoB//otsB//dsbA//ybbW//aqpZ//ptrA//tqsA//psd//fimE//creB//eamA//tig//arnB//holA//mobA//waaF//ompN//entH//trpL//cheW//trpR//pdxH//narY//livM//yjiX//sodA//eamB//tar//narX//secM//glpF//dps//gabT//hchA//leuS//nupC//mdlB//secG//dps//fecC//mqsA//bdcR//panD//ibpB//rpsJ//proW//glnB//serB//ribF//ymfA//dcyD//ynhF//hemF//dosP//yadV//adk//mppA//yqgF//xdhB//paaA//insI4//ybbW//adeP//hypD//fecA//sufB//rmuC//rzpD//kdpA//lptA//cyoB//cpxR//tehB//gcvT//iscR//aceB//clpP//yaiV//sdhC//tnaA//ulaR//coaA//nrfC//yhiM//rapA//glk//bssR//cadC//rnlB//argP//tolR//dnaA//hokB//ynhF//apt//rusA//arsC//pntA//nuoI//rlmB//focA//hycI//dam//glxK//xseB//yehA//modB//panB//cysK//cysA//rluC//aceK//glrK//yieK//betA//dnaK//sucC//tolC//nrfG//rpsA//slmA//rhaA//iap//xthA//entC//yeeJ//ghoT//rpnD//yhhZ//sgbU//araA//gutQ//rffG//kdpB//lptC//rlmG//lpxH//nadB//narH//csgB//rsmG//fruB//rpsS//pdxH//aer//eamB//ompN//rffH//garP//insK//yafC//yjbH//feoB//ybdO//hybE//mqsA//cysP//phr//uspC//atpB//ygfZ//hemA//galP//mtr//rpiR//ttdR//comR//yihO//gutM//narK//nrdF//ribD//frlR//hslJ//yfcA//panD//fimH//ygaV//chaC//ispF//exoX//tbpA//ygcO//pck//ptsG//arcA//dppF//corA//rutC//copA//ydbK//malS//rnlB//tamA//rssB//phnJ//cbtA//ssuA//infB//tsx//tsx//hcaD//yfiE//dinB//hscA//dcp//uvrD//efeO//hsrA//setA//cdgI//yeiL//ahpC//sufB//xisR//mdtL//ynjA//csdE//cof//rdgC//lon//smpB//narI//lgoT//dsdX//hslO//pyrD//nrfE//ydcT//dnaB//rcsB//mltF//yqjI//roxA//umuD//priA//uspE//acnB//rpsH//entA//waaF//aas//cobB//bcsQ//rbsR//rph//rseB//blc//rplK//ushA//cdd//metK//yedA//ldtA//recJ//rplO//tadA//citE//def//hexR//acpH//decR//gltB//hypD//moaD//hupA//fes//glcA//lpp//lnt//rlmD//nuoF//xseA//rffC//murE//sseA//dkgB//yeaE//yieF//bluF//lldR//mdtP//cueO//pdeL//ybgQ//ruvC//skp//ftsQ//ymjB//fhuC//hipA//yafE//trmA//acnB//luxS//purC//yjaA//rcsD//fryB//appB//mtn//lacI//yicJ//flhC//mrdB//ariR//frlA//recN//thiD//hexR//insA-1//pspA//sppA//ihfB//potH//hyfF//atpE//asmA//entA//cmoB//aqpZ//dtpA//topA//yhjG//lpxK//pgk//eutR//menF//ykfM//lysA//uspE//pyrF//ybeF//bglX//tisB//maa//tnaA//dnaQ//fimI//flgD//ynhF//gadX//ydiQ//plsX//srlA//wecC//rpsR//mltB//dhaM//wcaB//lysR//ubiF//exbD//nrfC//kdpD//rplP//allS//yhjA//ymfK//gntT//cpdB//fkpB//mgtA//sdaC//bluF//yqcG//nth//yagE//yadV//nuoN//phoB//hisB//spy//rbsD//amiD//yfcP//rssB//ybcC//csgA//wrbA//nikR//hicB//ygeA//frmB//yhjA//csgD//gsiB//yqeF//rbsD//aldB//hmp//yhaC//kduI//nagD//tas//agaS//crp//yjiX//tsx//ulaA//rnc//grcA//atpA//amyA//atpF//exbD//ybbY//hprR//ibaG//sdhA//yhdH//coaA//glnQ//yhaM//msrQ//ybjX//fepA//rplE//yjjI//fepG//leuE//relB//cstA//pgm//ispU//alsC//marA//trpB//prpB//pgk//ccmD//yfbU//ldcC//abpA//atpB//ybhP//lpxK//thiD//yafS//ada//trkH//rsmD//tnaC//wzzE//araH//kefC//fhlA//ybcJ//tolQ//ispB//corA//rsmB//srlR//mngR//helD//tyrS//rffT//allB//yghB//napF//ygjR//lplA//mnmG//glxK//cynX//gpmM//cspG//speE//murI//ynaE//pflA//aphA//hslV//ydeP//argT//rplI//lysR//speC//cmtB//kdgK//ahr//uhpC//yehW//ycgV//yjbG//dppC//rimL//paaF//yiaT//cvpA//rhtB//pnp//sgcB//holC//oppC//gatY//pgm//ddlA//trmD//dosP//chaC//ampG//basS//exuR//clpP//glsB//malI//rpnB//degP//chaC//glcA//dnaQ//degP//rtcR//ldtC//kefG//sodA//hdeD//yihL//dmsB//yjaZ//ybiT//nirD//ompF//nikE//poxB//srkA//dinQ//trkG//folE//yjcE//rfaF//hpf//btuE//glcE//glpA//leuC//yaaY//dsbG//mhpR//hscC//plsB//pgaC//dapA//fhuF//rpsR//uup//rpoH//bioD2//yccX//ybhG//nhaA//citG//pstS//tpx//pphB//dgoR//umuC//fadK//melR//yjiY//ompN//trpB//melR//yfiE//dmlR//glxK//yfaU//nrfF//sdhA//msbA//srlB//ybjI//rutC//tdcC//yedX//hchA//alsC//atoS//yeaD//nrdG//yfaL//yeiL//ppk//lolB//syd//glcE//trkG//rpmJ//yjcO//paaK//yfdR//galU//yieE//ybbW//mdtG//ydjK//yebS//nadB//bcp//dmlA//proQ//mcrB//rfaF//acpT//alaS//hpf//ppc//napF//pgm//gspI//cydD//mdoG//dut//galK//yieK//grxD//fadM//nuoE//hemB//kilR//ispF//yfeX//fmt//ypdI//rpoE//ssuB//glgA//hisM//mreB//modA//yhaC//pepD//cysG//dkgA//speD//pdxY//hlyE//tatE//potD//hypT//fimZ//hisG//cheW//cysB//kefF//gspF//tsgA//ptsI//rayT//metE//mntS//pphA//eco//ibsE//trpD//ygfA//ydeM//ynhF//ibsA//sthA//lpxT//era//tamA//narL//metF//ldrD//exbD//sseA//rihB//hcaC//acpP//lldR//wzc//yceO//tag//nirD//folA//acrB//rpe//ilvN//ynfL//htrE//mdtE//sfmH//glnL//mgtA//pstB//cbtA//hofC//yfhH//yqjH//gmd//yadM//pldB//allD//ytfR//nac//grxD//tdcR//fixB//fixC//insI3//pheM//galM//ygeW//hisQ//fimE//glcC//yjhC//fucA//cydA//panB//atpE//hslO//yqaE//hypE//adiC//trpE//kduI//yqeG//tamA//ycjP//galM//cysZ//yeeL//nepI//aceB//fkpA//queD//dapA//gpr//serB//ulaR//ybhI//pykF//tsaB//opgG//melA//trmO//fadJ//scpC//insI-2//yadK//
GO_0034644_7	leuC//yqcG//
GO_0034645_5	yidL//valS//gstB//thrA//sgbE//trmJ//rplM//sgcA//apaH//ribD//pstS//gltP//fetB//prpR//galU//tamB//hicB//infB//pabB//sgrT//argG//alsB//eutK//yebZ//mrcB//pgaC//bioF//livM//ulaB//dapD//focA//hupB//fadM//yfdK//bacA//xanQ//dnaX//yihL//nrdA//kdpE//arnE//ynjD//cyoD//pliG//hemF//uidC//yhjB//galU//flhE//ydaN//hofM//rhlB//ccmG//rbn//sdaB//fabH//groL//ridA//sfmA//bamA//eutN//recT//cysS//cnu//lpxC//ykfM//rluE//pckA//yagJ//ycjQ//minD//yagG//cysW//allR//yicJ//cspB//frdC//btuB//paaE//yqaA//dpiB//ybjD//glrK//gltB//pdeK//intQ//hha//radD//ygaZ//sucB//mipA//ivbL//yhaM//btuR//phnG//pgaC//fliA//folX//rph//yhjV//kefF//cnu//glgS//yidC//caiB//xdhB//prpB//rihB//ygjK//lolC//tyrA//cusC//pntB//clsC//yehP//pdxB//nepI//ydfG//yeaV//gyrA//gsiB//sstT//umpG//mrdB//dppA//coaA//hypE//lptE//acpT//tdcA//acrZ//rpsJ//sapF//ycjP//yjhH//coaA//rspB//nanR//btuB//trpS//gabP//entA//yejB//yggX//plsB//yadM//cysI//nirC//lpoB//hybF//elfD//copA//sspB//prpC//yidL//frlR//ydfG//malP//fdoI//yciK//ftnB//yqhD//csgG//aroD//ligA//murQ//ydaC//erfK//gatD//minE//prmC//ybfE//ackA//rnt//decR//intQ//yceD//zntA//ortT//lapA//potC//yjiY//insB-2//sdaB//hda//satP//ispH//lolA//mpaA//nanE//yebS//ypjD//mraY//ghoS//kdsB//skp//intE//efeO//ilvE//gatB//uvrA//arnD//mepA//ftsB//ygfX//hyfA//aspA//appC//yaaJ//caiD//rplY//ydiQ//yahD//ybaO//yjaZ//rplS//opgH//prfC//acs//adk//mocA//asmA//phoP//tmcA//sodC//ogrK//ydjM//dut//sgcB//pdeR//yehZ//glgC//ftnA//pth//glpG//cpdB//rodZ//yjaA//sgcR//ompN//ruvC//yhgH//flgC//ecpR//rlmG//cueO//ribF//dapD//trpE//trg//mcrB//ygjK//mlaC//glk//ugpB//mutS//appC//dppA//insA-1//yjjW//yfcP//cpdB//truB//ahpC//ybjG//hdeB//speE//zapC//entB//dapF//ybjG//pdxB//kdgR//gsiC//crcB//wcaB//pspF//pgpA//hns//ycjY//hycA//queA//tktB//ybcJ//tyrA//mhpD//nrdE//bglB//ptsN//nanE//menE//sdhB//ybgQ//trpE//glgA//uup//deoD//yhjG//sdhC//perR//epmB//mlaB//frsA//wecB//
GO_0034654_5	paaA//ydjM//ompT//gadB//gltD//oxyR//yhcN//artP//lsrD//zraS//kdgK//ilvB//udk//ssuD//mltA//rplY//rlmI//kefF//paoC//ygbN//mntH//viaA//murA//ydcP//lpxC//cspI//dgkA//elfC//rstB//lpxD//cobU//fcl//lamB//torA//yoaB//asmA//hypC//rlmH//mlaC//nirB//rpmH//dgkA//yiiE//yfdR//csdE//rusA//insI3//lptC//acnB//macA//pal//appC//ybaE//dgcT//tesB//bioD//rluA//kduD//fdhD//hprR//galM//barA//araD//clcB//uxuB//lolD//bcr//paaG//rhaB//yceO//hcaT//ratA//xerD//ung//glpK//gpr//oxc//dinQ//gcvR//yjiX//basR//deaD//yejB//waaL//ynfL//ydcM//gltI//yijE//galP//hcaE//rapZ//glnQ//ybiJ//yneL//codA//ghrB//citT//hrpA//sdiA//exbD//ptrA//lolE//mnmA//zapD//nrdB//cusS//yjfP//ddpX//yebS//ycbU//srmB//aceA//mgsA//gloB//flgA//edd//uraA//dppB//rpsT//mcrB//hscB//mdtQ//hypA//trkA//nudB//trmI//glsB//narH//deoA//zwf//ybjC//pdxB//yhbO//ubiE//pntA//metR//adiA//flgK//sfmA//yfbU//yeaV//hslJ//yiaB//ompL//rplE//cptB//efp//ldcC//puuE//entD//ybaT//dedD//hupB//rutD//gcd//ymfK//yfcA//rsmD//yqgF//cvrA//glcB//rimM//tsgA//priC//yhaC//cysN//tdcA//cnu//pepT//yegV//rfaG//gltX//argE//xerC//arnA//nfi//cpxP//groS//narX//flgF//yejB//yeiL//rpoA//cpoB//yfgO//pyrF//ldtE//yhbO//acrB//tnaC//zipA//recF//rlmI//ybgI//metF//sgbH//moaC//dgoR//wzb//ynaI//flgJ//nuoN//ygfX//amiD//wzyE//ascF//hybF//pcm//sseA//ybhA//yfgI//carB//ydgA//hns//yciK//oppC//tolB//rplN//glmS//yqhD//epmC//ykgM//paaC//bglF//purN//aroA//kdgK//dnaQ//yraJ//ubiC//gatY//secD//cysC//ybfE//ygeA//gshA//ybiO//cyaY//yjhI//cutA//yhgF//rlmD//mak//efeO//phoQ//fucK//ypdF//panZ//leuD//yiaL//cedA//pstC//ugpC//cmtB//melA//hisC//helD//yihV//nfsB//
GO_0034655_5	rhtB//hha//pepD//abgB//glrR//recT//sgcA//fabH//baeR//livJ//waaL//preA//tusA//sufA//cheY//potG//lsrC//ulaF//insB-2//ynbC//ddlA//patD//rssA//pbpC//cysH//rlpA//ppiC//mtfA//ttdB//ftsB//tusA//fdnG//fimE//pgl//lipA//tpiA//rutA//gudD//gsiA//djlC//gstA//secB//ebgR//csgD//phnH//shoB//fliK//nanT//mlaF//btuF//oppD//fadH//ilvB//fmt//rhaR//csgG//alsA//nadA//rcsB//fryC//kefG//tgt//rbn//yqjI//lepA//yciV//yidZ//dapA//wecA//dauA//cysP//yceD//secY//
GO_0034656_5	lldD//yigB//yggF//yfeO//flgI//yhfS//rapA//mhpD//alsA//kdgR//nanA//cutC//frvB//
GO_0034660_7	nei//rplQ//ydaC//hyaB//mutL//trxA//moaA//pcnB//selA//yibH//fecB//gcvA//thiI//poxB//yrfG//putP//panF//proB//phnJ//amiC//aidB//xylE//rplD//obgE//emrE//recD//fecA//nmpC//insA-2//metF//secA//ydfK//ligB//nimR//recN//kdpC//uspB//yjbG//rsmA//ybiO//nagB//nikC//pntA//thiH//allB//ycjU//lspA//ydfH//rpoH//agaI//entS//chbB//hemH//nuoH//plsC//yciG//yebQ//malS//eutD//yajL//mog//ribC//fabI//bacA//yoaB//arnA//hypC//purU//ybdR//rlmL//iscX//ldtA//pspG//rrrD//ttdR//fimF//ygjH//yeaK//mcrB//adeP//carA//metF//metQ//puuP//yiaB//alpA//umpH//selD//cobT//acnB//galS//entE//npr//mutS//lit//ampG//ynbB//perR//sxy//gcvP//rlmL//perR//nadE//eptB//rpnA//lysS//aroG//glrR//nagD//ttdR//ttdR//ubiX//fliL//fepA//hisC//malG//hupB//ybjC//rarD//ldtB//blc//secF//
GO_0034661_7	rpsG//cysP//ybcL//caiF//
GO_0034755_9	entB//mqsR//pgaC//phoP//
GO_0034762_6	rcsA//srlD//pgi//cmtA//ypdI//acrR//uspE//ycbB//
GO_0034763_6	cbtA//nikC//
GO_0034764_6	gltB//lsrA//
GO_0034765_7	cspI//yahN//frvB//gloC//mscK//selD//xylH//
GO_0034766_7	afuC//
GO_0034767_7	fieF//copA//
GO_0034775_7	dinJ//ghxP//ybhP//pyrE//matP//
GO_0034983_9	ygdG//hisH//
GO_0035235_6	yajL//potF//ligA//metH//
GO_0035303_8	yghB//rutD//helD//cynX//oppD//
GO_0035304_8	pheP//
GO_0035306_9	serC//
GO_0035307_9	ybdZ//
GO_0035335_8	ftsN//tusD//dsbC//
GO_0035344_8	prpR//ddlB//
GO_0035350_6	gltL//
GO_0035383_4	gpmM//pnuC//fryA//exbD//zapC//trxC//gabP//mtlD//
GO_0035384_5	yiaT//kch//
GO_0035429_8	yibH//barA//yfeD//shiA//yjjW//tap//
GO_0035433_7	rraB//tehB//
GO_0035434_9	proQ//rpoE//ygiN//ydiO//trmA//
GO_0035435_9	narQ//pspF//yaiV//pspC//araC//yciA//mdtA//tyrB//gdhA//
GO_0035442_7	ubiA//argH//cysE//tmcA//yjjU//zraS//tldD//yjiR//uxuR//gsiD//corA//
GO_0035443_7	yrbG//frdC//kdgT//tyrA//yfeW//yhaM//dapD//fimE//
GO_0035444_9	ubiI//betI//yqjI//hexR//spy//bdcA//uvrA//
GO_0035461_6	ybfE//dacA//cptB//yiaF//cutA//yqiH//nfi//lplA//cysW//aroG//
GO_0035510_7	moeA//tdcD//rpsH//yadV//arcA//
GO_0035511_5	pdeD//
GO_0035513_5	yhbY//
GO_0035524_8	rhtB//
GO_0035552_6	yoaB//
GO_0035553_6	yfdO//
GO_0035556_4	rlmF//hypF//rffG//speD//gsiD//yhcF//nanK//pykA//fucI//yajL//aceB//puuE//yidK//nuoL//yjbG//yihQ//gatB//fliS//rluB//cmk//mdtG//wzc//pdhR//cobB//ttcA//fkpA//rna//ftsI//tolA//rpnC//ddpA//gatZ//rspB//dbpA//paaA//iscR//nrfD//dinI//yddL//lgoT//ftsQ//accA//frwD//miaA//yfdS//ftsL//
GO_0035600_8	prmC//
GO_0035601_7	lolB//nikA//qorA//
GO_0035672_6	hybE//nac//nepI//tsaE//yqaB//gshB//phnO//dusB//cusA//zinT//cadB//yneJ//lgoD//gltL//scpC//entE//ybaM//hflX//glk//ldtE//
GO_0035690_5	pphA//lysU//ompC//leuC//yihR//uhpT//pdxB//eutB//queC//mepA//rdgB//
GO_0035725_9	ydjL//lit//yieK//cmk//cysC//hybE//gcl//
GO_0035784_9	borD//
GO_0035821_4	acrR//gloA//pstA//lepB//yccX//
GO_0035864_6	mog//
GO_0035873_8	feoB//ygbL//
GO_0035890_5	tqsA//pgpA//yegD//oppF//
