#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fdoH//ispU//flgM//ibaG//
GO_0072512_7	amyA//blc//hycI//kup//tdcD//chbG//rfaD//rng//rplY//yidA//yhfS//malY//
GO_0072521_5	yhbY//ygiB//yebZ//yfiR//ybiW//topAI//wecA//yqeA//menI//dcuC//ynaI//mgtL//rnhA//ycaN//yibF//rluD//ssuE//adeD//bssR//ilvA//sapA//ccmD//sdhD//tcdA//katE//aceF//rplR//yedA//phnL//insI-1//flgK//casC//prpR//ynfE//nadA//yagF//clsA//chbC//speE//mtlR//pyrE//torC//ralR//dgcZ//metK//ldtD//livG//nupG//fruB//yiaA//ogrK//yiaN//rsmG//ybaK//rnlB//allC//fucK//nhaA//add//rodZ//ydfD//ydcR//rffM//yjhP//manA//yghG//ihfB//yeaG//
GO_0072522_6	pyrF//gcvA//ygfX//yjhC//nimR//dosP//tsaB//yddG//menB//btuD//gcl//yhjB//ybjN//tmcA//galR//setA//mtlR//surA//ybcC//flgK//gatC//lysU//tusD//dnaN//nlpA//ybdN//appB//hyfF//rpnD//ascB//mnaT//yjjW//nrfB//artM//modB//yehZ//tdcC//sodA//uidC//yodD//yafN//yfdC//purT//
GO_0072523_6	narW//parE//murP//recD//lptD//roxA//lldD//ynfL//recR//gatY//fieF//acpT//
GO_0072524_5	mtnN//araC//aroB//iscA//fhlA//norW//rhaB//uxuR//tag//yidL//lolA//yodD//uspB//pnuC//ycjP//yjcE//rpsN//rlmD//dhaR//aroB//pphA//yjiY//rluF//emrE//mltF//uvrA//mltA//yciT//grpE//mdlA//csrD//degS//yajR//entE//gltI//argD//upp//rfaE//ibpA//ppiD//zitB//clsB//rplT//ais//fdnG//abgA//alpA//
GO_0072525_6	yciK//recT//ybiS//tsaD//yggT//nrdD//roxA//rdgC//cysD//apt//malG//fabD//rfaE//nrdE//sapA//trmI//pgrR//fumC//yccS//yphB//folP//mlaE//hcaT//codA//yadG//lnt//psuG//ldtE//rcsD//ftsL//ybcF//rpsL//murI//erpA//cmoA//ygbM//gpp//
GO_0072526_6	sbmA//yegV//
GO_0072527_5	htrE//yhdH//ppsA//sugE//zur//asr//nlpA//ybiA//lysO//dnaN//ybfA//nirB//hpt//bioP//gldA//ydcM//purL//sbcB//cysK//murA//gnd//phnC//cysD//nuoH//ortT//puuD//sgcX//fepA//yehT//allB//nmpC//deoR//thiQ//rluD//sutR//galM//thrS//ygfX//fabR//cydB//nadC//tufA//djlC//tolR//ldhA//leuO//gpmM//entB//opgH//argI//carB//lpoA//gpmM//gnd//prfC//citX//cspE//
GO_0072528_6	nikA//yidZ//yjtD//fdoG//ompR//yagU//gadB//mdtB//recD//trxC//hisF//glpR//tktA//fadD//cobC//hfq//paaA//syd//potF//ubiI//ccmE//lolB//matP//ydbD//uvrA//ascG//kdpD//secY//dppF//
GO_0072529_6	yqgB//torS//hcaC//pgaB//lit//tyrS//ptsN//katE//miaA//soxR//yieE//carA//pgk//tsr//btuF//groL//bamB//ygiW//recT//waaL//hemE//raiA//lgt//
GO_0072530_6	ydbD//norV//cpdA//ubiC//
GO_0072531_6	upp//rplY//glmU//mtgA//cra//nfi//
GO_0072581_9	glcB//
GO_0072593_4	nimT//yjiX//cydD//proS//rpmA//paaA//rhsD//glnQ//basR//
GO_0072594_5	nanA//
GO_0072599_6	cusB//
GO_0072657_6	rspB//araA//uvrA//fimD//soxR//evgS//flgI//melA//yaaU//artI//ydiQ//iscX//feoB//mmuM//puuE//xerC//mliC//
GO_0072714_5	cirA//
GO_0075713_7	smpB//ftsI//ribF//
GO_0080033_5	nuoH//ldhA//
GO_0080090_5	yehD//fdhF//glnQ//ridA//uxuA//creB//ligA//dcuS//rph//malG//atpF//ompF//yfjR//aroP//bioC//ariR//casA//flgC//hemN//aceB//cas1//sbmC//hipB//potD//miaB//yohC//ccmA//proX//ybgQ//aceB//yedX//lplA//cheR//htrE//pinE//tomB//lptG//yadC//hchA//gntU//wzyE//ybeQ//fic//fdhF//dacA//crp//rsuA//rpmE//fiu//clpB//nusA//abpA//dgcZ//pspF//murF//plsC//focA//rpsE//entF//pdxA//hypE//narP//frvR//rhaD//hrsA//ydcT//flhC//gluQ//yhcF//gpsA//bhsA//trpD//dgkA//ybaT//frlR//aceF//alpA//yjhP//bioB//tsaC//tar//bioC//hybB//fimC//yhgF//dmsC//fliK//garR//tsaC//glxR//ubiC//hycB//pykA//lpd//queG//ybhA//rhaM//feoC//ydiQ//nadA//ghoT//cadA//hemF//cysM//ibsA//adeP//elaD//ypjD//gcvH//ribD//sapA//yagG//cysK//bglA//nadC//mqsR//waaU//metF//mmuM//tadA//yaaY//yagG//xerD//uspC//pgm//lipB//yqcC//lsrA//narK//yeaV//zapC//mltD//allS//yfaE//treC//ppiD//aldA//macB//cysH//yajO//dnaQ//pgaC//fimF//minE//gatY//mnmG//dtpC//gpt//torY//yggD//nusG//ccmH//agaW//yjiR//upp//glgC//ycgB//hisS//narL//ldtD//ygcO//allR//yfcS//flgI//qorA//yedX//yebG//gapA//dnaQ//ydjM//yggN//fadH//zitB//hypD//acrD//betI//argI//mazF//mscM//rapA//yqgF//hdhA//mnmC//cysQ//pcm//uvrD//nudF//miaA//cheA//recO//waaP//yjiQ//tnaA//hybA//rpsR//speB//aroH//yajL//rluF//ttdB//yiaA//dxr//hicA//dkgB//yiaJ//livK//malI//alsC//kdpC//tadA//yqhC//yccS//ybiT//hemD//pldB//yoaA//mntR//argA//livH//cedA//citG//yghO//truB//npr//soxS//hypE//yfcQ//thiP//yihU//phnO//idi//mtgA//ugpB//rdgC//nikC//mnmC//xseA//cyaY//lsrG//mdtO//yejB//cca//pheM//fucK//cyoC//yjhI//yaiV//kch//fliD//paoC//citG//nirD//abgT//pheA//tar//dinJ//sapC//fabD//rsmC//abgB//potF//pgsA//ompL//idnK//yjtD//gpp//msrP//yahF//yhjV//alaE//pspD//rplO//fadI//hisF//elfD//ldtA//uidC//folA//rsmA//rfaF//cvpA//bglA//rbfA//mlaF//ytfR//cdsA//mdoD//pgpC//cusF//htrE//ygbI//fic//ubiX//treF//ymgF//ybiW//yedA//hiuH//menF//endA//ycfS//asr//mpaA//galR//dgoK//nlpD//metL//ralR//nfsB//purB//secB//recX//qseB//asnC//apt//yafC//fadL//dkgA//yghG//yjgX//rimJ//dsbA//bcp//panC//tdk//yadV//tdk//cheA//yphD//dps//fryB//yciH//mgtA//yacG//trmL//yafC//nagE//btuF//glvB//rpsJ//argE//metC//ybdM//psuG//araF//
GO_0080111_4	ratA//recQ//
GO_0080134_5	proA//
GO_0089705_7	iscX//truD//
GO_0089709_7	rmf//mscM//
GO_0089718_7	ilvE//mngA//rhlE//allC//mepA//yhaM//citG//hdeB//ampE//deoC//
GO_0090066_4	yjcO//hipA//ydbD//cspB//rplC//
GO_0090068_7	rplL//
GO_0090069_5	rffH//hypA//ibsD//
GO_0090071_6	nagB//yjhG//frwC//
GO_0090087_6	mdoD//thiM//mdlA//
GO_0090116_7	aroD//
GO_0090143_4	gluQ//
GO_0090150_5	prmB//gcvT//gabD//ubiG//yeiL//murB//mlc//pspA//pyrH//mntR//rlmM//ybhP//
GO_0090304_5	dsdC//lolD//ynfE//mrr//pepT//ccmE//cadC//trmD//ygcR//tcdA//mscM//gsiA//pfkB//degS//lsrK//araA//ydhC//nanK//relE//nsrR//ahr//yibA//sufA//phnH//nagZ//hemH//mfd//pnp//dmlA//deoD//lptB//cyoC//yfiE//frlR//yqgF//cheR//cheW//mreB//ydjL//dsbA//yhaV//cueR//narX//mcbR//pyrG//pitB//recD//mdtI//panB//lysS//mdh//gfcE//ispU//ebgR//ldtC//acs//proS//ycgV//agaS//cusB//iscS//rpiR//dnaN//phnJ//tas//nudG//tamA//ptsH//yadC//nudF//tesB//eno//ynhG//elaB//dcm//recR//rplY//yfdO//yqcC//fmt//hofO//aldA//gcl//potI//tesB//nlpE//rplQ//sbmA//crl//ybjC//yiiD//ldtC//alkA//glnH//aaeR//hisG//rutF//ykgM//ykgO//rraA//sufE//rraB//moaB//ftsN//bluR//fryC//tyrR//thiI//pykF//ybiW//rpnC//uxuA//gudD//cmtA//tolB//yidE//pstC//araA//entH//ygeX//ycgV//bcsQ//emrK//ubiH//argP//fecD//secB//prlF//cysA//yfaU//uvrD//ettA//lptC//mdtI//rnlA//ychF//insH-6//cbtA//chbB//paaJ//ribD//hyaC//nagC//pgi//nrdA//dacA//yraH//dgt//ttdA//cyoE//malF//yqcG//ettA//cpdA//tsaC//dpiA//hcaF//rpmE//yiaO//cusB//waaU//ynjD//prpC//yqiH//lolC//rihB//sgbE//decR//lgoR//casC//hemN//fadM//uxaA//cstA//queG//nuoB//yohD//yeeL//asnS//nikE//emrB//fur//argG//yhfK//mscS//yqiH//atpH//aslB//lacZ//xerD//rof//mngA//lysA//ycbX//betT//rluD//aspA//yadK//yiiE//ycjY//yacG//lamB//tdcD//sufD//mdtN//copA//nanA//cyoB//pgaD//hypC//pabB//fbaA//mdtG//nanC//rsmI//rraB//yibF//ptsG//mtfA//torD//soxS//yiaB//ybaE//pyrD//ycgR//yciH//slyD//selD//rhoL//ilvB//rluC//ybjC//gntK//ghoS//flgF//cptB//recF//cadC//fixB//phoU//znuB//insA-2//hemB//cedA//tktA//gltX//emrY//hyaA//glnH//hipA//ariR//yqeG//ftsE//yfcV//baeR//hdeD//secG//chbA//pspA//thiQ//nac//yidE//ymgC//ykfM//rpsB//bluF//nrfB//fliS//queD//oxyR//hsdM//cspD//waaS//cydC//pflC//csiR//ugd//aroE//tcyN//bssS//garK//ssuA//hemA//thrC//ydhK//spoT//yobA//azoR//ydeT//nrdG//npr//ybfE//lspA//mhpB//lplA//prlF//yqgF//ybeF//ftsQ//mnmA//trmO//intF//yjeI//pabB//ygbM//sbp//sgbE//lapB//adeQ//sgcB//ampG//tnaC//trmD//rihB//rplK//otsB//rfbB//menD//rfbX//rpsN//frlC//rhaA//speA//fimG//accB//fdhE//yjjV//clpA//hmp//coaD//yedX//abpB//rcdA//glcE//rpsH//mngA//mdtL//yahN//rlmH//codA//groS//ompF//phnJ//iraM//ygfZ//oppA//hisG//actP//recO//lit//bioB//pgpB//ebgR//entD//iraM//moaA//fkpA//orn//menA//mltD//avtA//prpR//maoP//kdsB//phoU//smpB//epmB//hscC//psd//dcuA//ydfG//dapA//dcm//waaG//mreC//cho//valS//rarA//cydD//allC//gluQ//ybdH//hyaB//yqcG//opgE//poxB//csiR//miaA//abgB//gloA//potA//gldA//metL//ibsE//lptG//focB//aldA//yidR//pfkA//ybcM//guaA//dam//degP//mepH//yaaJ//clsA//ppc//ldrB//srlD//oppB//entD//pphB//srlD//allS//fabB//yhcN//ydiR//iscS//ygiV//rutA//ybbY//mdoG//arsC//ibpA//bioF//xylH//phnN//ibsB//atoS//nrfG//tsf//feaB//gmk//fsr//dacC//bioH//rlmI//aroB//dnaK//hslU//emrY//blr//poxB//raiA//yhcH//
GO_0090305_6	pgpB//rfaG//msbA//csiR//yeiE//tamB//srkA//alsC//oppF//phnI//murJ//kdpE//narP//sanA//eutD//alsC//perR//yibF//recT//dxr//murB//ydiV//yfaL//raiA//nadB//menF//hslO//cueO//acrE//phoE//citE//maoP//dsdC//idnD//yehC//yjcO//hyfC//sgcA//yafS//garD//basR//gpt//mtlA//aslB//cynS//alaE//flhE//yehB//acrE//hupA//ppx//metH//polA//lptD//dcuA//yhcD//lpxC//frsA//frmA//hybB//minC//pcnB//paaF//proB//alsA//hisB//frwB//ycdX//bdcR//araH//rlmM//putA//ddlA//fdx//narI//acnA//ytfE//argE//pyrL//ydiP//yihS//
GO_0090313_8	ydfG//tpx//
GO_0090329_8	yciT//rseP//dacA//nanE//yehW//nuoL//lgoT//
GO_0090347_6	nrfD//
GO_0090352_6	cysK//
GO_0090357_7	yibA//arnT//
GO_0090358_8	hinT//
GO_0090407_5	ycdX//sgrT//ybdM//rsmJ//leuC//cydA//uhpB//otsA//aceK//mutH//birA//sgcE//recB//proS//recN//yeeJ//rplF//uxuR//hyfA//tsgA//coaA//ddlA//ghxQ//poxB//cusA//yobA//fbp//mraY//pgk//yahK//yfbS//entF//yehY//moaA//mrdA//maoP//fdnI//yadK//mdh//rutF//yjgX//pflB//nfi//thrL//leuE//glgS//yihI//cvpA//agaC//yjbG//wecC//gspI//lpxT//atpF//rsmB//dhaM//ytfT//tauB//dmsB//yaiW//yqaB//guaA//agaI//potD//flgB//uof//rnr//hemG//hokE//frsA//fadE//gadE//eco//rplK//yfiR//sgbH//rzoD//malP//glgP//msrB//ruvC//mscS//argC//narZ//dcuS//lpxC//dppD//pyrH//rutC//gadW//mtnN//phnG//prfB//nuoL//ydiO//sufE//rpmA//sgbU//rnpA//yjjU//yjiA//selD//asnC//iaaA//murI//tehB//yghW//gabD//lysS//leuA//waaS//idnO//speD//hscB//ydhC//yhcD//mdtC//aroA//prs//dacB//mtnN//waaZ//ybdH//cobT//nhaR//yidZ//rclA//nrfD//kch//yebQ//cof//
GO_0090487_4	manZ//
GO_0090501_7	aaeR//ygcR//fhlA//chpB//ulaR//trxC//epmB//ulaC//ibsE//murP//aer//gatD//tnaC//seqA//lptC//nrfC//hemE//bipA//csiD//tpiA//frvB//tdcG//rsmJ//rluD//tynA//aroL//mqsA//frdC//cysI//agp//ilvD//yadI//
GO_0090502_8	yebC//basS//dnaT//tusC//yjjW//tyrB//tktB//uof//livM//seqA//pstB//ybhS//wbbK//eptA//tamA//rfaG//waaZ//sufB//yjfP//rssB//lptD//
GO_0090503_8	rcnR//atpG//glyS//ccmF//tdh//ypdB//dsbB//flgK//
GO_0090529_5	ygeA//purL//ynhG//yehP//entA//hipA//
GO_0090540_10	dosP//rapZ//flgI//
GO_0090549_5	bcp//ybiX//
GO_0090605_5	yiaJ//ydiZ//pdeF//mltD//ybdR//tktA//hybC//efp//yafN//
GO_0090609_6	murI//folE//rimL//ftsA//etp//uxaA//rpsI//zipA//hpf//
GO_0090662_6	norW//
GO_0097035_4	rssB//feaR//
GO_0097056_7	evgA//
GO_0097164_4	gabT//hisF//fhlA//glnA//cspA//intZ//yjgX//lldD//ugpB//frdC//srmB//wcaC//dtpB//ygiW//ycbX//hslO//nrfA//bioB//topAI//gcvP//ydiP//hybA//rbsB//fimZ//fmt//katG//
GO_0097237_5	yjhB//fliT//trmI//ugpB//yfaE//yejE//clsA//xylA//pykA//ubiC//
GO_0097264_6	bfr//
GO_0097286_10	queC//
GO_0097292_8	bioH//
GO_0097293_9	yegS//
GO_0097304_7	pspA//
GO_0097305_5	pal//rsmB//yidH//pfkB//nrfG//hisH//
GO_0097339_7	yahD//
GO_0097366_5	narW//envY//hexR//
GO_0097428_6	rcsB//rayT//lpcA//ghoT//lepB//tgt//yfiE//
GO_0097435_4	livF//envZ//
GO_0097501_4	mlaC//
GO_0097502_4	puuC//
GO_0097510_7	napD//
GO_0097532_4	rfaE//
GO_0097533_5	nth//
GO_0097577_5	xseA//sgcA//yahN//
GO_0097588_5	gltI//yiiE//puuR//nirB//rplB//cysE//narI//gspF//intZ//proW//dcp//exbB//kdsD//yfiR//gmhB//pheT//galP//ygfI//chbR//prpD//zipA//livG//cheW//hdeA//dnaB//yiaJ//kdpF//brnQ//mraY//yoeB//xseA//
GO_0097638_8	glpC//dctR//thrC//rplD//
GO_0097659_7	tsx//pyrG//ygiS//alkB//upp//ada//tdh//wzyE//zapA//creC//dinQ//ogt//paaF//ydcO//yoaA//feoA//ruvC//thiC//glpG//nirB//rpmE//yieK//emrD//arnF//ldhA//trmJ//recR//agaC//ycjU//zur//alaA//eutA//ulaG//rlmE//rluB//iscA//pabC//ygbM//yajD//rutC//ybaL//rna//secY//rpsQ//kefC//mnaT//bioH//acrE//yibH//fucK//eptB//elyC//hicA//acpH//yiaA//ybfE//xylR//gntU//yahO//deoD//ghxQ//xylG//glmU//focA//fixA//topA//priB//ydeP//tpiA//ybfE//speE//frwC//rplK//paaF//mreC//fliM//ydfH//hprS//nagK//ftsN//plsC//pyrL//cueO//yhbO//ydeP//fimD//yehX//hdeB//livF//ymgF//dmsA//rssB//yhgF//dxs//ansA//yraR//yqcG//murE//waaS//bglJ//mmuP//arnA//xseA//ydeI//ybcF//flhC//yfbS//fucI//zapD//rbsK//clpX//mdtN//eutB//yiaM//thrL//sdaB//dbpA//chbG//yiaJ//
GO_0098002_8	truD//
GO_0098542_4	ybiS//ytfR//gltS//dtpC//yjhC//cpxP//phnM//yfdO//rfaG//galM//
GO_0098586_5	fepG//selD//fabA//
GO_0098655_7	yahF//ynfL//xthA//yjbH//yqaA//rcdA//sfsA//ddlA//glcA//ymgC//rsmD//ugpE//yagI//ygfX//lspA//yjbH//rdgC//nfo//dacB//glmU//atpH//wzyE//asnB//cysB//arsB//recO//menA//ghxQ//waaU//acrA//glpC//ibpB//mlaC//tdk//dam//udk//cysU//phr//flgJ//frlR//fau//exuR//tauC//flgE//yadV//melB//fur//ybjL//ttcA//lpxD//ispA//feoA//feoB//cynS//cyaY//proC//aes//nrdE//hyfR//codA//nsrR//nanE//yeiL//ptrA//xthA//rzoD//argC//era//rhaD//cheY//xylG//csgA//leuB//pyrG//shiA//yjeH//ybdN//yhhZ//yrbG//yebZ//rpsQ//ynjA//rplK//eamA//cobC//yqeG//caiE//lpxD//mreB//ybhG//znuC//mcbR//sgbE//sgcB//mppA//xisE//acpH//potA//bglA//thiC//sbcB//yqgB//gltB//yciH//fliL//aroB//
GO_0098656_7	manX//yfeO//menD//secD//murD//hipA//agaA//hlyE//entH//sgbH//mdtB//ydeO//ynaI//tamA//rpnB//hemG//paaA//pdxY//gabD//dgoT//ydcI//ycbV//dkgB//satP//gloC//yjjB//nrfA//aspS//rsmF//pfkB//bglH//dinB//dkgA//gpmA//glmU//purC//dacA//gsiC//sdhA//waaF//oppC//hslJ//mazF//ppk//dcyD//trxC//katE//argR//lsrG//dacB//ssb//nusA//lsrC//tomB//coaE//pgaB//kdpC//greB//mfd//sapF//minD//gatA//xylA//gatZ//rpsS//clpP//marA//nikD//moaD//pepT//trmD//erfK//ynjD//pagP//tsaC//crl//ssb//tolA//purR//gcvR//fliD//afuB//cobU//opgE//dtpB//yraK//pyrE//ypdC//topAI//glnH//yagU//arcC//rppH//rayT//lpxP//ymjB//sgcE//
GO_0098657_5	leuO//aroL//glmM//adk//dinD//rplQ//ybcF//ftsA//ariR//yfdS//prfA//agp//tatD//agaI//mcrB//cmtA//pbpC//rbsA//yihI//ypdF//
GO_0098659_8	argS//yagE//
GO_0098660_7	rnt//yiiM//dicA//ycjU//gcvH//aspS//rmf//recB//dadA//narY//queD//flhD//tcyL//fadM//ugpB//fdoG//hpt//yedA//ygdG//galE//kdpC//uhpT//rihB//udk//yhhT//puuR//lplA//fieF//alsC//gcvR//hybG//topA//folD//clsB//yfbS//ompA//yaiV//gpmM//yjcE//flgD//entB//yafC//chbA//agaV//rfaF//exuT//dinG//cadB//gntR//yhhT//abgA//xerD//dkgA//puuB//recJ//raiA//katE//ygfI//yneJ//hdfR//yibF//rrrQ//yhdX//aroP//dsdC//mocA//trxC//lon//tusC//uspF//pyrG//ybaO//uhpA//yagU//ccmD//evgS//lysO//
GO_0098661_8	mscM//yraN//mliC//ugd//ycjD//lpxB//yfeR//alsC//lapB//moaE//ompL//narH//tdh//xylG//mutY//hrpA//envZ//rbn//gshB//
GO_0098662_8	ileS//sodB//artQ//srlR//hipB//asd//alaC//carB//rep//citC//hcaE//ybiT//poxB//ulaR//xanP//bssR//uspG//elfA//dgcM//moaE//yjgX//gpp//tig//coaD//ihfB//hflD//torA//cysP//purF//matP//bioC//arcA//mpaA//rutA//rppH//gcd//yiaN//mtgA//pgaC//bssS//zwf//ydcZ//nuoL//acrA//ftnA//fimF//aroL//fryA//glmU//ushA//nadA//dppF//yiaF//yiaU//mtnN//rsmI//ispF//fimE//dgcQ//yegS//hlyE//
GO_0098670_7	dppC//
GO_0098704_7	fimA//ibaG//ycjQ//proC//
GO_0098707_10	lpoB//
GO_0098708_8	btuC//bioC//pgsA//yidZ//
GO_0098710_7	moaE//mglB//
GO_0098711_9	evgA//
GO_0098713_8	yiaA//rdgC//rppH//sufB//
GO_0098719_9	higA//
GO_0098732_6	mzrA//dtd//ygiV//dgoK//
GO_0098739_6	mutT//tdh//minD//feoB//udp//ttcA//rihB//yjaA//intF//yjjX//phoR//lysA//abpB//btuB//atoB//rfaH//tdcB//dgcN//
GO_0098771_7	rpnD//sodC//moeA//ldrA//hxpA//fdrA//gloB//ytfP//metI//erpA//eutK//sdhA//nuoL//recJ//gpsA//purL//hscC//secG//mlaB//cdd//yphF//pdeD//csdE//decR//ybdR//preT//cyoA//nlpI//ahr//dacA//dtd//glnP//treF//cydC//ykgO//glgX//
GO_0098776_7	puuA//paaF//manY//rlmB//kch//
GO_0098795_9	insB-2//
GO_0098869_4	mnaT//marA//glrK//pta//garK//mntP//speB//wza//murP//maeA//fucK//der//yqjH//fliG//rof//mhpA//purB//yjiM//alpA//yajR//gapC//mrp//
GO_0099046_5	phnH//maoP//
GO_0099116_10	tus//
GO_0099131_7	astB//
GO_0099132_7	pdxK//marR//ghxQ//ygbL//yhbY//dppD//yjbE//mdh//yihI//ybcQ//gspE//yfaE//yhgF//ybhS//rssB//ispH//lolC//flhC//znuC//ung//ychO//ynfL//astB//
GO_0099133_8	yjeH//etp//yijO//xylE//clpP//zraS//yehD//mtlD//secM//bcsQ//osmE//cpxR//hscB//aphA//yceD//xylE//trkG//ibpB//murD//adiY//
GO_0099587_7	prlC//mrdB//
GO_0101030_8	betA//
GO_0104004_4	kefG//prc//mmuM//lsrR//cydA//dapD//msrC//crfC//citT//rsmG//yidL//prlF//nrfC//hscA//glcA//speE//yoeB//bamC//eptB//arsC//dacC//betB//hxpB//xthA//
GO_0110017_7	pfkB//
GO_0110095_4	rrrD//entE//
GO_0140115_6	yeiL//sufE//hscC//zraR//carA//
GO_1900190_5	livF//citC//ydfD//spy//yqaA//gpmA//pgm//xapR//hemB//yebS//murA//pheT//arcC//
GO_1900191_6	dinD//serC//rnc//ascB//
GO_1900192_6	tauC//yhdZ//
GO_1900231_6	yadK//hfq//pgaB//rhaA//rlmJ//
GO_1900232_7	yqjI//ybdG//galM//
GO_1900233_7	rtcB//
GO_1900371_8	entE//
GO_1900372_9	mliC//
GO_1900376_6	thrL//garL//metR//
GO_1900377_7	priA//
GO_1900378_7	gpp//
GO_1900542_7	gshA//
GO_1900543_8	entS//
GO_1900704_7	ompF//
GO_1900705_8	mscM//
GO_1900725_7	metE//
GO_1900727_8	ybiY//
GO_1900749_6	yadN//
GO_1900751_9	glxK//
GO_1900866_6	waaY//
GO_1901068_8	eptB//rsmF//yihL//abpB//eutD//yidD//rclR//dgoA//uhpC//rffC//relA//
GO_1901069_9	yajO//
GO_1901070_9	cdgI//aphA//polB//hflK//
GO_1901071_6	argI//atoC//feoC//yeiG//nadD//
GO_1901072_7	glpK//pyrL//dicC//ccmG//
GO_1901135_4	hypB//ybjN//mlaB//arnD//metL//wecE//murC//yehA//yhfS//maeA//ebgA//soxS//iscR//torD//dusC//pgaD//cysZ//aroH//ldtE//insB-2//rplT//pabC//yceO//fepD//ykfI//ymgA//cmtB//rpsG//chbA//yhdW//epmB//gudX//bcp//groS//ariR//dgoR//pheT//aroF//manA//fdoI//tabA//fliM//clpX//speD//prpD//potH//uidR//yiaM//kup//yajQ//wecE//pstB//plsC//lyxK//ndk//rsmB//msrP//tabA//yiaA//pflC//rsfS//udk//ispB//rluD//yjhP//waaQ//pgm//msrA//seqA//potG//paaB//lgoT//ymgA//ibsB//ycjY//rzpR//gph//yeeL//cfa//ybaL//ynaE//dmsC//pheT//nanC//proX//uhpB//sufA//ybaQ//setC//rdgB//ycjQ//mdtN//gabP//hypE//phnJ//sapB//artJ//paaX//psuT//nagZ//ptsP//yahO//mlaB//nuoM//sgcC//rnlB//sad//dsdA//gor//ubiH//gsiC//folD//murB//mqsR//yghO//serC//glyS//rutB//coaA//murB//yadM//cueR//torR//putA//asnC//bolA//mrp//xseA//cmtB//rluE//malG//galK//mtnN//alkA//dacA//yhjR//yjiA//aceK//mlaD//pta//csiD//rihC//gltP//bcsQ//yciE//rspB//potF//stpA//mutH//fadR//malQ//lpxT//lptD//yjbF//rfbB//mutT//artP//gmk//yhbQ//napC//rseP//nadA//prpD//ribD//selU//rluF//glcC//gadA//pabC//bcp//sgcC//accC//cas2//rnhB//etk//murE//proS//yraH//aaeA//mltG//nirB//pspG//gabP//yadI//eno//rcsB//pstS//ldcC//galR//hrsA//nrfA//torZ//yebG//osmC//entH//nirB//ycfS//yihV//yegT//elyC//fimB//mdtJ//fliG//iraD//torI//trpA//pepB//phoP//gstB//fsr//argF//rlmE//livM//glpF//fhuB//cbtA//citT//alpA//yrdA//chaC//ytfP//trpGD//gstA//sbcB//yodD//ssb//metF//allD//dhaK//ygbM//malZ//rcsA//nikC//lpxD//paaD//fucA//srlB//rlmC//gmhB//yebG//xylA//yagI//fliZ//insF-1//waaG//rpmH//bglJ//cysA//thiC//idnD//ibsC//smpB//insI-1//ygiB//dcm//dmlR//ddlB//umuD//ydaV//nanS//tatC//glrR//orn//fadH//mdtA//tsaD//yihQ//ydcO//
GO_1901136_5	lptF//yfaE//feaR//dacD//hdeB//dnaX//uspF//leuB//dppC//rluB//yjiA//potA//wzb//ebgA//yfcF//dedD//ariR//sufC//arsC//hybO//dxs//rplT//ydiB//rclA//yhgH//fepD//menB//ytfE//dkgA//nagC//secD//ulaF//ftsY//xylG//waaJ//ubiD//insE-1//dtd//atoB//phr//gspI//hcp//ftsE//mqsR//iap//gsiA//arcA//nudG//ftsK//sad//rlpA//mzrA//
GO_1901137_5	lysA//ttdB//chbB//gcd//dhaK//ynaE//queE//ptsI//marA//rplF//flhE//atpD//yiaA//ibsC//rfe//lysC//yfgJ//lapA//cmk//ridA//ydfD//alaE//ulaR//lolC//trkA//cmtA//nrdA//yddA//paoC//ydjL//mrcA//rpsG//wecC//yaaJ//tamA//dinG//yebG//yidE//flgA//panD//yqaE//entE//alsA//mdtB//tnaC//ydeT//glnQ//ybiS//tolC//eutN//yahO//deaD//malF//fhuB//yihQ//garK//waaC//narG//ybjI//topB//mhpB//suhB//ansB//ydhQ//glmU//insH-6//gyrA//lptG//sfsB//fau//sufD//dnaQ//aidB//rutG//ugpC//modA//acrZ//insI3//tolC//yeaV//yhiM//narK//rfaQ//mdtA//efp//ldcC//ubiE//tdcF//nadB//cecR//mdoG//ihfB//yhfS//rspB//metF//allD//yciK//gspF//tas//marA//hcaT//rspB//narP//dnaE//yecS//ulaD//borD//xthA//ydfG//selB//agaR//tsx//rhaB//menA//exbD//yjbB//rffC//gadC//yjjI//eamB//lplA//proB//nlpI//paaC//dhaM//hcaB//pppA//tauA//msrQ//etk//yehX//eutB//ykgO//prs//nuoF//mcrA//fadH//epmA//tbpA//ibaG//mdfA//glcE//pykA//priC//hcaD//glpA//deoA//artM//flgK//rpoD//prfB//fimA//uvrD//nudB//essD//sspA//hdeD//ycbB//lpxD//
GO_1901159_6	recX//glsA1//gadE//
GO_1901160_5	flgH//dmlA//rpsD//
GO_1901161_6	alpA//ybcJ//syd//
GO_1901260_9	epmA//
GO_1901264_6	slmA//mreB//gltS//nuoM//hemL//essD//ruvA//yghW//cdaR//fpr//insF-1//rimI//tdcD//ibpB//ycjD//pstC//znuB//glxR//fimZ//bcsQ//rpoH//ybcL//trpB//gntR//yfcP//yiaA//gyrB//yjcS//ypdA//crr//kch//dgcN//rbn//modB//rpnB//paaX//yaaY//ydiR//panF//yafE//yjjU//cynT//zapD//rfaH//
