#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//dmsB//hyfA//fepD//
GO_0043043_6	ortT//proB//yqiH//mak//dicA//fre//arfA//rimJ//phnN//hemC//nikB//ruvB//yihT//tusA//yahD//ubiA//tap//dgcZ//mak//hypC//yihX//galT//ghrB//phnP//tar//rimK//insF-1//ilvN//pdxB//rusA//ynfF//manA//yfhH//lpd//mtlR//rimO//zipA//ddpA//nuoE//bsmA//atoS//yhdW//yebQ//cydD//flgD//yaaU//csdA//endA//rplQ//spy//mdtO//leuE//dkgA//recQ//frsA//pyrE//acrZ//yeeY//srmB//aceA//zwf//
GO_0043067_6	pgi//
GO_0043085_5	yqaE//mngB//flgM//ydjL//ydcZ//ycjQ//recC//agaW//hslR//emrE//luxS//hlyE//nirD//rhmR//rsmE//pinQ//ddlA//ybiS//exoX//dacB//ftsI//evgS//clsB//
GO_0043086_5	ybbN//mdtP//yhjX//yfgJ//yqcC//rna//metQ//hinT//serB//rayT//mreB//frwC//pdxJ//gstA//carA//fiu//wecC//mdtD//ygcO//matP//uhpC//maa//gcl//ydeE//arcB//yjiA//
GO_0043087_6	flhC//queD//sgcA//rpmC//
GO_0043090_7	hisF//ldcC//ssuE//yneL//gnd//grcA//atpD//fecB//crl//hprR//
GO_0043093_3	uvrC//cas3//phoR//intQ//glmU//yceO//nfi//yghO//ygeV//pldB//mppA//ghoT//rpmG//hinT//pflC//rpmH//rlmC//
GO_0043094_4	livF//nrdA//bdcA//cydB//malF//mhpD//cca//ftsQ//fumC//kdpD//rihB//fimE//nudB//copA//kbaZ//yggE//mngA//yaaJ//yehU//mdoD//phnP//bluF//
GO_0043096_6	rclA//ompF//ydcR//
GO_0043097_6	yjhB//ybhG//osmY//dcuC//
GO_0043099_7	perR//
GO_0043100_6	sufD//
GO_0043101_5	ybcL//rhtB//mepA//ygfI//
GO_0043102_5	nuoI//mltC//sbcB//yiaB//
GO_0043103_7	speF//
GO_0043111_7	gadC//
GO_0043137_6	comR//mltA//
GO_0043150_8	prfB//
GO_0043157_6	arsC//
GO_0043164_6	matP//intA//nhaB//ybbY//ypjD//rcsB//katE//fruA//
GO_0043165_6	ribD//trxC//moaC//mutY//tcyJ//asr//narP//flgB//yjjV//srmB//
GO_0043170_4	puuP//narL//dacA//mppA//yadG//etp//mdoG//lptD//fhuB//mepS//speF//hemD//xisR//potC//rpsB//higA//hypC//artP//corA//mdtP//yadK//yihX//lptB//ygfX//yefM//cysC//groS//msrA//yehY//rlmF//tomB//fdoG//tsf//pgrR//hisQ//gudP//yoaB//minD//dkgB//pntB//ygaV//cadB//citE//fhuD//ampD//aes//minE//ydcO//msrP//fur//agaB//erfK//panZ//purT//pck//intF//mhpT//spy//fadB//acpH//rmuC//mipA//sdaC//lexA//gpmM//waaC//melA//mdtP//nanT//yneJ//lysA//hyaD//ycbX//modB//rhmR//nudB//pcm//nuoE//yadG//yjcS//selA//flgG//dsbD//rzpD//yifB//phnP//yqeF//glcF//era//mglC//purT//rsmC//rcnR//gspI//nirC//coaA//otsB//mdtD//yfbS//hofQ//pgpA//gluQ//dnaT//borD//guaB//rimP//cycA//rpsQ//zwf//ynfK//purT//aroC//nupX//yhjA//yfcA//prpB//modB//kduI//ycjQ//yqjI//caiT//gspI//metQ//ytfT//obgE//tig//tusB//glpD//gltX//rsmJ//ydcT//frlC//ydiZ//galP//pdxB//plsX//ykgF//fabR//ptsI//dcuS//mcrB//tdh//agaR//diaA//nagB//gmk//proQ//dnaA//sdaA//nudG//nimR//ydjH//groL//ibsC//trxA//ampH//pnp//sgcA//gloA//cbrC//uvrA//rnr//iscA//rzpR//yqhC//caiB//potE//selB//focA//ypdB//folM//yahK//csgA//mngR//rlmB//rrrQ//bssS//pdeR//mutH//sspA//yicJ//mtlR//dhaM//hxpB//dmsC//ulaC//yjiX//bioF//rbsB//deoR//ugpC//waaL//fdnI//ychO//hcaR//zinT//sgbE//essD//pspA//mntS//eutB//rlmC//rtcR//chbA//frvA//dgoR//lhr//hypA//qseB//obgE//yieE//rplJ//csrA//rplM//pykF//cysG//ogt//yajQ//tdcE//aroA//ulaR//aidB//hexR//wza//ydiK//kgtP//eutR//lpcA//yhiM//rraA//pnuC//oppB//nirC//lptA//holE//hflD//norV//sohB//rrrQ//yceO//fecD//ltaE//sgbE//secA//dcm//prpR//mrcA//ivy//rsmF//macB//mtn//yfgO//hisI//ribA//mtfA//nanS//nagZ//rpsR//yqhC//hisD//napD//gadW//paaG//uvrD//melR//deoR//ppsA//clpS//dtpB//ccmE//torA//ybjG//tag//glnL//mqsA//yqjA//aes//sseA//hycI//glrK//rfaC//fryC//ynhG//ynbD//mak//nadC//wzzB//sspB//gadA//potH//tolC//hemH//ydiV//dtpD//dgcN//insF-1//yhfK//mog//tap//tatB//malS//ugpA//lplA//ibsE//bsmA//treA//artJ//ispA//argG//codB//cysP//cptB//yihP//ybaE//cytR//msrP//yjiM//gltP//prpR//arsR//fepE//satP//fumA//decR//mlaB//brnQ//rpsG//yiaB//agaW//ratA//envC//blr//argH//appB//pbpG//kdsB//ogt//slmA//dgcN//tonB//leuA//dnaT//nikB//sfsA//chbR//mprA//narY//tag//mnmA//ycjQ//ispF//groL//rlmB//wza//fhuC//yghW//pdeL//rhaT//paaZ//slt//zwf//abgT//guaA//yqeA//ugpC//frdB//yghG//ndh//dtpD//mraZ//rfbC//tdcF//lgt//yhjD//rep//alsB//rpmB//pdeL//ispA//rmf//bioD2//poxB//murG//idnO//phoU//yajL//apt//ybjL//ftsL//hybB//katG//yhiM//hybB//yfiF//stpA//yfbU//insE-1//abpB//sfsA//rpsQ//narH//entD//menE//yoeB//deoB//alsA//leuE//raiA//kdgK//fbaA//sodC//iscU//birA//arcC//aspA//hofP//ycjD//ftsP//yigB//elbB//rnt//rmf//yehZ//ydiO//entD//trpD//rssA//hypE//ybhS//deoC//ldtA//atpH//hfq//bglA//rclA//uspE//fdhE//metR//ygeR//glmM//yadI//casD//mgtL//amiB//nupX//potI//serA//thiM//etp//yddG//dosP//potH//yfeW//sdhD//actP//miaB//ilvL//pgrR//ynfH//coaD//cmk//flhE//lolD//gcd//asnA//yidE//cpxR//yagJ//mdtM//nadA//znuA//ycbV//pdxH//groL//flgJ//hemH//bglX//speF//yfeW//dnaG//glnA//atpB//appB//entC//thiL//rimO//pflB//yedP//mrdA//clpA//metI//kgtP//allS//frwC//rhaT//tesB//ygdG//abgB//torI//nrdA//groL//aspS//sucC//opgD//argF//nrfA//ribD//zur//maeA//ldrA//argB//ybgI//ldhA//norV//leuB//insH-6//argG//cusA//frdA//hybE//lysO//fixA//prmA//ftnA//dnaC//nanR//ybiT//xylG//yccS//rdgB//adk//yfbR//fdhE//nuoM//ycaO//nanT//pck//nadE//waaO//lpp//uidC//yehZ//hsrA//napD//recG//yhiM//hscA//dnaG//raiA//pntA//mdtA//guaA//sapB//mcbA//cspI//ycjY//yraR//ydcO//thiC//mglB//cynX//garL//hpf//tyrB//yagU//ybeQ//feoC//nuoF//appA//ibsE//yibT//zupT//arnT//chbG//ilvB//yqeF//dgoA//insB-2//ttdR//yraI//yhaV//ybcJ//amiD//ampH//frlC//pinE//hycH//clpA//gcl//yhjB//ycfH//elfA//yafO//hdhA//rcnA//barA//ynfL//yebZ//lsrR//parC//recN//yaaA//cdgI//secA//yqeG//mzrA//ycbU//actP//ffh//yciF//ymgF//ygbN//pfkB//phoB//def//zntA//ybfA//ydcS//yoaB//sstT//mraY//ccmF//iscU//ebgA//yjhI//codB//yfcP//ygfI//panB//msrQ//dhaM//yihT//osmE//entF//ygcR//glyA//ebgR//trmB//dcp//bioP//gmhB//yjiM//rsfS//dacB//gadC//abpA//ndh//degS//ytfQ//ffh//cysS//rpiA//otsB//sufS//guaB//gmhB//ydaN//ygcR//ampH//idnT//ansA//accB//lon//cdsA//gudX//gntU//ybhF//prpC//rcsF//narX//yjcS//nudC//pliG//ybjI//pgpB//bioD1//infB//marR//yafQ//infC//thiH//ruvB//rlpA//nhaB//rffH//exoX//lpxP//lptC//tilS//aas//gph//rpnC//ilvI//artM//xerC//clsB//leuS//dsbC//sohB//folP//ugpA//hpt//gpsA//agaR//atpE//ygiW//ybdG//ygfA//yhjG//bioF//rng//fliM//norR//mdh//ygfZ//recA//ycjR//rarD//map//chpS//rpnA//mlaD//dnaT//arfB//rmuC//gmhB//yadV//pgsA//sapC//tauC//uspC//yneL//fixB//ihfB//sucB//lpxC//purR//aroD//uraA//agaA//nfuA//cadB//rplB//yeiG//fabB//ybdO//gabT//yfcF//sodA//gph//mdoD//yagI//lpxH//epd//yhjG//ydgA//rsmG//oxyR//fecB//cpdB//speA//ycfJ//speE//rutR//agaI//bdcA//ndh//queG//glrR//opgC//pykA//gyrB//opgD//fepG//hcaE//fabH//cheY//rplJ//lpoB//eptB//psuG//ppiD//ydcM//speF//mdtA//ydjJ//hisC//pheM//selA//osmE//atoS//argE//ybiT//mnmC//uspF//tamB//cysW//ybiV//cysK//ygiB//cadB//betB//chbF//sulA//mltA//bioP//pyrE//dtpC//yahO//kdgT//secM//hchA//rluE//trmJ//rlmE//arsC//ilvC//hybO//sfmH//tesB//aspS//ygcW//yieE//rbsR//mhpB//yfcR//csgG//metH//
GO_0043171_5	ispF//yhhY//rhsD//phoE//erpA//mdtD//ydgA//waaF//hdeD//
GO_0043173_5	murQ//glgX//leuO//hybA//hybF//waaB//srmB//abgT//
GO_0043174_5	hofM//abpA//yiaT//tcdA//lptF//ddpA//
GO_0043200_5	trpGD//dnaB//pppA//mraZ//cysI//yehX//feoC//cysN//
GO_0043201_6	leuO//
GO_0043207_4	ydcM//umuC//manZ//eptB//garL//ycbX//cyoA//pfkA//mdtB//abgR//atoB//ygfZ//ybjN//rpsD//
GO_0043213_7	gspI//rfaC//truD//yfcP//xthA//mmuP//idnK//kduI//
GO_0043242_7	nikE//recC//panC//
GO_0043243_7	sapB//
GO_0043244_6	bssR//nanC//rutB//btuB//ligA//allB//mdlA//yqiH//aaeA//fhuB//pepQ//xanQ//yajO//cusF//arcC//sapC//feoB//glgS//mdtA//dapD//
GO_0043254_5	nikR//yfcP//chbB//sapD//shoB//focB//hofC//leuB//mnaT//yibT//yhjD//yggT//iscR//cysM//trmI//nuoM//fabH//emrB//znuA//ruvC//dcp//glnH//crp//thrC//bamA//
GO_0043255_6	nadE//hisP//dmlA//
GO_0043269_6	endA//rhtB//yehT//ssuA//rpsQ//fryC//yqjH//
GO_0043270_6	yiaB//ygbM//
GO_0043271_6	yjhB//
GO_0043335_3	bioD2//puuR//yidA//ppk//
GO_0043392_6	lptD//
GO_0043393_5	hns//
GO_0043412_5	ubiJ//orn//phoB//cynS//yhjX//ychO//csiD//acrA//frdA//mutT//glxR//mprA//phnO//yfbS//waaB//hcaF//pfkA//aroP//araE//ttdA//slyA//gcvA//cysS//speA//lpoB//fabG//flhA//yefM//clsB//mreC//yafE//flhA//nrfC//yejA//dacC//dgt//gadE//yghG//selD//fic//feaR//xylH//ypdA//glyS//lysS//gltK//yhbS//folX//pgi//kdpC//rihC//yqcC//citE//pdhR//cho//kbaY//umpH//dhaM//sgcA//potB//potD//ybdO//lipB//dnaT//mntR//aroA//allC//ascF//rsmJ//menB//glcB//ppsA//phr//ytfE//eutR//rluA//yibF//glcF//ddpA//ygiV//rpsK//ldcA//msrC//abpA//intF//yciT//grcA//yjhG//mdlA//rpe//yjfF//dicB//yhhZ//fhuB//fre//higB//ypjD//ttdA//fadL//dnaE//ybaQ//raiA//mrcB//nagC//nhaB//cas3//argS//lit//abgA//gmhB//topAI//fes//hyi//pgrR//ptsG//yjhG//rseB//narY//cydC//yqiJ//glpR//hybG//yciH//gcvA//pyrE//glnP//citE//parE//gatD//rlmF//yagI//selU//baeS//allD//rseC//ggt//motA//yhbQ//gadC//pheP//ygbL//chbB//flgB//mlaC//cvrA//casE//yhhT//yafS//mltC//intA//guaD//cdsA//zntA//rtcR//mlaD//yqiH//lpxP//patD//btuD//lsrA//panE//ydiV//ygcW//dppF//xseB//truB//yahB//tyrB//ispU//sad//mnmE//mlaF//cheZ//hisD//hdhA//trxC//garD//ydiV//cheY//recD//glpF//cbtA//ybgP//dinG//thrA//moaE//ftsI//cobB//ygeX//mgtA//envR//cheW//argS//uraA//ribB//trpL//dpiB//glpR//setC//dgcN//kbaY//waaU//yoaB//tadA//groS//fmt//ompG//ypdB//hinT//iscR//mdtF//htrE//ygjK//fecB//yhjG//pfkB//ulaD//recE//fdhD//gntK//ompR//ydcR//ydaN//dgoR//pepA//waaO//sufE//uraA//cspA//yqjA//nlpA//secD//
GO_0043413_4	patD//
GO_0043414_4	frsA//pheM//tolA//hns//rpmJ//cytR//tusC//htrE//rluA//pheP//aroF//smpB//cecR//fumA//rplK//avtA//coaE//putP//glgA//dgkA//murP//flgK//pspF//mutH//glpB//fabD//mreD//astC//marR//csdE//yegT//dcuA//psd//ybhS//tcyN//ompG//rpsQ//yoaA//yciF//yfaV//ihfA//yjiY//ssuB//ada//yafE//lgt//hlyE//recC//npr//mcbR//hupA//potH//
GO_0043433_5	pepN//intS//gltX//nrdB//ypdC//ygfX//
GO_0043436_5	aas//uhpB//ghrB//bamB//kefB//pdxJ//pgpC//hisF//tdcD//topB//lgoR//lipA//cydD//dmlA//csgF//ynaE//nlpA//yfiE//fdnH//osmE//nikR//sapB//yeaD//narL//yeiL//symE//tusA//yaiV//ilvI//lapA//ccmE//opgE//ycfH//yfdG//rep//mdaB//cspA//uxaC//hdfR//rfbX//rplR//rcsB//ttcA//ybcJ//yieE//xthA//gspE//folE//elbB//murR//eutD//pdxH//fimF//rsmB//yphC//bcsA//fabH//sucB//rng//cas1//ibpA//narL//purF//ykgO//yeaD//rutR//norV//elbB//tatA//yhjR//mraZ//ydiZ//hybB//rlmN//ogt//fryC//yggD//folX//hsdR//nusG//paaC//trmH//leuD//yahK//sohB//yhaV//kduD//bisC//gadB//abgR//kduD//rpsQ//ptsH//etk//mntH//ilvA//xylG//yddL//argO//dcm//mutH//ribA//panZ//astC//gluQ//dxr//hisB//rfaE//tesB//yhjX//secF//satP//tadA//pinE//gpr//hsdR//mipA//ackA//hpf//iscA//rsmJ//ssb//zwf//ychO//yhbY//torI//cysZ//tolQ//yheT//tolQ//eno//panD//fepD//yebZ//bepA//phnN//gmd//lolD//hemA//aroE//chbR//abpB//rlmE//acnA//rhlB//ycjD//dsbC//nadK//fpr//yieE//nanA//holB//kdpA//melA//mtr//cas2//cysS//lptG//znuA//aidB//lpoB//crfC//acpS//ilvB//prc//yiaT//yfbU//pcnB//yjaA//edd//lldP//ompR//cas3//thiC//rpsO//kdsA//rpsT//tnaC//tag//maa//phoB//fdoG//dppF//fabD//elfG//sapF//dcuA//agp//paaG//mrr//fixB//caiT//frmB//rpsD//vsr//sapB//tnaA//yehY//elaB//dxs//hycB//crcB//yihR//hybD//ugpC//cusS//ydcI//gyrA//mdtQ//pckA//cbl//flgD//zitB//smrA//rnhA//lpxP//aroB//pdxA//umpH//aldA//fdhE//glgB//ldtD//ogt//livJ//narX//puuA//ybiW//yehU//sbcD//dppA//borD//insI-1//ompW//hipA//ybiJ//tap//ompC//feoA//fdnI//trmA//alr//gudP//asd//elfG//accA//epmC//hyaD//yebZ//tyrS//dedD//rlmD//mnmC//dedD//wbbK//cynT//garD//sapF//malF//arsB//yieE//sdhD//lpxT//purR//sgbE//prkB//sapF//rlmG//yahF//manZ//elfA//ahpC//murF//idnO//csgE//yohD//gltL//agaV//cobC//cdd//exuR//rep//deoA//bluF//sucC//allR//waaH//pagP//cdaR//rlmC//alkB//pdxY//fadB//dppF//yeeL//yajQ//fieF//cobC//pdxJ//yhbX//yihW//yhcF//ssuB//dacA//ydcR//dapB//dpiA//fepC//tauA//ubiI//sgbU//tolB//dsbG//comR//patZ//recA//yieL//yfeW//spy//glrR//artI//ugpC//pta//ydeT//tatC//scpB//ybdO//prpC//hslU//satP//insE-1//aaeA//rmf//potC//cobT//sbcC//lysP//apt//insI1//pinQ//dinQ//rhaD//yagF//cheY//yfbV//yfiC//yajD//ubiI//yiiE//hypF//garP//flgB//comR//yggE//hipA//rbfA//sufC//umuD//yjbG//mltG//insI3//ymgA//prfA//bioB//rimI//mdoD//yibF//mdoD//bamB//bglX//purL//nagZ//pspA//yejF//proP//glpK//preA//ychO//narY//tcdA//fliZ//ybcQ//hexR//yehP//thiG//rodZ//mdtL//aroF//phoU//dnaC//glnD//metR//mscM//pstB//clcB//argO//rzpD//rpsO//moaB//yhdZ//dhaL//araB//tldD//fadB//ibsB//rluD//gatA//speG//intS//tdcA//yjhI//gph//yfbV//nuoM//prpR//rraA//accC//edd//yeeA//napA//rhtC//recR//dapD//phnH//fhlA//ihfA//yieE//hypF//pgk//ddpX//uxuB//ydjM//rlmL//glgS//phoU//ygcR//sulA//sfmA//dapB//idnT//garP//pcm//ybdR//yggN//ykgO//fimB//dpiB//rlmI//
GO_0043438_6	lpoA//
GO_0043442_6	yafQ//
GO_0043455_5	alsC//rhaR//yahB//perR//
GO_0043456_6	cstA//
GO_0043462_6	mdtK//ubiB//symE//yaiW//recR//galM//
GO_0043467_6	srmB//hofN//
GO_0043470_6	ytfP//crl//pntA//priA//
GO_0043471_6	mzrA//srlE//yjjI//
GO_0043484_7	iraD//
GO_0043487_4	insB-4//fdnG//pykF//moaC//nadC//pgk//
GO_0043488_5	yaiW//hflK//rpsI//hha//ybhF//
GO_0043489_5	rplP//
GO_0043543_7	tdcE//yjbH//treF//pyrD//argS//yibA//higA//pyrC//nrdB//mltG//ftp//pdxJ//rlmE//
GO_0043545_5	prc//trxA//trmL//idnK//lnt//ibsD//stpA//phoR//acrF//yfdO//yfcR//
GO_0043547_7	lhr//hofO//hyaA//
GO_0043549_6	casD//hisA//
GO_0043555_5	trmI//sgrR//
GO_0043562_6	dnaA//kup//
GO_0043570_6	gpmA//yfcA//arcC//
GO_0043571_7	rayT//arsR//deoR//
GO_0043603_5	ppk//zapC//ymgC//rnc//patD//ykgM//hypE//yciK//mcbA//mscL//kduI//hisF//ybdM//der//tnaB//plsC//yfcS//flgI//acs//upp//bolA//ycbB//hcaB//thiH//rsmE//carA//yhdW//cobT//caiE//yfhM//pabA//btuB//uspE//yebK//ytfP//dinD//csrD//kbaZ//adeQ//artJ//purB//yehT//cydB//lysO//rhmR//gatY//polA//deoB//ispA//add//ompF//rhaT//upp//yidZ//fbp//soxR//xerC//qseC//yddL//flhC//feoA//bcp//asnS//fklB//nlpA//fes//trpC//yfbR//rclR//hicA//rplT//ydiP//dadA//psd//ftsB//ycfL//hxpB//yohC//insF-1//clsA//rcnB//cobB//dapF//recR//ybbY//murG//rpmF//ampE//fbp//iscX//ampH//ydcM//lacI//bolA//appA//birA//uvrC//sppA//ydcS//ydjK//yadK//alaE//ydeP//murQ//yajL//fabH//pstA//yfiF//yjtD//ypdB//livM//hxpB//rplO//dnaX//rzoR//ybdR//gadE//purC//rhaT//ccmF//yrbG//ydjK//degP//vsr//envZ//waaL//afuC//
GO_0043604_6	rclA//mmuP//tdcA//bglH//yhaO//minE//atpH//sixA//yegS//mgtA//pntA//map//yajL//rcsA//csgG//mdtD//cyoC//thiQ//kilR//ilvA//yadG//rarA//ldtC//bdm//yneL//hyfR//fadE//phnN//yggD//recC//yabI//hyaA//thiG//higA//truC//ybeF//yidD//setC//yeaK//elaD//rrrQ//rsmH//comR//gapA//ytfP//arcC//clpS//uidC//waaJ//lptB//crl//rlmM//kduI//csgG//bamE//trmD//yjaZ//bsmA//ibsD//kdsC//narW//rhaA//hinT//opgG//pstS//nupG//priB//dapA//galK//nlpI//opgH//rusA//bcr//rpsE//waaC//napD//waaY//bamA//ydiZ//paaC//lsrR//recR//adiY//xerC//yidC//ynaI//acnB//ascB//puuP//ybhA//mltD//yddL//ybcJ//ilvL//betB//hypT//araE//dtpB//yhdX//
GO_0043605_6	slyA//gspF//ybjC//sstT//fliL//
GO_0043610_4	thiH//
GO_0043624_6	proC//ruvB//ybhS//yhjC//sspA//yebZ//glpX//
GO_0043628_9	hemA//norR//yadK//
GO_0043631_7	arsR//hisS//
GO_0043647_5	rmf//hprS//
GO_0043648_7	hflK//rho//yajO//ilvL//ftsK//fumA//ddlB//yjiA//trpGD//fdrA//yiaO//nhaB//iscS//wzc//rluD//yiaO//fixB//mutT//rlpA//phnG//ppiA//leuA//uxaC//nadA//nupX//ydaV//yadV//cbpM//mnaT//xisR//nac//cspD//yagF//paoC//yebZ//phr//smrA//csgF//fumB//cho//ilvN//xylB//yahI//lptG//murC//argO//rimP//ydjK//citC//yfdS//pepQ//galS//dnaN//yfjV//ubiE//rfaB//recF//aes//atpA//argA//ppx//mtlR//panC//putP//bipA//ycjW//ydiO//crcB//rimM//miaB//ynaE//fkpA//nfuA//hsdR//
GO_0043649_7	acrZ//recT//sxy//ftnA//yhjV//glgB//mnmE//thrS//ygcR//yfiF//marR//
GO_0043650_7	glsA//yadN//mscS//ybhA//oppC//secA//dcuR//mcbA//acrE//pheM//yebS//dhaM//pheP//tauA//hyfC//potF//flgH//murQ//hofQ//malE//yiaA//dgcM//aldA//ynbD//trpD//ymfK//cyoB//
GO_0043686_7	ppc//
GO_0043687_7	norV//ffh//polA//lamB//trmJ//cheZ//menE//
GO_0043708_5	yecS//agaV//ygaH//tusD//ynbC//yehZ//dgcQ//cdgI//rayT//narY//selA//mtlA//yjeI//nanE//ygbM//
GO_0043709_6	hybD//narH//yjiM//yhjX//frwD//cpdB//menF//fhuF//narY//
GO_0043711_5	ttdB//yehT//nadC//tilS//icd//lpxH//rplO//yfaE//yafC//asnA//psuG//phnI//relA//ibsC//aceF//trmL//glpG//yphF//yjbB//mtr//yjiM//
GO_0043900_4	narL//glcC//glnL//surE//proA//argA//flgM//yaiV//ugpA//yfaE//trkA//glnA//rsmJ//
GO_0043901_5	aaeR//cdh//frvR//fixC//
GO_0043902_5	suhB//potF//
GO_0043933_4	caiF//pppA//yifB//yagE//mngR//ydjE//ilvC//alkB//bluR//flgC//pspA//tonB//ycbV//yibT//rlmB//cirA//yfbR//oxyR//sad//uxaC//bglH//leuB//nanE//fadD//gmd//ybdO//cytR//abgA//ypdA//ptsP//yeiL//gatZ//elfA//wzb//ypdB//gcvA//aroE//tufA//yihV//astB//cysK//tdcC//rsfS//dgcE//hybA//ascG//dedD//ydiO//ompT//yiaA//mntH//trpL//msrA//iscU//tabA//frlR//rnt//fdnI//recO//hchA//ptsP//mtn//surE//rlmA//ybfE//phnO//rluD//psd//ibaG//prmB//leuC//panD//dgcT//abgT//yfcA//adiY//insI-2//mhpR//spy//yphF//hemE//hisI//yfaU//cynT//hycH//flgJ//zinT//mhpB//fepG//moaE//phnP//secM//degS//uxaC//idnO//elfC//pfkB//rph//lpoB//rpsT//
GO_0043952_7	rarD//hyfA//ykgA//mdaB//argB//
GO_0043953_7	aceA//glgS//sufA//menH//
GO_0044003_5	ibpA//tehA//yoaA//menB//
GO_0044004_6	cynT//yhjG//hypB//mocA//
GO_0044010_5	kdpA//yraR//sspA//tyrB//secG//hflX//insE-1//xylG//ansA//csgG//plsX//xylH//fabA//hipB//murA//yraH//pyrC//ybgI//mraZ//ycjW//lysS//coaA//rpsQ//rplE//holB//alaC//cspB//allR//torA//yibH//
GO_0044011_4	yfjV//cspG//hemN//rssA//nemA//dgoK//tbpA//dppB//
GO_0044036_5	lasT//tehA//fabR//dmlA//lyxK//priB//dpiA//mrdB//selU//panB//slyD//ybcL//yjbH//agaA//dnaE//yaaU//rpoH//pyrG//aroC//purA//gpmM//insE-1//ynjA//abgR//ybcC//allD//ribA//dgoK//ampD//rpmB//cysE//cysS//ariR//gnd//dcuB//chbB//gutM//nirD//mraY//araG//waaL//recG//add//rplM//rfaE//ydcI//ycjQ//
GO_0044038_6	rseB//prfB//tap//dppB//potA//flgF//tnaA//tsaE//ypjD//cspI//ldrD//glnH//yaaJ//cmoA//yajO//ariR//frmB//yjcS//nagE//rclA//cadC//rnlA//guaA//yqcG//pgaD//tar//tnaB//entA//ydhJ//ycjU//hisF//yehZ//pstS//frwD//norR//grpE//moeB//asnC//dgoK//selD//yhjB//sgbE//entC//
GO_0044042_6	frlA//mntH//sgcB//sseA//lapB//gspF//xseA//atpF//yeaD//xisE//lpxD//ybdO//ydjK//zupT//adk//cysE//livG//insB-4//xthA//murA//ytfQ//
GO_0044070_7	hypD//ypdC//cspC//cmtB//
GO_0044085_3	tufA//ycfL//ybhJ//phnC//fimD//lpxB//ydfD//rng//mlc//dinJ//waaG//shoB//narG//rhtC//cbl//rimO//adeD//rayT//miaB//
GO_0044087_4	clpP//yibF//potB//ydcM//dicA//topAI//yiaM//rutB//cyoB//mdtJ//cysN//ftsW//nrdD//ydjK//rpoS//surE//yebZ//tktB//appB//prmA//rpmG//gph//cynX//lpp//yceO//fliG//bssR//lptA//mnmG//yjiA//yidC//nuoH//yceK//dacA//
GO_0044089_5	yhhY//wecC//uhpC//torC//hisF//murI//melB//rph//insB-4//yihS//mdoG//ghoS//soxS//
GO_0044092_4	rihA//ybdN//rutB//cpsG//ymfA//msrA//upp//ybdH//ybaL//rluB//potD//ettA//pcm//rimK//fliT//rlmA//hisQ//ygfA//garR//yhgH//pdxY//cusC//cysQ//yagF//rpoS//iscX//mlaE//yihL//fucP//pphA//prpR//rlmJ//ppiC//rhmR//ltaE//sgcC//
GO_0044093_4	glnQ//mmuP//murJ//yhaM//mhpD//mtlD//rrrQ//yjaA//lpoB//ygdG//hisI//yehY//yfbU//speG//yjfP//gnsB//tolC//glcD//ulaD//yeiG//ugd//nirB//rfaQ//mtlA//rpmE//recG//ridA//
GO_0044106_5	aidB//ynfK//umuD//nuoE//nrfD//yraK//phnK//alaC//tyrR//rcsB//treC//diaA//gadC//dpiB//ymgF//basR//asnB//syd//recG//waaY//yigL//cvpA//mtr//eptA//gph//fruK//ybcC//
GO_0044179_5	znuA//
GO_0044208_7	yjfF//
