#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	msrC//potD//hyaD//truB//
GO_0035966_4	rfaC//gldA//ygeV//ldhA//kbp//rpmF//lolC//
GO_0035967_5	dmlR//entH//rstB//ytfR//lepB//
GO_0035999_5	lolC//yeaE//aspA//ortT//
GO_0036001_7	atpG//
GO_0036046_8	lsrA//
GO_0036047_9	phnK//
GO_0036048_8	rluF//
GO_0036049_9	truD//
GO_0036088_6	dapA//
GO_0036103_6	wza//hypA//
GO_0036104_6	ugpC//mtlR//
GO_0036172_6	yhjV//
GO_0036211_5	pstC//yieK//purR//atpF//sfmC//entS//ydiF//elaD//hofO//asr//clpA//ybaO//ynjA//ygaH//yqgF//nanA//rplI//cpxA//ilvL//glnE//nhaB//araA//yiiM//leuC//fimF//yegD//argA//holC//emrY//nanA//msrB//rimL//rffT//ibsA//serB//znuB//zraS//yqiI//lsrC//umpH//waaC//ssuC//xylA//ldrB//fixB//sapA//yghW//rsgA//gpmA//rnc//yjbB//yhjX//dcp//dsdA//rhaM//rlmA//proQ//dgcZ//crp//gltD//ybdG//kefG//lpd//dgoD//yjgX//etp//ydiV//cusB//atoS//sfmD//yfaV//nikE//pdxK//pitB//yoeE//rclB//fdhF//feoA//creC//mlc//bglJ//yqiI//fadL//ulaG//ppc//bcsA//dcm//fiu//yrfG//yihW//fdx//sucD//tsf//ygaZ//sgcE//fabA//tyrR//kdgT//nrfG//dtd//folD//rplN//panC//lacZ//glxK//queA//acnB//chbG//rfaQ//ftnB//leuD//arnE//fis//atpG//mcbR//nanE//yhdH//nuoE//uxuA//mdtI//gltB//pdxH//aceF//yoaB//yibF//yieH//mltC//yjfP//priB//hypC//melA//cstA//mzrA//lpxK//cbtA//kdsC//mngA//dxr//nudC//aroP//ynfE//elaD//
GO_0036214_3	yhbY//
GO_0036265_6	ftsZ//insI1//tktB//atpD//
GO_0036289_9	secF//aqpZ//
GO_0036293_5	hybO//yafE//ykgM//
GO_0036294_6	flgF//yedP//truC//
GO_0036388_7	cutA//
GO_0036447_5	yabI//tusB//leuA//
GO_0036448_6	galE//arnF//sapF//
GO_0036460_5	ydcR//cptB//argH//ackA//selU//rcsC//
GO_0036506_5	ubiB//
GO_0036525_7	rof//
GO_0038083_9	hyaA//yjcO//prlC//flgK//pdxJ//
GO_0039633_6	ppc//yfhH//sucC//cysQ//
GO_0040008_4	mhpR//mglB//agaW//dnaA//yadK//ygfA//mutT//insK//ybjL//dnaB//
GO_0040012_4	bsmA//panZ//ydfG//yfbV//fadD//ogt//rbfA//pgaB//hyaC//chbA//nfsB//bglB//rplX//clpA//
GO_0040013_5	deoC//asnC//cvrA//gstB//pgaD//caiE//pdxA//
GO_0040033_9	arnA//
GO_0042026_4	ybeY//sseA//gudP//recR//tsr//kdpD//yafS//ygaV//yafN//
GO_0042040_7	ycgV//
GO_0042044_5	yajR//
GO_0042126_5	gabP//tmcA//hemA//cysQ//
GO_0042128_5	comR//ybhG//
GO_0042133_4	cpdB//citT//menI//rnlA//ivy//gatB//tcyJ//flgJ//cstA//yraH//hemC//ybjC//yafQ//rutA//metE//bglH//
GO_0042135_5	pppA//gor//ampD//envR//rffG//entB//sdaB//rfaG//pal//galF//ascB//hcaT//glmS//
GO_0042136_5	hybD//rhmD//
GO_0042150_7	tap//map//ydcP//
GO_0042157_5	intZ//clpB//gluQ//uacT//
GO_0042158_6	fliZ//malF//glpD//
GO_0042168_4	dhaK//aroE//bcr//adk//yjeI//proX//speD//hemB//lpxT//
GO_0042176_6	purR//rnd//argC//ypdB//
GO_0042177_7	adhP//pnp//insA-1//
GO_0042178_5	dnaT//selD//eco//sxy//xylE//yfaX//purR//tdcE//rimM//purB//rihB//lpxC//malI//htrE//ugpE//yphF//hiuH//umpH//rpnB//
GO_0042180_4	yhjC//ydgA//ydjM//pepN//yfdK//mntH//psuG//mngB//rho//mltD//yeaD//recE//emrB//yebG//yeiL//mgtL//yibH//kbaY//yfiF//uhpC//dppC//rof//ampE//serC//pabB//arnF//fkpA//polB//dgcT//nagD//umpH//mog//gltL//menF//yqaB//ydcS//ycjQ//yfdO//norV//nrdI//skp//kdpD//yceO//ygiN//rutR//ppx//cra//yafS//btuD//kefC//nlpE//yjiA//melB//pheT//yhaV//mrr//rhaM//uxaA//nadA//
GO_0042181_5	yeeA//fau//rpmJ//ycaO//csgD//dgcJ//hsdM//proQ//fecD//treR//fbaA//sodB//nemR//ybjD//galM//yaiW//phnM//yedX//yggN//gcd//hyfR//paaF//pagP//mraZ//
GO_0042182_5	yqeF//mcbR//ydcT//thiP//tcyP//dapF//hisD//valS//hscA//lptG//yejF//cysI//zapB//napA//katG//xdhB//lexA//hofP//coaD//sucC//pheS//hisF//rluA//uspG//leuS//actP//yjgX//atpF//ycgB//
GO_0042219_6	cof//frdB//yfiR//ymdB//lepA//
GO_0042221_3	hybO//lpcA//ydiP//metN//tolR//phoP//aroD//fadD//elaA//yhbS//paaB//cysU//psuG//gcvR//pncB//ygeV//rpsQ//infB//glpF//yedL//yhiM//infC//rpsN//kilR//glgC//bdcR//livK//guaD//yraR//astB//gntP//yiiE//fhuD//lpd//paaX//glgX//rplO//fumC//recD//folE//fabZ//menE//prpB//gutM//livF//ycjU//bglH//lpxC//cusF//ung//yebK//wzzE//ygiV//pdxY//yeaE//lit//lptE//murJ//phnH//add//pyrL//ydiB//vsr//rpmF//rlmC//yfbV//mglB//cydC//yagF//artI//flgG//soxR//ydgA//mntP//hypA//ybdN//gltI//waaL//bssS//hisH//ygiB//ybdZ//uxaB//mlaE//yjiA//mfd//treR//rarA//casB//gntR//murQ//mioC//yieK//prs//ydjK//rplR//rhaT//glyS//cheY//ompT//lsrG//exbD//dnaA//mtlA//speB//tsaE//caiT//yiaN//fmt//mioC//yjbG//lptE//yidQ//yehP//gcvH//dctR//eptB//eno//nagE//envR//hdeB//alsK//ygfZ//hcaR//prkB//ycdX//ubiX//relA//lpxB//yfeX//clpB//phr//phnG//ymfK//rstB//rssB//lasT//dgoD//rimP//fliZ//dhaK//rmuC//ynaE//ygjK//frwC//yafE//arsB//acrD//tdcG//rdgB//fcl//mrcB//ybdH//srmB//rlmL//yadK//yfbS//bdcR//prfB//frwB//fsr//clpS//abgR//mltD//agaV//agaS//adhE//folX//yacG//modC//rihB//gltS//asnC//yhgH//yadN//phnM//lgoD//minE//fhuB//nadC//gadC//fadM//relB//abpB//yebQ//mgtL//hycA//yihQ//yajL//rdgB//phoU//skp//ompA//kdsC//elfG//tsr//fepG//gudP//tauB//ftsW//ugpE//cas2//preA//pdxB//cas2//yafO//ibsB//glsB//uof//borD//rplI//fau//fepE//sfmD//emrK//flhA//ynaI//agaV//fecD//yejA//carA//yedL//yehU//leuA//umpH//chbF//pheA//eutA//waaP//ttdB//fimI//smpB//afuB//gstA//dgcM//
GO_0042245_7	yiaF//kefG//fimC//
GO_0042254_5	tcyP//purD//wecE//malP//lysC//sixA//ybcM//
GO_0042255_6	ybaK//wza//
GO_0042274_5	crfC//mioC//ynfE//ybbY//
GO_0042278_6	citC//yihP//rhaR//selU//sapC//mazF//moaD//frmR//fimB//artP//csiD//yieE//tatB//eco//ebgR//idi//dinD//zur//
GO_0042304_7	dppD//yqiH//gatY//
GO_0042325_8	betB//sdaB//
GO_0042327_9	rpmH//
GO_0042330_3	aroD//rpmG//mdtJ//sdhE//pyrH//garL//carA//yjjX//pphA//ycfH//sad//nhaB//mngA//ybfE//ddlA//amiA//
GO_0042350_6	secM//
GO_0042351_7	rcsC//
GO_0042354_7	pspC//treR//rlmC//lit//hrpA//mntH//
GO_0042355_8	glnS//dgcE//abgB//csiD//torC//uidC//
GO_0042357_5	dnaJ//yfhH//
GO_0042362_6	lpxH//
GO_0042364_6	leuS//deoB//csdE//secM//elaB//hycH//mdtD//mrdA//paoC//ilvN//ycfJ//rpoS//cmoM//nusA//ybhJ//mqsA//ubiJ//ykgO//yeaK//ilvH//ssuB//yhdJ//livG//mpaA//rnr//ybiO//hofC//ybeF//yhhT//tktB//tatA//potB//araF//epmA//purA//argF//ldcA//lolE//prkB//psuG//proX//pepA//prmC//yahN//leuA//elaB//sgcE//tyrR//tusC//aceB//mepH//btuB//yhhZ//rspB//nrfC//argC//
GO_0042365_6	puuP//dctA//dapB//rhmD//
GO_0042371_7	rpsD//
GO_0042373_6	alaS//
GO_0042398_6	chaA//pepN//yghG//dhaK//rhaR//eutD//fryA//spy//rhtB//fau//rsmI//pfkA//rluD//orn//dcuC//ptrA//metE//nusG//ibsE//aceK//
GO_0042401_7	ompR//yajQ//yedX//atpB//insI4//ftsE//yghU//rnt//ymfA//gatZ//livF//gatZ//acrE//malS//
GO_0042402_7	rplK//hisI//yiaN//lepB//fre//pepT//uhpB//pcm//gltB//yijE//hcaD//accB//rlmH//
GO_0042413_6	ybjD//higB//yejF//gltP//
GO_0042430_5	nemR//malE//hcaT//ubiB//moaA//abpB//mreC//ydjL//hemC//argE//
GO_0042435_6	allD//ymgF//yihQ//yneE//potI//ymdB//rnd//gutQ//tap//
GO_0042436_6	eptA//
GO_0042439_5	aspA//
GO_0042440_3	argO//sucC//bfr//efp//sgcE//rpmA//dcd//mqsR//yafO//chbB//thiQ//tolB//yhaO//ptsG//
GO_0042443_5	tauC//rbsB//
GO_0042445_3	bepA//dinI//ygaH//sdhD//glnL//uidA//prpD//ampE//edd//coaE//yieK//yjhC//rzoD//dgcZ//
GO_0042446_4	mrp//
GO_0042447_4	perR//rsmJ//tusE//yibH//rpnB//spy//clsC//mraY//entF//tamB//ybiV//lgoR//purC//
GO_0042450_7	emrE//secE//rpnC//ycbB//yebZ//ybeQ//
GO_0042451_7	hypC//hemB//hdhA//gmhB//yciV//paaB//
GO_0042453_8	lptA//
GO_0042454_7	adeD//ykgO//ydhC//ybhI//yibT//shiA//murQ//ygeX//tauA//rbsB//dcuA//tusD//
GO_0042455_7	cysG//yqcC//tmk//uvrB//pdxH//srmB//yicJ//pykA//ydgA//ycdY//pheS//oppB//araE//yidA//frdB//ppiD//nrdA//
GO_0042493_4	yfaX//mcbR//amiA//yceK//pntA//cutC//rspB//yobA//pfkB//hycB//fixC//yihR//nlpA//crcB//wecA//ecpR//prpR//flhC//queG//fdhD//mhpD//borD//grxD//queF//glgC//atpD//ftp//nuoH//rbfA//azoR//allB//infB//rbsC//dcuR//recE//bolA//entC//cpxR//ybhG//yqjH//torA//pstS//tadA//cra//yidA//oppD//rhaR//ilvE//fimD//
GO_0042537_5	yedL//livF//cheB//recD//rpsA//mug//hscB//epd//gadB//yajR//lolE//frmB//leuO//yneJ//ftsX//gltI//mgtL//fepG//viaA//yihL//mutH//yfiC//
GO_0042538_6	tktB//chpB//
GO_0042542_5	rbbA//cptB//mscM//eutR//proV//yjaZ//hslV//stpA//cmk//ybaL//flgC//gsiC//poxB//tsr//lacI//yfiE//nrfD//ogrK//
GO_0042545_5	gatZ//
GO_0042546_4	bolA//moaE//ushA//lsrD//gutQ//ybhR//yidE//fepG//malX//nanC//
GO_0042558_5	rpnB//yhgH//pgpA//xylE//bdcA//phnI//argO//sbcB//yecS//pta//holB//fimC//atpC//glcA//yigL//hemH//yhfS//chbG//
GO_0042559_6	ycaO//lptB//gadX//fucK//ugd//agp//ascF//cdd//dbpA//degQ//waaY//ilvD//opgB//
GO_0042560_6	dapD//metF//
GO_0042592_4	bsmA//recQ//mhpA//hyi//rapA//higB//exuT//lsrG//dppC//yigB//mntH//ygeR//gnd//icd//nrfB//serA//araE//rarA//yadI//rarD//frdA//nrfC//csgE//ibsA//eutD//flgC//flgK//bcsA//pinE//ycdY//ibsD//creC//secG//tsaC//lysC//ycdY//recB//ftsY//yhcH//ddpX//rcsB//aaeR//ybjD//prmB//glgC//ycaO//amiD//pgsA//gatZ//rpmJ//yagG//ycfH//kdsA//yjhC//gsiD//yoeE//selB//garP//mdtE//
GO_0042594_4	ydjK//amtB//ldrA//hiuH//dnaN//clcA//cueR//dtpA//bioD1//chpS//leuA//mpaA//ycbV//fhlA//roxA//cbrA//degP//rsfS//mtn//ribD//hrpA//rhaR//yjfP//gcd//lpxL//napF//bamE//corA//phoU//hycH//dnaG//ydjM//slyA//trmD//bcr//
GO_0042618_5	ybdG//
GO_0042619_6	mraZ//
GO_0042710_4	gldA//acnA//cmtA//yihS//hofO//yehZ//sgcB//yajL//kilR//fhuD//ebgR//aroD//rnhA//treB//agaB//yeeJ//phnP//yfbR//yjcE//tdcB//nrfC//gdhA//cobU//prfC//artM//mltF//sohB//hyi//waaZ//ymgC//paaK//feaB//rodZ//murC//flgC//nth//rarD//yidD//ispF//ybdM//gspI//ribD//tap//yegD//lepA//dsdC//wecB//hemB//yahI//plsB//cadA//
GO_0042723_5	cpxR//yhjR//rpmB//dadA//mreB//dcuA//lgoR//ldtC//ybcJ//lldR//waaZ//thrB//
GO_0042724_6	ligA//yjtD//nirD//dcp//pyrL//hldE//mepA//cecR//potE//hofM//
GO_0042726_5	plaP//yabI//nuoI//rfaE//hyfA//yaaU//hsrA//mscS//
GO_0042727_6	ydhC//yhdH//bglJ//ybjD//sseA//rna//kdpD//zupT//
GO_0042732_6	moaD//purU//focA//hrsA//ulaB//
GO_0042737_5	yjjG//caiT//ymgF//yoaB//lsrK//secA//ddpA//mltB//dhaR//dsdA//envR//yfcF//dapA//ffh//rlmH//uspE//ychH//ftsL//dhaM//dinB//yedP//ftnB//rapZ//ptsP//puuP//fadE//idi//bdcR//ydeI//paaB//cysS//yohD//tyrA//rlmE//tktA//yadC//ynbC//xylA//torY//radA//ldtC//oppB//yibF//pspG//yejF//mtfA//degP//panZ//glxK//psuG//ihfB//cysI//sdhB//ccmG//hyaA//
GO_0042743_5	aqpZ//yfdS//
GO_0042744_6	ivy//ghxQ//
GO_0042759_7	lipB//purA//
GO_0042773_6	uvrD//
GO_0042777_8	waaB//
GO_0042779_8	recC//
GO_0042780_10	rpoH//degQ//ogt//
GO_0042816_5	sapB//gspI//yjjG//malF//lipA//scpB//deoC//rpmG//carB//
GO_0042817_5	waaH//
GO_0042819_6	plaP//pstA//mtn//ycjP//fepB//uxaA//hcaE//araB//tyrS//
GO_0042822_5	mdoD//hinT//feoA//purN//fetB//bcsA//hscA//
GO_0042823_6	queG//mdtI//caiB//dusB//rpsA//ilvN//trpS//
GO_0042836_5	fhuC//yjeH//ynjA//pgsA//
GO_0042838_6	fadI//sbp//eamA//moaA//
GO_0042839_7	gatB//araG//ulaF//ubiF//glnB//trkH//
GO_0042840_7	proC//mcbA//yehT//yjhC//tldD//yfcF//
GO_0042843_7	yjcE//cfa//
GO_0042844_7	ccmD//
GO_0042846_8	envR//
GO_0042851_8	ulaA//hfq//zwf//moaB//
GO_0042852_9	ansA//lptF//fhuC//
GO_0042853_9	fadD//
GO_0042866_8	murQ//nrdR//xapA//sgbU//waaP//sufE//fruA//tatB//appB//wzyE//ynaI//tolB//ybdO//frmR//argP//xapB//torR//gatD//
GO_0042867_8	galT//
GO_0042873_7	ynbB//rnlB//rplK//fur//thiD//manZ//wzb//
GO_0042882_10	sucC//rnpA//gadC//
GO_0042883_7	gatZ//uxuR//ydeT//dld//crl//pinE//nlpA//glcC//
GO_0042884_7	aaeR//lpxM//qorA//trmO//galS//ybiO//wzzE//
GO_0042885_8	torZ//
GO_0042886_6	sodA//ydeM//csgF//arnE//rhlE//hmp//degQ//yhhZ//pepQ//nrfA//ybcC//truB//aldB//yebQ//paaK//topAI//yihU//orn//dsdX//mdtM//nfsB//lpp//npr//ycfS//lexA//fes//ilvD//yejE//uhpA//hyfF//prkB//fabG//artP//ccmD//pflA//gadE//mntR//bcsA//birA//sgcC//cbrA//glmM//efp//feaR//yraJ//tadA//tktB//ynfH//bdcR//fes//yohD//lpoB//dosP//sixA//endA//yqeF//adeD//aroB//malK//secY//adiY//gltP//agaV//ugpE//yqgF//aldA//uof//dfp//nanT//cueR//appB//yciF//yeeL//dapD//cyoB//cadA//rpnA//yfeW//alsA//exuR//yciA//yfcG//rlpA//purU//ycfS//lldD//rplO//tauD//
GO_0042891_6	sdaB//dfp//norW//rplA//rluA//ybdH//gmk//fliM//potI//agaR//phnM//cutC//hypA//btuE//araF//yobF//hemL//putA//fryA//rssA//yejA//ybeF//pdxY//ptrA//pabA//hfq//ccmE//ompC//add//gltB//alsC//fdoG//
GO_0042906_8	yfbU//rbsR//cysS//thiG//
GO_0042908_5	pdeF//citG//speA//tdh//iaaA//yagU//hprR//sutR//fruA//etk//icd//yajO//lpxL//aslB//ettA//uxuB//
GO_0042914_8	pyrC//fimG//
GO_0042918_6	cyoE//gspJ//bioD1//ydcS//feaB//
GO_0042919_6	eno//
GO_0042920_6	ydcZ//
GO_0042928_7	symE//
GO_0042930_7	uspF//yafQ//rsuA//dmsB//mutT//yfaL//yejB//ompA//
GO_0042938_8	fimE//fiu//yfdR//yhgH//mglC//yehB//cbtA//azoR//metC//norV//yiaM//yagF//yjjW//psuG//ppx//
GO_0042939_8	msrP//yebG//rfbD//matP//grxD//narZ//proA//yhbO//hisF//allS//
GO_0042940_7	ycjQ//elyC//cspD//pntB//recF//
GO_0042941_8	ftsI//
GO_0042942_6	dauA//rutD//
GO_0042953_6	rclA//metF//tyrB//
GO_0042956_8	trmL//cadC//yjjQ//sfmD//dapF//
GO_0042968_8	yqgB//putP//yjiR//
GO_0042981_7	ybfA//
GO_0043038_5	rayT//pspA//shoB//cpxA//rpsM//nusG//rfbC//waaS//casC//hicB//aspC//pspD//narZ//hmp//hslU//truC//argH//rsmI//pckA//oppC//ccmC//ilvH//fetA//ais//sgrR//rhaR//
GO_0043039_6	ulaG//rpsM//ybiX//potG//ybiO//yhdZ//borD//msrP//tsr//araH//lamB//pstB//hisD//sfmH//ghoS//cydC//lsrR//dmlR//ftsP//nrdE//bamD//fabA//caiT//lsrD//hflK//
GO_0043041_6	phoU//
GO_0043043_6	eutK//yqcG//yfcA//carA//atpB//bioA//flhD//hslO//codB//rsmI//fepG//bioC//gnsB//csgB//mdtC//yaiP//groS//rplR//yqgF//dpiB//fabH//yjjU//gcvA//yjhC//cptB//frvB//uvrB//mngB//ynaI//uxuB//tcyL//prlC//mqsR//cysS//trpE//yciH//tgt//ybdR//nuoH//malF//nth//sad//cvrA//sapD//aidB//yeaV//yeeO//gpr//ytfP//satP//rpsD//wzzE//dtpB//mngB//ygeV//ygcW//alsK//emrD//eptC//fetA//accA//
GO_0043067_6	ydjE//
GO_0043085_5	ybaT//dadA//xseB//gmk//mtr//diaA//lsrA//recB//uraA//ygfX//nikC//mntS//yaaA//sgcE//xylA//ybcQ//lepB//gadC//yejA//tusA//tsaB//rfbB//cmoA//
GO_0043086_5	prpR//puuR//cysZ//gltS//norW//clpB//araD//cysW//aroG//yeiE//citC//yahB//ybdN//dnaT//fepC//yfcQ//yphD//csiR//waaG//elfG//sdhB//patA//yfdR//pldB//purN//rsmF//
GO_0043087_6	glnD//ompL//nagA//mreB//
GO_0043090_7	ompR//prlC//rfaQ//crfC//yaiP//ybgI//chbG//moaE//gadB//slmA//
GO_0043093_3	pykA//argB//tdcR//bioB//sgcB//amiB//argC//dapF//arfA//paaC//xapA//mcbR//dauA//yicJ//hokB//yraJ//cheW//
GO_0043094_4	yiaO//envZ//mzrA//adeQ//kgtP//opgB//yhaJ//rnhB//yggF//pphB//phoA//eptC//fetB//frlB//hprR//sthA//plsB//glsB//tynA//pflA//yggP//tdcD//
GO_0043096_6	lepB//yjgX//murI//
GO_0043097_6	nupX//ycaO//acpT//acrA//
GO_0043099_7	hisI//
GO_0043100_6	ygeW//
GO_0043101_5	ompW//ypdB//ftsE//trpGD//
GO_0043102_5	yccX//appB//menD//ubiX//
GO_0043103_7	priB//
GO_0043111_7	cirA//
GO_0043137_6	ytfP//sufC//
GO_0043150_8	flgD//
GO_0043157_6	hisC//
GO_0043164_6	trmB//rpnC//cdsA//ilvB//dmlR//rplM//citG//hemB//
GO_0043165_6	cadA//nfuA//yhgF//ydiZ//allR//mdtD//diaA//fliG//gatY//ivy//
GO_0043170_4	hipA//mdtM//tsr//cheR//ilvN//glcB//fecB//fdrA//wza//caiB//tgt//mtgA//cas1//ptsN//hprS//rsmI//xylF//zitB//rlmA//ubiB//sfmH//aroP//ibpA//hisC//lptF//lptE//pgaB//djlC//gutQ//yfbS//nuoG//rluC//gudP//waaQ//nrfC//paaA//ravA//paaX//nrfA//thiM//mdoG//ibsE//cspC//gabD//metC//alaE//yfaX//wza//lamB//ldtE//corA//rplI//dgt//ompL//ypdB//pstA//yegT//fieF//mutS//exuT//ybjI//mglC//betI//uxuR//yodD//dcuR//mtfA//fabR//bioC//lpcA//btuD//yidP//araC//lysP//plsX//fadK//glnL//phoE//gudD//flgJ//add//pgl//yghB//ubiE//hdfR//dapF//tpiA//cpsG//glk//aphA//pbpG//rpmJ//scpB//casE//yodD//yehX//umpG//yghO//betA//yjjU//uidA//eco//yebS//hexR//dgcF//tktA//rssB//hcp//mntS//envR//fepG//mglB//rclR//uvrY//iraP//rrrQ//fimG//dgoA//pcnB//galP//yddG//pncB//ydiP//yebC//fdrA//pabB//maa//pitA//grpE//surA//lnt//idnO//ugpB//yjeI//yaaY//fes//rcsF//fkpB//citX//soxS//kup//nrfE//phnG//ppiA//rplB//dacC//mutT//bcsQ//mngB//lptC//pflA//ycgR//hisS//tig//yaaY//gluQ//ispH//rlmL//sppA//ydgA//kdpC//truD//yciV//recQ//fabZ//yfbU//putP//higB//trpB//yciA//ftsX//cysS//lrp//psuT//hybF//murQ//rlmF//yajD//rpsL//mdtE//glmS//mcbA//rzpR//entE//proB//pspC//ribB//yjfP//yajL//fadE//yecS//trkA//helD//infC//yfcR//rfaB//recB//eptC//glgB//yfcR//dinQ//pdxB//metC//gcvR//csgA//yieK//yagU//yhdZ//yibH//valS//fadD//recJ//nudG//yjiY//metB//tisB//cusF//fumB//pyrE//mmuP//fepA//rbsB//rfaF//ispA//tsaB//znuB//ydaN//deoD//yfgJ//rng//yfaU//ybjL//hisA//shoB//rep//pspA//pliG//recA//viaA//rfaE//minD//sfsB//yceO//pgaA//plsX//ruvB//sdhD//trmL//nrdA//cstA//paaF//fhuB//lolE//pfkB//malS//frdA//amtB//lpp//ydcZ//aer//gntK//ribB//malS//yoaB//flgE//manZ//gldA//ybeQ//nikE//flgI//feaB//yebZ//argA//tamA//lsrA//sspB//tatA//secM//phr//iraP//ilvA//queD//flgA//miaA//rsfS//pepB//proQ//ydeT//focA//chiP//csiD//agaB//zipA//frr//nanR//hisH//minD//yihR//srlE//betT//hemN//emrY//atpF//frlC//fmt//mioC//cysG//ettA//eutR//rplX//rsmF//cca//yafE//psuT//nimT//mdtC//kdgR//ampE//priC//proW//glsA//elaA//dppF//yhhZ//tdcR//idnK//iaaA//yjiY//narX//dgcQ//znuC//cmtB//nrfE//hslR//fadE//thiL//yehC//hyfC//livK//yqeG//queG//menI//gnd//dsdA//bglB//recA//lpxM//yihI//ypdA//fkpA//tusE//gltS//dtpB//flgF//psd//dps//rluB//intE//yfdC//skp//abgR//rpsK//idnT//ynaI//gabP//ydhC//torI//ccmH//yacG//hdeA//acnB//glnD//entF//rnb//lpxM//argD//rplE//rutD//nuoM//pyrH//sodB//metG//lsrD//murG//rhaA//yjjW//yfjV//bdcA//borD//rhtA//pyrG//bioC//argO//rpsL//tdcF//gmhB//fabG//fepA//ppsR//intE//sfmF//selU//ynjA//cueO//secA//ynbB//sdaC//waaF//acrE//caiE//rpsQ//msrQ//idnO//hdeA//ugd//waaP//yabI//gcvP//nimR//cspE//ydcZ//nikB//rimP//yqgB//dkgA//metH//cadC//exuT//acrD//acrR//yadI//yedP//yeiE//cnu//rplW//talB//yahF//cvrA//queC//tsaE//lsrD//nikE//gcd//plsB//gabP//dppF//pphA//waaL//yajO//fcl//lpoB//rplS//srlB//lrp//mrcB//gppA//ortT//dinJ//betI//sbmA//ttdA//insF-1//gldA//sbcC//serC//abpA//ompA//pflB//nirB//perR//uspB//msrQ//nrdH//zinT//sapB//nupG//mdtK//cecR//lptA//atpH//ydfH//sapC//gspF//acpH//yqaA//avtA//adiA//ybcJ//ung//pheA//uof//mhpA//priC//sdiA//rnlB//iscA//bioA//manX//yagF//ssuC//apaH//ldrD//hcaB//sapB//yjiQ//yidP//frc//fliK//yraI//fliZ//hcaD//glcE//nrdD//lsrA//ftsX//lpxD//slyD//nanE//dsdC//cspE//glyA//htpG//ydjH//apaH//pal//blr//yiaA//torC//amiC//fliT//pabA//hofO//rlmH//lon//ycjU//pspD//phoQ//lolC//dut//glnP//yjiQ//argH//mraZ//cusA//rfaB//gpp//plsB//lsrD//smrA//rffC//elaA//yajQ//ghrB//gutQ//lamB//pdeK//kdpE//mhpR//yraR//paoC//yggX//mltA//cmtB//dusB//aroF//msrP//mltA//ccmC//glcD//ydjH//topA//macA//yebZ//ompR//yhhZ//hcaB//acs//pflB//rlmN//yqiI//exoX//narK//phnP//abpB//yejF//cyaA//bssR//hisF//fecB//queG//phoB//yciG//coaE//glcB//pnp//proX//rpsS//galF//malY//dgcE//glgC//asnB//talB//norW//yfiE//fdnI//ompL//ispF//yjtD//rssB//alsC//katE//sufD//iap//murJ//oppD//rplI//gadA//sbmC//aroP//djlC//ydhK//lpxK//yqjH//rlmH//glpG//arcB//essD//rluE//ybaK//lamB//araH//narH//ibsC//yneE//ffh//cynS//mepM//fepG//argO//speD//potE//trkH//sufB//fliD//exbB//der//ybaO//gntP//rhaS//ubiH//ghrB//rspB//lolD//yohC//ampE//ulaB//rpnA//hofM//dppF//cyaA//yiiE//gatA//yqaA//yjiM//dacC//ydjJ//yfeX//recX//modC//ugpB//crp//eutR//gyrB//yafE//garD//afuC//atpE//mzrA//flhD//rpoS//frdC//msrB//yjaZ//trmL//yieE//mntS//ttcA//ybdG//ssuD//ytfE//ilvM//slyA//potB//kdpD//thiI//csdA//cusC//rcsB//rayT//iscR//yraJ//ydjJ//ybhP//hemL//ybiJ//yhjD//nrfF//hdeB//lapB//eno//dacA//rusA//rng//mlaB//phnP//npr//kch//mtn//mdtK//rimP//alsA//yddA//ddpA//prkB//rcsB//glgX//gfcE//manA//sxy//hdeB//pyrL//fliL//gadB//sugE//lsrB//holE//proP//hyi//tehB//melA//folX//rhaS//tap//gadX//rstB//exbD//yqhC//lepA//tldD//cof//yhgF//atoC//dgcE//ghoT//nikB//entF//dkgB//ygcO//vsr//umpG//ggt//tsr//prpB//holE//kdpF//znuC//yfbU//fmt//eutN//aes//nadB//ybjX//ldcA//acrD//cspE//sgcX//mcbA//nrfB//yhfS//prfA//yieH//afuC//rfaG//rplT//xylE//ghoT//thiG//glnE//feoA//rarA//agaV//yceD//oxc//cusB//hybF//yagI//yjjW//opgE//msrQ//ygeX//yehX//yfcV//treC//yihS//nirB//recN//rpsR//secA//rlmI//citT//rpiB//mfd//insI1//entH//era//folD//flgI//aldB//ydcZ//envZ//frmB//insK//bioD1//dnaN//phoU//leuO//ygfX//
GO_0043171_5	pnp//ydbK//waaQ//arnT//glvC//mqsA//ydgA//mukB//cueR//
GO_0043173_5	torA//mngA//ygeW//mhpD//cbrC//aroD//dxs//mltD//
GO_0043174_5	glsA//mutY//csgG//rhtB//tbpA//flhC//
GO_0043200_5	waaZ//yadG//epd//trpL//yadV//speF//glpA//ompN//
GO_0043201_6	cysI//
GO_0043207_4	nlpA//amiC//tolB//csdA//lpoA//gsiD//otsA//setA//dnaB//ymgF//yhdW//bglA//lamB//narK//
GO_0043213_7	ribF//wcaJ//yfeO//yneL//cysS//cysW//uspG//ldcC//
GO_0043242_7	iraD//chpS//tufA//
GO_0043243_7	araG//
