#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cspB//kilR//rfaQ//rplQ//
GO_0032879_4	nanS//acrZ//sufS//azoR//yagJ//yadI//diaA//yeiG//ydeE//tomB//clsB//adiA//pepD//dsdC//yagE//rclR//ydeE//sufA//arcB//gcd//yejE//rhaR//rep//recJ//pgl//pfkB//bacA//setC//
GO_0032880_5	csgG//betI//dhaK//
GO_0032881_6	frdD//rfe//eutB//hda//
GO_0032885_7	rcsB//pntB//asnA//
GO_0032940_3	yjjG//cynT//pgsA//nikR//gltK//glyS//kdgK//
GO_0032950_7	casD//
GO_0032951_8	surE//
GO_0032954_7	aslB//argA//crr//
GO_0032955_6	adiA//dicB//yeaV//
GO_0032973_7	viaA//sgcR//argO//nupX//ydeP//
GO_0032978_7	ldrB//zapA//frmB//ssuE//
GO_0032984_5	rplB//dhaL//ispH//cutA//lldD//fimI//corA//maa//tauB//
GO_0032988_6	setB//truA//
GO_0032989_4	flgM//
GO_0033013_5	rhoL//gcvR//lplT//frlR//yieE//zapE//fabI//eno//ltaE//insB-4//tatA//ydfK//pgpA//ycfS//yfdC//ydcO//pheP//ynfH//fur//ruvA//sufA//
GO_0033014_6	ftnB//ghxQ//kefG//mlaF//yahF//recG//cysN//abgR//ycfL//eutA//norR//tap//sdhB//hupB//dhaM//patZ//rihB//yiaO//mraY//aas//dnaE//
GO_0033036_3	lacI//dgcN//hcaD//cspG//higA//yoaB//mrcB//flgI//tsaD//rffH//fadI//eutK//tmcA//ydjE//ubiH//ulaR//tsaE//opgB//tar//ynhG//yhaM//bamC//queF//acrE//priC//yfdG//pykA//entB//livF//cdh//opgB//psd//vsr//ybjC//gltP//yadI//higB//narJ//tolC//hemC//aroE//xylF//kbaY//nuoB//mtr//rrrQ//yjjQ//ygiV//yjbH//
GO_0033043_6	fimB//kdpF//sfsB//ttdA//yhcD//
GO_0033044_7	trmL//
GO_0033051_5	paaD//
GO_0033120_8	livM//
GO_0033157_7	dgcQ//putA//
GO_0033194_5	ftsW//tktB//ybaQ//fadK//
GO_0033195_5	phoQ//
GO_0033212_10	rbsR//setA//ftsX//aroA//mzrA//
GO_0033214_11	ybeF//purA//
GO_0033228_8	lit//waaG//phoA//ydiK//
GO_0033238_6	cysD//hicB//gntK//narL//
GO_0033240_7	dhaM//
GO_0033317_7	hcaR//mipA//pstS//hybC//
GO_0033319_5	gsiC//
GO_0033320_6	fliD//
GO_0033345_8	kefC//
GO_0033353_5	phoU//
GO_0033359_7	ftsP//yjcE//
GO_0033365_6	kefF//
GO_0033383_6	frvR//
GO_0033384_6	fepD//
GO_0033388_7	intF//
GO_0033477_5	bamC//
GO_0033499_8	gltK//satP//yefM//opgB//ybiI//dnaT//clpP//
GO_0033517_5	pbpC//
GO_0033518_6	yfcS//
GO_0033526_7	napF//cpsG//tsaD//ygeA//
GO_0033539_7	accD//rcsF//lpxK//
GO_0033542_7	yqiG//xerC//
GO_0033543_8	trpE//
GO_0033554_4	folC//rplA//serC//kdpC//yciG//ybaO//cusS//rpsJ//hlyE//hpf//frvR//tdcD//mdtK//frc//cydC//trmO//hyfR//dhaK//alsA//rep//ygjK//modC//gltI//thrB//yihO//csdE//dtd//fabG//mutL//osmF//aroP//nrdH//adiA//pflC//gntK//ydiF//gph//ydiZ//insI-2//mtlD//mngB//nuoG//coaD//cedA//rph//modC//perR//sgbH//cdaR//htpX//gcvR//metL//frvR//yfeD//dkgB//yqeG//pinQ//tdh//sdaC//pgm//yacG//rutF//xylE//uhpC//flgM//amtB//pcnB//rfe//chpS//rlmC//sthA//nadB//flhC//yhiM//gspJ//agaD//pdxK//glvB//ybeY//glcB//fkpA//poxB//secY//ecpR//ygcW//ygjK//moaB//yfaU//puuD//rpsA//wrbA//dinI//melA//xdhB//torY//waaH//srlD//yhjD//panE//tdk//fimA//yhhY//caiF//gudD//ymfA//ftsB//mscM//ycfJ//nuoF//mutY//chpB//mntS//ldrD//yehW//dxr//pdeR//ilvM//yiaB//xapB//mtlA//hybO//caiB//flgM//csgD//yihP//entD//yfdK//yghB//panE//dapD//bepA//afuC//rzpR//dgcN//rpsQ//ycfL//msrB//yadM//yjbE//hyfR//ugd//mhpB//ldrA//aroP//hemA//ibsA//phoU//nmpC//rplK//fadL//ibsE//pstS//djlC//phoU//ycgV//frc//uvrA//yieF//pgsA//cysI//waaS//ptsP//iraD//cas2//fbaA//alkA//mtn//gutQ//secM//glgC//yhaO//lspA//kdsA//ycgR//speA//bfr//xerD//cpxP//hyfA//flgJ//ymgA//kdpB//rrrQ//proA//hycI//exbD//rpoS//ssuA//acpP//rodZ//iscX//eamA//ynfL//gsiC//nadD//ydiV//tolA//mlaF//potC//cusB//tsaC//ccmH//ompT//ubiX//fliZ//otsA//rnlB//ftsH//tdcB//nimT//fdrA//fdnH//frwD//hisM//rlmE//osmC//fhuB//yajD//yedF//trkA//frwD//tktA//fliD//insK//cusF//gntP//eutB//ybgI//deaD//ybiX//lptB//xerD//yghB//yhdH//asnS//ydbD//dut//plaP//potC//rppH//ftsN//yggT//ycjW//rdgC//nadK//agaB//gpmA//iscU//yiiM//ompA//slt//pykA//narH//galF//fbp//atpB//menF//ugd//ddlB//abgR//dapA//helD//ygiS//recJ//plsB//fryB//ynfK//ycaN//bioD1//yhdH//recQ//yeeO//mmuM//hslO//hslU//yicJ//cutC//malZ//abpA//atpC//mltD//mazF//hchA//perR//ycjQ//yeeA//dedD//erpA//fdoI//dkgB//frdD//pckA//malK//rodZ//mak//manX//mdtP//trkG//nusG//hha//xanQ//hxpB//glmM//mlaC//lgoD//dsbA//chiP//mnmG//gatY//rutC//rmf//nrdB//hyfA//yfdR//zinT//uvrA//sbmC//yqaE//rhtC//scpC//chbG//ydhQ//narX//yhaM//
GO_0033559_6	yphB//
GO_0033567_6	yejB//
GO_0033585_7	chpB//adeQ//
GO_0033609_8	insK//
GO_0033611_8	nrfA//
GO_0033674_7	ycjU//
GO_0033683_7	paaA//
GO_0033692_6	exoX//lacY//kdpD//cpxA//envR//nepI//rplO//pstS//fimB//cbrC//aroG//cmoM//mprA//preA//clcB//eptA//ynjA//fimA//rhaR//rlmB//glnB//ybjC//ygfZ//ratA//yeiL//edd//metN//hemF//mhpR//waaG//yigB//viaA//yqcC//phnI//ybcQ//bolA//fepE//yneL//mdh//ydbK//ogrK//ung//yoeB//bamA//efeO//iscR//efp//
GO_0033865_6	hscC//yfcF//ugpC//patZ//rpmF//paaG//insI3//
GO_0033866_7	basS//waaH//rihB//mltC//
GO_0033875_7	rluA//agaB//entS//crcB//pitB//nrfA//bdm//
GO_0034030_8	secA//lrp//ydeI//ptsI//
GO_0034032_6	tktA//rpoD//pta//cysZ//citE//malF//wzzE//
GO_0034033_7	fepB//ybhA//fmt//rplI//
GO_0034035_7	yeiE//ybiO//wbbK//
GO_0034059_4	rplP//rrrQ//
GO_0034192_7	secA//rclB//phnM//
GO_0034193_7	frmA//
GO_0034194_8	modB//tamA//cbrA//
GO_0034195_8	pckA//
GO_0034198_6	yphB//waaC//ydfK//
GO_0034203_6	fliS//
GO_0034204_5	yjeI//mdtD//
GO_0034213_6	ynaI//
GO_0034214_7	rpsK//panB//preT//ileS//
GO_0034219_6	nanA//adeD//hxpA//ldtB//osmY//srlD//mlc//ygiV//panZ//kdgT//iscA//trpL//sdaA//argC//yraH//ebgR//iap//ybjC//yadV//glpD//yjaA//ygeX//selA//upp//ghoS//yeiG//sucD//ftsY//aroB//paoC//djlC//tsaD//mtfA//djlC//tolQ//mmuM//kdpB//ftsB//rpsP//manZ//araA//glgB//wecB//thiP//waaB//yhdZ//pgsA//caiF//ynfK//yhaO//dmsC//scpC//hemG//mdtI//trpL//epd//yafE//ybhR//deoA//yjaA//yeeJ//yfeX//ybhR//cobU//hiuH//gadW//allB//yeiL//tamB//maoP//selU//arnF//icd//yidL//hokE//yggP//garK//arnT//ascF//ydcR//parC//yggF//cspB//dcyD//ftsI//degQ//lplA//fepE//mug//narY//aslB//waaU//guaD//deoD//
GO_0034220_6	rutF//speF//yahN//ybjL//cynS//cyaA//tsaB//mprA//sfmF//gltP//arnT//dhaR//yihI//iscU//trmD//aroL//rfbD//umpH//yhdH//aphA//waaQ//curA//elyC//aslB//ydjM//arsC//yqiG//dmlA//malQ//pyrC//lit//elyC//topAI//hisP//hypC//rlmH//yafE//yjiY//dinB//yebS//glsA1//fimZ//pgm//yhjV//gudD//lptB//rna//mcbA//fliG//rcsC//csgG//ppk//ompA//lptD//corA//rpsD//melR//trkA//phnK//clpB//argH//tdcE//leuE//rlpA//yqaE//sdhC//rnb//cusF//intF//ptsG//ssuE//nudB//lsrC//psuT//yhjC//fadJ//cobC//ruvC//osmF//ilvM//cheR//purN//glnH//alaS//yciV//acpT//pphB//cspG//yejF//nudB//clpS//cpoB//yacG//lolE//glxK//cmoM//fetB//alpA//lpd//galS//dam//ydjL//dusC//queC//groL//pflA//prs//prpC//rrrQ//alaE//tadA//gatA//acrA//murP//artP//intA//mdlB//pyrF//nirC//nikA//hemG//hslR//cysA//hemN//aas//rplN//mltD//otsB//wbbK//elaA//mazG//yjtD//selD//aspC//topAI//yciG//yehY//adhP//asr//puuP//mcrA//guaB//rlmA//nemR//yiaJ//araF//rfaG//lyxK//coaE//gyrB//ibsE//yfbU//fdhD//hypA//ubiD//purA//galK//yraR//phnH//ebgA//mdtJ//mnmC//ydeM//uacT//aldA//motA//rfaC//yhgF//uacT//leuB//accA//fepC//rna//corA//hfq//
GO_0034224_6	dgcE//tadA//
GO_0034227_8	msrC//prpD//lysP//yddA//trpR//yphD//yhdH//entH//
GO_0034248_6	pal//ubiI//hybG//lepA//rpsS//hslV//glsA2//accC//ybjX//secB//abgR//yfaU//yiiM//cyaY//yhdW//intE//gstB//rcsD//metB//asnC//rsmG//tolA//plsX//lptF//hemL//yddM//zipA//kdsD//mltD//lon//icd//yfcS//kefB//waaH//mepS//ghoT//ynfF//puuC//fabR//relE//yafO//
GO_0034249_7	ftsQ//sdhD//secE//rlmM//fdhE//yahK//dacD//yqiH//ygbM//yjhH//lepA//gpp//mdh//phoA//nadB//garD//frvR//tehB//cpxP//mutT//rpmH//speC//ygcW//yadV//ugpC//
GO_0034250_7	feoA//crp//ortT//rbfA//yhjD//mutS//yihP//
GO_0034258_8	yfeD//
GO_0034260_5	gspF//
GO_0034285_6	mrdA//
GO_0034286_7	alpA//
GO_0034288_6	intZ//
GO_0034289_7	ftsW//
GO_0034308_5	aceA//thyA//yjjW//pheP//lpxP//yqjA//leuC//tolA//speG//prpR//yiaT//
GO_0034309_6	kch//entA//wzyE//
GO_0034310_6	ldrB//thiE//yhjX//gntT//fdrA//yrbG//
GO_0034311_6	pgrR//yaiW//ugd//
GO_0034312_7	yraK//gltP//
GO_0034313_7	yiaN//
GO_0034337_3	yhdX//ugpB//
GO_0034355_7	paaX//ygjK//glcC//rpmH//
GO_0034401_5	thiC//
GO_0034404_5	glsA2//eutR//bioF//yiaT//dtpA//rpiA//glvB//rhtB//tatA//cdgI//leuC//yhjG//yaaU//fepG//trpB//narH//yoaA//adk//narJ//wzc//queG//yihR//pflB//gnd//frvA//allD//tdcC//dinD//yihL//hdeD//lptF//ttdA//mpaA//rpsK//paaX//bioB//sanA//panE//cdgI//solA//ycbB//rplL//phnK//fimE//purF//rutD//glpA//yfdC//glcD//etk//
GO_0034414_9	ccmG//
GO_0034421_8	nagE//
GO_0034440_4	mdaB//yrbG//fruA//ubiI//hypF//glyA//baeR//lasT//yphC//rsgA//gstB//csgE//paaB//aroP//rnpA//rbsD//zupT//yjgX//gyrB//narP//
GO_0034470_8	rbbA//hybF//astC//amiD//adeD//rpsT//hycH//ybjC//araB//aroL//mraZ//ycjU//ygiV//ygfZ//degQ//narZ//yqjA//ugpC//brnQ//tusD//nuoM//macA//livK//ubiE//glpT//frwB//ccmG//adiA//rplM//gcvP//ypdB//mog//pstC//sgcA//actP//ldhA//ftsB//msrQ//mntP//menH//elaA//yedX//maeA//basS//thiG//edd//dkgA//lplA//rhaD//dusC//ibpA//atoS//hypT//ratA//yfiE//fliM//thiC//bluF//narK//pspD//tas//ykfI//hisS//iscU//ghrB//dapD//msrA//rimO//yeiE//ygcW//pabA//fucK//narL//sanA//murP//thiH//gcvA//paaZ//yghG//ppiC//yjfP//hisG//smpB//yebG//umpG//purN//secY//metE//ybcQ//xanQ//bioD2//sfmC//hslU//yggX//
GO_0034471_9	azoR//epd//ybiY//paoC//
GO_0034552_7	hypD//
GO_0034599_5	yidL//exbB//mnmA//uraA//hda//mepA//flgJ//recD//arcA//chbR//mgrB//gor//cdsA//secM//nadD//cspA//atpD//rutE//mraZ//opgB//macA//citX//moaB//
GO_0034605_5	rutR//aroH//recG//yifB//ribF//rhaD//ypdC//mltC//fepE//
GO_0034613_5	narQ//yidH//yqjA//ybiO//tsaC//hipA//rne//rplF//thiC//patD//minE//hexR//dosP//nanE//glgB//clpA//uidC//
GO_0034614_6	ilvI//idi//hisC//bioF//prlC//phoB//yqeA//ybjC//abpB//cueO//yohD//yhaM//yjiA//
GO_0034620_6	thiQ//alaA//pldB//gntT//
GO_0034622_6	glnK//cydB//yfbU//hldE//waaA//glgC//insE-1//ndh//uspB//aldB//kdpA//fadA//yghG//cusB//glcA//sdaC//thrC//wzzE//ybdO//rpiB//surE//mhpB//bamA//fpr//ygbL//insB-4//vsr//asnS//ynaI//minC//sspA//lysS//bamD//ompF//hipA//ybaE//yfiF//clpA//lyxK//yjeH//aroB//
GO_0034627_10	degQ//gntU//hemA//yebS//bluF//
GO_0034628_9	trg//nupG//yfcG//bdcA//gatC//
GO_0034635_6	nikB//grcA//nagB//yadK//lysO//leuA//
GO_0034637_5	tsaE//tsaE//dnaA//ftnB//ndh//xerC//yraH//nanC//eutD//mntR//trpR//acrR//iclR//ybdZ//yfcF//ycjY//proP//yigB//hrpA//purF//flgH//glcA//uhpT//ybgQ//dgcJ//upp//agaW//acpP//ydcT//yfiF//casB//tamA//fbp//malE//envY//fabD//ampG//menI//sppA//tatD//zapE//surA//recN//ldrD//nrfD//yebS//nuoI//ynbB//nikR//alsA//
GO_0034641_4	rfbD//sulA//glnB//cyoB//rfbX//gsiB//iaaA//msrP//rph//hisS//ligA//sdhC//thiM//atoS//yggP//gpmA//glcE//pinQ//ddpA//yiaO//araA//mcrB//trmL//rppH//bamE//fruK//ugpB//ybiA//yjjI//nei//rsgA//tatC//metE//trpB//yggP//ybjG//chaA//yfaV//rplY//norR//cysP//dsbC//gutM//mdtB//rfaG//hcaE//hemG//rplA//afuB//eutD//btuE//trmO//ampG//nrdD//nimR//lysO//ymfA//clsC//lsrR//prfC//uspF//rpmB//glnK//ttdB//cusB//hiuH//dnaT//pdeR//hisG//minE//dnaB//hdhA//gatB//iscX//cspE//rhlB//gcd//leuD//tolQ//sbp//relB//glrK//hybE//pykA//lsrK//hcaF//cadB//kduI//tusB//yciA//shoB//norV//betT//ghoS//basR//kefG//paaA//tag//dacA//ompW//topA//rpiB//ttdR//ugpB//yagG//dcuS//metR//lpoA//mobA//ratA//relB//def//glgA//mug//ygjR//ymjB//gppA//mlc//helD//pflB//cadC//ilvN//adiC//mutL//yhdJ//entA//mrcA//yigB//ybaM//yddM//yjcO//chbR//nth//cyoC//ynbB//ghoS//tdcC//yggP//ispB//nadD//glpF//dgoD//yfgO//glpK//yraI//proS//cydC//rplB//thrA//pdxJ//plsX//lolD//yjiX//rusA//dpiB//mqsR//gltP//yihO//speF//phnL//aceB//uspG//yqcC//ilvM//wzzE//spoT//hisI//yihT//gutQ//fliD//sgbE//bioF//sixA//yghB//glgX//kup//tamA//yghG//pinQ//cas2//hemH//pinR//ygfI//rpsI//ydbD//ileS//shoB//ydhK//yfcU//ydeE//elaB//ssuC//rhlE//fucA//tesB//zupT//menC//glnA//lysR//glxR//cysW//mnmG//secD//rbsR//ascF//wzzB//nlpI//yjiY//ygiW//atpB//rlmB//eutK//lsrR//hofP//rlmA//fimA//glmU//cirA//ftsX//frlB//rhaD//ais//uxaC//caiD//glgX//yggW//ftsL//cirA//ymfK//borD//moaB//dgoD//zitB//rbsD//rsmH//pgpC//prpC//galM//yijO//ymgF//ubiB//tdcG//ymdB//nudB//edd//yeeL//livM//flgG//accA//puuR//ygiN//umuD//rlmD//ulaA//hisP//asnC//mntP//ygfX//ilvN//gloC//mepM//pheA//pepN//elyC//mdtM//tomB//dut//greB//sbmC//rluD//gloC//tesB//rimM//ydeE//sanA//pdxB//yqaB//groS//rbsB//pepB//yjbH//yddG//puuE//tpiA//ubiD//rpsD//frdA//luxS//gspJ//rne//yjeH//pyrB//ynaI//hdeA//accB//hscA//crcB//pckA//artP//ynfE//wzyE//yaaU//wcaJ//iap//clpS//sapF//hiuH//ahpC//yqaA//ynfK//lsrC//ycjR//ompN//sfmD//rpsT//alsE//nemA//phoP//nsrR//lpxM//yraI//ybaO//pckA//rapZ//ttdR//yjjG//aqpZ//ydbD//cdaR//paaZ//rbsA//ybjL//pdeH//yagU//rsmB//mgrB//priC//tus//glnA//dinD//nrfF//ychF//zitB//mdtK//yahD//srkA//yiaM//glnB//gstB//gatY//yehZ//yfcS//setC//iscX//ydjM//fepD//ydiR//kdpC//yodD//rffG//pdeL//ybaQ//nirD//rsmB//satP//proB//ydcT//murI//chbR//flgE//yahO//yidH//uvrY//pyrC//uxaA//ydfD//hsdM//clpX//yeeJ//csgG//dtpD//hyfC//nrfB//glcE//ftsI//hybD//mutY//yhaV//malX//pgpB//phoU//ybdZ//higB//phnP//iap//satP//ybjC//entC//dapF//nimR//yehZ//puuA//nudG//dnaX//ybgI//gmk//mmuM//ilvN//ddpX//yicJ//ybdR//dgkA//rsmD//ompT//dppF//yjeI//yagG//rarD//rclR//glnD//sxy//asd//brnQ//dpiB//pstS//fimI//scpB//zipA//ibsA//higA//frwC//ynjD//cusR//nirB//pgpC//qorA//elyC//yhbS//csgF//phoB//ytfP//bamC//purN//nrfA//yggF//holC//skp//aspS//htpG//yqeG//envR//proV//yfeX//folA//ade//ribD//kdpB//rclR//gcvR//yrdA//fabD//edd//ydbK//rseB//folD//frmA//atpH//fadI//htpG//skp//rplK//narV//opgB//rcdA//ubiX//ydcT//mliC//metL//rpmF//kdgR//kdpF//deoC//lptE//epd//yajL//lptB//rna//yadI//araB//yfdO//cydB//rhlE//ygbI//nuoG//cfa//zraR//ybjC//yehY//ptsG//glmS//ompN//yqiG//dgoA//lhr//menE//yagU//yeiL//mdtB//abgB//nanE//yfgO//ftp//rfaG//gatZ//envR//ibsA//yedX//yghO//ydjK//narP//gsiB//frdB//dmsB//yfbV//sulA//rnt//moaD//pdeL//idnT//flgD//mprA//lysU//ftsL//yggP//flhD//ptsN//tesB//panC//ymgF//ccmG//patD//roxA//rplJ//yjhB//yibF//prpB//tnaB//hcaD//yhcN//cysB//alsE//csrA//ampG//pgpC//galM//blc//gppA//cof//yhcD//rimL//ubiI//yehW//lgt//deoR//acrE//abgA//betA//alaA//envR//sgrT//yfjV//mdtC//recF//hdfR//lolA//intF//livG//sad//ada//mdtK//pnuC//secD//pdeF//hemC//yjjI//wrbA//rzoR//argF//yeiL//tdcA//ybdG//ybdM//flgA//rna//sad//pncB//ydbK//gspE//phoR//cynX//pepN//allB//der//iscU//yjjU//sixA//hypE//arnF//paaE//gmk//cobB//dacC//chbF//casA//hisH//argT//rutA//macA//dinI//cysG//tdcE//frwD//aceK//rplD//frlR//waaS//dgcN//insI3//ptrA//kdgR//nusG//ribA//folC//dgcE//yehD//murI//sppA//yagF//fimI//livK//cspA//ypdA//pgaB//cspI//nuoM//treA//yhfK//mtlA//fucI//prlF//cbrC//hisB//waaG//aroK//fklB//grxD//fbp//dkgB//solA//cobC//mmuM//abpB//intE//intE//paaA//hxpA//rlmC//cheB//thiH//kdsA//tag//ybaM//gsiC//pflA//fucO//elfA//fklB//asnS//kdgT//gshA//tamA//fetB//ldtB//uidA//fecC//trkH//ecpR//hybF//alkB//agaR//puuR//preA//yeeO//flgD//fliA//xanQ//ascG//rpmE//entS//yidP//yidP//fimE//flgK//pdxK//idnO//cpoB//murG//panF//mrp//dnaQ//glgC//kefB//yfaE//hdhA//ygaV//mqsR//yedL//groS//ppiC//metF//betA//birA//kdsB//yjjV//relE//clsA//citG//rof//pepB//satP//ubiG//oxyR//kdpB//idi//hdhA//waaS//yghO//higB//norW//ybhF//nhaB//cydA//rstB//ybeY//murA//msrB//modB//iscU//relE//xylA//ompL//bisC//yjcS//artJ//bcp//lpcA//rsmB//nuoG//purB//pdeR//dgcF//ascB//dusB//purC//dapB//hybO//entC//cpsG//yhjC//kdpD//fabI//ilvC//fimG//ydjK//yidD//nrdR//znuB//malX//fliA//gloB//ydiO//csgE//torS//ygdG//cysW//hisG//rlmF//yadG//dtpD//feaR//hofP//ung//polB//yigB//cirA//mltF//speB//yjhB//lipB//ppiD//yhfK//cynT//tsaD//nupC//phoR//cadB//pgrR//iscU//ymfK//rutD//cspA//ulaD//ldtA//cptB//fabD//
GO_0034644_7	dinD//yhjR//
GO_0034645_5	yiaJ//appC//paaB//ygeA//mdtC//yfaX//ydeO//yiaL//ymgA//hyfA//fimE//holB//dacC//pgsA//ybiA//setC//ptsN//srmB//yhdJ//hcaE//yccX//menB//yibH//mepS//lspA//yehY//aceK//rbsK//eutR//yihO//hemC//csgF//lysO//hcaC//apaH//murI//kefB//glxK//yidE//dppC//galM//osmF//yjiX//glnA//gspI//metK//queC//hcp//glnK//speA//glxR//glvC//crfC//hemG//yaiP//cyoC//hemA//rcnB//hxpB//thrS//pldB//afuB//mltB//yfhM//intS//yiiD//ribF//yqgB//lldR//kdsD//rcsF//rhaM//ybgQ//betI//ydaV//yjgX//nrdB//appC//glgC//ilvC//cynT//tyrR//pnp//mazF//mdoD//paaX//mdtD//gspJ//nuoE//proQ//viaA//sufB//treC//fimI//ldhA//rpoH//coaD//eco//sdhA//yedX//yeiL//hcp//prpC//pspD//hemF//fruA//msrC//srlE//yeeL//putA//nemA//mnmE//fepE//nrfE//bamC//yagI//lit//fliD//norW//araF//aroE//ypdF//glnS//dhaR//tatD//bioP//bcsQ//lipB//ddlA//pgpA//matP//rluB//dam//yhjC//rpe//tas//yjhB//sfmH//ydhC//elfC//elbB//ibaG//trpL//rpsM//yahF//ghoS//ptsG//hyfF//phnO//baeS//mdh//bioC//phnK//serS//mscK//gatB//paoC//yieF//mltC//putP//pspD//ybiO//rsmI//ulaE//bglA//osmE//eutN//pgk//pheP//mrr//katG//yqiJ//araH//norV//lsrA//lsrG//yidR//blr//citC//casB//cstA//trxA//mntH//gltL//appY//yggE//hprS//pfkA//def//ygjR//arsR//cyoD//cobS//ybdR//argR//sdiA//yiaO//yigB//yoaB//uspE//lpxC//hslU//mlaD//yfjV//caiT//yfeW//insK//yfcA//fetA//manA//nirB//thrB//ldrA//holC//hdhA//ydiV//metN//feoC//frlA//paaC//argB//rcnA//cfa//ybcJ//tsx//ahpC//metQ//ycdX//rzoD//insI1//ynfL//asmA//cysW//ptsI//dgcQ//garD//hrpA//ymdB//yfeD//rpmA//pitB//trkH//ydcI//galP//mrdB//rsmE//gpr//ompN//hcaT//rsmG//nuoL//ushA//fryB//rhlB//ycfH//artJ//manX//add//ilvM//glnD//fbaA//rimL//ubiF//epd//holA//pyrL//gltB//acnB//satP//comR//purU//ychH//lasT//trmH//suhB//hisA//sixA//nanT//phoB//fucK//pphA//malZ//ung//eutN//pdxB//tolC//atoB//cusF//hupB//mprA//yadM//ypdA//hexR//yieL//paaC//paoC//tatB//rluB//dppF//yiaF//arsR//nuoB//recX//cvrA//
GO_0034654_5	rpmJ//qseC//yidD//mdtD//rhmR//mngA//rclC//ulaF//ndk//fixA//sucC//phnO//secF//glpR//narW//apt//ygeR//hyfA//tatC//lacY//rpiR//mdtA//hicA//rlmB//kduI//ydcP//glsA2//dinB//ydcS//glrR//dnaA//yehY//ralR//betB//icd//proW//fimG//ygcR//rpsN//hybA//mraZ//ycjW//dmlA//glsA//nimR//recA//yaiV//yraJ//nuoH//btuF//prmC//arnE//cysK//ecpR//pppA//eco//dadA//yhfS//cheB//pyrL//waaO//fabR//prfC//murI//aqpZ//mcbA//gcvH//yiaA//sppA//insH-5//rhmR//rpsQ//mntH//ycbV//tktA//rcnR//ygiB//fetA//yfiF//hemC//agaB//tsaD//bioD//mscK//ygcR//sfsA//nuoE//dnaX//deaD//pgm//entS//adeP//ecpR//accA//yihS//dcuD//queC//rfaQ//cysZ//idnK//ftsA//leuE//sdhE//mdtF//degS//rpsP//ppsA//tmcA//nadC//zraS//etk//fadK//pheS//chaC//dinG//priA//maeA//ilvN//iscS//mlaB//trxC//lepA//dapD//ligB//hybC//fadM//garL//dtd//rpsS//yeeY//xanQ//evgS//envC//fdoI//pdeK//yhaO//rpsG//tatA//lolD//uof//miaA//dusC//fdoH//tdcA//ycaO//argT//dinQ//rlmN//lsrD//glnK//guaB//ratA//lysO//csdA//fepB//ybdR//yheT//argA//acrZ//cysB//murB//yhdZ//yiaT//exoX//waaL//mnaT//folC//yqgF//fbaA//yraK//dsbG//cdgI//yohD//argT//otsB//ssuD//hofP//ydjK//mdtJ//yaaJ//purB//uxuA//yahI//cdaR//gatZ//aceF//mzrA//thrB//ybgI//ihfB//wzzE//ynbC//pgaA//glgA//rimL//rspB//rhaD//cobC//priC//narJ//agaI//cusA//fimI//yebK//sgbH//glsA2//yciH//atpA//ptrA//sbp//arcC//sugE//rfbD//bglH//yhhZ//thiE//phoU//ccmF//dtpC//alsE//galF//hofQ//pphA//ybfE//yieE//murF//wrbA//ybjC//astB//rhaD//tufA//rimM//yejF//frmR//ycjD//csgF//sbcC//treF//trmB//flgA//tsf//rssA//yqiG//yfdS//rlmA//yfdK//manY//lspA//yebK//nlpE//chiP//mmuM//xanQ//pgm//nhaA//tufA//cysP//aspS//yacG//
GO_0034655_5	rplW//nrfD//mdoG//feoC//tdcG//greA//frvB//lgoR//ilvD//yigL//bglJ//yddL//pbpG//sufE//gspI//zapB//yfdS//gatZ//hiuH//osmY//glnE//tsaE//fdnG//tcdA//insA-1//nupG//ftsL//mltA//ydiP//lolC//csiD//rlmD//uxuB//yraI//hokB//ulaA//ptsH//yrbG//cpdA//insH-5//dusC//yhiM//flgC//agaD//flhE//cpoB//yeaK//tauB//potI//frdA//yhbO//yeaK//mdlB//fepE//kefF//ispB//rnd//sfsA//dcuC//dxr//paaA//csrA//ppsR//clpX//ftsW//emrE//yafN//napA//fhuF//intE//opgG//fbp//add//
GO_0034656_5	ccmG//rppH//tauC//yhfK//cutC//solA//rclA//cmoM//waaP//gatY//yagG//hsrA//dcuB//
