#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	murR//ulaD//fumA//hemN//
GO_0042446_4	pta//
GO_0042447_4	ygjK//rplI//rhaS//minC//waaC//sfmH//yccS//bssS//torI//yihT//pgpB//kdsB//dhaR//
GO_0042450_7	abgA//yagU//metL//dctA//ade//accB//
GO_0042451_7	mrcB//rcnR//rpmJ//yggN//sgbH//insI4//
GO_0042453_8	fhuF//
GO_0042454_7	speD//moeA//osmF//purF//ybaT//cedA//ybjX//hybC//uspB//mntS//fryB//sucD//
GO_0042455_7	tcyP//rssB//yadN//ldtE//trpR//epmB//yjcO//queF//lysO//cpxA//acpH//wzb//fucA//ppsR//mscM//kdgT//yghB//
GO_0042493_4	cfa//ynfK//fepG//lpxD//nimR//htrE//rph//bamE//xseB//gltK//pdxY//gatY//appA//kdsC//znuA//tatA//xerC//cirA//ribA//entB//rpsL//yjbH//galU//fimG//yghU//kdsA//lolD//rfbX//gcvR//rnlB//kdpD//msrB//lolB//narP//sfmD//glgB//leuB//cysA//garL//agaA//mzrA//aldB//yeiG//uxuA//hsdM//yjhG//flhE//narH//selD//
GO_0042537_5	yjaA//yfdO//frvA//mltD//dcyD//argI//cysI//rodZ//fumC//msrQ//rcsC//grcA//msrQ//vsr//ddpA//yjeH//panF//ggt//yobF//uacT//dcuD//ycjY//
GO_0042538_6	flgE//rhaB//
GO_0042542_5	envZ//ybcM//borD//macA//yaaY//metL//kdgK//aroD//yfiE//fpr//fucA//yhdH//thiH//uacT//tdcD//yehB//yehA//glnA//
GO_0042545_5	argG//
GO_0042546_4	rzoD//rplM//rimM//fimC//lsrG//emrE//ftsH//purB//fsr//mtr//
GO_0042558_5	uidR//trpE//yfgJ//gmd//dtpC//aroK//ybbW//glxK//rhsD//rplI//baeS//cstA//lptF//idnD//rseP//lldD//flgH//ndh//
GO_0042559_6	mlaC//sfmC//endA//rimI//dgcZ//ydjL//yedA//yaiP//pitB//htpG//truD//rplX//yfiF//
GO_0042560_6	yajL//bluF//
GO_0042592_4	qseC//bipA//mipA//zapC//yhgH//yfiR//ybjX//dnaC//tdcD//suhB//pfkA//phnP//lpd//btuC//purT//mdtK//thiL//dnaQ//idnK//ybiY//nagB//nikB//moeB//fkpA//glnL//ybaK//zwf//nuoF//yccS//tdh//trpB//yjjU//kdsB//dkgB//caiD//rpiR//adiC//rpsD//ptsP//rsmH//ydfD//dicA//murE//ygfI//cpoB//entE//yhfK//csgF//fic//rbfA//ribE//sohB//fecC//acpS//hxpA//aroG//yehA//yjjI//casD//
GO_0042594_4	glpF//dtpC//uidR//insK//yidC//ybhR//mglA//amyA//hcaR//cmoM//clpS//mscM//xylA//insE-1//bcsQ//pmbA//fadA//xylG//ydcP//tsaD//yagJ//paaG//alpA//ykgF//mliC//patD//rbsR//epd//rsmC//pppA//ansA//ilvA//bioP//intS//yehT//
GO_0042618_5	tyrS//
GO_0042619_6	rnd//
GO_0042710_4	yfdK//mhpR//yidE//tmk//btuR//dgcJ//ansB//flgA//phnC//caiE//nanK//gcvH//pgaA//manA//srlA//yebS//sgcB//garR//icd//fdnG//feoC//yihQ//cmoM//nudF//lysR//insB-4//araB//osmE//ftsI//mppA//nrfB//adhE//clpX//uhpA//mdtE//tehA//mdtI//rpsH//yfcF//lplT//preT//ftp//potF//mocA//tap//ybbN//nepI//lpxP//rimK//eutA//aceK//
GO_0042723_5	recT//soxR//fklB//hemB//ybgQ//galK//rpiR//ydeO//yadN//fdx//paaB//rplD//
GO_0042724_6	arcA//rsmJ//proW//ugd//glmM//cobB//ftsL//metQ//yhjD//idnD//
GO_0042726_5	macB//uidR//ybfE//entH//lolA//nrdE//rpoH//ybaQ//
GO_0042727_6	recN//bfr//dsdC//cbeA//ycfS//shoB//csgG//ompL//
GO_0042732_6	rplR//yedA//bdm//yhdX//cusA//
GO_0042737_5	frlR//yohD//hpf//yaaY//rplO//tcyN//allB//glnK//ribD//fdhF//arfA//rhaM//rstB//menF//ghxQ//ycgB//ackA//cspB//argR//nagZ//hslO//yahO//tsgA//ttdR//frlR//yghB//tsaD//ydhC//nrdA//rppH//entA//rzpR//flgF//mdtJ//phnM//ppiC//rzpD//dgcJ//ppiC//hflD//mglB//hemH//chaC//glyS//clpX//add//glsA1//ftsX//cspD//aspC//udk//npr//ushA//yeeL//ribC//
GO_0042743_5	nrfB//arfA//
GO_0042744_6	torZ//metR//
GO_0042759_7	ygjH//menI//
GO_0042773_6	helD//
GO_0042777_8	yfcG//
GO_0042779_8	ycdY//
GO_0042780_10	tauC//higA//ubiJ//
GO_0042816_5	dmlR//patA//rfaB//ispU//rplC//ppiA//yeaG//gyrB//xseB//
GO_0042817_5	ilvC//
GO_0042819_6	ygcW//narU//ybaT//gltI//rplF//nsrR//hns//ycdX//sspA//
GO_0042822_5	rpmE//galU//tap//yggW//ygeW//waaS//dxr//
GO_0042823_6	evgA//ydiK//yjiR//otsA//gluQ//rlmH//gltD//
GO_0042836_5	rhmD//ybdR//recN//pnuC//
GO_0042838_6	tsgA//tamB//infB//atpH//
GO_0042839_7	mutS//phoP//ybeY//rfaH//glnB//dsdX//
GO_0042840_7	yghW//atoC//csgF//mtnN//zapD//cyoC//
GO_0042843_7	ruvA//nsrR//
GO_0042844_7	yehX//
GO_0042846_8	glsA2//
GO_0042851_8	ffh//dcuD//yihI//fecC//
GO_0042852_9	hybG//cspD//deoD//
GO_0042853_9	rfaH//
GO_0042866_8	ushA//ybdG//lepB//trkA//dicB//eutK//idnK//rfaG//rplC//ccmH//appA//ygbN//yidP//torD//ada//arnF//rhaA//yafN//
GO_0042867_8	tdk//
GO_0042873_7	pbpG//syd//soxS//mutS//yijO//exbD//malP//
GO_0042882_10	pal//ortT//mngR//
GO_0042883_7	mnmA//nrfA//asnS//rpsP//artI//prmC//glyA//mltC//
GO_0042884_7	smrA//pliG//exuT//artJ//lysU//waaH//hiuH//
GO_0042885_8	luxS//
GO_0042886_6	nudG//dmsA//insH-5//cusR//iscR//fabZ//ribE//yeiE//mngB//dld//torS//bfr//purB//yajR//ilvC//waaB//xseB//araE//aceK//folX//mdtQ//aroF//cptB//gudP//yfcG//ykgA//malF//rplN//panE//gstB//frwC//bioD1//ftsI//cas2//paaD//dnaB//xseA//rne//pdxA//eutA//rpmE//wza//mltG//uxuA//yghO//umuC//metK//rhmD//crp//hyaC//bcr//cvpA//actP//ppc//ydcT//citE//citX//yegT//selB//insA-1//araC//alsK//yjhG//def//pnuC//carB//xylA//sfsA//ybjC//yqiI//fimF//cyoE//gltS//narW//yegT//smpB//tpiA//envY//serA//slt//hemE//yggD//mntH//ompC//oppB//yciA//sfmH//ettA//
GO_0042891_6	glnP//bamA//yahO//basR//fabZ//pdeH//degS//yfcR//trmJ//tsf//abpB//sapF//nadK//phoR//lpxB//ybaT//chbB//lpxH//flhC//oppA//yhbO//sdhB//sdhE//fcl//yieF//fbaA//galE//lgt//tusD//rppH//malG//nirB//
GO_0042906_8	lsrD//rlmE//insF-1//zapC//
GO_0042908_5	bcsQ//malS//lolE//yraH//ycgR//csiR//icd//paaH//trkG//fabD//allC//mqsA//metH//ychF//ariR//ileS//
GO_0042914_8	artJ//ynbC//
GO_0042918_6	fetB//hslU//ackA//fliD//gabP//
GO_0042919_6	mrdA//
GO_0042920_6	preT//
GO_0042928_7	cbeA//
GO_0042930_7	gph//folM//lptF//dacA//srlA//yahK//mhpR//ispH//
GO_0042938_8	uidC//aceF//purB//mntS//chbG//rhmR//dinD//ytfT//xerC//maoP//nsrR//gnd//fliS//mltD//pyrE//
GO_0042939_8	ompF//mltA//greB//cca//relE//ybiA//yphD//ybaL//ybhI//pcnB//
GO_0042940_7	mdtD//iclR//rimM//clpP//gabT//
GO_0042941_8	ydeO//
GO_0042942_6	fdnH//yqhC//
GO_0042953_6	yojI//mcrB//ileS//
GO_0042956_8	ybiY//rpmB//nrfA//glpF//hda//
GO_0042968_8	dgoK//ftp//xseB//
GO_0042981_7	ybaQ//
GO_0043038_5	aaeA//bglA//yiaM//recD//tgt//torZ//yajO//cysS//cspD//frc//insH-5//msrP//glgB//ogrK//yggN//clpP//yhdJ//cyoB//trpL//appC//gutQ//kdpC//ptsH//argT//hinT//ydeM//
GO_0043039_6	csdE//atpD//cdsA//nagA//atpA//yeaD//frlR//fsr//ldrA//fadK//ldtB//yddL//mazG//maeA//topAI//lpxB//ycbV//nanR//malZ//yieH//amiB//hcaC//maeA//paaG//pagP//
GO_0043041_6	srlD//
GO_0043043_6	gluQ//sdaC//uvrA//pspD//ibsE//dtpA//ssuA//atpA//ulaF//btuB//acnB//glgA//uraA//mutH//bhsA//dnaE//dgoD//yhjA//plsB//lpxH//rlmE//napC//yeaD//lgoT//ttdA//lpxT//rpmE//tusE//nanK//hha//mdtI//garD//cysU//rlmM//ubiD//pliG//insI-2//malP//mutL//proA//fliZ//aroE//yqeF//rnc//mhpC//fre//yafS//nrdE//yafE//ribF//yjhI//ybjL//cpdA//degP//fecC//trpGD//clpS//maeA//argF//ynaE//ybfA//
GO_0043067_6	arsC//
GO_0043085_5	ybeF//sfmC//pncB//ogrK//cbeA//rlmD//yeeA//yidC//narI//yagI//ypjD//uspC//cbl//yghG//casD//yiiM//chaA//fklB//yafC//deoC//astB//livG//menC//
GO_0043086_5	opgG//yqjH//yibA//phnI//fdnH//queD//hofM//iscR//grpE//mdtP//rpmJ//fruB//rfaC//sdhD//yraI//alsB//pyrC//kduI//norR//dsdC//ratA//phnM//ompN//pyrB//yggX//nrdE//
GO_0043087_6	yahI//yfcR//rbfA//srlA//
GO_0043090_7	dgcT//rzoR//htpG//ldrD//ftsI//hypD//ibsC//sbcD//waaO//mltG//
GO_0043093_3	yhaV//astB//rpsD//ddpX//mltD//fiu//hybG//arcA//phnG//hslV//rhoL//garP//mdtA//rnt//bamE//gdhA//yfgJ//
GO_0043094_4	ybhR//hemH//flgE//malG//phnO//tusC//aroA//npr//bioB//ampH//rmf//thiP//evgA//bioD//aaeB//proS//bglH//rseC//cdsA//mdtN//glvC//sucA//
GO_0043096_6	yoaA//mngR//mdtP//
GO_0043097_6	udp//rutD//mltA//yfaV//
GO_0043099_7	napF//
GO_0043100_6	lpcA//
GO_0043101_5	bglH//mrcB//yiaN//eutR//
GO_0043102_5	mog//mntR//mltD//infC//
GO_0043103_7	lpxT//
GO_0043111_7	cobU//
GO_0043137_6	alaC//crl//
GO_0043150_8	ygaV//
GO_0043157_6	trkH//
GO_0043164_6	lacY//ade//yiiD//wecB//zapE//nrfC//hscB//hsdR//
GO_0043165_6	ybhA//lsrB//hofQ//yafC//dgoT//rph//ugpE//relA//dgcT//rbfA//
GO_0043170_4	def//ftsL//rnr//lldR//pbpC//ynbB//dauA//yciF//tamA//sseA//rplR//dgoD//ybaO//ptsN//caiB//appY//aroC//yfeO//yhcH//idnD//ampG//nirD//lsrD//malQ//hslR//rhmD//topB//rfaE//yieF//ribF//ycjY//flgH//narQ//cytR//entS//mdoD//dicA//uhpT//htrE//mngA//fepE//yafC//udk//wzzE//nlpD//cspB//hofP//ycfS//proC//sxy//waaU//argG//entE//yggE//ligB//yahN//agaR//yggD//fimF//ydeO//rfaG//ymjB//phnI//yihO//metF//artI//ybjL//leuO//menA//rnr//dld//ompT//paaF//yaaJ//fkpB//fimI//grpE//erfK//rutA//yijE//gldA//fliT//epd//flgB//ybhR//mdtB//rdgB//fis//manZ//opgD//yqcC//rnt//artM//yibF//rfaH//glgX//yoeB//afuB//cirA//cbpM//cysK//tdcF//lldD//ompA//mepS//asnS//mreB//sufS//yiaM//ybiJ//ftsQ//dppD//accB//fhuC//pdxY//gppA//cycA//ydhJ//argR//yneE//opgC//yhhY//glyA//ilvE//intZ//fic//ybjD//rhsD//accB//flgK//yjhG//tolR//yraN//xylE//yfjR//thrA//nemA//livF//ydhC//dtpC//rof//yjtD//rfbX//yqcG//ompG//lysA//hcaB//gppA//pepT//melA//yghB//rhaR//yoaA//uvrB//sapB//yahD//pyrE//pheM//udk//clpA//holA//rimJ//torY//gpmM//ybjL//yfaU//iraP//rhlB//yehU//murC//cheY//mutM//sanA//rutC//yneE//yhcF//exbD//prfC//yhcN//adiC//livJ//rfbB//dacD//murR//prfA//yeiG//zapB//gltI//tsx//smpB//fimG//ldrD//gadW//sohB//ftsZ//yihR//frdD//yidQ//ybhG//paaA//roxA//rplJ//setC//rutF//der//fbaA//ycgB//mutT//yrbG//rne//ilvA//kdsB//ilvN//pgaB//xerD//clsB//fepD//ompG//mltG//nfi//dbpA//yeaD//ydeM//cheR//yhhT//rdgB//clpS//thyA//fimA//bisC//yqhC//mngR//leuE//ydeP//mhpA//htrE//degQ//carA//mdlA//ydbD//matP//metH//malF//yjjV//mutL//dfp//atoB//rapA//clsC//yggE//yghB//bglH//alsE//yjiY//mltB//ilvA//sdaA//moeA//yijE//ompT//yeiG//mog//murQ//ybbN//dnaC//ydhQ//dctA//codB//psuG//ftsQ//dut//ynjA//ycjP//ascF//rplO//ecpR//yoeE//tnaC//panB//psuG//lgoT//efp//yadM//napA//narJ//rluC//napF//bioB//fruB//dsbD//rsmF//asnC//wrbA//norW//murG//dgcZ//argS//lysO//eamA//tnaC//blr//hcaC//nrfF//ppsA//rseB//ribF//dppF//appY//ybcQ//gatC//tolR//rnhA//ftsZ//minD//recQ//pheP//yeaG//cysA//fhuF//epmB//mrp//trmO//dinQ//argA//ybdH//yfaX//prfA//feoB//lipB//btuR//dinQ//hlyE//lysU//yedL//kefC//ydeP//glcC//yadN//dnaB//stpA//phoB//bglH//hyi//metQ//nuoM//sulA//ydjM//yqaE//yciG//yejF//gcl//cheY//citG//ydaC//ascG//ghxP//carB//ispA//wecA//csrA//crr//cyoE//sugE//xylE//uxaC//yihT//dinJ//acrR//hha//bioD2//luxS//ulaC//ybaK//rsmA//rpsJ//phoA//secD//ycaN//mak//rbsB//yiaN//acrF//pgi//setC//dsdC//hupB//ycfS//ldtC//emrB//menE//glvB//alkA//lhr//sulA//nemA//mpaA//yiaT//hisC//ykgA//phnL//murF//rplW//rsfS//fepE//ascG//ihfA//cysG//yehT//yoaB//speB//smrA//yidC//napC//ygjR//ftsA//malE//dnaK//glsA2//mtn//ymgA//bioD2//asnA//tqsA//dinJ//acrR//aldB//obgE//gpmM//atpB//polB//malQ//pgrR//rplS//flhA//ampH//pgpC//treF//dppB//eutB//mtlR//ynhG//yajL//ybhI//dhaK//tabA//waaB//sfsA//pppA//pckA//guaB//ygfA//dnaC//ghoS//osmY//waaQ//setA//cstA//mltC//elfD//hcaT//rffT//livG//ribE//torR//ahr//accA//priB//tynA//yhjX//mhpR//ydcM//pyrB//yidL//seqA//rseC//tmk//allB//nrdG//yegS//oppC//minD//ycfH//ravA//xylG//rng//gadX//dsdX//evgA//ypdI//ybaE//yebC//flgA//rng//uxuR//sseA//rfaF//nuoB//glpA//yeeY//cpdA//betI//flhC//sthA//nanC//ycbX//insI1//ygjR//entF//katE//caiB//metH//ldrB//sbp//ycjW//hpt//rpoE//mlaB//rzpR//yqiJ//rnlB//ydiP//basR//yedA//cysD//ydeT//ortT//ampE//aas//rpsJ//yfcS//rpmC//adiY//ydiF//ydhC//ushA//livJ//dsbC//fepD//nrdR//yhbS//araG//degS//ulaR//nupX//yiiM//yiaN//araA//tusA//ybcM//alsA//prpB//mdtF//mnmA//degS//thiQ//tyrR//gsiD//ynjD//rplI//flgE//tolC//obgE//pyrL//flgC//surE//mngR//mdlB//srlA//rffH//cvpA//yhjA//aaeA//glnB//treB//cobT//xylA//insB-2//dut//ftsH//dgcJ//ygcO//fepB//citG//setC//aroA//fimB//metG//zinT//sdaB//tdh//bioF//lnt//rplP//yeeA//caiD//idnK//pabC//napC//lysR//murD//zntA//aceB//pepN//yobF//recE//rplR//sspB//ygbN//tnaA//ghxQ//cheA//elyC//asr//yoeB//hycA//pgpB//nrfG//mdoG//tsaD//bioF//dcuC//paaJ//msrA//hisQ//znuA//chbA//yihI//glnK//intS//sdaC//rlmG//cysC//narV//pflB//ydcO//arnB//recN//dgcM//hofM//mreD//djlC//allD//smrA//trmH//ushA//metQ//ftsH//kbaY//mutS//elfA//rhaR//yjhI//nrfC//prkB//atoC//lyxK//paaG//ycdY//hyaB//pth//ydhJ//bacA//ugpB//mutY//fklB//yfeW//hemF//yqeF//frvB//yjaZ//ibsC//gcvR//grpE//glpK//zinT//queE//cmk//paaK//plaP//yfaL//sodA//prpC//yeaV//crl//ompC//appY//ispF//plsB//adeQ//nfuA//ubiE//garK//adiY//napA//ynfF//sbmA//cmtA//serA//dmsA//thiC//yqcG//gsiD//fecD//dnaT//panF//caiF//cysU//queE//nusG//hdeD//sdhD//ubiD//insI4//tufB//pcnB//creB//holD//exbD//mraY//rzpD//erfK//ribD//ygaZ//tmk//cbl//yohC//waaG//nimR//ydcP//ybbY//hipB//spoT//flgG//secB//rplK//evgS//rrrD//tatD//rlmJ//rfaD//oppA//dtpD//rpsP//cheW//glnP//minD//yhcD//yadK//chiP//galR//motA//hemL//bioD2//ariR//mazF//ynhG//holC//yjiR//fepC//dppB//sgcC//bssS//acrD//pheS//mgtL//yihS//mscK//nrfG//ftsE//kdpC//glcE//yjjQ//rihC//rhsD//epd//yiaA//adeD//nadB//hcaD//fumB//ydbD//skp//yieH//chbC//thiH//cpxR//arnD//degS//ptsI//fadK//ydiB//yfdC//nupX//ndk//tdcF//fliS//rpnD//recT//panD//envY//lgoT//zitB//yfgO//malI//hofP//ubiB//hdeB//yfcS//yafN//tusA//recO//ddlA//dnaA//pldB//qorA//ynfL//entA//norW//ydeM//mglB//gpsA//frwB//lolB//lit//asnC//rfaF//bdm//mutL//
GO_0043171_5	csdE//cbeA//yjiQ//rhtC//ralR//pitB//dnaT//rffC//dacA//
GO_0043173_5	yafC//hisQ//kbp//rrrQ//rodZ//yebC//ycgR//cmoM//
GO_0043174_5	lacY//phnI//waaA//mppA//trmH//uxaB//
GO_0043200_5	yqeF//rapZ//ybhD//etk//napF//higA//clcB//fimG//
GO_0043201_6	ppiD//
GO_0043207_4	cusB//dinG//cbl//actP//artI//murQ//gudP//yohC//sbmC//bglJ//modC//fliM//rfbD//fimC//
GO_0043213_7	ppk//minD//lplT//iscA//ubiJ//ygiV//cysM//ftsQ//
GO_0043242_7	gloC//yqiG//nuoF//
GO_0043243_7	shiA//
GO_0043244_6	rpmE//mepM//ltaE//fimC//gph//fdhE//essD//tktA//ynhG//yebS//uspC//ppiA//rrrQ//lldD//dgcF//ybaM//cspG//araG//phoQ//yggX//
GO_0043254_5	rhaM//yjhH//emrK//ybbN//der//yqeG//gspE//ftsY//rpmJ//yjeI//ubiB//rutA//uvrD//gntT//pgpB//ldrB//waaY//pepN//yjtD//ribC//cas2//btuC//casA//lptC//entE//
GO_0043255_6	ibaG//yeeO//hsdM//
GO_0043269_6	lysO//talB//ssuA//ruvA//rmuC//hflX//yfiR//
GO_0043270_6	polA//pspC//
GO_0043271_6	lrhA//
GO_0043335_3	ycgB//rnc//setA//rfaB//
GO_0043392_6	rihC//
GO_0043393_5	dnaX//
GO_0043412_5	ebgR//fhuB//waaQ//torS//crp//csgA//trxA//afuB//ytfP//ubiD//bisC//yifB//ybgP//prfA//holA//fau//ribE//gstA//yjjG//livM//aroL//narG//sutR//yfcV//mnaT//yebC//atpC//yoeE//ralR//yeeJ//etk//relE//arfA//mppA//ftsX//zntR//rnr//ydiF//bhsA//wecA//malZ//yjiY//rpsB//yhaM//ybcC//kdgR//elaB//fetB//hemB//rplN//lasT//mtnN//phnL//atpF//pinR//gatB//yagE//ygcR//cheB//deoB//pppA//uxuR//rhaD//dsbD//nrdE//srlR//aroK//envC//mltB//sufD//uup//narL//adeD//insF-1//yidH//mglA//leuO//hsdM//ygcW//ppiD//dcyD//ppiA//nusA//carA//nrdA//nrdR//arcB//sfsA//aroE//phnL//eutN//dsbG//borD//yggE//mdtP//nusG//panF//murC//ycaN//gadB//mdlB//ebgA//hscA//cmoA//ycjW//elaB//afuC//rffG//uhpA//lldR//atpE//rlmA//yeaV//mdtJ//mdtJ//iscX//zapB//nadK//yhcN//ghoS//mqsA//ybiX//alsE//gltB//trmB//yagG//waaL//proQ//galU//bioA//minC//alsA//glnB//nemR//rutF//sgrT//casE//araH//ygbM//fdnI//gabD//pstA//rsmB//ssuC//slyA//sapD//fic//fruK//coaA//dtpD//flgD//nuoL//tesB//lpxT//osmF//ubiX//phoU//guaB//hycA//ligB//acrB//cueR//aaeR//yefM//endA//glpC//zntA//nikA//ycfL//glnQ//ytfT//hemL//yraH//gltX//dgcE//yjhG//entD//bdcA//flgB//rapZ//syd//xapA//dacD//selD//dctR//cmtB//pfkA//yejB//dpiB//arnF//rlmE//trmI//araD//agaB//gatD//yadV//alkB//zapA//fimH//aspA//wecB//glpR//hyaA//alsA//hscC//gutQ//intF//ribE//flgF//pspC//yabI//opgB//opgB//glpC//sucB//yceK//ygfZ//folX//rplK//nuoI//ccmG//slmA//mazG//ydjH//mscL//nhaA//rpsE//ybbY//yjjQ//ybdM//cysB//argR//
GO_0043413_4	csgB//
GO_0043414_4	ycfJ//malF//rseC//hdeB//yhjX//cysW//cpdB//ynfK//phnN//nei//solA//rpsK//folE//sgcR//rlmD//leuB//infC//aspS//hscC//nusG//rpnA//deoC//tadA//mgrB//eutN//yjbH//ompA//yfeD//mlaB//atoC//bcr//nrfD//hofQ//entC//ygiV//dbpA//intS//eptC//lpd//nfuA//pepA//yagI//ubiX//rplO//gntR//cyoB//groL//frwB//hinT//glnB//rpoS//arsB//
GO_0043433_5	yqhC//yicJ//degQ//yhjX//recA//nemR//
GO_0043436_5	mntS//rzoR//ydeI//tauA//arnF//purA//potH//lolE//cpsB//thiM//torS//yhcD//speC//ydbD//dacC//kdsC//coaD//livH//ygcW//osmE//dfp//endA//rimP//ftsK//mprA//dgcT//cynX//yehY//yebS//xanP//ugpC//nhaA//hprR//yjbH//cysE//ybaL//rsmE//rayT//nsrR//rnlA//yihU//dmlA//chbC//nemA//dgcE//marA//ftsN//serB//mnmC//fimC//cnu//sufE//yghU//narJ//pliG//proW//yphD//nfo//hemF//ybhJ//yahB//argR//selD//nlpI//alr//tatD//rseC//cbl//ybiO//lolD//uxaB//ydgA//guaA//cysG//fucP//kdgR//rpsP//aidB//plsC//rpoA//adiC//ftsB//afuC//chbF//moaE//rlmE//fdoG//glsA1//pheT//ydcR//yehY//cysD//tbpA//gatY//rpsR//nrdD//pyrE//patD//nuoI//yidL//yhbY//fadI//glpK//hslU//abgB//afuB//qseC//trpGD//rffM//msrP//fadB//eutR//mlaC//dusC//insI3//hcaB//moeB//dcuB//greB//hybG//bluF//yraH//dctR//dkgB//entA//moeA//queG//waaZ//rsmE//ubiG//bacA//dpiA//caiD//yaaU//yjeH//ybhD//yciA//mgsA//yehW//katG//mnmE//ssuE//dapA//mscS//symE//rodZ//recR//rep//lgoR//yidP//acpH//rpmJ//arsB//mdtC//dosP//nanE//zapA//hybB//ynbC//yjeH//lsrK//srlE//cysI//ilvA//fsr//fimG//insF-1//yrfG//cpdA//phnL//yjeI//rhaB//rfaH//yajL//cdsA//flgC//yqeA//sulA//rplO//crp//ybeF//kdpC//rng//hycA//napC//hlyE//cysH//dcyD//ldtA//ansA//asnS//panB//rfbD//mepM//tpiA//yaaU//menI//chbF//sgbU//ydfG//nadC//serA//viaA//gdhA//ygbN//yihU//lolA//gpt//yqaB//wzyE//ssuA//treB//rbn//trpS//sapD//leuO//potF//intE//fliD//uidC//ssb//znuA//minE//infB//gmhB//purF//glpB//xdhB//ulaB//caiF//ycaN//cnu//phoB//rimI//wecC//ygaV//recT//mnmC//agaR//pgaB//copA//fdoG//rnlB//creC//trpC//yjcO//fruK//melA//mraY//borD//mtlA//mraY//narZ//trxC//fimI//gor//rlpA//hprS//envC//norV//rbsC//ydeE//wcaC//yqiJ//feoB//xerD//clpX//gspJ//fbp//dinD//ldhA//tsaB//clcA//rpsE//yahI//hicA//entF//mukB//csrD//mdtJ//malE//alsK//purD//gshA//atpB//hisG//ligB//nikD//lsrG//holD//sucD//trmJ//nikC//garL//tcyN//pheM//araH//hemL//gatA//yfcP//agaR//trxC//nei//pstC//tusB//rssB//orn//thiE//fumA//elaD//ykgA//tag//pdeH//yhbO//yohC//ravA//lrhA//guaA//lgoR//ygaZ//nepI//flhC//cfa//dnaG//rpsD//manY//fabZ//fliG//yadN//folD//rssB//hypA//treB//nth//aldB//mrdB//csgE//rsmE//purR//sad//kduD//rimK//tar//lsrB//pnp//rpsE//araB//rhaS//ygiB//mepH//pdeR//ybcJ//yggE//rnd//mgsA//trmD//lptD//pgl//yiiM//argO//yoeB//glmS//rluE//etk//fnr//setC//ribC//kilR//lacI//nrfF//btuD//agp//phnO//fixB//pspC//patA//yidQ//ynfH//citG//ynbB//bamD//trpS//pck//ravA//ccmD//idi//argO//fepB//pgpC//amiB//dcuB//gspE//ampE//ftsE//cyoB//ydjL//puuA//kduI//alaS//paaK//hypF//yciE//nudB//ibsD//rne//tag//csrD//abgA//xisR//hlyE//ansB//alkA//fiu//sfmD//rplC//hofM//yeaE//yphD//dacA//dicA//ggt//phr//asr//higA//yidK//mdtM//xylA//intQ//uxaA//smpB//nrfA//yfaV//crfC//yijO//ybjG//yifB//dxs//mdoD//bolA//asr//yeaD//fimB//dhaL//yaaJ//ygbL//mltF//hybO//mrcB//
GO_0043438_6	ybjG//
GO_0043442_6	iscR//
GO_0043455_5	accA//cbeA//fpr//artM//
GO_0043456_6	yagJ//
GO_0043462_6	mdoD//mscS//umuC//srlD//ycjW//tyrA//
GO_0043467_6	ffh//gloC//
GO_0043470_6	lgoD//hha//mzrA//leuC//
GO_0043471_6	ushA//ybcC//rhmD//
GO_0043484_7	murG//
GO_0043487_4	dinJ//gnd//fimZ//yfcA//citE//bisC//
GO_0043488_5	yaaY//yfaE//cmtA//rnhB//dinB//
GO_0043489_5	adhP//
GO_0043543_7	adiC//pdeF//alaA//dmlA//fadA//glyA//glnE//acpP//gltX//rtcB//rsmC//dapA//asnB//
GO_0043545_5	sgbE//yahF//dtpA//cmtA//pheT//ygfZ//clcB//proQ//tdh//tusC//rpsP//
GO_0043547_7	nikC//fixC//tauC//
GO_0043549_6	yraI//recA//
GO_0043555_5	yigB//rfaQ//
GO_0043562_6	leuC//ydeM//
GO_0043570_6	ykfM//ybiO//ecpR//
GO_0043571_7	lptG//purF//lptF//
GO_0043603_5	rutG//sucD//cdgI//sgbE//ybhS//ribD//nlpD//zitB//ghoS//tomB//glcD//ribA//dgoK//eco//hofM//rpmJ//rmf//ygaH//gpr//cspG//ansB//maeA//hprS//ilvM//tadA//mreC//yfcS//yhhY//gadX//creB//rbsR//cydD//alpA//ruvA//ccmH//essD//argO//yhaJ//yjjW//hybD//tsgA//borD//yidK//miaB//yagJ//nirD//thiP//lysS//fadL//rpmB//aroA//sdiA//queD//tsaD//rapA//essD//zntA//cyoC//grxD//rmf//yafS//nuoM//nikR//dnaA//hemG//def//preT//focB//rpsR//yhcD//ptrA//ypdC//ldtD//puuB//argS//cpxA//aas//tgt//ybhR//yggD//uspG//waaU//dgcT//ydhK//rsmF//yieF//bioD1//cysK//ygeR//mobA//yhjC//cusC//gluQ//fixA//pykA//ygiV//yhjA//rho//hns//cnu//ybjN//frvR//ydjM//feoC//prmA//rffT//yadG//bioA//ydiP//yfjR//hslU//mreD//yidP//yedF//rfbD//ptsP//ydiO//ypjD//cyaA//map//ybaT//thiM//sdhE//yjcS//yfbR//ygbN//pgaB//
