#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aroK//tusE//hybF//yebQ//
GO_0043648_7	gabD//proS//rsgA//caiD//plaP//emrE//bepA//mntP//glrK//rmuC//gsiD//gcvA//narU//puuB//yidD//fkpA//opgG//puuC//lpxB//miaA//yphC//rpsP//agaA//mepS//yhcF//yjhH//ilvN//frvB//pdxA//waaY//opgD//pinQ//rbn//ybiX//adhE//xylB//rsmB//kdpA//frlC//nepI//ghxQ//argA//mlc//sgbE//deaD//melB//parC//atpD//dicC//yedL//yraJ//abgA//nfsB//rutR//rsgA//kbp//wcaJ//btuR//wbbK//purD//lysU//yjaA//yhjB//hofP//nrdF//cspB//yccS//sufC//nuoL//aroL//phnH//bamB//kefF//yqaA//
GO_0043649_7	cmk//dnaQ//mltB//tolA//carA//rpmJ//phoA//mdtN//thrC//tdk//uvrC//
GO_0043650_7	ada//cysK//mltC//rsmB//ytfE//melB//rpsA//ghxQ//ubiA//cysI//yrdA//secG//ybhG//flhD//xapB//lgoR//glpT//ccmD//marA//yjjI//caiB//nusG//abgB//pdxK//hypT//fimG//mocA//
GO_0043686_7	speB//
GO_0043687_7	cysM//uvrY//ttdT//mgsA//argB//eamB//azoR//
GO_0043708_5	infC//ssuC//paoC//citT//mfd//fucA//surA//nupC//yahN//fbaA//yhhT//zur//tusC//pnuC//fepE//
GO_0043709_6	crcB//paaH//cheR//pgpA//nepI//mdtE//ygjR//aroE//mtnN//
GO_0043711_5	umpH//proQ//gluQ//gppA//ascF//ytfT//speB//bglH//cysD//citT//araE//murI//yjjU//ygeV//essD//yijE//trmD//insI1//cobU//hypD//trmB//
GO_0043900_4	nagE//pgaD//dgcJ//bipA//folX//ompG//coaA//yagU//talB//yiaA//lsrD//rplO//hlyE//
GO_0043901_5	nagZ//ybhG//fhuF//yciV//
GO_0043902_5	frmR//pal//
GO_0043933_4	nudF//codA//opgH//setB//gcvR//lsrD//mprA//fadJ//cmk//fucA//yciG//rutF//galS//fieF//dnaN//tyrR//ydeE//yhaC//pinR//cspD//ygfI//folX//ariR//hypB//argG//ydjL//cadB//pphA//murE//abgR//nudF//dapA//guaB//ydfK//purF//mtlR//murJ//bacA//rseB//argF//pitA//glpB//ybiS//metH//proC//yddG//dxr//csgB//pgrR//mlaD//hslJ//yjbF//citT//kdpC//ispU//rsmG//ltaE//truA//yceK//araA//tdcE//yabI//basR//acpH//atpH//gabD//ubiA//seqA//fimC//trkH//pspG//syd//yggD//erfK//rplR//yiaU//etp//frsA//ihfA//dsdX//metQ//minC//iraD//gloA//otsA//yiaM//csdE//lplA//ampH//pflA//roxA//rluB//pykA//glpF//nrdA//rng//rplQ//hxpA//sthA//ltaE//
GO_0043952_7	purR//rsmH//ypdA//hypD//cusF//
GO_0043953_7	tsaD//insA-2//atpB//yddG//
GO_0044003_5	ung//murQ//arfA//nikA//
GO_0044004_6	yjeI//aer//ycaN//uhpB//
GO_0044010_5	flhD//crr//sseA//argB//fimI//opgC//flhD//rcsB//tatC//pitA//yfeD//yjiR//ybhP//mnaT//yddG//glmU//yeaV//cdh//torC//menA//citT//yhjB//mdtN//glcA//casE//flgB//gntP//yfgO//yghU//yobF//
GO_0044011_4	ispU//evgS//prlC//lpxP//insI-2//lsrR//yfbV//yccS//
GO_0044036_5	lldD//gudD//dgcN//glgA//yhbX//plsC//yeaE//opgD//tktB//rsmC//cyaY//ugd//insF-1//yjcS//ydiP//yeeL//phoR//eutB//sgcC//ybbN//tdcG//treC//recT//recA//tauA//hupB//arsC//livG//yehA//mdtQ//menE//ygeR//lpxM//recB//rfaG//yfiR//dinD//rpsS//tilS//nuoB//lsrG//alr//cas3//hcaR//ettA//ribC//yhdJ//
GO_0044038_6	nrdG//ytfT//lsrR//hinT//nudF//eutB//fadD//yedA//ppk//rihA//kdpF//cpsG//yehZ//yjfP//frmB//cysZ//hycA//lptE//ulaG//fecB//fdoG//yehX//mscL//ybhD//yfiF//pgi//ypdA//glk//trmA//dgcJ//cspA//yahF//rpsM//thiC//sucC//rimP//fimZ//fryB//yphF//dacA//rssA//mgtA//astB//
GO_0044042_6	ygiV//modA//cusR//arsC//mdtQ//mdtE//rimM//gloB//argR//mgrB//kch//galS//rplR//leuS//rpsD//kilR//selD//galE//mepA//oxyR//fliS//
GO_0044070_7	wcaJ//gmd//bssR//rtcR//
GO_0044085_3	bioF//ulaG//hldE//dcm//xerC//fdnI//dtpD//aspS//umuC//tolB//trpGD//sbcC//yjjV//cueO//narX//gyrA//gsiD//seqA//bglX//
GO_0044087_4	higB//uhpC//ydfG//puuB//rplI//ybbY//pgaA//rplS//elfA//rsmJ//radD//fsr//gltK//yheT//tktA//pdeR//dusC//ymfA//relB//lolC//lpxM//rpmE//pitB//modC//pabA//nagZ//mngR//mdh//rho//rhaB//tolQ//rsmJ//sufC//smpB//
GO_0044089_5	yidK//ycgV//trmL//mntR//rutE//ansA//rcsA//tusC//rffH//aas//epmA//exuR//rppH//
GO_0044092_4	sspA//hofO//mrcA//sbmA//yraH//ftsB//chpS//lpd//plsC//cusC//yfdG//yjbH//fadL//acpH//selB//hpt//dinB//mazF//yejE//bglB//speC//moaB//mioC//acrD//rlpA//mdtF//yiaM//yfiE//dmsB//ibsD//yghU//dtpA//guaA//rlmH//recF//phoU//
GO_0044093_4	cadC//yjiY//secM//kefG//vsr//pntB//hda//rpsK//potH//hflX//iap//ybeQ//ssuA//yfbU//hdeD//livH//dhaM//hypF//rppH//lolD//narQ//ynfK//arcC//aes//sucA//prlC//rpoD//
GO_0044106_5	hycB//pphA//hyaA//argI//alaS//nanE//relB//yhjX//rssA//yidA//phr//yfiC//hisG//ybjX//argH//ybhD//plaP//actP//yghU//sfmH//slmA//rfaQ//kbp//baeR//entD//ftsN//yefM//
GO_0044179_5	yeaE//
GO_0044208_7	uspG//
GO_0044237_3	dmlR//panZ//mhpD//fklB//nikE//rbsR//fpr//mlaB//yadM//glsB//yfbU//bsmA//rplX//cutA//mnmC//norR//cirA//dacC//glgC//ygjK//phoE//csgG//rnt//nanK//speD//sfsA//tolR//crl//mocA//yqiH//malK//gntP//yggX//exuT//dcp//bioP//tdcC//lacI//iclR//cbl//mog//rusA//pdeF//sutR//mutL//glxK//yjiX//ltaE//pabC//folE//epmB//yidE//groL//gadA//yjbH//rfaH//acnA//bamA//rlmF//tbpA//yehD//ftsY//yejA//pstB//ppiD//rihB//purU//citC//menE//ygiS//iap//ihfA//pncB//rzoR//sapD//nlpE//frr//nrdR//hofQ//ycjP//flgH//yeeJ//yfaV//mazG//glpK//ruvA//yjjV//tpx//cpsB//cysG//cysM//aslB//xylE//mgrB//degQ//mgtL//pitB//yfiR//cobU//ydjJ//yahF//aspS//baeS//fhuC//lolA//rfaE//feaR//artQ//glmU//amtB//rraA//frlC//rbsK//potF//hda//bamB//dnaA//ascB//galR//dgcQ//gatZ//trpB//astC//ftsE//sfmA//fabR//murQ//purN//yhjG//yoaA//nagC//ubiH//nuoF//wecB//sseA//groL//ynfE//erpA//ygeW//bglX//bglB//dgoK//ynbC//nrdE//mhpT//cspE//ldcA//mepS//yafO//dsbD//ulaA//tnaA//hscB//rplR//chbF//ybgQ//ratA//fdhF//yfbU//hsdR//fadI//cysH//frmB//nhaR//gcvA//lolC//fumA//mliC//cysN//lysS//metI//tatE//ygfI//lptE//clsC//guaB//ycgV//thiI//mrdB//ihfA//aroP//rph//fdnH//pdeK//tusA//rpsN//comR//uof//trg//exoX//cueR//mdtM//tadA//rbsB//galK//ybjL//dusB//sdhE//relE//mdtG//nikE//shoB//ybjD//yraN//yfiR//yiaL//sodB//crfC//tatE//yjjV//mltF//sfmC//tmcA//gadA//sgbH//dusC//atoC//garD//yebG//rffH//idnO//cpdA//nth//mdaB//gloC//ygiS//cnu//tnaA//yedF//tufB//puuC//glgA//murD//elfD//yjtD//clsA//rhaA//pdeD//ygaH//phoP//malS//csrD//dtpD//lptA//ygiN//kdpA//ygeW//leuE//yebS//valS//puuC//yajO//hmp//zupT//nuoE//tusD//ydcR//rhaR//paaJ//ralR//elfG//yjjV//fecD//ghrB//pgpC//ppiC//csgD//proV//hflX//thrA//preA//mdtP//umuD//yhdZ//sdaA//rpiR//ycgB//nrfD//dhaM//rnc//araC//ydcM//msbA//fetA//frc//bepA//rbsR//yiaB//fur//pdxY//agaS//edd//citG//yihT//sseA//casB//relA//curA//yfbU//ytfQ//insA-1//bamA//yggN//rlmC//tag//ddpX//hycH//nuoN//tatE//dgt//frlR//ynfL//frvA//nuoM//rcnR//bioD1//groL//qseC//tamB//gloC//uof//tesB//rfe//ychH//carB//accA//opgH//rimO//ulaC//pyrG//agaW//gabD//ompN//narG//puuD//hpf//ftsH//yehC//yegD//srlE//entH//rplN//rimO//ygbN//aroK//recN//fkpB//nadA//frdC//sucB//ampG//dhaM//oppB//tbpA//hemA//guaA//yaiW//fumB//bamD//ybjL//cusA//mepA//hcaF//rplR//entF//yfjR//pspF//rbfA//fliK//phoQ//yibT//hpt//tauA//yeiL//thiP//ampD//yhjG//xylB//yahI//pck//purB//ydbK//wbbK//yhaC//epmB//uvrC//rluC//rpsO//pheS//yhhT//maeA//asd//eptA//rpe//lgoT//yafE//rspB//dkgB//citE//dinJ//tauA//galK//bglH//yiaU//ldtA//ygiV//yihW//frlA//gapC//aer//fliD//recF//yggT//marA//cutC//dacD//kch//thiD//fruK//fliL//pspC//narZ//uxuR//srlD//araE//preT//clpX//fnr//ygjR//rsmD//rplE//mscK//dxs//ugpB//ybdO//bcsA//yjiR//rpoE//agaI//ybaT//frdB//clsC//trpD//rutB//araG//garK//grxD//ygeX//rfbD//yhcN//ftsW//pppA//ibsE//nanA//nuoL//rsmE//moeA//appY//rtcR//bdm//nuoH//pstA//alaS//mutL//holE//rclR//nikB//cpsG//yadK//sapA//yacG//yadV//rzpD//dnaE//htpX//ccmH//garK//flgF//dgkA//fecC//nsrR//menA//flgM//thiG//hcaF//rpsR//tcyP//apt//bamA//ygiB//aroD//sfmF//frvA//asmA//mdaB//insK//xylR//roxA//hypE//yegV//lolC//ychH//yhcF//iraP//cvrA//btuF//menA//ascG//ybdR//rpnD//bcsA//agaC//xylF//hyfR//sapB//pagP//fis//dcuR//rbn//nupX//hemF//lgoT//fadE//ppx//lldD//metQ//fliK//livM//yihQ//yfcR//pbpG//purU//xapR//dgcE//sdhA//cvpA//manX//purB//queD//marR//hcaD//recA//cysD//dtpB//menC//yiaT//yihS//dnaG//sbmC//setB//waaS//paaA//ygjH//puuR//rpsG//lpxB//nepI//yebC//atpD//murI//luxS//kbaZ//cdd//yrfG//ydaC//dgcT//gcl//basR//ibsC//arcA//rph//fur//dkgB//narQ//cadA//cusB//rpsP//rclC//fepB//zapA//argS//adeQ//tktB//yjhH//rssB//artI//bamB//yfcQ//uhpB//ibpA//msrC//potB//ybiJ//minC//mukB//mdtA//pckA//rseP//accA//yeeL//uidC//thiE//ttdA//csiD//lpxP//recF//ydaV//patZ//betB//queA//pyrE//dgcF//frmA//fimF//lplA//lgoT//idnT//yeeL//rstB//mglA//recA//hycH//rcnR//entB//ybiJ//sutR//btuD//gatD//mcbA//dapF//dusB//rhaT//pyrD//pheS//emrB//lptF//murE//yjgX//fepA//kdsC//ygjR//hsdR//hmp//cutA//yjcO//spoT//ybcQ//sppA//mutL//rplA//lsrG//adiA//tauA//ypdB//yedF//yiaF//ahpC//leuC//coaA//potC//grpE//cas1//grcA//dgoD//endA//mdtE//gntT//rzpD//hemG//dsdC//dgoK//moaB//dinQ//glnP//eno//rlmH//casC//nusG//yiaJ//narU//waaF//rplN//cstA//fucA//fdnI//lspA//dcuA//rpnD//sodA//ydcZ//yfaE//uidA//ydiQ//cysZ//bdm//ssuB//clcB//rpe//cmoA//tsaE//mioC//cirA//hemN//btuD//glnP//acrR//pabC//mepS//ibaG//fur//recJ//cysZ//dapB//relB//ycgB//fepD//rlmA//dedD//cmtA//yahN//mak//corA//paaJ//yhdJ//yhjB//dtpA//cysH//intS//scpC//rimP//dacA//tufB//prpR//phoQ//tamA//gntU//apaH//thiP//codA//glnS//nupX//coaE//ldtD//ydcS//kdsA//xapA//recB//thiE//lpp//speG//entA//ada//frlR//infC//sgcR//ftp//yidH//yiaO//iscU//yddG//amyA//iclR//nuoF//nhaR//yjiQ//pta//wbbK//ffh//ansB//folM//bioD//sapB//rbn//gltS//ttdT//mnmG//glpR//yddA//arnF//argC//rhsD//araB//lpxD//yadG//rnlB//lipB//citE//rbsR//gutQ//prpD//mnmG//tesB//mrdA//rhmD//ispA//hisC//tdcE//bcsA//fumA//cca//murJ//yjhP//fetA//nimT//cycA//queC//satP//rplS//yfcF//exbD//acrZ//dgcQ//ydaN//syd//fadL//mrr//yieK//malY//mscL//ynhG//phoE//secD//bsmA//xapR//cca//yghO//adiA//trmJ//gmhB//mlaE//macB//sgrR//bssR//yadI//ydjJ//rpsK//yahI//otsA//citG//envC//glcA//ispF//nudB//rluF//rapZ//glsA2//yqaE//zupT//ybhI//yjjQ//elyC//ldrD//rsmH//yibF//menD//kgtP//mobA//yraN//cdaR//sdaB//lasT//narK//yhbS//artI//ppiD//ldrD//trpGD//clsC//recA//tus//menD//bssS//ydhK//menC//dam//yehX//cpsG//araD//torD//rsfS//ogt//torI//yihP//cadC//pgaB//ung//adeP//ibsE//erfK//allS//fadD//etk//ygeA//osmF//mlc//atpB//afuC//acrE//yeeY//pgaB//dgoK//phoP//thiE//yjhH//ytfT//glgX//mdoD//fadJ//murG//yhdX//ybdH//deoB//pdhR//yihQ//truA//tauB//dgcJ//astC//kefB//ypdB//trpR//cydB//pepT//thiG//rarA//rpmJ//xapR//efeO//ulaG//rpsT//kdgR//phnN//ycbU//corA//napD//puuA//pfkA//selU//qseB//cobC//kefF//yacG//dacA//nagZ//ftsW//yjtD//glxR//rlmA//cspD//nfuA//eutK//ssb//ybjC//yciH//selA//bcsA//yceO//apaH//menC//ibsE//prpR//iraP//yjaA//lacY//ldrA//ulaD//nanR//arnT//argK//cyoE//folE//yeeA//rsmF//rpnC//yfeX//msrB//yraI//hicA//mtr//flgG//htpG//shiA//mraZ//tatC//napA//aqpZ//trmI//fliZ//selA//yfiE//spy//pliG//wzc//mrdB//trpGD//slmA//uraA//pspC//yajL//ytfR//idi//rsmE//prkB//yafE//yfjV//rpmF//ygaV//ybaL//yghO//recR//nikB//pdxA//lapB//rpiA//radA//sgbH//plsB//eutN//ubiJ//frlB//cyaY//mnmC//yeiL//folM//yohC//mngA//lacZ//gpmA//guaD//ghoS//gdhA//tilS//yhgH//iscR//gltX//preA//rnlA//dgoK//pyrC//bamA//uxaA//ygeR//waaO//narW//asnA//mdtD//eamA//folD//cobT//ykgF//intQ//dcm//rplF//waaJ//lolB//purC//hybE//mtlD//csdA//pdxA//nrdD//cysD//ribC//btuB//frlB//mutY//yccA//mdlA//cspA//dkgB//znuA//treF//ycfJ//gabD//avtA//prkB//ybgI//oppA//cpdB//ybdH//yehB//ompF//crfC//mrp//rfbX//rmf//rsmG//csiD//ecpR//sbmA//mnmC//frvB//yhbX//thrL//tyrA//yciT//mliC//csgF//valS//folE//pyrF//asr//yiaU//iclR//murC//yhdZ//ydcT//chbF//ldtC//idnK//phnC//yebS//cra//dsbA//wcaB//trmH//yghO//lexA//mdtO//glnQ//tauD//fbaA//moeA//yehP//nlpA//malI//mdtJ//atpH//coaD//bioB//macB//scpC//cpxR//ugpB//dnaK//iscU//clpA//rcnB//gapC//dosP//fadE//mlaF//rraB//eno//ampH//yebG//rhaR//rlpA//araC//dgcT//ybjX//coaE//ycjY//rutC//rhaS//fixB//lptC//narG//yggW//mdfA//hcaC//gntP//yggF//pyrB//sapC//bamA//hisH//mltC//htpG//yjhB//spy//prfB//aroP//cas2//fliD//yhjG//pdeK//proS//umuD//ygeA//trpR//galM//ansA//dgcM//mscL//lolC//ybgI//ubiJ//yqcG//dgt//opgB//mepH//cysD//rsfS//rnlA//yfaX//rhsD//caiF//yhcD//yojI//sdhD//fdrA//murQ//bcsA//pheS//cobS//rplR//cra//pgaD//yggN//nikC//atpD//glnH//fimB//ugd//appA//oppD//hemD//yidK//citE//nrfB//hyfC//lolE//yigB//hypT//tdcE//ybcQ//fliD//msrA//rsuA//hybA//gatA//wecE//eutA//metC//argF//melB//lspA//yfcG//ynfH//artM//rpmH//yneJ//cheB//lptB//flgC//rlmH//yidH//glvC//fadI//elyC//ybaE//cusS//hypF//phr//gltI//dgt//nrdA//intS//frlB//rplX//sbcD//trmJ//rlmA//hisA//uidC//fumC//hdeA//ydiB//nadK//yiaJ//uvrD//narH//ccmD//ffh//ymfK//cmtA//rffC//mlaC//pdeL//ulaF//luxS//mutL//ydbD//yagJ//yceD//pitB//ydjL//yfcS//yfiC//yddL//roxA//ybaQ//csdA//rplM//ccmA//clcB//ygeV//xapA//rpsP//yfhH//osmE//hsdR//skp//ppk//pstA//cof//trmB//yfiE//tolR//cytR//kdsC//curA//ldhA//rbfA//nrdE//ybhG//rzoD//tilS//qseC//paaA//yjiY//melA//murA//uhpC//msbA//gspE//fepA//pspF//artJ//ybdN//ptsH//ydfK//puuA//ydiO//hyaA//yajR//abgR//hcaD//ybcF//melA//bluR//cyoB//sdhE//yhaJ//ydfD//pdxA//mnmG//rpsA//guaA//glgA//ubiI//mog//glcE//zraS//chbG//rpsT//tmcA//yigL//secF//moaD//ftnA//argH//nimT//yjaA//tcyP//fliL//acrF//hldE//yibA//fucP//mrcB//mgrB//agaC//ubiI//frvB//tatA//fliK//ptsI//pitB//hslO//plsB//nusA//nirB//ygeA//iscR//atpE//phoR//fepB//recX//dapF//mrdA//cmtA//deoB//rsgA//livK//ymgC//paaX//icd//dicA//yehY//nagC//panD//rplD//hns//ftsE//ybjG//purF//alaE//cheZ//aroP//lexA//uxuA//livM//phoQ//araA//mdtC//flgI//serB//lipB//ynhG//ldcA//dmsB//yhjD//ompA//mak//yegV//fruA//yhdZ//rplA//folM//secA//yhbX//gsiA//rutD//eptC//crp//eco//secG//puuP//trmB//btuR//bacA//pcm//yihP//degS//ilvI//putP//yiaA//yagJ//ldrD//dctR//yrfG//purL//aceA//folD//ypdI//yfjR//paaD//pgrR//yfbS//pyrL//nusA//kch//argO//glpF//dsbG//yidA//fcl//prpB//yfeO//cyoA//fixC//yceK//ydgA//clcB//rcnA//lpxD//tufA//insI-1//ubiX//clpX//rnhB//yfdC//ydiR//nagZ//ispA//fliG//nuoI//flhD//def//metI//maa//ilvD//rpnB//nlpI//hupA//slyA//yfeW//cutC//waaS//asd//argK//flgD//menF//nupG//sppA//ytfE//sstT//ybiX//speF//nuoE//ychO//pal//cobB//sufB//potF//yehY//avtA//dcyD//hybD//phnH//ligB//rutA//mfd//torS//fabH//ydaN//ompT//rlmC//nrdH//sucD//yeaD//ybiI//cusF//uvrA//yhcH//lgoD//araF//moeB//arcA//uhpC//mlaB//emrB//sppA//sgcA//cptB//treR//nagZ//waaO//lapB//infB//pdeL//sapC//rfaQ//ubiG//dkgA//ybbW//alkB//tonB//poxB//rlmA//ydcM//selU//cca//yihW//murA//era//epmB//recC//metG//trpA//rutG//puuB//btuF//yejA//mgtL//yieE//tqsA//lapA//nanR//eamB//yfbS//srlE//ybaM//yjhH//ydgA//bisC//nadE//btuR//upp//glnK//nudC//srlE//smrA//yeiL//argB//paaE//ulaR//nuoL//pstS//nirB//uvrD//rlmC//rpsD//yciV//kduI//yraK//cysK//purD//accC//ralR//amtB//
