#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tesB//yoaA//iscA//mgrB//
GO_0043170_4	ydfH//ftsI//ypjD//menE//allR//pliG//fecD//coaD//eutK//ybdZ//rmf//xylB//malS//mdlB//mdtF//hemG//recO//yhbQ//moaE//napC//acpT//cysN//pfkA//hyi//yfcS//ldcA//dppB//rseP//nirB//tus//cecR//ompC//kdgR//allD//hchA//aroC//glpK//rlmG//mazG//yqgF//cpsB//emrD//cyoE//sbmA//uvrD//nadB//amiB//gph//ydhJ//yhcN//cpsB//fhuF//cpdB//cobU//yfeR//htpX//nlpA//thrL//nemA//gatA//ribA//nadE//amyA//lpxC//fepD//parC//kdsC//ybjN//ecpR//menE//galM//feaB//rplI//glmS//mdaB//intE//maa//ygjR//prc//yfbU//rpsR//tdh//gcl//ycfH//gcvH//exuR//citC//aaeA//cysQ//argK//kilR//hipA//nrfB//ydhJ//serB//gltP//menI//citC//btuC//murC//yqiI//nac//glmM//yfeO//glcC//ilvI//rplW//torS//rplM//rhmR//rbsC//malY//rplM//bcp//hprR//tdcA//amiD//paaB//pspA//tig//rutD//ebgA//frsA//murP//thiP//metC//yqeA//slyA//elbB//osmE//rhlE//cbrC//rsmI//zipA//ispH//rpsA//ispG//ssuA//ptsP//atpC//yafS//clcB//relB//oppB//ibsD//ruvB//rseP//frmR//yddG//modC//sbmA//ybdH//tatA//glyS//hycB//proB//phoP//mepH//lptG//holB//insE-1//recD//secB//yajD//yfeO//alsE//pcnB//chbA//yijE//ybbN//trmO//yhjR//bdcR//pdeL//ftsE//glnB//gudP//yjeI//potA//fimI//fliZ//hscC//tufB//metI//rpsJ//rluA//ycfS//truC//ogt//emrD//lgoD//tcyP//gatZ//etp//paaE//dmlA//tgt//mnmC//fumA//hha//cmk//pnp//yajO//mutY//yieL//ppsA//phoA//flhE//atpB//nrfE//rep//gpmA//rapA//fepA//ycdX//rplN//dtpD//oppB//hxpA//hybG//ydhQ//cas2//rhmR//hisS//acrD//csdE//nuoH//mutL//mutT//ssuB//cmtB//yajQ//pepT//sbmC//lepB//mtn//ribF//agaD//paaE//tolR//ybjX//kbaZ//tdcD//hyaD//coaE//fiu//ygaH//gapC//mscM//phnL//eamA//kdpF//trpD//nirC//mqsA//aroG//btuC//sfmF//ygiB//sucA//creB//qorA//hemB//ybjG//vsr//yidL//rsmG//recE//crcB//pdxH//yqeA//guaC//gntP//rbsC//rcsD//trpC//paaF//ansA//yfiE//deoC//rplF//aaeA//cpxR//ilvE//dtd//groS//nrdR//sbp//glnH//ybiA//oxc//adiA//xapA//emrB//pdxB//ychF//sgcE//ygbN//recE//opgG//pdeK//iraD//cysZ//dctA//clpS//yjtD//tdcD//mutS//proC//appB//amiC//pinE//wecA//mlaD//dicC//gsiD//yghU//cusF//mepA//tsf//alaS//pyrF//cheZ//pdxH//yjeH//potB//betT//idnK//ybiO//nuoI//torY//rluE//pmbA//ydjM//ymdB//yejA//rhaT//ftsW//zur//citG//priC//rutB//ybhS//yjcS//artI//ydiO//crl//ilvL//pdeF//infB//dppB//lpoB//bssR//ulaD//ubiC//rseP//nikR//kdgT//ybjI//phoP//rppH//aroL//mnmC//yegS//pgaA//rlmL//yhdW//yihX//copA//nanS//fkpB//yifB//arsB//yccX//ydeM//queF//ypjD//tatA//uhpB//speA//yiiD//rna//ycbU//rfaC//rpsB//kdsB//rsmD//emrK//yehZ//ulaC//dadA//hypE//galR//ulaD//gapC//greB//katE//kdpF//mdfA//dcuR//yehD//yihL//rsmH//glgP//fcl//pal//rpsD//guaB//torC//dhaL//arsC//sufB//sapB//yieF//frdA//zinT//polB//kch//nagC//ybdR//arnA//fabH//mtr//bepA//yagG//rhoL//prmA//gutM//glsA2//ivy//rrrQ//cadC//mmuP//ycjQ//ccmA//flgE//atoS//speB//cadA//pck//rnhB//ycfJ//astC//iclR//deoB//ymfK//glmS//rfaH//yigL//sapB//ychH//greB//sgcB//rhsD//fryC//yciF//bcr//gcvH//xseB//acpH//ddpX//nikR//dnaB//gudP//soxR//srlR//ynfK//fadA//torR//lhr//artP//flgB//opgC//rimP//murJ//nrfG//bluR//gabP//srlR//uspC//yagG//pdeD//pyrB//nikA//tolB//pspF//yggD//feoB//tyrR//yqhD//ydiP//puuC//pyrH//xylF//panC//insI-2//patA//clcB//fic//ltaE//menA//ynbD//yfjR//rnd//torZ//pspD//chbF//ygdG//murR//cysU//asnS//fumB//thyA//ibaG//yhaJ//purL//truA//panD//zntA//tnaA//ftnB//xdhB//gmk//msrB//nuoE//sdaC//paaK//rimM//qseC//ratA//abgA//ydjK//zntR//araC//murC//gltS//btuR//rhtB//rplR//argO//glnA//cusF//gmk//nfi//rlmJ//insI3//exoX//rutB//ubiI//ttcA//puuE//hsrA//citT//ypdB//modC//feoA//pgpC//yaaY//livH//ftsY//dgoR//uraA//tdcD//ghrB//csiD//yhiM//ygiV//rnhA//insI4//slmA//insI-2//ynhG//ybhA//alaA//grcA//sgcX//cydC//polA//pykF//dxs//osmE//hrsA//hiuH//wzb//cbtA//pbpG//ynbB//torD//wcaB//hybF//yidA//mntS//ptrA//ggt//rsmC//nagD//yagE//clpS//yaaJ//rsmA//priB//iap//fabR//cysW//gcvT//ttdB//mocA//dacD//rsmE//cecR//hsdR//yjcE//wzyE//casE//glpA//tdcC//yfdO//mmuP//entS//leuC//hdeB//degS//hflK//yeaV//ygiB//entB//bhsA//rsmH//sufA//malK//sodC//tpx//osmC//rrrD//yhcD//gdhA//murG//bcsA//nagK//pspF//gapA//ftsP//dld//yafE//ybiO//xylF//hisC//yiiE//clcB//bioA//cyoB//hypT//purN//xanP//narW//prlF//hslV//mtr//ftsK//gspF//rpsL//yieL//galS//galE//hemE//rpnD//carB//pstB//yjjU//feoA//ymfA//yahB//pdxH//yejF//mngB//nagK//crp//ileS//fruB//rimO//xerC//yehC//fimE//hldE//intF//mdtQ//dgcN//sucB//yqhC//ilvB//rluB//yiaL//kdgT//pdhR//cycA//smpB//rfbX//ytfT//fecB//yojI//trmJ//glgA//tyrB//rfaG//yhaO//truA//fhuC//dosP//yidR//pphB//insE-1//bamB//rfbC//torY//rhaS//ssb//mltF//ydfK//pgm//ybiX//bcsA//rplA//cmoB//yfeR//ptsI//mdtL//hisC//melB//cytR//dapF//yhdZ//bolA//rpmA//hcaE//mtlR//sdhC//holE//rpiA//sfmH//metG//glsA//mdtB//hfq//yfaL//arnD//uxuA//rhsD//yjbG//rplW//yraH//ahr//coaA//arcA//yhbY//mipA//cueR//rfaF//narI//mltD//rlmJ//fliL//ynfL//hyaC//groL//wbbK//opgE//rnpA//uspB//mlaB//intS//rplP//dtpA//sgbE//yfeW//yifB//sufD//ppsA//frmR//folC//fucP//bioF//yjaZ//yiaT//dsdA//mdtF//secE//cmk//asd//garD//hybF//yihP//holC//tus//yobF//gspE//idi//scpC//ansA//pstS//brnQ//tdcA//ybiX//phoQ//acpP//ybeQ//srlE//yohC//bioH//eamB//sucD//spy//rrrD//bluR//dmlR//srlR//ynaI//mak//yrbG//sfmA//prpR//ribF//murC//dgoT//hyaB//hycA//miaA//yijE//lpd//
GO_0043171_5	nuoE//yfcU//arsR//hokB//mnaT//ypdC//yajR//appA//rlmM//
GO_0043173_5	fur//pgaD//glsA2//chiP//pstA//yedF//flgA//gntR//
GO_0043174_5	bamD//ettA//atoS//ptsG//dgoT//hyi//
GO_0043200_5	spoT//ybaQ//macA//mntR//rpsL//fliD//envZ//nth//
GO_0043201_6	yihO//
GO_0043207_4	insK//rraB//fdnH//yhaC//dinJ//rlmH//menE//mngR//dinQ//crr//rssA//kdpD//wecE//pphB//
GO_0043213_7	rhmD//trpE//lipB//yidA//tdcG//rpsQ//parC//ihfA//
GO_0043242_7	frdA//fabB//mlaE//
GO_0043243_7	paaX//
GO_0043244_6	rcnR//bisC//focA//tnaC//nrdB//hsdM//actP//ydiK//ygjH//mltC//gudX//folA//sapC//nirB//pspC//ymfA//tufB//hisG//dcuA//mnaT//
GO_0043254_5	xerC//bioD2//mtfA//bhsA//yigB//sad//ccmA//feoB//rbsR//osmF//rplC//waaF//mdtA//ybfA//ubiI//yidL//aroH//priC//flgH//flgA//yggE//folX//trpR//smpB//argK//
GO_0043255_6	ybhI//fliG//hcaD//
GO_0043269_6	glgC//rplJ//basR//iap//yhbQ//lldR//ycjW//
GO_0043270_6	ygcR//ycgR//
GO_0043271_6	phnK//
GO_0043335_3	alsE//yciT//metI//dmsC//
GO_0043392_6	cbpM//
GO_0043393_5	coaE//
GO_0043412_5	adk//gsiB//pfkB//cysH//rplK//uxaC//narL//aroC//mdtF//puuP//pth//yoeE//dgoR//yjcE//ompA//tmk//yeeY//yiaL//bamA//zitB//rsmG//rrrQ//kduD//nrfF//tcdA//cspC//ibpA//livG//cmk//fadK//ftsX//ccmC//xylR//yiaT//yjjW//matP//yidA//rfaQ//citT//yddM//pspF//epd//ispF//panC//nikR//xisR//puuB//ybjN//hyi//nudC//mhpR//adiA//msrC//nmpC//ushA//yhjX//norW//modB//ydaN//murJ//fliG//mdtL//torR//glcA//cbeA//cysU//araD//fadD//alr//pfkA//rnd//katE//dosP//yiaA//mtlD//lepB//luxS//tsf//yddM//mpaA//cysH//cpxA//fucI//narP//amtB//yjgX//aroD//tcyP//rho//yjeH//ycfS//ssuD//fliT//csiD//mprA//feaR//yraH//yedL//sufA//caiE//agaC//psuG//dgcN//lsrB//uxuA//gatZ//ada//idnK//gsiC//codB//ynjD//mazG//aroP//mgtL//phnG//ccmA//iscR//tktA//marR//plsB//ygfX//hofO//ydiP//dkgA//bamD//wzzB//potE//nimT//ccmA//dppB//yciA//slyA//pykF//glk//hyfA//lpxT//rsmG//azoR//purU//nuoG//trpGD//bioD//iscA//solA//yacG//dapD//brnQ//rsmJ//raiA//adeQ//yddL//wzyE//nikC//setB//gcvR//gutQ//fliL//rplY//rbsC//yfbR//fimI//ydjK//astC//glcD//pspC//hybG//mltA//frwD//rffG//pfkA//hpf//ilvB//spy//umuC//fimZ//yddG//carA//yiaJ//pspG//ulaF//xylG//yebQ//rnpA//trxC//yjjB//hcaE//recG//gsiA//ybiO//gppA//recB//rsmI//agp//pitA//gpt//lspA//fdnG//gcd//yjjQ//rrrQ//rfaE//roxA//potB//acrA//caiF//tcdA//dgcN//ygfA//aceF//phoR//yihR//yfcG//msrQ//yihS//hpf//cstA//ygfA//cyoE//ydcO//sulA//mqsR//rep//grpE//dbpA//yciV//prc//purR//luxS//ygbM//cycA//abgT//hisI//
GO_0043413_4	intZ//
GO_0043414_4	yebC//ygiW//dinI//cspG//ycfS//mdtA//idnT//ugpA//ydhJ//argT//pagP//ligB//rcnR//ompC//bioD//fdrA//dppF//dpiB//yfcR//ddlB//mfd//umuC//frmB//ychH//nanA//rsmG//nusA//idnO//dcuD//dfp//yajL//hcaB//appY//nagB//exbB//eno//tesB//fucK//rutE//pfkA//ybcF//hisG//ppiC//yajR//chpB//priC//nanE//rhaS//hda//yqaE//lldD//fumC//
GO_0043433_5	fimC//rep//bioB//torS//flhE//gapA//
GO_0043436_5	rapZ//coaE//cmoM//yhfS//scpB//dsbB//arnD//hisM//yebG//nudG//ycjD//nuoM//glnP//zntR//deaD//argO//mipA//bglX//gltX//yfdS//acrD//rpoE//gloA//rpnD//xapB//glk//thrC//dtpA//idnD//fruA//srlR//ilvM//narY//rsmE//lsrG//rfbB//nirB//ybiV//fixB//intQ//ahr//tldD//arsB//fdnH//ispH//ydcI//potD//nhaA//yfbR//guaA//intS//ghxP//idi//ybaE//lptE//ftsN//ycfJ//rluF//cspA//yjjG//ilvI//speB//dacC//tolQ//yfdR//agaR//ynfH//ldhA//pdeD//endA//yqeA//mreC//ascG//argD//pstS//ldrD//ydcM//yeiG//tomB//glmM//yafE//ygeR//cydD//cdd//slt//mdaB//mak//argK//uvrB//arnB//gadE//cusA//trmJ//ugpE//rfbD//yibF//idnT//ndk//deoB//ytfQ//ttdR//puuB//yegV//paoC//pphA//yhjC//fumC//nlpA//wzb//lpxM//rutB//ldcA//manY//rraB//gabP//rpsA//gyrB//phoB//yjiX//ldcA//yccS//pyrF//cspA//mak//panE//ydiR//eamB//ptsN//yagE//asnB//asnC//hchA//casC//apaH//mltD//minE//ydeP//gdhA//aroL//gspE//ppx//yhfS//rplP//gcvH//lysA//mutH//galE//secB//ugpA//clpP//nlpI//pyrF//lexA//ubiE//yfcU//rcnB//dhaM//ygcR//sgcA//yegT//tsaD//fbaA//fiu//ilvL//sfsA//dtd//bioD1//cheA//selD//frwC//fepC//lpd//insI-1//rhmD//yfeO//wecA//yphC//pliG//cysP//maeA//nth//amiB//serS//folD//acrE//bcsA//galE//yfcR//gsiD//amiA//pyrC//mgsA//hda//murE//pstB//flgM//yfeR//metE//ydhQ//aroP//yiaB//cysM//xylG//glsB//ibsE//glpX//queE//cdgI//galU//nanE//hns//waaY//ldtA//fdx//bioD//hyaD//speG//mdlA//setA//fes//syd//potF//sthA//wcaC//psd//fbp//oppC//cysH//araF//hisI//ydfG//rzpR//pepB//sad//aldA//lolD//murC//gor//dsbA//lacY//yiaF//cutC//eamB//cbpM//ribD//wecE//mepA//gspJ//tdcR//argB//mltA//ybhG//aroP//yfeX//dhaM//kduI//gspF//guaD//rpsD//truD//pfkB//pyrB//yraR//yphD//iclR//cydB//frc//mraZ//lgoD//ompC//mazG//aphA//yjiR//lysA//fliG//cmoB//ghrB//treC//fryA//yggP//ligA//metQ//ade//pntA//dsdC//cra//yadG//basS//alsA//gcvR//rplK//plsX//fklB//hscB//paaH//aroC//gntU//ybfA//ygcW//cmoM//garR//metK//agaV//insA-2//yidA//corA//nudC//ybdZ//rpmE//eutR//tehB//adhE//ftsX//hcaF//seqA//casB//ftsX//hemF//zraS//cmoA//cusC//plsC//yibA//alsK//ompC//waaH//ispU//wzyE//der//codB//cobU//udk//potB//hcaT//purU//atpA//pdxY//fhuC//yfbR//ftsB//btuB//metE//lpd//metE//queD//rlmL//fabG//gnsB//rhaD//hrsA//ymdB//ilvE//cspG//araC//cheW//yjcS//yidR//pykF//tolA//iraM//yqhC//yrdA//envC//gatY//lsrR//paaC//mfd//agaI//sad//yihU//perR//purF//ugpE//tisB//dgcE//mhpC//rpsH//yiiE//mcbR//yceO//aceK//yebS//ybiV//flgF//tsaC//mraZ//ulaD//ggt//mntP//bglH//gcvR//fliK//cpxR//nrdG//yahF//rlmN//rluC//yqjI//mtr//sdhD//yggT//aroF//recR//sugE//yjiY//yajQ//ydcM//yejB//ybeQ//feaB//ydcO//eamB//cdh//guaA//gpr//dcp//pitB//thiG//intA//frdD//gabT//gadA//lolE//citC//fdoI//mreB//dgcZ//kdsD//trmH//eptB//artJ//polA//yhaV//ycjY//ynbC//ahpC//yddM//rhaB//caiD//msrQ//dnaX//puuA//kdpB//queA//yehT//mdtL//rcsA//gadC//
GO_0043438_6	prmB//
GO_0043442_6	tgt//
GO_0043455_5	ytfE//ybhI//fucK//yegS//
GO_0043456_6	gapA//
GO_0043462_6	yfdR//nanC//ydiK//yibF//accD//lpxL//
GO_0043467_6	dsdC//iscR//
GO_0043470_6	csgF//emrK//ugpC//alkA//
GO_0043471_6	ascF//ynbD//hisM//
GO_0043484_7	rhaT//
GO_0043487_4	lpoB//pgk//hcaR//mdtA//guaD//hpf//
GO_0043488_5	treC//motA//iscA//folM//nikC//
GO_0043489_5	codB//
GO_0043543_7	acs//yjiX//rimI//rseP//lhr//ccmD//preT//glpD//hcaT//hcaR//ldrA//chbR//ampE//
GO_0043545_5	ynaE//manX//dgcF//gadW//deoD//garP//yfeX//nagZ//sufE//valS//yciV//
GO_0043547_7	ubiH//rhaR//yeeJ//
GO_0043549_6	glnA//waaA//
GO_0043555_5	lptF//tsaC//
GO_0043562_6	acrZ//yefM//
GO_0043570_6	yiiD//cysD//csrD//
GO_0043571_7	ibsA//rclA//mipA//
GO_0043603_5	yqjA//uspC//dsdC//fadI//tonB//gnd//sucC//ldhA//yihQ//yqiJ//phoE//melR//mltD//tatD//pstC//rhaM//moeA//wzzE//yedL//csdE//def//cirA//ftsL//yojI//sucC//lysC//mepH//yjfP//elaB//ynfF//amiD//csgF//mgtL//fdoG//mlaC//oppB//rplA//bluR//osmC//ybgP//fdx//gnd//seqA//djlC//tamB//guaD//glnS//yraJ//ybfA//lpcA//gapA//fdoH//sfmH//yjaZ//dgoA//ymfK//yccA//potD//nupG//nrdF//glk//yhiM//dsbG//dacD//frwD//flgB//hrpA//ibsC//trpL//yahF//yciG//ybgQ//sgcE//ftsH//yeeA//btuD//ftsL//pspF//pinQ//rpsH//fadA//pgpB//ydeI//envY//napB//hybB//ydcM//ispF//rne//csgG//prmC//pyrH//yohC//osmY//thyA//metI//rhaA//agaW//aer//mcbA//hycA//cvrA//rtcR//djlC//dapA//rne//ydjL//accA//mfd//dinQ//ycjQ//fepE//thiL//cobC//nuoE//phnN//cutC//rpsS//purF//trpR//adiY//yebC//rapA//mnaT//relE//gstB//bluR//
GO_0043604_6	rhaA//yibA//argH//nanE//queD//dinI//dtpD//nth//yggN//speD//ynaI//cdh//ypdA//yehY//iraM//hyfA//yidK//ybeQ//yiaL//nuoL//groL//yeiL//pyrE//essD//tufA//rplI//rsmI//tusE//ybiO//aroP//rsmH//glvB//prpB//exoX//feoC//yhbY//ygjR//ygcO//mltF//mhpA//yhiM//pdxJ//lysO//yjaZ//atoC//pinR//yccA//entD//insE-1//sdaB//yraR//yidC//hmp//uvrY//glrR//gltP//rcsD//dtpD//pyrB//glsB//mglC//mdoD//rpmC//cmoM//opgH//yegT//truD//wcaJ//pcnB//mmuM//carB//modA//rfbB//flhA//ybcJ//zipA//ileS//yqgB//rfaC//iscR//hisD//btuB//pdeL//yciA//elfA//idnK//groS//guaB//dppA//frsA//cbrC//thiM//prkB//gsiD//yqjI//yiaO//rzoD//yihW//ybdR//
GO_0043605_6	potC//norV//higA//erfK//nrfB//
GO_0043610_4	hupB//
GO_0043624_6	bssS//mdlB//codB//trpGD//mdtF//copA//yeeY//
GO_0043628_9	holA//evgS//oppF//
GO_0043631_7	srlB//hdhA//
GO_0043647_5	norV//xerC//
GO_0043648_7	shoB//grcA//pdeR//rpiA//deoC//tufB//cysG//talB//narU//hemF//lgt//hupA//fliL//phoA//ahr//rseC//yjeH//mltD//hemL//pspG//preA//wzb//moaA//menH//yjjG//yhaJ//fumB//sodA//mreD//iraM//rhtB//sgcA//rpmE//fdnG//dinJ//cysQ//hdhA//ybjI//hisM//prlC//yjbH//sapC//gppA//agaS//hflC//garP//abgB//cobT//torR//pspC//mdtJ//ygjR//add//yoeE//gpr//ybiY//rfbC//nikD//degQ//rfaC//ssuB//rpmE//yjbE//hpt//crp//iscA//gadE//elaD//prfC//nrdI//ycfS//yibF//uspE//mmuM//
GO_0043649_7	rlmA//higB//sufA//fbp//dnaK//hofC//yhaV//sufD//narI//envZ//fabR//
GO_0043650_7	truB//ugpE//nmpC//rapZ//marR//thiI//ascG//pcm//yfeX//atpH//sdiA//infC//serB//gor//acpP//gpmA//ebgR//ybdH//serC//ycjU//ycjW//xapR//hsdM//phnP//cysW//ynfL//dhaM//
GO_0043686_7	zupT//
GO_0043687_7	gyrA//yagE//pliG//sapA//yjiA//ilvD//mdtF//
GO_0043708_5	yeiG//emrK//tcyP//betI//lpxB//recN//pdeH//nikE//pykA//flgE//atoS//rnt//hpt//yfeX//tap//
GO_0043709_6	lldP//hemE//metE//ybhF//bsmA//ydeP//pepN//mdtN//epd//
GO_0043711_5	amtB//asnA//ptsG//ygiW//aaeB//dhaR//flhE//kdgR//miaB//aphA//ghxP//cspG//msrQ//lhr//livH//yefM//tag//yidP//phnC//adeP//hsdM//
GO_0043900_4	ybaL//insI1//tatE//gmd//gntT//yeaG//yihL//potD//chbB//ybdM//trpE//glcA//secM//
GO_0043901_5	torC//yraI//yihV//lipA//
GO_0043902_5	ulaC//rpsL//
GO_0043933_4	abgA//elfD//gloB//gapC//sgbE//blc//hicA//thiE//yojI//msbA//tatB//ydiR//ghxQ//pyrC//ibsD//agaV//pgsA//der//gudX//rpsR//yrdA//flgA//yciF//dctA//bioC//glnL//glyS//pyrE//pdxH//lacZ//glgA//sdaA//csgG//rpnD//pdxB//hybB//rutC//bglF//narV//oppC//yafO//ompR//umuC//msrC//rutR//yhcH//ftsA//fabZ//fdoG//ydcO//bamC//ligB//tolQ//ubiJ//pckA//gltL//ampE//atpC//gntT//emrE//xapB//gcvP//dppD//entH//cpdA//puuB//tyrS//mmuM//sgbH//setC//pflC//puuB//rmuC//hisD//ypjD//fdhE//luxS//rhtB//accC//folM//groL//tsf//flhA//macB//rmf//matP//aceB//mtn//rcsC//ybiH//ybhP//cueO//ycgB//baeS//melA//rhaA//agaC//sbmA//pinR//hslJ//
GO_0043952_7	tamB//priC//hflX//guaA//araD//
GO_0043953_7	rplO//ygiN//elaB//rsmD//
GO_0044003_5	mdtE//rlmB//minE//chbF//
GO_0044004_6	cusS//aldA//betI//tatC//
GO_0044010_5	hypE//selD//ihfB//uxuB//livJ//araG//ldcC//livH//puuP//aaeA//nudF//plaP//pyrL//rarD//rlmA//yejF//mazG//csgE//nrdG//paaJ//ynbC//serS//preA//yagU//tar//waaZ//tgt//insA-2//ydiK//hxpA//
GO_0044011_4	frwC//acrR//lacI//obgE//dgoR//ybdN//sodC//tyrR//
GO_0044036_5	arnT//ldtB//hofC//yfbV//envR//clcB//nth//thrB//malS//tusE//selU//agaV//ybhJ//abpB//hupB//yjcE//mreD//kdgK//epmB//cpxA//ytfQ//rimO//yadK//sgcB//nupG//speG//tdcB//yaaY//kefB//allS//zwf//pgm//yiiM//lpxC//lgoT//yieE//potH//bisC//nimT//uidC//trpB//gadC//fhuD//ydcP//atoS//lgt//recF//
GO_0044038_6	waaB//mioC//yfcP//gcl//lamB//skp//holA//mutH//glmU//murQ//livG//yigL//ilvL//hemA//mlaC//xapR//mngA//elfG//hmp//elaB//ltaE//rhoL//otsA//hypD//pyrH//ybdR//ibsE//tamA//yfjV//rplJ//ligA//paaB//ugpA//oppC//rpnB//dinG//lldP//acrE//hyfA//feoA//mtnN//intF//ilvI//
GO_0044042_6	yggE//brnQ//metR//dsbB//yjcE//narW//sdaB//ygeV//yhbQ//yciV//glk//gshA//coaD//tolA//exuT//yjjG//selA//qseC//plsX//livH//fiu//
GO_0044070_7	rnhA//ybiO//zraR//cusF//
GO_0044085_3	yeaV//pdeH//yqeF//tolA//ydiQ//malI//uxuB//ynfF//suhB//yaaA//entA//adeQ//fabR//rutC//sucC//hemL//araH//arfB//ivbL//
GO_0044087_4	fhlA//ftnB//dgcM//yddG//hyfR//nanT//insH-6//waaJ//preA//argR//cysC//rnb//dnaK//holA//tesB//elbB//putA//rpsJ//norR//ycjU//nadA//cheR//cptB//gutQ//hybF//zapA//stpA//yjaZ//mreC//grxD//pstS//caiB//rpiR//yhaO//
GO_0044089_5	bacA//trxA//fimF//accC//secA//solA//polB//hokE//ynjA//yeaV//zapA//yidE//yeaK//
GO_0044092_4	prfC//rfaH//trmH//yaiW//csdA//ybbW//glk//ghxP//ybfE//hisF//rmf//waaJ//ispU//trmL//napB//sapA//hfq//rseC//emrY//trpA//yidP//glpA//lapB//ygfZ//napF//carA//ygaZ//macB//amiB//nrfE//pstB//csrD//yeaD//ribB//ais//thyA//
GO_0044093_4	yciG//glpB//rrrD//fimH//fiu//insB-2//yneL//pbpG//ycfS//ompR//ubiX//slmA//srlE//guaA//cyoB//pyrG//ybcM//cyaA//yadC//paaE//astB//ispB//livH//abgB//ymgF//rlmL//ybeF//
GO_0044106_5	tadA//speE//fhuF//lepA//tmk//vsr//nrfG//mipA//lolC//nuoE//tatC//fes//mrcB//nikA//rraB//dicB//essD//yphB//hemH//kefC//plsC//cedA//recE//frdD//fimH//preA//oppF//
GO_0044179_5	metB//
GO_0044208_7	treC//
