#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tusA//rsmJ//fixC//lptE//
GO_0042026_4	uidR//sutR//rsmA//fepE//mdfA//rna//fepB//pepA//leuC//
GO_0042040_7	ycjY//
GO_0042044_5	rlmJ//
GO_0042126_5	ttdB//tcyL//yhaO//ytfQ//
GO_0042128_5	ssuC//rtcB//
GO_0042133_4	moaC//ynfF//yiiE//ydiF//allC//acs//selA//infB//hybB//gnd//eptB//waaF//ydiZ//yfbU//prpC//pyrB//
GO_0042135_5	qseB//yfbU//prc//exuT//folX//xseB//hrsA//lamB//cyoC//torI//uvrD//yiiD//hybD//
GO_0042136_5	nadD//yfcR//
GO_0042150_7	potC//apaH//thiP//
GO_0042157_5	zapD//talB//tsr//phnP//
GO_0042158_6	clpS//frwC//yfcR//
GO_0042168_4	ytfP//ycgB//dnaQ//mdtB//dam//torC//nuoM//yabI//manY//
GO_0042176_6	mrdA//gyrB//mtr//gcvR//
GO_0042177_7	ppiA//malQ//frmB//
GO_0042178_5	glpF//fadM//matP//srlB//tyrR//ydjM//nfsB//manA//dhaL//insI4//yhdX//tpx//yphF//cutC//tynA//araC//mnmA//yfeR//insK//
GO_0042180_4	nsrR//gadB//rpoD//yceD//ansA//tilS//fixC//malI//rnlB//panD//dppC//intS//uspE//xapB//panC//frvA//prpD//trmA//ydiR//yjiA//trmB//yfaL//cpxP//paaC//phoA//yedA//osmC//gshA//ilvN//ybiI//uacT//ynjA//araA//fryB//yibT//degP//ydfH//mlaB//fimA//psuT//mtlD//eutA//cobU//rplN//mscL//carB//essD//insH-6//yphD//gltP//valS//insH-6//lpxB//yghO//insE-1//aceF//sapB//mntP//bcp//
GO_0042181_5	yphD//yqcG//prc//rnr//ycbB//glsA1//yeaG//tatE//ybiS//lysU//acs//tadA//entF//yhdJ//codB//hslV//arnA//trmJ//frc//fepC//ivy//katG//arnE//yegV//
GO_0042182_5	opgE//pspD//sucA//yibF//ybjL//copA//ydbD//dnaA//fadA//sfmA//mcrA//bcsQ//hybB//hflC//glpA//yfaX//ubiC//ebgA//truD//bhsA//kdpC//yeiL//speA//cfa//yafO//sfsB//cusA//rimJ//yedX//
GO_0042219_6	glpC//rclA//pepD//ansB//eutR//
GO_0042221_3	yciV//rna//glpG//thrC//tatD//sthA//flgK//mcrA//cptB//pstS//msbA//hemB//fadA//ybiS//arnA//aaeB//appC//rspB//pmbA//mrcB//fucI//thiC//agaD//yhhY//aspA//ycaO//cynX//ydfD//purR//yqiG//argK//ybhS//glnB//lptG//elaA//cheR//rpsG//fdoI//dnaK//kefC//rhtB//cutA//setB//lgoR//rplP//hicB//rbfA//yiaA//rplX//kdpF//nlpE//lgt//mhpD//paaX//galR//lpxC//fliA//qorA//arcA//ompR//ydhQ//wzzB//deoD//tsaE//yegT//ybcQ//znuC//recR//yfeD//mnmA//ugpE//tusB//mreD//holD//cynS//hisC//glpT//ftp//metG//recN//fkpB//cysQ//trxC//manX//ybdM//fmt//tas//pabC//rcdA//insB-2//rbsA//nlpA//gshB//prpD//rutF//astB//alaS//ybhI//dapB//alsA//metK//ydiP//sfmF//fbaA//nrdD//rplK//tauD//prpR//chbB//mepH//dedD//yihV//moeB//bisC//gntU//nanC//mipA//sgcA//eutB//xdhB//kefF//adiA//tqsA//recE//rplS//rfaG//ghrB//phoP//ydhJ//tusB//ygcO//msrA//mhpA//queC//nanT//fadK//dgcJ//cbrA//ghoS//udp//gntP//thiG//roxA//nikA//nhaA//yccX//ydjM//prlF//yhdJ//eutR//ffh//lysO//flhC//glk//ftsL//insI-2//trpB//zupT//sseA//thiI//yifB//sspA//ypdC//selA//dctA//maa//uup//metB//perR//phoB//murQ//narV//ghoS//blc//yahN//kdsA//dgt//rcnA//rpsL//clsB//dctA//paaK//yjeH//hyfF//dgcJ//sugE//kduI//dsdA//lptE//bluR//yjiQ//bcp//hupB//wza//pck//yhdX//ybiH//yebC//cycA//otsA//rffM//sbmA//glnH//hokE//seqA//waaH//osmF//sppA//ftp//pdxJ//rcsB//mqsR//rclB//gapC//dtpA//ogt//ybiI//recR//narY//rpsN//tpx//ymfK//feoB//prfC//patA//uidR//recA//lapA//yrdA//lplA//argP//rdgB//secA//ubiE//potC//
GO_0042245_7	rfaG//hyaD//dtd//
GO_0042254_5	lptG//narQ//alsB//ulaF//cutC//rpoE//wcaJ//
GO_0042255_6	motA//tatA//
GO_0042274_5	yagU//pyrC//ydcM//yhbQ//
GO_0042278_6	hupB//narH//nrdG//yaiP//gatC//yafO//iscX//ybdR//ydjK//clcA//deoB//proQ//dcuS//cbl//mnmE//ibsA//betI//caiF//
GO_0042304_7	betB//hypD//argF//
GO_0042325_8	orn//yjaA//
GO_0042327_9	ttdT//
GO_0042330_3	xanQ//recA//yhhT//ptsI//nudC//rpsQ//lolB//hflK//chaC//fmt//lacZ//argB//ycbV//yfdR//arnD//sgcA//
GO_0042350_6	tamA//
GO_0042351_7	ttdA//
GO_0042354_7	casA//ebgA//mcrB//nlpA//nikR//cheR//
GO_0042355_8	phoQ//dps//yedL//hslO//yjbE//ydfD//
GO_0042357_5	fadD//ribC//
GO_0042362_6	zntA//
GO_0042364_6	sapD//sodB//yhdX//hisC//ampD//hprS//dppC//yadN//deoD//yehD//aroB//proQ//srlR//ybcJ//gpt//mmuM//ansB//acrA//rplF//bamD//glnS//ubiD//bluR//mdtN//shoB//hyfC//rpoE//fliM//gapC//rnlA//tomB//cnu//lnt//cvrA//citT//acrA//gspF//barA//decR//ybbW//lplT//argS//rpmH//pgaA//rplF//yahD//glpB//rclB//rlmC//yafE//tdcB//cdaR//zraR//csrA//cysZ//allC//
GO_0042365_6	fabD//nsrR//acpS//aroH//
GO_0042371_7	plaP//
GO_0042373_6	tdh//
GO_0042398_6	fabH//caiF//rseC//glpA//mtr//narJ//aroC//iscU//ptsG//narH//dgcM//ybaE//proP//ptsG//narJ//phnL//yigB//ydcI//rffG//lamB//
GO_0042401_7	dgcN//osmY//fabG//rclB//yfhM//prpC//symE//hsdR//yjhI//ssb//ytfQ//insF-1//selA//ilvB//
GO_0042402_7	paaA//malX//ccmD//elyC//fdx//miaB//rpsQ//murI//gltP//mnmC//agaD//phoA//yojI//
GO_0042413_6	yajQ//ybiV//chaA//ackA//
GO_0042430_5	rpe//elaA//dld//ggt//recQ//yihX//puuC//argI//fdhD//yidK//
GO_0042435_6	acpS//ydiR//glpT//yfiF//bdcR//hxpA//crl//mlaB//lplA//
GO_0042436_6	yajR//
GO_0042439_5	ybjL//
GO_0042440_3	asnC//yefM//rtcB//yegT//fhuC//thiH//mmuM//ybeQ//katE//tolC//atpD//glcF//uhpC//lldD//
GO_0042443_5	srlR//yhdZ//
GO_0042445_3	dapD//clpS//uspG//oppA//secG//fepD//phr//cysQ//zraR//metB//prfA//rlmM//yajO//speE//
GO_0042446_4	hybD//
GO_0042447_4	lasT//tcyJ//deoB//yefM//fdnG//waaP//nudC//clpX//infB//waaS//yraI//lacY//hslV//
GO_0042450_7	mdtE//ugd//aaeB//wecE//yciG//narY//
GO_0042451_7	ispB//pabB//bssS//garR//panC//lsrD//
GO_0042453_8	recT//
GO_0042454_7	sfsA//lrhA//hipB//eno//rsmE//moaB//tadA//psuT//clpP//nrfE//hyaB//lepB//
GO_0042455_7	cysC//betI//creC//hemH//atpH//glpR//ybaT//ybdO//pfkA//nadA//ldtB//thiQ//yifB//folD//flgE//yacG//gabP//
GO_0042493_4	intA//rzoR//aer//mlc//spy//ftsX//kefB//mltA//treF//yraR//ascF//fkpB//pcm//narJ//queG//mepH//yadM//yddL//entD//gltP//argG//pgm//rluC//cusF//agaR//efeO//yjiQ//amiC//dmsB//lptE//yfcR//gsiA//uup//kduD//pheS//tusE//yhaM//cyaA//ygeW//tolC//rzoD//srlD//hisD//gapA//zapB//nuoE//glpX//glmM//srlE//
GO_0042537_5	ydiR//rstB//ybhJ//epmC//rhtB//kefF//narG//deoR//glpK//elfC//glcF//ulaE//phoA//ypdF//manA//pdeD//tdcE//ettA//ilvD//yidH//rsmH//cbtA//
GO_0042538_6	malG//mdtI//
GO_0042542_5	chiP//rbfA//ybjG//plsX//glgS//setA//ruvC//glnP//rpmB//yfiR//rhoL//pgaD//hyaC//mhpB//mltG//sucB//rluD//rnhB//
GO_0042545_5	kefC//
GO_0042546_4	hofO//ykgM//argE//ybiH//fadB//bioP//csrA//tauA//wzzE//yaaY//
GO_0042558_5	ypdC//sodC//yagE//bamE//ptsH//yibF//yfiF//eamB//rpiR//insF-1//yebZ//bglJ//gltS//trmL//ftnA//flgJ//lpp//rplK//
GO_0042559_6	yagF//yebC//frdC//yfeX//rraA//hdhA//cpxP//dgcM//waaL//iscU//ftsY//cyaA//ompR//
GO_0042560_6	clsA//mtlD//
GO_0042592_4	hisA//ugpC//flgA//rplC//xerC//mlaE//trkH//hupB//arsR//atpE//cycA//yahB//bioA//udk//alaE//mazF//purA//frwB//ftsP//hinT//ubiH//rimL//sdhD//era//puuR//lysO//hisD//sdhD//uspB//mngA//phoQ//flgJ//folX//tbpA//zntA//yggX//wcaB//yceD//rplT//ulaC//cusC//gdhA//afuC//yeaD//kduD//pheA//secE//yjbH//speF//malQ//clsA//sodA//ldcA//mltD//dtpC//nrdD//sfmD//galM//chpB//
GO_0042594_4	nfo//lpp//rtcR//xapR//lasT//degQ//apaH//pspG//mnmE//leuE//fabZ//yjhC//yejA//putP//rpmH//uidC//holA//ftnA//ais//mglB//ycjP//recQ//rng//ybiW//cpxR//gatD//tas//ygfA//potB//mtn//ompR//gspJ//hflD//allR//wcaJ//
GO_0042618_5	frsA//
GO_0042619_6	glcE//
GO_0042710_4	nrfD//rsfS//trkH//dsbC//phr//arnF//sfmA//fieF//lasT//nagK//cyoB//rluF//nimT//speF//bamE//cobS//yobF//yrdA//rpoH//ycdY//rffT//bioD//puuR//decR//dsdA//aroG//dut//entH//zntA//pbpG//yibF//yieK//dnaQ//yhjB//zapC//potB//aidB//yajQ//paoC//yieK//ccmA//frlA//fau//hemC//rluA//rnr//yciT//tamB//xylG//rnlB//ybiH//
GO_0042723_5	sgcX//rsmG//rpnC//rpmF//pphB//rcsF//ydiP//maoP//kdpE//cbtA//nrdA//accA//
GO_0042724_6	ansA//nrfE//uxuB//ydjL//trmB//yibH//dpiB//speD//lysO//cydD//
GO_0042726_5	bglA//cusS//hdeA//ftsK//yghU//ybgI//yhfK//znuA//
GO_0042727_6	gadC//ybdR//yaiP//degQ//yceK//amyA//clpA//artP//
GO_0042732_6	acrE//iraD//rfbB//rpoS//betA//
GO_0042737_5	yabI//ppc//cdsA//fnr//hpt//dapB//dgcM//queA//ygeX//paaC//deaD//lpoB//ynfF//adhP//pdxA//bssR//pabA//ycdY//ycfH//xisR//gstA//ybiH//rlmA//yqiG//menH//pheS//lldD//dcuA//ugpB//bglF//secD//ghxQ//ydhC//wecE//rraB//gsiD//ansB//nuoM//srkA//fhuF//tmcA//degS//ybiY//gabT//fliL//yhjB//fbaA//abgA//ebgA//speC//argK//narK//yjfF//accA//rsfS//
GO_0042743_5	sapB//rplM//
GO_0042744_6	prpR//ppk//
GO_0042759_7	nrfG//alaA//
GO_0042773_6	relB//
GO_0042777_8	sucD//
GO_0042779_8	sfsA//
GO_0042780_10	yehC//bfr//ebgR//
GO_0042816_5	npr//ndh//umpG//hexR//uvrY//narP//lptA//ulaR//murB//
GO_0042817_5	fnr//
GO_0042819_6	thiM//ynbD//rhmD//prs//trmJ//dpiA//pepN//pflA//chbB//
GO_0042822_5	motA//torZ//csgG//tilS//rho//umuC//kilR//
GO_0042823_6	nrfG//murE//yjhG//cheZ//yehZ//greA//yheT//
GO_0042836_5	yqiI//thiE//dgcE//mmuP//
GO_0042838_6	asr//hofO//glpC//tbpA//
GO_0042839_7	glnK//lolD//fepD//nth//msrB//recC//
GO_0042840_7	yraR//fecA//yaaU//ahpC//uacT//argD//
GO_0042843_7	ybiX//phnL//
GO_0042844_7	pspF//
GO_0042846_8	zraR//
GO_0042851_8	hscC//preA//aroG//feaB//
GO_0042852_9	yieH//dpiB//ybiA//
GO_0042853_9	uidA//
GO_0042866_8	tdcA//rpsS//nuoG//entS//xylR//nemR//queF//ynfL//tatD//csiR//murC//uacT//proW//pdxY//ibpB//gyrB//puuC//rdgC//
GO_0042867_8	frmR//
GO_0042873_7	hisQ//ybiS//sgrR//malX//xylA//betA//serC//
GO_0042882_10	rffH//nirC//asr//
GO_0042883_7	ftnA//dsbD//asd//proQ//hcaC//uhpC//nanS//glcB//
GO_0042884_7	gsiD//ssb//glpC//ydeT//mraZ//ydhJ//fkpA//
GO_0042885_8	melA//
GO_0042886_6	tpx//tufA//yciF//ybhF//bglH//rhaS//rimJ//glmS//wecA//paaX//cspE//mscM//fimF//potF//mhpB//tsaC//glnS//ribB//ghxP//tolB//argA//arnF//ydcM//lysC//lsrG//ppiA//garD//cyoC//serS//csrD//ruvC//dhaM//yehD//sixA//grcA//recT//katG//galT//yjiA//ybiJ//rplI//uidA//ynfE//trmI//zapE//ridA//tdcF//cadA//tig//lysU//purR//barA//emrK//entD//dnaN//ygaH//iscA//tdcG//minD//lamB//norV//rnc//sapC//deoC//ribE//dapD//rplR//ycfL//ridA//kdsB//frr//recT//yhjB//coaE//agaD//aaeB//yeeJ//dgcZ//ybaM//nrdA//rep//narI//rzoD//rluD//ybhJ//ydaV//metC//yedX//
GO_0042891_6	serC//chbF//eptA//yedL//rof//narU//arsR//nfo//idnD//insE-1//recT//mlaF//nlpI//dhaM//sodB//rlmD//ilvM//pgrR//pyrC//dhaL//obgE//fadM//pstC//frvB//gadA//cspE//rplF//ymjB//hofM//dsdX//gmd//mdtF//
GO_0042906_8	flhC//iclR//ubiF//yajR//
GO_0042908_5	nsrR//chaC//rpoA//ivbL//bioC//aroH//dhaK//gapA//trg//yceK//rutE//lptE//yjjB//cyoD//ompA//priB//
GO_0042914_8	iscA//hofM//
GO_0042918_6	fabH//yhaJ//mdh//yjiY//priA//
GO_0042919_6	eno//
GO_0042920_6	yfdG//
GO_0042928_7	phoB//
GO_0042930_7	cysQ//gltS//murE//nrdD//rplJ//fadE//pdeF//pspG//
GO_0042938_8	paaB//uspB//hybA//ggt//tesB//dgoR//ugd//envC//elaD//hyfR//astB//sodA//torR//glsA//thiQ//
GO_0042939_8	yahN//idi//bioB//ppiA//msrQ//mak//bdcA//yjfP//gluQ//yhjB//
GO_0042940_7	narL//ycdX//metB//greB//yciA//
GO_0042941_8	tag//
GO_0042942_6	ftsY//prfA//
GO_0042953_6	rlmL//metR//fabB//
GO_0042956_8	cydD//znuA//nikC//rfbD//yhaV//
GO_0042968_8	tnaA//yegV//acrZ//
GO_0042981_7	ilvL//
GO_0043038_5	uacT//ascG//fdoI//moaC//rhlB//rplM//ycjD//yahK//yaiW//nmpC//ilvB//ydiB//waaL//msrB//ltaE//insE-1//ynjA//metK//artQ//hypF//malF//arnA//intE//spoT//clsA//phoR//
GO_0043039_6	sthA//menD//ydhJ//pheA//potE//leuE//galF//ribD//yceO//umpH//speF//cedA//narV//araA//cbl//thrA//ispU//hisB//gatA//bcp//bamB//potG//rplJ//bioD1//tufB//
GO_0043041_6	dppB//
GO_0043043_6	pdeK//groS//fabB//tamA//fimE//acnA//rpsL//yijE//hypE//hypC//polB//rnt//cynT//prfC//rna//dfp//pstA//ygaH//yhjG//nadC//ddpA//cirA//fryC//glsA//atpD//hypT//dfp//hofM//tgt//exbD//waaU//ulaA//btuE//gcvP//ftsE//appC//mreD//soxS//tatC//plsX//hyfF//glsB//decR//cbrC//ldrA//dkgA//xisE//yfbV//hypF//aer//feoA//lysS//menH//psd//glpG//pyrD//yghO//ulaD//yohD//cyoA//solA//
GO_0043067_6	tdcA//
GO_0043085_5	setA//ybaQ//yahI//cysQ//rclR//radD//yqjA//allD//dppC//fabI//csgA//etk//gpp//exuR//iscX//icd//nanR//hmp//lpxC//spy//ftnA//rhmR//ycjP//
GO_0043086_5	rplW//intS//iscR//pgaD//gadC//rfaG//rimO//intF//nudF//rbsA//rclR//fsr//phnH//ydjJ//queC//fixB//mltD//selB//rutG//pdxH//ompR//ahpC//rna//ada//gpsA//sthA//
GO_0043087_6	prpB//tgt//rcsA//ompA//
GO_0043090_7	ygeX//mutY//rlmF//lolB//yjbH//tag//phoB//fecC//abgB//yhbQ//
GO_0043093_3	ilvD//tdcR//pgk//agaV//iaaA//yhaJ//dhaL//znuA//yeaD//thiD//ugpB//chbR//adiA//tdcG//flgF//yedX//narI//
GO_0043094_4	bglJ//yphD//entF//sgcB//proP//pabA//yeeJ//citC//uacT//putP//yceD//crl//nadK//oxyR//nfsB//parE//hemE//yjeH//yciG//yqaA//sixA//hxpA//
GO_0043096_6	paaC//yhdZ//rfaG//
GO_0043097_6	grxD//eptB//gatA//yihW//
GO_0043099_7	eptA//
GO_0043100_6	hybD//
GO_0043101_5	ygfI//ydeP//ddpA//trpB//
GO_0043102_5	puuP//recT//guaB//ypdB//
GO_0043103_7	menA//
GO_0043111_7	nirB//
GO_0043137_6	miaB//ybhF//
GO_0043150_8	envY//
GO_0043157_6	gspI//
GO_0043164_6	hcaT//zraS//yggN//cysW//tatD//ffh//ruvA//gph//
GO_0043165_6	potI//ppk//sdaA//csrD//rpnB//moeB//rutA//uidR//mngR//priB//
GO_0043170_4	cvpA//oppF//frwC//yehD//ulaB//yadC//gsiA//panF//ybhJ//rsmD//fmt//ratA//sfmA//sdaB//npr//rfaB//radD//yjtD//nanS//surA//uvrY//opgD//thrL//sucC//rplT//fecD//yfjR//cadA//fabG//ygeA//betB//melR//aqpZ//bamC//rzoD//kup//yfcQ//thrB//yfbV//bfr//xthA//flgH//aas//waaG//ugpE//gntU//mcbA//corA//speB//lptF//thiL//dacC//yrbG//ugpB//gltI//pspA//ruvA//lpxT//mraZ//rnb//cpsB//hypF//fhuF//rsmG//lgoT//allC//waaZ//tnaB//ycgB//tmcA//gudX//ebgA//pspC//yciG//mtlD//ddpX//yfeW//fliM//galR//pflC//nikB//uraA//dnaN//mdfA//tauD//torD//narU//rplI//rpiA//ogrK//csgD//idnT//topB//norV//agaB//ettA//mocA//fhuB//mepS//betI//dhaK//blr//pabC//tdcG//pyrE//puuR//msrQ//gcvT//trg//entH//tusA//ubiB//erpA//alaC//hisM//dppB//ulaF//tap//rplA//birA//dgcJ//torY//dmlR//puuD//nepI//ppc//rfaH//thiI//lpxK//kdpE//hybO//yehC//mraY//adeP//gadE//ccmA//mngB//cmoM//bglB//ybfE//fliA//tufB//yidH//hinT//pntB//recE//waaC//aroK//rpmB//nrdR//oppB//eno//holA//caiD//nupC//fimD//elfC//dgcN//puuA//bioD//kbaZ//lptE//fabI//fucA//orn//yidH//ybhP//nemA//rluD//dnaK//gatZ//ompT//yfbV//mngR//cynX//agaV//oxc//sppA//gntK//fucP//nirC//cheZ//yidH//fliK//prc//aphA//ruvC//deoD//acpT//gpt//rtcR//dadA//emrB//fumC//fixB//yfcV//pcnB//purT//pheS//rplW//ycaN//ppsR//ybiX//yehX//rffM//gmk//mlaE//cnu//mscL//ubiF//ghoS//menB//pheP//yfjR//glnE//dauA//yhdW//tbpA//insF-1//nepI//purN//exbD//ygeX//lapB//phoP//rnhB//birA//dcm//pgsA//dinB//rhtC//ttdA//yfcR//ade//dapB//yidQ//hflD//tsaC//nhaA//yqcG//nrdD//frsA//bioA//nanC//ykgA//argR//tsaC//ldcA//tdcG//ydjE//araB//bluF//lldP//lgoT//ldtE//folX//hisB//hpf//clpA//ulaC//nirB//grcA//pgsA//sspB//deoC//sodC//dsbD//rsmC//rpsP//rpmA//yajD//recQ//ubiE//glyA//endA//yjjI//ycaO//maa//yraH//infB//thrL//bssS//ybbW//cpsG//yebG//nadD//tktA//rbbA//fkpB//phnJ//lsrD//yehA//umuC//ydcT//gor//gloB//galP//yidR//cof//sapD//fieF//ycaN//mscL//uhpA//thiG//aceF//rhmR//cspI//raiA//puuE//cpdA//ydiR//argH//nuoI//osmF//ybiA//tpiA//pgsA//hyfF//nhaR//glpC//nrdE//nhaA//ptsN//murE//dacD//ybcL//cas3//ycjQ//znuB//pgaA//higB//hisB//yadC//mazG//yphB//yhbY//rffH//aqpZ//znuA//nmpC//yieL//fur//ycbX//ydjL//pdxJ//kefC//holD//evgA//dbpA//cdaR//ymgC//iap//evgS//yidR//bdcR//araE//pcm//speB//leuB//pdeK//mukB//phnG//priC//ygbL//rlmB//yeaD//metE//ulaB//fabA//xapA//gadX//elfA//rnd//ubiF//phnJ//uspE//hypA//lolC//ibsB//priC//fetA//pgi//nimT//yihP//trkH//dcuD//rhoL//rutR//rplO//lsrB//rsmJ//sbmA//caiE//rlmJ//phnO//yihU//galP//hupA//amiA//oppA//arnT//sixA//ygaH//hyfA//wecC//sdhB//ydiB//tnaB//paaG//yajD//glpF//helD//bamE//frlA//tatE//napB//arcB//rfbC//gltK//cpxP//kdpC//nfo//tusC//baeR//yjjV//fryA//lspA//trmD//ffh//intS//rne//kdpA//ibsC//proS//rnc//menA//cspI//mdoG//galT//secM//mrdA//bcp//yaaY//lysU//mcrA//yfgO//kdsC//chbB//dcuB//thrB//mobA//fliZ//topA//cysE//yraN//tadA//clsB//uxuA//glnA//dhaK//wzzE//ampH//ycgV//epmB//exbB//cbl//rnhB//hipB//csrA//citX//znuB//glsA2//elfA//fdx//ppiD//dacA//evgA//baeS//metL//argG//rutC//cysQ//dctR//rffM//phoA//yihW//aroF//ypdC//ybhP//adiC//dnaC//gutQ//nagE//xylA//wecA//accB//hpf//eutA//hemL//nrdE//yadN//gpsA//eutB//yajO//yfeW//oppA//fryB//yegD//fkpA//flgK//lgoR//atoB//glnD//idnK//cdaR//sgcA//csdE//cnu//aer//astB//cspB//gatA//radA//dhaK//dnaA//hofQ//rdgC//cdh//yaiP//zupT//gudD//mltA//atpH//rpiA//mglC//dfp//yejE//puuP//evgS//bssS//aldB//bioD1//cysD//glrR//yigL//dps//deoD//ribF//rcdA//mog//hcaB//frdA//tadA//nupX//frr//eamB//ldtB//aas//ilvE//rplY//lptE//dtpB//fabG//rzoD//mrr//rzpR//yjiM//citT//sdaB//cirA//setB//fadH//spoT//mog//zipA//uup//cueO//clcB//ycfH//nanR//ypdF//rihA//lipA//leuC//betT//afuC//plsB//purA//yggE//yqiH//tcyP//nhaR//marR//secD//recQ//lapA//yidD//lapA//sgcR//yagJ//erfK//rbfA//mltG//tpiA//dkgA//yijO//eamB//argD//yfeO//ydiZ//ybaL//ybcC//prfC//rffM//dnaX//yehT//hupA//phoA//elaD//yqcC//nrfC//glrK//pfkB//guaA//citC//dgoK//yghW//wzzB//exoX//leuC//mukB//amyA//rfe//gltS//livK//dacB//abgB//argI//serB//hofN//yjcS//rsgA//htpX//melR//gyrA//pspD//lptA//sucA//ivbL//fepB//ybcL//malS//yajR//lolA//insI-1//proS//yggP//rcdA//yjtD//sfsA//rfaB//fnr//hprR//rhmD//hsrA//manX//ldrB//cycA//hofM//ygeA//mtlR//ydiQ//hisP//dtpA//htpG//araE//tamB//dgcM//coaE//pcm//htrE//malX//pldB//murF//ygiS//atpE//hofP//thiP//yidZ//hipA//narX//ldhA//dppD//abgA//clpA//fabR//nrfF//ygfZ//ycgV//mtfA//surA//btuE//yfgO//csgB//dusB//ada//acpS//gnsB//fklB//lldR//yihO//rcsB//dpiB//ilvI//thiP//yeiG//sapB//sspB//hisA//mdoD//yraH//rpsG//yfiF//rbsK//purR//nlpA//mcbR//yjbH//cptB//potH//hupA//rna//murE//agaB//ycjQ//dauA//ulaC//atpG//phnJ//apt//fmt//oppC//yafQ//rsmD//dppC//waaP//lasT//aaeB//yiaJ//fucO//thrL//gspE//cpxR//ybhP//yphD//rnc//waaB//gloC//glnD//mcrB//ppiA//yodD//ebgA//mliC//yfcQ//satP//modB//leuB//raiA//nuoN//fimA//mltB//narJ//mepH//hisP//ssuE//ydhJ//cysE//manA//ytfQ//arcB//mdtQ//hybD//fixA//recC//gltD//rrrD//ybhS//fruA//dgoR//rfaD//gppA//dnaQ//rsmJ//bcsQ//yoeB//mglA//rpe//ugpC//agaB//dnaQ//ydeP//agaS//cycA//yhdW//lldP//arsB//sulA//nirC//ycdX//pth//rihA//mntH//argR//ispG//rarA//yibA//norW//yfcP//folX//argA//ivy//uidC//arnB//pyrB//tyrB//sugE//
GO_0043171_5	ghoS//rrrD//ispU//ydiP//leuC//hybO//hrpA//yfeR//thrA//
GO_0043173_5	puuD//ybgI//uxuB//skp//fcl//garD//lysS//dcuA//
GO_0043174_5	ghoS//yiiD//dnaB//kdsB//trpS//relE//
GO_0043200_5	ynjD//tehB//ugpB//insB-4//pykA//lsrB//hsrA//ybfA//
GO_0043201_6	guaB//
GO_0043207_4	rplM//yhbS//frvB//malX//glpR//yedX//yhjG//gph//glpB//wzc//ybhI//dnaA//ydcR//mngB//
GO_0043213_7	btuR//ygfZ//pbpC//dinQ//ybeF//narW//yqaB//ulaF//
GO_0043242_7	dicC//rcnB//rcsF//
GO_0043243_7	rbbA//
GO_0043244_6	murR//torI//tyrB//sdhD//dnaJ//hemD//pdeK//mdtI//adiC//sgrT//focA//yjbE//ugpB//hybO//proQ//kilR//hisC//dmlR//fliM//yghG//
GO_0043254_5	rpsL//kdsD//emrE//pykF//cydC//yfdR//argS//yhcF//queA//waaF//radD//ldcC//gatZ//yjhI//cobT//gppA//ydhJ//patZ//mcrA//rnpA//lipA//ygcW//intS//fhuB//ypdI//
GO_0043255_6	sufA//yraH//gltX//
GO_0043269_6	yhjC//panB//fetB//gspJ//yghO//cynT//prmB//
GO_0043270_6	rhmD//topAI//
GO_0043271_6	yjjG//
GO_0043335_3	yaaA//allR//glcD//rrrQ//
GO_0043392_6	orn//
GO_0043393_5	osmF//
