#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aldB//asnA//glpA//lacY//
GO_0043412_5	mdtO//ispU//dgcQ//xylH//ssb//kdsB//gpt//radD//bepA//waaZ//acrE//yagI//accD//paaE//ydeT//ydcM//murQ//ygbM//tsr//radD//gltI//ydiQ//waaP//bssS//cyoD//yggE//glpF//mtr//mdtB//nudC//wzyE//pdxK//elaA//exuT//ybhI//araD//cysC//sspA//deoA//gsiB//trxC//thrB//yaaY//cynT//frdA//cpdA//iraM//mtlA//ssuB//ytfE//yieH//yjfF//mdtG//yjjB//fadI//ypdC//rnd//yebC//zwf//ynfL//pppA//phnJ//treB//ybaM//tcyJ//cusF//yfaV//nsrR//ompL//mgtL//lptB//alaS//yhaV//insA-2//yfeD//thrL//yjbF//frdA//uspE//cysP//hypD//tyrB//fepC//puuE//tyrR//dpiB//sucC//argA//sulA//rcsF//ftnB//sohB//djlC//ubiI//azoR//yggW//dut//nimT//tusB//rlpA//norR//waaC//ppiD//lit//xerC//relE//pta//alaS//yrfG//trpD//bdm//purU//moeA//insI-1//thiE//yhdX//pgpC//ldhA//argE//trmH//ilvL//surA//tdcG//bacA//glnH//rpe//tcyP//nagB//metE//lspA//glnK//glsA//glsB//elfC//mutT//ycfS//ihfB//rimM//allD//clpS//cpxP//bepA//yfeW//rplN//tusC//higB//atoB//mntS//mepM//nuoI//yciE//bssR//tdcC//qseB//ygfI//pdxK//moaA//csgB//dcp//tpx//mglA//uhpT//ydgA//acrD//dnaJ//paaX//moaA//rlmC//ycbB//ybaQ//moaC//yhjV//sufA//pflA//bepA//frwC//pspF//dbpA//fadH//ycaN//aldB//rsmC//emrE//ada//proS//secA//paaK//yjhP//ccmF//lnt//yajO//asnC//corA//trpR//cas1//yafQ//murJ//fkpA//atpH//degS//ribF//clsC//treB//emrY//cydB//fdrA//tktA//arcB//rdgB//ubiB//eamA//hybG//insA-1//yggX//rffM//rfbB//bcsA//rfaC//miaA//menH//hisF//yagE//ilvC//livM//bcsA//yceD//aroD//creC//ybjL//yfbU//alaE//smpB//
GO_0043413_4	tar//
GO_0043414_4	cvpA//guaA//yciT//yajQ//lptG//caiD//prpC//yhiM//lrhA//iraD//clsA//rhaA//gltX//yddA//xapA//caiE//yoeB//npr//ydeM//paoC//murE//thrA//rpmA//entF//ispU//degP//upp//nrdF//ydcP//insI1//ygbL//treC//ybaQ//bcp//tsgA//mhpB//ydiR//mdtQ//argS//artM//mdtA//ravA//murI//ubiE//caiF//yehA//crfC//ybeQ//nanK//sulA//clsC//allR//
GO_0043433_5	ccmD//speD//yhdW//obgE//plaP//agp//
GO_0043436_5	rpsD//yfeW//yhaO//pspA//nagB//curA//tar//fecA//tpiA//nupG//ascG//yadM//hemB//dtpC//rpoS//holB//paaG//upp//rplW//ispB//ribF//rbsD//ykgA//lptA//cysS//speC//ubiJ//gabT//afuB//lptD//yjiA//aroA//gpmM//paaX//rpsL//aphA//ydcO//malP//bioA//lpxP//yajD//abgT//rbsB//higB//ssuB//tyrS//amyA//fixA//ymdB//ispU//livJ//flgH//arnE//casB//cyaA//chpB//prs//recJ//bioA//ettA//mdtC//rpsR//ycgR//sgcE//ftsW//ydaC//mazG//rutF//nuoB//patZ//ykgO//rhtA//yihT//intS//insI-2//spy//ybjI//galS//galK//hycI//sgbH//idi//entE//hypA//hscB//ynbC//chaA//waaA//lpxM//lapA//cpsG//groS//glnK//rimK//putP//bamE//yadI//norW//mntR//rimO//gmk//ypdB//csgD//dgcT//atpC//yhjX//cdsA//topB//ybhI//trpGD//yjjU//mmuP//glnD//alr//relB//mlaD//cynS//rluA//yghB//yqcC//pstC//pdeL//dcuB//flhC//dpiB//kdsB//gutM//ygbI//nagD//pinR//elfC//rplF//rlmE//trmA//hchA//dinQ//caiF//cusC//scpC//murQ//yohC//nagZ//cynT//dhaR//gshB//acrR//mhpT//nrfD//lolA//yidE//yqhC//trpGD//garK//trpS//glsB//yicJ//luxS//aldB//ycdY//fre//gltS//ppsR//leuO//ybdZ//rplC//xanQ//mnmC//yieF//frvB//dpiB//paoC//zapA//fucO//ribD//ppk//dppA//lsrC//bamD//higA//mutL//atpG//nth//mug//yajL//cas2//ndk//baeR//rayT//speE//lapB//tdcR//leuE//trpGD//ydcT//ilvD//ihfB//flgM//mnaT//ymdB//queG//yqiI//hofM//kdpD//mog//bssS//rpmA//gshB//cyoE//ybgQ//hokE//moaE//kefB//gutM//yieH//epmC//ccmC//mutL//chpB//polB//nfuA//ubiD//fbp//lldP//alr//yiaU//araE//ydiQ//ycjU//modC//yhhT//mhpB//yoaA//ibaG//yjcS//tusB//cheW//frr//hemL//ydjL//yfaV//zraR//bacA//nanK//mlaC//glxK//znuB//gloB//ackA//prfC//dinG//xylA//glnH//gltL//sfmD//lpxK//ybhJ//rplF//alsB//dppC//maeA//torD//nrfF//apaH//helD//yahD//ilvB//ppiC//rplF//kdsD//mhpT//nrfD//dtpB//holD//abpB//dnaT//agaC//mtfA//fimA//rpiR//hofM//greA//glnS//appY//mcrA//mgrB//caiF//arsR//scpB//uidC//relA//lptF//thiD//zntA//nanT//envC//narG//ppsR//argF//yeeJ//fliA//yieF//rclA//seqA//phoB//fecC//panB//rclA//livJ//hipB//lysC//dmlR//xapR//mreC//ldcA//ydaV//ada//hycH//yeaG//fhuF//cmoA//cirA//fis//yhdJ//livH//malZ//dacD//ydcR//feaR//purC//prpR//recB//yfiC//hisQ//yggW//nusG//fabB//frc//deoB//erfK//ruvB//yagU//prmC//rfaF//mgtL//menE//napD//nanC//nagE//yhaC//flgA//gabT//paaX//purL//yidR//zraS//mlaC//dnaQ//gcvA//kgtP//cdh//galM//ugd//prfA//gntU//yraH//valS//dgoK//gspJ//pdxB//paaD//glsA//ivy//sdaA//tusD//citT//fimI//hdeA//gcd//iscS//sapC//chpB//mgtA//sfmD//ghxP//aceB//livK//lpxB//nuoG//mgsA//hybD//appB//yeaG//mltC//waaP//ltaE//yjeI//agaI//mlaB//yneJ//chbR//ybcL//parE//gltK//narH//soxS//msrQ//hsdM//ettA//hldE//sanA//yigL//adk//ccmF//alsC//galR//ascG//fliZ//hexR//yggF//tdcD//norV//gntK//yieL//yjjB//cysM//yidR//kdpD//ihfA//truD//uvrY//flhC//etp//csgF//treF//mdtJ//pdxA//nimT//sutR//ygbL//dadA//cheY//fhuB//evgS//cdaR//sbmC//gadE//ybcJ//fepE//
GO_0043438_6	potD//
GO_0043442_6	ftnB//
GO_0043455_5	entH//rpsK//yjjX//hyaA//
GO_0043456_6	pitB//
GO_0043462_6	cspE//ndh//fabR//yhaO//yggD//yahO//
GO_0043467_6	rzoD//hsdM//
GO_0043470_6	epmB//alsC//ompG//ssuA//
GO_0043471_6	torC//hypB//glmM//
GO_0043484_7	clpS//
GO_0043487_4	ogt//murF//fhuF//recC//mutY//ycdX//
GO_0043488_5	gor//osmY//lysR//pgi//lysU//
GO_0043489_5	alaC//
GO_0043543_7	ydiK//ubiJ//hofP//yfaU//ydcZ//moaD//pyrD//insA-2//yehW//lysC//yoeE//livF//intF//
GO_0043545_5	recO//moaC//clpP//ybhP//dnaK//holE//birA//allC//ypdF//csrA//frlR//
GO_0043547_7	waaC//cysS//trpGD//
GO_0043549_6	glpA//ubiD//
GO_0043555_5	sbcB//guaC//
GO_0043562_6	nanC//yijO//
GO_0043570_6	gutM//aqpZ//torI//
GO_0043571_7	yraJ//mscK//cdgI//
GO_0043603_5	sohB//murF//queF//cecR//rluD//ftsB//ycjQ//matP//sspB//fadI//thiE//pyrC//rhaT//coaA//proC//melB//ompF//argK//rpsG//dinI//casA//cdh//yciF//macA//opgG//ftsI//gcvA//corA//xerC//rhsD//pinQ//yhdH//ygeA//dam//ulaF//aldB//yggW//fdrA//cobU//insI3//trpD//yjjV//rapZ//patD//birA//mdtI//focA//frwD//patZ//phoE//yehB//uup//cdgI//yjiY//potB//phoA//yadM//yiiE//upp//sfsB//ybiJ//phoE//radA//ynhF//pgl//rplB//ybiJ//kdsD//ygfZ//nupC//dcm//torY//elaB//ampG//relB//cysS//torS//tufB//ynfL//lpd//zapE//murR//rplC//cspD//yebQ//bsmA//norW//ycbV//ilvB//rffM//dcuC//prlF//ybiV//dsdA//ssuC//chbF//tbpA//rpoS//srmB//rpmJ//pykF//sdaB//znuB//glpB//cpxR//yhcN//bamE//bglF//gcd//ftsY//setB//ycbV//acrB//dicC//panF//hybC//gstB//prpD//kduI//yedX//dgoR//uvrA//cadA//torR//flgD//flgM//nuoG//
GO_0043604_6	ilvL//pstS//yifB//nanE//yfeO//ivbL//fnr//flgK//tnaA//glgP//ulaA//yfdG//recA//galR//dppF//prfA//phnI//cysD//nac//blr//trpC//era//pyrC//yhgH//rutE//rlpA//cbeA//ygbL//narJ//yfiE//fadR//rayT//yjbH//rhaM//rpsP//mioC//arfB//uvrA//ybiH//fepB//yihT//mrdA//eutN//aaeA//fabB//wecC//scpC//bglJ//cysQ//hypC//exuR//csrD//yciK//paaJ//fimF//yagU//sgbE//rffH//gltS//mnaT//ubiH//glnD//sspB//pepD//trkA//ybaM//btuE//frvR//cobT//recO//ybhS//rhaD//yeiE//hcaB//yegT//sgcR//ibsB//yegD//rfaH//fdnG//mscK//yjeH//ydcZ//mcbA//arcA//fcl//mnmG//tauA//ybhP//ilvD//yehA//msbA//rrrD//rluE//fadK//cecR//relB//baeS//potB//
GO_0043605_6	grpE//mltF//lpp//gspE//yadG//
GO_0043610_4	fepA//
GO_0043624_6	thiC//ftsN//kdpC//yiaU//eco//yrbG//pdeL//
GO_0043628_9	acrD//sfmA//wzb//
GO_0043631_7	hcaB//mazG//
GO_0043647_5	accB//ilvC//
GO_0043648_7	fabA//narH//hdhA//recD//edd//pth//fre//purR//hypT//sbp//yaaJ//potH//alsE//mltG//ais//truC//ptsI//fliA//gpp//purC//ompF//tusC//selU//yhaV//tsaC//hinT//dhaK//ptsI//yraI//glsA//glcB//trpD//acrD//hslU//parE//cdh//yahF//yhhT//pdxY//corA//napB//ndk//fucK//atpA//cmoA//fbaA//recF//thyA//tsaD//ydjE//rnd//yjaA//yejA//dld//rrrD//fliG//ubiI//cpdA//vsr//ydiZ//ghrB//sufA//rsuA//hypC//hsdM//murR//ybhJ//dmsB//ycbU//yqeF//kdsA//hsdM//valS//ileS//
GO_0043649_7	ybaM//rcnA//xylR//kefC//rpsT//hisG//folC//leuE//cyoA//oxyR//lpd//
GO_0043650_7	pnp//yhjX//bglA//fimI//ftsB//ptrA//artM//mltB//araF//mcbA//thrC//malF//fixB//ynfF//gpmM//cysU//proA//rssA//yhiM//hipA//potG//adhE//ftsP//insH-5//yhaO//fadE//artJ//
GO_0043686_7	fadE//
GO_0043687_7	yjaZ//garL//gutQ//tap//proA//mrcA//artP//
GO_0043708_5	yneL//agaI//zraR//appB//wecE//ompW//ydjL//bglJ//idnD//ibsB//kdpA//entD//agaR//narJ//bacA//
GO_0043709_6	hisD//adeD//nuoF//ccmH//dps//ymgC//yadG//rlmG//radD//
GO_0043711_5	hprS//mzrA//adeQ//rpoA//phnC//nemR//yehX//iscX//aroC//gshB//fic//fliK//ybaT//gudP//upp//aroL//yedX//hchA//panF//crcB//frmA//
GO_0043900_4	rseP//slyD//arcC//pyrG//bioD2//mglB//rimP//pdhR//bioB//dnaJ//yfaX//bamC//yphC//
GO_0043901_5	tauC//sspB//deaD//tdk//
GO_0043902_5	osmC//lamB//
GO_0043933_4	artI//pabC//pspD//zapD//secA//crr//entA//ftp//mdtP//symE//nrdG//yoeB//alpA//asmA//queC//eco//ravA//barA//acpH//ppsA//yqeF//bipA//ettA//rsmG//ygaV//eutN//elfA//ybcM//hemF//uvrY//yjiA//ulaF//malK//phnG//manY//xylH//ssuB//ynbC//yihP//epmB//lpd//dcuD//nuoN//mocA//fadI//phnC//mlc//rnr//cbtA//acpH//ogrK//accA//rbfA//lsrR//bioC//menC//yihQ//mdtC//phoR//galF//rutB//hcaC//rpsB//mutS//sucC//rpoE//dapA//csrA//leuD//cpxR//crr//csdA//ariR//thrC//agaA//dsbB//fklB//yajQ//murC//lsrG//potF//focA//otsB//elaD//tusD//garD//phoU//xerC//ccmA//rnpA//malK//ykgA//mnmA//otsB//ugpA//parC//dapB//nanT//lysP//waaO//
GO_0043952_7	pldB//nrdH//hipA//gatB//recD//
GO_0043953_7	nadA//paaH//lnt//dacC//
GO_0044003_5	menF//slmA//gcvR//ycbU//
GO_0044004_6	trmJ//frvA//ribE//paaZ//
GO_0044010_5	cpxP//rluB//ydbD//spoT//fruB//yeiE//nudG//kefB//manX//ygaZ//rlpA//rffT//potF//mltF//araH//serB//uspF//uxuA//guaD//murA//psd//scpB//rutC//rhaS//yfjV//lpxD//iscX//srlB//zapE//ansA//
GO_0044011_4	perR//pgaD//dtpB//murR//rutA//wecA//ugpB//ybiI//
GO_0044036_5	recR//yjhG//iscR//ydaC//hisI//ssuA//ribE//hypF//bdm//ykgO//ygcR//yqcC//clpP//frdC//basR//xerD//hslU//ppx//ygcW//sstT//kdpC//ypdA//argD//yraJ//yhjC//mtgA//zwf//hipB//lapB//rhtA//wbbK//lsrC//hypT//fur//brnQ//rffH//yebQ//flhA//hslV//basS//eutK//curA//ygbL//hslO//yjaZ//ybiH//ydhC//
GO_0044038_6	yheT//torR//mlaE//tdcG//yfaX//macB//lrhA//panZ//fdoH//murD//hybA//ydgA//secE//fcl//yacG//pcm//thiD//fabI//yeaK//hslJ//abgB//dcuD//araD//chbF//ade//xapA//ahr//uhpT//narG//treC//mlaF//kdsA//entB//cysG//purL//hdeD//cysU//dtpD//aaeA//prs//frlB//crr//coaA//
GO_0044042_6	ibpA//hemL//tdcF//yibF//sfmD//lgoT//eutD//ppiC//melA//araF//phnM//idnK//tsgA//hemA//argR//lapA//kdgT//lgt//sbcB//rpsG//rnd//
GO_0044070_7	flhE//gabP//azoR//yjbF//
GO_0044085_3	hcaB//yghB//fklB//potB//aroA//oppB//sapB//hypD//otsA//cbrC//torD//rplX//frdB//gntR//yehD//ascF//frlC//psd//mnmE//
GO_0044087_4	yoaA//yihW//sspB//eutK//bcsQ//ycgB//codB//arfB//hycH//parC//ydeO//ydiV//cmoB//norW//ygbN//dnaT//ynhF//marR//nadK//soxS//copA//tnaA//secF//gfcE//lgoT//exoX//yahK//yhaM//slyD//glsA2//zraS//bioD1//nagB//rapZ//
GO_0044089_5	dps//yfiF//agaW//yhcN//ydjM//mobA//gapC//tyrR//iscR//glpR//yfcG//glyS//yehC//
GO_0044092_4	dapD//gntK//phnM//bssR//crr//erpA//kdsA//eptB//torI//yghO//bamA//entB//atpD//yfcR//sodA//sdhC//eutA//dps//nanC//menD//aroB//frwC//rplQ//msrQ//hscB//leuC//tonB//viaA//cysN//degQ//aroH//yfgO//bioF//yfaX//ydaV//cvrA//
GO_0044093_4	yafN//treB//yfcA//yiaT//narY//ettA//ribF//btuR//ygdG//lexA//yrbG//rfbC//yheT//pgpA//ygdG//rbsB//galT//yneL//yihO//ibsC//casE//arnD//fliD//malE//yqjH//lacZ//nanA//
GO_0044106_5	yehB//ubiE//purN//asr//ybcJ//ubiE//hinT//hyfA//bhsA//agaI//talB//yraN//ahpC//patZ//cueO//gpmM//recO//glnQ//yehW//atpB//qseB//gadB//azoR//panD//mhpC//aroF//rimI//
GO_0044179_5	bioD1//
GO_0044208_7	mdtP//
