#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ftsK//napA//nfsB//nrfF//
GO_0042178_5	yfcS//bdcA//ulaB//priC//fepC//sdaA//arcC//xisR//nuoF//yahF//lpxL//gcvR//torC//shoB//rbsK//fdoG//gltB//aceF//nrfE//
GO_0042180_4	hcaE//manX//lgoR//cpdA//araD//ybaK//exoX//rcnR//tbpA//acrB//guaB//yegV//puuA//hyi//pgk//yggD//gadB//xisR//ulaR//yhaV//entH//potD//yifB//ybgQ//tktB//pspG//gadW//bglH//birA//radD//dfp//birA//dnaE//dsdC//narH//elaA//nirD//glcB//mazF//dusB//yoaA//ldcC//pfkB//frvB//zapE//clcB//nikD//ubiJ//idnO//rclA//tolA//tnaC//rpsB//tar//dhaM//skp//ribF//yahO//chbC//
GO_0042181_5	menA//yhjG//tcyN//mgrB//bfr//mepH//mfd//napD//rhtB//ompW//truD//gpmM//ompC//cusS//arsB//yafS//yfcV//ccmE//thrS//oppB//ratA//ygcO//cynX//dcm//
GO_0042182_5	bglF//rhmR//arcA//metQ//yjaA//clsA//cmoM//ydhJ//moaE//accB//caiF//cpsG//fliA//gltD//csgB//modB//frsA//yraN//nadA//yjfF//xthA//allD//ybaK//nhaA//rsmB//tisB//gltB//yfgJ//pyrE//
GO_0042219_6	frdC//suhB//ybaK//citG//yhhT//
GO_0042221_3	sfsA//basS//yhdJ//tusE//cpxR//ulaA//thrB//xseA//secY//uxaC//insI3//yaiP//yegT//udp//paaB//sbmA//cysB//asnS//truB//rpsS//rhaS//tatA//infB//lolC//trxA//glgA//mnmC//sdaC//ulaA//yjjW//menA//cptB//hupB//carA//dtd//ompW//dcuS//rfbD//aroA//puuE//nanR//xseB//sxy//rpnD//nrdF//leuC//pck//ynaE//gor//hcaF//xanP//sfsB//murJ//tcyN//deoB//mscK//exuR//eptB//iraM//astC//yfjR//tolC//yfjR//sad//tyrR//npr//flhC//rpmA//greB//ynfF//kdgR//slyA//ridA//elfG//yedF//tomB//tauB//elbB//yfaX//ypdA//fixA//bhsA//dtpC//proS//yfdO//cueR//uof//livF//eutK//mngA//pgsA//hemE//flgM//trmJ//trmD//dsdC//araE//yiaN//trkH//nhaR//accA//metG//mhpA//yjbE//rrrQ//yhhY//citC//rssB//def//ydhC//torR//leuA//ung//truA//crr//katG//hemE//rpiB//trxC//hisF//ttcA//cmtA//rpoH//rzpD//ydcS//rodZ//cmtA//glgA//ydeT//yccX//fimB//phoE//ssuB//cheA//lptB//eptC//fecA//paaZ//fklB//ftsW//yrbG//scpC//acrB//fimF//raiA//ppc//araC//flgK//dsdA//carB//rutF//rlmM//poxB//yfaL//ccmE//rcnR//lpxL//fabD//wcaC//yeaG//rpsQ//glnH//pitB//hrpA//fadH//nfo//ydbK//hda//yahD//baeR//murC//yebZ//potI//narU//hemA//ptsH//sgcX//idnK//yhhY//tbpA//ydiP//rpoS//frmR//feoC//preA//casB//yebZ//hslU//fhuB//afuB//nupG//yhjA//elfA//cysG//prlF//yeaV//proB//cpsB//fkpA//yaiV//eco//ybdG//torY//chaA//hybG//pdxK//ydiV//yejE//topAI//yhdZ//tadA//sfsB//gapC//rutC//ygjK//alsK//nagE//fetB//hycA//ibsE//rcnR//ispA//prlF//ygiS//aceB//sbcB//gltI//guaB//yagJ//gpsA//acrZ//ccmF//queE//ompF//rpnB//
GO_0042245_7	shiA//fabA//yqaE//
GO_0042254_5	lacI//ispB//bfr//rcsD//phnP//yjfP//hdfR//
GO_0042255_6	yjhP//yjjI//
GO_0042274_5	sapF//psuG//queF//argF//
GO_0042278_6	yajD//murI//rimJ//dinI//aphA//agaB//hypT//ghoS//mdtK//phoU//etk//ydiB//rppH//ssuE//ravA//sugE//pntA//ybgI//
GO_0042304_7	tdcF//glnL//sgcR//
GO_0042325_8	pgpA//speG//
GO_0042327_9	nadB//
GO_0042330_3	purD//yajD//mlc//dsbA//bluR//ribC//cobU//cspC//atpD//purN//osmY//srmB//trkA//tdcG//yadM//mdtM//
GO_0042350_6	argO//
GO_0042351_7	truB//
GO_0042354_7	ccmF//ybiO//ibpB//mnaT//erfK//hyfR//
GO_0042355_8	prpB//cpdA//yadI//gatA//sbcB//trmB//
GO_0042357_5	fdnH//agaB//
GO_0042362_6	gudX//
GO_0042364_6	mrdB//yciK//entE//rcsF//rnlA//ribB//tauD//csgG//alaS//yibF//casA//yihO//ftsH//ascB//argO//selA//mtfA//amtB//phnC//recC//ybbY//yfcF//pnuC//glnP//polB//slt//grpE//frvB//rhlB//uspC//cyaA//yieF//yehW//rplE//sgbH//yajL//feaR//yjaZ//znuA//frdA//frvA//kdsB//yaaY//lpp//yqhD//gadW//fadH//dam//yhaV//ftsW//sxy//paaH//tauC//sbp//moaB//dppA//
GO_0042365_6	fabD//nanC//rnlA//setA//
GO_0042371_7	melB//
GO_0042373_6	galM//
GO_0042398_6	tcyJ//vsr//ybiS//ybdZ//eptB//pyrH//fdrA//rarD//tsaE//nanT//yraR//higB//gyrB//rep//rdgC//spoT//folE//trmH//mdtO//ycbX//
GO_0042401_7	allS//gadE//yhbY//rutE//yebZ//phoE//tolR//hisM//sspB//yjeI//dtpC//rhaA//gltL//arsC//
GO_0042402_7	hsdM//yagE//fadI//gpsA//pepQ//tcyP//oxc//waaC//phnP//hypD//msrA//envY//yhbS//
GO_0042413_6	topAI//mioC//sseA//cobS//
GO_0042430_5	yghO//ugd//rpsL//clcA//nfuA//ftp//ycdX//astC//rpsP//grxD//
GO_0042435_6	atpF//hybB//kilR//ycbB//fdhD//fau//frlB//cspD//gpr//
GO_0042436_6	ssuD//
GO_0042439_5	glnB//
GO_0042440_3	iclR//leuE//hcaB//atpA//yddM//flhC//puuA//sufC//dtd//ilvH//glpG//rlmG//nrfB//narQ//
GO_0042443_5	yjbE//argT//
GO_0042445_3	ansA//gudP//yfcU//cycA//fadA//rpnA//fhuD//pdxK//yqcG//gsiC//glpT//pcnB//phnG//nlpA//
GO_0042446_4	yjhP//
GO_0042447_4	dcuA//spy//mpaA//rplD//rlmM//ydjM//priC//hcp//phoE//tyrA//yfcV//metQ//clsA//
GO_0042450_7	insI1//speD//phoB//creC//rnb//yfiF//
GO_0042451_7	speE//rpsJ//chiP//garP//rplR//fklB//
GO_0042453_8	metH//
GO_0042454_7	ynhG//hisG//dppF//thiQ//ariR//ghoS//osmF//prpB//ygaZ//sbmA//hofO//frmB//
GO_0042455_7	blc//tqsA//yhaO//garK//yihT//nudF//yfaE//gluQ//mug//glgC//orn//lpxC//yceO//sgbU//cheR//evgA//hcaB//
GO_0042493_4	ycfJ//greB//fruB//hycH//srlA//creC//metL//flgM//ydiQ//cspA//ampH//ubiF//entE//yejA//narL//mutH//glpB//rpnA//rcsF//yfaX//flgH//fumC//fadA//yaiW//narV//phnP//fiu//sdiA//kbaY//pyrG//cpsB//iaaA//yegD//grcA//dacA//yqiG//mntS//tus//creB//lysR//setA//fbaA//serA//nrdH//hxpB//yqhC//hflX//feaR//rseC//
GO_0042537_5	treA//dtd//ybfA//phnP//moaB//comR//rhsD//ygiW//ybaL//mdtF//lacZ//proX//puuA//oppF//aroB//yjiX//ydiF//caiD//gor//yeaG//rihB//dnaQ//
GO_0042538_6	pncB//rpmB//
GO_0042542_5	yqcG//ompG//uhpA//lplA//tesB//nhaR//dppD//uxuB//manY//gmhB//allC//glyA//rihC//glcC//recF//fecA//deoB//lysU//
GO_0042545_5	arsR//
GO_0042546_4	hyfA//yheT//thiC//rpe//fklB//glyS//ybiO//idnD//allS//yhbY//
GO_0042558_5	phnH//yagI//ybjI//def//nanR//mdtE//msrB//cbeA//iclR//fhuC//metR//phnP//yidP//bipA//abpB//yfdS//puuD//rpoH//
GO_0042559_6	prlF//menF//yfbU//luxS//envC//tsaB//rcnR//rutA//narG//cpxR//torR//mtfA//garK//
GO_0042560_6	bioA//yagJ//
GO_0042592_4	ftsN//tauC//yphC//rutE//afuB//ptsP//dtd//rnc//chbG//pbpC//ybiH//vsr//lolD//lldD//cheR//katE//rluB//dxr//ompR//ugd//ybdO//rhaM//hldE//ldtD//malS//rcdA//pheS//nuoG//lptG//yidA//nadB//rhtC//flgA//yhbX//narU//mhpT//iscR//nadD//ascB//sapC//ygbL//arsC//emrY//bamA//yaaY//potI//gapA//diaA//glcE//ddpA//rpsM//tadA//lpxC//abgB//mfd//add//ynfK//ppiC//bhsA//
GO_0042594_4	narU//yaiP//tufB//yafN//yaiW//frc//yjjW//rplO//dadA//fryC//yqaE//arsB//mltA//narL//phoR//carA//araG//ugpA//bipA//ycjR//nuoB//dgkA//arcA//lacY//allB//kduI//nrdF//ompN//frvR//ygaH//yddA//tsaD//dtpB//tgt//mgtA//
GO_0042618_5	betI//
GO_0042619_6	hslO//
GO_0042710_4	wzzB//xanP//ymdB//hofQ//glnS//guaA//truD//rpsE//kdpD//ykgA//rarD//nikD//miaB//lpd//yfeX//glnH//malS//yigB//ampD//potB//htpX//sucB//narH//fucK//dgcZ//yrdA//sgcB//dsdA//lolC//xseB//cobB//yedX//ybiX//glnQ//xylR//acrA//dnaX//yodD//deoD//yigL//codB//gatZ//casE//cpdB//yebG//secM//cysK//yidD//frlB//yehC//nac//
GO_0042723_5	arnA//zntR//rfaE//yiiM//dacD//ybjG//rmuC//ybiS//yjaZ//ubiC//gatZ//nirD//
GO_0042724_6	puuD//csgF//phr//casE//phoP//truD//pgaC//dcuB//ybaE//yejB//
GO_0042726_5	dsbG//relE//kdsD//gntP//pfkA//aroA//ybiI//feoB//
GO_0042727_6	gntP//gspE//zapC//sohB//rhaA//fhuD//yfeR//kdsD//
GO_0042732_6	gor//rlmB//dgoD//wecC//galF//
GO_0042737_5	arnD//truA//opgD//treF//nfo//lplA//ynjA//ygiV//dcyD//guaA//yjbH//rpiB//torA//ynjD//crl//sapA//malE//sseA//waaC//ybcM//rffM//ybhG//rsmG//yobF//serB//cobB//malK//pppA//mnmG//yifB//waaA//tdcG//ynbC//cnu//bglF//trpB//yieK//ydjK//thiD//ygcW//matP//ivbL//yciH//clcA//serA//lpoB//ileS//yigB//bdm//glnL//blc//tamB//cysA//yghB//paaB//
GO_0042743_5	mocA//glnQ//
GO_0042744_6	rrrD//pepB//
GO_0042759_7	speA//xylF//
GO_0042773_6	nei//
GO_0042777_8	ycbV//
GO_0042779_8	yagI//
GO_0042780_10	nagA//rnhB//dgoT//
GO_0042816_5	emrK//focB//ydhQ//trpC//ycjD//araG//btuB//psuG//waaY//
GO_0042817_5	yciV//
GO_0042819_6	rutA//gpr//ybaE//slyA//hisH//fixA//mglC//cof//yhjG//
GO_0042822_5	helD//ypdI//ansA//copA//gutM//rpsS//artP//
GO_0042823_6	obgE//fucP//rnhB//tcyP//plaP//phnH//phoQ//
GO_0042836_5	tsr//yojI//yohD//iscU//
GO_0042838_6	cydB//psuT//rfbC//yhdZ//
GO_0042839_7	paaZ//kch//yfhM//hupA//dgoR//ugpB//
GO_0042840_7	rpsS//sapB//wzzB//yghW//thrC//ydjL//
GO_0042843_7	hemH//dppD//
GO_0042844_7	hisC//
GO_0042846_8	crp//
GO_0042851_8	mnmC//ynbD//dkgB//plsB//
GO_0042852_9	dgcT//murP//gldA//
GO_0042853_9	purT//
GO_0042866_8	pheM//htpX//ptsI//secB//cpsB//ybhR//yhgH//cbl//npr//wzyE//ydjK//cadB//cyaY//yphB//bioA//speF//clsC//miaB//
GO_0042867_8	ldhA//
GO_0042873_7	fadH//opgC//mutS//sseA//dnaX//queG//dppB//
GO_0042882_10	gsiD//fucA//ldrD//
GO_0042883_7	sfmF//feoB//cydA//ynaI//wzb//ascB//gatY//gldA//
GO_0042884_7	ubiJ//thiQ//uspC//cheA//prc//metG//tsaC//
GO_0042885_8	ppk//
GO_0042886_6	hcaT//miaB//trkG//hisM//xylE//ubiC//pdxH//leuB//ybfE//poxB//gnd//ispB//djlC//cmoM//pstB//flgG//yghU//rhtB//mngR//ampH//dapD//flhC//rtcB//wecA//mdtG//lsrC//dcuB//fhuD//cobC//yfiE//kch//cbrA//yidP//osmY//tcyL//recO//dicC//yggT//ftsN//malG//ydhQ//prfC//abpB//trpL//eutA//dtpD//torC//fdoI//dxs//rbsR//cysW//puuB//feoB//livF//rluE//yfdG//yaaU//ybeF//flgA//tsx//yjiR//yfdG//htrE//idnO//trkH//phnN//rbfA//gpp//xylA//trkG//iraM//yihP//nirD//paaC//dsdC//yggP//rhaS//cobS//garL//yjhC//rcsB//yajD//narL//yhbS//paaE//ybjN//malK//prmB//
GO_0042891_6	idnT//maoP//agp//csgD//envR//nuoF//pstB//agaB//ybgQ//ybdG//rlmE//ampG//ptsH//hicA//cra//phnI//dcyD//preT//manZ//frmA//mutY//ulaB//nrdA//fdoI//tsgA//yafC//allB//uspG//tktB//yibH//araH//eptC//
GO_0042906_8	glgP//fdnH//ycjR//fdx//
GO_0042908_5	rsmD//lgt//sufA//uvrA//flgD//aldB//proP//ridA//waaL//rplY//flgH//mobA//yqjA//rimK//gntR//yafC//
GO_0042914_8	rplM//elaB//
GO_0042918_6	glpC//bcr//tgt//carA//putA//
GO_0042919_6	dinI//
GO_0042920_6	nuoG//
GO_0042928_7	kdpE//
GO_0042930_7	insI-2//dppF//lgt//bglA//ybiX//kduD//pyrH//ais//
GO_0042938_8	mhpR//moaE//queA//dnaK//polB//trmH//argP//mltC//gpp//trpR//yraN//ydiR//gspJ//murG//fmt//
GO_0042939_8	clpX//lrhA//pspD//kdpC//etp//nudC//btuR//dmsC//etp//yggE//
GO_0042940_7	cueR//ydeE//gltL//focA//htrE//
GO_0042941_8	yceD//
GO_0042942_6	rayT//ygbI//
GO_0042953_6	copA//add//nimT//
GO_0042956_8	nrfF//ybaT//agaC//slyA//fbaA//
GO_0042968_8	rfbX//ycjW//kdsB//
GO_0042981_7	mqsR//
GO_0043038_5	yidR//nrdD//araG//eco//nfuA//nfuA//yfdC//mreD//bioP//yqiH//tar//nfsB//talB//yegV//yegT//rpsG//fecD//recD//mdtM//ansA//ygeR//tktA//nrdG//fadK//lptC//yjcE//
GO_0043039_6	entB//treA//ygeW//lysC//tnaC//serB//nanC//ubiC//leuB//appA//ydaV//dtpA//csiR//dmlA//lpxL//mgtL//nrfF//sbcC//wecB//sapC//zapD//uraA//torZ//menA//murA//
GO_0043041_6	fhuC//
GO_0043043_6	yhaM//ycjU//secF//btuR//truD//cpdA//lsrB//asmA//yidD//bamD//rplS//rdgC//mdtD//dusC//yqaB//spy//ybfE//waaO//mltC//surE//ghxP//insI3//mutL//hokE//recO//acpH//yqjI//sgrR//araD//tadA//nadD//ydjE//proV//cmtA//yebQ//amiA//mlc//ynbC//ygjH//hscB//yegD//speB//cadB//citX//potH//xylE//ralR//bcp//ybhJ//mlaE//fadH//glcA//acrE//yaiP//yhdH//paaX//mazF//recF//dinG//proP//ltaE//
GO_0043067_6	tas//
GO_0043085_5	galP//rplW//cmoB//thiG//arsB//yeaG//mscL//yciH//rlmB//fadI//ldtC//garP//pgk//mrr//nrfA//ybjI//acpP//mdtP//narY//uacT//lysC//mdh//treC//
GO_0043086_5	rhlB//mnmE//yidR//hisB//ykgF//slt//gatZ//hexR//hemA//ogrK//ytfR//rcnB//rpmE//yfiE//aldB//yebQ//blc//aaeR//hemH//hslJ//mcbR//hemH//fabR//btuR//glnP//sodB//
GO_0043087_6	ynbD//nagE//tdcR//sppA//
GO_0043090_7	yjbB//ispA//ruvB//gltB//ybjG//tktB//ybaT//yihQ//fmt//gpsA//
GO_0043093_3	yjjG//ybhA//menI//ppsR//umuD//kdpB//rfaD//pdxJ//dsbC//torY//rdgC//glpT//murF//iraD//sgcX//degP//rbsC//
GO_0043094_4	btuE//pnp//pabA//fdoI//ispA//selB//serC//umuC//htrE//appB//dsdA//elaA//rplI//shoB//hypA//rnb//fabB//insH-5//prc//aer//dnaK//guaD//
GO_0043096_6	dapB//ptsG//ilvM//
GO_0043097_6	ttdT//glcA//rpmJ//ldtA//
GO_0043099_7	nemA//
GO_0043100_6	edd//
GO_0043101_5	yadM//atpF//nuoG//zitB//
GO_0043102_5	narK//fryA//mrr//ycgB//
GO_0043103_7	yehC//
GO_0043111_7	sdhE//
GO_0043137_6	yjiA//leuB//
GO_0043150_8	ynfH//
GO_0043157_6	ydcM//
GO_0043164_6	mdh//ydiP//adiC//tktB//opgD//hybA//panC//tusE//
GO_0043165_6	ybcL//glcA//ygcR//nrdF//yicJ//uhpB//mhpB//ybiW//trmB//rpsD//
GO_0043170_4	tusD//lysU//hisA//plsC//maa//dusB//hchA//waaQ//mdtB//lacY//aphA//pdxB//ccmA//tufA//rimP//rnhA//gloC//hicA//potF//sgrT//kefB//pitB//ttcA//gntP//lepB//fdhD//gatA//ada//zipA//brnQ//ycbX//mlc//ubiJ//tusB//hyaA//pgaC//rhoL//bioD2//argP//yqaA//motA//ybdO//rutA//cof//frdC//frmR//cfa//queG//pepA//fimC//lgoD//pcnB//metQ//yeeY//ogrK//yjbB//metF//mglC//csdE//ybeY//ilvC//citC//phnN//recD//yfjR//tnaA//yqeF//dcuS//btuC//nhaR//ccmA//yhcD//lapA//tcyJ//yeiE//kdpD//cbrC//fadJ//ibpB//bioF//ybiI//maa//phnL//napD//caiF//fdnH//rhtA//ybiI//torR//apaH//yegS//yhfK//rdgB//mlaB//talB//pheT//yraI//nanC//xanP//exbB//gatD//metG//pgaB//argH//sdaC//sdaA//nrdI//slyA//rsmF//holC//aes//malI//dnaJ//add//truA//aceF//yphF//paaX//hsdR//rarD//pyrH//cspC//znuB//yggX//hyi//relB//speC//glgC//bioD//araG//helD//rpsB//cho//ompG//glcE//cynS//hcaE//hcaB//fadR//phnI//yhcD//rfaG//hldE//panD//rpoD//patA//yafS//ybeF//opgG//yrbG//bioP//lnt//miaA//suhB//treC//ydjK//puuR//nei//fliA//pta//glpX//lpxC//pgpC//kdgR//rcsC//accB//yfiC//yidK//phoE//ynfL//elfD//nuoI//ubiC//astB//hybF//menF//gcvT//wcaJ//torA//mcbR//ydiQ//nupX//gpsA//nrdB//mutH//yddA//fucI//hexR//dgcZ//rsmG//ydiP//cvpA//pflC//nrdE//uidA//ygiB//agaI//ygeW//malE//purL//yfcA//yehB//glsB//uhpA//yihO//pcnB//livJ//ycfL//aas//ahpC//putA//ydiB//lldP//cdh//fimC//kdgR//yidL//epmB//rbn//lipA//gsiA//phnO//holB//pgk//tdcE//hslV//gadC//nagK//feaB//abgR//yqcG//yciG//cecR//tcyJ//mltF//tus//aroF//bepA//pgaD//qorA//epmC//srlD//zapB//asnC//fumC//nrfB//yjjV//torC//yehY//yejF//nusA//fadD//gltB//ssuB//lptD//yfaX//yeaE//ftsE//dbpA//thiC//yeiE//btuC//marR//hemC//nikD//ispF//tdh//tauB//uvrB//relA//msrQ//ompL//yfbS//wecA//cycA//gnsB//flgI//nuoL//vsr//yajL//rfbD//yjiM//thrA//tolB//yjbH//osmY//alsB//cysD//clpA//rluC//sohB//yahF//tonB//mlaC//ytfQ//hisI//ldtC//ubiD//carB//glpK//aroC//mgtL//tktA//hisI//focA//solA//ghoT//rpsP//moaD//yjjQ//elbB//rimP//mlc//hdeB//yjhB//gltS//dsdX//bglX//ttdB//rhlE//fre//yehW//yfcP//dapA//frlC//clsC//qorA//insK//kch//bglF//ssuB//dcp//dpiB//lpxH//motA//yihP//ompR//chiP//yifB//alaS//rpsO//rfaE//lptD//nlpI//gadB//intE//tcdA//yhjG//narV//yegV//yohD//malY//entH//phoR//ssuD//ybhG//ompR//valS//dinI//gadX//phnI//envR//frlA//rlmH//ibaG//tabA//gatB//atoS//yneJ//lldD//ycjQ//pgpB//relA//cpsB//frmR//yfgO//pgpB//aldB//frdD//tisB//uvrY//dcm//pdeK//purA//fimI//sfmA//nagB//panD//hokB//rpmB//secA//matP//argK//zraS//yafE//tadA//trmD//dtpA//puuR//rclC//ortT//yhiM//panB//priA//pheP//dcuA//thiH//ftsE//dgcT//sohB//paaB//yieH//dapD//trpE//wecC//cusF//ypdI//gnsB//flhA//osmE//ibaG//brnQ//livF//ybhI//yraI//argK//aslB//mtlR//hisF//dapD//ratA//narI//allR//adeQ//helD//agp//yjjI//bsmA//gmhB//rfaQ//hypD//rfe//gcvH//kch//emrY//elaD//btuF//cspB//yjjQ//araC//mngR//argR//cpxA//ascG//narK//narJ//dauA//sspA//ansA//spoT//hisB//tdcB//ilvN//yafE//glmS//waaB//thrS//yjbG//hisH//norR//yihP//rpnB//kduD//dcuS//ackA//yhfS//der//ygjH//rplF//yciG//thrL//relE//gatB//ygfI//baeR//malY//clsB//phoR//ygcO//yeeO//yidL//ycaO//cysU//msrA//dgoA//appY//nrdF//pcm//rhtC//yidQ//rhtC//yciE//ihfB//ppiA//ftsQ//yiaU//rsuA//rimM//manX//decR//rhmD//yiaB//yehB//mprA//fimG//hsdM//ubiJ//ligA//ycjD//ydiP//mdtD//ascG//kgtP//dnaG//abpA//ydeI//rclB//ydaN//rsmA//yggE//paaH//cbrC//hybG//comR//setC//deoB//fucK//pcnB//fucK//yggX//ratA//putP//ybcC//fpr//wecB//erpA//secB//gmhB//glk//selA//bioP//yqeG//nuoI//rnt//acrZ//moaD//proW//phnL//ycfL//speA//plsX//livG//csrD//hcaB//yhaJ//hsdM//ibsC//dcuR//yqhC//sodC//dnaQ//fryC//srkA//mrdA//mdtE//pgl//murJ//mtlA//sbcC//srlA//argC//mdtM//ilvH//deoB//dhaM//uspE//rpiR//dcuB//rpsR//sodA//phnC//flgK//ybbY//pagP//atpB//frlR//fetA//dicA//yjeI//carA//sthA//ampE//csiD//dps//serA//ribD//galT//rpmG//yaiW//frwC//ypdC//cspE//hcaR//bisC//rlmB//yggD//murJ//ycfL//thyA//srmB//menI//ulaB//ansB//fadJ//dppA//nrfA//ydcP//glgC//fdoH//purT//mrr//ssuD//adeD//gadA//dcyD//satP//hda//ydjJ//puuB//osmF//cueO//cycA//cyoC//pepB//emrD//pspC//menF//gntK//manX//rplP//fliA//tcdA//rsgA//idnT//blr//frlB//yedF//intA//caiF//narV//napA//rluA//ghxP//rpnC//tag//glgX//ynbD//yfaX//tnaA//recJ//yfgI//lsrA//napF//rpnC//argT//yjeI//plsX//uvrY//nlpI//afuB//frlA//map//ydaV//rlmG//relA//mliC//lysA//ftsE//acnB//yfcG//tdcR//lapB//citX//fimZ//flgG//relB//envY//symE//metB//sgrT//dsdA//cysE//ansB//yghB//frdD//yqeF//gldA//uhpC//yaaA//ccmC//rhaD//nagC//yfcS//yajD//yijO//rpmJ//ribF//exuT//cynT//nepI//trpC//ihfA//opgB//acs//sodA//flgA//dhaK//hypE//aroH//yqiJ//iscA//potE//yccA//secF//nlpD//apaH//casB//kdsB//glsA//insH-5//yihL//gntR//uspC//recF//bamC//mdtG//tilS//ybiY//rffH//speD//bipA//citT//tbpA//xylF//dnaE//apt//rcdA//rpmF//gutM//puuE//cof//pth//gapC//pabA//dacA//eamB//marA//rcnB//lsrD//grcA//arsC//ubiB//metB//gadB//rimO//rmuC//cydC//gltX//dinQ//gspF//ybeY//bioB//yadI//serB//aqpZ//tatA//rpsH//cyoE//mdtA//ssuD//oxyR//sanA//topB//ssuD//secF//argD//waaH//yajL//ubiB//ivbL//bhsA//bcp//nrfG//argR//mscL//pyrL//srmB//moaD//yjeI//nemA//panD//fliA//ariR//acs//endA//xanQ//pth//fieF//yggT//hemL//yahK//phnH//rutA//kdpD//mobA//sad//abpB//xylG//
GO_0043171_5	ychO//ycfL//yjiQ//ydjK//elyC//ydfH//priB//casE//yeaV//
GO_0043173_5	agaA//glpG//frvR//tyrS//insH-5//dtpB//uxuA//coaD//
GO_0043174_5	tcyN//mdh//mdtJ//waaB//dnaA//rspB//
GO_0043200_5	dhaM//pstS//gapA//yqaB//yibF//ygeW//lamB//yieK//
GO_0043201_6	qseC//
GO_0043207_4	pspG//trmD//garP//aroK//frdB//pgaB//mscL//cynX//bfr//murD//atpH//yfeX//pgl//yohC//
GO_0043213_7	nagC//hslV//yccX//hslV//gsiA//ycfS//hofO//ybiY//
GO_0043242_7	sdaB//fepB//ycaN//
GO_0043243_7	mutT//
GO_0043244_6	truB//ycbX//clsB//rbsA//lpoA//yeaE//glnE//fhuF//dsdA//tdcC//tsaC//yijO//hcaE//ybgI//nrfC//gluQ//ybaK//intQ//envY//lysC//
GO_0043254_5	yraK//cysC//sapA//oppF//ebgA//gadB//qseB//rbsA//gatB//mdtJ//ymfK//pgaA//rfaE//rpoA//ycfH//gltB//trmJ//gmd//holA//zapA//hybD//erfK//baeR//phnM//ttdR//
GO_0043255_6	rplW//uhpT//glpD//
GO_0043269_6	yqaB//tusA//frmR//ilvD//yfcU//mcbA//sanA//
GO_0043270_6	pncB//glmM//
GO_0043271_6	msrA//
GO_0043335_3	yadC//mug//pinR//araD//
GO_0043392_6	metH//
GO_0043393_5	polB//
GO_0043412_5	nadK//sbcC//pitA//metF//ilvC//tyrS//exoX//fadB//yibF//ada//era//cedA//mdoD//ortT//mtgA//ftp//mfd//rbsK//lysU//cdh//yahD//dnaX//ldrD//yjjG//secY//argB//yiaO//hypE//ihfA//yahO//fhuD//xisR//prc//ttdT//rluE//caiF//rpiR//rseP//secE//frdD//ligA//ulaD//rutA//pphA//ogt//yehZ//lacI//yraJ//yaaJ//lysO//yehD//ybaO//recA//ygbI//afuC//mukB//rffC//dinG//relB//ychO//paaB//flgD//sgbU//yaaU//glpG//gstA//rrrQ//ppiA//sbcB//glcE//srlR//yieF//uspE//ascB//opgG//rpiB//xylE//aceK//lysO//lpcA//truB//trxC//ybhP//mdtO//sfsA//rbsD//hybC//oppA//rffC//chiP//lpxP//malZ//yedP//secF//zraR//mtnN//potD//rclR//bluR//prmB//wbbK//mutS//ykgM//uhpB//serB//yiaA//fau//bssS//waaP//nusG//kdsB//rcnR//csrA//hisF//ybaM//appC//waaP//rof//hpt//secD//lepA//mprA//sfmC//bioA//ahpC//lexA//yhdJ//flgJ//mtn//glxK//yohD//tbpA//mdtJ//ymgC//argI//yafS//ydcZ//satP//rng//ynbB//fbaA//mlaE//puuC//hscB//mntH//yjjI//rep//envR//gloA//ydjJ//yhhY//malS//dhaM//znuA//cheZ//agaR//glnB//ada//hcp//frlA//acpS//ybcF//epd//dmsB//atpC//plsC//gadW//idnK//rcsB//pheP//ompL//coaA//ybhR//pinQ//hcaT//secM//hemA//clpP//cysW//yjhP//glk//alsC//yhhT//elfG//ansA//trmL//fmt//trxC//rpmG//tdcE//lsrG//asnA//idnK//aroD//coaA//patA//rapZ//paaG//cheA//purU//speB//ftsY//talB//moaD//glrR//mdoD//ghoT//sgbU//livK//ybdZ//flhD//alaS//ldtE//acs//glmM//tyrS//manX//yafC//yigB//ycgB//insB-2//feaR//eutA//rffG//ybiW//uraA//gadX//emrD//flgG//dicC//fdrA//nudC//
GO_0043413_4	maa//
GO_0043414_4	glpX//ybaE//yjiA//pagP//ybaT//uvrY//dgoD//ypdF//abpA//gspF//nuoM//queG//ccmH//rplT//mocA//glsA2//rsmG//ribA//ansA//slt//mltA//clcB//fimD//nuoF//entC//srlB//exbD//lpcA//yddG//cyaY//yggF//ydiZ//recA//dmsA//nrdI//rnd//kbp//yafC//dgcJ//rarA//hmp//trmD//ygaZ//ydfD//fimH//lptC//ydiK//glpT//hyfA//hisD//ymgF//aas//
GO_0043433_5	fabH//trpL//csiR//fabH//fadD//asmA//
