#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	focB//tsgA//agaD//ybdM//
GO_0044242_5	upp//mak//gdhA//yjbF//ynfK//cadC//pinR//yahF//hemG//kdgK//ychF//yfaV//mepM//dinQ//gntT//chbG//yggT//hcaD//ygiW//yhbQ//lldP//rutB//
GO_0044247_6	ybhJ//bioF//fecB//yiaM//rpsL//
GO_0044248_4	ymgF//uidR//mnmE//yqeG//queG//ribF//hrpA//ttdA//leuD//murG//xseA//deoR//bcr//hflD//yciG//fliL//yfdK//sodC//ftnA//potD//uspG//rpiR//yfeR//hisD//lolA//lolE//metC//yciG//ybaO//actP//chbG//opgB//tus//ycjQ//mutH//fimB//ansB//yhdJ//glcF//msrC//fliM//yieE//rhaB//raiA//gatC//ypdB//gadB//mukB//menD//rutD//folD//ykgF//gltP//ybiT//fhuB//cpxP//sohB//exbD//pgpC//aas//yghB//artI//fieF//feaR//surA//sgcR//msrC//hemC//purC//trkG//metN//pepQ//cpxR//galR//rnb//dhaK//dinI//rsmG//waaP//cusS//sfmH//yegS//mmuM//mgtA//arnF//mug//pyrE//ybhA//mnmE//mlaF//hiuH//yidL//rlmJ//evgS//rlmM//ybcL//mntP//tnaA//ortT//ldtE//ydfD//ispA//wcaC//focB//fliM//ubiX//znuB//yihO//gmk//cbtA//zapD//ydfK//ypdB//nudG//slyD//mtnN//yejA//rpiA//narZ//rzpR//murR//aceF//lysU//panD//pgi//ydcZ//fmt//wza//rfbC//hyfF//ackA//nei//ispG//yjhG//yafE//sbcD//hldE//argT//secG//ybjI//yidP//ydcP//uhpB//csdE//ykfI//slyA//argD//ydjH//minC//citG//rlmF//lplT//pspC//menA//garK//potE//mdaB//argH//asnS//yneJ//hiuH//add//dpiB//tag//stpA//ybdN//thrC//glcA//ftsL//paoC//bamB//lptA//yeeJ//miaA//yqaE//rhtA//clpA//tyrS//sodC//dcuB//rplO//tesB//sgbH//nirD//dnaB//metH//asd//ppiA//ndk//asr//waaZ//frlB//glpD//ybiI//thiC//bamA//uxuB//zraR//uxuB//menF//zntA//cpsG//elfG//murE//creB//rpsR//cysI//carA//rstB//rffC//gyrA//fhuD//fimC//arcA//rsmJ//ndh//zupT//dacB//rho//mepS//hcaD//yjjI//yihI//fur//clsC//ybiW//fecD//queG//metQ//umpG//frwC//nanC//wza//gadX//cspI//ydfK//def//intQ//nadE//fdhD//lysS//mtlD//ibsE//ldcA//nrfE//rluD//dhaR//dgoD//rlmF//nrdD//ftsA//cptB//tdcE//fumC//fadK//holE//dsdC//ubiC//maoP//nadK//guaA//ycjR//yciT//bamA//hdfR//cobT//ydiK//fliM//uxaB//ilvI//hofP//speA//argA//mdtP//asd//rlmE//iclR//lnt//artM//yciA//rplO//tsaC//rpmA//ycbU//yhdX//hyfA//mocA//rfaH//paoC//azoR//btuB//moaB//rlmE//phnL//mscL//fpr//ftp//hscA//ibsC//cysN//nsrR//pdxA//cspB//ygdG//insH-6//ydiR//dhaM//sbcD//artP//pdxK//yhdZ//apt//pgaC//ychO//priC//gntT//fadB//murA//moaB//ynfL//citT//murF//htpX//sodA//cpxR//flhD//ibsC//ycbU//mdtC//cysK//rcnR//pta//
GO_0044249_4	ulaC//fes//pabA//prpR//cbtA//cdd//yebC//yidR//sulA//dgoT//elaB//vsr//murQ//tnaB//qseC//cas1//yhbQ//pgaA//cysB//ampH//clsA//yoeE//frvR//gsiB//leuO//cobB//asr//ymdB//ilvA//acnB//kefG//ycbB//bdcA//recJ//rarD//lysA//yhjG//narJ//kdpC//cysZ//kduI//manA//ybaL//wzb//uxuB//trmO//yfdK//yjjI//yfgO//sdaB//ccmH//ycbB//rpnD//fimA//argA//rpnA//manA//aroF//ypdB//pdxH//pnuC//fabI//glmU//tehB//rplA//sodB//gcd//phoB//purC//fucK//menB//pcm//yaiW//gmhB//ppsR//mdtM//ycaO//betI//zapA//ompG//garP//lptD//tatA//qseC//fumB//moeB//yiaJ//opgC//pdxK//queE//narG//yadI//ldrB//ybhD//fbp//aroA//casE//cbl//fre//ybiX//rpmC//hemD//ghxP//katE//acs//ttdR//fdnI//yadV//phoP//chaA//plaP//phoB//pgm//ydcT//miaA//ppsR//hdeA//rclC//trpB//yfbR//dppD//ybfE//holD//pflB//ygeV//yidE//yjjV//glpA//tar//yagF//dhaM//lysO//chiP//ybiJ//yaaY//xylH//mdtF//fabA//ygeR//thiH//sgcC//rbsC//htpX//queE//emrK//treC//msrA//ynbB//yfbR//alsE//ybbN//mobA//cmk//zapC//glcA//rpsS//ybjG//yehP//yehD//livJ//gnsB//scpB//yoeE//nrfD//glgX//arnB//mdtL//entD//marR//erfK//sanA//tamA//yciH//spy//ruvC//yiaU//dgt//yehP//oppA//lptB//ispU//mscS//erpA//shoB//ada//fucO//tufA//tolC//ahpC//yceO//grcA//ralR//ybhD//nrfE//cusA//yjgX//tig//csgB//fcl//dgcM//gpmM//ydiO//ais//cadB//yhjR//ptsH//ydfD//mocA//proP//tonB//ftp//argR//tatB//waaB//mprA//mutM//atpH//nikE//tsaD//yebQ//gluQ//yiaT//mcbR//prpC//epd//elaB//ldrB//plsC//fkpB//yphC//kilR//ydjH//dhaK//yahN//ldcC//topB//yodD//ispH//malY//yaiW//yjhC//sgrR//rluC//ydhC//yehU//yiiE//pgaA//glxK//ydiO//pdeH//modB//rutE//yebK//citX//gntR//pcm//yiaL//ybiS//zapE//elbB//deoC//hicB//rplL//bamE//hprS//rsmD//ccmH//cpxR//tldD//syd//mtgA//mreB//ybdM//entC//appB//trmA//gsiA//ykfM//wecC//ynfL//kdpF//ybhJ//hha//pth//yjiA//nadD//ivbL//rihB//opgD//rpsK//ycjQ//emrB//msrB//ackA//pykF//ychF//aroF//yehD//chbB//ubiA//menF//dgt//rppH//holE//gspI//entE//ribB//yjjI//clpP//frc//rpsT//rlmN//fecD//clsA//glgP//rsfS//truC//ubiB//rpmB//rspB//yjbG//spoT//hemC//dps//narQ//thrL//viaA//frlA//mdlA//cyoA//menF//pepB//ybdR//mntH//holD//rluB//tolR//tatB//napB//elaA//araA//bdm//uhpB//yjhH//ybhR//yhhT//xdhB//nfuA//speF//glxK//bcp//gcd//evgS//yfbV//melR//rsmJ//ybiJ//ndk//dadA//idnK//nfsB//ybaM//ubiI//hyfR//corA//argG//waaY//mscS//murC//skp//yjfP//yieH//hipA//ykgA//rplR//speG//mhpR//lacY//miaA//hprS//yfeR//rcsA//ycfH//yihP//fabR//ldtC//yhgF//seqA//rffH//metL//treB//wzzB//yqgB//treB//adhP//ybdZ//nrdD//dgkA//gpmA//yidE//zapA//appC//yphB//pepN//infB//dicB//norW//rlmD//grcA//ldtE//nepI//tilS//pdxK//ygaZ//kdsD//chbB//waaC//yccA//hisD//npr//topB//yagI//zur//yjaA//dnaX//ftnA//bioD1//dld//accC//yiiD//dapA//fecA//thiM//purB//guaD//lamB//flgK//tsx//comR//pphB//ssb//panC//dapF//yfjR//yieF//ubiE//narJ//abpA//wbbK//rclA//gatZ//abgT//ybhJ//lptA//yiaN//rfaG//ybhR//miaB//opgH//betT//mhpD//mreB//hofQ//rluE//atpA//rzoR//mtlD//csrD//yieK//trpA//ygcW//yfdS//hdeB//glnB//aer//intF//yaiV//mrr//rep//yjbB//glgB//xseA//ydcT//cedA//sgbU//yfbS//uidA//cydC//ykgF//pheA//acnB//rihA//hcaD//yqcC//rpmJ//kilR//nuoE//fumB//cecR//udk//ugpA//yaiP//pcm//malG//shoB//plsB//pitB//sfsA//mhpR//mntR//basS//ykfM//nhaA//evgS//mutL//asmA//alsK//katG//rplO//atpE//narH//ftsY//pheM//metR//yjhI//ynbC//ccmA//ydjJ//hscB//nuoN//yieH//xisR//ung//msrB//prpC//pyrG//tnaB//lplA//mrp//adeD//yddM//zitB//holC//srlD//ubiF//eutR//patD//nikA//surA//accA//cycA//lpcA//arnE//pfkB//ybdM//xylG//elfC//ybeF//torI//yhbX//yjiM//yceK//lipA//tdcR//yqaA//glnB//dmsA//sbp//cydD//rne//putP//cynX//mepM//ppk//yhaM//leuD//tsr//ydbD//ogt//phoP//nadE//ycaO//lptE//yeeA//lpxD//tcyJ//thiC//map//cysH//mppA//yjaA//leuA//elbB//yfaE//potI//rzpD//yiaB//yciE//xanP//fabA//vsr//gnsB//narG//nanK//mntH//cmtB//pdeF//intF//ybhJ//hypC//ascF//yeeJ//pntB//yhaJ//gcvR//gutM//dgcT//hcaD//galU//ulaB//paaZ//radD//tdcA//rimO//yfjV//ivy//yafO//hflX//mtlA//prfC//comR//ygiS//chbG//yacG//uidC//idnO//yehB//yrdA//arfA//csgG//coaA//hcaD//tabA//fruA//dnaK//yebQ//hokE//ydhJ//tufA//rho//argG//cheY//rfbX//mdtM//putA//yhaV//rluD//folM//lpxT//amtB//ppiC//ybcM//oppD//yciA//symE//solA//hslO//folD//mcrB//ynfK//nac//betT//ftsL//sufA//rarA//ybfE//rplR//fixC//ykfM//pyrB//ybjL//shoB//nagA//ybjG//ibsB//fsr//btuE//pstA//epmA//sgrT//ybeF//chbG//lpxT//tusE//tadA//ilvA//yihR//ydeE//clcA//fdnG//xylF//hofP//glsA//nuoH//panB//potB//hdeA//def//comR//dmlA//dgcF//zapB//dctA//rlpA//cptB//purU//mrcB//spoT//ldtC//aidB//ydiQ//syd//ibsE//rpmE//
GO_0044255_4	rnpA//yiaO//acrE//ycbX//rimL//atpD//puuE//yfgJ//kdpD//fryC//plsC//ycjR//hyaA//arsC//argS//astC//xylR//fic//feaR//melR//yjfP//argE//flgH//uspB//ydeM//mdtQ//yjiR//leuD//nikD//gabD//gshB//ampD//phnM//dauA//frwB//lpxD//yahF//ttdA//kdgR//csgE//ydfD//araB//eamB//nsrR//waaP//yfdG//rsmE//dsbC//radA//ssuB//yhjX//rsmH//cutA//yfcV//ghxQ//yagE//pgl//pheP//recX//recJ//mocA//insI-1//tsgA//argP//nuoG//queF//appY//ivbL//glpB//nsrR//uup//glnS//pepD//yceK//ybeY//rlmG//pcm//mdoG//lysR//yfeR//cynS//queA//ybdN//mdlA//rplQ//flhA//pphA//mgsA//alsK//clpB//lysP//gcvH//ldtA//rne//ybgP//rbsB//alsC//rodZ//sdhC//oppF//ddpA//iscA//dgcQ//mnmA//glnE//mutS//puuR//
GO_0044260_4	purF//secF//yhfS//arcC//gntT//yedL//entS//waaB//gshB//rcnB//ybhA//fliD//tcyP//fabZ//aqpZ//glgX//rspB//yjjW//menH//gyrB//gadE//chaC//argF//yieK//selA//hypC//dacD//ldtD//lptG//fliA//ybaQ//cynX//glcC//fadJ//cbrA//tsgA//yeeL//ascB//amiB//rlmM//manZ//speD//argE//otsB//fdhE//rfe//hlyE//osmF//pyrC//rfaG//lgoD//mdaB//sufS//ykgM//rfaH//dld//paaK//dgkA//flhC//kdsA//sucD//psd//hemE//gltX//artQ//rutB//malS//dacA//rzpD//degP//insK//fruA//cyoE//uvrD//ytfP//yhbY//secE//yhhY//pldB//fklB//argI//lpd//glcE//murG//tatC//yafN//nfi//tsx//copA//asnS//tsf//pinE//tabA//lptC//csgG//hxpA//csgD//phoP//rsmH//emrK//glmS//yjeH//envC//ycjR//uidA//kdpF//cytR//nrfG//gpp//tilS//rraA//waaF//yciH//yidP//tdcD//paaD//grpE//ettA//fumC//glpG//tdcD//degQ//pepB//ybeF//bamB//lacZ//hscC//ppc//hha//prfA//fliG//symE//hofM//yadM//lsrC//rlmC//yfgJ//frmB//rpiA//kbaY//maoP//mngA//rnt//tusC//ydiZ//mepM//mcbA//pspC//exuR//gltB//spoT//ypjD//nrdB//hcaB//narQ//adeP//trkH//cusA//ihfB//cspI//nmpC//dhaR//mipA//yaaA//yphB//ybcC//araE//cyoC//der//bepA//ygcR//rplX//mgsA//serA//copA//acpP//bluR//lpxL//pdeF//mhpR//rnhB//leuO//yadM//mltA//glgS//ycfH//mdh//tusE//moaB//ogt//etp//pinE//tcdA//ydbD//cobB//metC//talB//guaB//adiA//efp//fryB//hofP//eco//lpxL//yibH//mutY//yegD//glgX//nuoF//patA//menE//mnmC//allB//hyaB//yjhP//hxpA//ldtD//ghxP//yfeD//insI-2//insI3//tcyN//hybE//dinG//yedA//dnaG//waaJ//dcd//gnsB//ratA//rpsD//rutG//dpiB//ygiN//mocA//yehC//rnb//waaO//narK//srlB//rapA//malG//ttcA//ygjH//add//flgA//kdpD//chpS//dnaA//rclR//glnK//yehW//frdD//yfiR//btuC//bdcR//rihB//tsaE//udk//torA//ybbN//napC//lpd//pinE//fecD//mraY//yiiE//kefC//idi//htrE//rclC//ygjR//yqiJ//sgcR//ugpA//waaA//nth//bisC//tqsA//ytfT//yceK//abpA//tatC//ydcZ//leuD//tatE//srlD//yadC//yciG//yfcS//pta//cutA//rplJ//hyfA//gatC//ftsP//amyA//gcvH//znuA//rpmE//lapA//hisH//gcvR//gmd//pfkA//pppA//ycgB//creB//secG//entD//lpp//rpnB//ymfA//ydjK//nadD//nrdB//ddpX//dxs//dnaB//zinT//yfaE//glgB//rlmH//cdsA//purA//aspA//ivy//fadB//sthA//mazG//aceK//hflD//fabG//rcsF//fadJ//yaiV//mreC//cbrA//secB//tdcF//mngR//ccmG//yehT//nemA//kup//pyrC//yciH//yagI//ybiY//dppB//leuC//mhpA//hicA//rarA//rhmD//acpH//nagK//yejB//hyi//sxy//ampG//bglF//clpX//rlmA//nanE//dgcT//norW//yiaU//araC//tsaD//ybcC//smrA//dgt//ybaT//cysC//ldtD//xdhB//leuA//kgtP//yiaA//yjiQ//aphA//agaW//allC//rnhA//hisF//puuC//cdgI//pgsA//ydaV//rpsA//purT//paaZ//holB//ftsW//rpsI//lolD//aphA//ssuD//xthA//pgaB//rrrD//hlyE//clpA//mrcB//fucK//mepS//yahO//rnhA//alpA//lysP//ribA//pgaD//dcuD//eutB//fieF//lysA//mrcB//nfi//chpS//hemN//rimO//rdgB//lptD//osmF//rplP//dsbG//pyrB//bcp//rutA//pta//rluC//casE//accA//gatZ//yfbR//ytfP//ygbI//ynjD//nimR//yjhP//glpT//tonB//afuC//mhpD//glpR//ypdF//truD//napB//glcE//bfr//fepE//hflX//hofQ//ybaQ//sucB//mobA//ynfH//bamA//ygiB//fliM//panZ//mntS//ykgO//rnb//ggt//gyrB//atpH//yeaE//cysC//oxyR//yegV//rusA//yihP//gadB//yaiW//priA//mlc//mgsA//rraB//sgcB//bolA//purT//dppB//yegT//livJ//ldrD//moaE//fdnG//dppA//yggT//frlC//lysO//gsiD//nikD//glmS//purD//rlmJ//ydcR//nagB//eptB//dhaM//purC//mscK//moeB//phnC//yafC//xseA//ssb//rsmI//opgB//fecD//kch//dtpC//cvrA//pykA//yfeW//yciH//rssB//dkgA//nlpA//slt//murI//soxR//amiA//leuE//dnaQ//yhjC//entD//ybhA//bamB//ybaE//yeeY//ygbM//sfmC//araC//yjjB//livG//yeiL//secD//ftsZ//ybeQ//parE//sspB//thiQ//bioB//uxaA//tsaC//ybhP//hxpA//rpsJ//gntU//rplK//pyrE//ygiW//cbeA//nfi//oppF//ycgR//lplT//uraA//gudD//gdhA//ycbB//menA//ybaQ//murD//mppA//lldD//arcC//pdxJ//ynaE//nagB//atoC//csgD//ybhJ//envY//bdcR//yeaE//rihA//rpsK//pdeR//insB-2//acrD//zipA//ompN//yihX//cdgI//panE//glsA2//degQ//selD//borD//opgE//bioA//flgB//insI1//ascG//hcaB//lplT//speE//lgoD//dicA//cynT//lpxP//hmp//yrdA//mreB//ubiC//eutR//envY//mtn//ppsR//mepA//nanE//ddlA//sdhA//crfC//hxpB//yibT//seqA//ibsE//sgcA//arfA//hycA//ugd//fdnI//
GO_0044262_4	yraH//kdsB//sstT//mutT//vsr//scpB//cdh//nagE//serA//hybD//yqaA//udk//trpA//mutT//ampD//yehU//nadD//rimL//ydjL//holC//rzoD//insB-4//dcuS//uxuA//ftsB//hdeD//csiD//phoE//flgM//sufA//ettA//yagU//ynbB//insB-2//patD//yehX//ynhF//ymgC//fucK//yhaO//yjcE//rsmI//ftsQ//ubiD//ushA//lptB//elaB//pabB//priC//acrF//lapA//gatB//ytfR//gudX//pckA//mcrB//rhaB//casA//lplT//pheA//pal//lysU//ybhR//fimF//mrdA//yjiX//plsB//ftsA//focA//ahpC//ldtD//yaiP//glpB//yejF//rffH//yihV//garD//gudP//sthA//arnE//pgsA//mdlB//pdxA//mak//cca//emrD//ybcC//gyrB//nuoB//flhC//yidH//bioH//rimL//idi//tap//pcm//glvC//argI//acrA//fumA//pspG//tolQ//cysM//secF//ftsQ//pdxK//uvrD//nsrR//insF-1//ygfA//chbG//pntB//yihV//dbpA//recX//mscS//tatB//efeO//atpE//gdhA//malP//rnb//prfB//alpA//
GO_0044264_5	yjgX//phnK//frlA//glgA//osmY//mrp//patZ//lrp//chbB//fadD//waaQ//lysA//yccS//dgkA//yqgB//sodC//serA//yehA//rpoA//yfhH//trpGD//cobS//pdxK//yihS//hrsA//fryA//oppB//yfcP//rpmJ//hybO//mlaC//dcuB//wzzE//ompA//seqA//adiA//aroC//tcyJ//emrE//glnB//ogrK//clsA//fbp//bipA//purU//insI3//ddlA//barA//fadE//yneJ//rlmN//pphB//proV//araA//pgsA//
GO_0044265_5	recD//adhP//bioD//murQ//tauA//hdeD//aroA//hxpA//sxy//yfhM//ubiX//leuA//rffG//mdaB//rclC//rzpR//ymjB//dgoA//yfcV//sstT//rbsA//atpG//cutC//pspC//rfaQ//kup//uvrA//epmC//appC//hflD//glsA//rfe//yjhI//yrfG//
GO_0044267_5	malE//clpA//rzpD//aroH//xylR//dut//glpK//rpiA//tktA//fepD//malG//ldcA//mqsA//pdeD//lrhA//gpmM//cho//fadL//ubiH//gstB//mngA//lpxL//mutL//agaA//appA//nagC//cysS//casB//ybjN//ynbC//dcuB//cutA//ivbL//moaC//yhjB//gcvP//yaaY//rhlB//malK//leuC//metN//yciF//rpmJ//tmk//degQ//rutC//paaC//trpE//allS//acnB//ybdZ//infC//yqaA//epmA//ibpA//moeB//glcE//pitB//perR//dcuB//ykgA//lsrR//torS//tcyJ//ymjB//sfsA//lasT//hybA//mlaB//yigB//glcC//tag//cysH//waaP//nrdF//dmlR//hcaT//mreB//zinT//dppC//fepD//hdhA//uvrY//rplR//ampD//rsmG//hcaE//hemC//cynX//uxuR//ynjD//lhr//sfmC//wza//yadM//rmuC//hpf//wbbK//fadK//yecS//dppF//talB//yqgB//panB//hisG//ampD//gloB//csgD//dtd//ilvB//sufS//bamC//fdnI//crp//ycbX//yedA//fadM//rutG//hcaB//infB//yjhI//yraI//rpsB//infB//yhdX//djlC//cirA//cysZ//hokB//yqeF//fliM//valS//yfdS//rbsR//cmtA//hsdM//dusC//lit//atoS//fiu//yqiJ//ebgA//ttdB//yceK//rutB//kch//ubiX//rplW//rrrD//skp//rlmL//mprA//bamE//mlaF//pyrC//setC//fimA//murG//hypA//argF//ushA//yohD//waaB//der//ogt//endA//pspG//hybA//nlpI//ynhG//proV//ahpC//mreC//gapC//fmt//ynbC//yfdG//waaS//ybjG//erpA//gltL//frwD//fsr//ynfK//ftsK//yagI//yciT//mdlB//trmD//hscA//spoT//yrdA//hdeD//lysU//insI-1//ogt//fucP//orn//argS//melB//yeeA//ybdO//sbmC//
GO_0044270_5	sufC//ydhQ//yeeA//aroF//glyS//recR//agaR//proA//yrfG//gph//sgcC//ulaC//rhtA//ydjK//idnT//xisR//ybhJ//amiB//parE//rpnD//yagU//rrrD//galT//ecpR//mtgA//elfD//ndh//ybcQ//dgt//hslV//yafO//fieF//rlmJ//yidE//torC//phoB//frdC//rnhB//pphA//nemA//ydjM//nlpI//fucA//tatB//rsfS//pgpB//argK//ttcA//ubiF//rlmI//tusD//rluE//ubiI//rpmB//rpnA//yadC//pmbA//nfsB//rplK//clpP//ygcO//opgC//srlB//bioD//secE//narK//pgaB//yibH//fadA//fhuD//yiiM//setB//wza//nrfE//ynfK//fadI//cpxA//nuoE//metF//panF//rimJ//yfbS//ibpA//galF//bioF//fdrA//hisB//hipA//exuT//lptA//rpsA//tldD//panE//seqA//zntA//ytfR//pepT//pflB//chpS//fepC//etp//bssS//lgoT//pliG//argH//hupB//yqaA//dhaK//yfdK//
GO_0044271_5	adiA//hldE//pgaB//fbaA//yraR//ynhF//tesB//xylH//yggX//rhaA//garP//fliD//dtpD//scpB//dcuD//gltK//fadI//hiuH//ypdA//folP//yahD//selD//fdnI//nrdB//ydgA//frsA//trpA//fumC//ycgV//rfbB//yihW//yjaZ//afuB//pdxK//rbsD//kch//dmsB//yfiF//alr//rhaM//yeaD//fliT//lolA//yajR//nrfE//puuR//allD//nikE//ydhK//tas//yjjX//rof//aspS//umpG//cho//yccX//ybcC//xthA//acpH//lplA//tolA//flhE//higA//atpB//yeiE//yfiF//tyrA//gabT//minD//kdpE//dgoR//glcA//valS//artI//mazG//rpnC//dinJ//nikC//rpoS//yehZ//eptC//kdpA//ydiK//rof//aceA//elfG//sapF//znuA//ybeF//ybcJ//yhjC//der//yafQ//ycgB//narQ//rssB//sixA//lpxL//yfgI//ppiC//slmA//yjbG//diaA//dnaJ//rpsH//modA//setC//npr//rfaG//degS//waaG//thiC//hslR//yqeF//ubiF//flhD//rpsB//ygeW//fliG//yneL//bioF//araG//rstB//yqaB//cheW//adeD//rarA//araH//frlA//mngA//yieK//asnC//flhE//citE//frmA//sixA//fimB//rapZ//xdhB//sseA//chbG//cysM//ascF//nepI//fimD//yjcO//narP//hisS//rhaM//dgcJ//gcd//ygeR//lysC//insB-2//nikR//basS//rffM//ribD//srlR//recG//folP//cueO//livF//fecD//nrdB//agaC//sucD//murI//rfaE//fruA//mlaB//citE//cydB//waaZ//arnA//yjjV//yeaE//yhbO//prpR//dinQ//idi//ydgA//betB//cysI//hyaA//ulaD//pinE//tynA//entA//sfsA//rplJ//clpB//aspS//insI4//dnaC//dnaX//lsrK//pdxK//ugpA//uxaB//cydB//ampD//fhuC//ygiW//rffC//aphA//flgF//paaF//iscR//aspC//fryC//trpE//ykgO//rhoL//yebQ//rpiB//gnd//pgrR//rplP//curA//btuE//gadE//purB//tufB//degS//proQ//rnd//blc//bluF//tpx//lon//yheT//lplA//recN//ybaM//cadA//insI1//yraK//sdhD//dtd//mog//pdxJ//lit//ivbL//alaE//dsdC//wecC//glmU//rutR//rplC//nrdG//lptF//nikA//hofM//yqcC//ulaR//flhC//envZ//idnO//copA//oxc//tufA//sodA//bdcA//xerC//cpxR//barA//napF//yeiL//hslJ//ybfE//clsB//mhpA//fes//mreC//era//fucO//rfaG//clcA//mdtE//yegV//nhaR//msrC//tsaD//yidE//glnA//hlyE//ykgO//hiuH//fecD//yjhB//fliT//caiB//zraR//rbsA//mraY//ybiW//lldD//trpL//hyaA//ftsY//ybeY//feaB//tsf//nanK//tdh//recJ//yfdR//gldA//potB//ybcM//yigL//ynaI//lsrG//holB//hdfR//btuF//yhdJ//dcuC//leuD//pyrE//tktB//mdtP//yfbS//opgC//chbR//fimC//csgF//murC//fimZ//uacT//eptB//yahK//grxD//ygfX//zitB//yiiE//nagK//yjjG//speB//mepA//rfbX//exbD//yqhC//rsmB//rna//nrdB//ghxP//prpR//yqiJ//waaU//ybcL//caiB//degS//rzoD//ilvB//ybdZ//ptsI//gudX//sbcD//zntA//csrD//ccmG//rplA//phnN//phnL//glsB//sgcE//chpB//maa//agp//recC//tcyP//rpoE//abgR//torA//fetB//mdtG//era//hprS//kdpE//elaB//polB//aroB//pitB//tusB//pepA//uvrY//sbp//lasT//metL//yfcQ//napF//yadI//cheB//zraR//flhD//sapA//zntR//pheS//ybcJ//rluE//chaC//rsmH//panD//cspB//frlA//dld//otsA//copA//rhaA//zntR//livM//rffH//lasT//ccmG//tauD//sodB//dtpC//
GO_0044272_5	uacT//cobC//aroD//arnT//lolE//cnu//ispH//aroB//tpx//hemC//menB//rplT//lysA//dgoR//sfmD//smrA//mmuP//pstB//trmA//yneL//ftsY//mazF//rpsP//trkG//evgA//ydbD//rffG//rlmE//accD//ptsG//agaV//ansB//yhdH//yfiR//iaaA//hisC//chpB//sdhA//mdtI//fepC//fur//frmA//dinQ//ilvB//
GO_0044273_5	cysG//prfB//treC//fhuF//rplD//acrA//pth//carB//decR//cysQ//matP//dsbC//hybA//livK//lysO//torI//
GO_0044275_5	rplM//rhaD//xapB//yihT//ibpA//rhoL//fumB//ygfX//ogrK//abpA//dsdA//dedD//ansA//pgaD//putP//ydhC//luxS//ghxP//yjgX//mrcB//mdtB//eutN//cbrC//lplA//sutR//glpD//mngR//tcyP//fruB//cspA//perR//ybhP//glgC//rbsC//napC//iraD//pheS//dsbG//ldcC//rrrD//aceF//
