#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rpmB//ypdA//xylR//gltD//
GO_0043043_6	tufB//citC//nrdE//eutD//adiA//cbrA//ampE//recB//yebZ//cptB//trpA//rcdA//paaC//ghxP//yhjG//tmcA//sbcB//rlmJ//ygcW//gntU//waaF//ymgF//sixA//hisQ//kdgR//yfhH//kefC//gntP//amiD//ybjL//rutC//rnd//dnaN//rusA//cydB//wbbK//yaaJ//livK//ymgC//rsgA//treC//yehW//dcyD//mtlD//nac//ydfD//bolA//paoC//malE//hemH//rihC//mltF//ldcC//fepE//ygaV//yfiE//fsr//dcyD//moaB//raiA//glnS//
GO_0043067_6	ynfL//
GO_0043085_5	bioD//rfbC//yciF//caiT//yedX//hypB//folA//tufA//lysC//yaaY//aspA//rbsD//ygjH//tatB//eptC//nrdG//intS//sgcE//yphF//gmk//patZ//malS//betT//
GO_0043086_5	gapA//yihO//ade//panC//ytfT//cobU//tatC//folM//ynaI//cheZ//glnQ//tatE//hexR//plsC//rpmC//garL//ybiA//ybcL//rplR//xylR//yfeW//cas3//trpC//ykfM//frvR//ytfE//
GO_0043087_6	manY//cysB//potA//ybcJ//
GO_0043090_7	menD//gsiD//yfiR//paaC//rlmC//kgtP//nirB//valS//pdeD//paaC//
GO_0043093_3	ydcT//srlA//rclC//pabB//yfiF//rzpR//fimD//aroP//nuoB//holB//purD//cpdA//rclA//mrcB//fepE//yhdZ//crl//
GO_0043094_4	eptC//uspB//rplE//alr//yagJ//garD//mazF//yjcE//yphB//sucA//coaA//rplC//asnA//poxB//rhaM//rutF//dosP//ribD//waaQ//phnC//fdoH//yfcP//
GO_0043096_6	yaaU//thiQ//lolC//
GO_0043097_6	ydjM//dxr//yehP//frvR//
GO_0043099_7	ydfK//
GO_0043100_6	phr//
GO_0043101_5	lasT//fadJ//exuT//decR//
GO_0043102_5	secB//rssB//vsr//rsfS//
GO_0043103_7	der//
GO_0043111_7	gluQ//
GO_0043137_6	cbrA//pgi//
GO_0043150_8	icd//
GO_0043157_6	nudG//
GO_0043164_6	torS//insB-2//rbfA//gloB//acpH//ypdC//yqiH//leuE//
GO_0043165_6	ybiY//rcsB//cmoA//fklB//ygaZ//carA//nrdD//bcsQ//tyrR//ypjD//
GO_0043170_4	xisE//ytfT//ydcT//mtlR//ybbW//ubiB//mipA//mdoD//yjhC//dicB//yjbF//ybiA//tsaB//yhjG//lacY//ybdN//chpS//kdsC//entH//tus//pflC//rnhB//prfA//ghoS//cmoA//yaiW//leuE//tusC//fadM//norW//gabD//lapB//casB//ynbC//erpA//infC//fadH//pabB//yigB//htpX//ynaI//abgB//glvC//aroH//frlA//lgoT//treC//acrR//casA//agaS//umpG//yhjX//yahD//ridA//yfcA//ydiF//msrQ//mpaA//rhtA//cpxR//rpoD//ada//ynaI//ubiB//umuD//cdsA//dgoK//fepA//mglA//edd//nlpD//yihP//alkB//nrfG//mgsA//agaD//hemD//fadI//cheW//cbpM//rpnA//fliD//cydB//intA//trxA//ybdR//xanP//hsdM//csiR//glnD//bcsA//fadB//fieF//ettA//glyS//rplK//metH//ynjA//hisD//kduD//upp//hycI//cnu//ybdR//nrfD//nuoG//hybG//yjaZ//melR//rarA//hybO//atpE//argC//sapD//kilR//ydiZ//ybjL//fimC//phoP//queA//gltS//fetA//pheA//nimR//ygiB//glnB//potG//bdm//iscU//trpA//rnhB//mgrB//ytfE//fixC//rna//lpoA//yiaJ//glnH//rhlE//puuA//opgE//cho//dnaA//dedD//cyoA//ulaC//yciH//paaF//agaI//rbsR//envZ//yohC//ybeF//cheR//dgcQ//hybF//rffC//yebS//maeA//dkgB//ibsE//ribA//hflD//mliC//dxr//bioD//rpnD//leuS//ais//cobU//narY//galK//proW//ydjH//rhaA//glgX//nikB//ahpC//sufB//aroK//yddM//grxD//ubiB//kdgK//xseB//msrA//lptC//rbsR//cyoC//yibA//znuC//ldrD//srlE//tyrR//ybhI//ydbD//lacZ//nanS//ssb//prpB//ybbY//pgaB//agaB//ariR//agaB//yiaJ//dsdX//yefM//hda//yjeI//yaiV//dedD//ydcS//dauA//ibsB//yfdC//xseB//yidR//dcp//rhaD//ybgI//yihU//argK//yahF//gatB//agaR//speA//thiH//hrpA//narY//htrE//bisC//pdeL//rluA//rpiB//rsmE//paaX//puuP//aaeA//dnaE//ybgQ//yidZ//rfe//yjiM//mutM//caiD//waaQ//yobF//astC//ydjJ//osmF//aceK//gatA//ycjR//ilvL//pnp//aroA//asr//xisR//ahpC//flhD//pdeR//ybjX//potG//lolE//sspA//betI//betB//flgE//rutB//rpsH//dgcZ//putP//yfeD//trkG//treR//gutM//casE//nrdG//norR//pdxJ//rssB//trmB//rapA//acrB//oppA//sgbH//oppA//yjhG//ravA//yieL//arsB//ibpB//ratA//luxS//hybD//queG//aphA//frsA//hslJ//hypB//yieF//ihfA//glsB//torS//lexA//fliS//prmC//hicB//ydbD//lpxB//cyoE//pdeF//sodB//potA//ygaV//yggF//yibH//yraI//sbcD//gadA//nusA//aroC//srkA//yebS//kdpC//skp//cyoD//gspJ//puuE//rnd//erpA//gstB//ybiY//ttdT//pspF//rimL//mscK//gadW//kdpB//dinD//uidC//fucO//yrfG//treB//ybjX//holC//tamB//yahN//nfuA//lasT//acrB//mntP//yagG//aspC//glvC//ptrA//sapD//gntU//yeaG//epd//yggP//alsB//atpE//ulaG//hlyE//ybiV//chbB//ttdT//leuE//ihfA//ubiG//rffH//sfmD//narI//torR//nuoM//yidK//paaA//rfbX//lysC//ycjP//entE//pck//ompF//secM//thyA//yqiG//fabI//yahD//mutY//bioD2//tufB//hcaF//trpE//ispU//yoeB//proB//patA//rzoD//yqeG//yafE//tufB//btuC//nanS//caiF//gmd//pphB//csiR//ydjH//sodA//yjiR//hisM//hokE//rlmE//yjiY//ygjK//astB//ygbL//norW//topAI//ybdH//xdhB//glcE//mdtQ//patZ//pntA//fadM//lipA//clpA//selA//dppB//pmbA//ycfS//cnu//leuB//yhcF//uspG//lysC//ydjJ//fkpB//mdoD//ubiH//oppC//putP//trmI//ygiW//betB//dsbG//rclB//sgcE//uup//ycbV//pdeH//pfkA//mdtL//recO//ldrB//asnS//pdhR//bssR//yjcE//yneE//flgD//dppF//manZ//tnaB//pppA//ydcM//yjhB//leuD//ydeO//ddlA//speC//rimJ//iraP//ynaI//rluC//kdpD//yjhC//galP//dam//xseA//dgcF//yiiM//yejF//fabH//rsmF//setA//focB//ftsZ//hycI//tdcB//rbsD//uxaA//ackA//rssA//lysS//secF//paaB//yjjV//wza//galK//cpxP//mraZ//sbmC//pbpC//uxaC//yajL//speA//torR//agaA//basS//tatA//narW//glcD//mltA//potE//mcbR//ubiE//argI//evgS//fbp//ydiV//glgC//ybdR//fkpA//dcuA//rplY//metQ//dgoT//gmhB//ilvC//cysG//spy//yqjA//nusA//fucO//yidA//yfcP//dcd//ompR//rpnD//kdpE//nikD//cobT//yoeE//fruA//shoB//acrZ//srlD//fimZ//yqiG//der//fadI//mntS//malQ//torR//glpB//fadD//rzpR//ppiA//mltA//speG//yidC//pgm//waaA//nagD//mutT//nagA//fdnH//yijO//cbtA//gabT//wcaB//arcB//gapA//ygaV//ttcA//torD//fucO//mtgA//metL//grxD//secB//ydjE//glnH//rhaR//rsmA//frlR//ugpC//insF-1//menC//ygiN//bglJ//folM//iraD//lplT//hcaR//livJ//ydeT//yafC//alaC//yhgH//flgK//marR//dgcQ//oxyR//trmJ//pepD//pyrF//narY//ffh//pncB//grcA//yiaJ//cpsB//gmhB//dbpA//dinG//sgcE//yajD//ldtC//ycgV//pdxK//mglC//yjhB//cedA//ftsK//ackA//ydiB//kdpF//yjjX//yggN//evgS//znuA//sapB//hypT//lpxL//pdeR//mepH//gadE//tbpA//mtnN//rcsB//tdh//efp//mukB//ampE//tamB//pdeH//ydfK//mraZ//holD//fau//glyA//insE-1//rluA//dhaK//mntS//garK//fliZ//cas2//ybiJ//lacY//ccmH//mppA//menH//endA//truB//metN//galF//yhdZ//cysQ//hdhA//tdcG//atoC//secF//hupB//yedP//fliD//gspI//guaC//ecpR//ybfE//insE-1//ybdG//tmcA//yhfK//ydjM//tolQ//malS//insI-1//hcp//ymdB//ilvD//yihQ//frdB//yfcA//ybhI//amiD//tbpA//tnaA//bssR//hcaD//trpS//ilvL//yjjU//sdhD//fhlA//yigB//ung//lldP//recB//ftnA//mtlA//mltC//fabI//bglJ//parC//napB//hns//solA//uxaC//wecB//mcrB//purF//mdtG//ompA//rpsK//ygaV//ftsX//ymjB//yciG//uhpC//xapB//pbpC//zipA//rpe//yjeH//eutD//recB//ivy//argA//flgA//ycjD//sgcA//pgsA//recG//torC//glpF//alsB//wzzB//cusF//mutH//ygaH//torZ//tdcC//yehT//cusS//gntK//proX//frlB//ypdA//folD//cheW//ybaT//glsB//metR//folD//slyA//dacA//htrE//dcyD//yohC//yciA//allR//nikD//purT//ygeV//pgrR//yejB//sapB//yhhT//ybbY//recQ//wcaC//endA//abpA//cheW//accA//greA//trpD//adeQ//rpsA//hrsA//fucI//ugpB//pspD//yhaJ//secA//ybdR//tcyJ//argK//csiD//dppA//xylF//fabR//eutD//topAI//alpA//yraK//bglF//nmpC//agaV//ulaE//ibpA//trxA//rfaF//umpG//yjiA//rsgA//gltK//rssA//yjbF//malE//abpA//dosP//
GO_0043171_5	emrK//dctA//mdoD//pheA//puuA//ygeR//amyA//yqcG//ymgF//
GO_0043173_5	aer//ubiJ//hisC//dapF//modB//rseB//manY//trmB//
GO_0043174_5	napA//cobB//garR//appA//yjhG//rpsJ//
GO_0043200_5	iraP//rne//mdtN//cdgI//hda//holA//ascF//yqaA//
GO_0043201_6	rnb//
GO_0043207_4	groS//ptsN//nikR//betB//lptB//mlaE//sfsA//rodZ//ftsW//rplJ//gadB//mdoD//glnQ//appY//
GO_0043213_7	ompR//nac//hofC//frlR//mdtM//holA//metB//glgC//
GO_0043242_7	zapD//pmbA//pspA//
GO_0043243_7	smrA//
GO_0043244_6	fepD//hisA//cusF//rluE//glsB//hflX//iscA//ymdB//yfaL//appY//fadL//hybC//pgsA//fruA//rhaB//pgpB//plsX//macB//dut//lgoD//
GO_0043254_5	insA-1//uvrA//trpE//tauC//mtlA//hokE//paaH//metG//agaC//glrR//rsmI//insE-1//cnu//mrdA//yfcQ//nrdH//yifB//ycjW//kdsD//scpC//ariR//gcvT//fbp//cheW//yehX//
GO_0043255_6	basS//flgH//mutH//
GO_0043269_6	frlB//insB-4//rsmB//yaiW//luxS//ygiB//deaD//
GO_0043270_6	yhjA//sgrR//
GO_0043271_6	potC//
GO_0043335_3	tyrR//fdx//yehZ//murC//
GO_0043392_6	fliM//
GO_0043393_5	afuC//
GO_0043412_5	flgF//bcsA//mtlD//yiaJ//pgm//tisB//mreD//add//coaA//alpA//rsgA//yedP//bamD//hisH//ihfB//glpG//yhjR//fpr//amiC//livM//sdhC//yijO//ybjL//yciH//yjbH//exbB//sutR//mdtL//bglJ//yphC//pta//flgA//ydaN//thiE//rimO//caiB//mscS//elaD//rbsD//cusA//dkgA//deaD//mglB//lacI//metK//yjiY//phr//uhpC//potE//alsK//sfsB//tap//arsR//ybiH//eutR//ompR//yphD//lpxT//casD//fecB//narX//yqiJ//yafO//pmbA//raiA//glrK//crfC//glsB//betI//ydeI//nudF//yidE//ydeT//folM//fimA//mtgA//ynaI//deoA//miaA//uvrA//metR//yjbH//napD//dacA//baeS//mpaA//bglJ//nudC//yejF//yeeY//basS//nanA//moaD//yjjB//nikR//yccS//acrB//metE//amiD//emrE//ftsB//pfkA//yiiM//rffM//ubiX//rfaB//trpC//ybcQ//alkB//pheS//sapB//tolC//ligB//upp//elaB//ydbD//agaR//yjbE//yahD//lsrR//tynA//nanA//waaL//mutM//bisC//lolD//ynhF//yjhB//aroE//gdhA//elaA//gpsA//pdeD//sdhE//rho//setC//bglB//tdcB//tdcE//rsgA//hycA//skp//eco//xthA//manY//yehT//yghG//ybhJ//viaA//gpt//yidQ//ogt//argS//fucK//yehT//trpE//ydjM//cysC//glgC//yggW//rpnB//ilvD//hscA//paaE//hscB//ade//ravA//ybbY//phnI//hcaD//ybbW//yhaM//cobT//rpsH//ansA//nuoI//emrB//yjcE//nagE//glsA//cvrA//lpoB//yciT//alsK//znuA//cobC//rpiR//dgcQ//atpA//nagA//dgt//gpmM//murA//hisD//rplI//flgH//malX//nhaR//torZ//rpmG//kdgR//mglC//mqsR//ydeM//mazG//lnt//entE//aroL//ygfI//thiQ//gsiB//trmA//frmB//rpsH//ybcC//miaA//glmS//yehB//murE//yehX//sucD//gudP//narI//leuE//uspF//rplK//yehA//yafN//secB//purN//hyaC//gpsA//
GO_0043413_4	yjjX//
GO_0043414_4	hisQ//rlmJ//hslO//uidR//mdtE//pepB//tyrR//fucI//yghG//kdpD//pgpA//ilvA//rssB//btuB//metI//yhbY//xylR//ribD//thiI//mglC//fdrA//yraN//ydeT//degP//adk//rffG//yidK//lipA//rpmA//yehP//csgF//modB//yidD//menF//cysA//thrL//dgcZ//cbrC//gluQ//rpsJ//ssuB//yiaL//hisP//frdD//trmI//frlB//galS//alaA//yadG//mdlA//eutN//eutD//
GO_0043433_5	mdtF//yehP//gntK//accD//asnA//gpt//
GO_0043436_5	tcyJ//rplI//hlyE//aspC//hemD//galU//cyoB//ygaZ//hrsA//ygdG//mreD//speF//hsdM//ahpC//yfcS//bamE//hisQ//rhsD//ompL//yqgF//ydcT//yfgI//yihW//ypdC//yfcP//ldrA//torR//mutS//araD//nmpC//entS//ftsL//tktA//tqsA//ytfQ//csdE//rfe//npr//sufS//ybaM//ynhG//yghG//yhbQ//pstS//mmuP//guaA//proS//arnB//cptB//acrD//mazF//lptC//rsmC//add//yidL//lsrD//lnt//ytfR//pgaA//thiE//hscC//mtnN//lpxB//suhB//ybfA//ccmC//yehY//hipA//thiE//yhgF//nuoN//pitA//yagE//soxS//mutH//yccX//glgP//codB//yfjR//dhaL//glsA1//nikA//ychF//wrbA//codB//metF//hisA//tpx//torY//ygbM//yeiE//csdA//kduI//wecE//hisM//recN//alsA//higA//yjeI//yaiP//lolA//rutC//srlD//ubiB//ortT//sbp//hcaR//gltK//argR//metK//accB//ytfT//prc//nikC//gcvT//hypF//gadX//yhaO//lgoR//ycjW//feoA//rcnR//hcaB//marA//rpoH//flgK//ftsI//flgD//yfgI//yobF//mtfA//malG//tpiA//yjcS//nrdF//hemA//gntT//msrA//uspB//yihW//hypE//rnlA//coaE//secB//hemD//poxB//hicA//yqiH//efeO//ompG//artJ//bipA//uof//phnO//rluD//ivy//ygjR//acrB//tyrS//cca//dgkA//yeeA//fadD//tatD//hprR//dusC//efeO//yebK//rpoS//frlB//ilvL//sfmA//bamC//yggF//efeO//paaK//insK//mglC//nrfA//emrD//cof//ddpA//cueR//fepC//yciK//rlmH//flgI//livM//ybjD//nusA//relB//intE//ptsG//nadC//tehB//pyrB//qseB//yfcV//cbeA//mscL//glnL//aroG//hemL//nupX//ycjU//hofQ//ynfK//hisS//rpsS//nanR//ycjP//ycbX//kdsB//sthA//rimM//sgrT//menE//atpB//rmuC//yidZ//gyrB//fdhF//seqA//mdtD//puuR//argR//pppA//csgB//yjbE//queC//pmbA//yebS//msrB//envR//flhA//rimJ//wcaC//dmsC//tdcE//ydeO//alkB//yciF//argT//gmk//sucC//yfcU//ygcO//rep//nagK//gapA//pliG//aroK//frsA//cspA//ubiC//mhpT//fdnG//murJ//rpmB//pdxJ//glgS//nfi//cobU//appB//trxC//sapF//dnaA//ddpX//mlaB//blr//ynfE//yihL//pinQ//yidE//ppsR//betA//dsbG//mukB//borD//ycbB//lpoA//fucA//ybjL//argK//yfaV//yeeA//ulaD//yahN//mdtD//purF//ygeW//chaA//nuoM//fre//argA//malP//yihV//gsiB//yeeY//gntT//metK//baeS//mtlD//hycI//ptsN//aroA//panF//ttdT//narJ//ybiS//melB//rplA//ptrA//bamD//gadC//asmA//uxaC//xylA//yehW//galS//rplE//rimP//fadI//ycjP//ruvA//talB//ydcI//ynfF//moaC//bipA//mreC//yebQ//srlR//ftsW//acs//rcnB//phnH//prpB//fcl//malX//aphA//ispF//ugpB//pal//lolE//malI//hcaB//ydhJ//holC//rpnD//bglA//bcr//paaB//fdhE//yiaF//ecpR//hslV//yfaE//sapB//rimJ//tnaC//yihR//yhaO//pykF//flgE//lysO//gpsA//yddA//napF//pdxA//treC//cpsG//btuD//trxA//rfbB//yieL//tsaE//ybiT//tdcD//ydiK//fliK//tdk//mngB//ybaL//sseA//fecB//appY//xseB//aroE//yggD//aldB//asnB//wza//ypdB//nfuA//lyxK//ybiA//mgsA//tsaB//serB//yjaZ//fnr//rseB//bluR//nagZ//pheM//gloC//aceA//znuA//citC//ycbV//hexR//araA//gapC//xerC//hxpB//yahN//ygeX//pdeH//fabH//mmuP//recB//opgB//sapF//yejF//thiQ//rpsS//chiP//dgcF//speA//scpC//adhP//dctR//yidK//rayT//carA//frsA//yghG//yahO//holB//bolA//glnK//cra//rho//azoR//fhlA//cmk//moaB//
GO_0043438_6	gntP//
GO_0043442_6	coaD//
GO_0043455_5	pdxH//rho//eptA//plaP//
GO_0043456_6	ymjB//
GO_0043462_6	tomB//fliK//pykF//ygfA//yiaB//ynfK//
GO_0043467_6	aroF//ugpC//
GO_0043470_6	lsrB//dgoR//pcnB//hyaC//
GO_0043471_6	aroE//ccmC//yjfP//
GO_0043484_7	mepA//
GO_0043487_4	ibsD//hyaD//yeiL//tmcA//yihV//betT//
GO_0043488_5	glmM//atoB//glsB//yfbS//crfC//
GO_0043489_5	rpnD//
GO_0043543_7	slt//hemN//nrdA//phoB//insI1//hcaF//ydcM//recG//yihR//yggW//guaA//trmI//btuC//
GO_0043545_5	ade//mscM//bacA//rplJ//purD//nemA//fabZ//parE//epd//phnM//bglH//
GO_0043547_7	yajQ//purU//yfiF//
GO_0043549_6	hybB//dacD//
GO_0043555_5	ribC//pppA//
GO_0043562_6	yehX//dcuS//
GO_0043570_6	argK//dauA//map//
GO_0043571_7	ompT//uof//pgk//
GO_0043603_5	cysZ//rfaH//rpsO//gcd//yqhC//yhiM//ldrB//qseC//insI-2//yehU//entF//btuB//ydcP//rnlA//pgaB//uspG//hisB//ydbD//yadI//yraN//pheS//ydiQ//ttcA//ptsN//tamB//glpD//insI-2//tolQ//gsiC//flgG//waaF//rplM//cmoB//rssB//pspG//mcrB//mutY//kdsA//glvC//gatY//artP//paaB//uidC//lacI//flgG//nhaB//bamA//hpf//tyrB//eno//tolR//yfaV//moaA//yihS//ulaR//msrA//yqeG//gltP//rnhB//cpsB//ubiB//ssuE//rcsF//tilS//panB//cheR//rzoR//xylE//queF//hslO//zapD//rayT//yodD//patZ//fecA//yphB//argA//argO//fadE//rplW//phnG//mtn//leuO//rplL//yehP//lpoA//accB//murI//ydfK//glcC//ybgP//ftsN//potD//ybhS//minD//fliK//ybgI//dcd//ubiJ//ldtC//rpnB//ydbD//hslU//rpsN//katG//rutD//btuE//entC//paaE//thrL//thiI//hybD//cysD//yghO//elaA//eutR//ampE//purC//gpsA//nagA//mdtM//cpsB//mdoD//rtcR//mutT//ompL//rplP//
GO_0043604_6	ygfA//srmB//rfbC//speB//cas1//ybfE//yidC//glsB//ynaI//ynfL//zipA//emrK//yjbE//sodA//recX//cydA//msrP//tnaB//bdm//cysP//lgoT//prlF//spy//hisC//menH//ibsB//yhdW//ygfI//pyrL//iscX//mcrB//dedD//hycI//leuD//trpR//upp//creB//ldtA//ynhG//intA//glnP//nuoI//agaD//cysB//yehP//mog//yhdZ//nanK//tehA//waaS//eamB//aceF//ppx//ymgC//tehA//hofQ//hrpA//udk//fadL//oppB//pinQ//ycjY//lysU//waaY//purR//mrcA//yidL//bdm//cysK//glyS//nuoN//prfB//yneL//cyoA//argE//ldhA//rhtB//deoD//rhaB//degS//rpsJ//hpt//phnI//yhfK//paaZ//hybE//prlF//flgB//ybdN//dnaJ//cheY//tolC//talB//cysK//btuF//yfcA//aldA//ydiR//yafC//
GO_0043605_6	lysS//rffH//mrdB//rpsA//dgcE//
GO_0043610_4	ydeP//
GO_0043624_6	dppD//yfiC//glmU//puuE//yiaU//tap//dcyD//
GO_0043628_9	ybhD//pgpC//ydiZ//
GO_0043631_7	ftsK//yjhI//
GO_0043647_5	ftsE//kdgR//
GO_0043648_7	dut//torY//lldR//hycI//tldD//yhfK//ydiZ//sugE//cnu//ycjP//rlpA//patZ//trkA//rutD//pdeR//rpnC//hofO//fdnG//treR//rsmD//recA//hofO//hisF//dpiB//ybhA//yoeB//pgm//fabD//araB//intA//betT//emrY//dicB//yahK//dsdX//waaU//aspC//yggT//lamB//ahr//der//rpsQ//mrcA//yhdZ//ndk//nagK//ybbN//rng//recC//ybhP//malZ//waaZ//pitB//yeeL//nuoH//fdoI//rarA//trxA//ulaD//rplR//lldD//narW//fixA//priC//ynjD//ftsQ//entH//glmS//mepM//ccmF//yhjV//yrdA//lexA//waaG//
GO_0043649_7	ldtD//sodA//yiiM//zur//sdhD//bamD//rnr//yraN//hicA//mdtB//waaO//
GO_0043650_7	rutE//epmA//mrcB//frwC//manX//mcrB//treA//sgcE//yceO//aldA//mdtB//rplK//pdxB//yfcV//hemL//fryB//dcuA//folP//rutC//ldtB//tufA//leuB//yqgF//chiP//hicB//yihT//qseB//
GO_0043686_7	moaC//
GO_0043687_7	ribC//satP//pnp//uxaC//hexR//ybhS//dtpC//
GO_0043708_5	lexA//mipA//dsdC//parC//fdhD//cyoD//atpF//fhuF//nac//murA//queG//uxaC//lgoT//yajR//glsA//
GO_0043709_6	trpL//yqcG//gspI//actP//ykgF//ygcR//ybhA//trpL//rhaS//
GO_0043711_5	gntU//uxuB//ygeX//yhjC//betB//rplT//lpxT//dedD//hycA//ubiJ//pgsA//mglB//glgP//rlmI//fkpA//tnaC//add//cpxR//perR//dsdX//nagD//
GO_0043900_4	clsB//hslU//csrD//nuoB//yjhH//gloC//sbcD//infB//thiH//purC//rpmC//yjiA//cydB//
GO_0043901_5	ribF//bssR//iraP//cpsG//
GO_0043902_5	glyA//nrdD//
GO_0043933_4	ydhC//treA//waaY//araB//speF//rbfA//ybhJ//insA-1//fhuC//livM//nuoG//yraH//ygfX//dctA//pdeD//yeeY//cmtB//fliK//pgaC//fepA//ftsX//rplC//emrB//yfdG//mraZ//tcyN//nagK//osmF//pyrG//fadH//ydfK//hofQ//flgE//rnc//ydjK//yeaE//glnH//ybgI//ybjD//ybdR//ykfI//grcA//elfA//ftsB//tsaE//aaeR//maoP//holA//ftsK//yifB//queC//insA-2//ompN//prpR//sdaB//ydiB//feoC//gutM//rnr//hyaB//etp//gpt//htrE//rhaS//glvC//rplR//aaeA//hdhA//insA-1//adiY//nanA//lysA//yahI//sgcX//rpsE//ebgA//yghU//accB//ispU//rhtC//hisD//phoQ//ykgO//metF//arfA//dppD//fiu//torC//uspF//aaeB//insA-2//yhdJ//nrfA//argH//uxaB//iscR//tcdA//yebC//fadB//yfiC//
GO_0043952_7	ftsN//caiF//mngA//atpD//hdhA//
GO_0043953_7	uvrD//ycbU//uvrB//aspC//
GO_0044003_5	flgJ//queE//dsdA//ybcQ//
GO_0044004_6	yahD//srlD//yfbU//uhpT//
GO_0044010_5	cyoE//eamA//yagF//recN//yieK//hypC//ndh//agaS//tsaD//yjbF//fixC//psuG//gmd//mreC//ybdH//ompN//yggP//yaaA//rpsQ//phnH//tonB//dhaR//ydiZ//fruK//uhpC//hisM//glmS//afuC//rpmH//dtpA//
GO_0044011_4	yhhT//idi//mngR//fabG//yciF//waaS//purC//mutS//
GO_0044036_5	rffH//norW//ygeA//hdeB//yceK//argT//arnT//yfhH//pspA//sutR//yihW//csiR//sdiA//yfcF//frmR//gltS//ebgA//frvR//afuB//rpoH//nagA//tsaD//mntS//queC//oppA//lysC//phnG//obgE//mobA//lpxC//ftsL//rpmJ//waaQ//rpmE//rpsE//sdhE//ybiO//pdxB//agaD//zapA//pck//lptD//dmlR//rplR//nadC//rplL//ybcQ//
GO_0044038_6	yqjI//chiP//evgA//epmB//cysK//ccmG//yidH//ydiP//cdaR//yggN//sodB//sanA//barA//pfkB//rplE//flgH//paoC//gapC//rfaB//eutN//yaaU//yjiA//lamB//atpE//lpxL//lysR//deoD//afuB//envZ//brnQ//hcaC//spoT//nsrR//gdhA//epmB//paaA//sthA//intA//fixC//pflB//bcr//rffG//rnr//
GO_0044042_6	hdhA//narH//prpD//argT//narI//yfgI//ybaL//cobT//waaP//ymjB//livK//insB-4//fdoI//malG//yafQ//fadE//yneL//yejE//bolA//fimD//syd//
GO_0044070_7	fucA//marR//ycdY//ibpA//
GO_0044085_3	uidC//fepC//fabR//skp//rtcB//rnt//malX//bglA//adk//putP//dmsA//glgP//gatY//wzyE//ompN//trpS//kgtP//gntP//idnT//
GO_0044087_4	argE//recC//cca//lplT//rnb//yadC//putP//ycgR//mcrA//pyrB//dgcZ//yihL//insK//fdoH//manX//cynX//paaJ//dsdX//hybD//umuD//cmoA//casB//hypD//ykgF//fecB//tehA//yfdR//nanK//gsiC//rimI//deoC//rpsA//higB//icd//
GO_0044089_5	recF//holE//mdoD//nhaB//rplI//ibsB//evgA//lrhA//speD//treR//cobT//pepN//adiC//
GO_0044092_4	dusB//ygcR//fdnI//prs//sfsB//dgt//torZ//glcE//aspS//rfbC//hisM//dcuB//clpB//cysA//ilvD//pdeD//ptsH//nrfF//metC//tcyP//lpxC//ttdT//btuE//rpmJ//gstA//nudB//acs//atoB//yjhH//cynX//allC//ygfZ//yhdX//yabI//yhbX//ybiX//
GO_0044093_4	ivbL//dgoT//rapA//hlyE//hybC//gfcE//ydfH//recB//opgE//yceO//mraY//cyaA//rplB//srlR//fur//nrfG//rnpA//rfbD//sppA//livJ//gapC//rbsB//envY//rnhA//hpf//dtpB//rihC//
GO_0044106_5	cysN//adk//kdpE//cadA//rplA//lipB//nimR//ptsN//cutA//rfbB//ynfK//ubiC//rpmF//rsmJ//yidZ//agaV//umpH//ydiR//ygfX//dgoR//marA//bioH//fabH//yghG//nrdH//yhjX//hypF//
GO_0044179_5	eco//
GO_0044208_7	yggW//
