#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sdaB//cpoB//srlR//xylF//
GO_0043933_4	marA//crl//yohD//rpsQ//thiG//btuF//ybiA//fdnG//metE//gudD//queC//hdeB//napB//clsB//pyrG//puuB//yfeR//elyC//pyrH//ybdH//accB//rcsA//holD//dnaA//crfC//flgC//selA//xisE//uxaB//ygeR//lysS//hypT//asnC//fabB//pdeL//accA//tolR//wecE//yqaE//prkB//lpd//cpdA//smrA//ydeM//murC//thiE//exuT//mrp//pheT//yahF//yedL//yjcE//mdtB//ygiN//kbaY//pgm//lpxP//recX//panB//fumC//proV//hycI//yjbF//mcbA//evgS//iaaA//thrL//yheT//rlpA//glpA//narW//ogrK//insH-5//ugd//yihT//sixA//livK//ybiI//hokE//idnD//yebZ//yidA//gcvA//ansA//casA//citT//trkA//nupG//xylE//nudF//rplR//melR//rpsM//paaZ//ssuD//yddG//rne//pcm//hprS//trmD//
GO_0043952_7	yceD//rof//phnC//ruvA//ycbU//
GO_0043953_7	pphB//trmB//ynhG//ygbI//
GO_0044003_5	insA-1//fetA//aceK//fumA//
GO_0044004_6	sodB//wza//emrK//ihfA//
GO_0044010_5	yidK//lysC//cfa//serA//hemE//recO//ydbK//rfaF//rsmD//fbp//wecA//sthA//ytfR//treB//edd//ydbD//rnhA//rcsC//copA//ydiO//miaA//iaaA//gmk//glxK//ytfQ//bioD//cobB//thiE//appY//recD//
GO_0044011_4	yejB//rffC//ppsR//mhpT//rutR//ynhG//sbcD//rpoE//
GO_0044036_5	cof//rimO//hslO//tsaD//adeQ//uxuB//ccmC//nuoN//cpdB//ydcZ//ygiB//rnr//flhC//hrpA//acrE//gatC//ubiE//frwD//agaS//prkB//soxR//puuE//tas//adiC//lsrC//ltaE//nrfA//patD//rsmC//araH//yedX//lepA//ivbL//hyaD//iscU//envY//trpL//murG//fucI//murA//yrbG//kdsC//eptB//yajQ//csdE//phnN//insI3//
GO_0044038_6	radD//yhdH//prmB//gcvT//sgcA//manA//rpsS//psuG//norV//bcsQ//lpoA//arsB//yeiE//casC//frvB//mrr//cysN//argD//dcuS//pdhR//waaC//yahO//rplI//hcaD//aroD//ybhI//ydiP//brnQ//yqhD//pta//waaL//xylA//yhcD//rnhA//intS//pabC//asd//recX//ais//ydeM//rfaB//hisH//ldcC//
GO_0044042_6	mdtE//waaU//nagZ//thyA//glnK//tatC//rodZ//fdhE//wecC//miaB//tas//yafS//def//betA//yjaA//yfdO//yjjG//phnL//prc//nudF//pspA//
GO_0044070_7	glsA1//rhsD//azoR//bglF//
GO_0044085_3	tus//iscX//rnt//yccA//tufA//mhpD//rutE//yfbV//panD//alpA//gapC//cbpM//rfaQ//dsbG//poxB//lsrR//yadG//clsA//yebQ//
GO_0044087_4	iraM//ldrA//hemB//pgsA//flgK//yeeY//nikB//marA//gspF//arcC//ftsL//rdgB//gluQ//rplO//torD//puuR//rpsG//dgoK//menB//bioD1//ycgV//prfA//mscS//malE//torC//arfB//cusS//zitB//yfcQ//rplL//yfaU//coaE//dtd//ompG//
GO_0044089_5	yfgI//dgcE//rzpD//purF//rffC//ydfD//bdm//gshA//rmuC//chaC//amiA//gpr//dacB//
GO_0044092_4	waaB//tyrB//yhfS//lldR//accD//frmB//mngB//rhaS//rimO//aceK//upp//ulaF//ymgC//ddlA//pdeK//mocA//rssB//yojI//trpGD//tadA//mipA//fixA//wzb//ybjN//patD//birA//rpsR//speA//gntT//ygfI//murJ//ribE//dcuD//exuR//chbC//asmA//
GO_0044093_4	rarA//nikA//mioC//cusB//lapA//mazG//yafS//nadK//dgoK//accB//aspA//ygiW//yjjI//frmA//glyS//tatE//purT//dsdA//argF//ubiF//sbmC//pykF//cysK//ptsG//minD//ybiJ//mlaB//
GO_0044106_5	queA//fadL//ebgR//pepD//shoB//dacD//ydaN//mepS//fryA//pdeK//yfcA//yrbG//waaA//adhE//livH//priB//xapR//aceB//exuT//lacY//lapA//ecpR//nikC//ymfK//metL//diaA//rbsA//
GO_0044179_5	patD//
GO_0044208_7	intF//
GO_0044237_3	tsx//gatD//mepM//nadA//lpxM//gntR//rbsD//zur//folC//waaP//zapB//sixA//sugE//hrsA//queG//ygiW//nlpA//asnC//panZ//murJ//hisD//nimR//ybdZ//lldR//citE//chbC//queF//hofN//hisH//lpxL//bioA//bsmA//fmt//iraP//lldR//rsmG//lptA//uup//glpD//corA//rpmG//torS//rlmH//fepA//tmcA//yecS//panF//aceB//sbcD//ptrA//pagP//artI//mgtA//citC//ymgC//setB//yfaX//asmA//csgA//yjbH//argT//araB//tomB//ibpA//menC//yahF//hokE//tcyN//rplE//crr//ydiV//thiD//potD//glnH//rzoR//sgbE//yidE//sppA//purR//rfe//atpC//cnu//guaB//yhjV//pgi//tag//livK//gyrB//yeeO//ydjK//ndk//sgcA//agp//rluA//yidH//holA//lipA//nrdF//ygiS//trmD//dapD//ybjD//yegS//dtpD//cynT//thyA//csrD//rfaQ//tbpA//sgrR//yjjU//insB-4//thiQ//yedL//yihX//kdsD//entD//ascB//ytfT//fkpB//sxy//paaG//aceF//fimG//prmA//mraZ//ubiA//mdtG//kefC//wzzB//hycH//ykgA//btuE//sdhD//yaiW//recB//nrdR//yjhI//btuR//ribC//lpxP//truA//dsbC//torS//lysP//ybaE//agaD//rpsO//rutF//allB//ftsQ//pepQ//yhaJ//ymdB//plsX//murE//ynaI//ydhC//xylF//elfC//dgcJ//rpsQ//rlmM//dgoK//uidC//betT//kdpD//melA//yqjA//fhlA//csgG//murP//arcB//ftsE//nagA//rplT//ldrB//fkpA//cysU//yeeJ//ftsZ//ligB//gadW//ydeO//rsmC//pstA//cydC//cedA//frmB//cho//yggW//yfgO//cyoB//paaE//livK//acpP//uvrC//yadC//gltK//pheA//iscS//ydaV//pdeL//mdtB//gadB//nfo//rpiR//dhaL//pdeD//hchA//rlmB//spoT//nhaR//nupG//csgD//mgrB//ybjL//rpoH//yhjB//mscM//rplK//hupB//cbeA//malF//queE//rraB//tsf//hyaC//ldtB//pstB//ycaO//yahI//yjtD//slyA//mdtP//ybbY//fis//tktA//sucC//dfp//argS//potE//tynA//ybcL//tdcR//rna//arsC//pheS//fumC//yqaE//ugpC//phnC//fadK//ydhQ//ypdA//tesB//agaI//hemH//ispB//matP//moeA//thrA//yciT//nuoM//deoA//ybcL//rpmB//napA//tdcC//era//yphC//msrQ//mglB//waaU//ybdO//dsbB//nirB//hlyE//envZ//pitA//potG//insI1//rfaD//gatC//tsaE//fpr//ydhJ//accD//ygjR//rihC//ygiS//yihL//nanC//tcyN//csrA//sdhD//fsr//yjiX//valS//mtlA//amiA//kdsD//fhuB//copA//tusA//cadA//rutG//ycbU//ynbC//rcnR//btuB//phnL//ribF//ulaB//glnB//yieL//ulaC//kdpC//cysE//yhiM//eamB//ygeR//yqhC//rffM//ihfA//kefF//cmoA//ykgA//yfaU//paaF//cueO//iclR//hisB//glnB//btuB//hsdM//phoP//cas2//rhmR//holE//uspG//lrhA//plaP//hisP//cheZ//uraA//ybiS//artM//elyC//proA//tdcC//dcd//yhdW//truA//rapA//narH//fliM//dnaG//rbsC//lptF//caiT//sufA//casE//uspG//bioC//uxuA//mnmA//selU//tnaB//ybaO//proW//ybdN//dacD//mgtA//trmJ//cusF//atpG//lsrK//phnK//fixB//glpF//fdoI//coaE//dsdA//yjcE//hokE//lpxT//treR//ffh//ybiS//fabI//ftsL//ldtC//ynbB//rpnB//ydcR//entA//osmF//lsrR//bglA//bamB//rseP//folM//frmA//asd//yraJ//dgt//yihR//dnaN//wzzE//cnu//shoB//fabB//queF//dgcZ//leuD//yeaD//chbC//hsdM//wzyE//sufS//dfp//fimA//menE//msrP//ascF//sapD//yjjV//mmuM//nusG//fdhF//der//eutB//recR//purU//ygeW//ynfE//tktA//cas3//yraI//fdnI//ompG//lysS//nrdA//yigB//paaA//degP//talB//srmB//rfaE//ydeT//hcaF//frwB//rimJ//valS//hcp//recD//garD//gspF//hflK//ybcC//epmB//rutG//dpiB//yacG//ygjK//wecC//fecB//narP//priA//rbsA//rspB//cysM//ftsE//lpoB//msrA//sucA//ygiN//trmH//yihT//cutA//motA//sfsB//yehA//pabC//glcB//msrP//dppD//ybhF//ytfR//dtpD//nlpI//yehA//phnH//mazF//leuD//hcp//iaaA//lapB//mhpC//mutH//ppiC//pyrG//fre//ushA//rplA//gcvH//cdh//rihA//yneL//yjhB//deoR//murF//aaeR//lipB//rffM//pgl//cynT//ybaE//dsdC//ykgM//prmC//torI//ynaE//malS//secD//groL//yihO//yfiC//ymfK//dsbG//rcsA//aroD//murB//ydcI//srlB//ansA//radD//rfaC//nagD//fimA//folP//lysR//dinI//eno//ydcS//yhgH//idnT//ykfM//ydiF//fliL//ybhP//srmB//cyoA//nudF//rsgA//aroB//bsmA//fruA//ynaI//yagJ//era//frr//abpA//yfcV//cyoB//yhbY//mdtI//rplD//rhtA//rtcB//ibpB//glsA1//cpsG//fadM//yhaM//potB//dbpA//tag//pheP//paaX//frmA//aceF//argG//arfA//ypdC//rnlA//dfp//yahO//ybfE//ada//alaS//scpB//aroK//bssS//yegT//marR//xseA//yejB//lptC//frvR//gabP//fdnH//dtpC//phr//ymgF//cysU//ilvA//sfmF//ygaV//cysG//dusC//mcrB//yihX//ybbW//yggW//aer//aceB//rffH//ivy//csrA//yehA//metH//yaiW//endA//lysA//ydbK//ruvB//uvrC//pgpC//ompA//dtd//gcl//fumB//paaJ//hcp//mukB//yhdX//hemE//uvrD//kup//ileS//tufB//dgcN//rcsD//ynbD//yfhH//ispA//ycdY//ycaO//mtlA//bioD2//nrdD//agaD//cysN//fliG//clpB//frdD//bioB//hemF//wecC//fadK//paaJ//ispH//agaA//waaQ//tatC//waaJ//pgi//adeD//cbrA//caiT//preT//lpd//ycjR//clsC//ypdF//dbpA//phnG//rplA//rluB//yeeO//ybhA//ybdM//yabI//ypdF//zntA//mntP//cusF//yibH//tolQ//yddM//exuT//ravA//yheT//chaC//emrD//fdnH//nlpA//puuB//djlC//mltG//kdgT//cbl//fumB//umpH//yedP//hisI//gloB//nudF//xisR//ymdB//iscA//putP//atoB//gadX//rzpD//wcaC//artQ//yghO//rplR//ydbD//fbp//ycjU//pppA//artM//chbC//rfaE//hisM//oppB//ftsW//hlyE//nlpI//yfbU//rplE//sstT//azoR//ldrA//frmR//btuC//malE//yagE//nhaA//tynA//bcsQ//kduI//tus//ispA//alsA//hemB//ribC//ydcR//acnB//psuT//srmB//lit//ybdO//metI//mreC//uxaC//tmk//hybC//setC//dtpA//gpsA//bdcA//rclC//insA-1//sgcB//aceA//argS//dinB//pyrB//adeP//yfaX//ybiW//agaA//wcaJ//uspF//glgC//fepD//rpsG//glxK//intS//uraA//ftnA//katG//abgA//fepC//idnT//ftp//pyrL//prkB//trpS//phnG//ydcI//dsbD//arsC//ydeM//fecC//gudP//tdcA//amyA//rpiA//gyrB//yjjU//secE//dnaN//nlpD//kdpA//hflK//fiu//pyrB//abgR//yibA//clpP//hofP//recJ//ompA//dsdX//qorA//caiE//glgB//ascB//mlaB//yedP//dctR//rssA//mngR//parC//opgE//hemD//yhiM//rfaG//clsC//casA//hycH//nfo//brnQ//lpp//secD//argD//rbsB//spy//coaD//cynT//sutR//rluB//carA//yadK//queC//hfq//ydjJ//osmE//shoB//artP//chbF//secE//adeQ//lysC//yoaA//dcyD//polA//yijO//mcrB//rpmE//msbA//cobU//rnpA//rpsG//cdd//cptB//yfaV//rssB//dnaB//fucA//leuB//ydjK//sufC//ybiA//ybhA//ung//ydiK//dcuB//yhjB//alsE//trpE//abgA//fliS//iraP//birA//tsx//modB//der//leuO//recF//tdcA//gyrB//mepS//elfD//gdhA//fabZ//mdh//betT//ybaT//evgA//betI//fliG//ygaZ//pheM//rimL//nemA//yqaB//rmuC//sbcB//sucD//chbG//narX//tktA//fruB//pgaD//malK//yefM//secD//xapR//mdtJ//ghoS//tcyJ//yfbR//paaF//alaS//asr//livK//nfo//cbrC//yehC//fabR//ygiW//atpF//agaI//dusB//flgB//treR//rlmB//nrfF//rplK//hiuH//uidA//thyA//envC//hdeB//ispU//truA//nfsB//rodZ//dgcJ//yhdH//alaA//rsmC//glpK//pcnB//frdD//skp//lasT//hisF//mioC//tilS//ribB//serC//ftp//cspC//clcA//gyrA//ihfB//djlC//gadW//hybA//dppB//yehT//nth//dcuS//pepD//prlF//pnp//yaiP//rbsD//galU//rhaD//atpF//ybdG//tag//yiaU//ybhG//crcB//intA//ttdA//yqeA//rplP//rimL//accD//mrcB//ybbN//yqiG//insI4//gldA//pgk//elaD//yneE//livK//thrC//dmlA//fumB//uspC//kefC//rutD//yieL//yhhY//ybfA//lysR//xylB//hdeA//fepD//dmsB//cysE//fdoG//adk//recE//zapB//ubiE//ynfK//kbaY//yiaL//cydD//bamD//aldA//dacC//yfcQ//frlA//lgt//ybdH//lldD//narP//narL//holD//ygbI//bioA//metC//btuD//ydcO//gudP//djlC//dapD//iscR//thrB//wcaC//yfdS//rpsD//corA//ccmG//lgoT//puuA//murE//artI//gcvA//dcp//clpP//atpD//melB//tdcA//narP//folM//surE//ecpR//slmA//eno//higB//frdD//trpS//spy//deoA//dinJ//dgcZ//waaQ//bamC//azoR//mgrB//prmA//putP//glvC//mipA//alaC//dapF//lptA//nrdH//dgcT//cydC//yddL//ydhC//lpxT//ybbW//nagZ//potC//rplL//parC//rpiB//yfbV//hycA//yccS//lepB//rsmE//cbrC//hcaF//rnb//cpsG//rlmM//idnT//crcB//yhcN//cydC//nudF//folC//truC//yeaD//alsE//abgR//narU//argE//ybgI//glyS//mltD//maa//ccmA//orn//acrZ//allC//rpsE//nrdB//ydcI//rssB//ycdY//tsx//kdpF//uxuR//cyaY//pspG//pth//clpX//torC//osmY//pitA//sgcR//tap//ygiN//tig//cirA//rsmC//rnhA//allD//nagC//prpD//yqiI//cbrC//ydeE//gatA//aldA//yahO//lysA//araH//hybE//dicC//lptD//galS//frc//cpxP//hipA//sfmF//cbtA//dgcE//ompG//hyfC//mrdB//gcd//hyfF//hypC//hemB//astB//pflC//ubiG//ycaO//rlmC//nlpA//exoX//ynjD//vsr//yeeJ//ptsP//glgB//fadA//soxS//edd//ompW//atoS//actP//ydaC//entB//yfcR//glcD//yciH//fre//metC//casC//rhlE//wecB//uspF//rpsN//ilvC//ybfE//yagG//holD//clsC//udk//mdtK//dhaR//kch//apt//ybhA//emrK//nuoM//lpxM//mdtC//gloB//rfbX//ybiA//agaD//rhsD//uhpA//yidQ//cheB//yadV//glmM//osmY//fabG//dxs//frdA//frr//hchA//murP//yidZ//frr//rssA//cca//gsiC//nikE//rbsB//dtd//rnhB//bacA//xylA//fumC//amiD//ygiN//rcnR//lptF//mioC//uup//clpB//gadA//hemN//casB//dppA//yjiX//ebgR//kefG//focB//ettA//bioB//lpcA//dtpD//rng//ldtA//gloA//gpmA//glpB//tolR//caiT//cysP//dinB//lgoT//wcaJ//fkpA//fucA//minD//nanK//moaE//bipA//feoC//priB//gsiC//gcvH//ybhI//mutL//ydeI//wecE//gudX//yciE//yahD//casC//agaB//gltL//ptsP//phoR//yohD//codB//ymgA//setC//prfA//mreC//ubiJ//fnr//mprA//yieL//cysI//nanC//yacG//yceO//ydjK//sxy//manA//rihA//rlmJ//mraY//gudX//atpG//kdpF//yedL//uhpT//yggN//dhaR//bisC//hdfR//tehB//ompN//yfdC//clsA//ydaN//srlD//sseA//rtcR//fliM//sfmA//ybeY//phnJ//yjcO//ybaK//bamB//tsr//potH//ygcO//proA//panD//rplY//yhhY//decR//serS//msbA//pdeD//kdpE//recR//ampG//arfA//frvA//citE//garK//mobA//rpsT//dam//fecA//lptG//ypjD//rfaD//pgpA//dgcN//fabZ//acpP//deoR//frdC//etk//ascG//mfd//cydD//ygeW//rpoE//rplT//alsA//hupB//rutG//hemG//mrcA//rpsH//fadJ//soxR//mutH//melR//rhaS//yfdS//fepC//hypF//kbp//uof//yhgF//pinQ//iaaA//lpcA//yahI//flgG//purL//rpnB//mppA//cmoA//yrdA//nirB//araB//ybcJ//ybbY//yciV//ygcR//gppA//mipA//pdeD//frsA//nuoN//melB//tpx//gcvA//osmE//mepH//gstB//yfcU//tufB//yggF//rpnC//gapC//agaD//yihV//sbmA//adiC//pphA//tktA//cynS//ruvA//tsr//bioP//hscB//dgcQ//yiiD//astB//ydeE//blr//trpS//yejA//cdh//mcbR//cysP//mntP//cbl//purL//tusE//dicB//folE//yhhY//eutA//potA//csgG//ybdM//yqaA//fabG//aceB//sdhD//talB//appB//cyaA//ygfA//elaB//panE//cheZ//ddpA//lptB//ydhK//rbsC//xanQ//envC//zapC//mdoD//ydeT//rpsH//spoT//ydiO//yfdG//galK//prc//dxr//yfcS//flhA//rpoE//dctR//secF//acpP//cpxR//yijE//pppA//lpd//yqiH//cueO//galM//ybaE//sbcD//helD//yqgF//kch//truC//decR//lpxD//yeeO//hcaC//rlmI//yadG//prs//yahI//zitB//ybhF//ypdI//secE//focA//opgE//rspB//clpX//argC//mqsR//ftsA//tcyJ//cmoA//focB//malX//rpmB//cysN//ybjL//iscX//mdtO//mtgA//cusR//ybdO//lysP//mtgA//lpxD//pinQ//sdhB//lexA//yccA//nikA//clsA//hisP//sgcA//yehT//casB//atpA//pgaB//yfcA//srlD//cysA//entH//ygjK//etk//caiT//purD//mtfA//mrcA//fadI//pgsA//yfaX//metL//tig//ptsP//fdrA//moaE//rbfA//mscL//dsdX//ydiP//nupC//mlaC//prpC//bamC//caiT//lpoB//ygeX//csiD//ybdO//rpoA//fruB//gsiB//phnM//zapC//lysU//dnaB//mcrB//mdaB//ghoT//recD//zupT//livK//pdeH//kgtP//hybD//
