#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yqgB//csiR//trmL//sohB//
GO_0034660_7	cpxR//rhaT//pstS//ybhR//yebZ//ibaG//yhaV//rnlA//puuE//yihO//rhaB//bcr//uvrY//ftsW//nuoL//htpG//prs//yfdR//ybhJ//uhpC//fadA//treC//srlD//uup//greA//rpnB//rayT//mepA//hyfR//ydiP//rimP//trpE//fabB//lysU//qorA//leuO//cysU//chaA//rpsA//ydhJ//rpnC//ddlA//yihR//rplP//envY//flgH//adhE//ravA//dinG//frmB//ssuA//ybaM//uxuB//nrdD//nimR//pfkB//frc//ccmC//hsrA//ttdR//wcaJ//nuoI//ldtC//fimG//prmC//clsC//kdsA//satP//relB//sodC//ychH//lpoA//nrdE//hemC//btuF//yadN//kdpA//galK//msbA//guaB//dppB//yhfS//yjeH//pck//sdaC//nusA//yidK//yidC//sbcC//hemA//fucO//eno//yraH//pykA//ibsD//coaD//mltB//ftsH//dapD//ypdC//arnD//chbC//bcsQ//aroF//purN//rraB//moaB//ybgI//yeiL//dgcQ//hprR//pgl//puuA//gutQ//frwC//nikB//sbcC//hemF//melA//lspA//yfhM//mlaB//
GO_0034661_7	ftp//murP//ygcW//yrdA//
GO_0034755_9	mnmA//pheP//comR//recD//
GO_0034762_6	rapA//yraJ//ybcJ//rapA//atpA//gpp//btuR//yfdS//
GO_0034763_6	gadX//skp//
GO_0034764_6	nrfB//hybF//
GO_0034765_7	mlc//pgsA//ddlA//galM//ybfA//rpsG//garL//
GO_0034766_7	recJ//
GO_0034767_7	udk//ccmD//
GO_0034775_7	melB//purA//recB//thiH//flhC//
GO_0034983_9	dgkA//fryB//
GO_0035235_6	rpsI//ttcA//gmhB//radA//
GO_0035303_8	rimL//mliC//moeA//yebQ//rluE//
GO_0035304_8	glsA1//
GO_0035306_9	fhuC//
GO_0035307_9	tsr//
GO_0035335_8	lpoB//mdoG//uup//
GO_0035344_8	folM//pncB//
GO_0035350_6	mepM//
GO_0035383_4	blr//ygiS//orn//livH//yfaU//btuF//rbn//queG//
GO_0035384_5	rihA//acrR//
GO_0035429_8	aspA//ulaA//uxuB//minC//waaO//qseB//
GO_0035433_7	yfdK//hcaT//
GO_0035434_9	yheT//nikB//fadB//manZ//yghB//
GO_0035435_9	rhsD//nagC//gadX//gmhB//ldcA//exuT//udk//rplW//dcuB//
GO_0035442_7	ygbI//nanR//mraY//higA//bdm//dpiB//ydeE//menE//hyfA//tktB//dicB//
GO_0035443_7	stpA//btuC//pabA//gor//mdtG//yjjG//mdlA//tgt//
GO_0035444_9	hofN//azoR//yfaL//gudX//mhpB//hybD//zapD//
GO_0035461_6	mgrB//mioC//yhaJ//rbsK//pheP//dkgB//pepN//phoE//erpA//clcB//
GO_0035510_7	ruvC//secD//ygiV//hscA//ydhC//
GO_0035511_5	ybaO//
GO_0035513_5	ydeM//
GO_0035524_8	ybhI//
GO_0035552_6	erpA//
GO_0035553_6	manZ//
GO_0035556_4	pepB//dusC//ygeX//paaA//potF//flgA//yoaB//leuO//nth//nagE//chaA//metB//paaB//ybgI//bglF//sapA//ndk//dinB//fepE//mrcA//lgoD//pepD//yggP//livJ//atpC//fumB//ulaR//ghxQ//ampE//waaL//yjfP//hdhA//gyrB//rbbA//hisS//yeiL//lysU//dcuC//yghB//rimO//yeeO//zapC//sucA//fliD//ynjA//yjcO//
GO_0035600_8	galS//
GO_0035601_7	speB//exbD//panD//
GO_0035672_6	insK//metF//rseB//speC//mlaB//dam//napA//prpR//flhC//glcD//bamD//xylR//osmE//mdtI//ykgO//araG//yacG//seqA//soxS//rsmC//
GO_0035690_5	eutD//gmk//frlB//tsaD//pdxY//phoP//rmuC//bepA//ycfS//hflD//ygdG//
GO_0035725_9	pdeK//dgcN//recD//galR//ydcP//fepA//gntT//
GO_0035784_9	yciH//
GO_0035821_4	rrrQ//ygjR//ybfA//yehZ//sfsA//
GO_0035864_6	hybC//
GO_0035873_8	yebQ//ccmE//
GO_0035890_5	fumC//holB//gspJ//idnT//
GO_0035891_6	essD//yebC//gntR//ung//
GO_0035966_4	marA//yfeX//ravA//dnaA//appY//chbC//gabT//
GO_0035967_5	leuD//hyi//pyrC//aqpZ//pntA//
GO_0035999_5	tamB//hslV//yfeO//cca//
GO_0036001_7	purA//
GO_0036046_8	relE//
GO_0036047_9	murJ//
GO_0036048_8	eutN//
GO_0036049_9	yceD//
GO_0036088_6	trxC//
GO_0036103_6	fetA//map//
GO_0036104_6	yiiM//kdpC//
GO_0036172_6	chbB//
GO_0036211_5	maa//pbpC//pgi//potF//grcA//minC//csgE//upp//atoB//cobC//treB//aroA//yaiP//tpiA//garD//yfcU//ulaR//adiA//fliM//xylG//bioA//pspF//rplJ//rraB//purT//lpxP//mscL//trpB//hypE//maa//nrfF//aaeA//yadM//prfC//ribC//mtgA//hicB//lepB//arnD//yjjW//rfbC//pgrR//tsgA//xerC//kdpD//hldE//yjbB//cbrA//nuoF//ycjU//ymdB//yjjQ//dgoT//actP//ubiF//glnB//macB//lsrD//kefG//alkA//oppC//aroH//phnP//agp//ybgP//galP//yggX//yabI//mzrA//pdeL//ygiV//yccS//hdfR//xdhB//mngA//phoE//sfmC//uhpT//glnA//alkB//nanE//rutC//uspC//puuC//epmB//ndh//zapB//bcp//btuB//malF//flhA//modC//ydjK//lipA//lysR//hypE//glgC//sodB//dhaL//frc//murP//yieF//prlF//adeP//norV//rplY//glcB//add//xseA//fis//yiaB//ynbB//avtA//treC//ybjD//rppH//thrS//tusA//gstA//cysH//phoP//mliC//sodA//rarA//bioH//zinT//frlA//mepM//rlmA//zapD//znuB//yjtD//trpS//oppA//emrD//pflB//moaD//mtnN//topA//proQ//glrK//osmF//
GO_0036214_3	fliK//
GO_0036265_6	fliG//rtcR//arnT//mnmG//
GO_0036289_9	argS//syd//
GO_0036293_5	rtcB//glcA//sgrR//
GO_0036294_6	ccmC//selB//fimD//
GO_0036388_7	cbeA//
GO_0036447_5	gsiB//metK//serB//
GO_0036448_6	rph//ybiA//potD//
GO_0036460_5	katG//sxy//kdpA//narY//galS//dgcF//
GO_0036506_5	fadA//
GO_0036525_7	waaS//
GO_0038083_9	speE//rpoD//coaA//moaA//hybD//
GO_0039633_6	potD//ftsX//ydeI//dsdC//
GO_0040008_4	argB//cydA//pliG//fhuC//rlmG//fucO//murB//ygbM//folX//argP//
GO_0040012_4	fecC//sgcX//sgbU//gldA//rffH//waaY//yicJ//lnt//rbfA//nanA//barA//exuR//topA//lsrG//
GO_0040013_5	deoC//rimM//yneL//hchA//fimA//yghW//yciA//
GO_0040033_9	talB//
GO_0042026_4	manZ//dnaE//ygeA//citC//cnu//argO//alsE//msrA//dppC//
GO_0042040_7	matP//
GO_0042044_5	yihQ//
GO_0042126_5	lolD//ybjL//amiD//yigL//
GO_0042128_5	endA//modC//
GO_0042133_4	aroL//waaG//potC//puuR//mdtJ//nadE//dgcM//tqsA//rpoS//xylF//pldB//mntH//bamC//ftsI//otsA//dtpC//
GO_0042135_5	trpL//rfaB//viaA//atoB//yfgI//thiH//glmS//hypD//cas3//atoC//fadL//entC//yhdH//
GO_0042136_5	thiC//panZ//
GO_0042150_7	flhA//clsB//dgkA//
GO_0042157_5	oppA//yneJ//wbbK//sspB//
GO_0042158_6	rbsB//rsmH//cpoB//
GO_0042168_4	aroC//mscM//adhP//ampG//csrD//rpmB//nagA//emrK//ppx//
GO_0042176_6	atpC//lpxM//htpX//rrrD//
GO_0042177_7	degS//nrdE//mdtG//
GO_0042178_5	argS//cynX//cusS//arcC//gabD//leuA//msbA//djlC//cycA//ybdO//frsA//atpF//tpiA//fixB//hemE//rbsA//ascB//cspC//cobT//
GO_0042180_4	yodD//malF//hrsA//tusD//gph//appY//waaZ//metI//purN//ynjA//wzyE//pphA//xylE//fau//yidH//tsaC//yibT//napF//nepI//paaA//yphB//rimJ//maeA//lacY//sspA//yceO//envC//glpD//yieE//ycfS//tktA//codA//insI4//oxc//kbaY//yhbS//dhaL//rfbC//pbpC//bglB//scpC//fecC//rlmN//bisC//bdm//miaB//prs//ribD//pheS//lpp//secB//pth//yajR//yihI//yeaG//queG//fbaA//rhoL//yciG//
GO_0042181_5	agp//yfcG//rph//ppiA//ribE//tcyL//ygjK//holE//pitB//dnaK//fimH//truB//ibsA//kch//frdA//ampH//ynfE//yijO//nikB//lspA//yjbH//flgD//lyxK//paaG//
GO_0042182_5	yceD//recJ//csgF//aes//tyrR//mdtF//ymgC//astB//rfaH//yaaJ//nuoB//sdhB//infB//pgpA//mdtI//glpR//rimK//mprA//holD//eamB//dppB//cspA//evgA//ade//cdd//dgcF//cyoB//smpB//galP//
GO_0042219_6	cobU//ycjQ//yjhH//fepB//bepA//
GO_0042221_3	yhjV//xylH//pyrD//agaB//rbn//yhiM//waaA//gloA//phnJ//pliG//tusE//panZ//rlmH//rimL//narQ//metE//speD//rluB//cbl//yajL//nikC//tcdA//pabA//fepD//hupB//sdhA//lhr//eamA//polB//yphF//argF//atpA//qseC//yadG//xylA//kdsB//greB//entA//yigL//fepD//rhlE//cytR//cheA//cusC//dtpC//trmD//ydcZ//mdlB//cdd//rsmF//oppF//thiG//ftnA//sad//panE//yneE//arnB//mdoD//nhaR//dtpB//gadC//ftsQ//kgtP//yibA//fumC//yejE//uxaC//cheZ//ldtB//htpX//hypD//cysP//dkgB//waaS//nupC//rcdA//cca//ybhS//nlpE//gadB//malF//fbp//clsC//macB//pbpG//trpS//clpS//yeaG//glpX//qseC//menC//ykgM//rffM//paaE//nhaB//ybbW//yeeY//xylA//phnK//focA//panE//pinR//yhbO//yceO//xapB//hisG//cueR//trmI//purD//lacI//ydcZ//mgrB//grxD//oxyR//psuT//yhcD//sodB//hprR//yjhG//mscK//yedF//prs//tufB//hyaC//fecC//fsr//gntT//hybA//ybdR//ihfA//flgC//prmB//yfdK//tehB//cpdA//mdtL//xylH//entE//efeO//flgB//ydjM//znuA//acrF//recA//yhcF//potF//speC//hisC//tabA//dnaK//qseC//phoU//tolR//fis//rbsB//mdtI//dicA//yfdG//iscS//bfr//ligB//narP//murQ//btuB//ariR//opgG//comR//gltP//tldD//nrfF//yagG//lysC//ycfJ//yneE//patZ//yagI//yqeG//aceA//borD//lpxL//yggF//rlmE//garR//mnmC//yfiC//hisQ//dinB//glnE//speF//pck//modA//glnP//glpF//ligA//ilvI//clcA//rpsG//ygbM//spy//ascF//orn//yhjX//yihQ//yaiV//xylR//trpC//yiaF//decR//mtfA//rbfA//yqeA//insI4//nrfG//ubiC//ihfB//sgrT//yciA//yaiW//ilvM//ycbU//cof//rpoH//hyfA//appA//glvB//aroH//paaA//manA//zipA//soxR//lpoB//xylF//rpsS//atpH//rrrQ//
GO_0042245_7	alkA//rfaC//gyrA//
GO_0042254_5	baeR//lhr//ybdM//yjtD//zipA//yfdK//sutR//
GO_0042255_6	tomB//iap//
GO_0042274_5	nupG//ycjU//ubiG//galE//
GO_0042278_6	prs//hemE//speG//intE//pck//gcl//hslO//rimK//recF//ybgP//metQ//cysB//kduD//yobF//glmS//ybjD//yehZ//yiaA//
GO_0042304_7	dmsC//glgA//alkB//
GO_0042325_8	yhcH//rfaQ//
GO_0042327_9	yoeE//
GO_0042330_3	mocA//ygbL//nepI//fbp//yfdS//dnaC//truA//ybbN//yfbR//lapB//tdcF//yibH//tdcF//ybhA//uof//yidQ//
GO_0042350_6	hha//
GO_0042351_7	paaK//
GO_0042354_7	rluB//cueO//aspS//hslU//crr//pstS//
GO_0042355_8	rlmI//znuA//xylA//dacC//zraS//blc//
GO_0042357_5	lplA//garP//
GO_0042362_6	folD//
GO_0042364_6	flhC//paaB//pgl//glnA//yfaU//menA//seqA//ycdX//araG//xerC//artI//mltD//yhaO//mdoD//yggP//insI-2//ilvC//yhhT//sfmC//thiG//atoC//ompC//dnaQ//sanA//narZ//arcC//insI-2//lacZ//bdcA//yedA//radA//sucA//purU//yhhT//zntA//ynfF//prpD//paaX//nfo//atoS//rhaM//ybdR//ribE//yciK//pagP//mtgA//thiC//uraA//dacC//tusE//tolQ//betI//sdaB//csrD//yfcF//sfmC//
GO_0042365_6	gabP//narH//fruA//ydeE//
GO_0042371_7	qorA//
GO_0042373_6	hemA//
GO_0042398_6	mglB//fabR//rcnA//rplQ//yafE//sulA//ychH//ompC//yhjB//mtn//serS//pdxK//epmB//hns//arnD//pcm//sgcB//clpS//phnG//prmB//
GO_0042401_7	waaL//fliA//yadK//fabZ//cspC//frvA//yhjD//qorA//rpsK//yqeG//iscS//upp//glvB//glpG//
GO_0042402_7	napF//kdpD//osmY//tdh//nrfA//cobS//yfeX//agaW//sgrT//rstB//bdcA//yegV//wcaB//
GO_0042413_6	aslB//cedA//yjcO//cobC//
GO_0042430_5	yfdO//kdgT//yebG//ycfJ//betI//manX//ibsC//flgI//gudX//feoB//
GO_0042435_6	djlC//fimH//panC//manX//ykgA//topB//ghxQ//xisR//yciT//
GO_0042436_6	rhaB//
GO_0042439_5	bisC//
GO_0042440_3	caiE//map//rhaD//ompN//nrdE//rffG//sgrT//cra//lpxH//modC//appA//ompF//cysB//ygiV//
GO_0042443_5	fdnI//yegD//
GO_0042445_3	rsmG//yneE//acrA//yegT//yedF//panB//mhpT//slmA//yehT//sufB//dsbA//fimE//arnE//yiaJ//
GO_0042446_4	rihA//
GO_0042447_4	glnH//nrdI//yqaB//cbl//hycI//yqiH//adk//mglC//ugpE//miaA//ypjD//pgi//frmB//
GO_0042450_7	priC//gluQ//alr//rimJ//rdgC//glnS//
GO_0042451_7	malQ//ulaA//ompW//galU//yccA//yadM//
GO_0042453_8	yeiG//
GO_0042454_7	napA//pphA//mrcB//rimO//uvrY//nadC//kduD//yhcH//hdhA//frvA//adk//rlmF//
GO_0042455_7	entF//yfeR//caiE//cdh//yccS//yaaA//ygbM//phoE//ybiJ//shiA//torC//ribA//aer//gadW//yggP//ydjK//yfgO//
GO_0042493_4	wzzB//yfcA//yqeG//yhjD//ybhR//uhpA//rhaT//moeA//pgl//ybdN//waaG//tdcF//ycjW//serA//eutB//panD//recG//dinJ//intE//tdcA//atpD//gcvA//phoQ//dnaQ//acrF//apt//gsiD//ulaB//kefB//aer//chpB//ispF//mdtI//rlmH//umuC//yhjC//adhP//glyA//rlmB//qseC//pheS//waaJ//nagE//rpoE//narX//prlF//atpC//yihV//puuB//
GO_0042537_5	eutK//gadC//yoaB//lpxB//argP//ykgM//deoB//cdd//gmhB//fadI//rluC//mltF//dpiB//talB//fiu//rhtA//proP//fumA//tnaA//zapC//hflK//cyaY//
GO_0042538_6	dacD//tolC//
GO_0042542_5	yciA//nsrR//mglC//tesB//ygbI//pflC//yafS//clpB//gor//abgR//lysU//kdpC//ydfG//ascF//alr//nudF//thrL//hcaD//
GO_0042545_5	yhjV//
GO_0042546_4	yfcU//araF//yjaA//pflC//plsB//arnT//cyoD//dsdA//kbaZ//csgE//
GO_0042558_5	paaE//tap//abgB//rcnB//rhsD//qseB//ispG//narY//arnD//agaS//cbpM//ibaG//pcnB//yfiF//yahK//waaC//nrdG//tcyJ//
GO_0042559_6	mdtD//amyA//gcl//gltP//pspA//napB//yeaK//rarD//slt//yceO//nrfA//nikD//cof//
GO_0042560_6	ompG//qseB//
GO_0042592_4	mcbR//pgrR//insE-1//gsiA//mdtK//ynfF//serA//yibF//purD//plsX//cueR//lsrB//rluA//aas//dtpA//yqiJ//yfbS//creC//yciF//atpB//glpG//trpD//crp//ribA//rbn//dedD//mutT//lpxP//cpxP//mreD//cmtB//mltB//aphA//ampE//purA//thiM//mutL//ugpE//hyfA//mdtI//gpr//yohC//trxC//argF//exbD//yfiE//nac//osmF//ybfE//qorA//priA//yggP//cbtA//mnmC//iaaA//phnG//rpmB//ibaG//rpmC//
GO_0042594_4	yagF//sapC//pdeF//frvB//tnaB//hemA//lolB//rdgB//prpD//thrC//ugpA//nuoG//rsgA//hybE//folA//yafN//dppC//rfaD//napA//yciH//preT//yebZ//glpB//ilvN//pepB//yobA//mcbA//glmS//cho//dsbG//yaiV//proW//putA//ulaA//katG//
GO_0042618_5	bioD//
GO_0042619_6	preT//
GO_0042710_4	idnO//ghxQ//ynfK//wecB//sdhD//metG//thiI//ivbL//lon//secY//tktA//queD//rpiR//rlmC//metC//tcyJ//pliG//fryA//fumC//ygcO//tig//xanP//sfsB//clpB//gudD//insF-1//gapC//ydjK//flhE//yihX//secF//pal//sgrR//agp//idnT//paaB//bglH//pdxH//yiaB//feoA//rplX//ydgA//ubiH//pepA//cydA//pyrG//livF//fixA//gnsB//puuD//potB//
GO_0042723_5	katE//narL//agaS//cmoB//waaA//ushA//rne//eptC//sapA//ldtB//hisA//yfjR//
GO_0042724_6	ydiO//mdtD//yjtD//galT//hisC//rbsD//msbA//yhdZ//thrB//proQ//
GO_0042726_5	dnaC//insB-4//sgcE//mlaE//acrA//htpG//ubiD//bisC//
GO_0042727_6	betT//chaC//rpiR//waaS//thiE//pppA//fadH//rclB//
GO_0042732_6	rbsB//glcA//dkgA//argK//cpxR//
GO_0042737_5	fucP//dtpB//mutS//rpsR//torI//hisD//kdpB//slmA//ppsA//rplJ//wbbK//treC//fepD//hycA//cheA//hokE//yciT//hemD//atpD//rsmA//grcA//dfp//ybdZ//paaH//fbaA//ebgA//fryB//fabH//hemG//proW//sstT//metN//mtlD//intE//insE-1//yihI//yrfG//accC//yeaD//yobF//casB//phnJ//rplB//nagB//nupG//csiR//sgbU//cadC//rpmH//ppiA//aroK//nagK//curA//cpdB//priB//
GO_0042743_5	wcaJ//hofM//
GO_0042744_6	yghB//waaA//
GO_0042759_7	metE//rpe//
GO_0042773_6	phnI//
GO_0042777_8	waaA//
GO_0042779_8	yqeF//
GO_0042780_10	tatB//pgl//sucC//
GO_0042816_5	ibsD//glcF//kefC//lplA//kgtP//ybdZ//moeB//insB-2//lptC//
GO_0042817_5	yhdX//
GO_0042819_6	yjjB//adeP//rplB//trkH//dppA//entC//selU//hisC//ibpA//
GO_0042822_5	yihP//nrfA//paaJ//yebS//thrC//uhpA//ycjY//
GO_0042823_6	dapB//rffT//rpsJ//ybiI//yaiW//citG//dinI//
GO_0042836_5	glnD//rmf//tsaB//hicA//
GO_0042838_6	yceO//sgcX//yjhB//ccmG//
GO_0042839_7	cusR//hyaD//gltK//lplA//holC//dxs//
GO_0042840_7	yneL//grxD//ftsY//bioA//mntR//lgoD//
GO_0042843_7	iscX//nth//
GO_0042844_7	gudD//
GO_0042846_8	ldrB//
GO_0042851_8	fucA//ybaQ//asnB//flgG//
GO_0042852_9	cecR//gatY//ssuC//
GO_0042853_9	solA//
GO_0042866_8	uhpT//adiY//gutM//ghrB//kbp//mepS//yfgI//ygeX//fdnI//hokB//truA//recO//fes//sufS//sapA//glnH//cspG//rimK//
GO_0042867_8	kbaY//
GO_0042873_7	clpS//yidR//yjhP//rluA//paaZ//hdeD//hdhA//
GO_0042882_10	kbaY//glnK//yfcV//
GO_0042883_7	rfaQ//glgB//cspB//cmoA//atpE//dgoT//yjjV//yigL//
GO_0042884_7	rseP//ispH//srmB//rzpD//yqjH//pspD//tufA//
GO_0042885_8	gltI//
GO_0042886_6	ybhD//lipA//pabC//ygbN//prfB//glpF//pspC//ykgO//truA//zitB//basS//cusS//hemF//trmO//rzoD//pbpG//ghxQ//hslU//kdsD//galM//mcrB//fixA//fadJ//epmA//glnQ//alsK//ycdY//yehT//baeR//yhhT//pstS//gshB//purF//ung//zur//arfB//fimD//pdxY//yhaV//tcyL//sufB//mepA//hflK//msrA//napA//srlB//yqaA//purD//cysP//cysZ//ycaO//srlR//radD//sfsB//puuE//cyoE//ibsB//rppH//xylR//tsaB//uidR//ynaI//leuS//dld//hemL//cca//fdoG//deaD//gsiD//rlmF//yijO//csrA//nanK//ssb//tar//mgtL//lptE//yfgJ//yfdG//yqaE//gntT//rrrQ//nei//mfd//mdtO//cycA//rseP//rplW//
GO_0042891_6	ybaL//rplF//betA//yihO//yigB//tauC//mscS//mdtB//lpxC//rimM//ompF//ydfH//paaZ//glnQ//fruB//ydaC//uxuB//atpH//yjcS//minE//ybiI//cysQ//stpA//rpsN//insB-2//cysW//sdhD//mlaE//menI//lspA//ygbM//ydbK//
GO_0042906_8	bisC//recF//efp//cbrA//
GO_0042908_5	tehB//dxs//atpA//leuO//lolE//rsmI//parC//dfp//ddlA//metK//menI//ybcL//coaE//rpsN//bamE//hflD//
GO_0042914_8	iraM//waaG//
GO_0042918_6	tgt//fadL//hybO//mtlR//insE-1//
GO_0042919_6	dgcZ//
GO_0042920_6	yjjU//
GO_0042928_7	nuoE//
GO_0042930_7	tilS//pyrC//lptD//rhaA//nepI//mglA//yjtD//dnaC//
GO_0042938_8	uhpT//kdsB//dtpC//ppc//rutR//ybiJ//xisE//rpmC//yijE//recQ//stpA//mazF//hypE//araG//smpB//
GO_0042939_8	yneE//surE//agaB//yfaU//bolA//lhr//rapA//fucK//sbcB//bdcA//
GO_0042940_7	mlaB//rpsS//fimB//tbpA//iscR//
GO_0042941_8	xylE//
GO_0042942_6	tdcR//ampG//
GO_0042953_6	cbeA//ydbD//hokE//
GO_0042956_8	sutR//aroF//mdlB//trmD//ugpC//
GO_0042968_8	dgoR//serS//ybdR//
GO_0042981_7	argG//
GO_0043038_5	cpxP//gltI//tufA//yfaL//yidZ//entC//nfsB//yjcE//ubiJ//ybaM//ydjK//eutA//pgl//ldtC//kefF//sfsB//agaC//gabT//fabA//kefF//rpsQ//ydcT//accD//dmsA//glmU//dkgB//
GO_0043039_6	alsC//yebK//phnP//alsE//rpoH//pabB//yddG//caiD//gloB//mreC//srlA//ygbL//hupB//ortT//hscA//rluE//dedD//ybjI//nudC//kdsB//bhsA//pcm//yfhM//yejE//rlmM//
GO_0043041_6	ybhD//
GO_0043043_6	mdtD//frlB//hybD//nrfC//relE//rimP//galS//yeaK//lamB//leuS//rpsE//fadL//der//ybbW//cmoM//yqiJ//tauC//pldB//ybgQ//flgD//casC//rlmL//ybhG//tag//caiE//rpe//orn//fucA//rplQ//bcr//insK//srlB//rclR//dnaX//clpX//glsB//fimI//murA//yhbQ//yggF//tsx//araH//sufE//narY//yidC//ybdN//adeD//pspG//cynX//metE//ybhI//exbD//rpnC//upp//glpK//yjjW//dmsA//oppF//rluB//flgH//chaA//
GO_0043067_6	dapB//
GO_0043085_5	dcyD//dnaA//ydiR//fadK//ycjR//prkB//yjiA//hscA//livJ//parE//gapC//secF//tusB//thiL//paaJ//astB//yahF//nrfG//gcvR//topAI//yohC//moeB//sgcC//
GO_0043086_5	otsB//yihU//psuT//yfdO//ptsI//rfaG//yrfG//hybD//lptB//dgcQ//rpmC//yidP//narY//rnd//nanC//phnO//nrdD//yhjX//dgoK//panB//tolC//ldrA//sufB//sufD//lolC//pagP//
GO_0043087_6	yfdS//torC//truB//hyaC//
GO_0043090_7	nuoN//adhE//ybfA//smrA//dadA//hyaA//elfG//qorA//dhaL//avtA//
GO_0043093_3	pyrG//dtpD//dgcE//nagK//vsr//agaD//kdgK//lexA//comR//insB-4//narL//ycjR//uhpB//gnsB//rarA//ispU//ansB//
GO_0043094_4	atpB//mngB//ade//uxaB//allS//nadE//yhiM//metF//livM//modB//yijO//rpiA//creB//ftsW//prpC//grcA//agaC//kbaY//tdcR//lolE//entC//rhmR//
GO_0043096_6	pheA//tatB//glxK//
GO_0043097_6	srlR//yihU//ndh//elaB//
GO_0043099_7	relE//
GO_0043100_6	greA//
GO_0043101_5	treF//queF//rrrD//ynjD//
GO_0043102_5	hchA//metL//ldtC//napB//
GO_0043103_7	yfiF//
GO_0043111_7	rutG//
GO_0043137_6	nadA//sugE//
GO_0043150_8	ygeA//
GO_0043157_6	mtgA//
GO_0043164_6	tdk//gnd//yfcP//yqaB//bioH//oxc//artI//yagU//
GO_0043165_6	hsrA//rfaD//lysC//araG//tdcC//ydcP//fabB//opgB//yehT//coaE//
