#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	feoB//hybA//dtpC//ubiB//
GO_0032879_4	csgG//appC//yaiV//proX//melB//parC//glxK//rapZ//rpiA//dgoK//shiA//lipB//gapC//prpD//yghO//greA//pcm//moaE//aroL//lpxL//glnS//hns//yiiE//glgS//polA//thrA//torY//thrC//
GO_0032880_5	ddlB//potE//yihW//
GO_0032881_6	ubiF//fkpA//yehT//bglB//
GO_0032885_7	ynbD//bcr//narV//
GO_0032940_3	ulaA//rhlB//putA//dxr//uof//araE//lsrR//
GO_0032950_7	rffM//
GO_0032951_8	intQ//
GO_0032954_7	eptC//yehW//mgtA//
GO_0032955_6	ybcC//cmoM//hflC//
GO_0032973_7	gmd//aroH//dmsC//nagZ//ybhJ//
GO_0032978_7	cpxP//srlA//ung//acrF//
GO_0032984_5	eptA//rclA//surE//yfgI//ycdX//rhaR//ynjA//yjgX//dnaX//
GO_0032988_6	mtlA//yneJ//
GO_0032989_4	serA//
GO_0033013_5	potB//nagC//alaC//hslU//comR//yhbQ//msrQ//ilvL//flgM//setB//fadJ//nimT//yeiE//yqiJ//fadK//yjcO//mntH//dtpC//rplM//ycgB//ldtB//
GO_0033014_6	nhaA//ftsW//pykA//ghxP//gpp//zapA//rfe//ydeE//prpC//ptsP//yqiJ//cfa//frvA//tap//kdsC//yfcR//queA//ccmD//dkgA//metL//upp//
GO_0033036_3	yphB//yaiW//caiE//gnsB//slmA//csgD//cdd//argA//lpxB//sbp//pspF//pgm//xanP//hofP//ybcC//gatY//ygeA//cyoD//clsB//rzpR//yciV//cdaR//pitA//acpT//htpG//ydeI//fepB//folE//mutT//prlC//tcyL//ygcW//sdhA//rimM//cbtA//yfcP//rffM//cpxP//agaS//hybE//livH//phoB//rcsD//deaD//dacB//prkB//alaE//atoC//cmoM//
GO_0033043_6	minC//ortT//pitB//ubiH//mngA//
GO_0033044_7	yjeH//
GO_0033051_5	efeO//
GO_0033120_8	aroL//
GO_0033157_7	hfq//setC//
GO_0033194_5	ubiI//ykgM//ubiI//yraJ//
GO_0033195_5	lysU//
GO_0033212_10	galU//ycfS//secD//ldrD//ybdM//
GO_0033214_11	recA//hicA//
GO_0033228_8	patA//adiY//puuR//mog//
GO_0033238_6	nagE//sppA//ubiJ//yejB//
GO_0033240_7	blr//
GO_0033317_7	nupG//malK//yhjR//pykF//
GO_0033319_5	yceK//
GO_0033320_6	yihT//
GO_0033345_8	deoB//
GO_0033353_5	sixA//
GO_0033359_7	flhE//ribF//
GO_0033365_6	galF//
GO_0033383_6	cusB//
GO_0033384_6	trpD//
GO_0033388_7	lpxP//
GO_0033477_5	leuS//
GO_0033499_8	yeaK//pabC//etp//ydcT//yobA//yfaV//yrdA//
GO_0033517_5	uvrC//
GO_0033518_6	sthA//
GO_0033526_7	cbpM//metL//ycbV//tpx//
GO_0033539_7	hrpA//envR//ptsI//
GO_0033542_7	purC//ihfA//
GO_0033543_8	mrr//
GO_0033554_4	evgS//frvB//guaB//yafC//carB//dtpB//rnd//mltB//fucK//narH//tatB//proS//brnQ//lpxT//narJ//wzyE//pnp//bcp//aldA//yeaV//rzoD//folP//alpA//yaaA//nrdD//menC//aroP//moaB//alaC//eptC//secE//setB//amyA//fecD//sapC//cas3//rutB//comR//bcr//ilvD//yejA//mutH//znuC//ygjH//ttdT//cydA//yfgI//hscA//nrfE//hyaD//rstB//cusR//pinR//yjjG//hokE//nuoF//yiiD//murF//feaR//mlaC//elfC//nadE//yfdO//yhhY//rdgC//feaR//ybjX//pyrB//manY//bglJ//hisH//yccA//cheW//ynfL//ttdR//exbB//ychO//gspJ//rnhA//gshA//rutB//fhlA//yoeE//hflX//ygfA//yihR//nrfA//nlpA//narI//osmY//pinR//tyrR//sgrT//torD//rplX//aroA//agaD//malF//ytfP//yeeY//yphB//hyfA//aroG//hemG//kch//mngA//chbB//tsf//yoaA//carA//sdaC//thiD//ybcJ//clpS//dinD//ilvI//rpmF//mtnN//dcd//exbD//ppsA//atpA//rpmB//fadK//yfgI//hslJ//rne//opgG//trmI//mppA//tolR//ydjJ//waaU//phoQ//mdtF//artQ//tolA//trmL//holD//yhbO//fdnG//yqiH//cspD//nusA//nhaB//syd//ykgO//ydiP//tamA//ygbM//rplK//fdhE//fsr//intE//rplA//oppC//cheB//relA//adeP//ftsE//rpiB//hprS//galK//cueO//mutT//uhpB//yadK//fepD//dmsB//ldtA//elaD//rsfS//yhbY//lgoD//waaG//yejF//tpiA//glgC//bcsQ//nhaR//flhE//recC//yfcF//mzrA//ypdF//yajR//gntK//citC//rcsB//nagZ//rusA//srkA//clsA//yejF//sodC//cydA//sbmA//mglC//dnaG//ybfE//ldtC//ycgV//yqeF//glmU//fadE//potD//lsrK//marR//znuA//queF//pyrE//ybaT//iraD//hscA//rimO//cydA//tdcA//flhC//thrB//gpmM//insI-1//nemR//rcdA//dppC//yhdX//flgI//aroD//cvpA//yfbV//ais//fabZ//ribE//ygjK//efp//matP//rsuA//glpX//sucD//lhr//rimO//ptrA//shiA//yidK//sufB//gnsB//fdx//lrp//lpoA//caiD//rna//mdtB//mliC//tqsA//epd//fhuC//gpmA//yjtD//uvrB//recB//yqgB//fecC//ppiA//yphD//yehU//glnQ//nrfA//waaZ//mutT//rsmJ//argC//yahF//acrF//cspA//sugE//gudD//dicC//gadA//rpmF//bglX//ade//yiaB//yphD//amiD//ybeF//napA//rsmI//hisQ//yhbO//tatE//ariR//ygcR//zapB//rfaE//yjeI//hscA//sgrR//yehB//soxS//yidE//metL//dinJ//dfp//pdxJ//erpA//ybaT//dinJ//acrE//ycgV//yfgJ//mscM//cysZ//malY//uxaA//ldrD//gatY//gsiC//holC//cvpA//pdeR//mdtC//btuE//yhjX//sucD//kch//
GO_0033559_6	iraM//
GO_0033567_6	ybiT//
GO_0033585_7	cmoA//acpS//
GO_0033609_8	mdtQ//
GO_0033611_8	frc//
GO_0033674_7	hldE//
GO_0033683_7	osmF//
GO_0033692_6	tmcA//flgH//alsC//lgt//ybhI//torI//rpmA//sucA//queE//psd//rpnA//sdhB//hflX//fliA//prmB//insH-5//rutF//sgrT//fdoG//rna//oppD//eptB//cspC//rhmD//nuoI//dld//rbn//rpoD//ampE//flgA//nmpC//ydeI//tyrA//iaaA//sucA//dsbG//secE//yieL//ackA//yhdJ//glnH//fadE//artM//uidC//arsC//dld//prpB//
GO_0033865_6	trpS//hdeD//cbrC//fucK//yebK//ompA//yieE//
GO_0033866_7	cysI//gppA//glpF//cutC//
GO_0033875_7	ybhA//arsC//yecS//mqsA//aaeB//tyrS//adhP//
GO_0034030_8	ilvH//yahO//rpsM//ralR//
GO_0034032_6	ldtD//cysP//glpA//yajL//lit//yijO//yddG//
GO_0034033_7	deoC//frmB//fliS//yphB//
GO_0034035_7	argR//ruvA//mlc//
GO_0034059_4	ynaI//rlmB//
GO_0034192_7	paaJ//pdeK//yeaV//
GO_0034193_7	mltG//
GO_0034194_8	ygjK//rbsA//ybbN//
GO_0034195_8	rlmM//
GO_0034198_6	yfbR//cpsB//ispU//
GO_0034203_6	cstA//
GO_0034204_5	psuG//lysS//
GO_0034213_6	patD//
GO_0034214_7	paaA//aidB//yahF//tdcG//
GO_0034219_6	opgH//mltD//dgcE//mltB//alaS//fabA//yraH//menH//nrdE//secE//bglX//ilvB//ynfK//nfuA//pgm//yeaE//mepS//ydbK//mutL//aroP//trkA//dkgB//yjtD//potI//actP//fepC//dicA//hemL//lon//rpsT//hisB//alsA//ybhJ//mak//cadA//yibF//mioC//yqhC//ulaF//gmhB//cysU//puuP//cpdB//elbB//tauA//rpsH//rpsQ//nupC//btuE//insI3//kdsD//ccmD//chaA//malG//galU//metN//mdtL//ldtB//mdtG//prmB//rep//argO//clsA//dtpD//emrY//dgcT//nanC//moeB//preA//tnaC//glrR//thrC//abgB//gstB//eutK//intE//malX//plsC//bcp//ynaE//yfbR//arnT//pspA//yafS//ycjP//waaA//mlc//araH//tsaB//yfhM//yafS//mog//mhpA//exuR//
GO_0034220_6	bdcA//codB//napC//rnlB//truB//sbcC//hemD//aaeR//melA//yegT//viaA//dcp//potC//hslO//fixB//codA//yfiR//rhaR//aceF//rplC//rna//rpsL//yjhC//yceD//yeeJ//ortT//dicA//yghG//glnD//malE//ccmD//ydeP//pdxK//mepA//matP//ybeF//aidB//thiM//ygiB//betA//rhaM//yjcE//dnaB//cspD//fucA//nirD//purB//yeaV//fecA//nuoL//dsdA//rzoR//rimI//lpxC//fbp//melB//guaB//flgI//dusC//yieE//glpF//exuT//entC//ompN//hypA//lptE//bcr//tolA//lpcA//nrfD//allB//fryB//metI//ddlB//groS//dsdX//rfbC//accD//pntB//yfeR//rsmG//ycbB//yibA//deaD//pheT//clsB//yiiE//dmsB//srmB//stpA//tonB//yhaC//flhA//yhhY//ldrD//yibT//cysC//ygcR//nrdB//hflX//cho//tesB//astC//chbB//fumA//ampH//yggW//rnc//pbpG//rhaA//ygeW//mtr//bioD2//tolB//dnaK//uhpA//ygdG//artP//galU//tmk//yddA//relB//uup//holC//ftsA//cmtA//dgcM//holE//nagB//fabI//purU//gltP//pspC//yoeE//mepS//yggF//qseC//tyrS//cpxP//ldrB//cynX//umuC//znuC//arcB//recX//tolB//cbl//ybhP//yfeR//ghoS//bioF//panD//glyA//pphA//aceA//otsB//fkpA//yihO//ycbX//rplO//ushA//nuoM//mdoD//ilvI//recR//apt//sbcB//rsmF//lplT//tktA//preT//rutC//katE//bamC//srlA//
GO_0034224_6	lolD//higA//
GO_0034227_8	atpE//sspB//aer//glpT//kilR//yiaJ//ybcC//hmp//
GO_0034248_6	pspF//yfcU//nagZ//selA//ybhG//preA//phnM//ilvH//ligA//rutD//hemN//hpf//yahN//cobU//lpxD//ybdN//tamA//rpsL//aceK//agaC//aidB//torS//mltG//yqhD//opgD//secD//ccmG//argH//ynbC//prs//tdcA//nac//scpB//fryC//fadK//betA//hofM//phnG//yceO//higA//yagU//
GO_0034249_7	tisB//ybdO//idi//phnM//waaS//rplM//viaA//uxuR//ynaE//ratA//phnC//rnc//wecA//csgB//cmtA//murP//truC//rpiB//ycbB//glnQ//yfaU//kdsC//kdgT//kgtP//citT//
GO_0034250_7	cysA//atpG//nrdH//gpmM//murF//gadX//metI//
GO_0034258_8	rpoE//
GO_0034260_5	bcr//
GO_0034285_6	psuG//
GO_0034286_7	ffh//
GO_0034288_6	gabP//
GO_0034289_7	dctA//
GO_0034308_5	ygfI//kdsB//yfeX//prpR//plsC//hslO//glpD//tldD//sbmA//queG//flhC//
GO_0034309_6	flgB//ppsA//pldB//
GO_0034310_6	entH//hslO//sugE//dsbA//pcnB//gntT//
GO_0034311_6	iaaA//nadK//waaQ//
GO_0034312_7	dinG//yegS//
GO_0034313_7	hexR//
GO_0034337_3	ascG//perR//
GO_0034355_7	hsrA//ybaE//mrcA//livF//
GO_0034401_5	hemL//
GO_0034404_5	mngB//emrB//epmB//thiC//holD//fepD//yebS//bcsQ//mtr//yfaE//gabT//eptB//fbp//mngR//torY//flgM//ydiZ//glrK//iscS//pyrF//gpr//asmA//elfC//yaaJ//cpoB//bolA//yidE//nrfE//lgoD//yqgF//tadA//sfmH//trpC//pyrH//yfjR//rpsM//rrrQ//dnaJ//prfA//hdhA//bglA//chbF//bglH//sdaA//sanA//yajD//ygcW//sufB//pcnB//kdpA//
GO_0034414_9	yqcG//
GO_0034421_8	rsmC//
GO_0034440_4	bglX//hflC//yhjC//ibsB//pepD//ybiY//dnaB//yahI//phnK//smrA//bioF//topAI//cyoD//gatD//pspA//rhaD//exuT//napF//edd//fieF//
GO_0034470_8	sucB//cysK//elaA//ccmE//cysP//zapE//cysW//ydiZ//mtn//yraN//ybiS//ydhQ//carB//ydeT//hofM//trkA//recG//ecpR//ihfA//ydhC//insB-4//setC//raiA//fucO//tsaD//truB//selA//gstA//parE//ydbD//narU//nuoG//cbeA//opgD//ahr//yhdW//rarA//yhjR//ydjH//livK//qseB//fdx//bluF//ydjH//puuB//yqiH//fepB//glxR//yhaJ//ycjQ//purD//rfaQ//mdh//rhaM//garL//msrA//melB//dnaK//tauA//melR//hsrA//nfi//lnt//cydD//thiG//mdtC//rmuC//rutR//ybhS//hybO//ybiA//hyfR//tolB//mraY//rlmI//csgF//wcaC//matP//fic//yfeR//yefM//yejA//rlmG//fbp//iap//dtd//coaD//ykgM//cysZ//hybB//tsx//clpP//frmB//glpA//
GO_0034471_9	yhjA//elfD//glsA1//alsK//
GO_0034552_7	bepA//
GO_0034599_5	uvrD//narQ//sgcB//nsrR//yebG//aldA//yidK//aphA//mdtA//hokE//arcB//rdgC//fucP//thiL//minC//pldB//elaD//yigB//rclA//bcp//tbpA//minC//yphF//
GO_0034605_5	coaD//ralR//ybdZ//pntB//sthA//ruvB//arnA//astB//gabP//
GO_0034613_5	fepG//norR//ivy//mgtL//feaB//ispF//clpP//mdlA//tyrA//rpmH//dsbC//dut//sxy//yaaU//sbp//der//thiE//
GO_0034614_6	mepH//cbrC//nupG//yahD//hpt//cysC//malY//ispH//zapC//aroG//clpP//cspD//opgE//
GO_0034620_6	yedA//ypdF//tufA//ugpB//
GO_0034622_6	glcB//ymfA//arnD//malF//agaD//arnT//ghrB//secA//folX//fdhD//gstB//lysS//kdsD//yibF//gadB//yibA//leuA//yjhB//accD//eptB//fimE//yibA//fliL//dkgA//dppC//cobU//trpR//gatB//ycjY//gatZ//fabD//trg//setA//ltaE//pdeD//ftsE//yjhI//shoB//gpsA//fabI//mdtM//
GO_0034627_10	holE//eutK//yejA//gpsA//insE-1//
GO_0034628_9	brnQ//yidK//wecE//patZ//appC//
GO_0034635_6	sutR//ybgQ//ynaE//aas//yfiF//lldD//
GO_0034637_5	tauD//malY//cyoA//yieF//dmsB//pepD//hlyE//rsmF//paoC//feaB//btuR//kch//nrdA//potF//clpS//trmJ//tdcA//yciV//mug//hybO//hflC//ftsN//sfmH//yehB//queE//rfaF//cusR//afuC//rfaD//pgpA//pstC//napD//argT//hsrA//obgE//lipB//hypT//glxR//hypT//yeaD//torD//ybdG//ssuC//cysA//bioB//yfaE//narQ//thiG//yabI//otsA//
GO_0034641_4	ompW//mntS//tisB//uraA//entS//plsC//cpsG//ompC//comR//satP//dcp//frlB//atpB//murB//hscA//fepD//ompA//lapA//metI//hupA//cspI//alsC//ydbK//puuB//trkA//nrfC//gapC//agaV//frwC//yhdH//phnI//lolA//ybhD//dhaL//ydiB//dppF//uraA//poxB//ymgA//narK//dut//intZ//rapZ//hprR//galU//rfaD//ybiV//bglX//uof//sufD//pheM//trpGD//ruvB//dgcE//clpX//gntP//secG//frdA//mdtP//caiE//yjbH//kefB//fbp//ttcA//ompN//glnK//waaC//appB//carB//insA-2//nlpE//uspF//treB//obgE//ydgA//yfgJ//nhaA//yahI//ltaE//fliT//nupX//dnaN//torA//rplS//insH-6//yfcP//pck//tesB//cvrA//argI//rplR//mutL//yidD//rssB//yqeG//yiiE//mdtJ//umuC//glmU//ribE//lptE//yjjX//ccmD//rlmN//rhaB//galU//dinQ//btuC//gatC//paaZ//ldtC//glpK//tig//fbaA//arcB//fabA//rpsI//ydiR//rsmA//ilvM//chbA//lpxD//rnpA//secA//fdnG//fadI//pdxK//emrD//folM//frlC//cadB//ydeP//nudG//lpoA//eamB//yiaM//acnA//hokE//serS//ybdN//erpA//dcm//exbB//yhfS//ygjK//pyrH//ygcR//mgtL//gltP//roxA//yggT//hokE//fklB//trpD//yccA//hypC//mdtK//cutC//yjiX//cspD//yceO//rpmJ//cysW//wcaJ//dmsA//sfmD//hemH//dld//hybG//btuD//ybhG//intE//gspI//rph//lptD//rpmE//tusC//ubiD//ymfK//creB//tauB//ptsP//rplP//mraZ//dgoR//ygcW//mnmE//glxK//ynfE//rpsM//dnaC//rfaF//yfcV//yhgF//yegV//gltK//clsB//phnH//pfkA//yjcO//dicC//eno//rclB//rcnR//araG//moeB//pdeL//fecC//cysN//cstA//agaR//ldhA//thiD//tyrA//gmd//agp//malK//hflD//accB//aroD//rclC//glcB//rng//yfiF//apt//yihT//ldcA//serA//fdhF//murI//ynbD//iraM//cspD//yggP//ftsZ//yciT//rfaF//xylR//tabA//plsX//putP//ygaH//hsrA//ycjD//ynaI//pabB//cspD//yfgI//ade//bamA//rfbX//ptsG//valS//pyrH//ydaV//yehB//nrfC//cecR//mrcA//mlaF//intE//ybeF//cysN//dgoA//treF//cspE//ydfH//arcC//dsbG//gutM//ybhA//yfiE//diaA//rpsS//mlaB//thiG//murA//trkA//dtd//narK//etp//pyrL//yjjV//chbB//yjhG//cmoB//recQ//dps//nanC//citC//ygfX//tabA//yihI//ptsN//cdgI//scpB//paaD//purT//rhaR//ilvE//iscR//yceO//yceK//lsrG//yahK//dgcQ//cysN//pgk//aceK//yhcF//mipA//aroF//fepC//ybiH//yhfK//ribC//chaC//yahK//dgcJ//yqjA//glpB//treF//gpp//yicJ//gstA//uxuB//alaS//mscM//iraM//ubiG//prfC//pheT//hicB//rlmH//djlC//yjiR//recF//pinQ//ybiI//casA//arfA//rlmL//yddA//rimJ//yfdS//cirA//feaR//sufS//ftsH//phoR//xapB//bluF//livF//yggW//yfdC//insH-6//smpB//gntU//yeiG//hyfC//nrdE//yagF//waaP//dicB//rplR//glpT//secE//yhbQ//rlmH//yceD//feoC//ybiV//fdhD//dld//uidR//cusR//pcnB//xapR//hyaA//ulaC//lptG//yfbV//fimG//tsf//avtA//clpA//uspC//yjhB//ibsC//entD//mdlA//rbsA//yigB//mlaF//uspG//alsK//rpsJ//ynfL//ybaM//epmB//minD//bolA//araH//appA//pheT//fur//zapE//cspI//paaE//rpoE//ypjD//rsmH//recT//aroF//asd//prpD//ybcF//yhdJ//ssuE//rfbX//ltaE//deoB//rsmB//ravA//tatE//ykgM//ssuB//ampG//ldcA//hisC//rimK//cueR//fre//dadA//yjbH//phoQ//ttdT//sbmC//purC//cecR//nuoI//murE//potA//paaJ//ybdN//lacZ//treC//ttcA//rpsP//rhlB//pheT//gntR//rlpA//tusD//dgt//yihP//moeA//treF//rffC//yggF//hsdM//qorA//torD//purN//rluA//yeaD//arsB//wecA//nrdF//glsA2//ygaV//entA//cfa//ulaR//hokE//truA//puuC//murJ//yfcF//malY//otsB//ldrA//ydaC//rpsA//rhlB//intQ//pdxB//yraR//fimD//rpoA//yhgF//rpsE//icd//mrp//ptsP//preT//yahD//ygiS//nrfG//yfcA//yqjI//epmC//nagK//rfbB//flhE//glsA2//yfgI//ygbL//yoeE//cysH//dsdC//ydhJ//mhpA//glnD//rpsP//nikC//slmA//kdsB//sugE//nadK//rbsC//cheA//queF//ygiW//prlC//argH//metB//mcbA//yigB//fsr//ftnA//sucC//artQ//yceK//nusG//mcbA//yigB//rplD//arsB//relE//lon//nrfG//flgH//elaA//eutB//sodC//arnB//lpxD//wzc//ybhP//lptB//ygiS//sutR//katE//yehB//adk//ahr//yejE//nhaA//rsmA//plsC//rrrD//rclR//yciF//yqiJ//yhfS//ftsW//srlA//caiT//ydgA//ascF//cysQ//dgcJ//tcyP//lsrA//ileS//glnP//frdD//ycdY//ybdH//dinQ//nanT//lexA//pdeF//glcE//tmcA//sspA//acs//purN//lpxD//cheA//xisE//tamA//yehX//emrK//caiF//ileS//gudD//znuB//nagA//gltP//flhC//treR//ykfI//infB//atoC//tktA//rhlE//yebC//blr//acrR//fimZ//thrB//ispB//yiaN//trpC//paaA//ilvA//glsA2//rlmE//fiu//cysW//sspA//ynfE//yqiG//yfdR//ygfI//rpmA//cobT//gltK//ppsR//elyC//secM//cpdB//hdeD//fbp//yjaA//wzyE//rffM//hflD//ribA//glsB//bioD1//yqiI//yjaA//fdnI//gshB//yajR//pgi//brnQ//yhjX//ftsH//ilvB//dicC//ybiO//fumA//proS//nikE//norV//rlmE//gutQ//prfC//nirD//cpsG//chbA//recR//trmA//glcE//prkB//ttdR//sfsA//opgC//gcvA//essD//pflB//eamA//cra//cmoB//xdhB//mnmA//prfB//rnlB//panB//xapR//aroD//yihR//ftp//mnmG//yphC//rmuC//rbsK//rraB//cysK//ackA//hycA//yhbX//cysK//aceF//lsrR//malX//slt//yehB//arnE//aaeR//ppx//hmp//appA//rne//epmB//dmlA//proW//ptsP//thrS//lacZ//fumC//yhhT//ampH//rpsN//ycjY//elyC//yidK//yehU//pflA//icd//mrcB//ynjD//lacZ//pgrR//lpxK//dgt//surA//fliA//rplY//rpsQ//hcaT//yobA//zitB//ugpC//agaC//uup//rpoS//rpsP//xylB//yecS//sufA//xdhB//caiD//dnaB//hypE//caiT//appB//ydcP//kefG//htrE//corA//ompC//hemC//nrdA//ycdY//fruA//manA//gsiB//fadL//ydeE//paaX//alaC//iraP//folP//glcF//dauA//nikE//ribD//pheP//hpf//hpt//hyfA//osmY//wzzE//yobA//hexR//yjcE//tnaA//purN//epmA//yceK//ydfG//zraS//ygaV//mdoG//proQ//lspA//bioA//holC//bioH//selB//flgB//kduD//glnL//gldA//osmE//glgC//yhjA//ibsE//nikR//mmuP//rlmA//argD//yraI//lsrB//yraR//gshB//yjiM//ghrB//hypA//araD//
GO_0034644_7	yddL//yjcO//
GO_0034645_5	wbbK//rimM//dcyD//mppA//katG//dosP//dacC//clpB//cydB//fadE//ycjP//fadJ//rsmH//panZ//ynjA//cysU//gatA//bcsA//ung//dgcE//yjaA//trmA//panC//btuF//yifB//alsB//tusE//kdsB//nupX//ymgF//fur//prfA//yjjI//trmB//gadC//envR//fetB//decR//aroK//caiT//rpoS//yqiH//fadM//secM//dmsC//purT//yeiL//rarA//fruB//higA//lolD//rzpR//topA//ypdB//apaH//yahB//pgi//ccmF//waaL//casA//ydeM//rnd//fruB//glsB//dppB//yiaA//queA//sgbE//leuD//epmA//tsaB//gshB//ynjD//rpsD//rfaD//mdtC//leuO//galK//yeaK//paaH//rnhA//narW//yiiM//yghW//xylH//narY//yphF//lapB//rnhB//sgcC//napC//aroA//lpxT//ompN//btuC//ftsW//clpX//rplB//casE//ftsY//casA//garL//uxaA//sapB//secE//yqeA//gspJ//mrp//paaD//nirD//yjhH//galU//yidH//dgcJ//ygbM//yraN//ldrD//yidP//higB//paoC//rpiR//ycjR//rffM//yhcD//yaaA//fadJ//ybiS//ybcF//evgS//lpoA//srlD//malY//gabT//etk//sanA//dctA//feaB//spoT//tar//waaL//rutA//queC//yafN//ycfH//ybjD//dxr//ibsC//nuoN//ybiA//sufC//dnaJ//hofP//yabI//yjhB//pheA//dppF//ilvC//lspA//adeD//menD//pldB//gatC//setA//cra//betB//glpC//cbrA//cbl//iscX//cedA//menE//serC//hypB//yibA//envZ//napF//nagB//nadK//yciF//yghW//yafS//yhdW//hyfA//topAI//yfaL//rsuA//galR//ybaE//borD//murE//agaS//yhbQ//yjhH//mntS//cmk//thiQ//ybcM//rfbB//yfeD//rbsA//qseB//cas3//sbcD//yfaX//ydiB//tehB//ygeW//rzpR//srlD//rpsB//purB//wzc//fimE//creB//uacT//yeaV//glmU//queF//yadI//fdhE//fryC//oppA//thrB//cho//xylG//hisH//exuR//hsrA//asd//pyrG//panF//mlaF//ribB//xylG//ilvE//waaH//dgkA//potH//zitB//ubiE//rusA//ydcI//rimJ//napC//mepM//argI//pykA//ybcQ//yfeR//hrpA//trpE//yqaB//nei//yggE//minC//uxaA//ybiT//frwD//queC//yphB//btuD//yadV//mioC//puuD//nrfG//nrfC//bglB//sapC//flgA//ldhA//caiT//ompF//ybiV//yeaE//ralR//rpsO//pcnB//msrA//dmlA//nadC//glpC//ynfE//ompG//mltD//yihR//ompG//lpxD//yjgX//yccS//aldB//greB//dfp//purD//ychO//mocA//citE//apaH//apt//nadD//recO//argO//norW//yihP//ndh//
GO_0034654_5	narL//valS//rluC//insH-6//folP//malS//rpnD//gsiC//pheT//lrhA//plsC//pgsA//cbeA//yedX//yibF//yjbH//ubiE//folP//agaI//exuR//rpnC//lysU//yeeO//yadG//artQ//ada//fixB//bhsA//preA//paaZ//acnB//wrbA//hycA//yghO//phnC//gdhA//mdtI//uspE//dgcZ//iscU//pitB//cdsA//mscS//sbcC//rpsB//lpxL//cmtB//rpmC//wzzB//yghG//chbB//nrfC//chbC//mhpR//gltP//gpmA//ackA//ampG//yfeR//yeeA//serC//livF//glpF//yeaK//gspE//yiaJ//mhpT//hflD//mutH//arfA//yagG//pdeD//sgrT//cpdB//ymfK//yigB//btuE//mug//crfC//yfcR//atpC//ftsY//yqjI//xisE//rpiR//higB//tolC//ydjH//fnr//dcuC//znuA//tusC//mdtN//waaP//gmk//iclR//yfbU//ihfB//gadB//hcaT//sgbE//ybdH//bcp//yjbF//appB//lolB//panF//dnaA//yddM//flgJ//zur//otsA//rcnA//prfA//roxA//rpmE//holC//asnC//ilvN//ybjD//ompL//caiE//hcp//hemB//glpF//frvB//sgcA//mltF//pppA//cyoE//iscU//potD//yghG//yafQ//metC//pth//opgE//sad//matP//ndk//cobU//envC//secD//cysM//mlaD//sufE//gppA//gpt//nanS//rdgC//napA//opgE//ompW//osmE//dhaL//clcA//ybaO//nagD//fbp//cirA//uxaB//etp//ycdX//yadI//gltP//yghG//rcsD//hemE//nimT//mppA//rarA//uxaC//rsgA//mliC//yciT//cyaA//osmY//dnaG//gutQ//glpF//dmsA//torS//pdxB//rcsA//dsbC//yjiY//artI//ynaI//yjgX//pckA//araH//rnc//soxS//mrcB//thiD//mscM//xylG//dppB//kbp//mngR//ribA//mhpA//fadH//ribC//cspC//proB//nemA//ybcC//lpxM//yhjX//phoE//apt//rpmH//fdhD//tolB//elyC//glpA//yibA//csdA//yehY//fryC//frwD//yciV//ogrK//wecE//napC//fimH//ybaM//ptsI//ribC//yphC//dacB//phoP//entC//uidR//rihA//cyaY//waaO//moaB//adeP//rhoL//dsbG//dnaJ//gabP//kduI//frlR//wzzE//fecB//yaiW//pyrF//aroC//wzzE//paaZ//msrP//trpB//ilvE//rpoS//aroH//galS//
GO_0034655_5	kefG//rpoS//yahK//argH//ydjM//yjiX//agaB//yjiY//rluE//rhaB//glsB//gltI//metR//rng//flgG//psuT//prpB//yjiY//cydC//eno//setA//speD//flgI//pabB//frwC//cobC//hybE//basS//iaaA//ridA//ycaN//slyA//yhdZ//nuoN//srlA//argI//alr//hemE//eutR//flhA//pabB//torZ//pdxY//mrr//ybcL//cobU//dapD//flgE//abgB//mnmG//sdhC//torR//der//yhbQ//narI//lsrC//bioD1//ptsH//insI3//glnH//flgE//trmD//yabI//tnaA//yggD//coaD//iscS//frdA//pgaA//caiF//lyxK//srlB//ribB//
GO_0034656_5	fimB//rpsA//nimT//sfmH//holC//rutC//pphB//tcyN//yqcG//nrdB//rhlB//rffH//gcvP//
GO_0034660_7	rlmM//insI4//gapC//ydiF//ygfZ//gspE//secA//clsB//mhpA//coaA//asnC//proW//fabB//yeiG//aer//ompL//glpF//nfsB//ydfK//cyaA//rplS//hyaB//appB//lamB//araD//tadA//tyrB//rtcR//macB//pgm//tatA//insI4//gshB//idi//hyfA//rimI//phnH//glpX//mdoG//lapA//yfhM//speA//allB//osmY//rhlE//yhiM//hemH//ymgF//argE//emrE//aaeA//mdtQ//yrbG//paaC//ydjE//panF//tyrB//bisC//marA//ydeT//yohC//yggW//agaD//paaD//ribE//fdoG//feoB//pdxA//yadI//yggD//pphB//rmuC//dgoA//potC//pgk//cysQ//dgcF//nagD//yfbV//puuC//ampG//idnT//pyrE//eutB//ybjG//frr//waaY//lipB//rplO//ribC//uvrA//rhmR//ybdM//perR//agaB//yphD//ibsC//ymjB//insA-1//kdpB//pdeR//gltK//cadA//ldtA//ybhA//phoE//cobS//atpD//ftsY//yceK//frmB//feaR//clpX//cadC//def//creC//yfdK//prkB//tynA//rcsB//kduD//spy//
