#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hxpA//rzpR//cysS//recR//
GO_0032879_4	rhmR//yehX//ldtA//pgk//ydiR//dmsC//ilvH//yihT//yfjR//yaaA//yieE//uhpC//agaC//gsiD//purD//zitB//sdaA//ccmA//artM//roxA//rseP//emrY//ybgQ//hisP//glpA//cysD//sufC//lacY//
GO_0032880_5	mdtO//yphB//entA//
GO_0032881_6	fucP//malX//katG//ulaR//
GO_0032885_7	rimO//flhD//menF//
GO_0032940_3	yfbU//mrdA//etk//aspA//fdnH//ssb//argI//
GO_0032950_7	ybhI//
GO_0032951_8	exoX//
GO_0032954_7	mdtF//nrdR//nrdA//
GO_0032955_6	idnO//rhlE//yggW//
GO_0032973_7	crcB//ddpA//umpH//nhaB//mmuM//
GO_0032978_7	fliK//cyoA//alsC//fimE//
GO_0032984_5	ydjL//csrA//serA//fliA//trpC//ahr//tisB//cpxP//rfbC//
GO_0032988_6	yahF//hokE//
GO_0032989_4	yggP//
GO_0033013_5	hns//deoC//cobS//glpX//prmA//fic//pstA//yjbG//tdcD//lyxK//dhaR//dtpC//adeQ//ulaE//fdoI//yhaV//gpr//fhuB//flgM//iap//rclB//
GO_0033014_6	pdxB//cheR//crr//yiaJ//clpB//mdfA//lacI//bamB//nadC//glgC//yajL//yahB//ybcQ//ybcL//yibT//chiP//dpiA//wecB//yfgO//cedA//nadC//
GO_0033036_3	tdcA//nlpE//yhfK//rpoH//icd//prpR//frwC//bglJ//yfgI//thrA//yiaA//glsA2//ascF//dacC//hslU//mmuM//recG//groL//caiF//ygjK//atpG//ispA//xylE//mliC//nac//mepH//cpdA//guaA//rsmB//yqeF//rimL//aroC//hha//betB//ecpR//moaB//nagZ//phnM//manX//ytfP//glvB//metR//hofN//groS//treC//yibH//sdhB//gudX//xylA//
GO_0033043_6	yjbB//znuA//cpsG//pnuC//yojI//
GO_0033044_7	nhaB//
GO_0033051_5	hdfR//
GO_0033120_8	lptB//
GO_0033157_7	ispU//ivy//
GO_0033194_5	abgB//uvrA//ldhA//rclC//
GO_0033195_5	ftsQ//
GO_0033212_10	mdtD//ynfE//menH//yceO//fliD//
GO_0033214_11	eutR//torA//
GO_0033228_8	lrhA//fucP//prc//mcbA//
GO_0033238_6	yieF//gltX//nlpD//ynfK//
GO_0033240_7	zinT//
GO_0033317_7	fabB//nupG//fdhE//yeeO//
GO_0033319_5	yhbO//
GO_0033320_6	dctR//
GO_0033345_8	yphF//
GO_0033353_5	yabI//
GO_0033359_7	eno//ftsE//
GO_0033365_6	moaC//
GO_0033383_6	elaB//
GO_0033384_6	nadK//
GO_0033388_7	mgtL//
GO_0033477_5	msrP//
GO_0033499_8	waaZ//xylH//ydcP//paaE//hpt//sgcR//yhgF//
GO_0033517_5	ybcL//
GO_0033518_6	thrL//
GO_0033526_7	mqsR//ascB//gspE//ybhS//
GO_0033539_7	yedA//purU//prfB//
GO_0033542_7	ralR//atpB//
GO_0033543_8	aroC//
GO_0033554_4	nlpE//sufC//mtr//gsiC//yahK//yfdS//yiaL//yafQ//dgt//birA//glcD//malE//rihA//ppk//serC//yedL//gntU//araH//hprR//dppC//hdfR//cyoA//rsmJ//yeaV//acpP//ybfA//intZ//ftsP//treC//ydaN//yajQ//fumA//ypdI//flgD//uidC//lacZ//srlB//rarD//yhfK//gutQ//dps//ldtC//yabI//dusB//yeeO//clcB//acpH//appC//pdxJ//psuT//agaI//mltG//rsmF//galT//nlpI//yeaV//otsA//entF//agaR//zapC//bamE//uvrA//rutA//fliT//gpp//yggD//nagE//creC//ycjU//nrdF//yieL//epmA//mntR//rraB//dps//mug//cho//dusC//ygiS//hemA//ydfK//ybdO//ndk//yjbB//cptB//fucK//yebK//ssb//hprR//flgF//hcaT//pflA//speD//yhcF//gltD//alsB//gppA//hchA//hyaB//chbR//glnK//wzyE//casB//diaA//uidR//prmB//sfsA//dicB//nfo//yggT//lipA//rhtA//tusD//hypC//yoeE//rpsM//rpoD//mlaC//ygfA//nlpI//cbl//ldtA//ycdX//yhfS//glpC//yaiW//ldtB//rpe//hslO//rlpA//atoC//rsmB//ompL//panZ//moaC//rplI//ydiB//yehZ//glgB//grpE//dhaK//mioC//kdpC//rhsD//oxyR//csgF//mdlA//modC//ybiW//yqjH//torY//csgF//yejF//lgoR//plaP//lrhA//holB//lsrG//sgrT//torC//artJ//rhlB//bglX//kup//pgl//elaD//modC//erfK//aroL//btuR//tag//opgG//gatB//phnO//bioD1//xerD//mlc//lgoT//murG//artJ//aroD//bisC//ydcT//ydjK//ybhF//insB-4//yfcU//folP//chbB//glgC//treR//sufS//cysN//ddlA//cysH//lnt//recT//artP//kdsA//cspA//asnB//dcuC//metN//menA//yjjU//uvrY//ydjL//sbcD//aspA//tdcG//ydcT//ybiX//trmI//iclR//hisD//mtn//rpnA//uup//agaB//kdpF//rfbB//yebS//dmsC//insI1//atpG//eutD//apt//ubiC//rseP//lysC//pgm//mdoG//ariR//hslV//glgP//yddM//glmM//potC//ygiB//brnQ//nadD//yhfS//mrcA//truB//yiiE//rlmJ//uraA//fabB//serS//greA//nlpA//umuC//rlmH//rplA//crl//lgt//hemH//araH//aroA//folP//nanK//nrdF//ybhP//kefF//ydfK//araF//ilvC//btuD//prpR//fimC//galE//smpB//ycbB//ilvC//curA//yfeX//tcyJ//hypF//citX//arnE//rstB//yhfS//cho//ratA//queG//cysQ//epmB//malQ//cdgI//yddL//yhfS//gutQ//ydaN//carB//nagE//opgD//napC//mdtE//lptD//gcvT//pgaA//nadE//adeQ//galM//blc//rpsQ//npr//proS//blc//napF//roxA//rspB//fhuF//rspB//ghxQ//yggD//glsA2//thrC//mgsA//dhaM//ybdG//dapF//pabA//yihT//
GO_0033559_6	sucC//
GO_0033567_6	ssuC//
GO_0033585_7	yggX//nlpI//
GO_0033609_8	cpsB//
GO_0033611_8	yhaC//
GO_0033674_7	gltS//
GO_0033683_7	valS//
GO_0033692_6	mutT//gshB//zwf//recN//metK//purB//serA//yghO//tadA//yehW//xylB//appA//waaB//metH//dhaM//ftsH//ydcZ//gntP//yedL//yhjC//dppD//flgC//rcsF//dxs//acrB//fepC//wcaC//gpt//fklB//lepA//bglH//argA//yajD//yjjQ//ilvM//clpB//macB//ccmE//ccmA//lpxM//ghrB//tolB//yjiM//aceF//ybhD//tus//queD//
GO_0033865_6	mglA//glvC//ybhG//yihX//glk//ybdH//wecB//
GO_0033866_7	sdhD//rclC//yqeG//argD//
GO_0033875_7	gabD//ydcM//torD//chpB//ulaC//csgF//dtpA//
GO_0034030_8	uvrB//ilvD//phnG//rluD//
GO_0034032_6	mipA//lplT//uidR//mpaA//gabP//insI3//pstB//
GO_0034033_7	nrdI//dapA//ftsW//dpiA//
GO_0034035_7	yraK//yjiY//tcyL//
GO_0034059_4	ogt//yfiR//
GO_0034192_7	chbR//nudC//lon//
GO_0034193_7	cusF//
GO_0034194_8	torS//csrA//nlpI//
GO_0034195_8	yiaM//
GO_0034198_6	tusA//aas//abgR//
GO_0034203_6	hybE//
GO_0034204_5	lrhA//chbB//
GO_0034213_6	puuB//
GO_0034214_7	frdD//phnO//msrC//hyfR//
GO_0034219_6	cpoB//dctR//gsiC//topAI//pabB//crr//hslJ//prfA//ansB//torR//mgsA//yhjG//pgpA//adeP//yhbY//ppk//narX//ytfE//brnQ//yoaB//yibF//lpd//grcA//ydfK//sgcR//aspS//cheR//glsA2//recT//artP//recT//rcsF//yjjU//lpp//pabB//ampE//waaL//coaE//tsr//speC//ettA//zupT//rutD//murG//zapC//thiL//glsA2//fimZ//yccA//yfaX//fimZ//dcm//gcvR//purB//napD//ilvB//atoB//ydhJ//envR//sufE//codA//trmD//yjhB//xylB//dinD//setC//yiaF//yfeO//rstB//rhtA//ftnB//purD//bioF//rhlE//mltC//xseA//hofO//entA//citE//rpmG//xanP//menA//der//yeeY//manZ//lexA//hda//envC//entA//hemN//ybhR//dnaJ//yahI//dgt//
GO_0034220_6	pgl//rho//ssuC//murJ//fucP//cdaR//hlyE//lldP//bluF//def//ycjU//torC//pgi//yraH//sufE//livH//argE//mlaE//yehT//yhbS//secG//yedF//tauA//umuC//ravA//ybaT//nrfB//hisG//yebC//dmsB//speD//yhaC//ydjJ//argD//cpsG//pfkA//tufB//lyxK//rseP//proS//narQ//bluR//dnaC//nirD//purD//nuoN//prfB//nirB//yegD//sufD//dgoR//aroC//feaR//tabA//dgoD//rutE//ycbX//rimL//gudD//bolA//cas2//ydcR//fadE//cpxP//prlC//cpxR//yeiL//csgF//panE//tcyL//yccS//priA//cusF//yihW//ycfS//gor//prpC//rnb//gppA//nfi//rsuA//fdoG//yrbG//phnC//hisB//ihfA//mqsR//nimT//fadI//dacA//potD//thiQ//gadC//motA//yjjI//mutS//fimA//yjiQ//sulA//murA//nrfE//ldtB//soxS//yehC//panZ//napA//fcl//uspG//hsdM//yraR//yciG//zapB//gloB//ybdO//rpoS//nikB//etk//osmE//hemN//trxC//malQ//hprR//rapA//aas//xapR//lptA//wcaJ//frlB//rpmH//gspE//purT//rimI//dtd//yiiM//sdhA//ydhK//narJ//yijO//torI//setC//cysB//ydgA//yeaD//hcaE//dadA//glsA//frdB//fliA//purC//ybdR//ynaI//cysW//trkH//hxpA//accB//yhcH//nimR//etp//folD//dcuD//gcvR//nfi//tcyL//fabZ//satP//cas3//dhaM//puuE//mzrA//yqiI//lysO//yiaU//pyrF//ydiO//cheR//
GO_0034224_6	truD//ydiO//
GO_0034227_8	ptrA//secY//waaS//eptA//rhaA//ruvC//rdgC//lysS//
GO_0034248_6	osmY//waaJ//rhaT//csgG//yadN//perR//yeiL//mgsA//ibsB//glpC//rspB//selA//yidH//clpX//bamE//intE//ygjR//tus//moeA//srkA//gltB//ybgQ//rzpR//insI-1//ubiH//greB//ftsE//tcdA//ycjW//yeeO//hslR//ymjB//kefB//nrfF//lacZ//rlmF//ydcM//yjcE//dinJ//argA//carA//
GO_0034249_7	abgB//aaeB//acrB//aroP//yhdX//mdtF//manY//kduI//rluB//yhcH//ortT//preT//qorA//cysS//ftsY//aer//ydbD//tolB//mnmG//nadE//mlaD//gudD//cyaA//dcuS//ydfD//
GO_0034250_7	entB//lamB//yqhD//srlD//hcaR//rutF//bamA//
GO_0034258_8	dkgB//
GO_0034260_5	ftsB//
GO_0034285_6	clpA//
GO_0034286_7	nrfE//
GO_0034288_6	ygfA//
GO_0034289_7	gshB//
GO_0034308_5	aroK//pdxH//argK//vsr//lapB//metH//htpG//ybhP//ybhJ//dtd//yddA//
GO_0034309_6	ybhR//mmuM//ftsE//
GO_0034310_6	sspA//yccX//rssA//yiaL//yfgI//emrK//
GO_0034311_6	allC//ppsA//ahr//
GO_0034312_7	yojI//ivy//
GO_0034313_7	eco//
GO_0034337_3	cof//ydeM//
GO_0034355_7	yggT//fryA//gstA//bioF//
GO_0034401_5	yneJ//
GO_0034404_5	mmuP//phnN//acpH//shiA//hokB//ascB//wzzB//cysK//tyrS//amtB//sapD//livF//rarD//hofP//purA//rcsC//bacA//lpxP//yfbV//cedA//ppiC//panE//fadM//nanK//yneJ//tusD//cspI//pgaD//cysN//yciH//ogrK//tamB//tas//rfbB//trpE//lysU//lplT//focB//kefB//astB//ccmG//lptB//yeaD//ygaH//pdhR//glgB//phnP//ilvA//lhr//rclR//
GO_0034414_9	ulaA//
GO_0034421_8	ldtB//
GO_0034440_4	rfbC//degS//accD//ygiB//gfcE//mdtE//srlE//ytfE//sdiA//betA//dsbC//lgoR//feoC//yraH//yjiR//ydeP//xylH//metQ//cyoC//ybaQ//
GO_0034470_8	purC//radD//norR//trkA//emrY//hxpA//treR//insI3//kdpE//nrfD//nagE//uup//mhpR//carB//amiA//yijE//ygcW//dcuD//atpD//gntU//glcF//ghoS//yagF//ldrA//acs//cca//acnA//bioB//rfaE//murA//chaA//efeO//ridA//cof//rpsQ//kbaZ//ftsE//cbrC//gadC//hipB//glnK//pnuC//mnmC//relE//zntA//ebgR//ppsA//menD//alsC//mutT//mog//tyrA//idnD//lsrK//yhcH//torI//uspB//ybdN//baeR//tamB//fic//pdxK//rayT//pgaC//argB//uxaC//glpA//sapB//malP//speG//yihX//ompF//lipA//agaR//ydfK//zntR//ppiA//mdaB//dgcE//ykfM//soxS//hemG//hcaB//yieE//ygiV//torD//ccmE//fliL//hybE//metE//rplY//citX//tauC//casA//
GO_0034471_9	nhaR//artJ//speG//ligA//
GO_0034552_7	kdpA//
GO_0034599_5	yhbS//aspS//pcnB//dtpD//purN//tilS//moaD//hslV//hpt//nrdG//creC//nadE//hisD//wzzB//gldA//casC//lgoD//mnaT//mntH//yfdO//lsrR//minE//lptA//
GO_0034605_5	mlaD//pepB//ybhS//araH//yciT//argK//lysR//nrdG//glpA//
GO_0034613_5	ydcI//ftsE//csgF//cra//accB//yaaJ//lysR//yhiM//yqaE//intS//dhaL//hscB//mdtJ//ldhA//gapC//ampD//cobS//
GO_0034614_6	purC//rpsN//hslO//zraS//cysB//yigL//yjcO//pabB//nikD//casA//bssS//rplT//ydgA//
GO_0034620_6	pepN//cutC//bioC//oppB//
GO_0034622_6	ulaG//rnlA//yjjG//rhmD//fre//bioD2//dnaX//waaC//sfsA//yddL//pflB//dnaQ//nemR//truD//norW//yhjV//arsR//ybhR//hypF//flhA//ccmA//cysK//yhdZ//psuT//rpmH//puuE//ygdG//yfeX//nanE//ynfL//osmY//gloA//fdnG//tdcB//artP//sufB//arnT//gadC//sgcE//agaC//rhaM//
GO_0034627_10	aaeA//accB//artM//frwC//cbpM//
GO_0034628_9	cbrA//yraJ//potD//ugpB//aroE//
GO_0034635_6	cusB//ccmE//pheA//psuT//puuC//yiaU//
GO_0034637_5	yihU//ymjB//yqeA//rbsR//ybdH//ybhI//dxs//yagE//hscA//glgC//abgB//lhr//ybbW//rpsI//sufC//flgD//rpoD//ddlB//artM//creB//glsA2//gatB//yqaE//topB//dacC//aaeR//yibA//gadE//yhbY//crp//nupG//ykgA//yaaY//yjfF//diaA//yggE//panE//cmoM//mlaC//ydcI//tusE//glmS//yddG//sfmA//tdcC//yebK//arnT//dsbG//surE//rplW//
GO_0034641_4	creC//sgcA//napD//pspA//dgcZ//pinQ//truA//kdgR//cpsG//ompL//mntR//yihR//rnlB//melA//yhbY//zipA//cydA//mlaB//ade//yqhC//ybbN//nfi//chbG//cyoA//ymgA//gspE//tehA//ydeO//ulaE//waaG//dhaM//rfaF//caiD//cho//fepB//tnaC//tldD//mtr//secM//ybdO//pyrH//sufD//ypdB//borD//yihU//hprS//dicC//torD//trkH//phnH//truD//hflC//rbsC//ynbC//cysU//srlB//sdhA//pnp//dgcN//ygeV//yojI//ymgC//ppx//yadN//hslU//dacD//yaaA//paoC//adk//yhdX//yeeJ//yagE//fabB//mntS//umpG//proC//yggF//ydcS//phnO//fhuF//fadL//preT//narK//yehU//amiD//carB//yjhP//ydfG//fryA//recD//emrB//lldD//yjfF//allC//phnJ//gltK//paaD//recB//dusC//yeiE//rcnB//iraM//rplB//rplE//rbn//dld//cstA//yqjA//sgcB//cyaY//priB//garK//chbG//agaI//citX//priC//ychO//ybcL//garK//csdA//flhC//tsaD//yahN//msrC//ydcI//gshB//fadD//yebK//tusC//yjjQ//gspF//ldtB//dcp//fklB//yoeE//narK//mppA//ompG//lacZ//tynA//rfe//tdcB//cycA//hybO//adiC//galT//dgcZ//malP//garK//oppA//holA//ygaH//argI//fadH//lysU//yebK//mdh//bamC//yjaA//ddpX//hofC//pspG//rcnA//allC//ycaO//fecB//mqsA//ispB//priC//yehY//rhaM//aroA//pdeK//nlpE//yccS//glmS//ycjW//casA//hypB//insK//hflD//abgT//pyrH//aslB//cutC//tktA//yjiX//skp//gapA//cmoB//yoeE//polA//lysU//phoA//yafS//blc//rzoD//arnB//yohC//ompT//ribD//kdsD//yjjU//dcp//trg//aroK//dgcT//thiG//menF//ssuC//ybjD//glpX//aldA//fsr//cydD//gcvT//nirC//lptE//mrdB//yggP//rzoD//mngB//ybjD//ubiF//cmoB//greA//cbl//rpmF//rutE//hcaC//parC//sppA//srlB//glyA//rclA//uxuA//nrdD//sfsB//qorA//rpnB//lsrA//ygcW//ampG//dmsB//ydfK//tatB//csdE//yfeR//waaF//slt//dtpC//nei//sufE//ileS//mdtK//djlC//tnaC//plaP//trmH//yhdZ//livK//dhaL//gadB//patD//ilvN//cspE//yjjV//mgsA//rpsM//ebgR//argO//dppB//lamB//selU//frlB//lit//cspA//yraI//ycgB//phoQ//yedF//yiaO//spy//waaF//ybjD//tar//ybeY//aer//ydjE//yfhH//clsC//hsdR//pdxH//orn//xthA//dcd//asnC//hdeD//atoC//bcp//nikA//fis//gpt//glgS//frwC//malX//rplT//flhC//dgcT//aer//zapB//spy//pstB//slyA//gloB//cydD//yiiE//gadW//mdtG//murD//yphB//yihV//yjcS//ghxQ//azoR//malQ//ytfQ//ribD//yjfF//lpxT//ypdB//hmp//yjjV//cobT//ybcQ//yhjC//trpR//ybiT//nemR//yhdH//gfcE//citE//ppc//ycjP//yjjB//yagI//ybaE//chaA//pfkB//pheM//nuoH//ldrA//dinB//rfaC//livK//mraY//pyrD//lrp//rlmL//alaE//pgaC//yhgH//yejA//dacC//nrdE//putP//glgB//codA//speE//phnH//ygeV//thiE//potE//proB//hdeA//yciV//rpoS//narG//rfbD//infB//birA//ybaO//rnlA//mltA//blr//fabB//barA//ycfJ//ypdA//rbbA//bdcR//narI//yfdR//rho//queE//zur//yqeF//yhaJ//ygiW//betI//eutR//higB//eutK//obgE//sdiA//cobC//ynaE//yddL//copA//osmC//fetB//aes//rffG//rpoH//cheB//aroC//ptsP//ynfF//lgoR//recB//ycfL//ytfE//rlmH//elfD//yehP//pheA//lysA//msrB//yeaV//artM//yihW//yfaU//uvrC//pflC//waaC//ravA//ydaC//tsf//coaD//yfeX//cdgI//yjfF//rhtA//sulA//dam//dgoA//rbsK//eutR//selU//rsmE//gspI//rsmC//pdeF//ydfD//cusC//rfbC//ypdC//caiT//ygaV//yhdX//uhpA//ypdI//atpA//gatA//dadA//lepA//gadB//napB//slyA//pspC//acrF//hokB//nrfB//nrdA//tabA//lpxB//lgoR//glsA//ahpC//tusB//mazG//dsdC//pldB//metG//ddlA//narZ//dmsC//orn//trmH//frlA//fdrA//rpsI//prc//slyA//rsfS//cnu//cpxA//sstT//nimT//nuoE//dnaX//rclC//ykfI//yadI//ycgB//cpxA//nsrR//folP//panF//ligB//bepA//frlA//srlR//uvrY//aroP//luxS//kefG//hscA//fecA//proC//uspF//nrdB//mdlB//thiP//ybdN//lolB//aes//degS//clcA//metG//ygfX//mutH//mrcA//recG//ybfA//rseC//xerC//exbB//paaC//npr//btuC//phoA//pstS//dacC//sapA//mdtE//ravA//betB//ade//fumC//cysW//hyfC//ycjP//erpA//gspI//ftp//lldP//rep//agaD//ybeY//cbtA//dcuD//metR//hisS//holC//ydhK//cobU//mcbR//ilvB//napF//selD//ygcW//pgsA//znuA//ycfL//rplR//cyoB//yafN//yceO//yhdW//narQ//ptsG//fdx//ftnB//yieF//mtnN//pykA//ilvL//dgoR//ais//yehT//ppiA//mhpB//rtcR//relE//fhuD//dxr//bglX//yqeG//nsrR//lptE//dtpA//mgsA//setC//ackA//fimH//glyS//baeR//yqjI//ompN//rlmN//rpsN//cueR//purR//sanA//dedD//nrdF//ompC//waaY//astC//yihV//mtn//ldtC//phoR//yjhB//ade//clpB//rmuC//fadD//sufA//fes//patA//nrdI//lrp//rseC//yjjX//cmoB//glpT//ilvA//hslV//lysS//yraH//yefM//trpE//asnA//tgt//ybjL//rluD//ugpA//trxA//nagC//aceB//panD//trkH//fabD//dhaR//serB//eco//slyD//argT//umpH//tilS//cyoE//paaA//frmA//yceK//cynT//idi//ubiA//queA//tauC//trmH//yhdH//pntA//gspE//yhjX//sbcB//pabC//pstB//ghoS//yggE//ybcC//rsmB//maoP//yjiR//rusA//ribF//nei//fadR//glpX//cas2//hcaE//puuA//yqiJ//purB//tolR//nanE//rimJ//paaE//phoQ//rplY//kdsA//rluA//panE//yeeO//pncB//yoaB//ybcJ//nfuA//hokE//mhpR//kdpC//xylH//abgR//ahpC//lapB//hybF//murE//rpoE//nrfA//uxuA//pflB//cca//xerD//alr//hyi//fepE//cheZ//ilvD//rfaQ//dapD//rzpD//yoeB//ribE//metE//phnL//yraI//ynhF//feaB//lpcA//phoQ//yejE//spoT//fabR//tusC//lldP//fliZ//ampH//ogt//ftsP//yfiC//fmt//kdpF//fabR//opgB//ftsZ//yqgB//hofP//dhaR//yccX//proQ//rlmH//entA//epd//ydcS//uacT//msbA//rssA//hslU//ycjQ//yhgH//rhtA//uvrC//abpB//tdcC//yjjQ//rfaG//ubiG//csgA//ccmC//yggE//fmt//tpiA//tsaE//pdxK//cspI//glcA//fabD//pck//evgS//yejF//gltD//mglA//rhtB//ydcR//ybeF//opgG//entE//rayT//waaL//hybC//gadC//nrfD//trkH//yhfS//arsB//mgsA//yieE//frmA//yehA//tdcB//ygiB//dmsC//rfaB//yajL//
GO_0034644_7	yjbB//aceF//
GO_0034645_5	sfsA//puuD//cvrA//allD//yafC//glnS//cadA//ygjK//murP//frvB//yphF//rhlB//hemC//pyrE//rlmB//lgoT//mscM//tdcC//metQ//nrdR//nagD//yfaE//ubiH//wzyE//cydA//fruA//rspB//prlF//dtpC//bcr//fixC//pepN//tsaD//yhaM//btuR//yhaO//intZ//purN//gltX//ribE//pheP//thiE//alaC//lsrD//rpnC//pinR//cpdB//zntR//cirA//hofP//yqiH//flgA//yaiP//ascB//iscX//sapB//cof//glnS//rhtB//mdaB//thrB//metR//ompA//rlmI//glsB//yfiC//phnP//mqsR//potB//rpmE//nuoB//gcvP//yhjR//mglA//torS//menH//tsx//acs//mcbR//mltC//ralR//kdpB//yehZ//citG//mrdA//ais//arcC//nei//pta//rplM//fabH//relA//trpS//ychH//tehB//rimK//yfeO//ybbN//fumC//yagG//ygcO//elbB//ubiB//frdC//eutN//murF//yihI//ybeY//eutD//phoQ//rclA//lysP//bcsA//ygeA//trkH//kefB//paaB//yqeG//insB-2//ydjM//serC//hslR//yidA//mrcB//cysI//lrp//rplL//ynfF//xapA//ymjB//ilvI//nrfB//yjjV//paaE//yahN//ypdF//pdeR//lpxH//ebgR//tar//tabA//htpX//rhtA//dicB//era//bglX//ldcA//srlE//dppF//rbn//cptB//yphC//rpsM//dcp//lsrK//gntU//ydiB//yhgF//ybbW//xisR//ilvH//trmB//eutR//ogt//malF//rep//pdhR//paoC//rzpD//waaO//ribD//pheM//ydaV//yhcH//cyoD//potG//fumC//frvA//glnD//eno//emrD//mtnN//rpsA//nadK//ybiJ//panZ//ybcF//pyrH//rho//cmoM//gor//yadN//yjfF//gatZ//uvrB//rpmB//cmtB//spoT//tsgA//pepB//ydhJ//prpR//yjjQ//ulaB//yiaJ//sppA//eutK//sfmA//fadM//ftsZ//ydfH//waaO//ydcO//tdcA//ltaE//ydcR//hslJ//matP//purN//lpxT//yiaU//tufB//ybaQ//nusG//arsR//symE//rzpD//narX//melA//gcvA//ghxP//ychF//ybdZ//tcdA//lpp//yaiP//mutT//miaB//citE//tadA//nuoF//deoB//ypdI//trmH//rfaF//tdcE//fdoG//atoC//syd//ybjG//purC//intS//treA//pdxY//sspA//yggP//mhpB//ybiT//rlmM//pdeH//yedL//yajL//hisF//yfgO//ymjB//tcdA//napF//ispB//ygeR//metF//gspE//nagC//lexA//ugpC//kbaY//leuD//secB//ftsY//bioD2//mreD//tolB//kefF//rbsC//phnO//rbsK//frlB//mutY//ybfA//groS//ybjN//ascB//mntP//maeA//gmk//uspG//accB//murR//cyaA//zapA//yiaN//insE-1//pepT//pheS//cyoD//
GO_0034654_5	proQ//yfeW//pheM//frmB//mutS//glk//srlA//rcsD//csgG//thiE//pyrG//malK//yfdK//kefC//rutA//ygaV//narI//fepA//ymgC//yhjV//mnmC//ybdR//focA//yagF//fadH//yfjR//uidA//dsdC//trpC//uspE//wbbK//glpB//ccmD//lsrR//recG//yagG//yiaF//ugpA//mdtL//mutM//torS//surA//marA//fucP//mpaA//cspG//napC//waaA//cpsB//yihU//tig//ppiC//hiuH//curA//speF//fdhE//sanA//yadK//thiD//pyrD//feoA//nac//glnL//frlC//cusA//umuC//sdhB//ydaC//yphD//ansA//purU//fruK//lysA//ybdM//mrdB//emrY//orn//yciH//yadK//polA//recC//ydaC//menI//citE//kdpB//glpG//pstB//alsE//napD//leuD//mhpT//yggE//dsdX//ttdR//cbl//flhA//yhjD//xapB//yjgX//dppF//yjtD//allR//puuA//frlA//gltD//rhaT//luxS//acrZ//lpxM//ttdA//dnaA//hdeA//ruvA//dnaT//ybhJ//glnS//yahK//fmt//mdtB//hupB//ydaN//yadG//cas3//chpS//abpA//chaC//argS//rpiB//nrfA//rfbC//aroB//tilS//galS//icd//hipA//mltG//hemF//dhaM//asd//dgoR//cysS//insE-1//ttdB//gnd//bioF//tatA//patZ//etp//ydeE//ygdG//eutD//rpmA//cstA//tauC//sgbH//wecA//agp//greA//nlpE//zitB//yhhY//sanA//ssuA//arnF//yjeI//elaD//adiA//proV//cyoE//aroP//ygaZ//betA//melR//tusA//dcm//relB//ybjD//acpT//ispU//yghB//ybhA//atoC//luxS//ygeR//dnaA//insH-6//bdcA//tcyJ//ygjR//glk//flhA//ydhC//manZ//ispG//ftnB//cobB//hofC//nrfE//plaP//sspB//sbp//exbD//entA//pgaA//corA//ubiE//rhaR//iscX//opgE//yedP//nanK//rapZ//murB//norV//cutA//ccmH//cyaA//citG//yafS//alr//fcl//hipA//srlD//ynjA//gcl//ybfE//recG//tabA//yddL//rutG//phoP//codB//ibaG//secG//waaO//fhuB//xseA//paaB//paaZ//carA//ompN//trpD//lpxP//ubiG//ybdM//ibsB//dauA//fhuC//ycjQ//ilvE//ftsZ//rodZ//cpsG//aroH//mgtA//borD//btuR//narG//glvB//
GO_0034655_5	fadI//yhcF//ycbX//rimJ//lon//cedA//xylE//yjhP//yggF//zitB//mltF//cusR//tsgA//glpB//gmhB//rfaQ//clpA//ttdB//yjhG//hxpB//fliL//mntP//yicJ//nuoI//metH//ptsG//ybhA//clcA//satP//yfhM//mdtE//ygbN//cutA//fimA//alkB//murR//argF//srlR//speG//znuA//mak//yraJ//thiQ//yagE//paaK//gshA//rssA//fumC//aroB//mglB//lacI//tabA//yhaC//rffH//csgD//ompF//ydeE//rnd//dacB//ridA//ynfF//treF//mliC//arcA//hyi//mscS//sxy//mrcA//sapA//idi//yahB//phnO//nagD//
GO_0034656_5	ruvB//cysQ//yeiL//cobT//casE//rpsN//fabZ//uvrA//gadX//lsrK//clcB//mtlD//pinQ//
