#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	arfA//lsrK//deoC//pepA//
GO_0043900_4	exbD//ymjB//yjeH//frdB//rhaM//rhaS//udp//gdhA//tyrA//cysN//rcsC//potI//mmuM//
GO_0043901_5	gcvH//rlmH//bioD//mgtA//
GO_0043902_5	hslU//rluF//
GO_0043933_4	nemA//chpS//hisQ//pldB//mdtA//fabB//purB//ccmD//arnA//sgbE//narX//ybdH//rtcB//cydA//yghB//rlmI//asr//fucI//deoR//fadA//pck//feoB//rraA//yehY//lplA//eutK//ygjK//tgt//sbmA//moaA//ldtA//rlmE//frmB//cspD//cmtB//ppsA//dctR//thiL//selB//bioD1//wzzE//afuB//rpiB//treR//ssuA//torY//ynjA//yejB//gudD//lipB//gntK//bcsA//ycfH//argR//citC//yihR//pepB//ibsA//yeeA//dtpA//kdpA//thrC//ygeR//tsx//mqsR//appC//murJ//rpsJ//kdsC//yiaF//metI//potB//ytfR//gcl//tar//yfcV//hscB//hscA//yhdH//ftp//metL//nanC//serA//yfcA//udp//hyaD//ybdO//nei//sxy//pldB//yfiE//cusS//rcnB//holB//sgbH//narI//pheS//cyoD//btuR//priB//
GO_0043952_7	aceF//xerC//hpt//xerD//rpsA//
GO_0043953_7	glpR//proP//insE-1//cysK//
GO_0044003_5	cysI//ffh//mak//yciH//
GO_0044004_6	uspF//ddlB//rapZ//csgF//
GO_0044010_5	tsr//gatB//hslO//ralR//hyfR//yhdZ//crfC//greB//glnB//opgC//glpX//rimJ//eptC//rof//lpxM//allB//galT//galS//mltA//ydfG//rhaA//purL//wzb//dpiB//hybO//abgA//ybcQ//clsC//hyaC//hmp//
GO_0044011_4	yghW//rpmH//paaA//fre//narI//tcyJ//murD//lsrB//
GO_0044036_5	pckA//iscU//crp//yagJ//mlaB//bglX//fepG//ssuD//rpiR//hipA//deoC//fkpB//yfjR//sucA//melR//glpG//metF//sppA//evgS//pinR//mutS//gppA//kefB//envY//rplF//ghoS//murI//smpB//pliG//yfjV//fic//creB//tusD//idnD//yghB//rplF//asnS//tktB//fes//cstA//entA//paaE//bcp//mngB//lpxP//recC//dkgA//
GO_0044038_6	mntH//ybcM//lyxK//trmI//yaaU//prmA//fre//elaA//ghoT//hscC//yebZ//yfbS//ompL//cptB//frlR//yfiR//rplI//ldrA//lpcA//uhpC//ydhJ//rpmB//kdpC//rsmH//tolC//nhaR//rsmD//ygcW//aes//rcnR//kgtP//rfbB//ccmG//htrE//uhpA//rfaB//yidC//rpsQ//arnT//ttdR//chbB//fucI//aphA//
GO_0044042_6	ydhJ//rlmI//sbcD//trpB//rlmM//cas3//queA//syd//pppA//kdsB//dacA//mscL//ybgI//dapB//holC//nanR//gsiB//ibpB//bdm//yadK//rplO//
GO_0044070_7	proS//gutQ//matP//yidR//
GO_0044085_3	sbmC//rpsT//yiaO//glrK//ligB//trkH//uhpB//serC//hda//cusS//grcA//trpL//nfsB//amiD//gloB//waaB//trmJ//ispB//glsA2//
GO_0044087_4	murF//nanE//yraN//frwC//rimI//rutB//moaD//yjhB//hpt//aroP//paaA//dmlA//insH-5//acs//yegT//xylR//murA//treF//zraR//waaY//setB//ribE//frvB//serS//yjiX//purB//yhaC//waaQ//menF//uxuB//argK//cspB//udp//ldrD//
GO_0044089_5	yhdW//yddM//rbsC//ftsW//ynbC//cmtB//tabA//trmH//agaI//sdhC//yrfG//mmuM//yhaJ//
GO_0044092_4	uspF//dppB//sufC//mntP//ydiF//yciF//acpP//nirC//lsrK//livM//tcyN//wzyE//cedA//insI3//ycfJ//mhpA//basS//rplP//mreC//chbB//hlyE//chbC//ibsD//iaaA//dcd//aceK//scpB//yhjX//recG//yjjX//acnA//ravA//gppA//ruvC//yjjQ//hisG//
GO_0044093_4	galR//fabR//cnu//mdtM//fkpB//lpxM//bluF//pinE//dauA//kdpD//waaB//dinG//rbsK//fadR//opgE//yifB//rbsA//dinQ//cof//ubiI//rplF//folC//puuP//yejB//ghxP//mdfA//rraB//
GO_0044106_5	glpD//smrA//yiaL//argS//yqgF//ygjH//sodB//nsrR//mltB//cdgI//mqsR//cmtA//mntP//yfaU//crl//pyrG//hslV//pdxY//elfD//nfsB//dppC//thiL//ldcC//ygaH//norW//priB//insI-2//
GO_0044179_5	ymgF//
GO_0044208_7	pabC//
GO_0044237_3	aroF//malZ//yedL//menH//fryC//fadA//recJ//gstA//ibsA//etp//gatD//csdE//macA//ytfP//ompL//mdfA//ligA//ynjA//mug//insI-2//zntR//rfaD//trxC//ynfL//bdcR//hscA//nrdD//nagB//aroP//ssuB//mhpT//dicA//tdk//nanK//nmpC//fabH//rlmN//holA//menC//accA//trpL//intS//nlpA//mntH//torA//gabD//rutA//ygfZ//metN//ptsP//yfaL//yjjQ//ilvD//hybE//envR//coaE//yhhY//surA//gltI//mukB//tdcB//recX//yajD//ypdB//aroL//slyD//yihV//nfi//rutF//emrK//dsdX//atoS//cheZ//kdpE//csgB//fliL//yihX//cysU//aroP//rfbD//ynfF//lpxL//guaD//tehA//lpp//tcyP//fadB//rutF//der//fimZ//ykgO//hldE//rlmL//rplD//hisC//cecR//insI-2//rne//rpsT//ppiC//dacC//murR//pncB//malG//argE//yggW//yjjU//dppB//yidE//pabA//aslB//fadR//potH//cysW//rihC//appC//yafS//nlpA//dnaQ//fruK//citE//rnc//npr//cheZ//essD//pepT//yaiV//ribE//yjjU//ygjR//selB//yjbH//melB//ispF//mtgA//wzb//dapA//ssuD//ptsP//hslR//ihfB//fimF//yahK//yhfS//dbpA//nikE//ydjM//tldD//fucK//cstA//obgE//tyrS//queD//paaE//mocA//hda//rnt//tehA//rfbX//ydaC//rpnD//ghoS//uxuA//lysS//dgoK//cstA//nupG//ubiC//tilS//ycfS//thrC//yehD//pgm//lysS//phnC//zraR//yadN//hcaC//yehB//cadA//lrp//rhaR//ycbX//dtpD//ynjD//thiH//sbcB//ybdR//flhA//lsrB//nfi//pgk//yfeO//ldtC//fliZ//tnaB//recC//nagZ//hypD//exuT//yfjR//ftsX//yaaA//pfkA//tolQ//zntA//ispG//dtd//ubiX//dppF//yfdG//moaE//spy//yheT//guaD//rfe//gltD//ybiJ//yphC//trpGD//wzyE//cirA//rhtB//pepD//atoS//feoA//srlA//ulaG//kefF//yceK//fimZ//rpmA//arfA//murB//rnc//bglF//deoR//ydcP//feoC//alsA//moaE//rplI//ydiZ//sufD//ppsA//xthA//agaS//pflB//yggN//hypB//sbmC//yjfP//ymgC//hipB//ghoS//betB//menF//yjjG//yidH//cdsA//mdtO//dnaN//yggT//rmf//rluF//mlaF//preA//ydhC//rutB//tusB//fdrA//setA//mnmE//tatD//ulaA//ftsL//yjcE//gpp//queG//ydhQ//yfdO//exbD//sgcC//yccS//dacD//asd//fdhD//hemG//mglC//gshB//nemR//ompN//csdA//dsbG//rpnC//focB//yedL//yraK//frlR//cpxA//casD//glgX//lptD//yafN//dsbB//potB//recA//pstB//viaA//perR//adiA//ftsY//chbF//queC//aer//pdeL//ftnB//aroP//flgJ//trpC//mnaT//yieH//selD//hofO//ileS//chaC//znuB//rplJ//zapA//hybD//gnd//tnaA//rcsA//rcnB//dinD//cobT//opgB//hyfA//pgaC//fixC//glmM//fepB//glpD//guaC//yigB//mltB//pinR//yafN//yagF//aroD//cheY//yahI//gltX//umuD//iscS//sfsA//recJ//rnd//dcyD//aceA//yadG//arcA//atpE//lacI//msrC//hisA//yadV//carB//asr//yciG//rimO//cra//agaI//phnG//ruvA//glnQ//cynX//tdcA//flgF//dgcQ//sdaB//tomB//chbB//tar//melR//rlmE//artQ//yibH//yebG//cysP//yafE//hdfR//yihS//rclB//bdcA//trmH//gloA//yedX//argG//truA//torA//chbB//yhjG//yghW//rcnB//rsmC//preA//argE//yihL//zntR//folA//rapA//topAI//tehB//ytfP//dicB//malE//raiA//adiY//macA//rpsQ//eutD//cdgI//yhbQ//nuoL//kbaZ//yfgJ//hrpA//agaC//obgE//yehT//dinQ//cho//plsC//ydcR//trmD//rplR//ubiD//cpdA//sanA//dkgB//insI3//sucC//ydeE//topA//wrbA//yidA//ldrB//kdsB//exbB//glpT//dnaT//araD//qorA//tap//orn//minD//agaI//yfjV//mnmG//yehT//pheM//ibsE//yihX//mtfA//bglX//moaA//torA//ftsP//frwC//opgB//shiA//cspI//yehY//yhdZ//hofQ//yfiE//feoA//ttdB//mdtE//panF//dosP//ccmH//pdxJ//mutY//rplA//agaD//hemN//yrbG//allC//cobT//ilvD//ldtD//ybhS//btuB//yccS//mraZ//ybiH//minD//ykfI//nudF//ynbD//nei//xapR//yafQ//truA//mukB//ulaR//nanC//pflA//rpoD//puuP//yhjR//yqeA//aroL//folE//yedL//yjfF//ilvE//aceB//nudC//secE//sgcX//elaA//yggP//mcrB//mdtI//appA//rlpA//sfmH//lgoT//cyoB//rtcR//tgt//rng//paaE//sgbE//norW//dgoA//yeaK//yeiL//phoP//hisF//plaP//oppA//pyrG//smrA//blc//mreC//nusA//hycB//rnhB//manX//glnE//uxaB//aqpZ//ycgV//cysB//cynT//cyoB//hyfA//yifB//entB//lpxM//mdtJ//selA//guaD//sufC//tcyJ//yraH//rzoD//rseC//potD//adhP//rlmL//xerC//prkB//yqeG//curA//sufE//glxK//gloC//bglF//ygfA//nrdR//napA//rhtB//rsmH//emrE//rzpR//hdeD//hisG//ygeW//iscU//tmk//dpiA//rluB//lplA//glsA2//btuD//entD//gstB//fimH//topA//folD//narJ//ldtE//thiM//casE//paaK//cas2//yfcU//rhaM//hcaF//lldD//kdgT//yeaV//potC//hcaF//bacA//rlmC//trg//csgD//etk//diaA//rnt//hpf//hda//ftsL//yqjI//lolC//yedP//rlmG//nrdG//mdtD//rhmD//yddM//narV//ybfE//serC//yjiA//cydA//speE//ptsI//rdgC//yafO//yjhG//bioH//rppH//yghO//narL//yddA//lsrA//yfgI//metF//ydiP//bioF//gltS//insH-5//purL//surA//dam//glgS//deoR//dgcJ//nagB//fimB//nagB//lrhA//nudF//adiC//malX//bioD2//holC//kduD//sxy//ldtE//yfjV//coaA//gsiA//moaA//caiB//ldtC//tabA//puuD//dhaL//mscK//mak//rbsC//tolC//rpoS//ybjI//hemE//ygbI//tdcE//yccX//frc//marA//prlF//fumA//pspD//rhmR//ydgA//rzpD//glsB//ycdY//sucC//ygiV//hyfF//kdsC//rseP//rna//cobT//rsmH//elbB//cspG//rfaD//tufB//menF//ygiS//eptB//murB//yedX//yhhY//yjcO//yiaJ//murP//topB//minD//gpsA//prkB//paaB//nupC//bioD//potC//tyrR//focA//etp//ygjH//tpiA//rbn//rbbA//araB//sdhD//msrC//ytfQ//glnL//aroB//lysR//yeaE//sfmA//frr//plaP//rtcR//yehU//yedL//sgcX//abgR//rclR//ldtA//rbn//acrB//purU//rpoD//msrB//rbsK//ftp//ydiZ//yciA//mcrB//pdxY//agaS//dcp//pdxH//atpB//oppC//bioA//rfaG//ftnB//yphC//yhbQ//glrK//rbn//yhgH//idnO//ydiV//wecB//bioA//miaA//ftsB//cyoD//ycfJ//nrfC//yhbY//sdhB//macB//ftsX//ltaE//cmoB//mngA//csgA//gspF//paaE//ydcZ//nudB//torR//deaD//rnhA//tcyJ//srmB//nagZ//rhtB//solA//deoC//chiP//alr//mnmA//argK//rmuC//csgF//glvC//yoaB//ubiC//xisE//plsB//flgK//etp//ghoT//yhjD//dsdX//nadC//hha//frmR//dgcF//ybhI//trxC//yobA//ybaM//gldA//gcvR//gcvT//mtlA//narX//gltI//lgoT//ftsZ//chiP//viaA//yggW//caiB//hypB//metB//gmk//sgcE//ttdB//mhpR//lapB//murC//ybdO//cysE//tmk//rihB//tdcC//nanR//cpoB//ymdB//ypjD//emrD//rplP//hofC//dppA//bhsA//allB//hcaD//argD//tomB//mmuP//btuC//gloC//ygfZ//gspE//rhaD//opgG//ivbL//thrS//yahN//waaO//ydbK//dacA//rfaC//ybeQ//yeeL//mqsA//rhaM//ybcL//pliG//acs//macB//yhjG//yqhC//glpC//xanP//ybhI//paoC//guaA//rpsP//ravA//hisI//rplI//hsdR//galE//rarA//fryA//yabI//aer//xylB//xisE//tyrB//pspA//moaB//rplD//ybhR//yaaJ//yadM//recN//guaB//gadE//ruvC//ldtB//ybaE//argK//ybdM//moaB//nikC//bioA//recX//ymdB//ligA//queC//ybiV//recJ//mak//rarD//adhP//yphB//yggT//sxy//nrfA//trmL//tyrR//mltC//ubiD//rpiA//ttcA//yqeF//hypT//torC//yejF//nuoM//topB//adhP//yqeA//udp//rbsB//tcyP//queA//sdhD//insA-2//phr//yfcQ//sugE//xylE//otsB//yedX//trmD//glyA//cheW//proV//tatB//ydcZ//phnC//nikC//wcaC//rnlB//ydhK//pgpB//chpS//amyA//dfp//yceD//ada//rseP//deaD//tisB//sad//dusC//hcaF//nagB//cheA//pliG//tatC//treR//yqcC//ypdB//paaD//osmE//torD//lepB//glsA//pspG//rluF//rfaQ//bioD1//lepB//maa//hofN//tmcA//ycjQ//ptsI//yagI//sgcB//emrB//ygaZ//elyC//rpmH//acpH//arsC//rplN//yegV//yifB//yjiM//thiC//sufD//acrR//phnM//efeO//ypdC//cysP//agaR//acrF//hisA//queD//holE//hldE//fimG//alr//proS//thiG//gabD//abpA//metC//ttdR//pgrR//crcB//malK//tyrR//galU//yfbV//aroE//nth//yhcH//cedA//bcsQ//fur//galU//ydiF//mcbR//mraY//guaC//rplQ//rodZ//menC//tig//mutM//cpsB//araD//narL//hsdR//yqeF//glpA//nagD//eno//mlaB//bsmA//hns//gcvR//ppk//udp//queD//potI//serA//ybaE//pgaD//wzzE//ychH//sppA//lptC//trpB//alsE//ldtE//hofP//dacD//lolD//cusA//ycgB//atpF//ftsK//yeiL//caiD//dacD//alsC//insH-6//mukB//proC//yggF//mepS//dgkA//rusA//insE-1//yceD//yjgX//pncB//caiT//ydcT//gpr//aceB//gntK//sanA//setA//ansB//btuC//entF//tatE//csgA//queA//sgbE//hscC//hslV//nuoF//rplL//pliG//malS//feoC//hdhA//bioD//clcA//yjaZ//lepB//lsrA//insH-6//pdxH//rluB//priA//pheM//yibH//xylH//gfcE//phoU//nanT//ahr//argE//rhsD//norV//rof//sgcA//srlD//pckA//hyfF//adiC//tamB//yhdW//zupT//mfd//fdhE//dxr//rplT//yneL//yhgF//mutS//mdtO//csiR//rbn//araD//uxuB//yfcQ//sohB//gadA//rlmL//yqhC//nrdD//galE//ftnA//ycjU//rspB//fucO//ghoS//tmk//pinR//crr//tsaD//eptB//phr//araH//pgaD//acpS//cheW//aes//yafO//folP//gatD//oppA//recN//dgoR//glcF//tig//qseB//rfaD//atoB//dsdX//carB//glnS//amiC//yedF//proQ//recR//recQ//menB//rng//rfaC//lgoT//arcA//fimC//fucI//nagE//metG//yahF//fecD//uspE//rlmI//fbaA//rfbC//rdgC//ydjJ//dgt//ddpA//rluF//cadB//kbp//elyC//yfdG//lptB//kefG//abpA//ldcC//bamC//nhaR//sgcE//cecR//recX//ilvL//puuA//yihO//uxuB//fhuC//ycaO//hexR//hofO//hycB//valS//gntT//glcA//flgK//mdtO//hybO//narZ//cmk//chaA//higB//holE//nanK//argF//dnaX//plaP//panZ//yqcG//ftsW//nmpC//rhaA//rhaB//fimC//ykgM//thiI//gpp//eptC//eptA//apaH//pmbA//murE//ydbD//ykfM//cydD//pabB//kilR//yfhH//frlC//proB//ydaN//fiu//bglB//ytfQ//acnB//eamB//tatB//yoaB//hrsA//gntR//yfaL//mntP//fepC//ynfF//fre//yphB//yhjR//argS//pnp//cusC//pitA//znuB//gloA//ybcQ//pykF//frmB//parE//rpe//orn//tyrR//pdeL//ung//menD//rutF//paaB//ilvB//srlR//yjtD//bipA//mreD//fimD//purD//chbR//kdpE//folA//intS//etk//flgA//agaI//recJ//ybaK//yjeI//crcB//map//rcdA//hslJ//paaB//yraI//ruvA//rhaD//sufA//lgoT//yiiD//yihI//fmt//dctA//flgE//aldB//srlB//allD//ftsQ//sthA//xapA//sbcD//gcvA//mdoG//decR//fruA//pepA//seqA//cpsB//mnmA//yjiQ//sfmD//rsuA//pepT//mlaB//rsmD//recB//accD//lplT//ycjU//chpB//trmJ//ygaZ//rplP//accC//purF//araF//preA//grpE//ubiE//allR//preT//apaH//rhlE//parC//mdtP//moeB//hiuH//ghxP//phoQ//mdtO//kbaY//folA//trpE//cvpA//lysR//nlpA//kbp//tpiA//yddL//secA//trpE//garL//yqiH//tehB//cheW//torC//treR//rfaD//rutE//sgrT//nagZ//gshA//osmE//pspC//alaE//prpB//sstT//fimB//patD//mlaD//dacD//lsrR//uidR//yqiH//bisC//gpr//rpsQ//ydjJ//fklB//pdhR//dgcF//araA//elfA//atpA//rlmL//yjfP//fucO//napF//eutD//deoC//opgE//ldtD//bamC//cydB//dmsC//nagE//talB//gluQ//znuB//dgcZ//pphB//fdoG//rluF//sdhC//mepM//hrsA//dtpD//yrbG//caiB//ftp//dcp//dnaJ//dinI//yiaB//ymgC//arsC//deoA//sdaC//deoR//arnE//clsA//rnt//hycB//hisB//envR//murP//metR//ppk//ivbL//puuR//frmA//glsA2//bfr//menC//ymgA//hcaE//uspG//ihfA//ndh//yneL//sdhD//ssuB//insI1//hybF//yccS//fes//ackA//potB//ycjU//focB//rcnB//uidA//chbB//hupA//cysI//adk//yrbG//msrA//ynjD//ydfG//prpR//fliT//rfaC//qseC//cspB//sgcE//tauB//msrA//msrC//yraR//rpsG//basS//yafC//fimB//symE//phoE//lyxK//aphA//recO//kefC//dinI//acnA//cynT//rpoE//ydcT//rayT//htpG//yaiV//adeQ//rclB//xylA//mscK//pyrH//ybhP//ilvL//brnQ//ldhA//glsA//gldA//mtr//pdeL//rfaB//mcbA//rplQ//gltK//ampH//hflC//yhaV//yehB//yiaM//ebgR//hda//ascF//ychH//lpcA//argF//uidR//gloA//recQ//cynS//ydjK//hisG//malF//etk//narQ//gadC//yegV//ahpC//napF//rzoR//aas//glnD//ydiP//nrdG//
