#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deaD//waaL//hslO//fadJ//
GO_0044281_3	tsf//tdcE//cheW//soxR//rarD//elaD//yiaO//cvrA//nrfE//lolD//speE//avtA//nupG//lptC//rfbD//ptrA//insB-2//artQ//thrC//sstT//tsr//yadK//abpB//trmA//yihQ//yjjI//yiaJ//cheA//hypA//napB//ttdT//frlR//yceO//atoC//ydjM//dnaJ//dcd//ftsX//cecR//bamD//folP//rhlB//potG//gntK//trmJ//cpxP//ydcI//ykgF//soxS//dtpD//ubiJ//mnmA//tas//ybiS//tauB//rcdA//cas3//yjjV//frlR//mntS//potD//trmH//narI//dusB//gltX//ybdM//rplE//proA//lldP//alaS//moeA//cvpA//yebZ//phnN//dsbA//yebZ//ydcP//recC//recR//pheT//ymfK//pstB//focA//rbsB//purN//rpsJ//nudB//nrdA//rnt//pepB//mepM//yjiA//rseC//prpD//csiR//ygaH//rbfA//cpxA//yciG//fimC//kup//priB//emrE//sgrR//gpp//tcyL//xisR//yegT//ubiH//hofC//pgi//ybaM//comR//yqhD//ybhJ//chpB//nrfF//fabG//oppB//rhaR//dnaA//ydcM//dnaT//tas//flgJ//recE//ydcZ//accD//ydeO//ptsG//baeR//betB//manZ//yeaG//rffM//ydbD//nagB//hisS//rhmD//ldcA//ycjP//tgt//hcaC//kdpE//clsC//glpD//modB//ribC//mltD//cmk//panE//ruvB//citE//thiI//nagK//opgD//fimZ//rimL//ykgO//lysA//yohD//macB//sfmF//argI//cytR//putA//yjjI//ftsI//tbpA//rlmG//arnF//ccmA//rnhB//fimH//mtlR//sufD//ulaE//fepA//yahN//ybiX//phoB//parC//rplD//psuG//tdcF//gatC//frmA//gatB//ygcR//rseC//ibpA//dsbG//yfgI//ygeR//rfbB//argT//cbrC//sdhA//yeaK//rnhA//purN//bdcR//ybaL//gadB//tadA//yraI//fliA//wcaC//cedA//uxuR//tomB//dicB//queG//tusB//flhD//sufE//yqgB//yaaA//sgbU//copA//xanQ//bglJ//ycbV//glrR//yciF//seqA//cdaR//rpiB//gltB//lacI//dxs//mak//ibaG//selU//rcsA//cysU//seqA//fadB//csgF//lgoD//qseC//osmE//panB//rfaG//yggE//xdhB//metH//uxaC//fabZ//priA//mngB//narJ//arnE//srlA//queF//exuR//kbp//ygcW//fucO//glgC//birA//adeD//citT//nadC//insA-1//kbp//curA//mazG//rfaE//sufC//paaC//mtnN//gluQ//pgaC//hyaC//rppH//lnt//yebZ//flhA//cvpA//aslB//hyaB//ygiV//gadW//cusB//ppx//glcB//plsC//fcl//waaJ//ftsQ//rna//yiaB//satP//basS//fimI//ygiN//fliS//hcaE//mqsR//lon//ydcS//mdtB//rpmA//lolD//arsC//ydfH//zinT//kdgR//menC//tdcA//metL//ydeE//lsrB//cysI//rpnC//gstB//rfbD//cas3//sbp//ygbL//galU//mgsA//trkA//mdtB//rpmH//setB//lamB//lit//fryC//fkpB//bluR//cpsB//hns//idi//udk//hyfF//yibF//mcbR//radA//asr//yqgB//prlC//alsK//garR//yidH//mliC//metK//yhdW//yieK//rdgB//nupX//cmk//asnC//ggt//ggt//paaE//xdhB//fabB//nuoI//qseB//yggT//serC//emrB//yheT//ybdR//ybhG//agaR//mtnN//ygaH//yiaM//wecA//yciG//yidK//panD//pstS//proA//zapD//rpsK//dtd//ybbY//msrQ//cycA//fdnG//yohD//phoP//bamC//vsr//mepA//csdA//parE//mrcA//yneE//ompL//yajL//tusD//flgI//yidD//minC//glpB//rihB//wrbA//xthA//rhlE//frdA//garL//ftsW//fbaA//dcuD//yqjH//mngB//ymgA//tag//casA//ravA//nrdB//rcnR//msrB//yegS//vsr//adeQ//rplS//xseA//tamB//ulaF//yggT//aslB//ccmC//ygfZ//leuB//mngR//rhsD//allC//thiD//ydcP//leuC//potG//fixA//dosP//phoB//mutL//hprR//alkA//putA//lplA//ybcJ//flgJ//yagI//fecB//thiL//intZ//kefC//chbG//ompN//gatC//rutA//yagE//yiaB//prpD//elbB//nuoE//ybiO//kduD//lapA//ubiI//bamE//adhE//yggD//ycjP//proB//flhE//ccmG//ispU//mdtI//grpE//yfcU//map//ynfH//ispG//dnaA//dam//cysK//uxaB//higB//pbpG//gadC//cmtB//lpoB//yciH//mhpA//nlpI//nadA//ydeT//deoD//btuD//lysC//abgR//htpX//spy//cueR//topB//lhr//ibsA//cedA//frlB//yciK//yohD//nhaA//cmk//kduD//gudX//frvB//rpmF//ycjW//yjjV//menB//pspF//ilvI//yhaO//btuR//rpiA//fsr//ugpC//ycdY//glcF//guaA//lamB//acpP//alkB//emrK//elfD//dcuA//prpR//oxyR//yafO//hns//sgbE//flgK//speD//dtpB//mltF//radA//yhdX//polB//gabD//alsK//ygiN//yehW//fhlA//nth//waaP//rcsD//yggX//rssA//add//cbl//tynA//mmuP//speA//pabB//bdcR//pepN//coaE//ftsA//yggW//hemN//torY//relA//nrdH//pdxK//sufD//ytfR//serS//yabI//sfmA//ydcI//glpT//glgP//yjjU//ydjM//waaZ//ybaE//gntU//chpS//motA//glyA//zapE//mepH//glnD//tcdA//pcm//rsmD//dinB//frdB//malP//yhjX//yjiA//putP//endA//gadA//ydcR//ptsI//ftp//lpxB//cadC//ptsH//insB-2//zapE//yjcS//insB-4//yeiG//yfiF//tusA//glpB//sgcB//yjiA//wza//citE//aceA//adeD//yihT//prmB//ivbL//opgH//dcuR//artQ//ade//moaA//msrB//rlmD//dusC//cueO//dsdC//ybjC//frdC//hexR//folX//bamD//kdpD//ynbB//dhaR//pdeK//hybF//ymgA//insI1//yafO//modA//greA//dxr//hyfF//hldE//yggF//alaC//paaJ//yafC//pspD//rpmB//rplS//malI//hemD//aroH//bdm//ygcO//yadM//sanA//yodD//focB//lolE//ydeT//yhjG//ompT//gatA//ubiE//lpxD//rzoR//ybaM//torC//livK//flhE//iaaA//yiaA//ttdT//rpsD//cnu//yjiA//yieL//yehC//torZ//pgk//gltL//dppD//emrY//rnt//ptsG//manX//yqeA//rpiB//ynhG//bioA//dfp//rlmF//mioC//fhuD//ybgI//sufS//efp//ydbK//ilvD//gspF//nrdD//yfcF//yiiD//oxyR//pdeF//yidA//yejF//manY//yidE//
GO_0044282_4	fliT//dcd//satP//udk//ycaN//hybA//fdhF//grpE//atoS//yjbH//tdk//selB//waaU//wcaJ//torA//rimK//sufB//ulaG//rplP//livF//thrA//rluD//fecA//ydeO//puuE//prkB//fepE//umuC//nsrR//fadL//ypdA//murA//frdD//livG//rsmC//rzpR//ptrA//fucP//mgrB//psd//ampG//yddG//pinQ//pdxK//cheW//speF//dapA//pdxJ//folM//mngB//gloC//hemD//ycaO//rpmB//sbcD//ydjK//ebgR//pspF//gutQ//msrQ//hxpA//rfaG//ygjR//tdcD//dcuD//yeaK//ptrA//brnQ//fdhD//lysU//crr//agaC//folM//oppF//rhtB//rlmJ//greA//insI4//iap//cysE//yggE//yiaO//zntR//ileS//secB//cheR//agaB//cyoA//paaJ//dadA//uup//rffM//rtcR//nuoE//uhpB//ilvN//elaD//yoaB//yaiP//speA//flgJ//ybdZ//ffh//livK//rpoE//lepA//shiA//nagC//mukB//tatC//thrA//mdtN//glmS//ghoT//ydbK//yidC//rfaF//kefC//rusA//hisI//wecB//rplY//clsB//ilvD//cvpA//secD//ydiZ//ispU//ndh//yfjR//truD//lrhA//yejA//ampE//ygiW//yhdH//potG//cof//rpsN//aroE//aceB//yqeA//rbsK//ulaR//stpA//tsx//rhaA//nrfG//waaJ//yahB//pgpC//yegT//rpoD//ydcO//tusC//ompW//ibaG//glgB//csgE//fryB//entH//ybfE//fimA//aceA//kduD//emrK//rnc//rspB//lsrC//ubiF//bioD//yfcA//ycjR//mdtJ//ribB//pepD//yhjC//sucC//yjcS//ulaF//srlE//araA//rnpA//mepA//norR//waaJ//yecS//tusE//gstB//ycjW//nagB//glnH//ygcR//carB//rffH//guaA//dnaE//fryC//flgE//tyrA//ariR//rpmC//insI4//dinJ//dsbA//zapA//lsrK//sdhB//xylH//insI-1//osmF//dgcM//casC//lgoD//prs//glgS//moaA//rspB//cusF//recQ//mltA//cusB//yfdR//yajR//nagZ//trpC//tcyP//dusB//ynaE//glpF//alaS//ydeO//wecA//hflC//yedL//pgaB//nuoE//ptsH//ssb//ycdY//yajL//mtlR//yagE//arsR//accA//cpxA//mhpR//glcD//
GO_0044283_4	yhjD//dinQ//yadK//zitB//yhbY//rhaM//rhlB//recR//fklB//yfaU//feaB//dadA//umuD//thiG//nhaR//bepA//dctR//waaU//mtn//glrK//purN//uvrB//baeR//entD//rpsM//rpmG//psuG//yedF//ykgM//agaS//pheM//feaB//ycjY//ldtC//hypE//yjjQ//brnQ//setB//yqiH//yieE//intE//yieK//yibF//ftp//guaC//rffG//yhfK//mioC//pgpB//norR//fimD//birA//fes//elaD//cusF//ynfE//hflK//lyxK//cra//queF//leuS//gatD//hemN//rhtB//aceF//oxyR//mcrB//argI//lpxB//oppC//agaA//glgP//argP//cobS//prc//dld//hybG//mzrA//fucA//rlmA//potB//umuC//dcp//ompC//trpS//bdm//hofN//ghoT//grxD//tmk//nuoN//ybiW//garR//uxuA//adeD//gltP//gatD//tehA//yafN//mdtM//yedX//iscX//eutD//ynbD//corA//ybdG//fetB//dxr//btuD//wza//insF-1//citC//fryC//sgcE//focB//mltD//rutA//yadI//yfhH//ampD//casC//nlpI//yojI//ddpA//hokB//lit//greA//hemB//yeeL//metE//frmB//cbeA//cysN//rihA//ptsI//glxR//ybdM//ygiB//casC//bcsQ//ldrD//yadI//rsmE//kdpD//serB//hyaB//ycgV//yfgJ//ybgI//gpmM//yahI//artM//galE//ybcC//yjcE//rplF//pabC//dcyD//zapB//hypA//aroK//mtlA//pepT//ybcQ//opgG//chbF//ugpC//yehP//trkG//lptD//lpxT//yeeO//qseB//ibpA//treR//yphC//hupA//dcuC//ubiH//alaA//yihX//evgA//mhpT//ydjJ//mhpD//pepQ//soxS//prfC//narX//yahK//yoeB//citT//smrA//glpB//mutH//phnH//lptA//ptsN//lysR//rffT//feoC//narI//yodD//dcyD//hcaC//insI-2//intZ//dhaK//yfdR//yafN//rnhB//fixA//relB//yhjC//ybjN//nuoN//gyrA//degS//msrQ//sugE//yiaN//metN//yegV//nrdF//astB//uhpC//ybfA//csgE//gadB//yfcA//hchA//groL//ompT//fadB//rpmB//ftnA//yobF//dinG//rpiR//pphB//prkB//tig//perR//rpsN//minE//yidA//fdrA//sodB//ilvC//yrdA//rseP//galM//fimZ//yehD//rpmC//ygdG//ydaV//artM//cydC//acrR//ygcR//galF//paaJ//yejF//rpsJ//bamC//tbpA//fdoG//tig//hemE//tamA//gloC//glk//glnK//nagA//rclC//ytfE//lpxH//mntH//setB//lsrG//kduI//bhsA//dmsA//yjiX//
GO_0044349_6	idnD//
GO_0044355_6	hisC//mlaB//
GO_0044364_5	scpB//mdtC//citG//borD//lptD//
GO_0044403_4	priC//yagF//insE-1//puuA//yfhM//zwf//trmA//yhaC//napF//rplJ//ybcQ//fadM//wecC//pfkB//fucI//agaD//glpF//elbB//
GO_0044406_3	scpC//
GO_0044409_6	citC//murQ//garK//shiA//satP//ulaE//acrZ//fabA//
GO_0044419_3	gabD//fhlA//rplD//sucA//malK//iscR//leuB//uvrC//glnL//mhpC//yobA//ydjL//cadB//cysS//nadC//ybdH//secE//lysP//yfeD//osmE//alaE//cpsB//glcC//hisM//flgH//
GO_0044531_5	ais//
GO_0044532_6	lepA//
GO_0044550_4	hofP//atpB//rpmG//nanA//sgbH//glvB//gspE//fetA//cdgI//
GO_0044650_4	bglH//
GO_0044659_7	ypdA//pdeH//aaeB//dnaE//
GO_0044661_7	ybfA//serA//recR//yeaK//
GO_0044718_6	nrdB//prpR//
GO_0044728_7	tdcG//yibT//ccmF//bluR//rbsR//lsrC//
GO_0044764_3	cobU//mdtC//ppx//ydhC//intZ//dctA//katE//ubiE//prkB//sbcD//rimK//malG//manZ//yqiI//qseC//ubiJ//purN//hcaE//chbA//thrB//yiaM//fadK//ybaL//glnQ//fpr//dinG//gppA//clpP//holE//prfB//yihR//araD//yidA//ygiB//dtpB//topA//evgS//ompL//ibsA//ldrB//phr//phnO//dcuR//rsmC//ydiR//yahN//mcrB//dsbD//arnT//pepQ//csgE//glcA//ilvB//nth//yjiX//psuT//yieL//
GO_0044780_6	selU//caiB//hrsA//dinI//glmM//pgsA//nagD//
GO_0044781_5	oxyR//serC//mltA//fpr//glpG//yghG//ykgO//fryB//
GO_0044786_4	eptC//
GO_0044787_5	nemA//
GO_0044872_5	lipA//pgi//ynfH//yggD//lysC//
GO_0044873_6	ydiQ//yphF//waaA//ftsN//secM//
GO_0044874_7	eptC//waaH//bglB//xylA//yagI//
GO_0045004_7	eptA//mdtC//yebK//maa//
GO_0045005_6	ygfI//csiD//hdeA//iraD//ddlB//ugpB//prpR//
GO_0045013_7	gntK//
GO_0045017_5	fumB//yphD//ymfA//yidH//nuoM//rnc//dfp//fecD//yoeB//trmH//clsA//aaeB//ibsB//
GO_0045047_7	ydcT//
GO_0045117_6	tamB//ddpX//tusD//emrE//truB//asnA//ygaV//dcp//symE//eutD//
GO_0045184_4	cysD//tcyN//yhiM//cheW//bglF//modB//pbpG//yafO//rmuC//cspA//ymgA//mltC//fimC//rutR//yfhH//gppA//yiaA//znuA//yebG//dgcM//ybbW//dgcF//lysC//cmoA//ybcM//kdpB//yejF//ybhG//tsr//hiuH//ompF//leuE//yfcA//rbbA//gabP//lldR//oppA//yihP//gltK//rpmJ//galT//glnP//yhjV//msrC//crl//fmt//mltD//
GO_0045226_7	tehA//yibT//lpxD//patD//sufC//pheS//yggW//yraH//wcaC//
GO_0045229_4	yahO//srmB//lsrG//nuoI//amiB//wecC//hemA//ribA//pyrC//cspE//abgR//rlmL//cdd//
GO_0045333_5	hslV//evgA//pliG//mutL//ydhK//xthA//rapA//hcaE//fcl//dapA//rep//purB//rfaE//mqsA//chbG//wecE//yeeL//ybcC//ftsI//dsbG//sgbU//tsx//xerC//ymgC//lldR//paaF//putP//flhC//galU//ycfL//tsr//yfdS//galF//secF//sbcD//murC//lplT//wcaJ//ruvA//sfmC//ygdG//amiC//ybdR//hofN//baeS//fryA//hxpB//dnaX//yhjG//ghoT//yfiF//nagZ//ygaV//sapC//fepC//rapA//rpsS//wza//fabD//yjcO//kefB//ibsA//rfaH//paaK//yfjV//hcaR//phnH//hybD//argE//envY//dcm//gnsB//rlmN//yfgI//
GO_0045337_6	osmC//
GO_0045338_6	frvR//
GO_0045454_4	glnB//ibsC//aroB//aer//yhjA//dppF//hpt//metB//hupA//acrF//insA-2//stpA//grcA//mog//mreC//
GO_0045471_5	prs//murP//accB//
GO_0045717_8	rimM//
GO_0045719_8	ykgF//
GO_0045723_8	argE//
GO_0045727_8	trkG//arnA//gatY//nuoN//fryB//rbbA//rplB//
GO_0045732_7	entA//
GO_0045733_6	ttcA//prmB//
GO_0045740_8	pheM//yaaU//
GO_0045764_7	glgS//
GO_0045786_6	leuA//ltaE//
GO_0045787_6	puuB//
GO_0045819_8	ung//
GO_0045828_7	mug//
GO_0045833_6	guaA//
GO_0045834_6	recA//gltX//
GO_0045848_5	yhjX//
GO_0045851_10	brnQ//
GO_0045852_10	frdC//rbsR//purL//allC//rhaD//
GO_0045859_7	zapD//gutM//
GO_0045860_8	yhjV//
GO_0045861_8	sfsA//hscB//epmB//
GO_0045862_8	uacT//
GO_0045883_5	murA//
GO_0045892_8	tsaE//yraI//ygbM//ycfH//purU//chbR//tamB//hslO//uof//mnmA//yiaF//pepD//ccmG//erpA//ubiE//intZ//gsiC//mdtD//lhr//dcuS//bluF//argE//tgt//hinT//elyC//yaaJ//waaF//ftsL//rplK//aroH//nagZ//ypdF//ompN//envY//wzzE//gltL//hsrA//kefC//ecpR//rraB//uxaB//osmF//uspF//radD//ynfE//acrR//degQ//mdtK//rfaG//qorA//manX//ileS//sufD//mtlR//zwf//moeA//speG//envY//flhA//thiI//ybaT//galP//potH//truC//nfuA//purA//yfeO//serA//kup//livH//yedX//fabA//yehX//narW//yadV//dinQ//rapZ//ybjX//rlmN//rsmJ//sbmC//ftsZ//yciF//rlmC//rpsT//serB//ghoS//nagC//fiu//ycbB//fimA//ivy//
GO_0045893_8	fdoH//ssuE//ftsK//mqsR//yjfP//dacC//rfaD//greB//ybdR//panF//xisR//pdeK//hyfR//yagJ//yegV//yfjR//tusA//rcsD//yggF//epmA//sdaC//glmS//gcvR//dtpD//bioH//waaU//yhfK//araH//acpT//trpS//yhjR//rcsD//hyfR//maa//cpsG//gpp//stpA//hcp//amyA//ppsA//modB//alsC//aslB//cbl//chiP//ispB//rluA//argR//prpB//yihI//menA//mdtP//ygiV//eutA//yagU//gsiA//btuR//purD//rsmC//casE//pitA//ydcR//tdcE//efp//malQ//yiiD//rluD//sucB//yqiI//dnaN//yeeA//add//
GO_0045900_9	ackA//wzzB//narL//cobC//
GO_0045903_5	glk//ispH//evgS//
GO_0045912_6	fklB//aes//
GO_0045913_6	ugpB//paaG//
GO_0045922_7	yhaC//
GO_0045923_7	cueO//
GO_0045926_5	fdhF//dnaX//ycbB//rhaB//gntP//bglB//glgA//
GO_0045927_5	metC//
GO_0045930_7	rutA//
GO_0045934_7	aroE//bluF//yhdJ//glvB//cutC//trmO//fmt//cstA//eco//ppk//glgC//mreC//mdoG//rlmM//lpxC//osmC//manZ//secA//ydjE//insE-1//phoP//yehY//yajO//yjhG//yccA//hcaF//mcbA//trmB//speE//rhlB//bioC//ynbC//prlF//ilvL//yhiM//cmk//hofN//mrcA//gspJ//fadB//betI//trpB//glpC//nanC//opgE//idi//dacD//rof//acpS//holC//bglA//trg//focB//yafC//sucD//hybA//rplL//ebgA//thrL//pykA//yggE//yehT//holA//fimG//yfcP//yidR//tolB//fimI//yehD//dkgB//nupC//hprR//higA//rpmF//cmoB//rhlE//dgcE//yibH//cdaR//hxpB//ibsD//rnhA//gnd//rseB//sthA//fimA//wecA//dps//atoC//recJ//ybiO//tauC//trmH//norR//yfcG//hns//lsrB//vsr//melB//lysR//sstT//yajL//yhaM//comR//
GO_0045935_7	yoaB//bfr//adiY//otsA//dosP//atpA//agaV//ybjX//narH//clsB//yehT//ssuE//thrS//dhaL//ptsG//mrdA//paoC//trpA//cas1//ihfA//ftsK//idnT//xylF//glcC//galP//gsiD//nagE//tatD//yheT//murG//mrcB//puuD//polB//gltB//groS//ycjY//ytfR//ackA//mfd//livK//ygiS//uspC//ilvL//osmE//setC//rpoE//rcsF//selD//rpsA//dapF//yphC//pstB//dicB//birA//folD//fucI//yajQ//fliA//sfsA//ygfI//araD//tktA//cutA//entB//pgaD//potH//ftsZ//yehU//tcyN//ycdX//dppB//fumC//cheW//kbaY//mnmG//agaA//ascF//
GO_0045936_8	phoA//metL//
GO_0045937_8	yibT//aroD//
GO_0045947_9	yieL//dapA//ftsX//yiaT//gldA//rbbA//ydjH//
GO_0045974_8	glnQ//
GO_0045975_9	cyoC//
GO_0045980_7	fepA//
GO_0045990_6	chbG//ygbM//
GO_0046031_8	erfK//intS//yohC//cheA//alpA//uxaA//ndh//rpsO//ubiD//glpT//hflK//dauA//truB//lpxD//lpoA//tldD//rtcB//glnE//yfdG//pheP//atpC//oxc//
GO_0046033_5	glvB//
GO_0046034_5	nuoM//yqeF//patD//yghW//ydiR//argG//dxr//chbR//yohC//gadC//carA//yjcE//argP//yecS//opgB//mipA//hsdM//mdtN//yceO//fdoI//nuoL//fruK//chbR//pntA//relB//
GO_0046035_8	fieF//tus//
GO_0046036_8	fadE//
GO_0046037_8	xylE//pbpC//trpA//tsgA//
GO_0046039_8	hycI//ispB//abgR//gpmA//
GO_0046040_8	pbpG//murD//bglJ//mdtD//nfi//
GO_0046046_8	basS//
GO_0046047_8	lyxK//
GO_0046048_8	cspA//
GO_0046049_8	nrdH//mcrB//dcuD//tsf//ybgI//curA//
GO_0046050_8	xerC//yeeY//glvB//bioA//mog//
GO_0046051_8	hcaR//
GO_0046052_8	ycaO//
GO_0046058_8	betT//
GO_0046060_8	ulaA//
GO_0046061_8	yfjR//
GO_0046070_8	norR//yneJ//
GO_0046072_8	fsr//
GO_0046073_8	ycaO//
GO_0046075_8	lacZ//rsmE//
GO_0046076_8	ampH//
GO_0046077_8	cusF//
GO_0046078_8	aroP//gyrB//
GO_0046080_8	xylA//rihA//
GO_0046081_8	yafC//basS//
GO_0046083_7	mscM//syd//hscB//ytfP//
GO_0046084_6	ydjK//hslJ//
GO_0046085_5	cra//ribE//
GO_0046086_6	ybhG//
GO_0046087_8	wcaB//
GO_0046092_8	cdsA//
GO_0046094_8	gsiB//
GO_0046098_7	csgA//ilvH//
GO_0046099_6	ybjL//
GO_0046100_7	dacD//nadE//thyA//hybD//ypdA//
GO_0046101_6	ade//rcnR//mntR//
GO_0046102_8	exbB//glcE//
GO_0046103_9	rffT//
GO_0046104_8	sixA//
GO_0046108_8	slyD//
GO_0046112_6	rhaA//glnD//mutM//metF//rsmG//opgH//lnt//zwf//hmp//insE-1//chbB//menD//yqiI//
GO_0046113_6	rcsA//waaL//glgX//pgpA//hscC//rhlE//yojI//gpsA//tnaC//flgG//queD//kefC//lpxD//metG//ftsB//yjbE//yraI//
GO_0046115_10	potI//
GO_0046116_7	nikC//atoS//pspG//yfbV//fmt//yhbX//ada//
GO_0046120_7	ppc//
GO_0046121_7	rpmB//hxpA//
GO_0046122_7	rrrQ//
GO_0046124_8	yohD//
GO_0046125_7	tusA//fimE//csrA//
GO_0046126_8	tdcG//
GO_0046127_8	ibsC//
GO_0046128_7	ynaI//aroF//recE//malK//iscU//yehX//nupX//hchA//ilvN//frlB//ycjD//atpB//dsbC//cbtA//
GO_0046129_8	tusD//frwC//arsB//hha//ftsZ//yoaB//
GO_0046130_8	moaE//hicB//
GO_0046131_7	tldD//chaA//cysI//waaB//ubiX//pgaC//yhaV//mlaF//bioD1//kdgT//rbbA//srlE//rcnA//
GO_0046132_8	cpxP//mngB//ghxQ//rlmL//
GO_0046133_8	chbR//srkA//rclA//rsfS//gudP//yhaO//puuB//yfeO//cbeA//
GO_0046134_7	speB//menE//nikR//yahB//rmuC//fumA//
GO_0046135_7	clsC//otsA//uspB//fabI//holC//rssB//hemC//mdfA//ydcO//
GO_0046144_8	flhC//pykF//yraI//comR//deoR//nuoB//
GO_0046145_9	btuD//lsrA//cas1//cbeA//
GO_0046146_5	potH//phnG//
GO_0046148_4	gcvH//purR//dam//arfA//ygjK//yraN//deoA//aroG//gcvR//hybO//maoP//tusD//ynfK//dgcN//
GO_0046156_5	recN//
GO_0046164_5	nikE//ampH//cstA//yedX//rlmJ//frmR//dtpC//paaZ//ycbU//sugE//gltS//crl//agaS//pntA//alaA//frsA//hisQ//crcB//recC//maeA//cfa//fimI//
GO_0046165_5	katE//mazG//tar//dcuA//insF-1//serC//yagI//
GO_0046166_6	nanK//
GO_0046168_6	rraA//hxpA//panE//recG//
GO_0046173_6	yfjV//yggN//
GO_0046174_6	mdtB//gshB//lptF//dgcZ//sfsA//insB-2//yjhG//yfdR//map//hofO//hrsA//csgB//secD//
GO_0046176_6	tdcR//dinI//gluQ//ttdT//rnr//yhaO//gyrB//lexA//mscL//ycjR//bdcA//ompT//nikR//aqpZ//rffT//panE//
GO_0046177_7	nlpD//lpxH//yidR//pheS//
GO_0046181_7	solA//
GO_0046183_7	pdeH//icd//ybdG//
GO_0046184_5	murQ//yqiI//pnuC//ftsW//ybhJ//csgE//radD//grcA//bioA//
GO_0046185_5	nikR//yidD//ydiQ//dedD//degP//minC//cof//glsA//menE//ybjI//nuoG//sdhA//kdpE//mrcA//recT//lpxC//phnC//rpsD//opgD//paaJ//rzpR//yfeW//patA//ybjL//eutA//hcaB//astB//rutA//gspI//frlA//rmuC//nadK//ybdO//sbcB//yadK//
GO_0046187_6	uspB//
GO_0046189_6	mlaE//hns//evgS//pfkA//gsiA//ycbX//fimZ//lsrD//ptsI//
GO_0046196_5	cpxR//
GO_0046209_5	rhtC//pyrE//argO//elyC//
GO_0046210_6	rbsD//rbn//opgC//yjcE//
GO_0046214_6	mltC//
GO_0046215_5	higA//
GO_0046218_7	appA//
GO_0046219_7	bglX//endA//pdeD//ttdR//torR//setB//yjbE//ptsH//adeQ//
GO_0046256_7	aroC//dedD//
GO_0046260_6	yfdO//ftsE//
GO_0046263_5	folP//sgcE//
GO_0046271_5	trkH//
GO_0046278_5	rzpR//
GO_0046279_6	ygaH//
GO_0046292_4	ackA//tsf//rclA//
GO_0046294_5	ydiZ//bglF//
GO_0046296_6	uvrA//fadK//cysW//feoA//mprA//
GO_0046306_6	cspD//ymjB//
GO_0046323_10	tdcB//hemG//ybjI//nfsB//fruA//aroA//
GO_0046324_8	napD//
GO_0046325_8	hypT//
GO_0046336_6	fecC//
GO_0046337_7	ydcM//
GO_0046341_7	ruvB//insA-2//
GO_0046342_8	glnA//
GO_0046346_7	xapB//
GO_0046348_6	yfeD//csrA//xylA//wzyE//rcdA//mtlD//fliZ//pta//yiaB//cusC//yajO//
GO_0046349_6	rrrD//aspS//ybbY//glpF//argG//ynbC//tsaD//
GO_0046351_6	yggW//queE//malG//
GO_0046352_6	ynfL//dcd//yeeL//secM//creB//alsC//narU//nikB//
GO_0046364_5	fucP//lhr//yjjI//eptB//dtpC//mraY//ccmH//mdh//yqeF//ycdX//ynhG//bglF//sgbE//dkgA//
GO_0046365_5	hofQ//rcdA//yddG//yahB//aqpZ//rpsT//preT//cysH//dgkA//yjbE//gltB//potF//lpp//yiaT//iscX//yadK//fepB//ygeA//potH//ydiO//ybcL//ggt//hscC//kefB//menC//rlmN//dnaN//entF//narZ//rplW//tmk//rpsP//rbbA//marA//mlaD//yphF//betB//sufD//rna//opgH//ggt//ynbC//tonB//abgR//rlmN//potC//glnK//yphF//epmC//purL//yjiA//waaJ//
GO_0046367_7	hemN//ydcR//yadI//
GO_0046368_5	rhtA//
GO_0046372_7	yhiM//sbp//bdcR//
GO_0046373_7	rlmJ//sapA//ygbL//
GO_0046377_5	bdcR//cmoM//cas3//fdnI//yeaV//pheS//yphF//holC//ubiH//nikE//rpnB//
GO_0046378_5	sbcC//uspC//rrrD//atpD//secD//hcaT//uacT//fadJ//secA//
GO_0046379_6	dut//ycaN//leuO//rmuC//hicB//prc//nuoN//pepB//nuoL//
GO_0046383_6	yagU//
GO_0046385_6	uhpC//cho//yeeO//yehC//ygcO//
GO_0046386_6	ulaG//waaH//dacB//
GO_0046390_6	orn//arsR//sfmH//frlA//sspB//ppiD//yacG//glyA//hdeA//lipB//ompF//sapB//fliD//rplY//narL//flgA//kdgT//dcuS//gspI//napD//sutR//wcaB//aidB//narG//rpiA//uxuA//aroL//fdnI//kdpF//pepB//ssuC//metH//rhaD//ybbN//dcd//lipB//dnaA//uidA//cheA//mdh//ycjQ//yfbV//nadB//nrfD//hycB//dsbA//
GO_0046391_6	srkA//dsbG//
GO_0046392_7	ydcM//afuC//rseP//uidC//
