#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dpiB//rcsF//yagF//fucI//
GO_0034645_5	ftnA//ddlB//zapE//menD//yqgF//coaE//mutH//hybA//degS//amtB//ybeF//ybdM//secE//dinG//btuD//aceK//arcB//parE//dnaQ//gltS//yagI//ileS//ytfP//sdiA//iscR//garL//cysU//topAI//priB//btuB//moeB//lptD//ybcM//ybiY//thrB//arsC//ltaE//insE-1//rfaQ//mdoD//glgP//ligA//nrfC//rbsR//asnB//glpD//cysH//menF//yajD//holA//hslR//purA//dgcQ//murG//hyfR//ompT//ndh//bglF//nagD//nrfF//hemG//deoC//nagZ//sbcC//argE//uof//serA//yqiH//iraP//skp//rbsD//ynaI//lptF//nuoH//fadH//mtnN//sbcD//yfcR//pgk//rnd//asnS//rplJ//shoB//pyrC//rpsD//cpxR//aaeA//flgC//ybaK//pitB//srlE//hyfA//fadK//glsA2//potD//glmU//dgcQ//nuoF//envC//lptC//allS//yadK//thiI//aroB//deoD//ldcC//trmO//tauA//ubiE//yciE//flgI//efp//ydfD//glpX//hicB//lpp//pliG//kduD//dpiB//rmuC//lrp//ccmG//infC//polA//fimB//glgS//atpG//tusE//dnaJ//ygeV//oxyR//pstC//yhaJ//bioH//yjeI//yqiG//flgG//rplM//tap//osmC//folM//yihS//ompW//dsdC//fumA//aer//cysK//ydiK//ftnA//gudX//yhaM//polA//nadK//yaiW//pgl//cobS//ampH//tyrA//sspB//mioC//dgcM//yfgO//rstB//mqsR//rcnR//glgX//glnS//tolA//bglB//nudC//ltaE//nrfG//dgoR//ychO//cspG//ldtE//torD//appC//malK//osmC//hcaE//ydbD//rplL//cmtB//ftsX//yhbX//cheZ//hypT//agaW//aphA//yodD//rpoH//obgE//tyrS//insA-1//metE//yqjI//lsrB//rbn//fecB//menI//ybiY//ompF//glpK//flgI//ycaN//purD//yiaL//hcaT//pgl//xylA//mltF//amtB//yadG//kefF//yafQ//emrB//lpcA//purU//yajD//alaC//puuC//cbl//rlmC//ubiG//bglX//yieF//lpxT//hyaB//recO//hycI//ybdH//ftsB//nikC//nrdA//yghW//mak//mtnN//rnc//hofM//thiM//ompR//ygjR//gpmA//fadD//aceF//nimR//cspA//srlD//kgtP//aroF//yjjG//pfkB//yceO//rfe//cirA//mdtO//ydhK//yjjB//ulaB//aroF//dsbB//yfcA//rpsR//fadA//aroF//ypdC//hofN//parE//lasT//glmM//fabI//nuoE//nudB//rpsP//ascB//pcm//manA//clpA//allD//lsrC//fabB//yjjV//gldA//mdtD//secB//fucK//rbfA//hisG//sdhC//mdtB//nuoM//ldrB//torR//gsiA//fdoI//hemB//xylR//sspB//focA//ygiB//rplB//gabP//yggN//
GO_0034654_5	ilvN//glmU//nrdB//yihX//fis//aroB//yiiM//ubiH//ttcA//nanT//ybcJ//moaB//pcnB//dmlA//fnr//setB//rpiR//gntT//avtA//ampD//brnQ//yraN//srlR//gntU//fabR//trkH//pspG//phnI//uspC//tusC//decR//ddlA//mprA//yraK//amiC//lpxH//mltF//slt//casB//dcuC//aes//hypE//yihS//cmtB//emrK//rpmG//yeeL//caiT//fau//ydaV//fimD//fixA//ygeV//yjhG//casA//ftsW//pcm//insI-1//yfbR//appA//feaB//ycgV//cusC//glpG//menH//mprA//potF//chpS//nuoF//rfaC//flgH//tsx//lysR//ibsB//pbpC//galM//yraH//rhoL//insI4//potF//holC//mnmC//gntU//puuC//yhhT//tehB//insA-2//sgcR//zraS//rarD//argD//ybaL//ruvB//modC//folX//rdgC//frlB//ihfA//fdnG//crp//eptA//gadC//sfmD//pspF//ydcZ//dapA//ymfK//tolQ//tomB//cynT//argF//ydfD//ldcA//atoS//glxR//bcsQ//wzyE//glpT//hscC//dgcF//nuoL//dhaL//puuD//uidR//pitB//yiaT//sseA//ulaC//galU//oxyR//narH//qseB//rlmB//argP//pgsA//nikA//lgt//ascG//fpr//yidC//pstS//trkA//rluC//yagF//yhbS//pgk//fadD//rpmC//leuE//yehU//clpP//yjbE//yahN//purB//entD//mltA//mdtE//amiC//ycjU//yjjU//pdxK//kbaY//folC//uvrC//sxy//satP//rpsK//asnA//gadE//waaH//srlB//secE//dnaK//yafQ//ynfL//dsbG//yadI//rimP//efp//hisS//yjiY//trkG//cadC//clpA//putP//yjjW//fabI//galS//ybjG//insA-2//msrB//tauA//ydiF//cusC//yiaF//betT//rclA//thiG//rplQ//pdxB//atpA//pgsA//gpp//abgA//iscU//alaA//moeB//uvrB//pgk//yjhH//lsrA//pdxH//ptsN//arsR//chaA//ypdC//rlmH//prlC//ydiQ//lacZ//livH//yceK//dnaN//uxuA//yhbS//nanT//kdgK//flhA//sppA//fau//polB//glgS//entH//dsbG//mlc//ygcR//xylF//sdiA//lysR//ypdF//queD//yjfF//ssuD//rlmH//ykgM//rraB//deaD//yqiI//hofC//mhpR//rbfA//ydjK//rlmJ//patZ//fre//yhcH//folM//cusA//yccS//
GO_0034655_5	selU//rbfA//lapA//sgrT//mutT//mreB//gsiB//yedX//ybfE//panZ//mscL//agaB//clpS//ydfK//wecE//yaaJ//glpK//araH//hslO//rpsE//holA//agaI//pck//ribD//ibsE//acrD//yjiA//glpK//atpD//mltD//murA//ynbB//rppH//nanC//nlpI//rhtC//tolA//nupG//leuC//malZ//sdaB//hycH//idnK//secA//lpxL//sohB//ygfI//mnmA//ileS//amtB//xisE//fucI//yhfK//rlmE//ftsP//ribA//yadN//cutA//cpxP//ygdG//yidZ//yhfS//ubiG//ygjR//fimG//gntK//abpA//gpsA//cueO//apt//rpsB//ybaM//lpoA//
GO_0034656_5	ygeW//crcB//gadX//ahr//glpX//priB//yafC//yjaZ//pflC//ravA//yadM//argT//araE//
GO_0034660_7	ompC//yaaJ//mcrA//trkH//cobT//alsA//hsdM//mntH//yeiG//plsX//agaS//ada//rpsB//fabI//bdcR//ibsD//proV//yebS//ruvB//abgT//yidZ//ytfR//hemD//cspD//mdtN//yejF//ddlA//setB//yfcV//rhaM//rplN//ftsA//rnhB//yaiV//fetB//ydiO//gmd//cra//ghxP//barA//cptB//uvrB//smpB//ydhQ//secM//ubiG//livM//hisG//glgC//proB//nrdD//yjcS//kdsC//pgpA//xisR//rfaQ//malE//hpt//yhhY//dkgB//yhfK//mdtB//sfmH//rrrD//xapB//deoA//htpX//fepA//ygbL//argH//rpoH//nudB//ompR//rutR//ydhJ//ulaD//lptE//yihW//argF//xseA//fdoI//pmbA//artJ//truB//dsdA//yidE//ribB//tonB//arnE//arfA//yghU//fliD//rutC//hfq//ygfZ//envY//rpe//hda//ampG//relE//cdd//ybdR//intQ//sanA//queD//argK//tauC//truA//yhhT//tauC//moeB//ldhA//pstA//sgcC//dnaE//cynT//pliG//nadB//ulaC//hdhA//envZ//pntB//
GO_0034661_7	ibaG//ttdR//relB//edd//
GO_0034755_9	ftsP//chpB//yciK//cca//
GO_0034762_6	umuD//pabC//trmA//ynfK//bsmA//zapC//mtlA//ybhS//
GO_0034763_6	tatA//rnlB//
GO_0034764_6	cynX//bamA//
GO_0034765_7	nadC//fixB//exoX//ybdZ//iscU//csgD//cvpA//
GO_0034766_7	yoeB//
GO_0034767_7	lpd//csgA//
GO_0034775_7	yhaV//bdcR//yfgJ//glsA//insI-1//
GO_0034983_9	lasT//tufA//
GO_0035235_6	rcsA//yhbX//degP//cydB//
GO_0035303_8	dgcE//otsA//ispA//guaD//obgE//
GO_0035304_8	rstB//
GO_0035306_9	waaS//
GO_0035307_9	yadV//
GO_0035335_8	mzrA//ortT//aceA//
GO_0035344_8	epmA//yoaA//
GO_0035350_6	paaB//
GO_0035383_4	rpsP//sdhE//paaJ//zapD//icd//aroL//hipA//yfaL//
GO_0035384_5	sgcE//yqeA//
GO_0035429_8	bisC//yciT//fhuB//potI//cpxA//hpf//
GO_0035433_7	chbR//acnB//
GO_0035434_9	trg//nirB//rraB//appB//exuT//
GO_0035435_9	aroE//pdxK//pgaD//puuA//queF//argR//era//flgC//artQ//
GO_0035442_7	fimD//oxc//yqcG//ybdM//bfr//yciF//sgbH//baeR//rsmI//ycfJ//maeA//
GO_0035443_7	tatE//minC//trpGD//sbcB//galR//pdxB//ycbV//rffC//
GO_0035444_9	yjjV//yheT//glsA2//mdtP//ubiD//mgtA//yciF//
GO_0035461_6	gcvA//yigL//elfD//dgoA//mlaE//manX//paaG//insB-4//solA//csgB//
GO_0035510_7	lptD//clpA//glgB//torA//kdgT//
GO_0035511_5	menC//
GO_0035513_5	yqcC//
GO_0035524_8	rmf//
GO_0035552_6	mtn//
GO_0035553_6	nuoL//
GO_0035556_4	insI3//yceK//lptA//mutY//dacB//phoP//aslB//pgsA//artP//lit//araD//fsr//yejB//sseA//mtlR//yhjD//gloA//flhD//gadE//rbfA//yejE//hupA//nadK//ybiW//flgE//appB//ubiX//yeeY//lptD//lepA//decR//prpD//ascB//gnsB//ibsA//manX//recE//mdtD//qorA//katG//ubiI//yadI//ydiQ//yjiY//zur//srkA//
GO_0035600_8	yaiW//
GO_0035601_7	hybD//rpsQ//yggD//
GO_0035672_6	hemF//rplY//glnQ//osmE//pepD//bamD//rlmD//btuR//ansA//dedD//cirA//ybhF//thiQ//yphD//hns//ubiI//gmk//proX//ygbN//hprR//
GO_0035690_5	ubiB//yfdC//ygjK//folD//yqiH//csgE//acrD//ratA//yagJ//mdtF//sgcC//
GO_0035725_9	aroA//rpsJ//alr//yjjU//yidK//ycaO//hipB//
GO_0035784_9	seqA//
GO_0035821_4	napD//ivy//nuoM//bamD//aidB//
GO_0035864_6	rarA//
GO_0035873_8	bluR//dps//
GO_0035890_5	sbcC//eutR//rpmG//lapB//
GO_0035891_6	yhcH//ydiP//chpB//yadG//
GO_0035966_4	fur//fcl//fadE//mglC//rhlB//alr//gutQ//
GO_0035967_5	aer//dacA//ybiS//fimB//yfeR//
GO_0035999_5	prpD//efeO//hexR//tig//
GO_0036001_7	lptF//
GO_0036046_8	miaB//
GO_0036047_9	lacY//
GO_0036048_8	pykF//
GO_0036049_9	cyoC//
GO_0036088_6	pck//
GO_0036103_6	deoA//rpoH//
GO_0036104_6	zupT//fadR//
GO_0036172_6	pdeK//
GO_0036211_5	wzc//srlE//hypE//dcuB//yjiY//pth//priC//minC//nagE//ddlB//rpsL//holB//ydjM//yidZ//clcA//ytfQ//tusC//adhE//symE//ubiI//kdpD//yneE//hcp//cysI//ghoT//hslU//eutK//metQ//nagA//rodZ//puuR//galM//mreB//treB//secE//rclB//ygbI//rplF//rfbC//entC//rffC//xapR//ogt//uspF//surE//poxB//nikE//gspI//yfgI//artJ//insI4//ydfK//gltP//cnu//gntU//alsA//yccA//atpB//metF//plsX//carA//sbmC//yciT//gluQ//aceB//wrbA//nadD//curA//hemB//fadJ//ptrA//arnF//wzzE//dam//ygjR//ppc//djlC//decR//lgt//ybaM//recO//ydiP//yeiE//fabA//casA//codB//gppA//ycjY//zur//ssuD//dpiB//yneJ//mrcB//secF//dcuC//cynX//yhgF//rpsT//sapC//elfG//cas3//rfaD//mliC//rtcR//rpiR//ttdA//yaaJ//yhfS//tusA//arcB//casA//napF//adiY//fimF//alsB//rpoA//rcsD//thiI//aroG//wcaC//rhaA//recC//lnt//menB//sapF//arnF//metK//sbcB//ccmD//mnaT//fimB//yieL//sspB//pcnB//ybeQ//elbB//bamD//phoU//cysQ//glnK//ydcZ//ascG//
GO_0036214_3	waaS//
GO_0036265_6	ppiA//murC//mltA//ugpE//
GO_0036289_9	glcD//ygfX//
GO_0036293_5	hcaB//nemA//glsA1//
GO_0036294_6	tqsA//rfaD//nemA//
GO_0036388_7	cysM//
GO_0036447_5	dsbA//alsE//fabD//
GO_0036448_6	opgE//thiD//nhaR//
GO_0036460_5	yhcD//exbB//bamC//fdrA//yahD//cydA//
GO_0036506_5	hslO//
GO_0036525_7	fucK//
GO_0038083_9	citG//hflX//proV//fecA//hybF//
GO_0039633_6	hdhA//hinT//atpA//lsrA//
GO_0040008_4	glgC//dtd//uxaA//trmL//prs//napD//acrR//ygiS//insH-6//ybhF//
GO_0040012_4	nikR//putP//dhaR//agaS//hrsA//fimI//mntH//ygjR//sodB//purT//aroG//oppB//thiQ//cysA//
GO_0040013_5	glnK//yhfS//pepB//ydiV//prmA//yjfP//hofM//
GO_0040033_9	tehB//
GO_0042026_4	prfB//gpt//yjcE//atpC//hycI//nanS//bolA//nadB//mzrA//
GO_0042040_7	tolA//
GO_0042044_5	ldtB//
GO_0042126_5	metC//tdcC//oppB//hisS//
GO_0042128_5	umpH//ybbN//
GO_0042133_4	waaQ//yqhC//xanP//intE//yqjI//groS//rlmH//yfjV//hisH//yneL//citX//glnH//rfaH//ybjD//yqiJ//yajD//
GO_0042135_5	rcdA//mcrA//clsB//cyoB//glgB//aceF//bioP//ybiS//ybhA//intA//coaE//gntU//pyrH//
GO_0042136_5	xerC//thiI//
GO_0042150_7	sufE//csdE//aroL//
GO_0042157_5	guaD//uxaC//mutM//ybhR//
GO_0042158_6	mcrB//pstS//yoaB//
GO_0042168_4	purN//dacC//frvA//ahpC//pstS//leuE//yabI//yiiM//trxA//
GO_0042176_6	dusB//glcF//murG//menB//
GO_0042177_7	gadA//sspB//garR//
GO_0042178_5	epmA//mutH//entF//dapD//ydiR//smrA//hflK//mtr//nanR//cheR//curA//envY//mdtC//trxA//hemE//roxA//lipA//recX//fimH//
GO_0042180_4	ibaG//fadI//tldD//yihI//mcrA//mrdA//hchA//gspJ//yfbR//yeiG//ybjG//araD//murP//rplC//gmhB//nrdG//pyrH//yjhC//ribB//dmlR//caiE//nikD//essD//yggN//yqjI//xapA//cysI//kdgT//nadB//cyaY//rodZ//hsdR//lldR//pabB//dcp//yhfK//secB//rcsF//blc//nrfD//hemG//rplP//zapB//rfaE//kefG//hyi//fabA//ybhS//tehA//trpA//araF//folA//lysC//mgtL//aslB//ygbI//ybiI//fadJ//pdeF//
GO_0042181_5	ghxP//yjbF//purA//fecD//yafE//lpxM//yhjD//cyoE//yciF//znuB//nrdR//sfmF//dnaJ//bioD1//yhhY//clpP//atoS//mprA//cyoB//zraS//rpmJ//narJ//rclB//glk//
GO_0042182_5	livM//wecE//aroB//trmO//higA//waaP//mgtA//sgbH//proC//rodZ//metN//deaD//yieF//rhmR//yehW//pgsA//sfmA//sufC//ybgI//ldtD//hyfF//ispU//murF//sgcA//intZ//yoeB//tusD//flgE//pepQ//
GO_0042219_6	holC//potC//yhfK//frmA//aroG//
GO_0042221_3	yajR//elfD//dhaK//ygjH//proA//pbpG//prlC//atpE//ppiC//leuO//yegT//artM//tauB//secD//yhcN//cysB//leuO//msrP//elaB//idnT//yqiJ//srkA//xapR//hisF//trkA//nei//yieF//hfq//dadA//kefB//glnB//dctA//srlA//ldtD//cbpM//fdnI//yejE//htpG//yohD//cyoC//ybhS//cysU//yiaT//deoC//fixB//ymgC//yhhT//gcvP//yjjQ//rfe//greA//yahB//fau//menB//gshB//gcd//hisQ//artP//ralR//ttdB//yiaA//rplT//argI//umpH//hupB//xapB//gabD//fliS//pspA//rlmM//yegS//mfd//tusB//pdxA//ldtC//emrE//agaV//hpf//yajL//chbC//rpsM//ygiS//yagU//rhlE//intF//insH-6//avtA//ychF//pcm//setA//lapA//ppsA//gntK//clpX//hyfC//cheB//hofM//rpnA//rpnC//yrdA//secB//ybiS//insI-1//ndk//aroB//envC//gudD//leuO//ymfK//hiuH//coaA//secA//ycaO//rluC//gntK//dcuB//rzoR//secM//ftsI//yddM//insB-4//tsx//mglA//msbA//yiaT//mltG//mnmG//hybG//pitA//moaE//prpD//fliA//sdhE//yehP//yfeO//ulaC//trpL//helD//rrrD//argA//modA//acs//ligA//glpX//pta//ubiC//accD//ulaR//nlpD//dgcM//hflC//hpt//ugpC//plsX//aaeA//pyrE//topAI//tauC//wzzB//lptC//nfo//gcl//ttcA//allB//leuS//ihfA//mraZ//mioC//glcE//yidL//ilvH//thiI//murE//hxpA//recF//adiC//yagG//cspI//yphD//tnaB//nanA//xseA//accD//yahK//rpsE//priB//ydhJ//hcaR//murA//hemC//ydiQ//bdm//clpB//eamA//yphB//rutB//kdsC//dinB//clpB//cadA//intZ//csgA//ykfI//rmf//potH//dtd//ubiA//pyrD//hpt//bioD//mlaC//degP//hslV//yggW//bioF//ybhD//yafQ//curA//tomB//rbsR//uhpC//katG//ybgI//ybhA//csiR//fdnI//rpmA//lysS//modA//tap//ycjP//ftsI//yjhP//sfmD//pphB//
GO_0042245_7	rhsD//wcaB//yfgI//
GO_0042254_5	uvrC//qseC//hslJ//radD//yiaL//gntU//yfhH//
GO_0042255_6	mdaB//nagB//
GO_0042274_5	pgi//leuO//lgoR//recX//
GO_0042278_6	hexR//garL//surE//entH//yghG//cyoA//hypD//dmsB//leuC//hybG//ybhI//cspC//cpsB//metB//envZ//narH//rstB//iscA//
GO_0042304_7	xapA//murI//guaD//
GO_0042325_8	ptsN//tauC//
GO_0042327_9	mlaF//
GO_0042330_3	ynbD//mutS//tdcG//trxC//efp//menD//ypdB//yaiP//leuO//ybgP//yidC//gshB//xerD//rpsS//emrY//dicC//
GO_0042350_6	preT//
GO_0042351_7	nadA//
GO_0042354_7	lolC//ydiK//ulaE//ompN//fepB//acpS//
GO_0042355_8	treR//truB//acrZ//hcaR//rng//yciT//
GO_0042357_5	treA//ydaN//
GO_0042362_6	ruvB//
GO_0042364_6	mug//ttdT//kefB//yieF//yghB//ogt//poxB//yggN//metH//frmR//pgrR//caiT//dpiB//yjiQ//murE//ccmF//clpS//lysC//ldtD//ygiW//lsrB//sstT//yjeH//gcd//galS//yjtD//yafS//dcuA//waaA//hflX//rfaQ//adhP//idnO//pncB//nrfA//ulaA//uvrB//dedD//sapF//yfeD//tyrS//yjiA//tynA//ybjC//yafE//narY//ftsY//msrP//hycH//menC//fadR//mrdA//wza//dmlR//ydeP//flhA//
GO_0042365_6	frwC//yajL//yohC//hprR//
GO_0042371_7	marR//
GO_0042373_6	narQ//
GO_0042398_6	ycaO//fepC//rplS//prs//wecB//leuA//btuE//secB//ycdX//rfbB//murG//cspI//yqiG//yhiM//maeA//atpE//hcaD//manY//fabB//abgB//
GO_0042401_7	bioF//glxR//yfdC//acs//uvrC//nagC//rffM//sapA//rpsE//yhaC//chbF//fdoG//aidB//ybjG//
GO_0042402_7	srlA//rpsA//sufA//rclB//sdaC//yieF//mscM//dppB//narI//insB-4//tsaE//sutR//arnT//
GO_0042413_6	shiA//fliA//sdhA//proS//
GO_0042430_5	ybfE//artI//folA//vsr//cusA//xylE//yfdR//tmk//udk//cspD//
GO_0042435_6	rpe//nrdH//ynhG//rpmC//dgkA//tauA//dtpB//zapC//gloA//
GO_0042436_6	ycjP//
GO_0042439_5	modA//
GO_0042440_3	dcuD//pstC//yfiR//trpB//nupC//mntS//mrcA//yhjB//sfmD//ybaL//yigL//pfkB//hemG//glnE//
GO_0042443_5	hyaC//cho//
GO_0042445_3	ymfA//yiaU//ydhQ//lolB//sufA//ibsC//gloC//ddlB//nuoF//rpoS//idnT//queE//rsmD//gadA//
GO_0042446_4	rsmD//
GO_0042447_4	emrY//sdhE//groS//mhpT//prmC//yibA//puuD//ubiE//ibsA//kdsD//yihP//sgcB//yfbU//
GO_0042450_7	fimZ//rplP//yhcH//smpB//mog//csrD//
GO_0042451_7	umpH//ampG//raiA//yfaE//cysH//yghO//
GO_0042453_8	yihQ//
GO_0042454_7	dpiB//dsbG//paaE//cobC//kdsA//ychF//bisC//ihfA//sapC//yqjI//aroE//rutC//
GO_0042455_7	umuD//ykgA//hypD//thiI//ybjC//yggE//yhhT//xylA//glsA1//yeaE//purB//frdA//dgoD//cynS//ybhP//ppk//ybcC//
GO_0042493_4	ahr//rluC//glyS//btuR//ubiA//yhcH//yihX//argB//pgpC//ydhC//ynfH//nanK//nlpE//yoeE//sdhB//paaF//iraM//arnA//ridA//yidA//bioD//narI//afuC//yafO//argT//uraA//rcsC//cspE//sspB//pspD//sapF//dcuC//fpr//flgA//deoC//cusF//ahpC//dkgA//ybdN//fimI//cbpM//trpR//ycjD//hypT//argT//tusB//yfjV//ydcS//uhpA//
GO_0042537_5	galS//kbaZ//mdtC//minC//lgoR//slyA//ahpC//aspS//yajL//sdhB//fecD//ynbD//tatB//ampD//abgB//rssA//yqjI//pyrF//sfsA//hyfR//ybhF//waaQ//
GO_0042538_6	ypdC//ygjK//
GO_0042542_5	dinI//yahN//bssR//paaX//mdtB//rcsA//ivbL//nuoF//lpxD//ydfK//hybO//cbtA//aspC//speD//kdpE//tdcR//yggD//potH//
GO_0042545_5	afuB//
GO_0042546_4	ndh//bcsA//aroH//der//yagG//insB-4//malY//bssS//erfK//yneE//
GO_0042558_5	phoB//yraI//uspG//elfG//fadE//entB//yhbQ//mepH//yciF//trg//ycjY//glgX//agaA//tktA//mzrA//flhC//yfcG//ydeM//
GO_0042559_6	nhaB//cysH//priA//lptG//ymfK//wzzB//maa//dinJ//plsC//pgrR//fur//proV//atpA//
GO_0042560_6	dgoT//cheB//
GO_0042592_4	bioA//atpB//glcF//hicB//ascG//dicA//yhdW//ybbW//eutK//dnaC//nth//fsr//rpsH//tsx//yggP//alpA//moaB//ubiC//rplR//hipA//csgE//slt//crfC//rfaB//trmJ//fimD//glvC//rlmD//nrfC//lysS//rfbB//hemN//rclB//btuF//agp//mltB//mdtO//ycjD//thiQ//gpt//trpS//tsgA//mfd//malI//yijO//rpoS//menF//panF//fepB//hofO//ugd//glpB//araD//maeA//agaC//mzrA//ibaG//pepQ//nfi//
GO_0042594_4	katE//dosP//mdtP//ydfD//opgC//rpsN//rplM//pspG//fmt//fimE//lptD//gshA//yehB//elaD//cobC//ygjK//dinG//ftsQ//malF//tap//ldcA//relB//frvR//gabD//ydjL//pheM//chpS//nagB//trmI//eutB//hprS//recX//fabZ//rsmE//exuT//
GO_0042618_5	cmtB//
GO_0042619_6	iscX//
GO_0042710_4	emrE//evgS//wzb//glpA//uspF//ilvB//mrdB//flgB//hicB//hisP//yciT//yfdG//mpaA//fkpB//acrB//chpB//tpx//nrfG//ldhA//srkA//metB//malZ//oppA//mhpB//ydhK//glnE//rusA//speG//gadX//cysN//ribE//pgpB//yajR//mdh//yddM//purA//ribB//fhuD//maa//yjbB//ynfH//ycjD//leuC//hdhA//potH//pyrF//thiP//paaD//yjiR//phoQ//yhaM//
GO_0042723_5	tolA//dgcZ//nadD//fimA//tpx//dcd//rnpA//proW//ivbL//sulA//xylE//menF//
GO_0042724_6	glgA//galE//yejB//pppA//caiE//rpsR//yhcN//relE//caiE//mhpD//
GO_0042726_5	proS//lsrK//ybcC//feaR//atoS//ssb//tufB//recB//
GO_0042727_6	smrA//atoC//eptA//lpcA//cvrA//fepD//malZ//mioC//
GO_0042732_6	fimE//emrB//rsuA//pta//dmsA//
GO_0042737_5	trg//ydfG//ymgF//trpD//yggW//tusC//yjjG//lipB//yieE//ybhA//ubiF//murC//dtpD//yjcS//atpH//ispA//ybbW//lsrG//recQ//acnB//dgcE//garL//hsrA//yobA//argF//yaiW//fnr//alsE//yqiJ//yfaX//yidH//deoR//recE//sdaC//uhpT//panZ//yhaC//menE//speB//ftsQ//fliK//ybhG//hycB//agaB//xapA//mutH//hemA//mltF//ydiO//yhjB//ibaG//metB//ulaC//ilvD//ynaE//
GO_0042743_5	ydiP//yehT//
GO_0042744_6	crcB//argA//
GO_0042759_7	sdaA//csgA//
GO_0042773_6	proX//
GO_0042777_8	dadA//
GO_0042779_8	hemN//
GO_0042780_10	cpdA//mepM//fliT//
GO_0042816_5	kdsB//sgcB//cheB//kdgK//elfA//yneL//holB//ycdY//znuC//
GO_0042817_5	chpB//
GO_0042819_6	mdaB//bacA//cutC//yfiE//ung//ccmD//udp//rsmH//tyrS//
GO_0042822_5	nrfC//wzzE//yfhH//ddpX//yedF//rimP//csdE//
GO_0042823_6	fimZ//dicA//leuO//qorA//glpA//recN//ybcJ//
GO_0042836_5	yfcU//dadA//folD//torI//
GO_0042838_6	pntB//pth//gutM//galP//
GO_0042839_7	crcB//xylG//pdxA//hxpB//cmk//yfiC//
GO_0042840_7	citT//yggW//metH//mgtA//panB//metQ//
GO_0042843_7	hflD//rna//
GO_0042844_7	folM//
GO_0042846_8	qseB//
GO_0042851_8	sfmH//lgoD//narU//sgcC//
GO_0042852_9	fabH//yihR//nagZ//
GO_0042853_9	ibsD//
GO_0042866_8	modB//fadJ//ykgO//relE//dut//yahI//sapB//eamB//lit//intZ//ynhF//waaS//apt//bioA//ybaM//ldrA//rutE//glpB//
GO_0042867_8	sanA//
GO_0042873_7	kduD//leuE//yhdJ//nuoG//torD//betA//mscK//
GO_0042882_10	roxA//rlmE//ompF//
GO_0042883_7	pgpB//mdtA//ldtB//hsdR//icd//betA//phnP//acrD//
GO_0042884_7	secD//rplR//solA//eamA//thiP//xseB//livH//
GO_0042885_8	ndh//
GO_0042886_6	frvB//chbF//comR//fabB//eptA//yghU//narJ//glsA1//panD//scpB//treB//der//sapB//citX//eutN//murE//rclB//rbfA//acpH//artP//cysS//soxR//yhcF//nfi//pinQ//iscR//trmA//fecB//hypC//ydiO//cysB//rhlB//yiaL//oppF//lacI//aer//rlmD//yieH//yfeR//lgoD//ccmC//argT//bamA//ptsP//yggP//rtcR//groS//artM//ubiF//malQ//patZ//nuoI//yciT//focB//fimH//uxuB//ispB//ubiD//yohC//hcaE//yadI//yafN//ubiX//hisP//arnE//hyaD//priC//ybfA//tcyJ//ispU//alaS//caiT//pflB//rbfA//rplW//fabH//xanQ//xisR//maa//agaI//hdeD//gnd//murP//cmoB//nsrR//ydhJ//mgrB//lsrB//
GO_0042891_6	argI//malG//ynfE//ybcC//flhD//dfp//nadC//mcrB//nac//yggN//rdgB//manA//mepA//hofM//yjiM//ynaE//dtpC//fhuF//ligB//yjiQ//ldrA//hisB//puuC//rclA//aspS//exuT//prfA//sgrR//fepD//tabA//nikC//gatZ//
GO_0042906_8	efp//fimE//yegV//nikC//
GO_0042908_5	focA//dgcJ//xylH//pepB//rpmJ//waaF//yibT//dcuB//creC//ttdT//cusS//tolB//opgD//yciA//yfeW//tusB//
GO_0042914_8	lapA//yhbS//
GO_0042918_6	rarD//rluE//ybcL//murR//mlaB//
GO_0042919_6	ybiO//
GO_0042920_6	rpsL//
GO_0042928_7	yidE//
GO_0042930_7	ybhJ//cysG//wecB//actP//uvrD//pgl//queA//insE-1//
GO_0042938_8	proV//sucB//yajQ//ykgF//pcm//yjiR//caiF//yibT//elaA//uxuB//hslR//groS//holB//fimH//ychF//
GO_0042939_8	nanA//mog//hicA//nuoE//ygiN//hemA//adhE//lamB//bamC//tyrA//
GO_0042940_7	rcsF//yiaM//rlmH//dut//argG//
GO_0042941_8	napF//
GO_0042942_6	rlmI//yhjB//
GO_0042953_6	rpmG//yehA//ahpC//
GO_0042956_8	cynX//yojI//yegS//hemD//sfmC//
GO_0042968_8	lit//bioD2//sgcA//
GO_0042981_7	rarD//
GO_0043038_5	ligA//tatE//livK//tolC//bluR//yfdG//ccmG//pntB//yqgF//creC//melB//nagB//murR//glyS//pinQ//lacY//folD//ruvA//aer//rnhB//yedX//ade//malG//codA//yedF//acrD//
GO_0043039_6	waaP//yhfS//yeaV//ydfG//bioD2//lolE//waaU//mreC//oppB//ybhJ//insB-4//trmD//argF//yqeG//yfbV//gltL//yiaN//cbtA//minE//rseC//yfbU//hemG//phnG//yjbF//narP//
GO_0043041_6	glnH//
