#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yjiA//fre//ydjL//fabZ//
GO_0034654_5	pgaC//fabD//yggE//yjjI//ycfJ//ais//rluA//intF//ssuE//cmoA//ssb//ebgR//chbR//yigB//kbaZ//yhjR//ychF//yccX//aqpZ//glnD//mnmA//ymfK//mdoD//mdtI//sfmA//ldtA//murI//hicB//insI3//yfdG//dfp//yciG//rffG//aer//ttcA//hemE//maeA//aroD//rpsR//nrdG//treR//ycjP//kch//ydiP//rlmA//lgoD//def//rph//yidR//cdaR//yeeO//cyoC//pheM//yidC//murE//bglX//rplO//yhbS//elaA//epmC//rsmI//yidK//solA//ftsZ//phnJ//tyrA//dcm//yjeI//cstA//cadC//rplK//fdx//exuT//pnp//cpdB//eamB//gsiB//relA//metG//uspC//yjcS//moaD//fepD//hyaB//uxaC//lysU//trpGD//adeQ//yphF//rplB//dcd//mdtB//mocA//rsmJ//ftsY//rplN//nuoH//opgE//thrL//hypF//ortT//setA//ydiV//aaeA//rhaB//mrp//purT//ymgF//emrK//modA//rpsB//kdpC//uvrC//pckA//yieF//arnA//yafS//insI-1//napB//arsR//yehX//yehU//bcsA//yidQ//ykfI//ybhA//dppF//rpsG//yaiV//tsaE//rimM//qseB//queG//sfsA//fabR//rplP//melR//rsuA//citX//mlaF//bglA//narJ//cutA//yiiE//gmd//opgB//agaC//aroH//birA//rfbC//ymfA//tauC//iscS//ydiK//wza//hicA//hofC//potB//adhE//atpG//ybiY//yidQ//bglX//ibsB//frr//mltC//rfaF//phoQ//ccmH//purA//wecA//aroA//narK//sdaC//nanK//patA//lpxT//caiE//gltI//dinQ//yfiC//flgI//gloB//lpoA//gspI//rcsA//hisI//lysC//ynaI//argB//ccmH//lldD//fhuC//yaiP//ibpA//waaF//murP//mltD//secD//minD//tabA//agaB//mcbR//pta//rzpD//thiG//yiiE//efeO//zapE//trpS//dmsB//yihV//artP//frlC//adhP//hybE//shoB//fumB//rnc//dmsA//gspE//cptB//sufE//csgA//csgG//cmoB//ogrK//ydcI//norW//yhjG//yfaX//mltA//mtnN//yejE//panB//rhtC//sucB//queE//recA//yehA//sdhC//cysQ//yccS//cutA//basS//yjiQ//nrfG//waaJ//rodZ//mlaD//ycdY//eutR//glcB//eutD//flgA//ycdY//fadJ//yehZ//ynjA//
GO_0034655_5	cheZ//rfbD//dsbD//moeB//mliC//feoB//gmk//cysP//gltK//trmH//pdxY//rzpD//trmD//ynaE//cynT//nimT//npr//cmk//trxC//yjhP//bfr//fbaA//guaD//opgG//nsrR//rclC//ycfL//cnu//ykgA//secB//ampD//csrD//purR//mlaE//ptsG//fabB//pdeD//rnlA//erfK//wecA//corA//tynA//hisQ//eutD//metN//hemE//intA//rplK//gntR//thiE//cyoE//slyA//cusA//motA//fdoH//atpH//rpsA//yqcG//gshB//rutC//ptrA//hxpA//mrdB//cspC//lpp//mlaF//apaH//ycgV//nirB//recF//dtd//tnaC//csrA//
GO_0034656_5	uvrY//yfgO//sdaB//gatZ//ftsN//dppA//mdlB//recD//ycjU//rluE//gabT//ybaK//yfhH//
GO_0034660_7	proA//prmC//metQ//rpsS//ldrB//yadN//higA//nemR//topB//hybB//lacZ//xisE//ugd//fixA//yieK//lldP//rhlB//cmoM//yejF//dadA//caiE//garL//garK//fruK//flgD//yiaN//cpxP//glpT//ytfR//alsB//bamE//xseB//fliA//lolE//lsrR//tnaB//mtfA//aceB//zapA//relB//umuC//gcvA//mzrA//dcyD//waaL//frvA//potA//mtlR//opgG//dadA//ydiB//tdcE//phoQ//prkB//fabD//pdeF//cysD//ldtD//ybcQ//yidA//gsiB//lpxL//rplM//potI//mdlB//fruA//phnM//nfuA//rcnA//fadH//yabI//rutR//hpf//dinG//bluR//kefG//gsiB//acnA//insK//ycjR//infC//treR//pyrB//gldA//yagU//cyoC//lrhA//yihL//yadK//yghG//yejB//yciK//yhbY//frsA//mdtC//yqiH//murB//elfA//yqaB//polB//mdtK//csrD//torI//hybE//diaA//hybF//lysP//yheT//pyrG//casE//treF//cheA//yidP//iraM//dppF//dhaL//nupG//fumB//iscR//cpdA//ynfL//selU//
GO_0034661_7	srlR//thiE//recJ//cbpM//
GO_0034755_9	ybiW//ftsQ//fabD//nfsB//
GO_0034762_6	fetA//kbaY//mpaA//sapA//ydiR//gltS//yhbO//oppA//
GO_0034763_6	ygbM//csdE//
GO_0034764_6	yraN//puuE//
GO_0034765_7	purR//cpoB//yjjB//rplC//fabR//elaD//pnuC//
GO_0034766_7	yhbQ//
GO_0034767_7	thrS//gcvH//
GO_0034775_7	cvrA//rfbC//cyoD//frdD//ptrA//
GO_0034983_9	plaP//sfsA//
GO_0035235_6	ypdI//hldE//hpt//nanK//
GO_0035303_8	yeeA//degS//cusB//nuoN//artQ//
GO_0035304_8	mipA//
GO_0035306_9	yahK//
GO_0035307_9	yeaV//
GO_0035335_8	waaF//ddpA//cedA//
GO_0035344_8	rpsA//puuC//
GO_0035350_6	ydeE//
GO_0035383_4	nagD//tnaB//gntK//eutB//hisD//gluQ//narL//arnB//
GO_0035384_5	recJ//ribA//
GO_0035429_8	yfeX//tag//uspF//dgoT//thyA//birA//
GO_0035433_7	argC//ccmF//
GO_0035434_9	cpdB//hemA//yegV//ygiB//efeO//
GO_0035435_9	fryA//trmA//ibpB//sodA//cutA//stpA//kdpD//potH//gsiA//
GO_0035442_7	pspG//copA//yhjD//phoU//hofP//flhE//kefF//ydhK//pntA//hcp//garR//
GO_0035443_7	ydeT//viaA//insB-4//ybcF//trg//ade//edd//crcB//
GO_0035444_9	umpH//flhD//yqcC//atpG//dppD//bioD//ulaA//
GO_0035461_6	ykgA//lpxT//endA//hycH//insI1//rlmH//yfcF//rpmC//hybE//creB//
GO_0035510_7	ghoS//mqsA//trpB//rnlA//yobF//
GO_0035511_5	lpxD//
GO_0035513_5	acpH//
GO_0035524_8	ydfD//
GO_0035552_6	tufB//
GO_0035553_6	ulaG//
GO_0035556_4	glxK//pstS//yjbB//xerD//paaE//yjhB//gstB//gadX//yeaV//rdgC//cbpM//hpt//metQ//pykA//phnM//yjbG//speC//lgoR//yahF//dacC//znuA//soxR//livM//entS//cspD//bioP//yagG//yhjV//mog//yafQ//mgtL//yehP//cstA//cobB//fixC//yqiG//mzrA//gcd//msbA//kdsA//rlpA//mcrA//aspA//ydaC//elfG//pgpB//
GO_0035600_8	fepG//
GO_0035601_7	rbn//uxuR//ppk//
GO_0035672_6	metF//treR//tsgA//yagG//livJ//ubiG//manY//modB//gltK//soxS//yoaA//murI//holA//ybdG//dinQ//mipA//rseB//ydbK//ldcC//baeS//
GO_0035690_5	wecA//dtd//fadH//cvpA//rpmA//ptsP//yjjB//ygjR//fucA//ubiD//dacB//
GO_0035725_9	yhdX//scpC//pnp//mnmC//proC//sapA//dnaQ//
GO_0035784_9	parC//
GO_0035821_4	eptC//lit//argI//entD//uof//
GO_0035864_6	ftnB//
GO_0035873_8	alr//dtd//
GO_0035890_5	bssS//feaR//fimE//rhaB//
GO_0035891_6	dsdA//fliA//ybjX//ydaN//
GO_0035966_4	yjjB//deoC//xylH//yedX//recN//ldcC//fiu//
GO_0035967_5	mazF//ygeR//yihO//nmpC//lolE//
GO_0035999_5	galK//trmJ//dgoD//dfp//
GO_0036001_7	fliM//
GO_0036046_8	sfsB//
GO_0036047_9	yadG//
GO_0036048_8	narK//
GO_0036049_9	crcB//
GO_0036088_6	zupT//
GO_0036103_6	ydiB//rplO//
GO_0036104_6	opgE//yhjX//
GO_0036172_6	rplB//
GO_0036211_5	emrE//nanR//ybhF//trmL//rfbB//afuC//fimG//rpsK//frdC//fdoI//gatZ//lldD//rayT//hyfC//proC//dcuB//frsA//rzpR//atpB//lrp//fecA//ydcR//cvrA//ribC//rplC//gpr//htpX//cutC//mhpC//nfuA//pntB//nupG//dxs//atpD//rtcR//fdx//ssuC//mepS//ygaV//fdoG//rsgA//cobT//galS//yhbX//sdhA//pdeF//dgcZ//cra//tatC//topAI//bioA//yggE//thyA//eco//paaA//dbpA//cysK//recJ//cbrC//yabI//stpA//torY//fadB//thiG//ampH//epmC//yfhM//ynfH//pheT//sfmF//ebgA//yceD//hcaC//abgT//lhr//cusB//aroA//yheT//erpA//yibH//pdeR//aphA//rtcB//ptrA//fryB//lptD//yfaE//hypA//yjfP//cspA//tynA//eptA//bssS//yjiR//ytfR//malG//brnQ//frr//artJ//btuF//efeO//yiaB//hscA//hdhA//recD//ispA//malI//elaA//ptsN//apt//rpsN//eno//rpsR//spy//setB//dctA//sdhA//prc//fecD//yciA//modC//aes//ribF//zapA//yjiY//sseA//fruA//fes//arfB//pstS//yhfS//intF//tyrR//rpsQ//sgcX//aceB//ydaC//abgA//ccmE//dusB//yedP//hdfR//
GO_0036214_3	cof//
GO_0036265_6	hofN//rzoR//radA//hypB//
GO_0036289_9	cadB//purB//
GO_0036293_5	recB//ydeO//fliS//
GO_0036294_6	truC//yihI//dpiA//
GO_0036388_7	hcaT//
GO_0036447_5	yedL//cpsG//ydiQ//
GO_0036448_6	icd//yjeH//slt//
GO_0036460_5	yggT//yjjX//yiaO//topA//rlmN//hofP//
GO_0036506_5	viaA//
GO_0036525_7	ebgA//
GO_0038083_9	frr//katE//ybiW//yeiL//lipA//
GO_0039633_6	waaG//hypB//yfeX//rfaQ//
GO_0040008_4	entD//yciV//rssB//phnG//narY//rtcR//mocA//metQ//csiD//rraB//
GO_0040012_4	ypdA//murC//yfeD//lolA//mreB//prpC//amiC//crcB//sucD//yqjA//cysP//fkpA//yraK//elfD//
GO_0040013_5	xylE//hyaA//sgcE//ypdA//pinQ//rlmC//insE-1//
GO_0040033_9	marA//
GO_0042026_4	rtcR//truD//dacD//yagF//lrp//elfG//feaR//gnd//mdtM//
GO_0042040_7	rpmE//
GO_0042044_5	bolA//
GO_0042126_5	wecC//tamA//rsmD//tnaC//
GO_0042128_5	wecC//cysE//
GO_0042133_4	ybaM//spy//rph//uxuB//dnaB//ppiD//barA//phnN//mntP//cheY//sgbH//fepG//folX//arcB//frdA//ndk//
GO_0042135_5	nrfA//yiaO//guaC//tldD//csgA//yqaA//iap//yehB//fadI//xthA//pepN//rapA//ybaL//
GO_0042136_5	mcrA//hemC//
GO_0042150_7	ftsY//ribF//ccmF//
GO_0042157_5	rph//ugd//artQ//yfhH//
GO_0042158_6	ybjG//nrfE//iaaA//
GO_0042168_4	gldA//scpB//hofO//srlA//mscL//nudF//ybhJ//ydjJ//dsdX//
GO_0042176_6	mipA//uspC//alaS//bcsQ//
GO_0042177_7	ftnB//uxaA//yghO//
GO_0042178_5	yafE//yfaL//moeA//ftsQ//asnB//bioF//metN//ydgA//qseC//rpsT//xisE//cysB//mrp//fimI//waaU//glpF//puuB//argT//rne//
GO_0042180_4	ykgO//dosP//abgA//yhdZ//rplR//setC//zapA//ymgC//sfmC//ydiQ//nudG//gluQ//ybeY//hyaB//caiB//dcuC//mlaD//glcB//yjjW//rplJ//nikC//trmL//yejE//epd//yghU//accB//rhaB//uspG//ilvE//ygaV//slt//sgcB//katE//tehA//cmoM//iaaA//glpF//serA//cspI//hisS//insH-5//serA//gltL//frdA//lit//sseA//uhpB//kdpB//yfcS//cpdA//rhmD//ugpB//slyD//ygfZ//zwf//ftsH//kdgK//yraI//rlmD//
GO_0042181_5	ynfF//cyoE//slyA//cmtB//nei//yphB//tmcA//sucC//trmI//mhpT//tyrB//zapC//purF//fecA//rhaB//seqA//yhaO//rbsA//prpD//ydcO//lexA//rplQ//yjfF//speG//
GO_0042182_5	ibpA//osmY//pdxJ//cysK//araD//dnaQ//nanR//crp//gcvA//yedA//setA//yeaD//yidA//ghoT//pspG//bdcR//rhtA//infB//ydcP//nikR//mdtE//pabA//yahO//yhbS//glgC//fucO//pepD//abgA//yihU//
GO_0042219_6	yjbF//mdh//seqA//yfdO//slyA//
GO_0042221_3	pykF//lgoR//thiI//argK//ybhJ//ygiS//cof//yggF//sdhD//argR//dtpA//ynbD//yfcG//rpmJ//fimI//tolQ//dgcT//yraK//yajD//dsdX//aroP//ybbN//nusA//tolC//glnS//msrQ//uof//rlmH//nuoM//mfd//paaZ//yieF//rna//ilvE//nrfE//pyrC//nlpD//rarA//sapA//fimH//potA//fieF//yraJ//rpsD//bglF//murA//gadX//dppA//mrp//macA//ebgA//hdhA//appA//mtn//yhjR//yhjA//gntT//frvR//trxA//trxC//glvB//rplI//ogrK//narK//yehA//amtB//leuS//frr//cysA//yjiR//yqjA//ycjW//yggT//ilvD//degQ//dnaX//cysE//mraY//iscS//lysC//ydaV//rcnA//evgA//mdtO//ybaE//frr//moeA//araH//waaU//rutD//yhfK//yggX//rpmH//dacB//yahF//dam//metG//glxK//hybE//ddpX//yfcP//araA//sgbH//yieK//tatB//fixC//cmtA//flhD//hisS//yjiR//dacD//emrK//pldB//ybdN//aldB//hypB//rstB//yfgJ//hyfF//fadM//sgrR//hda//btuR//lsrK//yfgJ//sapC//ubiF//sbmA//ompA//yhcN//entH//queC//cdd//murE//ulaB//hypD//mdtM//rpsM//hrpA//recN//prpD//nhaA//nikB//araH//yfjR//ybhD//recG//tatB//yhaM//evgS//rsmE//dacB//glcF//yqjH//yajD//yigL//yfaV//flgM//hdfR//tsgA//hypA//kefC//dmsB//iraP//bioC//birA//yehU//sodB//aroC//ygbL//nuoM//bamA//dmlR//uof//agaV//ydhQ//yqeF//creC//entE//ccmD//fadH//sanA//narQ//rhaT//uhpT//ligA//ybiV//agaB//ygiS//ycgV//plaP//cheW//basS//brnQ//bisC//yedX//ygcW//elaA//yqaA//rclB//napD//tatC//kefF//rplB//tdcC//yggX//tusE//abgR//flgC//ynhG//dnaB//rffC//mscL//yhjR//rpoE//aer//waaS//pdeK//cdgI//yciF//phoE//yhdZ//casE//yebC//nhaB//bglJ//moeB//glsA2//mutY//nhaR//frdD//hcaF//yhaV//yiiE//mltC//
GO_0042245_7	yajD//tdcF//yahK//
GO_0042254_5	agaD//bacA//ilvA//rrrQ//allB//holD//carB//
GO_0042255_6	priC//ybaL//
GO_0042274_5	paaA//dicB//yihV//yraR//
GO_0042278_6	narQ//ssuB//csdA//trkH//ydaC//tmk//fucO//trpS//rbbA//yjjU//minE//aroH//purU//abgT//alkB//potB//mreB//kdsB//
GO_0042304_7	xapB//yeeO//nrfA//
GO_0042325_8	narQ//cadB//
GO_0042327_9	ulaA//
GO_0042330_3	purB//yihT//tmcA//hns//manY//aroA//lyxK//hchA//cysW//sfmH//yjcE//frvA//casA//lolE//cyaY//mhpT//
GO_0042350_6	ghxQ//
GO_0042351_7	yehB//
GO_0042354_7	pncB//deoC//intQ//hflX//ydbD//malS//
GO_0042355_8	lpd//serS//priA//galE//era//gltX//
GO_0042357_5	nadD//yegS//
GO_0042362_6	yciV//
GO_0042364_6	ynfK//mdtO//gadX//nfuA//fumB//fadJ//yfjR//hsdM//yfiE//polA//gpmM//hisP//nagK//dhaR//hemC//hslO//btuF//cmoB//nimR//tcyP//yidZ//cytR//yohD//yihR//ogt//yfaE//ribE//gntK//era//ybdR//paaZ//ybiY//yehA//rfbX//dppB//rfaD//oppB//ycgR//lapB//yihR//carB//lspA//paaB//hisA//gshB//thiG//hisH//argH//lysC//ybiY//ydcP//eutA//hipB//holD//potC//hmp//
GO_0042365_6	tufA//gph//rpmE//ecpR//
GO_0042371_7	ulaF//
GO_0042373_6	ubiC//
GO_0042398_6	ravA//nemA//frdD//yiaF//yhdJ//yjjQ//ubiD//frlA//allC//thiC//folE//yhcD//prfC//fdnI//yfdG//exuR//fimC//mdoG//fabZ//fadK//
GO_0042401_7	dsdX//metF//gadX//hpf//rspB//ypdC//scpB//umuC//gstA//dnaX//bluR//mdtB//uspG//rlmN//
GO_0042402_7	rplW//ypdB//yhcD//hicB//flgA//artI//curA//rihC//msrC//kbp//bamB//alsK//atpH//
GO_0042413_6	degP//greB//rhaB//hdhA//
GO_0042430_5	pdxH//eutN//tatA//pdxH//yihV//ldtB//sspB//nupX//fimC//speB//
GO_0042435_6	paaF//hemB//pabA//gabD//secY//dsbA//potG//recQ//pheM//
GO_0042436_6	garD//
GO_0042439_5	metI//
GO_0042440_3	dnaX//ccmF//tmcA//pheP//ppk//hrpA//accD//yfeR//ptsH//yqhC//rph//glgP//nimT//glpC//
GO_0042443_5	nimT//nlpA//
GO_0042445_3	queC//dmsC//recE//rutE//waaA//sspA//suhB//fliG//yadC//flhE//ybiJ//rarA//fbp//yjeI//
GO_0042446_4	hycH//
GO_0042447_4	tusD//mrdB//gabT//yddA//ydcP//rseB//zinT//tag//mtlR//preT//amyA//ibsC//waaZ//
GO_0042450_7	mdh//metR//speD//sbcC//clcB//rlmL//
GO_0042451_7	bioC//yohD//ytfP//iscA//rutA//ftsB//
GO_0042453_8	carB//
GO_0042454_7	cueR//nrdE//alaC//alsA//cysW//fnr//yfcF//ftsN//elaB//gsiA//insB-4//lgt//
GO_0042455_7	rplF//chiP//dppC//rfbB//tcyN//gspF//ridA//pdxB//pykA//ybjC//kduD//flgK//hisI//ynfF//fbp//dppB//ydeP//
GO_0042493_4	insE-1//frdA//xylE//ispA//rfaB//elbB//yjjU//edd//rsmB//glmS//pinQ//flgG//pgi//rluD//ybiS//yidR//livG//yidA//rhtA//ais//lhr//rbsA//sucD//mltA//yccS//insI4//murA//rng//ibsD//ybcC//yhcN//ybhF//dcuD//torD//thiG//yfcQ//ybaT//oppF//caiD//narW//tauD//zitB//ybeF//ydjM//sgcC//yfcU//tldD//ycjP//ftsB//
GO_0042537_5	rfaE//nlpD//yjbF//crr//ycjU//dnaJ//mzrA//bamB//acrE//yphC//sspB//yghO//frr//casC//ghoS//aceB//ynaI//yjiQ//yraI//gapA//hicB//gatB//
GO_0042538_6	lgoR//yagG//
GO_0042542_5	rnlA//rppH//dnaG//yidC//lipB//ygeA//glpT//yfbS//lysP//pntB//iscR//panB//ddlA//ydcO//dgoT//gpp//sgbU//gluQ//
GO_0042545_5	nirD//
GO_0042546_4	chaA//rssB//uidR//ynhF//fnr//argC//caiT//ibpA//yaaU//ftsW//
GO_0042558_5	rbfA//moeB//lysA//nsrR//glpD//mngR//pinE//topA//frlA//tar//lysC//norR//fixB//kbp//phnI//hofQ//glmU//speF//
GO_0042559_6	frc//gcvT//rihC//melR//acrB//argO//uraA//ddlB//ydfG//ftsP//gltL//waaQ//narP//
GO_0042560_6	arfA//ybaE//
GO_0042592_4	gabT//tusC//cspG//nirC//ldtB//ypdF//galK//gltB//orn//nrdA//pykA//yebK//rpe//pbpC//rimP//rclR//tsaE//bssS//cadB//murR//alkB//ttcA//ispU//sufC//cysU//rpmH//ybfA//mngA//gshA//yhjA//speC//nrdE//yjiR//ycfS//ndh//solA//agaD//bluF//ypdC//waaP//flgF//rihA//holD//flgH//pinR//fklB//opgH//cecR//kgtP//malX//gsiA//nadA//lldP//yehC//hdeB//pdxY//satP//yraH//flgH//
GO_0042594_4	ascG//mrp//recO//ybiS//ybjN//lolC//rsmC//eamB//sgbE//gatY//ygbI//prkB//speF//menB//mglB//yfaX//fimI//umpH//mdtK//tolR//pstB//mgrB//melR//hdeA//slyA//chbR//ybaO//spy//ddpX//acrR//hemN//bioC//selD//degP//purF//
GO_0042618_5	degS//
GO_0042619_6	yebK//
GO_0042710_4	queE//basS//exuR//rfbC//frvR//ibpB//yfeR//hycA//lacY//cheR//nuoE//ybjD//polA//argA//rpsP//mhpD//gntU//marR//ydiR//lpxP//mdlB//pspC//ribA//sufD//puuR//xylH//ygjR//wza//yhdH//lamB//asnB//mdaB//dgoT//entD//yihT//araD//phoQ//mrdB//narY//sgcC//alsC//hofQ//yhfK//ubiG//cyoE//mutS//potC//tolQ//hdeB//mzrA//pdeL//
GO_0042723_5	fmt//fecD//fimG//ppx//pabB//yihW//fbp//amiB//mdtA//tmcA//psuT//rspB//
GO_0042724_6	cobT//nuoM//btuB//degQ//ybiY//dgoD//ydcZ//zipA//flgH//cysG//
GO_0042726_5	prkB//yafO//marA//kdpC//fliG//allR//yjjX//patA//
GO_0042727_6	secE//srlA//sgcX//wbbK//ftnA//aes//yhhT//gstA//
GO_0042732_6	fucI//tilS//dctA//cbl//torI//
GO_0042737_5	gltB//elaD//dgoA//yfhM//yeaE//lpxK//yhcD//yajD//spoT//sstT//yebS//sxy//ddpX//rsmF//bssR//gnsB//cusC//rsmI//nfi//iraM//yfeW//apaH//umuD//pspF//arcC//torZ//umuC//insB-4//ydfD//cbl//waaH//flgE//cspD//ligB//rbbA//glgA//pgaC//dgkA//cdgI//rnlB//prfA//mqsA//sfmC//rpsG//betB//glnD//yehD//ibsD//ypdC//fadR//mutH//ftsX//ydcR//ymgF//uhpC//
GO_0042743_5	xerD//fadJ//
GO_0042744_6	tnaC//dmsC//
GO_0042759_7	pheS//rppH//
GO_0042773_6	murI//
GO_0042777_8	cydC//
GO_0042779_8	intQ//
GO_0042780_10	ynaI//kduD//paaG//
GO_0042816_5	prfC//ymjB//kbaZ//ybdM//ispU//degP//insH-6//ygjR//ydjK//
GO_0042817_5	pinQ//
GO_0042819_6	fliZ//ftsP//djlC//ilvL//yccA//mntP//srlD//oppD//melR//
GO_0042822_5	nrdA//guaD//yidR//yihL//hyfA//fepA//trg//
GO_0042823_6	exbB//cyoE//proB//fdx//rarA//fruA//cbeA//
GO_0042836_5	queA//dps//znuA//abgT//
GO_0042838_6	atpC//yhhT//ugpA//rrrQ//
GO_0042839_7	phnK//puuP//araH//xylR//pepN//mak//
GO_0042840_7	allC//mutY//wcaJ//nrdB//glcA//fryA//
GO_0042843_7	yahF//tap//
GO_0042844_7	yjiX//
GO_0042846_8	menC//
GO_0042851_8	argT//hscB//cadB//ycjY//
GO_0042852_9	pheT//yggX//rzoR//
GO_0042853_9	rpsJ//
GO_0042866_8	nfuA//rfaH//yjiQ//dapB//clsB//rzoD//ligB//fpr//abpB//cspE//gpt//citX//accB//bioA//ybhI//murF//yibH//rlmF//
GO_0042867_8	bamE//
GO_0042873_7	yaiP//grcA//pphB//cadA//pykA//glgA//yijE//
GO_0042882_10	msrB//sspB//dsdX//
GO_0042883_7	fucI//gabD//gcd//tdcR//fliK//gadB//ygeR//helD//
GO_0042884_7	purT//yebQ//mobA//ttdT//pheM//yahB//elyC//
GO_0042885_8	mdtC//
GO_0042886_6	yfiE//cynS//ldhA//speD//borD//znuB//rnhB//lplA//fepD//nagK//yphF//cobU//gltI//citX//metK//dcyD//ygjH//alaE//araC//dut//ymgF//lysA//nth//adiY//trmH//folD//mqsA//hofP//livJ//ygfZ//arfA//menB//yhgH//mreC//ygbI//mqsR//hcaT//rfaH//rlmF//gatA//gloC//rlmA//agaV//yhcF//dsdA//trpB//rplR//yjiX//flhC//rclR//proW//ompL//hxpA//ygeA//ygeR//vsr//csdA//insK//yejB//cysN//pbpC//cptB//gldA//ybgI//rpmJ//wzc//metQ//gadW//der//yahN//glrK//gcl//mhpA//nrfB//pbpG//glnL//glnH//yajD//ygdG//prfB//yfaL//yjiR//murG//gspF//glpC//rhlE//narW//asnS//
GO_0042891_6	mqsA//rnpA//spoT//atpA//yehZ//yfhM//csrA//yddA//tomB//pgpB//fliM//ltaE//glgS//gcvT//opgH//ebgA//ybgP//pta//gadW//fcl//ydeE//atpG//cmoM//yeaD//fes//ydhK//csgA//ybbW//rspB//speG//ybeY//xylA//
GO_0042906_8	fumA//lhr//ynbB//ftsK//
GO_0042908_5	yifB//yadI//flhE//hofN//glpX//rna//rhaM//pphB//dsbA//gudX//ybjI//yfeW//yieH//dtpC//betA//glpT//
GO_0042914_8	speC//aaeR//
GO_0042918_6	rfbX//aroA//ybbY//putA//ybeF//
GO_0042919_6	pepD//
GO_0042920_6	yccX//
GO_0042928_7	adiC//
GO_0042930_7	pntB//osmC//intA//fau//cmoB//cysQ//yihU//sdhC//
GO_0042938_8	hisG//baeS//trpB//gntT//yagI//kdpF//upp//ybjD//waaC//mntP//dcuS//ydhQ//mhpD//selA//yciT//
GO_0042939_8	plaP//bamC//yjfF//metR//exoX//ycfS//etk//bglA//nikA//ynjD//
GO_0042940_7	dapB//gshB//yefM//torI//hisI//
GO_0042941_8	narL//
GO_0042942_6	fadM//dgcM//
GO_0042953_6	kdgK//kgtP//fumC//
GO_0042956_8	ygjK//insF-1//argB//rlmD//ychF//
GO_0042968_8	trpE//csgE//lpxP//
GO_0042981_7	pdeK//
GO_0043038_5	ynjD//ulaD//tolR//dpiB//sodC//araC//alsE//ytfR//lspA//rlmF//gcvP//dut//hslV//tatA//fabR//yfaE//mlaC//gcvR//mrcB//ybaO//oppD//mnmA//ssuC//fimG//cheB//ybiH//
GO_0043039_6	ybeY//yieK//fimZ//rbsB//evgA//entH//adiA//blr//pheT//psd//livH//solA//thyA//lgt//sfmF//cpxR//atpH//cheR//kgtP//ykgA//ynfK//cspA//betT//yjfF//glgX//
GO_0043041_6	gatB//
GO_0043043_6	eutK//pepA//yjiQ//recC//waaO//rpiA//gatA//mazF//bioA//murR//aroC//ydiB//ycjW//fepD//mngB//ogt//treR//nirB//dps//yhbO//ivbL//asd//agaB//tdcD//gntT//yciG//pitB//panC//folM//asnA//cpdA//bfr//ydbD//appC//chpS//secF//aidB//dcyD//sbp//hdhA//panE//napD//pheA//casD//dedD//mocA//ybhS//rfbD//slmA//yejE//hha//mdtG//rluB//ycjR//yagG//slt//speD//diaA//ybcC//yfhM//rnr//
GO_0043067_6	frlC//
GO_0043085_5	yaaJ//yqcC//dpiA//cydB//cysI//ydhC//rfaB//metC//mocA//agp//fadJ//feoC//yahI//udk//gatY//mipA//arcB//cysS//uhpB//lrhA//ygiS//pdeF//lldR//
GO_0043086_5	udk//cusF//sfmA//agaI//purB//yjjX//yoeE//ydjK//zupT//deoB//priC//rplQ//radD//xisR//ybhI//hybC//hemL//ydiP//lrp//hofC//rpiR//lysS//asnB//ruvA//gatC//tdcA//
GO_0043087_6	ftsL//insI-2//waaP//nrfF//
GO_0043090_7	entE//gadA//ilvM//sxy//atoC//yfdR//moaD//lacZ//csgB//intZ//
GO_0043093_3	hisD//zapB//grcA//dnaE//fes//narL//fur//secF//waaO//ydjJ//bssR//mnmA//napD//leuE//ttdB//yahI//avtA//
GO_0043094_4	yfaE//yaaY//mltD//msrP//ptsP//yneE//lptC//ulaG//prpR//yceD//trkG//bglH//adiA//eamB//ynjD//scpB//glrK//eamB//mrcB//corA//rpmH//xapA//
GO_0043096_6	rep//torS//rpsI//
GO_0043097_6	xisE//plaP//hypC//yphD//
GO_0043099_7	rimI//
GO_0043100_6	aphA//
GO_0043101_5	clcB//flgB//paaE//ligB//
GO_0043102_5	sanA//yagG//ynfF//pyrE//
GO_0043103_7	rfaE//
GO_0043111_7	ibsC//
GO_0043137_6	alsA//ytfR//
GO_0043150_8	rpsI//
GO_0043157_6	sgbH//
GO_0043164_6	mrp//hisI//yqjH//truA//dcyD//yneJ//speB//nadD//
GO_0043165_6	zupT//hisH//rpsE//narV//frlC//cysC//kdpF//yhcH//sgrT//pstA//
