#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	helD//dcd//cheW//gltP//
GO_0034654_5	infB//yddG//sseA//cyoD//maoP//clpA//ybbY//ygbL//ybiH//rpmA//intA//ulaR//acrA//uxuA//fmt//dosP//glsA2//dnaK//satP//mazG//rpmB//hscA//cspB//yebG//yiaL//yiaB//fau//proX//yobF//narH//hns//sbcC//ispA//ybfE//rpiR//frmR//lasT//fcl//rcdA//ppiC//chbF//amiD//argP//tap//iraP//dusC//idnO//ppk//tdk//entS//ubiF//rpoH//nadC//speB//trpL//yefM//yijE//yijO//yhfK//appA//ydhQ//tdcG//cstA//trmB//yfgI//puuD//hda//yfaE//selB//ydcO//ubiG//yggE//mrdB//arnA//ddlB//ytfQ//rapA//fdoI//bcsA//aspS//cysC//aes//lptD//trkA//murI//aroF//rapZ//asnS//yihX//puuC//yagI//hcaB//ybhR//oppA//fmt//infB//ade//dacC//gabT//yhiM//rtcB//queG//glmU//nanC//yejB//hdhA//bacA//dnaX//hyfR//rsmD//ilvI//wrbA//envC//ilvL//higB//dkgA//ydjH//adiY//yjjQ//tilS//basR//hisF//hcaE//speD//rpsM//chbG//mdtI//yeaE//ascB//ccmE//dmsC//ybeF//lolD//dnaJ//deoR//trpD//ispB//nusG//glnP//ybiT//pstS//cpsG//cas3//ftsN//yjcE//ycjQ//radD//pckA//exuR//aroD//yjhC//menI//ybiO//preA//ahpC//yjeH//lsrR//yjjW//ygcW//yggW//pphB//prfB//prpR//recC//ubiX//guaD//lptC//xylB//gnsB//rplF//rraA//ligB//argR//acrA//yfcS//scpB//ygfZ//lnt//dmlR//maa//nanR//mdtG//ymgC//arsB//rpnA//nlpA//gatB//macB//yeeY//leuC//queC//thrC//yfeD//gcvH//lexA//yibF//priA//rbsD//pykA//thyA//sucA//tdcD//azoR//ogt//ydiP//mcrB//nanA//waaZ//purT//hscC//yddA//yhdH//fliA//hsrA//rdgC//nadE//murF//tcyL//dps//yqaE//symE//dpiA//fdoG//garD//mlaE//mutM//ssuA//yacG//nrfC//fucI//tpiA//lplT//ygiS//aroG//glnD//yfdK//envZ//nanE//narZ//panZ//rbsC//hrsA//qorA//ypjD//yciV//clpX//oxyR//gcvR//amtB//fetA//kdgK//hemB//wrbA//cspC//dmsA//xylR//agaR//pabA//osmC//
GO_0034655_5	cmtA//rlmA//phoP//rlmN//yedF//agaD//kdgR//eutA//fruB//bdcR//nirD//rffT//yobF//ydaV//murE//opgE//mtlA//ynbC//tonB//lpoB//trpS//glnP//norV//evgS//yidZ//nuoF//opgG//lptF//agaI//sgcE//dtd//cbrC//yafS//rpsG//bdm//rsuA//feaB//actP//bfr//ybiX//ccmG//atpB//ydeE//marR//yidR//leuD//guaD//slt//iscA//aroB//ansA//yahF//mobA//ydcT//yehC//xerC//nrfE//frdA//kbaY//tatA//moeB//rplK//yfiC//rsmB//sapF//yiiD//mhpA//ghxP//ligB//ybcQ//cyoA//ribD//serC//
GO_0034656_5	accA//hfq//dsdC//sucC//nrfD//aceF//nrfF//amiC//lsrR//lsrK//yahD//preT//alkB//
GO_0034660_7	dcd//tsf//pdeK//dsbD//acrE//lipA//dusC//ptsI//kdpF//era//rpmH//yddA//pcm//gapA//bepA//intQ//cadB//yadV//mscL//flgE//fadB//dgcZ//cysE//ygaV//gatD//cysI//yhjR//narZ//recG//hemE//suhB//rluD//hipA//gpmM//ycfH//cysC//yhcD//argR//argG//mpaA//ribE//uidA//prmB//rffM//tufB//fiu//yedA//yihL//gluQ//ompG//rpmH//ybbW//fixA//ccmD//mcbA//lysP//hofM//lysR//pitA//dinQ//yaiP//uvrB//ilvC//yiaL//acpH//eutN//mzrA//rpsG//livF//elfG//bipA//fliM//yagJ//dhaM//pgaC//metQ//ulaF//accA//cusC//hybA//glpC//yeaG//ybcM//uxaB//ytfR//secE//tdcC//thrB//yghG//alkA//cheW//ygeA//ydjJ//pdeH//creB//rutB//ftsQ//ugd//ydjE//ygcW//trkA//rne//ybjL//kdgR//dnaT//ybjG//znuB//hrpA//spy//dinD//puuC//ybiW//kbp//secA//rfbC//holE//glsA1//yihW//yibF//sixA//dsdC//blc//
GO_0034661_7	ybaQ//ybhI//tauD//leuB//
GO_0034755_9	yadC//tdcR//eco//decR//
GO_0034762_6	malF//glxR//ampE//xylE//guaC//atpA//glnK//metI//
GO_0034763_6	gfcE//sgbH//
GO_0034764_6	psuT//fur//
GO_0034765_7	mazF//rbsC//ydjK//frlB//nuoM//ebgA//aas//
GO_0034766_7	exuR//
GO_0034767_7	pldB//opgG//
GO_0034775_7	yjhH//sbcB//ybeQ//bssS//lpxL//
GO_0034983_9	atoC//marA//
GO_0035235_6	galM//sfmD//gpmA//umuC//
GO_0035303_8	alsB//ybiH//tamB//uhpB//sbcC//
GO_0035304_8	yeeY//
GO_0035306_9	yegV//
GO_0035307_9	lldP//
GO_0035335_8	rplK//dacB//arcC//
GO_0035344_8	yadM//yciF//
GO_0035350_6	citX//
GO_0035383_4	ais//fcl//glcD//rpoD//manY//lexA//yegT//amtB//
GO_0035384_5	acrA//crl//
GO_0035429_8	glyA//yfdC//lhr//menE//ydeM//insH-5//
GO_0035433_7	ubiX//kefG//
GO_0035434_9	hflC//yggF//elaB//lon//insH-6//
GO_0035435_9	fucO//nuoF//tusD//msrP//yoaB//yqaA//ppk//ybiX//yjeI//
GO_0035442_7	holC//yefM//ascB//ftp//yfhM//hipA//dnaB//yeiG//kdsB//waaU//ybhF//
GO_0035443_7	metG//yahB//yhhT//lysO//tilS//galF//casA//ftsI//
GO_0035444_9	argS//yfaV//pagP//blc//sppA//hyaD//ybjX//
GO_0035461_6	paaZ//nagK//ratA//mgtL//opgC//yeiL//ulaA//yehZ//rffH//rpiR//
GO_0035510_7	gabD//rpiB//lacY//mraY//fucA//
GO_0035511_5	yjfP//
GO_0035513_5	fabZ//
GO_0035524_8	tdcA//
GO_0035552_6	ubiJ//
GO_0035553_6	nagA//
GO_0035556_4	mdtM//thiC//tdh//hybF//bluR//yfaX//paaE//fryA//mreC//mdoG//rhtC//csgG//insI4//phnM//argG//coaE//dapB//clpA//xylR//pnuC//paaA//yiaN//nrdD//accC//pspF//hisA//phoR//trmD//dppD//uxaB//dpiA//fabD//yoeB//rsmF//sucD//cadC//ybeY//rlmA//ppsA//aspS//mscK//kefG//insB-4//envY//aroP//hmp//
GO_0035600_8	insI3//
GO_0035601_7	dtpA//cysS//treF//
GO_0035672_6	patD//gapC//arsR//torI//tag//yefM//cspG//speC//soxS//cynS//nrdA//ybjC//argR//bamC//ccmA//aas//tisB//fimB//mntP//xylH//
GO_0035690_5	pgpC//ppk//arcA//btuD//cobB//msrC//ugd//ycbB//rnpA//bluR//ftsE//
GO_0035725_9	yjcS//preA//dnaA//rseB//yjtD//ibsE//lptG//
GO_0035784_9	murG//
GO_0035821_4	potC//mdtD//fdhF//ygeR//priC//
GO_0035864_6	amiC//
GO_0035873_8	nupG//tsf//
GO_0035890_5	gadA//cycA//waaH//yjbH//
GO_0035891_6	ruvB//ugd//fau//nudC//
GO_0035966_4	borD//cas1//ybiI//sapC//napA//waaU//yjbE//
GO_0035967_5	uidA//aroA//hycH//tilS//murI//
GO_0035999_5	mhpC//yadC//elbB//aaeR//
GO_0036001_7	mntH//
GO_0036046_8	msrC//
GO_0036047_9	rcnA//
GO_0036048_8	malS//
GO_0036049_9	yhaJ//
GO_0036088_6	emrB//
GO_0036103_6	rffC//yjhI//
GO_0036104_6	acrA//yjtD//
GO_0036172_6	tonB//
GO_0036211_5	bioB//ccmE//trmO//rfaD//rpsI//fucA//ftsN//yibH//araE//appA//sgcX//pncB//waaZ//panE//malS//dicA//yeaK//mscM//aer//pspG//amiB//ibsA//artM//tdcG//ydcR//yddL//ycfJ//waaO//bdcA//lysR//ppk//waaA//setC//btuB//yihQ//yjeH//csdE//mtlD//intF//yeaG//elbB//sdaB//ymfA//speG//asnB//yjjW//tpx//yijE//opgH//ydeE//mdtO//gutM//yajD//panC//folA//yggN//insH-5//rhtC//fabB//znuB//hisC//rutF//trkH//ybjL//potA//ydeM//creC//rutA//mnaT//insI-2//yneL//fhuF//coaE//gltS//diaA//lepA//lsrC//aes//yciV//artM//cysE//rlmI//rluD//hlyE//yfiR//trmJ//guaA//yeiL//fdhD//waaU//fhlA//cynS//ompF//rpsK//thiM//ygaV//wcaJ//ccmC//accD//ibpB//sufA//clpS//acrD//leuA//mprA//hxpB//ybhD//yodD//malE//relA//yhjA//kdpA//rpsB//tcyN//shiA//secG//hda//lacZ//basR//ftsP//lldD//tpx//ftsX//hpt//fhlA//bglH//trkH//sufS//citX//obgE//ppiD//caiT//ydbK//csiR//pitB//uxuA//yhcF//yhjC//viaA//ais//mscM//yiiE//
GO_0036214_3	yeeL//
GO_0036265_6	miaB//recG//stpA//sbp//
GO_0036289_9	yhjG//hycI//
GO_0036293_5	sgcR//yidQ//grxD//
GO_0036294_6	ydfG//hisQ//ebgR//
GO_0036388_7	yegD//
GO_0036447_5	ybiI//kefC//setC//
GO_0036448_6	hofM//purN//rclB//
GO_0036460_5	rrrQ//fecB//rplT//murF//yhbQ//tatD//
GO_0036506_5	tdcA//
GO_0036525_7	yhjA//
GO_0038083_9	fruA//rlmN//acrB//hybO//tdcD//
GO_0039633_6	dppB//selU//flgG//mtgA//
GO_0040008_4	nikD//focB//pckA//rseB//katG//ruvB//fhuF//bhsA//torY//nuoH//
GO_0040012_4	waaY//ccmA//xylF//potG//lptD//xapB//fecA//yjeI//eutR//rnpA//yecS//guaB//motA//maeA//
GO_0040013_5	ppk//bhsA//elfC//folX//borD//pliG//grxD//
GO_0040033_9	nanK//
GO_0042026_4	pyrE//yibA//yneE//amiB//ydcT//topA//yebC//yhjC//ydiP//
GO_0042040_7	frwB//
GO_0042044_5	ydcR//
GO_0042126_5	dgcJ//yfbU//yhiM//rcsF//
GO_0042128_5	artI//wecE//
GO_0042133_4	mnmC//fdnG//malZ//panE//queA//paaF//fixB//rssA//minD//dsdA//cdh//yggD//aroA//lptD//decR//yfaV//
GO_0042135_5	sspB//lysP//fkpA//hcaB//fliT//proS//aqpZ//nupG//rlmJ//yhjR//thiQ//fliK//manY//
GO_0042136_5	rihC//satP//
GO_0042150_7	tamB//ybiY//ibaG//
GO_0042157_5	rimP//chbC//wzzE//hdfR//
GO_0042158_6	sufD//iscU//aroE//
GO_0042168_4	tas//deoC//rhmD//pdeD//sanA//dld//fadA//ubiJ//serA//
GO_0042176_6	rpoA//arcA//phnO//purF//
GO_0042177_7	surE//sdhD//chaC//
GO_0042178_5	speA//xthA//ycjY//rhaM//yeaG//pdeH//rplE//dcp//moaC//yhjG//araE//ompT//asnA//focA//selB//hdeB//mdoG//yahN//mhpR//
GO_0042180_4	cysS//yihS//rplR//rimO//lptD//ccmE//ybjX//cmoA//queF//ydeI//puuA//aroF//gapC//rclC//arnD//mgtL//tolB//ycgB//erpA//ugpA//gsiB//ahpC//ruvC//rfaD//fryB//pbpG//serC//norR//hcaB//yhdH//yraJ//purA//cheW//hofQ//dnaE//ybiH//rnb//yjjX//psd//kbaZ//bcsA//rplJ//ykgM//tktB//yfcP//rimM//fdx//yhfK//araF//ahr//chaC//panB//rpmA//pspA//dhaR//pfkA//gadC//malF//dnaJ//
GO_0042181_5	melB//feoA//fhlA//pspD//soxR//eamB//surE//yihR//rsmF//mrdB//gltD//pntB//chbA//mhpB//yaiV//endA//yidR//mmuP//fimD//fdhD//tauC//lacI//fkpB//dppA//
GO_0042182_5	yghB//ygcO//dgcJ//aroA//yehY//accA//prpR//ycfH//pflA//sstT//tnaC//sfmD//pgaA//hdeB//corA//ompG//rbsC//pldB//ydiQ//secE//adeP//aroB//guaD//ydjJ//sapF//nrdI//minC//rzpR//cedA//
GO_0042219_6	lldR//ghoS//clpB//glsB//insH-6//
GO_0042221_3	proB//acrF//fimC//ybdZ//evgS//malF//nlpI//sapD//mdtE//yedA//cysN//cobC//dnaB//gntU//yjhG//ansA//cdh//gltP//ribA//tdcD//ygbL//rcsD//rapZ//flgA//rrrQ//glsB//ynfL//argA//pepD//helD//rcsD//frdB//rpsT//pstB//uhpB//glsB//frlC//iscS//yhhT//yfcG//insB-2//uvrC//entD//ansB//cdaR//glcA//ygaZ//adeD//narX//ygeA//tauB//ubiI//holA//acrA//sodC//ycfH//fieF//ddlB//dgoT//guaA//hemG//lolA//rbbA//yhcD//araC//rraA//phoB//dgcN//ydeT//lrp//rapA//nlpA//ycjY//qorA//mdtA//yidE//gluQ//aroP//ypdA//ldrB//eutK//trpS//rraA//yghB//fadR//ydiO//yebS//ygbN//zapD//nrfA//nikR//deoD//yjjX//macB//yeaE//amiB//kduD//yheT//mntR//mhpC//rnpA//kdgR//yebK//yefM//fdnI//alsB//yrbG//cysC//yedP//tolB//xanQ//frlB//ydjE//tauD//hemN//comR//uvrC//yeeO//csrD//tauB//ycjD//iraM//ccmD//moaA//glcA//thiH//feoC//flgA//qseB//abgR//uxaC//sohB//topA//metH//dhaL//dacD//yqiG//degQ//recJ//torI//yoeB//paaH//serS//gcvP//ung//rpmJ//lpxB//nrfD//tatC//bglJ//ydeO//hemG//truB//bioD1//livG//aroK//rplK//flgB//tabA//yggT//trmI//mscS//ydhJ//yfcP//dsdC//cysB//rfaB//tag//hypF//rplY//ybaK//radA//rne//pbpC//sanA//idnD//adhP//fdoI//yfaX//rppH//lacI//cca//cusB//ptsP//surA//glk//yggD//yafS//ycfL//cydD//kefG//nagZ//pliG//yaaJ//tolR//kdgK//groS//pdeK//yedF//yohD//folX//nlpE//murB//znuB//dmlR//ynhF//cytR//rihC//sspB//secB//elaD//tag//rarA//syd//zinT//paaK//yeaG//dppC//glnH//yfeD//ydcI//lpd//fadH//yehX//rpoH//yehT//purC//dxr//iclR//glrR//ybaK//ycbU//yahB//fadJ//ggt//
GO_0042245_7	galU//pgl//ghoT//
GO_0042254_5	cbpM//fdoH//ydcR//rimM//nagD//dcd//puuE//
GO_0042255_6	bdcA//nrfB//
GO_0042274_5	pdhR//ybbW//adk//csgD//
GO_0042278_6	yjhG//cydB//rph//ycjU//queD//yajR//yhjX//purD//guaD//rpmC//ycjP//rimP//ssuC//rhaA//argK//tar//yajR//dnaC//
GO_0042304_7	rne//ilvI//dpiB//
GO_0042325_8	pgrR//lapB//
GO_0042327_9	yidC//
GO_0042330_3	metL//ccmG//dam//tdcD//mtlD//dinB//rhmR//yjhB//csgG//maoP//skp//oppA//lacY//nrdB//glpC//artP//
GO_0042350_6	pyrE//
GO_0042351_7	yieE//
GO_0042354_7	rpsM//yahB//hmp//yehC//yfiC//ycbB//
GO_0042355_8	livM//rplX//argB//yfiE//lacI//polB//
GO_0042357_5	ybiI//qseB//
GO_0042362_6	treA//
GO_0042364_6	ynfH//curA//setA//frsA//osmY//yeeJ//yhiM//opgH//potB//rhaA//sspA//yceO//yhdX//fdnH//clcB//aroF//dnaX//tusE//sutR//csrD//yiaN//cca//prlC//betA//ampG//nrdH//fimI//nupG//allR//hisF//fimD//abgB//ruvA//yneJ//nadA//dmsC//arnB//asnA//coaE//mog//gudX//bioD2//hisH//rpsQ//yhjG//glpF//sufE//speD//yqcC//dgcN//greA//rhoL//yqhC//elyC//surE//ugd//
GO_0042365_6	srlR//agaD//uhpT//pyrD//
GO_0042371_7	yhhZ//
GO_0042373_6	elaD//
GO_0042398_6	ybiW//sgbH//dsbD//aidB//fklB//yjgX//rcsA//hyaA//cpxR//dhaK//amiB//ghxP//yfbR//yjhI//lasT//holB//dicA//rcsC//fucK//dsdA//
GO_0042401_7	yhjX//galR//arfB//fimF//fadM//fadE//purC//ybdR//potD//acpS//paaE//yihR//tmk//hcaT//
GO_0042402_7	yqjH//ychO//rpe//fkpB//ygiB//dcd//mglB//amiA//oppF//gabP//dacD//gadA//nuoF//
GO_0042413_6	yegS//clcA//ftsZ//putP//
GO_0042430_5	speG//aroK//ybjL//adiC//ampH//rplE//ytfQ//wecA//degQ//rplA//
GO_0042435_6	csgD//degQ//narX//mppA//pstS//atpE//yiaN//ggt//pncB//
GO_0042436_6	iraD//
GO_0042439_5	bisC//
GO_0042440_3	rlmE//torS//mioC//orn//cpoB//frr//thiI//aldB//allC//yfbS//purF//agaW//ycbX//cecR//
GO_0042443_5	ftsY//ybaQ//
GO_0042445_3	nrfG//ynaI//yihX//minD//ilvH//udp//basR//rlmN//frlA//sgcR//ppsA//insI1//tamB//fiu//
GO_0042446_4	relB//
GO_0042447_4	dgoR//accD//emrK//rlmG//lolB//ycfH//ygiW//gutQ//frsA//rpsM//ldtE//lapB//gpmM//
GO_0042450_7	nadK//rpoH//ydjK//hybA//cheZ//lpxH//
GO_0042451_7	cdsA//phnJ//rsmA//ldrA//hsrA//zinT//
GO_0042453_8	frwB//
GO_0042454_7	lgt//mrcB//argI//mscK//yobA//rimM//feoB//mraZ//dnaJ//tar//ydiP//rplQ//
GO_0042455_7	birA//accD//yidE//paaZ//afuB//araF//pnuC//seqA//nuoL//rlmE//yjbG//yagU//yiaF//astB//putP//pgpC//nanA//
GO_0042493_4	paaZ//trpL//cdgI//fucI//rpsS//yifB//rsmH//ynfK//paaA//ymdB//syd//barA//lipB//zntR//fetB//ygcO//gadB//dtpB//nanE//ynjA//cspA//fadA//yieE//bglB//prfB//pdeD//livM//sdaC//ubiE//scpB//cydB//rbsR//rpsG//rbsA//yobA//rpmA//pbpG//fruK//nhaA//tdcC//sucB//exoX//puuR//potD//lysR//macB//hprR//yijE//htrE//
GO_0042537_5	yibH//xylG//ydjM//proQ//ftsN//ilvL//yhjA//idnD//arnA//hflD//ascB//arnB//ffh//plsC//gcvR//hisQ//lacY//cvpA//rpsK//nudC//artQ//rpsH//
GO_0042538_6	ompA//opgG//
GO_0042542_5	fur//ivbL//intZ//yggF//pheA//ypdB//bioH//ycjD//basR//yggW//mtlR//rseB//wecA//moeB//nemA//glcB//trpC//alr//
GO_0042545_5	ygfA//
GO_0042546_4	hyfC//recO//mtfA//rssA//tusB//roxA//hofP//uxuB//ydeO//gntP//
GO_0042558_5	ibpA//rlmC//xylR//waaG//pgpA//menF//rseB//hxpA//ompF//rplC//entE//crcB//nrdA//mppA//gabD//hybB//sdiA//efp//
GO_0042559_6	apt//rfbC//btuE//ymjB//tcdA//fumC//fadH//yrbG//ychF//lysO//agaI//zntA//gltD//
GO_0042560_6	ynfH//flhE//
GO_0042592_4	pinE//sbcD//hpt//murG//fau//bolA//ygcO//eptA//btuB//csgA//araA//ydiQ//ybhR//bglA//rihB//ruvB//rhlB//ydaV//sppA//yghB//ydhQ//mscL//yhbX//asnB//pspA//yedX//cpsG//rmf//araG//pspG//metB//betB//bamB//phnH//polA//ydcR//feaR//gldA//cstA//ybaL//tyrA//pitA//dpiB//hybG//ubiA//mglA//ybdR//araG//trxA//psuG//yddL//csgA//mscM//dedD//dcuR//plsX//nusG//yeaG//gspJ//
GO_0042594_4	der//emrD//basS//sdaC//bamB//add//frlA//dnaC//livK//pstA//paaJ//rplE//hemC//thrB//uspE//glcE//yegD//sdhA//torS//bioC//cobU//hsdM//yqgF//rlpA//yebS//eamB//dsdX//glxR//uxuR//tolQ//nadB//frwC//leuB//fetB//tolB//
GO_0042618_5	alaE//
GO_0042619_6	narQ//
GO_0042710_4	hisI//udk//yaiP//recE//yfiR//hslR//nuoN//uspE//glpA//glnL//rlmH//prmB//folP//dtd//dkgA//cspI//bfr//uxuB//ybaT//nikA//ykgA//rraA//tolR//intA//crfC//rluF//serB//ynfF//ansA//yjhB//oppA//artM//cbrA//qorA//kefG//lsrC//avtA//dtpD//queE//ilvL//higA//ygaV//acpP//ycjW//pheT//dppB//cueR//mtr//yfeW//dacC//yadI//
GO_0042723_5	sbcC//mutY//putA//insA-1//rlmI//recC//yjiR//ubiE//lpxT//phnK//rfaH//def//
GO_0042724_6	pgm//coaA//lpxC//gadE//gspJ//csgG//dhaK//ygaV//xthA//nac//
GO_0042726_5	vsr//cheA//ibsA//lptE//ypdC//glcC//yddL//gspE//
GO_0042727_6	osmC//ibsE//eptC//tabA//zapC//yiiE//cusA//uacT//
GO_0042732_6	yqaE//yjgX//dnaG//mnmC//yehZ//
GO_0042737_5	kdpB//pgm//rpsB//garP//entC//hipA//nirB//speC//agaR//yafN//pdeK//ftsK//yiiD//rph//uidA//yjeI//hisI//mdtP//mdtJ//csgB//phnH//tyrR//yabI//cmk//yebC//uxuA//mntR//cbrC//yhdW//xylH//sucB//dsdX//yqcC//rihB//ppsR//eptA//trpC//gltD//ulaC//guaA//ompA//glk//adiC//kdsC//tdcC//gspJ//recQ//sucB//pcm//fic//fklB//envZ//gatZ//araH//ymfK//
GO_0042743_5	ynfK//rnc//
GO_0042744_6	nuoG//elaA//
GO_0042759_7	flhA//ygcR//
GO_0042773_6	mlaF//
GO_0042777_8	ygcR//
GO_0042779_8	xylA//
GO_0042780_10	frvB//ribE//dnaN//
GO_0042816_5	ydbD//nudC//nikR//narP//csgE//coaE//lolD//dtpB//brnQ//
GO_0042817_5	erfK//
GO_0042819_6	ileS//ssuE//citC//frlC//dgkA//phnM//thyA//flgI//chaA//
GO_0042822_5	lptG//yggN//sfmA//fieF//rarD//rtcR//ygbN//
GO_0042823_6	rpmE//hycI//dmlA//uof//truA//lysA//yidD//
GO_0042836_5	tatC//cueR//nagB//modC//
GO_0042838_6	prfB//pepD//yqeG//agaA//
GO_0042839_7	tnaC//hofC//narX//lysR//hprR//dgoD//
GO_0042840_7	puuA//eutN//yhbQ//ppx//proW//moaB//
GO_0042843_7	caiD//yigL//
GO_0042844_7	atoC//
GO_0042846_8	yjgX//
GO_0042851_8	nuoG//yfdC//yjhP//yqcC//
GO_0042852_9	yqiH//gor//glpT//
GO_0042853_9	prpC//
GO_0042866_8	ampE//cbtA//spy//entD//yhgF//ascG//opgD//kdpD//argB//lepB//sfmC//dnaT//arsR//torZ//insF-1//aldA//cueO//nth//
GO_0042867_8	comR//
GO_0042873_7	zwf//rfbC//ruvB//yciA//treR//entH//tusE//
GO_0042882_10	ubiE//yhaV//ssb//
GO_0042883_7	ompA//paaA//dgoT//livM//dinQ//rpmH//ssuC//leuB//
GO_0042884_7	ybhP//thiL//clcA//rzoR//dacB//epmC//fkpA//
GO_0042885_8	obgE//
GO_0042886_6	lpoB//fimF//ybfA//proW//tas//rfaF//rnpA//glcE//yqaB//idnD//paaB//yfbS//hyfR//rna//dsbD//hdhA//etk//dsdC//hisG//lptA//gapA//rhaD//sgbU//sdhD//rfe//yhbX//hcaT//rmuC//lipB//selA//bcsA//allD//glcE//pinE//insH-6//rhaM//dinD//argO//yjiX//coaA//nadB//yodD//sgcB//rpoH//yneL//gatY//iscS//satP//bcsA//pdxK//yehU//rcsA//pfkA//fdx//ahr//pbpC//kdsC//ribF//queC//wzzB//ygeX//ybdZ//ypjD//zapE//ydaV//yehB//yjfP//nagC//ybhR//csgA//pyrH//frlA//metK//sspA//dcm//rbbA//fimH//yagU//ybdM//rho//fieF//yacG//nupC//queC//secY//ygiW//fucK//pgpC//
GO_0042891_6	ldtA//fecB//abgR//lapB//sdhC//ykgO//patD//cyoB//rplD//nanA//pgaC//evgA//pgrR//murE//fabH//serS//nagC//matP//fabD//potE//pnuC//ycbB//creC//sfsA//yhhT//hyfC//yfdG//mppA//cadB//yegD//fis//roxA//
GO_0042906_8	fruK//tusA//cmtB//pitA//
GO_0042908_5	aslB//agaA//ydgA//hfq//iap//ybiO//cheZ//phoR//fepD//iscU//ftsL//folC//ygcW//minC//wcaJ//yiaN//
GO_0042914_8	yghW//aroK//
GO_0042918_6	yhcH//fucK//rraA//ttcA//ybiH//
GO_0042919_6	bolA//
GO_0042920_6	kup//
GO_0042928_7	narY//
GO_0042930_7	ycfJ//rffH//yqjI//bioA//cysS//ilvC//maoP//yehW//
GO_0042938_8	lexA//ybbW//csdA//glpK//purT//phoA//agaD//ftsK//sdaA//yrbG//yhcD//yfiC//yqiG//hybB//gmhB//
GO_0042939_8	purD//xylB//sixA//dkgA//ybiI//opgG//rplL//flhE//torD//rhtB//
GO_0042940_7	hyi//ribE//ybbW//yfiR//allR//
GO_0042941_8	yiaN//
GO_0042942_6	ade//ftsW//
GO_0042953_6	gmd//dicB//waaJ//
GO_0042956_8	rpsB//mukB//bcsA//flgD//valS//
GO_0042968_8	envZ//bolA//nuoL//
GO_0042981_7	insI1//
GO_0043038_5	nuoL//sufC//hemL//fadD//glyS//yqcC//napF//ftsA//kdsA//aldA//yebQ//cutC//ygiN//hisS//yjaA//hcaB//cmoM//dcp//ymfK//rpsA//arfA//mhpA//yfcA//flhA//cynT//tufA//
GO_0043039_6	osmF//gutM//ydhQ//pabC//yehP//kdsA//melB//dapA//yggE//torR//bioB//hyfR//yegV//intS//ispF//potB//lsrC//miaB//lgoT//sad//hha//ypdB//xylH//bglA//yceK//
GO_0043041_6	ymgF//
GO_0043043_6	fsr//dppA//fumC//rluA//dpiA//bglA//mdtJ//wbbK//potE//ydiK//frdD//ansA//rpiA//livK//lptE//casB//yigB//yneE//ygiN//ybaO//cobC//sucA//puuA//narX//dps//umuC//yecS//yqjI//malF//ppsR//hypF//yehB//fdx//fucK//cyoB//ybbN//rnt//tdcF//bsmA//artI//srlB//yejA//htrE//ynfK//puuR//dcm//carA//iscX//yraJ//sbp//wzc//ydiF//ihfB//insB-2//ssuB//yjjB//gatA//wzzB//ybdO//rfaC//ybjI//
GO_0043067_6	malF//
GO_0043085_5	ybdG//agaB//nikC//surA//efeO//yjjV//yrbG//glnS//kdpF//alaE//lipA//sgcX//ydcP//thiI//nadB//fpr//xylR//accB//yihO//mcrA//hxpA//ldcA//rfaH//
GO_0043086_5	frlC//mdtI//fliM//gadB//yajO//rcnR//chbA//maa//ydjE//chbF//ykgM//aroF//waaQ//gltX//ybdM//ampG//rzpR//trkA//torZ//recR//deoC//greA//dps//apt//fbaA//setB//
GO_0043087_6	yeaE//mtlD//rpiB//sfmF//
GO_0043090_7	nrfD//yhhT//yagF//yhcD//rcdA//gadW//aslB//phoE//qseC//hofP//
GO_0043093_3	cbrA//ispH//yfhH//sfsA//gntU//pabC//metC//trpE//mutH//guaC//hxpA//bdm//hisM//dinQ//atpA//mdtM//yneE//
GO_0043094_4	aes//ybjI//rzpD//rffH//tig//ynbC//mcbA//nudG//yhfK//alsB//nikE//ydfD//melB//mlaE//ompG//tisB//trpGD//ilvB//narI//epmC//pyrD//xylR//
GO_0043096_6	hslR//ybhS//arfB//
GO_0043097_6	dapB//bcsA//yddA//degP//
GO_0043099_7	umuD//
GO_0043100_6	zapA//
GO_0043101_5	yefM//fabD//rfbD//yciF//
GO_0043102_5	prfA//pnp//slyA//slt//
GO_0043103_7	dsdX//
GO_0043111_7	fhuB//
GO_0043137_6	intQ//nimR//
GO_0043150_8	pagP//
GO_0043157_6	nikE//
GO_0043164_6	ytfQ//glnA//npr//sdaB//cysM//tqsA//glcA//hypC//
GO_0043165_6	dapF//plsX//yahF//mlaB//lolE//sseA//waaY//yccA//hybO//yidC//
