#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgcA//yjtD//frsA//pcm//
GO_0043436_5	ugpC//ydjH//yfcQ//ptsH//nrdE//sapD//tonB//tcyP//nikB//gsiC//csiD//truD//mtfA//ydeP//prc//yjjI//glvB//pckA//dsdA//wecA//lsrG//sufB//rpsR//yihT//iscU//nupX//wecB//wecA//cadB//yjhB//yjbG//hokE//dedD//gltK//yqeF//kdgR//gph//appY//cas1//zapA//nagK//rsmA//priA//aceA//caiB//elfA//amtB//agaV//cydC//waaF//yhjB//udp//ccmA//pabC//rluD//ggt//icd//menH//yeeL//ybeY//glpK//arcB//zntA//ptsP//rhaM//adiC//wecA//nmpC//araH//tcyL//srlE//yfiC//clsC//fecA//yaiP//tas//metC//yafS//cyoB//ybhI//chbG//tcyP//lysR//fadM//priA//panC//fdhF//yhjB//yijE//asd//hslR//tgt//serS//hyfA//flhA//yejE//dinJ//rclB//yjjB//modA//yagF//cadB//fre//nrfB//ccmH//rpoD//mtlA//slyA//ybaL//csrA//pbpG//aaeA//ybgP//zapE//zntA//lacI//arsR//ydcI//paaD//sdaA//agaW//artQ//recE//artQ//araE//yahB//fimB//mnmA//yebS//livF//puuD//sucC//yceO//yedP//alaE//livM//ybiH//rutR//setA//nikD//thiC//agaB//obgE//ycaO//frvR//plaP//argD//yibT//caiD//melA//ldrD//ygcO//recB//speC//nei//lptF//gmhB//prlC//ydiP//coaA//copA//rph//yjhG//smrA//hyaD//yghO//tamB//gcvR//rutF//allD//kdsC//ulaG//aes//ygfZ//rclA//hycI//ygfX//frr//phnO//ygfA//cutA//yebK//fpr//paaC//clpP//dgkA//mtlD//ulaG//speF//bluR//minC//yjjX//yjcO//iap//dcd//nuoH//araD//fadM//yiaT//yfiR//hscC//gabP//cydA//hisD//purB//sutR//ccmE//gudX//rclA//waaQ//frvB//metN//baeR//glyA//sucD//araG//yiiM//gatY//treF//rimL//mdtA//frvB//dcuS//ygjH//thrL//yoaA//pgaB//pyrF//tatE//recJ//hyfF//glnD//murI//cbrA//dinB//rbsD//rlmI//rplF//ridA//xylB//sbmC//ssuD//glpT//mrdB//rseP//gspJ//yfiF//nagZ//rfaF//ybiT//appC//rpsD//artM//yidH//rfaD//mipA//nei//yadI//cusS//uvrY//queF//ddpX//malQ//sgbH//yjhB//metE//cmoM//recQ//gspF//alsA//ydjL//hycI//arsR//ldrB//nrdH//ubiG//cusC//phoR//nikE//bioD//rutA//ydiQ//nikA//groL//thiI//tatC//malQ//ghxP//lysR//frmR//ppc//ybhP//dcuS//rimP//pldB//gcvH//ispH//ldcA//rlmE//hpt//soxS//ybiV//ybfE//tonB//frvB//pgpB//yhhY//rhaB//yjjG//arnT//cca//rppH//moeA//agaR//gfcE//azoR//recN//yjjV//epmA//yoaA//thiC//aldA//rlmE//kbaY//pgi//fadK//sufB//mntR//mdlB//nfsB//narL//wecB//pspF//rplJ//acrR//cysQ//bssR//dusB//rfaB//tsx//gsiA//ccmD//xerD//tsf//araD//sbmA//aspS//secY//pabA//glnB//lpoA//gspF//lptF//hisD//mocA//cobU//mnaT//ppx//chbA//yraH//yebQ//yfcR//lysP//dapF//menH//phr//alaA//mscS//yjjG//ypdI//holB//caiF//ykgA//lpxH//gcl//wzyE//bglH//uvrB//yehW//cmoB//rsmD//idnK//mtlR//dauA//glpK//bioD2//gppA//dinQ//gadB//yiaL//lpxK//frmR//tauA//ybbW//opgE//cadA//grcA//ompC//garP//mnaT//selU//hyfF//thiP//speG//glpD//murE//dnaQ//yfdO//yhbS//envZ//ybaK//eutR//msrA//hyaC//cnu//hcaT//yraK//frmA//purF//rlmA//glxK//metE//norR//cysC//yccX//yjjI//rimI//cheZ//oppA//yhdX//frvB//mhpB//phnJ//nagZ//envY//pdeR//valS//chbR//rdgC//yjhC//rnpA//yqeG//yijO//ptsG//cdd//oxc//fliZ//recO//
GO_0043438_6	glpT//
GO_0043442_6	ydcS//
GO_0043455_5	mraZ//lexA//nlpE//maoP//
GO_0043456_6	valS//
GO_0043462_6	pinE//uup//obgE//treA//greB//eutK//
GO_0043467_6	nanC//cysI//
GO_0043470_6	yedA//yfaL//gabT//idnD//
GO_0043471_6	oppB//ydfG//yhgF//
GO_0043484_7	bdcA//
GO_0043487_4	mdtF//gspE//nth//matP//polA//eamB//
GO_0043488_5	ugpE//kefF//comR//yeeO//ynfK//
GO_0043489_5	ais//
GO_0043543_7	frwC//ibsD//sad//hcaF//intZ//opgH//entB//ssuA//rsmF//dtpD//yfaU//ykfM//glgS//
GO_0043545_5	rayT//ybaK//ptsG//yiaT//bacA//kch//kdpD//gadW//gntU//azoR//rsmH//
GO_0043547_7	umuD//yjbF//rpsH//
GO_0043549_6	bioB//udk//
GO_0043555_5	glcB//gpt//
GO_0043562_6	ydiF//yqgB//
GO_0043570_6	ybaO//rihB//evgA//
GO_0043571_7	ulaF//recF//lsrC//
GO_0043603_5	dmlA//rplE//narQ//rapZ//ybiJ//argT//ccmD//opgH//ygiS//roxA//tsgA//pphA//cydA//greA//glmU//osmY//kdpE//cadA//tcyJ//pyrC//waaZ//ybjI//trpC//bamD//dnaK//dcm//coaE//dsbD//mdaB//phoQ//nadD//cysS//yfdG//yebQ//rlmG//lipB//ynbC//yeeY//ydcI//yoaA//lasT//fecA//yraH//rssB//sufS//cra//yjiQ//fecB//casC//modC//ftsB//blr//ydcI//surE//ccmG//gltP//polB//ung//fabG//exbD//yeeL//ubiC//dinI//prpD//agaB//ghoS//glpA//ybeY//iraM//setA//deaD//rraB//glpD//bssR//ccmA//gutM//hdfR//hofP//puuR//xseB//paaJ//map//intA//yhcN//yraI//arsC//aroG//ribF//yihW//hslV//bioF//ptrA//secD//creC//cydD//ampD//cobC//hcaF//guaA//recO//rlmM//rihB//ybcC//lepB//hns//sapB//yaaU//ydfK//phoR//envC//yghG//hha//ybhP//yfdR//nimT//sapD//ydiP//rclC//udp//uspE//yaiP//rluF//frwD//thiM//raiA//nrfG//rssB//
GO_0043604_6	ymgA//yggF//yehW//fixC//azoR//ahpC//pyrB//fixB//fliL//gudX//yeaE//yghG//sspA//recX//cusS//luxS//wcaC//agaA//chbR//pabC//rhaB//flgJ//mdaB//lpd//hofO//yegT//dkgA//dgcT//yeeJ//fre//kup//yphF//hypT//thrS//narX//vsr//moaB//dinQ//araC//basS//lolC//gntT//glmM//yfdO//mngR//yghU//agaW//oppB//pabA//cyoD//tadA//cynT//glpK//glsA//hybE//zipA//ybdZ//aceB//ihfA//abgR//secB//ftsK//pcnB//yohD//ybbN//nirC//gltX//msrC//mdtI//ychH//slt//yggT//msrQ//mlaD//frwD//cbpM//dmlR//rlmD//ppiA//bolA//ybjG//thiI//gntU//add//cyoB//eutK//der//ygeA//nrdF//yehW//uvrD//yhhZ//prpC//ade//xapA//fruB//fabH//cysG//thiQ//
GO_0043605_6	yhcH//ygjH//puuE//fimE//glgA//
GO_0043610_4	accD//
GO_0043624_6	pdxB//nudC//narG//ydfG//decR//ftnB//oxyR//
GO_0043628_9	yoaA//pta//yqcG//
GO_0043631_7	diaA//serS//
GO_0043647_5	lepA//ldcA//
GO_0043648_7	rcnR//waaA//rcsD//pcm//ynbB//uacT//atpD//puuA//yaiP//lysU//mhpT//hldE//hofM//trmD//bacA//sdhC//sbcD//ybiX//cbrC//rpmG//zapB//yjhC//ibsD//ybfA//moaB//wecC//yihX//ppiD//luxS//hemC//sfmH//yebS//yafC//yjiA//rfaC//chbB//sdaB//mhpT//rpsH//ycjW//ubiX//ycjP//fdoH//oppD//dcuR//ybdM//hda//hda//yhjR//tusA//ulaC//dacB//ydgA//hypF//obgE//sfmD//pinE//rffG//glsA//hofQ//bamB//yohC//hemF//tatB//infB//pnuC//ygeX//pdxA//sapA//erfK//acrD//hisG//ychH//panF//
GO_0043649_7	degS//nirB//yfdC//dgcZ//ompC//waaB//ycdX//aroF//ypdA//rplB//gpsA//
GO_0043650_7	fimG//fabZ//adeQ//ynhG//opgD//nrfF//perR//mgtA//ppiA//ulaR//srlB//trmI//ftsZ//ribA//mdlB//minC//sanA//dmsB//ssuB//cobS//ulaA//ydjK//ddpA//rpsJ//zwf//yeeO//ispG//
GO_0043686_7	lsrD//
GO_0043687_7	murG//gabD//phoB//ppsR//clpB//zapC//hemC//
GO_0043708_5	ynhG//mepM//yafC//yebQ//leuC//gyrB//yjeI//yohC//nikE//bglJ//yadV//atpC//ompG//cyoA//hdeB//
GO_0043709_6	yidC//mdtJ//folX//yfcV//uxuA//fruK//sapB//gcd//bioB//
GO_0043711_5	mpaA//ulaD//ynbD//ydiR//xylR//cheZ//soxS//qorA//iscA//rraA//rspB//relB//ppc//ecpR//yqeF//rhaT//yjaA//ybcJ//uspB//mdtI//carB//
GO_0043900_4	ymjB//sucB//rpsE//pliG//rzpR//rpsE//rssB//msrP//yoaB//ribE//nirC//topB//arnF//
GO_0043901_5	kdsB//purB//comR//yggT//
GO_0043902_5	chpS//metF//
GO_0043933_4	uspF//ibsB//tnaB//cysD//atpC//pdxY//hisF//fhuB//aaeB//mgtA//folC//citX//rfbB//rclB//hns//ycbX//rlmG//btuF//rclC//yfdK//rpmF//ecpR//tsaE//yadK//xseB//yfaV//yagI//ycgB//carA//cydB//prs//adhP//nrfG//yegS//rplX//polA//mreB//mdtE//ygeR//nuoF//pheP//lit//ybaM//sucA//pdxB//pstS//wecC//nadB//ilvN//ycbX//lacY//ydeM//secM//ubiI//puuD//rpsA//ybbY//truC//ampD//yigL//waaB//ybbW//kdsA//yagE//fpr//macB//yiaJ//nikD//nirB//eamA//hemL//ascB//gltB//ruvC//pspF//dxr//gyrB//mdtJ//norR//comR//nanA//rmuC//yhbY//holC//phnJ//luxS//livH//malQ//rfbC//rraA//kilR//metB//bglA//yihQ//yehA//yggX//msrB//ybiI//folA//mnmC//
GO_0043952_7	flhE//pepQ//rtcR//yiaJ//rnhA//
GO_0043953_7	aceK//dicB//fumA//fadI//
GO_0044003_5	pepT//ycgV//yeaK//ompL//
GO_0044004_6	aaeA//napB//aas//rpnB//
GO_0044010_5	msrB//mreB//tufA//cmoM//rarA//rpmJ//flgM//yjeH//artJ//csrA//cbpM//trkH//ompN//pppA//ffh//dgcF//kbaY//appA//ndh//lolB//rpe//napB//ompC//ptsH//yggN//waaQ//sodB//ftsI//dgcF//yjjX//
GO_0044011_4	nac//accC//ybaM//ydjE//rpsE//phnO//cirA//recE//
GO_0044036_5	glyA//yohD//gltX//yagU//crcB//ypdF//ftnB//glpA//yobA//ftsW//yieL//clsC//fbp//stpA//manX//mreD//ribB//treC//mdoG//queG//cspI//gpmA//livK//lolD//moaA//acrR//mngR//yciV//ibaG//yfiC//ynhG//agaD//rpsE//zapC//rhaD//fixC//moaC//evgA//dhaM//gmk//fliA//lsrK//kefC//lplA//puuP//mreC//tap//
GO_0044038_6	ratA//atoB//dtd//yhdX//mutT//rfaD//rpmB//nikB//kefB//eutD//selB//sgbU//dcuC//glsA//rpiB//yahI//gcvT//kdpC//yfdR//trpGD//dam//hflC//narY//lldR//fepD//yhgH//pabB//ybjG//xylA//rimO//torR//nikE//exbB//nudC//gcvA//mutL//ydeI//alaE//frvA//prkB//spoT//pabC//rlmM//
GO_0044042_6	arsC//pspA//cspI//mnmG//rfaE//fdoI//ade//clsB//recX//waaC//yneE//ydcR//dpiB//allR//rpnC//yehA//mocA//melB//ugpC//csdE//gatY//
GO_0044070_7	acrZ//malQ//ydhK//pitA//
GO_0044085_3	panD//entS//dnaB//ftsN//ldrA//bssR//cptB//flgF//ycbX//rplF//gntK//rpmJ//yehX//tamB//cutC//zupT//yfeD//yiiE//yafN//
GO_0044087_4	coaA//recQ//dhaM//rsmF//ispH//rplQ//ibsD//pepT//yfiE//yidH//ydiR//dld//nadD//potH//sapF//agaC//yabI//adk//potA//orn//dapD//thiP//qseC//yihS//bisC//astC//atpF//yihX//chbA//dppA//ymgF//nanT//rdgC//cysA//
GO_0044089_5	ribA//yagU//ydcP//rfaE//asnA//rbsR//mngB//rpsP//folM//glgX//nrfD//fixB//rpmF//
GO_0044092_4	recB//yidL//gatB//rsmE//sucB//fimZ//fbp//yqeA//lyxK//fepG//caiT//lgoD//lsrK//hisA//pgaA//dadA//ykfI//fetB//manZ//yibA//fdnH//lptG//mpaA//add//ykgF//trpB//flgF//rsmD//yqeF//yidK//uvrA//ybhR//uvrY//nagC//rpsB//uxuR//
GO_0044093_4	rraB//dut//mgrB//pepQ//nlpD//mtlR//tatE//hokB//yrbG//cdh//yiaA//ulaB//ygeR//lgoD//yahD//dacA//yiaB//srlA//cho//qseC//dusB//ftnB//pppA//purL//lysU//btuR//ompC//
GO_0044106_5	ybaE//flgF//cysK//rpiA//gntP//rph//rpsS//nagZ//yjtD//btuC//paaF//gnsB//ybaO//nikR//yghW//pdxK//trpR//radA//araA//lsrA//tgt//frvR//ydiF//blr//adhE//hisA//cdgI//
GO_0044179_5	paaX//
GO_0044208_7	glcB//
GO_0044237_3	mrp//sgcX//purU//nadK//purC//paaD//cysQ//aspS//pabB//trmJ//yoaB//atpC//rspB//holC//yjcO//fdnI//yeeL//nmpC//ybgP//ubiJ//yjhG//yfjV//yiaO//insA-2//envC//rsgA//fbaA//ascB//insI3//katE//otsB//cas1//ushA//yeaK//rarA//pgaC//coaE//livJ//wecC//csrD//sapB//flgF//queE//lepA//citX//ruvB//def//mlaC//ppsR//yeeL//nimR//rplQ//iclR//kdpD//yghG//ydaV//xisR//sfsB//kch//kefC//sstT//rimJ//fdhF//malX//insA-1//cbrA//rlmJ//dinJ//panF//setC//otsA//ttdR//ssuC//sodA//yiaT//queF//yidR//ihfA//hemH//ycbB//ydaN//yedP//gcl//nirB//yieH//kbp//argO//menF//pgpB//cdsA//lsrR//hsdR//pepN//adiY//sdhE//yfdC//bioD1//queE//araD//panD//pdeF//tsaB//mltF//gapC//hybE//yciH//ygiN//dnaE//dsbA//fliG//yghB//envY//speB//cutC//cutC//xylG//trxC//moaD//flhD//ybiS//argO//sucC//rhoL//nadE//lnt//btuB//fdoG//moaA//potC//efeO//umuC//dsdX//ydjH//ccmC//yccX//ycjW//rihC//ybjG//eutN//lpoA//gloB//citG//mazF//thrS//cysP//frdC//orn//maoP//hemC//creB//ycdY//ygfI//acrE//sapC//aceF//rbsB//yjjX//miaA//borD//tolR//asd//pth//exbB//sapC//blr//yoeB//mreB//nth//bamA//yjiR//rng//trmD//rpsQ//yhfS//yfgI//aceK//acpT//sbcC//glnH//rimP//hdhA//hslU//prfA//clpS//hyfF//spy//tsgA//flgB//glmM//slyD//hofM//entF//queD//mtlR//nuoH//citG//gatA//yibA//menC//dnaT//allD//yiaB//fur//recJ//tauA//yfdS//malF//ydjH//scpB//alkB//ypdC//alpA//sbcC//yafC//pcnB//insI3//rfaQ//ydbD//adk//mioC//hslU//mreD//glpR//rhaB//ampG//dsbD//tcyL//gatB//cyoC//torD//intQ//ycfJ//zntA//iraP//atpA//entB//ytfP//nadC//uvrY//mreD//rclB//sdhB//adk//cheA//fabZ//cheA//uspC//yjjB//ydeP//glk//flgH//btuR//hofQ//purN//putA//fixC//arnE//frdD//znuA//kdgT//dctR//ulaB//rpsS//yiaT//sodC//dut//ydaC//fliK//hisH//uxaC//pck//yeeJ//ftsX//yjjQ//yhaJ//gloC//serB//aqpZ//bcp//ymgA//nusA//mngB//cysG//yigL//lpxP//yhdJ//rbsR//zur//yphF//gluQ//folX//ygeV//yahN//eptB//aroP//pepD//mdtG//nlpA//yqcC//galS//pyrC//rluD//rbsC//mrp//rutD//yccX//aroP//rlmE//lepA//yfhM//hpf//cysE//cyoD//ygaZ//shoB//nrfA//fimI//kdgR//holB//mtlA//yeiG//glnK//malK//rluE//yfcG//ynjA//moaA//agaW//atpD//ydjK//ykgO//frmR//araD//sdhE//pstC//cysP//qorA//uvrA//mrcA//atpH//prmC//entA//dgcQ//yphD//yhdZ//yfbU//tyrS//djlC//rppH//yceD//gspF//flgD//zipA//nupG//gltI//mcrA//ppx//mioC//sbcD//exuT//mdtK//rpsH//yegT//rpmB//yedA//rluA//rimP//nlpA//bssS//malG//mmuP//flhC//oppB//cynX//nanK//glpC//umuD//mngB//yfcV//uxuA//fixB//ghrB//potH//ybdR//lipB//rluE//surA//hyfR//yibT//gdhA//citE//yehZ//guaC//yeaK//dtd//waaG//ssb//abpA//ilvH//panC//intA//sucA//rnr//fadR//yjcE//mltC//ldtD//mdtO//ccmH//kdpD//glpD//ldtD//rpmF//hyfR//adeD//mraY//tnaC//ilvN//aroG//insA-1//yebS//cirA//lptF//znuC//ppx//intQ//ydiQ//norR//yehP//wecB//yqeF//yidC//zapB//ybaM//yfaL//pspD//paaB//mdtE//cyaY//thiL//psd//yfiR//nuoF//frvB//yebS//sufD//tdk//rfaD//gluQ//hycI//hscB//rhaA//minC//iraP//gudX//fiu//lysR//nanK//flgJ//cdd//endA//metL//ygiW//aphA//yjjI//kup//yajR//lysO//rfaH//bioB//tdcA//speG//yjtD//aldA//dpiA//sodA//rplR//rlmB//rdgB//nikC//pepA//hcp//yihX//cpxR//ybiH//htpX//lacI//dicB//hprS//kgtP//flgG//napF//dmsB//paaK//adhP//torZ//hemF//radD//nemR//sdhB//gntR//atpG//rplB//mdtI//iscX//fimB//glgA//torZ//chbB//menB//ftsA//setA//tauB//nuoB//nagK//glxK//yhdJ//lptA//alpA//fic//fryB//arfA//dedD//sodB//pntA//yajD//ravA//ybdG//aceB//rplX//mscK//argD//hflX//mnmA//recF//nsrR//rssA//crcB//rpmH//rapA//zipA//rbbA//yahI//yqjI//casC//citE//nagK//yddG//uup//yeaE//yhbX//malS//acrD//rfaC//kbaZ//xylR//hxpA//tbpA//iscU//glyS//metH//udp//oppB//gatD//hcp//pgrR//hokE//cutC//dsbC//pdxB//dgoK//gloB//ulaD//recF//sgcA//tcyJ//tldD//yfdS//chpB//hisG//mdtO//sapB//yphD//frmB//hofN//ybiT//ptsP//pfkB//entA//panZ//ycjQ//rplO//ribF//rph//ftp//ggt//yccX//yjiQ//rhsD//ompT//ghxP//dmlR//argI//yjbE//rzpR//pyrC//entD//mtn//mutT//uvrY//puuE//nanC//uhpC//tag//nei//ybiS//glnD//bdcA//mntR//ybaE//nupG//nadE//mnmA//rfbX//uvrY//cheR//trmB//hypE//caiT//pnp//rep//sodC//ptsN//ugd//aroD//yjgX//gdhA//msrB//eutB//gatY//yaiP//melR//ygiV//clpX//aceB//proV//lepA//mdtP//aspC//rpsO//hpf//recX//menE//panZ//dusC//yehD//hscB//rhtA//macB//dkgA//arfB//waaQ//secA//rlmJ//treF//eno//tdk//araG//mhpR//rhlE//lacY//ydjJ//fieF//atpF//ynaE//tufB//acrD//pbpC//nuoH//emrE//dtd//uspG//nanA//dmsC//dctA//puuE//xerC//pspF//ldtE//yjiM//torY//dut//rluD//ybaQ//yadK//pphA//rpsB//ybeY//cmk//mdoD//ilvI//dtpC//asnS//ssuA//fiu//ygiW//ychH//trpD//rcnR//bcsQ//ampG//lamB//chbC//rpoD//frr//hisF//pbpG//pykF//ybhD//hyaC//arnT//tcdA//tatA//lysP//ribD//ygaZ//lysS//ydaC//vsr//tolR//cyaY//ddlB//yagJ//emrB//dsbC//treF//yhjR//yfdG//pgpB//cbpM//feoB//hypE//livK//ypjD//yccA//metC//lgt//cspE//cpxR//cedA//recB//mqsR//hipB//otsB//thrS//intS//elaD//flgF//ravA//menC//agaC//narK//agaB//pfkB//dacB//dhaK//cof//hlyE//yjiA//tusE//rfbX//yigL//treB//phnN//amiC//adeQ//ulaB//ybjC//tusD//yafQ//rzoD//modA//kdsD//dtpC//abpA//iraD//lpxT//ubiA//dcuR//rcnA//wzzE//fixA//ftnB//potI//prfA//yjiQ//frwD//dtpA//pspG//era//fimH//clcA//mhpB//ldtB//yjbG//metK//hemC//ccmE//yiaT//aspC//pdeK//hemN//truD//dnaG//mlaE//ompW//shoB//nrfC//ortT//mnmE//nuoH//yebS//sugE//ybcM//hsrA//yaiW//katE//ypjD//panF//csrA//rcnB//higB//yigL//casC//hyaC//yceK//moeB//sfmA//hyfF//yqgB//nirD//selD//glgB//torZ//prc//flgE//ttdA//sdaA//yijE//copA//treC//galK//ssb//fixB//fixC//glgC//yqcG//frlR//argR//rluB//tag//lpxM//yhcF//mog//torA//otsA//araC//cyaA//thrA//malP//rffT//uhpC//yaaU//chbA//yhdJ//pdeL//tdcG//pinE//speF//msrP//yeiL//pdhR//galP//tktB//rpsE//tolC//fepD//pldB//arcC//ybhP//rfaG//mdtC//dhaL//nagZ//higA//nuoN//gspF//pdxB//sfmF//ldtE//ykgM//hinT//apt//mltB//ygdG//yijE//ruvB//rpnA//ybdZ//ybgI//rcsD//ybeY//perR//ilvE//metQ//sgrR//dapB//ygcO//ridA//aidB//chbR//msrP//ispH//tnaC//insI4//ykgM//dcuB//acpS//lpxH//yhgH//trmL//codA//yhhZ//ycbB//galS//entA//gcvP//yiaB//yqeF//ruvA//exuR//lexA//hxpB//purN//pabB//glnE//ybdN//elfC//nuoB//sstT//dcuB//paaC//atpE//hycH//alsC//paaK//entA//nikB//aspS//yciF//ytfR//abpA//hemD//metC//malK//xerD//hisB//fmt//rarA//livK//mtlD//lsrD//yjjU//nirD//panE//pdxA//ubiH//soxS//waaQ//macB//ompN//yiaA//thiM//fadR//gcvT//rclB//ybjL//ftsQ//yidP//nemR//yhcN//topA//ydiF//mltG//ybcC//rseC//tcyP//dmsA//lsrC//ydiR//edd//nemR//lpxH//nfsB//yfhH//cyaA//yqiG//hscC//adiA//pspD//astB//thiI//dhaK//rpsM//yahB//rhaM//aroE//minE//yggD//rnpA//ilvL//argR//bioP//zipA//artJ//mngA//ybhA//fbp//tatE//ybcM//groS//fdnH//mdoG//dgcQ//yaaJ//fliG//hchA//cmk//setA//yobA//yhdZ//nusG//zntA//agaB//rpiR//yqaA//paaA//treA//gabT//tcdA//ybdR//clpS//yfdS//patZ//yfaV//mdtF//ydaV//fdoG//mqsA//idnK//cyoB//lgoR//ung//modA//iscU//nuoF//paaF//agp//sgcB//yidL//evgS//lpxB//glyA//metC//folP//yfgI//ftsE//paoC//pppA//rdgC//insB-2//rsmJ//curA//rfaF//nrdE//hisG//topA//rpmC//yhbQ//xseA//btuR//ygaZ//yhcH//yaiP//xapB//entA//ftsX//dusB//ralR//orn//lsrB//yjjG//glnS//rsmD//coaE//lpxP//pfkB//epmB//feoB//dsbC//dgcM//tdcF//insI-2//dpiA//hcaD//yieH//cmk//degS//dgcZ//alaA//iraD//dapF//trxC//yidA//ftsP//gudP//cydA//xapB//flgC//fre//lacY//argA//ccmG//yaaU//pitB//ssuB//ydeE//rppH//rplO//ybjI//hemD//tldD//yajD//relB//nimR//glnA//panF//eptB//rbsC//ravA//rnhB//opgG//yebK//dhaR//ymgF//mlaD//ribA//dcuA//higA//msrQ//malY//cysZ//gshA//gmk//kbaY//malX//fryA//lldP//yahI//rnhA//nuoH//pabB//ribB//rna//yhbY//yagI//csdA//focB//mhpB//arnA//tusD//rnhA//copA//ychO//potF//hcaF//dkgA//yfeW//hcaR//rfbD//yacG//mmuP//hicA//glsA2//rpiB//paaH//slyA//pgl//ycjQ//yibF//rusA//ydiB//allS//tyrS//fsr//mdtG//glpG//mfd//pagP//sfsA//yfdO//envY//purB//gloB//lptC//ygfI//ytfT//yqjH//ydeO//yafE//nrdD//rhmR//evgA//yceK//yggT//crcB//slyD//purN//cmoM//ubiB//sfmD//gspJ//hypC//argP//rapZ//entE//hypE//fecA//rlmN//aas//cmoM//ftsE//ykgO//nuoI//msrA//ydfD//nuoG//mltF//ydcZ//lldR//sdhE//csgD//ycgR//yahK//mug//dld//yfcU//lipA//thrB//sspA//rpsM//yqcG//yfeD//phoU//tdh//miaB//potF//holE//ttdB//allB//ybeF//murD//yehW//cyoB//garR//sodB//rfaQ//hcaT//potF//ynaI//fimC//mdtL//holE//ttdR//asd//ampG//prlF//ycgV//gudP//tusB//amyA//tcdA//flhD//proP//glpB//bluF//copA//rodZ//mdtF//rlmD//ychO//speC//ybiA//mhpD//nanC//ymgA//ppiC//agaV//allD//tcyJ//nrdD//mngB//cydB//iraM//insF-1//gcl//yhcN//gph//pyrF//fruB//fcl//hisS//scpC//ygiV//gloA//dcm//ascG//frlR//paaH//uxaA//yiaM//leuD//rcsA//msrC//kbp//ddlA//hypT//acrR//hycB//comR//ypdI//sppA//ubiI//ampG//moaD//lpxD//ygiB//cheA//ridA//cvpA//acrE//lpcA//pepD//kdpF//dcm//galM//essD//hybC//helD//ibpB//paaA//yiiE//sapA//yggT//erpA//hisF//pspD//ompG//idnD//lsrK//pta//nanS//emrY//pheA//xseB//fliS//yhjC//sixA//rnhA//hcaD//ilvD//frdA//ivbL//tktB//psuG//yddL//clcA//relB//fadK//csgA//nupC//rbsA//phnL//rodZ//ralR//marR//yfeO//yghB//proP//flgA//pphA//arnB//flhC//aas//hyaD//glgX//rhaR//acrZ//argS//yhcF//yihW//kdpE//ftsW//sucC//secG//hcaE//gpmA//ttdA//asr//sgbE//rsmE//cysG//ykgA//udp//cspI//fliG//tsaC//yccA//nrdR//nrfD//ccmA//alaS//mdtP//mdh//epd//nudB//fimA//rlmD//rplD//yicJ//arfA//raiA//hofO//xthA//phnH//chaC//mglA//rpoD//lolE//lacZ//tyrR//agaI//yiaT//hldE//thrB//gstA//menC//fhuD//yadK//torZ//iclR//adeD//yajR//mmuM//maa//fetB//ldtB//agaW//fabR//tsx//mepM//kdgR//cysM//yceD//rsmG//dps//fimC//yadC//sfmA//ppc//nadC//fre//casE//ampH//ppiA//gppA//tusD//aer//cecR//intE//yceD//yihU//cysZ//ydeO//mngR//rpoH//argG//dicA//yiaJ//ccmG//ydiB//dcuD//glpB//paaD//nhaR//parC//yqaA//asr//yghW//nusA//yidK//livF//rspB//mreC//yggF//acnA//rplC//dxr//ybaK//ydcO//mdtL//tcyL//cysP//paaX//ompA//argK//rbfA//ccmD//glnS//rpiB//ygaH//rplX//acs//entD//yfbU//asd//insI3//yggF//lsrC//atpD//ugpC//ycgR//yggF//pcm//aroC//nth//rpoS//iraM//atpF//hipB//mcrB//argG//ygiW//rpmB//yjiX//yoaB//aaeB//scpC//hslO//ddpX//ibsE//rhaA//cirA//treB//fruA//rplL//lamB//glpT//priB//yeeL//eutD//ubiI//rlmC//rpsK//rfaB//yfcF//dinB//dmlR//yiaM//atoB//ybhR//lldP//nemR//mug//pheT//umuC//kdpF//rsmD//miaB//ybjD//glmU//mdtC//tolR//eco//alaC//uhpC//bdcA//feoC//fepA//ompW//rlmC//metK//mdtP//yqgB//msrQ//chaA//rlmB//frmB//hscA//atpH//pspA//rsgA//caiD//
