#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	scpC//rutF//narQ//ygiV//
GO_0033014_6	nth//tdh//era//menA//dnaN//opgG//narY//ydhJ//creB//yoaA//ftsA//aceK//cas3//yagJ//pspC//pheS//tolB//rnt//pyrL//fiu//alsE//
GO_0033036_3	bglB//nanC//dgcZ//elfC//recN//citE//yjhB//pcm//rsmF//ispF//tdcA//ivy//codB//sgcR//def//lapB//ygaH//tag//gsiC//ycjW//sucA//patZ//murG//wzzB//yghO//fdnH//mdtO//hemB//allR//yjhB//yiaB//dctR//narQ//fimI//hscC//eptC//bhsA//ydcR//yfgO//artQ//yidZ//agaR//yciF//glrK//fucA//hypF//chpS//pyrH//yidZ//
GO_0033043_6	cas2//mdtO//hycA//ydeM//yihU//
GO_0033044_7	yceK//
GO_0033051_5	kefF//
GO_0033120_8	msrA//
GO_0033157_7	idnO//rfaF//
GO_0033194_5	yhgH//yeiG//allB//yagI//
GO_0033195_5	otsA//
GO_0033212_10	gadW//ftsN//eutN//ypdI//yccS//
GO_0033214_11	proV//eutB//
GO_0033228_8	yaiW//ybiA//kup//pyrG//
GO_0033238_6	tauC//clsA//chpS//yeaK//
GO_0033240_7	fbaA//
GO_0033317_7	sodC//deoB//yiiM//lamB//
GO_0033319_5	elfA//
GO_0033320_6	yedP//
GO_0033345_8	glpD//
GO_0033353_5	dxs//
GO_0033359_7	yqaE//dacD//
GO_0033365_6	yiaO//
GO_0033383_6	degQ//
GO_0033384_6	fucO//
GO_0033388_7	rusA//
GO_0033477_5	rclR//
GO_0033499_8	pntB//dinI//oppD//rhoL//trmJ//ydcZ//ilvN//
GO_0033517_5	yidA//
GO_0033518_6	ynfK//
GO_0033526_7	yegT//cobS//yhhY//rpnC//
GO_0033539_7	ybgI//ycfH//srlR//
GO_0033542_7	hypA//pgpC//
GO_0033543_8	galT//
GO_0033554_4	alaC//mgrB//paaC//puuP//dapD//ddlB//gatA//fliT//tauA//rplC//rplK//yahB//xylR//mzrA//dmsB//flgJ//artI//hcaR//gstB//purB//nirD//trmO//frvB//citG//livH//putA//sohB//symE//dsdX//secY//sufS//smpB//cpsB//ascG//entD//cysI//sapC//rcsD//exuR//ybiH//treB//pmbA//pnuC//bdcA//recR//argC//ybiV//ivbL//sgcX//fmt//queC//metL//araF//recX//yagI//moeB//fadJ//rffC//yfaL//thiC//rrrQ//alsE//ghoS//ygfZ//napA//glpT//eco//pdxA//pheS//nrdD//xanP//gltL//tsgA//murR//yphB//flgD//thiE//fadE//dmlA//idnD//hcaR//thiI//tyrS//moeB//tatC//nepI//yjhB//nfuA//yqiH//ompN//rcnR//hicA//flgB//wcaB//accB//rpmF//ibpA//rna//ybaE//clcA//yehD//ycdX//accB//phoQ//kilR//flgM//ycjP//hpt//chpB//yjjW//waaP//cynS//argD//uup//lexA//fliA//trkH//glpB//gspE//btuF//nusA//narG//yahF//ddlA//fdoI//arcC//tilS//fimE//cca//araD//aldB//lit//secY//uup//ynbD//yidK//yegS//recR//rclC//lgt//cas1//cmk//agaA//lpxB//deoD//rnr//prlF//agaC//gloA//yheT//citX//csgE//ygaV//nrfE//cpoB//insI-1//yieH//sgcX//rffT//prs//dgoR//arnE//argH//yhaO//rfaH//yhbS//recX//lldD//groS//cysM//glpG//yqjH//hofN//sapA//pgaC//yiaB//glsA2//garR//ycjQ//hdhA//ispB//yejA//hcaD//torS//rtcB//idnO//tusC//flgB//mcbA//zinT//hcaE//yhiM//tdk//bioD//rpsN//nikR//glcF//ibpB//umpH//yqcG//bluR//rph//bamD//ybgP//hprR//entD//bioD1//ydiO//yraJ//hycB//adk//ldtD//ygeX//ydhC//hinT//talB//higB//zapB//rsmJ//macA//hiuH//fdnG//metF//lolD//ynhG//lpxL//dacD//rplD//ybhS//ycgB//sufC//dcp//napD//phnN//gppA//ftnA//pyrG//hypE//moaE//ynfE//cadC//yggF//fimG//wcaJ//trpS//msbA//rffG//casC//kgtP//alpA//ypdB//ygiS//uvrB//lpxL//nei//gstA//frlA//glyA//zipA//nhaA//appB//murE//tusB//trpGD//pitB//frwD//yraJ//metN//kch//nuoB//accD//lptF//araD//yahI//pyrH//pgpB//ttdB//rof//norW//cmk//hcaF//aroE//glgP//yebS//wzyE//yidA//mltB//cbeA//dhaL//cadB//emrY//galR//fbp//cas3//livG//glyS//xapR//ypdF//fau//argC//yehX//ygjR//pspD//sbp//insI-1//mntH//rpnD//rpsJ//fsr//rffM//allD//yadV//sgbU//galF//fdoG//gcl//bglJ//dinI//cirA//hfq//dtpC//uspC//menE//eutD//
GO_0033559_6	rfaC//
GO_0033567_6	allC//
GO_0033585_7	relB//narJ//
GO_0033609_8	yccS//
GO_0033611_8	kgtP//
GO_0033674_7	mdtB//
GO_0033683_7	luxS//
GO_0033692_6	mltF//insH-6//cusF//ytfP//alsA//pdeK//clsA//serB//yjfF//yiaN//dppF//argS//ydhJ//fmt//gltD//galS//ybiV//yjtD//trxA//dgt//recN//vsr//clpP//tabA//mraY//pepA//ibsD//iscR//acrE//uidC//puuC//mdtA//dhaL//rpoE//panE//ybcL//yfaL//casE//eco//thiE//yfeO//speB//fabI//rpiB//cydC//ynfE//yidD//
GO_0033865_6	ghxP//hlyE//alkA//bcsQ//queE//rsmB//ybiH//
GO_0033866_7	ftsN//yohC//pgpA//degP//
GO_0033875_7	aldA//sufS//mcrB//grxD//zntR//fruA//ftnB//
GO_0034030_8	fabA//preT//hisP//rnlB//
GO_0034032_6	aroC//fimA//yceD//flhD//xanQ//dnaN//xylR//
GO_0034033_7	rbsK//holC//mcbR//aidB//
GO_0034035_7	ndk//gntK//rsmH//
GO_0034059_4	murJ//dld//
GO_0034192_7	yajD//alkA//dapD//
GO_0034193_7	rsmF//
GO_0034194_8	fimI//garP//pck//
GO_0034195_8	epmB//
GO_0034198_6	pflA//accC//uxuR//
GO_0034203_6	yiiM//
GO_0034204_5	smrA//emrE//
GO_0034213_6	nikE//
GO_0034214_7	hcaC//dbpA//lpxH//ftsB//
GO_0034219_6	ttdT//yphC//nanC//kbaY//hcaF//ddpA//higB//thrC//baeR//rsmA//caiF//yjjU//aldB//yjbB//tap//kdpB//hcaE//yieF//emrB//xdhB//dinQ//lysO//emrB//fabA//ldtA//atoC//wecA//pdeK//arsR//lgt//acpS//rmf//hcaT//napF//lolA//yicJ//atoC//iscX//rssB//rluE//allB//sad//mepM//tolR//rimO//lysS//yhjR//frlR//ydaC//frmB//thiD//rnhB//ygcO//perR//mutH//ynjA//yahB//nrfF//gudP//amtB//rseB//ldtD//yehW//ybiH//bcr//lptG//syd//speF//uhpA//ais//ybdR//gcd//rsmC//rhaS//pheS//yjbE//prpD//ybaQ//tar//nsrR//dhaK//hypB//srlA//ygaZ//spoT//ubiE//ynhG//glsA1//potC//lsrD//xylH//mrp//secA//nrdR//
GO_0034220_6	dcuD//radA//rluD//ahpC//ydiR//csgD//ydfH//ppsR//yibA//mepA//yajR//nrdA//nanE//accC//tsaC//nikE//hslO//yjhP//ghoS//hycI//secB//nlpI//elfG//roxA//pheT//xanP//tauC//mlc//dkgB//hycB//prmC//rne//tdcG//sgbU//yjbE//waaQ//add//lgt//treA//melA//viaA//rlmA//rlmE//folD//ybaE//trxA//ybaM//ydeM//mltF//yccX//ybhF//bdm//dgkA//oppB//rlmD//hisQ//phnN//fmt//ygcR//arcC//speD//dsbG//lgoT//nmpC//waaC//atoS//malY//metI//ycfH//rutF//maa//yebG//fhuB//menH//radA//cspI//yajL//dnaJ//aaeA//insI3//eptC//ppx//ygfI//cysI//argG//cysD//rluE//hemL//yidQ//mdtI//dtpB//tsx//waaG//dmsC//mcrA//tehA//qseB//pdeF//dgt//puuR//acnA//sbp//yaaU//cyoE//mtgA//gloA//gatA//mlc//yidE//waaB//cobT//bamD//ruvB//paaC//menA//yjaZ//fryC//yfjR//pheT//yhjV//yeeO//tsaB//yijO//aslB//yfcR//sufS//speB//prc//ydeI//alsK//hybE//gsiC//moaC//hflD//chbB//ybjG//nrdG//motA//aceB//malX//cpsB//mog//yibA//murC//livF//gltL//topA//nusG//lnt//kdgT//potB//ydcM//pheT//yciK//mltF//iraP//yddA//ccmA//yeeL//cecR//fryB//ydiO//kdgT//moaE//tcyN//asd//dmsA//ascB//hsdR//cpsB//proQ//rutR//frwD//pnp//gadE//
GO_0034224_6	alsC//mscS//
GO_0034227_8	rnpA//surA//ivbL//rplI//ymgA//ruvC//tamA//fhuF//
GO_0034248_6	purL//mobA//yjaA//azoR//tyrA//dcuD//ynjA//yacG//uhpC//proV//torI//panD//yagG//fruA//tyrA//seqA//cyoE//flgI//flgE//moeB//gadA//rdgB//topAI//insA-2//mltG//cysQ//slmA//csgF//ygaV//yhaV//frwC//asd//yihX//fcl//fliM//ldcA//nrdB//yafQ//yhbO//trg//pyrL//
GO_0034249_7	rhaB//ydeT//atoC//plsC//ettA//cysG//rsmH//parE//casB//yiiD//bglH//ybhJ//mepM//acrE//fepE//kbaZ//ybaK//ypdA//glpF//prfC//zntA//yahO//speE//chiP//yciE//
GO_0034250_7	bamA//appC//yidA//alsK//glgB//tqsA//oxc//
GO_0034258_8	ydeO//
GO_0034260_5	aldB//
GO_0034285_6	msrB//
GO_0034286_7	hisD//
GO_0034288_6	truA//
GO_0034289_7	yfgJ//
GO_0034308_5	garP//fhuF//yhhT//ycjU//ycfL//csgA//rfbD//soxS//topB//xylB//cobC//
GO_0034309_6	polA//ybhD//clpB//
GO_0034310_6	osmE//pgi//nemR//adhP//trmJ//bsmA//
GO_0034311_6	fabH//frlB//zapE//
GO_0034312_7	ddpX//nrfF//
GO_0034313_7	aphA//
GO_0034337_3	glsB//yfdR//
GO_0034355_7	grcA//ascB//htrE//yqjH//
GO_0034401_5	nagD//
GO_0034404_5	secG//elaD//ybiJ//actP//envZ//ftsP//cheY//glrK//ymfA//kdgK//folC//fkpA//yahF//dxs//dusC//corA//srlD//cheY//acnA//der//hlyE//appC//menE//fetA//lgoD//aes//fimB//paaH//lolA//dcuS//epd//btuD//hcaC//plsB//purC//hdeD//insH-6//ygjR//tsx//malK//uxaA//hisH//fixC//casA//oppF//mmuM//nrfD//insE-1//pdeH//perR//
GO_0034414_9	ulaD//
GO_0034421_8	sapD//
GO_0034440_4	rapZ//gltI//yphF//ybfA//rpsP//yhbY//ycaN//kdpE//yjiM//fimD//nadB//arsC//uhpA//dinI//fabB//cysZ//mhpA//ybcJ//nth//hypT//
GO_0034470_8	ftnA//chaC//znuA//uspF//uxuA//dgcQ//selB//slmA//fdoI//pgaC//ldtC//deoB//yebS//rutF//npr//yfbU//cecR//hofO//ypdC//xapB//deoD//ttdB//pyrE//glnA//ybiT//hemA//rdgC//barA//yjbG//pflA//mntH//yagF//feoA//bolA//yadG//yciT//yhdW//yccX//rpmC//nac//yccA//pgrR//ycaN//kdsC//rhtB//cpdB//yjbH//cptB//csgF//acrA//gutM//truC//norV//sapC//trmA//dacA//menD//sfmF//skp//htpG//proW//lpoA//ligA//yhhZ//maoP//yrbG//paaZ//fryA//ulaA//paaF//yadI//deoC//lrp//pdxA//fetA//yjhP//ftsH//dusB//guaA//tauB//nadA//yihR//rsmG//yeaK//ygjH//recN//malE//ynaE//yfeW//lysU//phnO//yeeY//ymgF//slt//
GO_0034471_9	ampE//purD//cedA//thiC//
GO_0034552_7	xylF//
GO_0034599_5	yeaD//shoB//insI4//rzpR//sapF//hcaE//topA//cobT//skp//dnaA//gpt//nuoM//glnH//xapR//tyrS//yrdA//rcsF//rpsG//prpD//betA//yheT//ibpA//tehB//
GO_0034605_5	dppC//birA//sbcC//sseA//bioP//cysI//kdpB//frlB//idi//
GO_0034613_5	rppH//opgC//mgsA//cstA//artQ//norV//asnB//glnP//sbp//casC//mocA//bioH//nudB//yfjR//holE//phnK//elfD//
GO_0034614_6	rsuA//ibsE//ftsP//cusC//yeaK//hscA//ybhF//artJ//mhpC//fklB//sgcE//gpr//ygbI//
GO_0034620_6	frc//rhtB//gltP//queF//
GO_0034622_6	yhdJ//mdtN//hisG//dcm//uspF//thiM//pdxK//yhcF//yhjC//gcvT//suhB//fkpA//wcaB//yaaU//maoP//cusC//ybiA//yoaA//clcA//selA//ompN//ftsQ//menF//proS//ubiC//nfuA//gntK//yqjI//bcsA//grpE//yidA//cueO//kdpE//lacY//ccmE//cnu//citG//trpB//mgrB//sppA//maoP//
GO_0034627_10	dfp//rhtA//ogt//araC//lspA//
GO_0034628_9	ygfI//dcuS//tcyL//mdtB//ybaE//
GO_0034635_6	adeD//dgoK//fumA//ydaN//radA//ybcM//
GO_0034637_5	ybiA//alkB//rpsR//ykgM//arsB//dcuC//tisB//tabA//rseB//pgm//dinG//ynfH//yoeE//queD//mhpB//ytfP//dgcM//yidA//opgE//thiP//atoC//dcp//cysQ//emrD//nanK//rspB//thiM//rimO//suhB//eutK//ldtC//atpE//galT//cutA//hofO//kdgT//narX//patA//aspA//nrdG//hflK//yagG//topB//waaJ//yiiD//yhjV//mazF//ydbK//nfuA//cbtA//
GO_0034641_4	kduD//yraR//nsrR//hslU//sugE//frr//yicJ//uvrY//moaC//ybbY//hdfR//yadM//flgK//ybiJ//slt//bcsA//potG//yjcS//dhaL//ygiW//rimI//glyA//frr//uspF//yehC//yggP//rcnA//ccmA//appB//narY//cyoB//yhfS//sspB//fdoH//flgM//zntR//mglA//bcp//gltK//fruB//yfiR//slt//glcA//cysQ//nuoN//fucI//yifB//yicJ//pyrH//cpxR//glpB//mdtQ//ssuE//pckA//casC//dmlR//agaA//pepB//psuT//etk//yiaB//trg//xylF//yeaK//pinE//yajL//fdrA//insB-2//amtB//ldrD//rfbX//yibH//pgaA//phnJ//abpA//rclR//mhpT//flgF//nlpD//yadI//rpnA//trkG//fkpA//deoD//minE//ydiZ//ycfL//rhoL//xisR//decR//pcm//yehU//cydB//rpiA//glnA//rhtC//bglB//yefM//slt//galT//kdpE//ugd//kbaZ//cysU//ssuB//dapF//trxC//hicA//rimJ//tdcB//ulaC//torZ//metK//yehU//lasT//dmsC//ompL//rrrQ//ybeQ//prmC//pspG//ycjP//csgD//idnO//fimI//iscR//gltX//mqsA//thrS//recE//ulaD//kbaY//rpoS//acpP//ydhC//sanA//dmlA//selA//rplP//iscR//ynaE//yefM//fimA//yqgF//fryB//entS//ttdA//yddM//ynfH//yaaJ//metN//ygiN//pdeF//adiA//recQ//mlc//malP//pcnB//mmuP//ybdO//yieF//srlA//lyxK//yqhD//ybhF//yfbR//ebgR//dcuA//psuT//moaA//mdaB//intF//atpB//yagE//citE//bioC//tilS//glgX//yfbR//uvrA//hyfF//cecR//waaU//ravA//ccmF//cysS//yedF//gntK//kdgK//appY//nfo//mscS//mnmA//radD//tusE//hycI//prlF//yegS//sppA//hdhA//chpS//pdxY//creC//folE//mazF//thiP//rimJ//ycdX//cysH//rsmD//envY//thiH//gatA//ileS//fis//iscS//btuE//ybbY//kdpD//casA//ygeV//truA//flgF//garR//rhtA//lpd//udp//pepT//pfkA//rihC//rutF//acpT//ybcL//znuC//yiaM//tadA//phnO//ydfH//yjcS//phnL//lamB//waaQ//secB//yneL//ybgQ//ttdR//rfaQ//fimF//chbR//eutD//sgrR//recE//yajQ//slmA//casA//ybaL//ligB//chiP//pyrL//dgcZ//cydA//coaE//yiaT//tcdA//ygbM//pstC//btuE//ybgP//dxs//intE//acnB//panZ//rdgC//mntH//nanC//yjcO//glnH//torD//fepC//zraS//dpiA//ibsC//recN//ygjR//flgM//dacC//menI//rplR//yehW//dcd//recR//fieF//rutR//xanQ//manA//menA//tdcG//fecA//ybcQ//uvrB//torZ//ybdG//fabD//rplE//agaW//iaaA//idi//bdcA//murG//rcsD//pldB//mreB//rluE//hinT//cbl//torY//gadW//rnc//rluD//dtpA//agaC//yedX//malQ//sdiA//fetB//yrfG//skp//trpA//gadX//umpG//tbpA//wbbK//ybiA//pyrD//araE//mrp//rpsP//mipA//ydjJ//ugd//rcsB//ybiI//cueR//nuoH//chbG//hxpA//nupG//ygdG//ilvH//glxK//dsbB//yfcQ//allC//yphD//yadN//mltG//tufB//sdhC//crp//rffM//gsiA//pdeH//phnL//aldA//intS//frvR//rbn//ldrD//yegT//icd//atpC//accD//waaZ//eptA//oxyR//ybjC//dppF//mqsA//agaR//rbsD//glpT//glpA//ynfF//gph//rpoD//rplD//malP//ffh//yraN//ykgM//gpmM//idnT//rssA//znuC//yaaJ//mdh//narK//yphB//araB//fixC//hns//yhcH//csrA//fau//borD//aas//serA//ydjK//yggD//rppH//yehC//citT//rlmM//ykgF//pdxB//yebC//panF//citX//secG//lpd//yodD//glsA2//rssA//paaZ//rsmG//mutM//insI3//ftsW//sodA//accA//yieK//crcB//lolD//fhuF//cra//tldD//yafO//dmsC//xseA//rsmF//aroP//hisB//dapD//mtlA//speG//tcdA//eno//yjaZ//uvrB//lldP//ydeO//katG//araC//dauA//envC//zntA//gntU//yjbF//hdhA//ilvD//hrsA//melR//hisP//sxy//glnE//emrD//ppsA//potH//hyaB//fabA//yadV//rtcB//nanK//qseC//rplB//pphA//fepG//csgB//mlaD//wzc//yrdA//infC//secD//waaF//fiu//tauB//fliM//lgoT//nemR//ybbY//ampE//galE//pabA//emrE//sspB//ttcA//cmoB//flgK//yqaB//yraJ//hisD//moaA//rpmH//pmbA//hflX//glpB//fixA//mlaE//abpB//trmD//lgoT//psuT//yfdO//tktA//pstS//abpA//dsdA//hicB//degQ//pyrH//mrdB//ubiG//torA//yedX//tusB//ybgQ//pagP//yfjV//lysC//ygaH//fis//ligA//kefG//murQ//casE//trxC//sfmH//sulA//hybD//rfaD//yceO//argP//dgt//cnu//aspA//fadR//coaA//yehP//msrP//orn//rssA//nac//appC//rplD//talB//psd//tolA//mutT//fliG//fruK//iraP//znuC//clsB//hda//tamA//hyaA//yjbF//secE//rsmI//gspE//guaA//alaE//rsmA//speE//gppA//glgX//ymdB//rimO//baeR//cas1//mngB//ycfJ//oppD//mak//pagP//glgS//phoE//hisS//torC//ygaH//cusC//yjhI//rph//yraI//yehB//hcaD//folD//rzpR//dsbB//phnO//ybbN//rbsB//intQ//hflD//yfcU//tdh//ribF//cobT//ytfE//hflX//appC//gadA//lldR//radA//nagD//fadL//hypB//pncB//fkpB//qseB//paaJ//hypC//hcaE//yhhZ//ydiQ//coaE//adiY//gspJ//ilvI//idnT//pdeR//hflD//glgS//phoB//sucD//ahr//sfsA//uhpB//thiH//kdsD//pbpC//nfo//ydcT//fcl//fumA//kdgT//ycdX//dinQ//spy//metH//yadN//rep//ldtD//pgrR//cyoA//nfo//ftsE//znuA//speE//garD//ygdG//nikA//cusB//atpA//topB//yjjI//narK//erfK//yraN//mdlB//fadR//yhcD//ubiE//ydeO//secG//pspF//yjjI//cobB//ybhP//dcp//ulaG//frdD//mdtE//rlmD//yigL//zur//arcA//ydjJ//fruK//cydB//hemB//nudC//pta//rzpD//rmf//cspD//dgcZ//zipA//nrdI//amyA//patA//glnD//fdoI//yqeA//exbD//rutR//gltL//rzpD//oppB//bacA//tldD//nlpI//pinR//gloA//ybiA//bamC//cmoM//fecC//rplT//cbrC//exbB//fbp//xisE//yfaE//yfgI//yiaF//rhtC//ymgA//sgcX//allC//ampG//yphC//trpS//yahO//iscX//bolA//csgB//wzb//yhjB//dcm//fepE//feaR//ybhR//sgcC//ldcA//yidZ//yciH//dppB//msrQ//bdcA//mtnN//mngA//ygeX//trxC//ybcQ//hslO//clsA//yebS//topB//grpE//argF//tehB//opgD//yjhC//pflB//yacG//glnS//yjiM//cobB//phoA//panB//mutL//gph//rplJ//xapA//intQ//acrB//wrbA//ortT//yfgO//ascG//narL//lsrD//gcvT//fkpA//lptA//oppF//sulA//argT//puuB//preT//yqiG//yihQ//umpH//ybbN//iaaA//gspE//selD//metF//yfdC//arcC//degQ//shiA//hns//abpB//waaO//hsrA//ygjR//yphB//arfB//yhfK//ybcF//cfa//idi//atpA//
GO_0034644_7	ftp//yihS//
GO_0034645_5	msrA//folM//mdtQ//mdtN//psuG//pdeR//yjcE//ldtC//lpxD//bglH//trpA//rclC//livH//lpxH//yhdJ//cysS//hscA//fau//ytfT//prpC//uvrY//ilvC//ilvE//yiaB//fhuC//thyA//yddM//rplI//mlaB//atpD//marR//sfmH//nei//pabA//lapA//yhhZ//ymgC//modA//nuoH//arnA//rplT//gatY//hexR//rseB//insH-5//yeiG//sdhC//rffG//argI//csiD//tyrS//yfiF//pnp//uvrD//ppk//ygjR//bhsA//atpG//fucP//atoC//yjjW//aroC//nuoB//dsbB//elaB//rfaH//rpmB//artM//argA//sucD//acrE//folX//iscA//ydjM//uhpA//yfeD//pphB//rcsD//trmH//creC//alsK//osmY//dgcZ//setA//gltK//mltA//malZ//rph//pspF//ydhC//slt//yfdC//yphC//xylG//rlmN//dhaR//dgcN//asmA//gapA//yhdZ//modC//ybiH//bioD1//hemD//frdB//yjiA//dkgB//rppH//ung//gcvH//folP//glyA//citC//yhjC//yihP//hslV//rpsD//yfdS//ghxP//cusF//crfC//lyxK//purL//ygcW//hcaE//dapB//oppD//idnT//rho//yahD//narV//glnK//arcB//tmk//ydiP//yraH//mtr//rluC//bamE//rseC//ynjA//argA//emrD//fruA//fadH//ytfQ//fliM//cutC//ilvE//guaB//yqeF//rdgB//trmD//ebgA//aroC//yahN//lyxK//ugpC//fdnG//dfp//hofC//fecA//rutE//ispH//tdcD//prlC//pdhR//rplA//speC//chbG//macB//pitA//opgE//ydjL//kdpA//yhhZ//ybhA//ppsR//manX//manX//tdcE//kefB//basS//yedL//bamC//yehW//pyrF//cpxP//surE//ascF//gcvA//radA//xylE//betI//acnB//secM//tnaC//aphA//yfiC//appA//feaR//sxy//ftsZ//ribD//hycH//sdaB//kup//dgt//tadA//ygeA//yhdX//rhaB//glcA//dcyD//ubiA//argF//ygaZ//djlC//ydeT//uspC//tap//rihB//fryA//agaD//ynjA//yibA//yqcC//ybjX//araB//flgG//ypdB//ibsD//trpR//yhaM//yjjW//metQ//pstC//iclR//yciH//dapB//ada//acnB//garK//pbpG//dxr//cheZ//xapB//hemA//metC//gltD//idnK//yphB//sucB//hofO//yfbV//torI//lolB//pgaC//yjjB//leuO//gltX//mltA//zipA//tufA//ycaO//hybC//cyoA//yedL//oppC//mnmA//secB//lsrC//aroK//glcA//elyC//ygcO//nfi//mhpT//nrdH//rpsE//yeaE//adeP//cydD//mdtF//mmuM//ebgA//feaR//mrcB//sufE//nlpE//citX//yihO//arnE//atpB//dcuR//yigL//setC//yhfK//fixC//uspE//pyrD//rpsO//thiE//cusR//
GO_0034654_5	ttdT//mreD//zipA//frvA//yieK//yigL//iscU//sapA//recC//gatZ//lysU//glnS//hfq//ydfG//yehY//minD//stpA//ycjD//argF//aceA//sfmF//hcaB//yqhC//glnD//nfuA//sbcB//lgt//mdfA//scpB//puuE//hda//cyoE//iap//narL//qorA//sdiA//araC//ttdR//ydcZ//ycdY//pgsA//crr//greB//mrcA//mdtF//hslU//lsrA//ruvB//hemA//ybaE//tauA//yciV//panZ//yhcF//rzoR//rutF//asnS//ycjU//frlR//tcyL//setA//pinR//shiA//folE//dinI//ompF//envR//puuE//cdaR//gpt//amiD//yidQ//pspA//barA//cas1//rne//eno//intS//gntR//iclR//relE//alaC//glsA1//glgA//pyrE//yiaO//ltaE//sanA//wcaC//tdk//hmp//lsrR//ykfM//wecE//rbn//arfA//ibpA//yehU//hsdM//araA//mtfA//tatC//tolB//uvrC//frwC//sbcC//rpmF//gcvR//potA//ygjK//rplY//flgI//yeeY//lpxM//bepA//efeO//yiaF//narV//ilvI//mnaT//rbsB//yphB//lsrK//yggP//yjjW//livH//cbeA//chbA//arsB//cfa//grxD//yeaG//ygiV//clpS//ycbV//yjcO//insB-2//ydcM//pstB//nanC//astB//rhtC//ycjW//panD//norV//leuB//pgaA//hisF//uidR//mliC//gfcE//gsiB//rtcR//cutC//chpS//rpnC//kgtP//ubiJ//ugpB//csrD//nikC//bioD//ycfH//yahI//yggE//ycfS//recE//rnhB//flhE//gudP//erfK//intZ//ydcP//lsrB//ymjB//acrE//phoQ//phoP//yiaA//potH//sohB//cheZ//rlmF//fadR//lit//yhhZ//fiu//eutA//rpsP//yfcQ//yjbG//pyrE//lysS//aroF//abpB//citE//leuB//mfd//yfhM//clcA//ybfE//livF//rplK//yggE//pckA//hcaD//narV//aphA//argI//dppA//ybcJ//tatD//hisM//hyfA//waaQ//sgcR//uidA//tabA//mrr//puuC//glgS//yhdH//dnaN//queC//borD//puuA//thiP//citE//torI//pgrR//yidK//yohD//proP//kdgR//yfhH//rimP//frvR//ydeI//proC//ypdF//yggD//frdA//ftsK//mdtQ//yfcV//crp//moaE//nrdI//obgE//cdsA//queE//ascF//ynjA//yfdG//cysP//sfmA//cysK//rlmA//lexA//
GO_0034655_5	msrQ//gstA//asnB//galK//evgS//mtnN//yjcO//lplT//trpB//yfeR//cca//ribD//ybeY//ynfE//map//eno//rutG//fumC//ruvA//tauA//tcyP//rpsD//cysM//idnK//aer//rsfS//fur//frmA//pyrH//trpGD//tas//hypE//rsfS//mhpR//cspA//rusA//csiD//purA//thiH//moeA//msrA//miaB//gcd//metN//frdC//murA//cedA//yddL//uhpA//phoR//crp//mobA//ttcA//glnK//chbA//glpG//yfiC//ycjQ//cynT//arcC//proW//arsR//malG//lpp//rpsR//kgtP//cusB//dhaL//thrA//rlmI//ycgV//nrfE//hofP//
GO_0034656_5	cmoB//yadV//kbp//aroK//yraH//ydiQ//dppB//aldB//yedL//cca//alkA//fixB//tyrS//
GO_0034660_7	dgoA//bglX//chbA//murC//paaG//dusC//sufC//galE//ackA//lolB//fepD//rpmF//panD//feoC//lrp//ssuE//pdxY//rpnA//nikC//nuoM//fdhD//fadJ//mmuP//proP//mprA//kduD//nanA//melR//waaJ//ycgB//fadL//icd//cra//trxA//gmk//ydiV//yddL//setC//rlmN//nfuA//yeaV//sodC//queA//lpp//tcyL//nlpA//ompC//gstB//rlmA//chaA//rfe//entF//mngA//cbpM//lit//aroC//dppD//yciA//uup//glnL//tusD//dgcF//ygeV//xylG//trmO//fimF//bamC//rhmD//sapB//clcA//ycjW//fdhE//insI-1//rpsI//trmO//menI//ispB//folX//hofO//pepQ//eutN//pnp//uspG//yraN//ogt//rpoS//rpmB//vsr//cmoA//tadA//pyrE//ynfL//yghU//panC//murA//pstB//pyrF//rpoE//pepT//radD//abgA//yheT//ycjR//asmA//yhdW//hipA//rutF//hipA//dgt//phnL//mlaB//casB//gcd//ybcQ//rcnR//wzyE//yfeR//msrP//ydhQ//nfi//sfmA//ccmG//
GO_0034661_7	ispH//gstA//dsbB//rpsD//
GO_0034755_9	yafC//gcvA//dacD//wzyE//
GO_0034762_6	lapB//cysG//cydB//ulaF//fryB//smpB//minD//ppsA//
GO_0034763_6	gloA//cspD//
GO_0034764_6	helD//selD//
GO_0034765_7	mcbA//panD//agaV//atpE//acpP//yfaE//yqjA//
GO_0034766_7	rclA//
GO_0034767_7	yajL//glcD//
GO_0034775_7	entS//rplY//csrA//tusD//kdgK//
GO_0034983_9	thiQ//surE//
GO_0035235_6	cysM//hemE//tehA//ttdR//
GO_0035303_8	entS//hemE//lapA//tilS//mazF//
GO_0035304_8	wcaJ//
GO_0035306_9	purA//
GO_0035307_9	phoB//
GO_0035335_8	comR//fdnI//greB//
GO_0035344_8	pdxH//rbsK//
GO_0035350_6	roxA//
GO_0035383_4	rplK//sgbU//pyrG//dnaN//stpA//artP//dcm//creB//
GO_0035384_5	bluF//wbbK//
GO_0035429_8	rimI//arnD//serA//csgB//mtlA//dauA//
GO_0035433_7	ygbL//rpoD//
GO_0035434_9	atoB//lit//yjgX//htpX//yidD//
