#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rcsC//ftsN//idi//rpoH//
GO_0051716_3	eamB//aroB//ymgA//dsdA//gpmA//mlaC//gspI//gatB//ulaF//yiiE//rpmB//rspB//ettA//motA//narY//yeeY//yeeA//groL//glnA//dacC//ndh//proQ//bamD//ybiH//allD//astC//prpD//rimK//ykgF//sufS//yafC//mltB//yebS//ybgI//hemL//insA-1//ybdZ//ybdM//bdcR//gsiD//accA//pinQ//gshB//flgD//ycdX//ppsA//rrrD//nirC//sdhA//hyaB//lptB//ybbY//wcaB//ydfG//yhaO//mrdA//tktA//wzc//rnr//thiL//uvrD//udk//moaD//exuR//xdhB//yahN//hscA//garK//parC//cspA//lasT//bamE//ftsN//frlC//kup//ycbB//yraR//rbsB//yidC//insI-1//cysE//yfaL//yggX//tig//holC//waaA//tcdA//cca//frmA//ssuB//wecB//rclA//ddpX//yehU//basS//cobC//yihO//ulaA//pstA//curA//agaI//dcyD//dppF//mutY//pdeK//mreB//idnD//mlaC//pheA//bioF//zapD//metK//yfaE//manX//cirA//hexR//sucD//dgoK//dinJ//elaB//polA//ygiS//idnO//yidZ//metL//wzzB//ynhF//yoeE//endA//rseB//araB//rnhA//yihR//fieF//dcuS//ubiB//mdtF//csiR//yggN//degQ//rarD//napB//sapA//gnd//rbsC//zraS//kgtP//fimH//dgcM//pepN//fhuB//ibpA//syd//sodC//prfA//btuD//tyrA//nagB//wecA//galK//nanA//rplL//araC//glk//rimO//ydiB//kefC//ybjG//rhaS//tusC//polB//sbcC//serB//ilvA//ycbV//yibA//ugpA//dcuA//bglA//prc//garK//eutA//yciH//cusA//yeeL//elfG//srlR//ompR//rplW//arsC//lrp//pyrE//potC//pyrL//ldcC//ydfG//potD//tadA//bsmA//yihW//ftsL//yejA//stpA//icd//opgE//rplB//yciA//menE//sfmF//purD//sbmA//yrdA//gpt//rpsB//atpB//ynaI//yghW//ubiG//rplP//apt//dcuA//gnsB//yhjR//yiaF//yfbV//hslO//chpB//dsbA//glpD//pinR//frmA//yrdA//yidD//corA//rbsD//ftsW//torY//fecB//asnB//dppA//nfi//paaB//tnaA//fucP//rpsM//yafS//sbcD//fcl//glmS//nfuA//fabG//add//speB//fucO//yedA//sgcC//tauC//leuC//ispB//msrB//tdcC//mnmE//ygfX//mdtO//ygbN//sucB//selB//sfmF//hyaC//apt//frdC//mutS//fliL//zntR//rpnC//rpsS//znuB//rplJ//ivy//hxpB//dnaX//mrcA//rpmH//yedA//polA//paaB//ygjR//wzyE//etp//rseP//yegS//hisB//holD//uvrD//mocA//tcdA//ybhP//yqiG//uhpC//opgC//ilvE//cycA//fadR//rodZ//yfdS//cspA//frdB//cysG//alsE//iscR//zntR//cpxA//insA-2//holA//citE//yfiR//tabA//minC//endA//mlaC//potH//hycB//queA//wecB//arcC//rlmI//phoR//ydeE//ynfF//coaA//fimB//gsiC//crp//mutS//ygcO//dcuD//yijO//fau//fabI//gltP//ygbI//eamA//artQ//yidD//cobU//efp//araH//glcB//ydjK//fieF//artQ//rapZ//pgk//rplA//yraK//intF//yphC//nagE//gadA//
GO_0051726_5	rutB//holA//mprA//aas//tsf//
GO_0051781_6	rseB//fdhF//
GO_0051782_6	ldtC//rcnB//sodA//btuR//sbcC//topA//yjaA//
GO_0051788_5	znuA//
GO_0051790_7	cyoB//
GO_0051806_6	caiE//agaC//mlaE//yjhH//yehW//pitB//ymgC//asnS//
GO_0051817_5	mutY//ilvD//yhdX//yneE//
GO_0051818_6	fabG//sdaA//insI4//guaA//
GO_0051828_5	nuoH//dnaN//puuE//pitB//fepG//pgl//nhaB//sgcE//
GO_0051883_4	nagE//fur//setA//flgE//
GO_0051977_7	uspF//
GO_0051983_5	garR//
GO_0052126_4	frwD//serC//ldcC//moaA//
GO_0052128_5	rhaT//
GO_0052131_6	pgi//
GO_0052192_3	ycbX//kdpF//groL//yqjI//
GO_0052547_6	gapC//truD//emrE//
GO_0052548_7	yiaU//rna//
GO_0052646_5	pbpG//galK//ykgO//agaD//vsr//
GO_0052652_8	sfsB//waaP//
GO_0052653_5	hybA//
GO_0052777_7	sgbH//yibH//
GO_0052778_6	uhpC//nusG//rnpA//
GO_0052779_5	amiA//wzzE//fdoH//
GO_0052782_6	recF//ymgF//
GO_0052803_5	relE//kbaY//hisG//bacA//csgG//cueR//gsiD//rtcB//
GO_0052837_6	ydiV//
GO_0052838_5	gltB//
GO_0055062_9	nrdE//
GO_0055065_8	ebgR//yihT//fimD//moaC//tcdA//yehD//yeeJ//paaE//ygiW//ycgV//hypA//yihL//rhsD//ybdR//yneL//maeA//lptA//xapB//caiD//pabC//ompG//yecS//hscC//ygiW//hcaD//recD//
GO_0055067_8	ampG//dgcE//dicC//dmsC//tcyL//clsA//rmf//purA//norV//frlC//ygcW//lysS//
GO_0055069_9	yejE//
GO_0055070_10	bioC//mdtP//fau//hcaC//glpT//ytfE//
GO_0055071_10	rsmA//
GO_0055072_10	lit//fucA//sbcB//ccmE//alsC//rspB//ynhG//eutA//tusD//cptB//rna//dsdC//rimP//glgX//
GO_0055073_9	lsrA//
GO_0055074_9	yfcG//
GO_0055075_9	tolC//
GO_0055076_9	aceA//aroG//envC//yagU//ycfJ//ycaO//tcyL//adiC//nikR//sspB//arnE//folM//opgH//selU//hxpA//ypdI//thiP//mepH//amiD//insE-1//yphC//rseP//
GO_0055078_9	deaD//leuA//yjjW//
GO_0055080_7	fdx//dinJ//yojI//yadG//glxK//prfC//yceO//livK//manX//yjjB//hldE//torA//recT//ffh//dmsA//hscC//aceA//hflD//ubiE//agaW//btuR//yecS//hybD//yacG//yihQ//frmB//yjeH//cysW//tdcF//nupC//cnu//acs//hofP//rhmR//rhlB//
GO_0055081_7	lsrK//
GO_0055082_4	hcaT//mngB//soxS//waaG//tus//rna//epmB//gcl//sucC//aspS//cyaA//eutN//gluQ//yqiH//pyrH//hxpB//rutG//insK//paoC//glnK//acpP//pnuC//dinD//edd//yidR//cvpA//tolB//rsmJ//viaA//nudC//gadA//barA//rutB//yphF//
GO_0055083_8	hpt//
GO_0055085_5	maoP//yqaA//parE//gatB//ompG//gloB//dctR//skp//nlpD//cusC//csgG//sppA//ybbN//yiiD//lon//puuD//cspI//rsmJ//cvrA//yrdA//yhjV//tpiA//yabI//lpxH//hyaA//fruB//nrdH//sufB//fadM//mcrA//yqaE//bamA//pyrC//yhjD//yfeX//glnB//ybjC//lyxK//betB//nanK//priB//focB//selU//fucI//rfe//solA//fliS//speD//elfG//greA//rspB//yggE//potF//trkA//rpoD//intE//dapB//yjbG//ybaM//queD//yejF//cysP//kdsC//rpsT//tonB//mazG//lysC//ansB//ptrA//yrfG//dps//fabD//mzrA//pta//lsrC//nlpA//manZ//ydjK//ulaE//ftnB//yjgX//ddlA//tmcA//ycdX//agaA//dnaE//ssuE//evgA//yhjG//secE//dld//hscA//hmp//pntA//fecA//dacD//katE//folA//yhbQ//hyaB//lptE//hybE//galS//ugd//grxD//otsB//rzpD//srlD//cusF//dhaR//pyrF//gshB//adk//ispU//yfgI//gloB//rplI//ybeF//alr//ygcO//ftsY//ispU//yhfS//ibsD//fryB//ybhA//chiP//hisM//paaH//ybdH//hdeA//ycdY//agaA//nrfA//bolA//yjhG//feaB//ghxP//gadC//dkgB//eptB//msrC//fur//bepA//mepA//ycgB//yddM//envC//folC//gltK//uvrY//insB-4//rutC//gsiA//iscR//ubiJ//frmA//nudC//frwC//argH//bssR//elfG//speB//nanE//hisS//yfjR//yiaO//rbfA//ttdB//yhaV//ftsE//ymfK//yggN//gabD//ilvM//recG//yhjA//gltX//cirA//gatC//ogrK//hxpB//ychF//yaiV//hsdR//cysA//kdgT//tig//deoB//nanE//mlaE//cydC//ddlA//ftsN//rhaM//tusC//yggW//ugd//mntH//aaeA//srlA//artI//cas3//frvR//nrdG//rpsN//ybjD//yhbQ//waaC//narZ//hisS//moeB//dusC//fruA//tdcB//ebgR//hofN//fliZ//napD//mntP//insI1//ghoT//znuB//araC//srlR//mioC//pckA//gcvH//fepE//ymfK//entB//yceK//rpnD//ccmA//btuC//rplF//eutA//pepN//ispH//hcaD//treR//pyrB//mntP//rpsP//dnaG//cfa//iraM//gppA//sfsA//gloB//ugpE//smrA//rplF//nanK//glcA//dsbD//btuE//ydhC//cyoB//csiD//era//nirB//glpK//yhhT//rsmD//cutA//rbsD//hyfR//dacA//frr//rlmC//yegT//lsrD//ahpC//araH//pliG//pmbA//yghU//yajD//yfdS//smpB//yidC//trmL//nagZ//ispG//fepB//pykF//lhr//purR//trmD//nhaR//yqeF//fmt//ftsQ//rrrQ//ppk//frwB//shiA//mtlD//ydaC//rseC//ydfG//lolC//sufA//rplN//lsrR//ompL//yggW//qseC//cydA//glyA//aldB//tap//dgcN//aaeB//grcA//hypF//zapE//puuE//csgF//rutR//mdtB//eutR//ybcF//kduI//rpsP//rplE//hslR//mreD//mtr//allR//elbB//yddA//metQ//cysZ//tilS//yhdW//mscK//flgB//fetB//afuC//dgkA//yghU//trmJ//basS//yihQ//qorA//fepA//yfjR//gutM//tcyJ//rbsD//lacI//lsrK//hyaD//kilR//yagU//hldE//fryB//glpB//flgJ//ydeP//truD//yahD//fnr//ompF//ycaN//tcdA//hemE//tnaB//otsA//rho//pnp//ybiA//znuB//cobU//pdeD//mgrB//murR//ydhJ//glvB//lptB//fadM//hflC//sgcE//insF-1//frmA//entD//metK//yhjC//rdgB//gatB//pepA//iraD//gntR//galM//yiaB//murP//yifB//dgkA//nudF//ydhC//purN//srlE//yfeD//radA//bioB//prfB//ruvB//yidA//rpiR//moeA//leuS//uxaB//pgl//nanK//rpnC//glrR//sgcB//mazF//uacT//lapB//tusB//aroH//fecD//dicB//glpR//dgcZ//lolA//kdsB//xerC//tilS//
GO_0055086_4	ruvA//purF//menD//mreD//ftp//yjjQ//dnaJ//dusB//rbsR//idi//leuD//kdpF//paaD//waaF//pstS//htrE//dkgA//ybgP//upp//recT//cbrA//lpxB//maoP//pmbA//yedL//dinI//ydfH//baeR//wbbK//ybjI//asnS//hprR//metC//hupA//oxyR//mlaF//metK//xseA//cobU//yeeJ//idnO//prlF//yhbQ//nudC//fadK//yehZ//ycdX//hcaE//ruvA//zinT//arnF//cspB//hokB//csgD//rhsD//pnp//pitA//yajD//recB//cirA//treC//bdcR//xylG//dppD//adeD//yidK//rph//yegS//yiaU//baeS//ycfJ//fadD//eutK//hipB//appY//tar//mmuM//rhlB//tcyL//fliK//mrdB//csgB//ybiA//flhC//clsB//rlmC//arsR//rnc//gabP//ompC//moeB//ybjD//radA//yhjR//mdtP//feoB//ompN//pepA//relA//norR//appB//yjaA//upp//truA//folX//sgcB//greA//fre//hemA//ydhK//hisF//yjtD//mraZ//ghoS//ilvM//lplA//galM//ilvA//lasT//epmA//oppC//endA//yhbY//nikA//acnA//pbpG//yhdJ//yceO//dgcT//dppF//sapC//relA//hemB//yiaF//dut//lepB//ybiX//mngR//alpA//katG//suhB//mazF//fucK//surE//gcvR//pnp//hslR//mmuM//yadN//tesB//focA//nrfG//arsR//garP//dmsA//dsbB//nhaA//glmM//yhdJ//hisC//yedA//glgS//birA//pgl//yneL//clpA//yihV//yobF//ggt//pinR//yfcP//rsmD//
GO_0055114_3	tktA//lolC//frlC//ygcO//yebK//bsmA//ynhF//ydjE//gadE//hflD//ldtB//leuC//proA//pldB//otsB//gsiA//ychO//scpB//solA//lldP//ybdM//rpiA//sbcD//rzpD//ftnA//nadA//dcm//tatE//dgcQ//gsiD//torR//yaaU//ghxP//gpmM//selA//holE//yohC//yidP//bssS//pliG//gspJ//ycfJ//spy//serS//qorA//speB//slt//rimK//glpA//cbpM//purT//bioB//nusA//lsrR//alr//yejA//gpp//hipA//clsB//yrfG//phnJ//fadE//scpB//fetA//glpR//ydaV//galK//rsmE//mdtJ//metQ//sixA//yfcA//cynX//queE//coaE//rplW//iscA//pagP//idnO//uxaB//adhE//rluF//fepG//fmt//maa//ugpB//betB//gntT//caiT//mscS//gapC//pppA//ybdO//patA//hupA//rsmG//macB//intS//cheB//decR//kdpC//menE//fabD//tufA//pinQ//yahI//sgbU//amiC//ybdR//sfsB//orn//narU//tufA//yiaF//pphA//nemA//groS//csgG//gltK//frdD//lolB//dgcF//rlpA//bepA//yagG//selD//rfbD//accD//fdhF//yedA//hyfF//fabZ//mukB//crfC//rsmE//nepI//frwD//cbrA//yhdX//ralR//mdtM//cptB//ada//yjiX//insH-6//rsmE//ycjR//recE//slyA//tsr//bssR//rpsK//citE//mdtM//entD//xthA//yeeO//rlmA//cpdB//glgS//cas2//aroK//baeS//gfcE//mepM//rnlA//aceB//fre//yfdC//tsaD//murG//truC//yggE//ydgA//scpC//thiM//cydA//csdA//pmbA//psuG//arsR//phr//flgK//ydhC//amiD//waaA//cecR//dacD//yieL//tdcC//accC//ubiH//
GO_0055129_5	creC//ulaF//soxS//
GO_0055130_8	yqjA//ssuA//
GO_0060003_10	tusD//kefB//mepH//tcyJ//
GO_0060255_5	tabA//btuC//ygeV//cadC//rplP//ada//gstA//rffH//murF//pphA//rhmR//adiC//tmcA//ygiW//yiaL//glvB//msrQ//umuD//aroA//arcC//eptB//glnE//nagB//srlE//yddM//ybgQ//hemL//pepN//trpGD//rlmG//ychF//rsmB//hcaB//yoeE//pheT//zapB//ftsP//ybhA//mltC//hprR//tbpA//ygaH//manY//ilvE//cmoB//ogrK//hisC//rpsA//sdhB//ygbN//zraS//yceO//tufA//tmcA//nimT//gabP//idnT//nrfE//ybhI//rlmN//yihT//dinD//araA//fdoI//phoP//guaD//manX//ydcZ//rpsS//hofP//alr//ssuE//nuoL//fliK//mtn//hdeB//elfD//dnaA//frsA//fucO//chiP//trmO//menA//csgF//nadC//panF//sspA//lpxB//cusS//basR//nanR//lacY//tsaE//rpoE//soxS//agaB//zapC//rutB//mrcB//iraM//hypB//surE//pitA//ydfH//arsB//uspG//sgbH//nupX//menB//ftp//alaA//rpoH//perR//cbrC//idnT//barA//nhaB//insA-2//glnD//kefB//cdgI//ahpC//bamB//uhpC//glrR//proS//yhjC//mltF//bssS//ubiH//yciT//insF-1//ugpE//rph//hemD//lipB//frlB//ilvM//cdh//dps//gmhB//mdtG//ispA//ftsQ//macA//caiE//purC//sufB//hisA//mutL//rhaS//kdsD//yadG//glvB//fadJ//wecB//lpxB//dgcM//hisB//nikC//fliM//gppA//rzpR//ygiW//thiD//yibA//rsmD//csrD//ygcR//ynjA//caiB//gltK//rseB//patZ//ypdC//dnaX//ygeW//lrhA//bioP//napF//yhjA//eutN//yehC//eamB//umpH//aphA//queE//lpoA//fucI//ytfR//fixB//narG//ubiB//agaD//nupC//thiP//xylR//xanP//glnB//lptF//oppD//modB//ppsR//dinD//fabB//yfeX//atoS//pgpC//sucD//ybeY//wza//osmE//malE//pgl//bglF//mrcB//rpsB//dcp//ribC//focA//hycA//speA//ykgO//fabI//fabH//lnt//folC//fepB//caiE//hemB//rfaC//crl//accC//aer//dapD//nrdH//surE//ldtD//arnF//fliT//arsB//fadK//valS//pepT//sgbU//ytfP//ydiO//pepN//selD//nrfG//xseA//nhaA//ybjG//prmA//insA-2//ecpR//yecS//ygcR//essD//fhuC//kdpC//lsrC//dacD//pykA//hslO//gpsA//yohD//araE//gntP//wzzE//paoC//puuP//yfbU//flgG//waaJ//hycA//potH//dtpC//araD//ghoT//dtd//gstA//proC//kdpB//pspD//ftsI//idnD//ybaQ//mog//rep//pheS//lgoD//fruK//lolE//hxpA//glcE//yfaL//bipA//tdk//rpsM//satP//casA//agaR//agp//phnL//yddM//yihW//ivbL//fadD//csrA//mepH//crfC//tsr//mhpD//topB//lpp//citT//lplT//arnB//glrK//gcvP//yggW//pgaC//ftsB//yfdG//mliC//yqjI//rhaR//ampE//rhtB//proA//frlR//tdcF//rhaT//pgpC//ispU//tar//recB//ypdF//ubiJ//lpxM//alsK//yohC//hupB//rlmH//mntS//qseC//pepD//lptF//fbaA//kbaY//menB//appA//yieL//
GO_0060274_5	ycjW//
GO_0060326_5	yeaG//
GO_0060341_5	yoeB//fecA//
GO_0060491_5	ypdF//fruA//lpxH//eutA//
GO_0060566_8	adhP//
GO_0060567_8	fieF//aroP//leuS//
GO_0060699_8	treC//fecD//ade//sgcE//ydiQ//
GO_0060700_7	mntR//ivbL//ybcC//speC//lptB//
GO_0060701_8	murD//yjjI//ldhA//rplJ//yjiX//
GO_0060702_9	yefM//rfaF//tcyL//gabT//dppD//
GO_0061013_7	ampD//yedA//envC//focB//lsrR//
GO_0061024_4	sufB//glxR//feoB//ubiB//nei//pykF//treC//greA//gpr//yfcS//moeA//adiC//
GO_0061077_4	mutL//rhaD//fucK//atpC//malS//sodB//sbmA//proP//livH//argO//mdlA//sspA//nrdA//dgt//shiA//guaC//aroA//hxpA//cspE//insF-1//gph//yfgI//rfaD//
GO_0061475_9	sucA//
GO_0061504_8	waaP//
GO_0061610_5	mntH//
GO_0061615_7	ydbK//ccmH//
GO_0061687_3	hdeA//yhcD//rlmB//yfaE//thiI//fecA//
GO_0061720_5	roxA//cmtB//phnJ//bioD1//
GO_0061727_6	sdaB//menB//mltD//yciV//uacT//narU//uvrB//livG//deoB//yfcG//yihI//pgl//mlaD//truD//crfC//yfjR//wzyE//pinQ//yidE//nudG//yohC//argK//yheT//glgS//
GO_0061984_6	tcdA//
GO_0061985_7	hemC//
GO_0062012_5	selA//yccS//argT//malF//livJ//ibaG//dcm//fbp//tamA//pgsA//bglF//
GO_0062013_6	ruvC//yqjA//ydjL//
GO_0062014_6	uvrA//hsdR//
GO_0065002_6	yghU//yadI//flgD//uup//aphA//cysD//hycB//fimD//
GO_0065003_5	pepN//adk//menD//ygeR//uxaB//fepG//nuoN//fur//ybhI//purU//rnlA//hcaB//pdxB//yjbB//priA//fimZ//sutR//sgcA//ldcC//eutB//fes//yneE//dauA//cspA//chaA//mngR//frvR//ygiN//malS//yhiM//yiaL//phnM//fabA//yhcN//glrR//mlaB//gudX//murG//garL//grxD//yjjQ//ycgB//tatE//yagU//phnC//copA//gldA//nlpA//bioB//ybdZ//narX//paaG//rof//cpxR//rseB//efeO//ydiK//mdaB//yciK//napD//nrdA//dauA//hflC//lspA//idnT//dnaX//mdtF//bdm//yqhD//agaV//cobT//fliL//paoC//abgR//dkgB//hokE//tatB//pntA//sgcA//rpsI//nlpD//ybhR//slyD//ydiR//mreB//fbaA//mhpD//pyrC//phoB//menH//alsA//fadD//
GO_0065004_6	murR//
GO_0065008_3	clpA//pepD//pdxK//rsmA//rcsA//clpS//yjhG//fadE//yeiG//csdA//truD//raiA//accC//agaV//yebK//putA//baeS//rclR//pabB//cspI//galT//wbbK//ydaC//fis//lsrD//gntK//cpxA//kdsA//nrdB//dtpD//torD//hypB//clpS//thyA//prpD//yjjU//fepC//glgA//yiaF//rpoD//trmH//nepI//uxaC//sapB//mutS//menH//ghrB//mltF//lon//ygfZ//kbp//narV//ygeR//ytfP//glsA2//insK//yfiC//relB//yebC//ynaI//btuE//moaD//secF//znuA//chbB//yfcR//yadM//minE//glk//adeP//yqhD//yqiG//yhbS//lepB//kch//cho//ldcA//fepB//btuF//modA//frvR//suhB//ykgF//clpB//rapA//pgaC//lldD//arcC//cnu//umpG//rpoE//dgoR//yihT//yggX//yidL//cydB//yfiE//dld//ccmD//ymfA//arfB//rluD//yebC//glnE//fepC//setC//eamA//yaiP//ygjH//ebgR//zapB//folA//narP//nfo//pspF//pdxY//yegT//ssuB//yjjI//idi//hinT//ygaV//acrD//fecC//rplY//rlmB//caiD//yajR//accC//emrK//yadC//
GO_0065009_3	sufB//otsA//hslU//cmoB//clsC//hpt//fic//gcvR//dapD//sbp//yjiQ//yaaA//rplC//grcA//glpC//yehW//yeeO//dosP//cydC//ettA//rcsF//hisC//tag//nsrR//tesB//yfiR//hns//tcyP//yihX//sgbE//aroG//ugd//hpf//cusR//proA//yjeI//hybF//rutG//tolC//ybiO//entS//nuoM//argR//yiaM//rplF//narW//pgk//tdcF//fur//yhjR//ycbB//menA//nlpD//borD//nlpI//mngA//cas3//pheM//acrE//rne//gcvP//bamC//nsrR//gntR//uhpA//rpmF//bdm//yahB//yebS//pflC//ypdA//rsmD//pal//endA//rspB//aidB//flgE//
GO_0070084_7	yqiG//
GO_0070085_3	ygjK//slyD//
GO_0070178_5	nuoF//
GO_0070201_6	mmuP//yihV//gspI//
GO_0070206_7	argK//yidK//ndk//pnp//
GO_0070207_8	uacT//ycdX//cbl//fhuB//
GO_0070297_7	bamC//
GO_0070298_8	agaD//
GO_0070301_6	msrQ//thiP//yhjX//ycfS//ynfF//intE//mdtA//barA//ygfA//mmuP//
GO_0070329_5	glcF//serB//
GO_0070413_7	sdhC//ccmA//
GO_0070415_6	bamC//ycjY//
GO_0070417_5	hyfA//proW//proQ//aroE//
GO_0070453_7	yhcN//
GO_0070475_7	trpD//bcr//topA//dnaG//ldrA//hpt//infB//fdnH//pspC//rplR//mdtE//dacB//yneJ//aroC//putP//mrdA//proB//lit//mglA//
GO_0070476_7	fimC//trpL//
GO_0070482_4	ycbX//ivbL//bamC//glsA//
GO_0070525_7	ccmG//ppx//csrD//melA//
GO_0070574_9	ribD//yfiF//ubiD//rpsN//
GO_0070581_8	dmlA//
GO_0070588_9	hprS//
GO_0070589_6	eutB//mcbA//idnD//dadA//entE//rplR//rplR//ddlB//yqeA//btuF//tonB//rplW//nuoH//afuB//nlpD//glsB//phnK//malG//flhA//sgcA//glpT//rcnR//accD//ompR//adeP//gltX//recR//nikE//nrdH//guaA//oppA//mqsA//phoB//ghrB//adeD//galE//purL//sgcA//ispU//ybjD//tadA//phnC//yqaB//
GO_0070627_10	yjbG//
GO_0070646_6	napD//
GO_0070647_7	gstA//
GO_0070689_6	glnQ//ppsA//
GO_0070716_8	yqcC//
GO_0070726_5	yphC//pheA//
GO_0070727_4	ccmA//adiY//menA//etp//dld//rhaB//afuC//dinJ//lptC//waaQ//baeR//yieF//rpsL//frwC//ybcF//gloC//wcaJ//
GO_0070778_6	cysI//topAI//
GO_0070838_8	glrR//bglB//cspA//ortT//malF//ynaE//malI//uraA//artP//sfmC//zinT//glnD//brnQ//insI4//wecA//
GO_0070873_7	idnO//cysA//
GO_0070874_7	pyrH//
GO_0070875_7	aer//
GO_0070887_4	gfcE//phnP//bsmA//murG//trkG//cbrC//artI//yggD//nrdR//livF//mdtP//dnaE//yhjR//sdhB//uvrD//tehA//amiC//gsiB//sstT//ppc//ybjL//alkB//hybO//aas//bamA//aroG//fhuF//rapZ//rplY//ygaV//modB//emrB//yjhI//yjhC//livG//ycjQ//ybeQ//yfhM//fabB//fadM//tcyJ//ygaZ//glvB//btuF//iscU//uspF//ygbL//zinT//rfbB//fhuB//ileS//rpmE//clpX//cas1//nikR//cutC//yhjC//osmF//mprA//caiF//
GO_0070894_6	mobA//
GO_0070925_5	ybaM//pepQ//cyaA//casB//trmH//higB//puuE//dam//dgcN//tsaD//
GO_0070930_7	glgA//
GO_0070972_7	ais//
GO_0070981_6	rcnR//
GO_0070982_5	ettA//
GO_0070988_3	uhpT//ghoS//
GO_0070989_4	nhaR//
GO_0071103_6	yeaG//srmB//gdhA//galK//cdsA//hemL//fliA//prfC//hemN//pck//cyaA//btuB//yidZ//argO//mnmE//sohB//pspC//hemF//pepT//
GO_0071139_6	ypdC//yadN//
GO_0071214_4	speD//sspA//mglC//ftsH//cca//pdeH//ldcC//btuR//rcsA//rsmH//uhpT//yohD//fbp//rmf//lpxT//pdeD//fliD//gyrA//ibsA//rnhB//fadM//rhlE//guaD//zitB//
GO_0071218_6	paaJ//
GO_0071229_5	lpxD//yheT//dinQ//fimZ//yfgO//
GO_0071230_6	ihfA//
GO_0071236_5	bglJ//yjiY//bipA//waaP//mhpC//cmtB//yahO//chbA//cmoM//nth//gnd//mazF//umuC//hrsA//dgoR//hisD//zitB//yqaA//
GO_0071237_6	yihT//ribD//
GO_0071241_5	cheA//mntR//ihfA//tatB//prfB//sbmA//serB//nrfC//garK//allD//ydcI//rfaG//ydgA//alaA//ycjU//mngB//yijO//
GO_0071243_5	iscS//
GO_0071248_6	mdtP//rof//flgE//mltA//fre//gadW//dcm//ansB//yiaM//metR//bcr//ydeE//polA//paaA//
GO_0071249_6	ycfJ//paaG//
GO_0071250_6	ortT//frc//
GO_0071265_5	pdeD//gmk//phnC//trmO//sad//
GO_0071266_6	recT//nrdH//
GO_0071267_6	ybhR//ybcF//glrK//
GO_0071270_6	polB//tusA//
GO_0071271_7	ispF//guaB//
GO_0071276_7	yibA//uspB//
GO_0071280_7	mtnN//mdfA//
GO_0071284_7	lolB//
GO_0071286_7	ynfF//nlpE//
GO_0071287_7	frdD//
GO_0071288_7	ychO//gsiD//
GO_0071289_7	frlA//
GO_0071291_6	ybfA//
GO_0071292_7	ygiB//gshA//
GO_0071294_7	rhmR//ascF//
GO_0071310_5	yhjR//otsA//recO//thrA//ymgF//argR//rhaS//cusC//citC//pgrR//gppA//
GO_0071417_5	proQ//sgcA//hmp//
GO_0071421_9	folM//pinR//rng//
GO_0071422_7	mnmE//truC//pliG//
GO_0071423_8	ybdO//
GO_0071453_5	fumA//appY//bioP//
GO_0071454_5	glnB//opgB//
GO_0071456_5	tqsA//
GO_0071467_5	xanQ//secF//topA//nuoB//topB//hybG//mntP//dppF//yieK//abpB//hscB//
GO_0071468_6	rtcB//rraB//bioD//garL//nlpE//kdgR//amiC//frlC//purF//eno//
GO_0071470_5	ymgA//nagD//yhgF//lapB//rppH//qseC//glk//ldtE//polB//plsB//
GO_0071474_6	yhhT//yaaU//ssuD//eamB//
GO_0071478_5	guaA//ychH//zupT//
GO_0071482_6	satP//ssb//tdcB//
GO_0071483_7	rpoS//
GO_0071495_4	emrB//alaC//gshA//
GO_0071496_4	uhpT//yaaU//ybiW//yadC//argR//ydjH//ybcM//kdgR//tehA//hybE//ftsH//cbl//thrC//thyA//glpK//yiaJ//nusG//hyfA//cysS//fabB//rplF//rbsK//ompW//glpA//yhhT//lolD//tyrS//eutR//sutR//copA//nanE//hemA//mzrA//speG//thrB//chbF//dpiB//rutR//ddlA//trpB//artM//yhdJ//rapZ//cydC//aslB//mltG//tatC//cbtA//pstA//nhaA//mdaB//frdC//phoB//
GO_0071500_5	rpmE//
GO_0071502_5	rluC//
GO_0071545_6	ynfE//yfbV//
GO_0071554_3	alsC//uvrY//ddlB//nuoF//metH//pgrR//tsx//yfgO//yidR//yadG//hemG//rpoD//abgR//ydfK//emrB//thiI//yedX//exbD//uhpA//rlmG//lptC//slmA//apaH//
GO_0071555_4	panC//mcbA//pyrE//rhoL//dnaN//acrF//aer//pdeF//tufA//hcaR//fliK//ydbK//purA//
GO_0071577_9	clpB//ribE//fucO//guaB//apaH//rcnR//ldcA//
GO_0071616_6	flgM//sapA//
