#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hldE//gntU//arnF//menH//
GO_0034645_5	queF//msrA//casC//ycaO//uxaC//ygjK//ispF//rnhB//hscB//dctR//kefB//ulaA//pheS//potA//yqiJ//rpoS//tomB//ihfB//acrB//rplW//nuoM//purL//rluA//mltB//menA//xapR//yidH//tdk//gcvP//bioD1//atpF//wzyE//wcaB//ilvC//potG//yraH//ribB//mepM//allD//dedD//yifB//fhuB//yceO//yhcD//mdtO//nrfG//sufD//gudP//aroB//yiaF//eco//ybcL//pflC//yjtD//bdm//mliC//yrfG//ldtA//narZ//kdsC//envZ//clsA//rnlA//ybeY//ccmC//mgrB//abgR//hybB//recF//lamB//rseC//pdxA//yedF//xerD//aceF//sanA//torR//lepB//dgoK//mntR//bdm//ghoS//rplE//secA//scpC//msrQ//erpA//napC//yehB//hemF//aaeB//ybbY//ghrB//yagG//yjjW//ssuD//coaD//chaA//dmlA//nrfF//surE//ulaG//hicA//glsA//atoS//mdtQ//ybiS//feoC//nirB//gcd//yfaL//mglB//gntK//yneL//secE//rpnB//xylA//metF//dusC//folA//mdtK//tqsA//thrA//dmsA//rbn//setC//yqiJ//yghO//apt//rapZ//nuoE//mntP//hypA//fic//groL//ghxQ//ampE//dgoK//ybaK//ybdH//dxs//sbmC//metC//slmA//gntP//mngB//dctR//xylF//yddG//ygiN//livG//lnt//yceK//mmuP//yfhM//ldrB//tolQ//tsr//osmF//paaK//sfmF//aidB//yfdS//trg//envY//sgcA//alsE//zitB//dapD//recB//modB//opgD//tufA//yqeG//yfbS//ribA//nadC//opgG//sgcC//ybdG//yehX//pliG//ybbN//uvrB//ebgA//recN//atpH//ilvE//ybeQ//uvrC//nrfB//yraI//pgsA//mcbA//ppc//dcuB//yhbY//rsmJ//dicA//marR//ybgQ//ispH//aroF//prs//agp//aer//rplM//rcnR//yqaE//ybgI//rseP//fadB//emrD//malI//argP//hslJ//ppk//dsdC//yjjG//insB-4//bdcR//yoeE//nuoN//ynfF//pspC//purB//ndh//rutA//hslV//udp//hemC//wecA//fixA//trmD//uof//gstB//yedL//argC//glxK//tufB//glsB//sbcB//pinQ//sspA//holE//degP//phoP//kdpE//sdiA//ilvL//lpp//eptC//hemD//cyaY//menD//sdaC//yeeO//rpiA//nfi//paaE//murP//yijO//vsr//argF//envR//cysW//frwD//gatY//ycjR//rutR//yphD//fimB//yddG//dnaB//moaA//panD//pinE//nirD//agaB//rpoS//hxpB//arnB//cca//kbaZ//tolB//ligA//yqiH//sfmH//rplM//rcsB//sucD//pheS//pepT//orn//flgG//hybF//insH-6//dgcF//hcaF//rsmB//norR//rlmG//yidZ//azoR//
GO_0034654_5	ybcF//fecD//lptD//nuoM//qseC//ushA//aphA//pfkA//relE//btuB//nudG//hofN//sfsA//wzb//pepB//gdhA//yqgF//emrY//ftsZ//abpB//uxuA//ycjY//zraR//prmB//tnaB//cysB//hybB//ldtC//ubiF//argE//envC//insI3//kdsB//dgcJ//rhoL//yehA//yafC//yadC//ynfE//fucP//yjiR//rluA//cpxP//wzyE//ldtB//dcuD//nrdD//ybjI//dnaJ//ftsQ//rffH//tqsA//abgA//kdpD//uxuB//bcsQ//cysW//ispF//yjiQ//yfbR//mlaC//yjfP//phoA//yfaU//phoQ//livG//cyoE//ycfS//ftsH//metG//glgP//nikR//fepA//fcl//hyfC//nlpI//fimG//rof//acrA//sfmC//nuoH//nrdB//rpsG//yjfP//ettA//gnd//pinE//ftsH//yjhB//yiiE//ttcA//lolA//speG//actP//yibT//gatD//gluQ//argP//torR//puuP//thyA//ade//norR//ogrK//ybjL//tdcF//tyrB//yegT//nikE//lsrG//puuC//sapA//casD//rsgA//ccmG//araB//pflC//lpxT//yjjB//rplN//rep//nrdD//artQ//artQ//blc//rpsJ//exbD//ppx//ybeQ//gstB//nemR//gcvR//wzzB//gltB//ycfS//rep//rbsA//yaiV//spoT//fecC//thiE//argI//lpoB//yhdX//cdh//codB//waaJ//ydcT//csgD//sseA//folD//proS//fdhD//entF//waaU//nudG//mnmG//lpp//pheP//dam//yfcG//arsR//aroL//yiaL//rsmI//ypdF//rpiA//menC//recG//rsgA//csgG//proB//ynaE//tauA//yebC//ykgA//mreD//ycjR//mgrB//recT//mrdB//fsr//cdh//hypA//sfmD//fliZ//yaaA//yobA//yehC//yjhP//lpxB//gmd//rnt//bdcR//ybaK//basS//aroK//sspB//nudF//pyrG//yidD//tolQ//yehX//tatB//rhaM//adhP//frwB//xylB//sfmF//yihI//atpB//ghxP//mscK//fabR//codB//pdxH//rbsA//nei//caiE//xseB//agaA//yfaU//paaF//recJ//yhhT//fis//ycbB//ebgR//cobT//cas3//hybG//ppiA//gutQ//prfA//yggF//pdeH//yqiG//glpR//rlmE//ygjR//malQ//setB//chaA//otsB//sucD//frlR//ygiV//fadM//pgpB//cynS//xthA//nadC//thiD//rplL//frdD//ffh//ymfA//fadJ//mgsA//
GO_0034655_5	fepD//csrA//amtB//gppA//wzzB//puuB//ychF//dinI//coaD//asr//entF//actP//trkA//rpiR//relB//cyaY//garR//topB//aroC//yqcC//afuC//lpxC//yiaN//slmA//csgF//yqiI//ycdY//acpT//nhaR//endA//prpD//yadK//ygjR//gcvA//rpmB//yidQ//rimK//tktA//ftsB//yagU//nusG//pdeL//potD//fdhD//chiP//atoS//argP//gpmA//dadA//tehA//glgS//pstB//lgoT//rzoR//matP//ydcR//frc//pgi//rfaE//nrfD//mioC//ssuC//phoA//narJ//rsfS//dnaG//ybgP//ybcF//cyoE//kdpB//abgB//rtcR//ycjD//
GO_0034656_5	cbrA//hscC//ybiT//fecA//ybjD//mukB//sfmH//ruvB//wecE//yddL//slt//fruB//purL//
GO_0034660_7	hemC//ahr//srmB//yjbE//iraD//ybdO//rpsR//cydB//pgaD//pgpB//ybbY//glvC//holB//pgsA//ribF//cbrA//yidA//lplT//ynbD//pepT//rbsC//lasT//emrE//entH//ssuD//katE//degP//ariR//mrr//sdaA//mcrA//yieH//yedL//narQ//ycjD//dmsA//lepB//rraB//hha//cirA//purN//yfbU//rpsB//argS//mdtM//rtcB//cheW//yebG//rpnB//insI1//ycfS//glgP//ynaI//serS//copA//betI//argH//ybiO//fdrA//cra//ybhS//fucO//preT//mipA//leuO//yaaA//rpnC//hcp//pbpG//alsA//bcsA//xerC//flhA//pfkA//xylF//ymfK//napF//pheS//ascB//def//speD//hypC//yjiX//ilvN//iaaA//tonB//preA//ycjQ//yfjV//secE//ycbB//cyoE//pstB//yehU//ynhF//edd//mprA//opgC//hcaD//rbsA//gcvA//higB//tdk//ybeQ//ldtD//hisM//trmJ//lipB//yodD//pstA//yihP//ynhF//arnE//degP//dapB//pnp//cbtA//tdk//yihO//rpsA//ybcF//ribB//
GO_0034661_7	hcaF//ycjP//qorA//phoB//
GO_0034755_9	pdeH//ygfI//recA//alaC//
GO_0034762_6	yqeF//ariR//yjjB//lpcA//lpxL//ycbB//mpaA//rcsC//
GO_0034763_6	allB//lpxB//
GO_0034764_6	ilvB//yebK//
GO_0034765_7	elyC//aroD//speE//dnaE//btuD//tdcB//allD//
GO_0034766_7	hemH//
GO_0034767_7	thiM//hyfA//
GO_0034775_7	ydjH//purR//astB//eamA//nudB//
GO_0034983_9	fdoG//nikD//
GO_0035235_6	ykgF//envC//map//yabI//
GO_0035303_8	cheB//flgJ//fdx//bdm//nrfD//
GO_0035304_8	fdrA//
GO_0035306_9	idnD//
GO_0035307_9	crl//
GO_0035335_8	tpx//lipB//apt//
GO_0035344_8	gpp//mngR//
GO_0035350_6	ilvH//
GO_0035383_4	znuB//rutA//oppB//lptB//yafQ//cheR//nfuA//rfe//
GO_0035384_5	glyS//ddpX//
GO_0035429_8	gcvH//ydiV//uxuA//rsmA//gatB//lplT//
GO_0035433_7	yhaC//lpd//
GO_0035434_9	minD//yccX//torY//ibsD//nupX//
GO_0035435_9	ybiT//speE//adiA//coaA//ibsA//adhE//allR//dcuR//dppD//
GO_0035442_7	aldB//rsmC//rluF//lgoT//rfaC//yhbX//tbpA//fklB//yjbB//yebK//ppx//
GO_0035443_7	yiiM//iraD//cusR//ssuD//ortT//yiaN//yjbE//ygeA//
GO_0035444_9	dtpA//aroA//yoeB//nanK//etp//yadN//rhmR//
GO_0035461_6	ilvH//yhfS//zapC//yhcN//livK//mcrA//fadA//nhaB//ribE//pntB//
GO_0035510_7	cyoC//msbA//cueR//yfdS//ybhR//
GO_0035511_5	nuoN//
GO_0035513_5	argP//
GO_0035524_8	tusE//
GO_0035552_6	hyfR//
GO_0035553_6	talB//
GO_0035556_4	nuoH//agaB//ybjX//panF//ompG//ybdR//accB//casE//glsA//pheA//yphB//insI-2//hscC//luxS//yahI//yebS//mltF//insE-1//cheY//iscA//frdC//cutA//melA//galT//rep//mnmA//yfdG//rsfS//cusR//entA//raiA//mltC//ydcT//ynjD//evgA//nrdI//ulaD//pdxB//bluR//hemC//torR//araF//aas//wzc//yadV//tcyL//
GO_0035600_8	fdoI//
GO_0035601_7	eco//hxpA//tdcA//
GO_0035672_6	waaC//mtlA//leuO//argR//rmf//gutQ//ldtE//rna//cas1//eco//clpA//nlpI//dcuC//tdcC//cpoB//murA//manA//yphB//sgbE//sbcD//
GO_0035690_5	rplX//pgpA//rfaG//scpB//dcd//basR//ygiB//csgE//yqiI//melR//fadJ//
GO_0035725_9	amiB//tbpA//nemA//pepD//ypdI//udk//fecA//
GO_0035784_9	panZ//
GO_0035821_4	rpmC//basR//waaF//marR//ybiW//
GO_0035864_6	tsaE//
GO_0035873_8	recC//agaV//
GO_0035890_5	truA//pstS//nrfD//kbaY//
GO_0035891_6	fliD//aaeR//zitB//araD//
GO_0035966_4	nrfF//amyA//yehW//ompA//rlmH//bamA//malK//
GO_0035967_5	yciV//mnmA//fadL//yjfF//wzyE//
GO_0035999_5	ppk//cydC//nfi//degP//
GO_0036001_7	greA//
GO_0036046_8	cysU//
GO_0036047_9	sapF//
GO_0036048_8	dosP//
GO_0036049_9	ybaM//
GO_0036088_6	pinR//
GO_0036103_6	yjiM//trpL//
GO_0036104_6	xseA//adiY//
GO_0036172_6	ygiW//
GO_0036211_5	tnaB//ompF//rffG//ychO//sodA//dsdA//dppF//ycfJ//pdxJ//mngR//acrA//cytR//yjhC//ydiF//mcbA//dinI//nirC//caiE//pphA//zipA//tsaC//gmhB//wza//mlaE//ftnB//dcuB//norR//prmC//mdtP//fdx//xylB//uhpT//rho//ulaB//yciF//yhhT//sfmD//yiiM//emrE//sdaB//relA//nagD//ampH//citE//pyrL//yiaM//yraR//ygeX//kdsA//uidR//insE-1//dbpA//phnO//rpoD//nuoE//frc//yddA//ftsN//zur//yqaB//yagG//clsB//cysZ//rpsM//manY//cdgI//rutD//melA//lplA//manA//yeaV//aer//deoR//argG//sad//nrdR//evgS//gabD//secE//hscA//maeA//mtlD//ettA//araE//ilvA//waaC//nadA//rhaB//fkpA//fhuF//ldtB//ybjD//eptB//cytR//elaD//fadE//dcuS//yiaL//rfaH//phnG//dgcM//murF//ascF//ydiZ//glpC//citX//nfi//deaD//yeeL//mzrA//mhpA//sulA//caiE//dcp//ompF//tadA//cpsB//dinQ//sufA//nsrR//cbpM//ybjI//phoR//hslV//bioB//bioB//nagB//dctA//epmB//cra//mutT//dam//focB//lgoT//abgR//fimH//caiF//yqiG//yggW//lpxM//yccS//gyrA//
GO_0036214_3	pspG//
GO_0036265_6	dadA//ribD//tamB//acnA//
GO_0036289_9	ulaE//lapB//
GO_0036293_5	dgcJ//prc//ydeE//
GO_0036294_6	yeeL//yafC//ung//
GO_0036388_7	ccmA//
GO_0036447_5	hpt//hdeB//pdeF//
GO_0036448_6	panC//glmU//insK//
GO_0036460_5	csgF//lysS//gldA//lptD//dadA//tcyN//
GO_0036506_5	acpH//
GO_0036525_7	yhdJ//
GO_0038083_9	putA//mglA//yhiM//groL//yggF//
GO_0039633_6	lldD//gltL//pspD//pgsA//
GO_0040008_4	asr//paaC//phoB//ybeQ//rhaA//mgtL//cyoB//dpiB//rmuC//dacD//
GO_0040012_4	hsdM//fucP//katE//prfC//tnaB//patZ//prkB//cdd//dedD//rpsR//rfaC//rimL//hisI//ynfK//
GO_0040013_5	mrdB//waaJ//hybO//ybaK//flgJ//hrsA//lpp//
GO_0040033_9	codB//
GO_0042026_4	metG//barA//rlmD//bglH//dkgA//kdpA//ravA//ygbI//ftsE//
GO_0042040_7	cueO//
GO_0042044_5	hypD//
GO_0042126_5	ybaQ//argH//entS//dinD//
GO_0042128_5	ttdT//insB-2//
GO_0042133_4	aroL//ydfG//rpnA//hemB//oppD//hisA//dkgB//nanC//frdD//paaJ//umpH//trpS//ispG//nikB//xapA//menD//
GO_0042135_5	rppH//greA//ydiP//yddA//gabD//purN//acrR//folC//cof//glpK//proA//hybO//tatC//
GO_0042136_5	cyoA//zapA//
GO_0042150_7	tsx//nimT//macB//
GO_0042157_5	rnr//ldrD//leuO//yeaK//
GO_0042158_6	frdD//ygjH//gpr//
GO_0042168_4	adiY//ybjL//alaS//yfaL//galE//proA//sufC//rplK//uvrB//
GO_0042176_6	arsB//ldrD//ybaL//nusA//
GO_0042177_7	rluA//psd//yejE//
GO_0042178_5	mprA//ushA//cusA//sfsB//ydhJ//hfq//hxpA//ydgA//yjtD//pnp//corA//yahF//yahK//rfaG//zapC//ompR//fixB//nupX//mtnN//
GO_0042180_4	argS//shiA//ldrA//yhjB//ulaR//nadK//orn//ybeQ//ogrK//asd//tqsA//fucK//lrhA//entF//dps//umpH//yieK//yjiM//kbp//thiP//sodA//gppA//ycfJ//tatA//ypdF//astB//moaE//leuE//dgcE//rpsO//ldtB//fau//dnaK//clpP//entC//yjjW//prmA//sulA//waaF//dinQ//yggN//pykF//agaW//topB//icd//ycfJ//mhpB//btuD//yiaA//ygbI//bcr//galK//yhiM//arnB//argR//exoX//glgX//yajQ//atoS//
GO_0042181_5	alsK//ydcR//ynjA//glgS//bipA//arfB//manY//envY//yejE//ldrD//lysS//mdtL//ynfH//aroL//purN//bglX//gadA//ycdX//yeeY//gatZ//yggT//lpxM//insI-2//yjjG//
GO_0042182_5	gutM//mioC//narZ//mepA//fmt//phnN//ynfL//higA//narZ//yjfP//fkpB//panE//mtlA//lptA//scpC//menI//pdeK//phnG//tadA//psuG//clpX//cusA//cedA//ugpA//acrB//fixB//rsmH//glmS//sufD//
GO_0042219_6	dcuC//tadA//yadV//thrC//recC//
GO_0042221_3	elfG//dcd//abgT//ybiO//ppc//groS//pspC//rimI//yeiE//frvA//cas2//tsaB//yrbG//uxaA//paoC//atoB//gloB//alsK//speF//tehA//mlaF//glxK//rbsK//plsB//fcl//recB//mtfA//shiA//yhgH//pnuC//yqaA//hicB//kdpD//hinT//psd//gloB//dacD//mdlA//agaA//rayT//rbsD//yafN//htpG//thiM//paaZ//yidE//arcC//gpmA//baeS//narJ//recR//marR//ldcA//galP//chbF//yddA//pinQ//potH//ftsK//yjiQ//phnH//acrA//nrfE//cysE//bioF//oppB//rplA//insK//uvrY//paaE//yebK//atoC//yjjB//scpB//mscM//glgA//yfaL//bglB//mhpB//fdhE//prfA//gapC//wzc//yraN//ykgA//ffh//dtpB//ybjI//lit//decR//fetA//nlpE//ihfB//agaV//alr//hisD//insI3//gloA//nagB//rclR//chbR//xylR//rpsQ//cusA//tolR//csgG//waaP//rnlA//yhjD//metL//guaA//ppc//ymgC//thiQ//ddpX//lysO//hycB//yjjB//rplP//ygfI//rrrQ//actP//fruA//yhgH//ampD//fimA//gsiB//rhaR//narV//yoaA//fucO//yddM//mocA//nrfF//leuB//aas//csgF//mtlA//rph//tatD//secD//prpC//yedA//dsbA//ybcQ//wcaC//syd//gltI//hofP//ampD//ssuE//ftsB//acrD//yhbX//rhlB//gadE//argR//nanK//ybiT//mngB//rsmB//rimK//yhgF//narQ//fdnG//ybdR//ribF//folM//pphB//ybbW//panF//gapA//napF//ulaD//rihC//tldD//pgpC//mukB//pyrH//yfiR//secE//fieF//afuB//folD//ltaE//rpoE//sgrT//cbeA//miaA//menC//yadC//pykF//ybbN//hemB//ftsL//gntR//rstB//yfhM//yhaJ//ybhA//ycjQ//sdaB//ghrB//grcA//glxK//dadA//ybcQ//mltD//hyaB//rlmL//lrhA//aceB//ppiC//lptD//nrdB//lolE//wecB//ssuC//lptC//fucK//xanP//bacA//yjaA//pykF//aceB//yciF//hisG//dsbG//bssR//cheB//nrdA//murQ//rcnR//fryA//nrfE//
GO_0042245_7	galS//yqiH//dadA//
GO_0042254_5	hdeD//csgD//mdh//ybcF//kdsD//glpR//dgoT//
GO_0042255_6	gatB//sgcR//
GO_0042274_5	minC//glpK//crfC//tyrB//
GO_0042278_6	uxuR//pinE//mtlA//nemR//yhaO//ybhP//sapD//insH-6//dsbD//caiB//ibsC//yidC//hdeB//ompR//fdhD//mmuM//yaaU//dnaE//
GO_0042304_7	proB//ftnA//ynfH//
GO_0042325_8	sulA//ssuB//
GO_0042327_9	arnF//
GO_0042330_3	yiiE//casD//rhaB//ybeY//hyaD//yjeI//yedX//ynhF//mhpB//yiaF//ubiG//mltC//leuD//fadE//ymgF//cra//
GO_0042350_6	trmJ//
GO_0042351_7	serC//
GO_0042354_7	gutQ//upp//shiA//mazF//yjfP//argT//
GO_0042355_8	leuB//rhlE//mdtD//era//yjhG//sulA//
GO_0042357_5	tig//lsrR//
GO_0042362_6	zapD//
GO_0042364_6	phnN//bisC//ascG//dppB//dld//ygeR//rplX//mepH//yfcV//metG//fryA//dgoD//tnaA//lpoA//rhtC//phnN//phnH//kdpC//mppA//pinE//yejA//pmbA//endA//nanR//nrdR//malQ//moaE//tnaC//acnA//cbrC//pspD//bipA//yahB//prs//glgA//phoR//clcA//fimC//dsdX//msrC//fucI//exuT//rfbX//lptC//bglH//pyrG//yfeO//wrbA//mmuM//emrE//rfe//cbeA//csgF//narW//cmoB//ptsI//
GO_0042365_6	ybjC//menI//sgcB//leuC//
GO_0042371_7	nlpE//
GO_0042373_6	infB//
GO_0042398_6	uraA//dsdC//moaE//ebgA//ribE//clpS//rffC//nlpD//csgF//yhdH//waaZ//udp//hupB//gntT//rhlE//ybgI//tusB//dkgB//yjcO//yafS//
GO_0042401_7	hupB//helD//yehC//yjjG//hypE//accA//rpsI//dmlR//rbn//yjhG//malG//csdE//rfaD//csgF//
GO_0042402_7	pflA//nrdE//gpr//insK//frwC//chbC//trxA//degQ//sgbE//mrdB//gatD//ydcS//phnP//
GO_0042413_6	ychF//lptE//tdcE//yraK//
GO_0042430_5	pgpB//truA//yjbF//xylH//mocA//yiaJ//ydbK//trmH//rutF//prc//
GO_0042435_6	cpxP//yhaJ//mepH//ykfI//fkpB//cheA//adiA//acpT//mdoD//
GO_0042436_6	frmB//
GO_0042439_5	napF//
GO_0042440_3	tolR//uspB//ddlB//mscM//insI1//ruvC//yadK//maa//tas//yafC//codB//entE//csgE//ydaC//
GO_0042443_5	yjbB//rutF//
GO_0042445_3	mgtA//gltS//fumC//yehD//ybgQ//yeiE//cpdB//yaiP//lldR//rcnB//ftsB//cysK//sgcX//hypA//
GO_0042446_4	birA//
GO_0042447_4	rimO//bcsA//plsC//fimB//yeaK//ulaA//tar//mdtQ//yneJ//pgm//yfcA//ampE//ynhF//
GO_0042450_7	insA-2//dnaB//aroG//nrdA//prlF//fryB//
GO_0042451_7	iraM//metK//ybcQ//glmU//murQ//waaB//
GO_0042453_8	dtpC//
GO_0042454_7	ybcM//kdpA//gcvT//acrZ//gspE//sbp//lpoA//mrdA//yciF//cysZ//yobA//spy//
GO_0042455_7	purD//ldtE//trpD//yjbE//yadI//bipA//garL//yiaN//zupT//hypB//zntA//yeiL//ydeO//agaB//creB//accA//pagP//
GO_0042493_4	eno//ypdB//prs//yebG//glnA//valS//yehY//fepA//katG//argO//arcB//bcr//lpoA//sxy//yhjG//livK//ftsE//rmuC//pdxJ//yfcP//sufD//ynfF//accA//agaB//citX//fucO//pdhR//hscA//puuA//fdx//idnO//plsB//argK//mobA//mdtA//fimA//mepA//dinQ//solA//yjjX//yqeA//yggP//lolD//dgt//fucP//yeeJ//phnH//argB//hofN//
GO_0042537_5	modC//macA//cydA//yadI//cadB//arfB//waaB//mntR//apt//hybG//etp//folE//folA//ycbU//fkpB//ytfE//sdhB//csdE//nikA//tatB//znuB//aslB//
GO_0042538_6	btuE//gatA//
GO_0042542_5	uvrY//ybjD//yecS//serS//araF//emrD//bssS//hisP//dut//dpiA//nirC//mdlA//gntU//recG//yjjV//proQ//ispA//yghB//
GO_0042545_5	yhbO//
GO_0042546_4	agaS//folP//potC//flgJ//yihU//yphB//nsrR//gsiD//entH//mdoG//
GO_0042558_5	patZ//hflC//cpxA//fecD//yehU//evgS//kdsD//tap//sutR//talB//dinG//iraM//rbsK//psuG//ymgC//yfeW//ygiW//bssS//
GO_0042559_6	actP//adeD//fryA//fhlA//ygfZ//soxR//uup//ndk//yahO//ydhJ//rpsO//mtgA//zraR//
GO_0042560_6	yjjW//ftnA//
GO_0042592_4	yhhT//mscM//hxpB//holD//btuD//ydcS//cyoB//nhaA//chbB//yraK//argA//ydeI//oppA//pspA//glgX//msbA//thiM//mdh//lldD//xylE//osmF//lptG//rusA//sanA//thrB//pdeK//rusA//casB//grpE//rssA//hypC//gpsA//gnsB//wecB//yieF//elfA//ldhA//sdhE//lepB//smrA//pgrR//recR//flgG//minC//waaA//cas1//acnA//znuA//yfeO//yeeL//appA//lipA//xapB//trpGD//speC//kdpF//kefF//dgcJ//mgrB//
GO_0042594_4	yhcF//garK//rsgA//nanR//ygdG//clsA//glcC//ahr//queC//ghoT//ansB//cdh//ybiX//ycjQ//menH//lpxB//ftp//yiaM//acpS//mdtA//cysE//uvrY//dmsA//yieL//fbp//ybdM//bdcR//yidL//idi//pheA//mpaA//malS//bcsA//hyfC//rpsG//
GO_0042618_5	dnaX//
GO_0042619_6	sodA//
GO_0042710_4	trxC//fnr//intS//ygaV//intS//groL//flgE//nei//dgoA//yhgF//tusA//glcA//putA//exoX//ynfE//idnT//nuoB//alaS//ruvC//uxaB//ampE//gltB//ssuA//ptsN//yjiM//yiaT//yidK//yjiR//infC//sstT//queE//gatY//csrA//oxyR//dcd//lolD//ygfZ//purC//tsgA//uxuB//feoA//ubiG//cysK//fimA//rhmR//puuA//ynaE//ampD//def//yfcA//umpG//
GO_0042723_5	gppA//flgE//bioA//adeQ//ydcR//yfgO//zur//dmsA//hyfA//ytfE//ycaN//ispF//
GO_0042724_6	hypF//bioP//ppiC//ldhA//yggW//yihR//yebK//rplY//rof//eutA//
GO_0042726_5	secE//livH//lptC//yciV//valS//ycfH//pcm//ydfD//
GO_0042727_6	yadI//endA//ghxP//uspC//yjiY//tcyL//ilvL//pgpC//
GO_0042732_6	ygiS//soxR//ibaG//mtr//yqiG//
GO_0042737_5	cas1//greA//sdhE//yfcV//shiA//dinJ//chaA//yhbS//mutY//trmO//fabG//fepB//yfcP//pepA//ispA//lpxD//lpxP//mdaB//uxaC//aldA//flgI//cecR//yqcG//aroD//arnB//acrD//ynfH//xanP//yjjI//ttdT//atpB//leuB//sbp//yggD//insK//araD//pabC//zapB//gcvP//iraP//rplM//cadA//yaiP//glnS//artP//csrD//lapB//gltX//skp//nepI//rfaH//gstA//araF//rpmB//msrC//
GO_0042743_5	bluR//envC//
GO_0042744_6	ybdG//yegT//
GO_0042759_7	tolB//baeS//
GO_0042773_6	hslU//
GO_0042777_8	selU//
GO_0042779_8	rplW//
GO_0042780_10	yihS//ftsA//serS//
GO_0042816_5	glsA//solA//add//wecE//dmsC//sbmA//ydhJ//truD//dcuS//
GO_0042817_5	yiaA//
GO_0042819_6	zapD//casA//argS//cpxP//msrA//glcA//appB//yfcV//deoD//
GO_0042822_5	ugpC//dtpB//relB//ybgQ//rihC//yfdC//melR//
GO_0042823_6	ydcS//yjiY//livK//allC//zapC//yqeA//cspC//
GO_0042836_5	parC//ttdA//trmB//sufC//
GO_0042838_6	ompF//sseA//adiA//appY//
GO_0042839_7	ypdB//idnO//ynfH//yjaZ//yrbG//abgA//
GO_0042840_7	ulaC//dhaR//garD//hscB//kefB//cysB//
GO_0042843_7	endA//ubiF//
GO_0042844_7	yijO//
GO_0042846_8	gdhA//
GO_0042851_8	fadD//insI1//nadD//cobU//
GO_0042852_9	csdA//slyD//ppiC//
GO_0042853_9	rplX//
GO_0042866_8	arnD//ybdG//thiQ//yedL//hfq//rpnC//sthA//aaeB//adeP//gltI//dgoD//rhmR//ygiB//prmB//osmC//entH//lpcA//rplQ//
GO_0042867_8	ppsR//
GO_0042873_7	dicC//mazG//hybB//ydhC//puuB//rpsI//frvA//
GO_0042882_10	leuD//metE//rfaB//
GO_0042883_7	xylF//gspE//ghoT//yhjV//glxR//motA//mraY//atoS//
GO_0042884_7	hemF//yjjV//kdsD//glsA1//hisC//ispG//sstT//
GO_0042885_8	cysC//
GO_0042886_6	queG//dhaR//casC//yfaU//phnG//gstB//kbaZ//hyaA//allC//lpoA//fumA//qseB//amiD//hisQ//insH-5//cstA//yghG//yjjG//nfuA//yfhM//ycjW//rhaR//rfaB//gcvA//slt//hybO//mtr//yeiE//sgcC//hyfC//rcsF//ddpA//cydD//setA//rodZ//ftsQ//pheP//yadM//murQ//nepI//garL//xylG//cheY//araB//yadK//ugpE//dgoA//fepB//phoA//zinT//acpS//entD//yhbX//tatC//livH//mak//lpxM//menB//nimR//queC//ybdR//aroC//hsdR//panC//hipB//nanT//ycbX//udp//rpoE//yehA//yggN//yjcS//fruA//tatB//yhbY//clpX//deaD//agaI//sdhA//yadM//lpcA//pgaB//yeaK//gfcE//nfo//atpH//prs//rfaC//
GO_0042891_6	fabH//abpA//mgtL//alkB//yebS//pstA//yobF//atoB//dnaT//gltP//nac//waaO//fre//rhmD//apaH//mntH//lptF//ascB//cysI//mepM//amiA//tusA//malI//yfeD//rlmA//livM//fucK//bipA//glgB//lapA//ygjH//udp//
GO_0042906_8	ispF//hofM//yohD//atpD//
GO_0042908_5	ybfA//fliL//hldE//rlmD//fkpA//gcvR//ydcI//murR//lgoT//alpA//hycI//dxr//uspC//ariR//ycgB//glpG//
GO_0042914_8	lrp//emrB//
GO_0042918_6	deoB//recR//zapB//malF//tadA//
GO_0042919_6	fruA//
GO_0042920_6	mngR//
GO_0042928_7	dcuC//
GO_0042930_7	yciG//napA//rng//holD//prlF//dhaM//yehT//murD//
GO_0042938_8	cra//dpiB//ymgA//abgR//oppC//narL//rpoS//sapA//thiI//abgA//uxaA//efeO//leuS//argS//sdhD//
GO_0042939_8	bsmA//hiuH//mltG//galK//nagD//argA//bamA//hypT//rffM//glgX//
GO_0042940_7	sdaB//glpX//ydeE//gadX//comR//
GO_0042941_8	hchA//
GO_0042942_6	astC//phnJ//
GO_0042953_6	ydcS//hybC//ydeT//
GO_0042956_8	yehA//artM//topA//trpR//lon//
GO_0042968_8	mdfA//yefM//ubiB//
GO_0042981_7	sufS//
GO_0043038_5	stpA//tsgA//glpC//ftnB//waaB//hpf//pnuC//uvrC//pepN//rpsK//livJ//lsrD//yjbG//hofN//mnmC//alr//yggF//citX//uspC//intQ//ltaE//rppH//lasT//rpnB//insA-1//ligA//
GO_0043039_6	rplS//mnmG//pdxB//ygjR//rpsT//nagZ//accD//allB//afuB//fdoH//yahF//sgrR//erpA//yohD//arnB//rlmC//kdsA//ugpE//yhjB//htrE//bioD2//aroL//mcrB//ada//yejA//
GO_0043041_6	yggW//
