#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	crl//yaiW//mtr//dnaG//
GO_0044281_3	mgrB//lpp//rplR//agaD//sufA//rlmF//napB//gsiA//ppsR//prfA//hcaR//rppH//livG//speE//rplF//msrB//hyfR//dmlR//hrsA//ycfJ//potG//slt//xerC//patD//pgaD//atpE//fdoH//ygfZ//carB//moaB//nadC//proS//degP//phnP//ybjN//tktA//yjiY//ybhR//argO//putP//yobA//tyrS//proA//dgcM//cysE//ycaN//murE//tsaD//cspB//dgoA//ydaN//ruvC//hypF//fabR//pspA//fadH//glgS//rayT//pepB//guaB//ybaE//trpGD//perR//bioA//nadE//tatA//gsiD//sgbE//wecB//serA//panD//yibF//yieK//qseB//cpoB//phnC//dtd//mpaA//fliG//yahK//secY//nac//queD//recC//glk//uxuA//ybdM//trmI//tbpA//rplN//acrE//ybdN//yaiW//pheT//pgpA//purT//yihU//gntU//crl//yagJ//shiA//ppsR//fecA//ybfA//cyoC//atoS//dtpA//arsC//pykA//ydiV//kdsB//rluF//rluB//pheA//minE//acrR//secA//yqcC//hdeD//uvrB//recD//yfbU//yggE//hslO//argS//ybjD//eutK//yhaM//clcB//cptB//narW//sdhE//ycjR//tgt//ugd//gltB//csgA//yddL//fimC//ydjM//trpS//nrfF//tdcB//yjfF//yceK//recB//hemL//yqeG//yhdJ//rclC//rihB//proS//tyrA//yibT//cheW//mcrB//ompT//treC//cobS//bioB//fixB//ybaM//htpX//ydjE//gatC//ebgR//cysM//fumB//yciE//degS//ydaV//setA//ldcC//dacB//hypB//proQ//ugpB//bioP//agaA//dcp//exoX//yhjB//basR//hlyE//yebZ//gpmM//paaA//shoB//yahO//ulaR//fabG//yihL//csgD//thiI//queD//nrfB//entB//ynjD//uxuA//gatA//priC//hofN//hxpB//glk//yjbE//rnb//prfB//nuoL//ybaT//serA//ydeE//dgcM//malK//dppF//yjbF//pmbA//nagK//hupA//astB//intQ//cynX//dfp//rlmM//wcaC//gutQ//rfaD//yjtD//ygfZ//mdtB//lsrC//galK//yegT//pstC//yqiG//ydjK//rpmF//rsmE//sbmA//viaA//tehA//ccmG//ubiX//yebC//cdsA//kduD//phoB//evgS//yadI//ilvB//dgoT//narH//yjjU//glpR//fadD//bioA//ytfQ//cpxP//gutM//yhgH//rssB//pdxK//glgC//pyrL//rspB//rne//tabA//feaB//otsB//yjhB//yagJ//fepB//potD//hisA//yehT//frlC//bipA//speG//yfiR//scpC//uraA//ydcM//psd//rcsD//manY//erpA//rplY//ybjG//hflC//tmk//ydiO//yhcH//nagB//ydbK//cobT//yfaL//pppA//modA//cspI//yjbG//aslB//patZ//moaD//basR//feaR//panZ//lsrA//yeaE//dicC//yfcV//asnB//fhuD//hxpA//yihR//cbrC//rfaE//araA//fliL//glpC//truB//hofQ//glrK//entS//hslR//ydcM//aes//nagZ//lpxH//wcaC//purF//insH-6//ppiA//araC//hdeD//crr//flgB//yieE//fabZ//wzc//yiaO//cusA//ycgB//ydcR//bglA//garD//chaC//minC//eco//ygfA//arnT//asnC//murF//rutC//rpmB//tsx//yiaU//cheB//ygjK//nagC//rpsT//sppA//cspD//gntT//yceD//sfsB//dgcE//tonB//tbpA//emrK//mhpD//secM//treC//flgJ//puuP//rimK//bipA//hflK//topB//proS//ppiC//torC//nuoI//gntT//rffH//atpD//frmB//ibpB//yhiM//hemG//ribC//ppc//add//acrA//menE//flhD//nagC//ftsZ//selD//xerC//yjjU//yheT//frvB//panF//elfA//galF//aroE//flgK//ebgA//mrr//bglX//yddL//fdhE//potI//htpX//dedD//hokB//fdx//ybiI//sgbE//rhmD//dicB//tatD//fklB//cysA//ybjL//yhjX//ybdM//eutA//yiaL//rutE//dcd//pgk//infC//thiI//aroL//yhgF//wrbA//elfG//prpB//basS//maoP//ygbL//murR//purA//rfbX//argK//arsR//sucC//glgX//proA//fabD//chbR//torC//mcrA//gsiD//ompW//rpsB//zapD//idnT//rplM//obgE//yjjX//deoB//hdhA//eutB//yfcF//ycgB//yieH//dinG//pheA//proP//proP//atpA//gltD//yjjV//crp//moeA//acpS//abpA//araD//cysG//glpX//tsgA//glvB//pgpC//gadX//panF//atpG//metE//yraI//yidK//fepC//ralR//nrdD//yqhD//secD//xseB//yadG//rfaB//kefC//fhuB//yfaE//uspF//ibsD//prs//ghxQ//paaK//flhC//menD//yggF//rspB//dppC//ftsE//rpoE//ybdG//hslO//glpK//kdpB//murQ//lgt//ung//yehY//pfkB//asnB//efp//arsC//nudB//potH//yhjD//tyrR//dinJ//tonB//tatA//gluQ//gudX//dgcN//cmk//glcD//rpnD//exbD//nrfG//yqiI//rstB//argR//rpmH//tus//xapA//rutD//mioC//pagP//bglJ//cas3//efp//acrD//dcp//nfo//focA//rbsR//dps//elaA//potH//rlmG//intZ//selB//ycjR//trpC//envY//galU//yibA//fimD//uhpC//yraH//parE//metK//blr//waaB//ydcI//era//yedF//umuD//potB//mdtJ//rnc//secG//narG//alsA//mdtE//ymgF//ispA//flgB//uidA//recO//nrfA//psd//yfcP//uxuA//nrfF//cca//rnb//cpxR//yoaB//moeA//nusA//mhpA//yoeB//chaC//rzoR//groS//metI//eamB//ivy//edd//yiaT//fimG//clpP//rplK//fucI//mgsA//yeeA//mglB//greA//hemD//srkA//moaD//glsA2//proA//speE//ygeW//hyfF//lsrR//sgcX//lpxD//otsB//paaZ//dinJ//lgoT//rpnD//fdrA//potC//caiE//argH//bepA//glmU//rclR//hcaC//frmR//prs//rimO//caiD//fimH//etk//ddpX//recQ//ftsZ//dxs//pnuC//thrS//melR//fryC//yddA//phnN//adiC//tmk//hofO//agaV//chbG//fdnI//atoC//glnA//argC//ulaD//ybcL//rrrQ//dcd//lplT//ung//yjbF//htpX//ybaE//ybjL//ftnB//ybhR//srlD//sstT//proC//arcC//argC//ftsZ//ytfR//era//nrdF//atpA//rffM//mlc//zapC//ybbY//sapD//narV//dgkA//rzpD//elfA//rffG//waaZ//bipA//speD//aidB//waaS//shoB//sgcC//hlyE//yibA//yibT//hisG//nth//trpD//sgcB//paaG//ilvL//gcvT//
GO_0044282_4	rlmF//bsmA//greA//cycA//pgsA//tabA//dacB//artM//mcbA//ebgA//pdeK//fbp//greB//yraN//dps//wza//minC//envR//iscX//aroE//flgM//sfmA//dfp//ftsZ//lolA//avtA//dpiB//ackA//yebS//zapB//ybjX//xylB//yedP//glgX//rna//ftsA//amiA//hofO//ascB//lsrA//trpC//tcyJ//rfbD//entS//btuR//ibsA//appC//cysH//sufD//arnF//iap//rnhB//kefG//rluF//lsrD//rplD//rpsH//fadI//hha//ybgI//cheZ//yaaJ//frmA//rclB//ihfB//ybiH//livM//ispA//yaiP//yeeL//holE//ndh//pncB//argR//hupA//ydiQ//mgtL//purN//ycbB//fhuD//rplC//ghoS//gspF//fimH//yehU//dhaR//rcnA//gatB//glnK//recF//secD//mdtO//coaD//pyrB//gatZ//pstC//ydhC//gfcE//rplI//yihW//pheM//lolC//dnaN//ilvN//spy//ycjY//ftsP//frlB//appA//matP//ppc//appY//wcaJ//yafQ//mtlA//rnb//orn//glnD//metL//sdhC//ldrB//phoU//yeaK//phnO//selA//yahB//emrB//pstB//proA//nudB//yfaE//yphF//iap//ptsG//asnS//norR//ybiY//dcd//ydjJ//nrdH//yqcC//hybE//lptA//ybhP//lysC//frc//secA//citG//mutS//phnP//ndk//ydjM//nanC//frdB//oppC//kefC//yajO//minE//livK//yhgH//iscU//yccA//gspE//dedD//etk//rpsM//pyrF//metN//cas1//entB//rimM//garP//proX//hsdR//gadW//lolD//codA//rpsQ//ptrA//deoC//yebK//otsB//priA//dcp//aroE//elaA//deaD//argA//ubiH//murB//ftsE//der//rsmI//ruvB//ycaO//pldB//ybjX//lepA//folX//ykgA//parC//ymfA//pfkA//pitA//mdtE//lyxK//yfiC//yihU//mdfA//cynX//dgcN//waaL//yebG//tolB//aspC//rpiR//queE//rplA//pdeL//fabZ//ghxQ//yccS//uof//yjbE//mprA//ilvM//glcA//yahD//uspB//gcvR//cyoA//nikC//accD//hybG//kdsD//dnaQ//lolA//aceK//yiaL//hyfC//ldtA//prfC//thiG//cbrA//flgD//yhhT//mglB//paaH//
GO_0044283_4	flgA//ilvH//hcaT//ldcC//ansA//emrB//ung//rsmB//proB//pdxK//ftsW//kdpF//arsR//rfbD//ygcO//groL//ydiP//ldtE//sodC//yfcF//flhC//dtpB//serC//hofM//envY//frvA//ycgV//phnG//hofC//rclB//rbsR//hupB//cadA//ydjM//ompL//yehU//ygeW//fdx//agaD//yhdW//yfcU//rhlE//nimR//zapD//lsrK//malE//pspA//yaiP//murA//betT//cobU//fryC//cpoB//lpxT//rbsD//ade//ribA//insH-6//mntP//ycfJ//livK//rusA//tcyJ//xthA//csgB//lacI//bluR//mocA//lrp//envZ//yajD//trpL//lpoB//curA//nei//lysU//lsrR//fepE//yejE//phnL//bdcA//yadN//torC//focB//modA//arnD//aroD//araC//yeeA//waaG//pyrG//srlE//evgS//rnlB//idnD//bssS//rzpR//uxuA//kefC//prc//glnB//priA//yqcG//groS//ubiX//dtpC//norV//flgJ//mcbA//ygeW//pabA//amiB//serC//gapA//fruA//rfaC//panZ//hyfF//sfmC//thrS//sbcB//ycjW//nrfD//hsdR//rcnR//thiP//rep//ybiA//rnc//fixC//cysH//sdhA//mlaC//cas1//gmhB//malQ//aroG//uidC//arcC//sfmD//tisB//ispF//gpt//sufA//yidK//zapD//uvrD//sfmH//fliZ//yhjD//avtA//argI//dacA//rpiB//nanC//yhdH//gntK//nuoF//ybjD//sdhE//rplF//hybE//recF//kefB//iaaA//caiT//ynhF//pspC//yebG//melA//rutA//recF//pmbA//glnB//tilS//insA-2//citX//modB//fliL//hemC//ddlA//rhmR//lysU//dacD//tus//fryB//yaiP//fmt//yhjX//araH//soxR//glnH//gapC//insE-1//hflC//ldcC//dcuR//rffC//chpB//secD//nikR//purA//wcaB//ydaV//nadA//cysD//lpxL//hemC//bamC//dpiB//mntR//rbbA//manZ//phoQ//ibsC//yjgX//yiaA//proV//hisI//psd//yneJ//leuA//moaD//rfaC//pdeL//degQ//pdxJ//ftsN//yagJ//yciG//gcd//fdoG//thiQ//pyrL//mltB//ycaN//treC//phnM//ygbI//rmf//gltD//lsrD//dnaN//fhlA//ycaN//rfaF//ypjD//panE//alsK//opgH//uup//hypE//tatA//rclC//dsdA//ytfT//ygfI//lsrD//add//envZ//bamE//pykA//mdoG//glcE//gyrA//ybdO//rpoE//ybdZ//yqaE//cysE//yjaZ//yccX//garD//recE//ais//lnt//bamA//hdeA//yfbU//pinR//menH//ycbV//ruvB//puuB//crp//
GO_0044349_6	yraR//
GO_0044355_6	ldcC//curA//
GO_0044364_5	yciG//uidR//yadV//mdtE//tolB//
GO_0044403_4	fklB//birA//arcC//bipA//acnB//yoaB//yadV//recF//kdgT//ymgA//relB//fixA//clpB//cbrC//exuT//tadA//rpoS//nhaR//
GO_0044406_3	hofO//
GO_0044409_6	ibpA//nuoH//ybhA//aroA//trpE//aroP//pgpC//yahK//
GO_0044419_3	thrB//cecR//clsC//grxD//glk//pldB//ftsX//hrpA//nikD//dtpA//eptA//mltC//tcdA//lsrG//allB//obgE//treB//yfaU//crp//phoR//ilvA//aroC//baeS//tyrR//araA//
GO_0044531_5	holE//
GO_0044532_6	borD//
GO_0044550_4	yebQ//xerD//dld//bisC//gadA//dgcT//yraJ//rplL//tadA//
GO_0044650_4	yahB//
GO_0044659_7	ydaC//zur//corA//pepB//
GO_0044661_7	modB//baeS//lapB//fecC//
GO_0044718_6	torS//insE-1//
GO_0044728_7	nemR//cbrC//dmsC//yehD//ydiK//qseC//
GO_0044764_3	glsA1//nikD//mnmC//rhsD//glgS//lpd//yhdX//guaD//patA//mog//alsC//tbpA//folA//pntA//yiaL//phoQ//hdeA//trmB//acrZ//gltL//cobS//abpB//hdeA//yciV//cecR//rplQ//paaE//artI//copA//sgbH//dhaL//yhbY//yhjR//asr//groS//yphF//sfsA//mdtE//metN//mltG//alaE//proP//hemG//priB//fau//ftsW//ilvE//paaX//trkA//galK//mdoD//mdtN//rsfS//lacZ//wza//csgB//prpD//
GO_0044780_6	mrdB//crp//yjhB//lyxK//crcB//aceA//nikR//
GO_0044781_5	rlmD//folE//kdpA//hybG//hypB//kup//yobF//ugd//
GO_0044786_4	sspB//
GO_0044787_5	eutR//
GO_0044872_5	bioB//fabZ//ycbB//rsgA//yagJ//
GO_0044873_6	gsiB//ilvM//araB//tolA//kdpF//
GO_0044874_7	hyaD//tmcA//yneJ//zraR//napD//
GO_0045004_7	dut//tusA//hyfF//mltD//
GO_0045005_6	murA//bdm//hisB//yggW//yajL//xisR//yfhM//
GO_0045013_7	uvrA//
GO_0045017_5	eutD//crfC//gyrA//uidA//rdgC//yigB//sodA//hchA//uvrY//betB//metN//aroA//bioD//
GO_0045047_7	csiD//
GO_0045117_6	ubiC//yjjB//malS//lolE//entD//hisG//acpT//rfaQ//fhlA//znuB//
GO_0045184_4	ugd//cueR//yjhP//fadD//ghoT//puuR//hupA//rutF//eptC//cycA//epd//ratA//feaB//ydcT//lipA//ppk//alsB//rpsR//kdpE//phnO//yiaL//nlpI//dppA//syd//yhjV//codB//narJ//hybE//tyrR//ybiJ//leuO//dapF//ugpC//gspJ//hypC//yqeA//ribC//ompG//uacT//ynhG//malK//hcaF//acrF//yjaA//rraA//rspB//ortT//
GO_0045226_7	alkA//zapC//otsA//ygfZ//lpxH//fiu//guaD//opgD//tsx//
GO_0045229_4	pdeH//nanR//ugpA//lgt//glgP//grpE//galM//yciT//glnD//ffh//dtpA//ptsI//alsE//
GO_0045333_5	ansB//tmcA//hipB//yfdO//otsB//ilvI//hemD//eutD//speB//norW//ispG//tatB//alr//yqjH//rcnB//hiuH//nadD//yigB//nanA//nfi//pmbA//acrE//ygcO//kdpE//ybiH//znuC//kdpF//hxpB//ygeV//ygjR//rseP//mmuM//ghxQ//manZ//yjhI//torZ//cycA//ftsY//macB//mlaE//yfcG//holC//ycbV//gcvT//sfmD//ygfX//ydfD//ruvC//yfcU//ibpA//yfgI//rnlB//ydiO//sfmH//truD//ykgA//cmtB//arnF//murB//metQ//glpF//ghoS//blr//murQ//puuA//purA//pcnB//cra//sbmA//glnK//ldtB//asmA//nuoF//mrcA//
GO_0045337_6	ybiY//
GO_0045338_6	glmU//
GO_0045454_4	yieH//ydiZ//hemA//dnaB//yeaK//tisB//serC//ppx//wzb//thiQ//ivbL//fdnI//gatY//argR//mngA//
GO_0045471_5	tnaC//trmI//afuB//
GO_0045717_8	ydjM//
GO_0045719_8	hflC//
GO_0045723_8	nac//
GO_0045727_8	ccmH//melR//mepM//nfo//mdtE//rplY//mltC//
GO_0045732_7	rpsJ//
GO_0045733_6	dmsB//sucB//
GO_0045740_8	feoC//mgtL//
GO_0045764_7	ygbM//
GO_0045786_6	mdtJ//fhuF//
GO_0045787_6	cbrC//
GO_0045819_8	aceK//
GO_0045828_7	sdaB//
GO_0045833_6	rph//
GO_0045834_6	yddL//ytfQ//
GO_0045848_5	mutM//
GO_0045851_10	fryC//
GO_0045852_10	rcsC//ycjW//arfA//setC//hisF//
GO_0045859_7	lnt//rimM//
GO_0045860_8	zapC//
GO_0045861_8	ccmD//mntH//wecA//
GO_0045862_8	iaaA//
GO_0045883_5	mlaD//
GO_0045892_8	gntU//lgt//rhtA//bhsA//rapA//sdhE//clpX//fucK//spy//rplJ//gutM//selU//mliC//dacD//yieF//sutR//rluB//mdoG//rsgA//norR//rspB//pdeK//glcE//yceO//spoT//ulaB//ydbD//rcsF//crl//lplT//glnS//soxS//recC//gabD//mutM//bioD1//tehB//allC//degS//ghxP//pgpC//mnmC//eutR//ybjX//fhlA//murD//atpF//ynfH//yfhM//yhdH//rutF//caiF//dcuB//ybjN//waaO//hscC//sspB//ygiN//maoP//rpnA//kgtP//mioC//oxc//yadC//ftsH//atpG//slmA//infC//rcsF//msbA//cysM//ompR//rcsF//yagU//dinI//frdA//ydiO//yddL//exuT//hiuH//yhfK//asnA//bioD//selB//galM//glmM//ugd//ansB//ybiA//cvrA//ttcA//srkA//
GO_0045893_8	fimE//ybdR//adiC//hha//flgF//yggT//paaZ//gatA//ybaE//rplX//bamC//motA//alr//degS//hofP//dgkA//insF-1//lit//yihW//yfiC//basR//ppk//iraP//ynbC//panB//gsiC//acpP//polB//fepC//kdpA//hofO//ndh//patZ//cecR//rcdA//rmuC//rpsB//kefG//gatZ//sgrT//puuA//yciE//pepB//rimL//rimP//argD//polA//yidR//hybC//ccmA//xthA//pdeF//rpmF//hyfC//hypF//phnO//zntA//yejF//lacI//yciE//arnE//envR//waaF//rapA//fiu//sufB//lapB//rfbX//hypA//rfaD//tyrA//csdA//
GO_0045900_9	thiG//nuoB//ybdN//glnK//
GO_0045903_5	slyD//ldrA//folE//
GO_0045912_6	glpA//hybO//
GO_0045913_6	yehD//idnK//
GO_0045922_7	pykF//
GO_0045923_7	corA//
GO_0045926_5	yobF//nadA//dnaQ//cysK//yagJ//glsA2//rpmA//
GO_0045927_5	yadC//
GO_0045930_7	arfA//
GO_0045934_7	phoP//rsmI//hybC//potE//csgB//tsaD//hofN//umpH//murR//yadM//pinQ//mdfA//rplM//yhdZ//evgA//fabI//alsC//rlmJ//dmsC//pdxH//murD//argD//narK//rnc//hisC//ybaE//tyrA//ada//rlmC//rpoS//ydeE//fruA//ygdG//pgm//yahI//yjeH//araF//ubiG//ydaV//cmoA//tcyL//secF//pgrR//atoB//ubiX//alsK//entF//csgA//rplQ//ykfM//rpsA//yjbG//oppC//hda//yieK//livM//cho//essD//mtr//mtlD//ilvD//yahB//narY//hcaC//selD//dtpA//moaB//udk//ruvB//pgaB//tsaC//eutB//dgcQ//cdaR//feoA//tusA//flgM//ligA//purN//lsrC//hybA//fbp//ldrD//bdcA//frvR//glnE//smpB//nepI//nsrR//purF//mntR//fetA//ptsP//ascF//zraR//yifB//cyaA//ygeR//lysP//ybhP//talB//nikD//cspE//curA//
GO_0045935_7	queC//yhhZ//dxs//yciA//trpD//lptC//fliL//mzrA//efeO//bioD//rpsH//csgB//dsbB//dinG//rnlB//crr//hofN//menC//napC//hisI//entH//csdE//rarD//elfD//mdtB//ampG//cho//gltI//rutG//lpxC//garK//hldE//gadA//oppF//treB//rplW//hyaA//casA//fliZ//ymgA//xylR//sspB//insI1//dgcN//bisC//rpsI//aspA//frc//acpP//gntK//fadI//rpoH//ilvI//nadC//acrF//cusR//nadB//cspE//rhaS//eptC//hypD//yjaA//narP//blr//yphF//sgcR//oppF//yidE//crp//arnT//cpxA//yagI//puuA//yiiD//pepT//ilvA//accC//
GO_0045936_8	queE//yaaU//
GO_0045937_8	frdD//yhbY//
GO_0045947_9	lysA//yjiR//ymdB//rnlA//crr//rsmF//xisE//
GO_0045974_8	ariR//
GO_0045975_9	pgpC//
GO_0045980_7	sstT//
GO_0045990_6	sdaA//hflK//
GO_0046031_8	nrfC//atpF//yihW//rhaS//ghrB//yihP//frlA//mgrB//yfgI//entH//ygfZ//sufA//phnL//emrY//hypB//atpE//phnM//ung//sthA//rpoA//uspF//waaQ//
GO_0046033_5	dhaK//
GO_0046034_5	yddG//sxy//ilvL//uspF//gspI//ycfH//yccX//dsdX//rcsD//napC//ghxQ//yigL//motA//ygeA//rlmD//nikR//gatY//yagE//sbcC//afuC//phnP//insK//yihL//hybF//ppx//
GO_0046035_8	yfbV//barA//
GO_0046036_8	suhB//
GO_0046037_8	polB//pyrC//aaeA//ftsH//
GO_0046039_8	aaeB//thrA//pyrB//gcvR//
GO_0046040_8	cysI//pabC//yhbQ//soxR//manY//
GO_0046046_8	talB//
GO_0046047_8	nirC//
GO_0046048_8	narL//
GO_0046049_8	yqhD//serA//clpX//paaE//obgE//ybiT//
GO_0046050_8	sapB//nsrR//frlR//ytfQ//symE//
GO_0046051_8	hybE//
GO_0046052_8	ldtB//
GO_0046058_8	zinT//
GO_0046060_8	blc//
GO_0046061_8	rnc//
GO_0046070_8	yadK//tktB//
GO_0046072_8	poxB//
GO_0046073_8	yhhT//
GO_0046075_8	dcm//smpB//
GO_0046076_8	chbC//
GO_0046077_8	slmA//
GO_0046078_8	gpmA//mutS//
GO_0046080_8	seqA//cysN//
GO_0046081_8	treR//ccmA//
GO_0046083_7	pdeL//diaA//rpsP//envR//
GO_0046084_6	rcsA//rclB//
GO_0046085_5	yehZ//sapD//
GO_0046086_6	ugpE//
GO_0046087_8	yegT//
GO_0046092_8	rmuC//
GO_0046094_8	yihI//
GO_0046098_7	ubiJ//ybaO//
GO_0046099_6	rpnD//
GO_0046100_7	yheT//moaD//pyrG//speE//fabR//
GO_0046101_6	lplA//mdtL//rne//
GO_0046102_8	ygfA//hypE//
GO_0046103_9	waaB//
GO_0046104_8	hcaC//
GO_0046108_8	paaE//
GO_0046112_6	tdcE//sfsB//eco//holD//rpsH//ybaQ//sgbU//ygcW//rhtA//rnt//cysS//mscL//lpxD//
GO_0046113_6	torY//ndk//hpf//feaR//mrdB//mltB//dxr//ymgF//ompR//mraY//pheA//mhpC//baeS//gntP//waaL//apaH//ydaN//
GO_0046115_10	rapZ//
GO_0046116_7	ugd//lptF//fkpA//ydcR//wzzB//ugpA//alsE//
GO_0046120_7	skp//
GO_0046121_7	yqiH//nrdD//
GO_0046122_7	pabC//
GO_0046124_8	insH-5//
GO_0046125_7	prs//gcvA//yddG//
GO_0046126_8	hsdM//
GO_0046127_8	nuoF//
GO_0046128_7	yeeO//gabT//glgS//hrsA//entC//helD//nanA//gppA//fimA//bluF//nac//dnaQ//fadL//tdk//
GO_0046129_8	prs//rpoH//phoR//hxpA//bioF//dhaR//
GO_0046130_8	pstB//xisE//
GO_0046131_7	rpmF//mreB//intE//hcp//trmA//elfA//polA//rluF//ybfA//ydiF//roxA//gspE//thiQ//
GO_0046132_8	trpE//glsA2//yccX//pgaA//
GO_0046133_8	yfaX//insA-2//pspA//cysS//ydjJ//ftsW//livF//garK//spoT//
GO_0046134_7	frvA//rplA//hslU//yqiJ//wza//phnO//
GO_0046135_7	nrfD//yfiE//skp//tsaD//puuD//smrA//mgtA//ftsB//ilvI//
GO_0046144_8	yraJ//uspB//mqsR//zntA//tatC//ydiV//
GO_0046145_9	yjjI//umpH//rlmF//sbp//
GO_0046146_5	nadK//yccS//
GO_0046148_4	prc//yhhZ//flgG//eutD//ftsE//tatD//yiiE//tamA//rplN//hcaR//groS//cfa//rlpA//nanT//
GO_0046156_5	intZ//
GO_0046164_5	rplM//btuF//puuR//cheA//ybiA//argE//marR//kup//ubiD//malP//yphD//wza//yihX//rimK//miaA//emrK//ttdB//ygbL//nrfC//mhpR//cspD//aldA//
GO_0046165_5	ypdF//betI//rffH//ybaE//ftsL//galF//rpsS//
GO_0046166_6	mhpA//
GO_0046168_6	idnT//cbtA//mltG//metR//
GO_0046173_6	recD//cutA//
GO_0046174_6	groL//tdh//pheS//sixA//pckA//eutK//hcaF//hofN//livJ//folP//pgsA//gcd//yidH//
GO_0046176_6	uvrB//fecC//folP//hemF//ftsK//holD//yadV//xerD//tmcA//fic//kup//mdtO//nrdA//glmS//nanE//lapA//
GO_0046177_7	folP//yneE//cmk//yhdH//
GO_0046181_7	aroE//
GO_0046183_7	torZ//aroC//metG//
GO_0046184_5	hslU//ydhQ//hybA//pdxA//rsmJ//rplX//sbp//cheZ//ddpA//
GO_0046185_5	dkgA//creC//ugpA//yfaU//selU//yghO//adeQ//leuD//pta//rutA//decR//syd//shoB//pdeH//proX//rplA//shoB//yhaJ//pdeK//yciV//guaD//rlmE//casA//cynT//brnQ//ybdR//murP//rhsD//bepA//ydcO//yfaU//frdC//yfaL//glcB//insB-2//
GO_0046187_6	elfA//
GO_0046189_6	aroK//mrp//prfC//recT//ascB//glcB//xanP//idi//mdtL//
GO_0046196_5	sdhE//
GO_0046209_5	livH//livG//nikB//crr//
GO_0046210_6	yqiJ//yegD//phoR//hiuH//
GO_0046214_6	adhE//
GO_0046215_5	lysC//
GO_0046218_7	cheA//
GO_0046219_7	purB//potB//katG//atpC//yafS//rzoD//yafC//fdnH//ycbX//
GO_0046256_7	hldE//rnb//
GO_0046260_6	sfsA//perR//
GO_0046263_5	hybD//hybF//
GO_0046271_5	hybA//
GO_0046278_5	nlpI//
GO_0046279_6	moaA//
GO_0046292_4	ycaO//mepS//adhE//
GO_0046294_5	yraI//osmF//
GO_0046296_6	citE//rbn//rimO//envZ//edd//
GO_0046306_6	rsmF//hdfR//
GO_0046323_10	cmk//cas3//fdhF//kdgK//kduI//gpp//
GO_0046324_8	malF//
GO_0046325_8	raiA//
GO_0046336_6	araB//
GO_0046337_7	waaB//
GO_0046341_7	clsC//fhuD//
GO_0046342_8	dauA//
GO_0046346_7	ygiB//
GO_0046348_6	ygeA//mdtK//dauA//fliA//mazG//envZ//lolC//tsr//mltA//ssb//rarA//
GO_0046349_6	waaJ//hrpA//feoB//eamB//aroD//uspB//acpH//
GO_0046351_6	paaX//adeP//ypdF//
GO_0046352_6	cptB//lptE//uhpA//yehA//narW//gltB//glpT//chpS//
GO_0046364_5	rsmH//gsiA//mrcA//gadX//livK//psd//crr//cytR//lptE//lldR//acnB//hypF//paaF//yggD//
GO_0046365_5	luxS//treB//glnL//kdsC//aspC//argI//nadE//tsaB//yieK//ridA//torI//eutD//fdhF//gapA//frwD//ebgA//ytfR//rstB//ttdB//uxuR//dtpC//hrsA//artJ//diaA//hyfA//yadN//fadK//pyrL//yqhC//adk//yfeX//yeeY//glnS//tsr//dacD//nagE//murD//trg//dppF//kdsA//glsB//gadE//rffG//potF//bcr//pgaB//selD//sdhC//ppx//gatA//ycjR//frvR//
GO_0046367_7	mrdA//xapB//creC//
GO_0046368_5	yhbQ//
GO_0046372_7	mdtQ//ynbC//xapA//
GO_0046373_7	arsR//lsrD//rpnB//
GO_0046377_5	codB//gltD//lpxB//mdoG//ogrK//yicJ//livG//dgcN//rsmA//psuG//iaaA//
GO_0046378_5	secG//amiB//flhA//chbG//cysU//frc//rplN//puuD//ydjL//
GO_0046379_6	rluE//ccmC//mgsA//zinT//waaG//lsrG//basS//dcuS//pdxA//
GO_0046383_6	hisA//
GO_0046385_6	rhtB//yagE//uvrD//zur//alkA//
GO_0046386_6	hslU//livJ//bamB//
GO_0046390_6	rnhA//ybjI//arcB//rhsD//aroL//nrfF//yebQ//puuC//nusG//alsK//ettA//nimT//amiC//hycA//cmtB//frdC//uidA//menC//fdrA//rzoD//yeeO//ggt//acpP//rpoE//ribA//basR//yagF//torC//cadC//fixC//eptC//narL//dacD//ygjH//ttdT//mhpC//rsmE//gatY//gutM//galS//napD//mukB//rclB//mltB//bioB//rhaB//
GO_0046391_6	alsC//yqeA//
GO_0046392_7	yidQ//cyoC//cydA//yohC//
