# From /Users/Daniela/Documents/CCG/datasets/GOs/scripts/get_uniq_lowest_levels_v2.pl on Tue Oct  2 15:34:09 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/v2/all_go_levels_extended.txt
GO ID	GO level	Total Genes	Genes in GO	GO name
GO:0003333	7	49	adiC,alaE,argO,artJ,artM,artP,artQ,brnQ,cadB,cydC,cydD,dauA,dctA,eamA,eamB,frlA,gadC,glnP,gltI,gltK,gltP,gltS,hisP,hisQ,leuE,livF,livG,livH,livK,livM,lysO,mtr,potE,proV,putP,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,yahN,ygaH,ygaZ,yhdZ,yhjV,yijE,yjeH,yqeG,	amino acid transmembrane transport
GO:0035524	8	1	putP,	proline transmembrane transport
GO:1903714	8	5	livF,livG,livH,livM,yjeH,	isoleucine transmembrane transport
GO:0032973	7	5	alaE,cydC,cydD,eamA,eamB,	amino acid export across plasma membrane
GO:0015804	7	33	alaE,brnQ,cycA,cydC,cydD,dsdX,eamA,eamB,glnH,glnP,glnQ,leuE,livF,livG,livH,livJ,livK,livM,proP,putP,rhtA,rhtB,rhtC,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,yecS,ygaH,ygaZ,yjeH,	neutral amino acid transport
GO:0032329	7	4	cycA,dsdX,sstT,tdcC,	serine transport
GO:0042942	6	2	cycA,dsdX,	D-serine transport
GO:0015826	7	3	rhtA,sstT,tdcC,	threonine transport
GO:0001762	6	1	cycA,	beta-alanine transport
GO:0015824	7	2	proP,putP,	proline transport
GO:0006868	7	3	glnH,glnP,glnQ,	glutamine transport
GO:0032328	7	2	alaE,cycA,	alanine transport
GO:0042941	8	1	cycA,	D-alanine transport
GO:0015829	7	9	brnQ,livF,livG,livH,livJ,livM,ygaH,ygaZ,yjeH,	valine transport
GO:0015818	7	7	brnQ,livF,livG,livH,livJ,livM,yjeH,	isoleucine transport
GO:0015820	7	9	brnQ,leuE,livF,livG,livH,livJ,livK,livM,yjeH,	leucine transport
GO:0042940	7	5	cycA,dsdX,metI,metN,metQ,	D-amino acid transport
GO:0015803	7	11	brnQ,leuE,livF,livG,livH,livJ,livK,livM,ygaH,ygaZ,yjeH,	branched-chain amino acid transport
GO:0015800	7	4	dauA,gltI,gltP,gltS,	acidic amino acid transport
GO:1905039	7	69	actP,adiC,alaE,argO,artJ,artM,artP,artQ,brnQ,cadB,cydC,cydD,dauA,dctA,dsdX,eamA,eamB,exuT,frlA,gadC,glcA,glnP,gltI,gltK,gltP,gltS,gntP,gntT,gntU,hisP,hisQ,idnT,kdgT,leuE,lgoT,livF,livG,livH,livK,livM,lldP,lysO,mtr,nanC,nanT,panF,potE,proV,putP,satP,shiA,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,ulaA,ulaB,ulaC,yahN,ygaH,ygaZ,yhdZ,yhjV,yijE,yjeH,yjhB,yqeG,	carboxylic acid transmembrane transport
GO:1903825	6	70	actP,adiC,alaE,argO,artJ,artM,artP,artQ,brnQ,cadB,cydC,cydD,dauA,dctA,dsdX,eamA,eamB,exuT,frlA,gadC,glcA,glnP,gltI,gltK,gltP,gltS,gntP,gntT,gntU,hisP,hisQ,idnT,kdgT,leuE,lgoT,livF,livG,livH,livK,livM,lldP,lysO,mtr,nanC,nanT,panF,potE,proV,putP,satP,shiA,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,uacT,ulaA,ulaB,ulaC,yahN,ygaH,ygaZ,yhdZ,yhjV,yijE,yjeH,yjhB,yqeG,	organic acid transmembrane transport
GO:0015748	6	15	glpT,lplT,mlaB,mlaC,mlaD,mlaE,mlaF,ompC,phnC,ugpA,ugpB,ugpC,ugpE,uhpT,yeeO,	organophosphate ester transport
GO:0001407	7	4	ugpA,ugpB,ugpC,ugpE,	glycerophosphodiester transmembrane transport
GO:0015711	6	144	aaeA,aaeB,abgT,acrA,actP,adiC,alaE,argO,argT,aroP,artJ,artM,artP,artQ,bioP,brnQ,cadB,cycA,cydC,cydD,dauA,dctA,dcuA,dcuB,dcuC,dcuD,dsdX,eamA,eamB,entS,exbB,exuT,fadL,fepA,fepB,fepC,fepD,fepE,fepG,fhuB,fhuC,fhuD,focA,focB,frlA,gadC,glcA,glnH,glnP,glnQ,glpT,gltI,gltK,gltP,gltS,gntP,gntT,gntU,gsiA,gsiB,gsiC,gsiD,hisM,hisP,hisQ,idnT,kdgT,leuE,lgoT,livF,livG,livH,livJ,livK,livM,lldP,lplT,lysO,lysP,mdtE,mdtN,metI,metN,metQ,mhpT,mlaB,mlaC,mlaD,mlaE,mlaF,mngA,mtr,nanC,nanT,nlpA,ompC,panF,pheP,potE,proP,proV,putP,rhtA,rhtB,rhtC,satP,shiA,sstT,tauA,tauB,tauC,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,tolC,uacT,ugpA,ugpB,ugpC,ugpE,ulaA,ulaB,ulaC,yahN,ydcO,yddG,ydhJ,yecS,yeeO,yfdC,ygaH,ygaZ,yhaO,yhdW,yhdX,yhdZ,yhjV,yijE,yjeH,yjhB,yqeG,	organic anion transport
GO:0015747	6	1	uacT,	urate transport
GO:0019755	6	1	amtB,	one-carbon compound transport
GO:0072530	6	4	ghxP,ghxQ,nepI,nupG,	purine-containing compound transmembrane transport
GO:0015833	6	78	abgT,aroP,bcr,cirA,csgE,csgG,cydC,cydD,ddpA,dppA,dppB,dppC,dppD,dppF,dtpA,dtpB,dtpC,dtpD,exbB,fepA,ffh,fiu,ftsY,gsiA,gsiB,gsiC,gsiD,gspE,gspF,gspI,gspJ,hofC,lolA,lolC,lolE,mdtK,motA,mppA,nikA,ompF,oppA,oppB,oppC,oppD,oppF,ppiD,sapA,sbmA,secA,secB,secD,secE,secF,secG,secY,sgrR,surA,tamA,tamB,tatA,tatB,tatC,tatE,tolA,tolB,tolQ,tolR,tonB,ybaE,ydeE,yeeO,yejA,yejB,yejE,yejF,ygiS,yidD,yojI,	peptide transport
GO:0043213	7	8	cirA,fepA,ompF,tolA,tolB,tolQ,tolR,tonB,	bacteriocin transport
GO:0042914	8	2	fepA,tonB,	colicin transport
GO:0042884	7	7	fiu,sbmA,yejA,yejB,yejE,yejF,yojI,	microcin transport
GO:0042885	8	1	sbmA,	microcin B17 transport
GO:0006857	7	27	abgT,bcr,cydC,cydD,dppA,dppB,dppC,dppD,dppF,dtpA,dtpB,dtpC,dtpD,gsiA,gsiB,gsiC,gsiD,mdtK,mppA,oppA,oppB,ydeE,yeeO,yejA,yejB,yejE,yejF,	oligopeptide transport
GO:0042939	8	10	cydC,cydD,dtpA,dtpB,dtpC,gsiA,gsiB,gsiC,gsiD,mppA,	tripeptide transport
GO:0035443	7	8	cydC,cydD,dtpA,dtpB,dtpC,gsiA,gsiC,gsiD,	tripeptide transmembrane transport
GO:0035672	6	20	bcr,cydC,cydD,dppB,dppC,dppD,dppF,dtpA,dtpB,dtpC,gsiA,gsiC,gsiD,mdtK,oppB,ydeE,yeeO,yejB,yejE,yejF,	oligopeptide transmembrane transport
GO:0035442	7	11	bcr,dppB,dppC,dppD,dppF,dtpA,dtpB,dtpC,mdtK,ydeE,yeeO,	dipeptide transmembrane transport
GO:0042938	8	15	abgT,bcr,dppA,dppB,dppC,dppD,dppF,dtpA,dtpB,dtpC,dtpD,gsiB,mdtK,ydeE,yeeO,	dipeptide transport
GO:0015834	7	5	mppA,oppB,oppC,oppD,oppF,	peptidoglycan-associated peptide transport
GO:0098657	5	20	artJ,artM,artP,artQ,feoA,ghxP,ghxQ,hisP,hisQ,livF,livG,livH,livM,manX,manY,manZ,ptsG,sxy,ydcS,yjcE,	import into cell
GO:0098739	6	18	artJ,artM,artP,artQ,feoA,ghxP,ghxQ,hisP,hisQ,livF,livG,livH,livM,manX,manY,manZ,ptsG,yjcE,	import across plasma membrane
GO:0099587	7	2	feoA,yjcE,	inorganic ion import across plasma membrane
GO:0098659	8	2	feoA,yjcE,	inorganic cation import across plasma membrane
GO:0098719	9	1	yjcE,	sodium ion import across plasma membrane
GO:0098711	9	1	feoA,	iron ion import across plasma membrane
GO:0098707	10	1	feoA,	ferrous iron import across plasma membrane
GO:0055085	5	432	aaeA,aaeB,acrA,acrB,acrD,acrE,actP,adeP,adiC,afuC,agaB,agaC,agaD,agaS,agaV,agaW,alaE,alsA,alsB,alsC,amtB,aqpZ,araE,araF,araG,araH,argO,arnE,arnF,aroP,artJ,artM,artP,artQ,ascF,atpA,atpB,atpC,atpE,bcr,bglF,bglH,brnQ,btuB,btuC,btuD,cadB,caiT,ccmA,chaA,chbA,chbB,chbC,chiP,cirA,citT,clcA,clcB,cmtA,codB,copA,corA,crcB,csgE,csgG,cusA,cusB,cusC,cvrA,cydC,cydD,cynX,cyoA,cyoB,cyoC,cyoD,cysA,cysP,cysU,cysW,cysZ,dauA,dctA,dgoT,dppA,dppB,dppC,dppD,dppF,dsbD,dsdX,dtpA,dtpB,dtpC,eamA,eamB,elfC,emrB,emrD,emrE,emrY,exbB,exuT,fadL,feoA,feoB,fepA,fetB,fieF,fimD,frlA,fruA,fruB,frvA,frvB,frwB,frwC,frwD,fryA,fryB,fryC,fucP,gadC,galP,garP,gatA,gatB,gatC,gatZ,gfcE,ghxP,ghxQ,glcA,glnP,glpT,gltI,gltK,gltP,gltS,glvB,glvC,gntP,gntT,gntU,gsiA,gsiB,gsiC,gsiD,gspE,gspF,gspI,gspJ,gudP,hcaT,hisP,hisQ,hofC,hsrA,idnT,kbaZ,kch,kdgT,kdpA,kdpB,kdpC,kdpF,kefB,kefC,kgtP,lacY,lamB,leuE,lgoT,livF,livG,livH,livK,livM,lldP,lptF,lsrA,lsrB,lsrC,lsrD,lysO,macB,malK,malX,manX,manY,manZ,mdfA,mdlA,mdlB,mdtA,mdtB,mdtC,mdtD,mdtE,mdtF,mdtG,mdtI,mdtJ,mdtK,mdtL,mdtM,mdtN,mdtO,mdtP,melB,metN,mglA,mglB,mglC,mgtA,mngA,mntH,mntP,mppA,mscL,mscS,mtlA,mtr,murP,nagE,nanC,nanT,nepI,nhaA,nhaB,nikA,nikB,nikC,nikD,nikE,nimT,nmpC,nuoB,nuoL,nuoM,nuoN,nupC,nupG,nupX,ompA,ompC,ompF,ompG,ompL,ompN,ompW,oppA,oppB,panF,pgaA,phoE,pitA,pitB,potA,potB,potC,potD,potE,potG,proV,pstA,pstB,pstC,pstS,psuT,ptsG,ptsN,putP,ravA,rbsA,rbsB,rbsC,rcnA,rhaT,rutG,sapA,sapD,satP,sbmA,sbp,secA,secB,secD,secE,secF,secG,secY,setA,setB,setC,sfmD,sgcB,sgcC,shiA,srlB,srlE,sstT,sthA,sugE,tatA,tatB,tatC,tatE,tbpA,tcyJ,tcyL,tcyN,tcyP,tdcC,tehA,thiP,thiQ,tisB,tnaB,tolC,tonB,tqsA,treB,trkA,trkG,trkH,tsgA,tsx,ttdT,uacT,ugpA,ugpB,ugpC,ugpE,uhpC,uhpT,uidC,ulaA,ulaB,ulaC,uraA,wza,xapB,xylE,xylF,xylG,xylH,yaaJ,yagG,yahN,yajR,ybaL,ybbW,ybdG,ybgQ,ybhF,ybhI,ybhR,ybhS,ybiO,ybjL,yccS,ycjP,ydaN,ydcO,ydcT,yddA,yddL,ydeE,ydeT,ydhC,ydhJ,ydhK,ydiK,ydjE,ydjK,yebQ,yedA,yeeA,yeeO,yegT,yehB,yejA,yejB,yejE,yejF,yfaV,yfbS,yfeO,yfgO,ygaH,ygaZ,ygbN,yghB,ygiS,yhcD,yhdZ,yhfK,yhhT,yhjV,yhjX,yiaM,yiaN,yiaO,yicJ,yidE,yihO,yihP,yijE,yjbB,yjcE,yjeH,yjfF,yjhB,ymjB,ynaI,yojI,yphD,yphF,yqeG,yqiG,yqjA,yraJ,yrbG,ytfQ,ytfR,ytfT,zitB,zntA,znuB,znuC,zupT,	transmembrane transport
GO:0034220	6	175	actP,adiC,alaE,amtB,argO,artJ,artM,artP,artQ,atpA,atpB,atpC,atpE,brnQ,cadB,caiT,chaA,clcA,clcB,copA,corA,crcB,cusA,cusB,cusC,cvrA,cydC,cydD,cyoA,cyoB,cyoC,cyoD,cysA,cysP,cysU,cysW,cysZ,dauA,dctA,dsdX,dtpA,dtpB,dtpC,eamA,eamB,exuT,feoA,feoB,fetB,fieF,frlA,gadC,glcA,glnP,glpT,gltI,gltK,gltP,gltS,gntP,gntT,gntU,gsiA,gsiC,gsiD,hisP,hisQ,idnT,kch,kdgT,kdpA,kdpB,kdpC,kdpF,kefB,kefC,kgtP,leuE,lgoT,livF,livG,livH,livK,livM,lldP,lysO,mdfA,mdtI,mdtJ,mdtM,melB,mgtA,mntH,mntP,mscL,mscS,mtr,nanC,nanT,nhaA,nhaB,nikB,nikC,nikD,nikE,nuoB,nuoL,nuoM,nuoN,ompA,ompF,ompL,panF,pitA,pitB,potA,potB,potC,potE,proV,pstA,pstB,pstC,pstS,putP,rcnA,sapD,satP,sbp,shiA,sthA,tcyJ,tcyL,tcyN,tcyP,tdcC,tehA,tisB,tnaB,trkA,trkG,trkH,ugpA,ugpB,ugpC,ugpE,uhpT,ulaA,ulaB,ulaC,yahN,ybaL,ybdG,ybjL,ydaN,yeeO,yfbS,yfeO,ygaH,ygaZ,yhdZ,yhjV,yidE,yihO,yijE,yjbB,yjcE,yjeH,yjhB,yqeG,yrbG,zitB,zntA,znuC,zupT,	ion transmembrane transport
GO:0098655	7	106	adiC,amtB,argO,artJ,artM,artP,artQ,atpA,atpB,atpC,atpE,brnQ,cadB,caiT,chaA,clcA,copA,corA,cusA,cusB,cusC,cvrA,cydC,cydD,cyoA,cyoB,cyoC,cyoD,cysZ,dctA,dtpA,dtpB,dtpC,eamA,eamB,feoA,feoB,fieF,gntU,hisP,hisQ,kch,kdpA,kdpB,kdpC,kdpF,kefB,kefC,kgtP,leuE,livF,livG,livH,livK,livM,lysO,mdfA,mdtI,mdtJ,mdtM,melB,mgtA,mntH,mntP,nhaA,nhaB,nikB,nikC,nikD,nikE,nuoB,nuoL,nuoM,nuoN,pitA,potA,potB,potC,potE,putP,rcnA,sapD,sthA,tcyJ,tcyL,tcyN,tcyP,tehA,trkA,trkG,trkH,ybaL,ybjL,ydaN,yfbS,ygaH,ygaZ,yidE,yihO,yjcE,yjeH,yrbG,zitB,zntA,znuC,zupT,	cation transmembrane transport
GO:0072488	7	7	amtB,caiT,mdtI,mdtJ,potA,potB,potC,	ammonium transmembrane transport
GO:0098662	8	61	atpA,atpB,atpC,atpE,chaA,clcA,copA,corA,cusA,cusB,cusC,cvrA,cyoA,cyoB,cyoC,cyoD,cysZ,dctA,dtpA,dtpB,dtpC,feoA,feoB,fieF,kch,kdpA,kdpB,kdpC,kdpF,kefB,kefC,mdfA,mdtM,melB,mgtA,mntH,mntP,nhaB,nikB,nikC,nikD,nikE,nuoB,nuoL,nuoM,nuoN,pitA,rcnA,sapD,sthA,trkA,trkG,trkH,ybaL,ydaN,yjcE,yrbG,zitB,zntA,znuC,zupT,	inorganic cation transmembrane transport
GO:0070588	9	1	yrbG,	calcium ion transmembrane transport
GO:0035444	9	7	corA,nikB,nikC,nikD,nikE,rcnA,zntA,	nickel cation transmembrane transport
GO:0071421	9	3	mntH,mntP,zupT,	manganese ion transmembrane transport
GO:0034755	9	4	feoA,feoB,fieF,zupT,	iron ion transmembrane transport
GO:1903874	10	4	feoA,feoB,fieF,zupT,	ferrous iron transmembrane transport
GO:0035725	9	7	chaA,mdfA,mdtM,melB,nhaB,yjcE,yrbG,	sodium ion transmembrane transport
GO:1903830	9	2	corA,mgtA,	magnesium ion transmembrane transport
GO:0035434	9	5	copA,cusA,cusB,cusC,zupT,	copper ion transmembrane transport
GO:0015679	10	2	cusA,cusB,	plasma membrane copper ion transport
GO:0060003	10	4	copA,cusA,cusB,cusC,	copper ion export
GO:1902600	8	25	atpA,atpB,atpC,atpE,clcA,cvrA,cyoA,cyoB,cyoC,cyoD,cysZ,dctA,dtpA,dtpB,dtpC,kefB,kefC,mntH,nuoB,nuoL,nuoM,nuoN,sthA,ybaL,yjcE,	proton transmembrane transport
GO:0015988	9	8	cyoA,cyoB,cyoC,cyoD,nuoB,nuoL,nuoM,nuoN,	energy coupled proton transmembrane transport, against electrochemical gradient
GO:0015990	10	8	cyoA,cyoB,cyoC,cyoD,nuoB,nuoL,nuoM,nuoN,	electron transport coupled proton transport
GO:0015985	9	4	atpA,atpB,atpC,atpE,	energy coupled proton transport, down electrochemical gradient
GO:0071577	9	7	fieF,pitA,ydaN,zitB,zntA,znuC,zupT,	zinc ion transmembrane transport
GO:0070574	9	4	fieF,mntH,zntA,zupT,	cadmium ion transmembrane transport
GO:0098660	7	77	atpA,atpB,atpC,atpE,chaA,clcA,clcB,copA,corA,crcB,cusA,cusB,cusC,cvrA,cyoA,cyoB,cyoC,cyoD,cysA,cysP,cysU,cysW,cysZ,dauA,dctA,dtpA,dtpB,dtpC,feoA,feoB,fieF,glpT,kch,kdpA,kdpB,kdpC,kdpF,kefB,kefC,mdfA,mdtM,melB,mgtA,mntH,mntP,nhaB,nikB,nikC,nikD,nikE,nuoB,nuoL,nuoM,nuoN,pitA,pitB,pstA,pstB,pstC,pstS,rcnA,sapD,sbp,sthA,trkA,trkG,trkH,uhpT,ybaL,ydaN,yjbB,yjcE,yrbG,zitB,zntA,znuC,zupT,	inorganic ion transmembrane transport
GO:0098661	8	19	clcA,clcB,crcB,cysA,cysP,cysU,cysW,cysZ,dauA,glpT,pitA,pitB,pstA,pstB,pstC,pstS,sbp,uhpT,yjbB,	inorganic anion transmembrane transport
GO:1903424	9	1	crcB,	fluoride transmembrane transport
GO:0035435	9	9	glpT,pitA,pitB,pstA,pstB,pstC,pstS,uhpT,yjbB,	phosphate ion transmembrane transport
GO:1902476	9	2	clcA,clcB,	chloride transmembrane transport
GO:0099131	7	1	copA,	ATP hydrolysis coupled ion transmembrane transport
GO:1902601	8	2	copA,cusA,	silver ion transmembrane transport
GO:0098656	7	97	actP,adiC,alaE,argO,artJ,artM,artP,artQ,brnQ,cadB,clcA,clcB,crcB,cydC,cydD,cysA,cysP,cysU,cysW,cysZ,dauA,dctA,dsdX,eamA,eamB,exuT,frlA,gadC,glcA,glnP,glpT,gltI,gltK,gltP,gltS,gntP,gntT,gntU,gsiA,gsiC,gsiD,hisP,hisQ,idnT,kdgT,leuE,lgoT,livF,livG,livH,livK,livM,lldP,lysO,mtr,nanC,nanT,ompL,panF,pitA,pitB,potE,proV,pstA,pstB,pstC,pstS,putP,satP,sbp,shiA,tcyJ,tcyL,tcyN,tcyP,tdcC,tisB,tnaB,ugpA,ugpB,ugpC,ugpE,uhpT,ulaA,ulaB,ulaC,yahN,yeeO,ygaH,ygaZ,yhdZ,yhjV,yijE,yjbB,yjeH,yjhB,yqeG,	anion transmembrane transport
GO:1901684	8	1	pitA,	arsenate ion transmembrane transport
GO:0090662	6	1	copA,	ATP hydrolysis coupled transmembrane transport
GO:0140115	6	5	alaE,cydC,cydD,eamA,eamB,	export across plasma membrane
GO:0006855	6	58	aaeA,acrA,acrB,acrD,acrE,actP,artJ,artM,artP,artQ,bcr,brnQ,cadB,caiT,dauA,dctA,emrD,gltI,gltP,gltS,hisP,hisQ,livF,livG,livH,livM,lysO,macB,mdfA,mdlA,mdlB,mdtA,mdtB,mdtC,mdtE,mdtF,mdtG,mdtL,mdtM,mdtN,mdtO,mdtP,ompF,potE,rutG,satP,tbpA,thiP,thiQ,uraA,ybhF,ybhR,ybhS,ydhC,ydhJ,ygaH,ygaZ,yjeH,	drug transmembrane transport
GO:0006811	5	287	aaeA,aaeB,abgT,acrA,actP,adiC,afuC,alaE,amtB,argO,argT,aroP,arsB,artJ,artM,artP,artQ,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,betT,bioP,brnQ,cadB,caiT,chaA,clcA,clcB,copA,corA,crcB,cusA,cusB,cusC,cvrA,cycA,cydC,cydD,cyoA,cyoB,cyoC,cyoD,cysA,cysP,cysU,cysW,cysZ,dauA,dctA,dcuA,dcuB,dcuC,dcuD,dgoT,dsdX,dtpA,dtpB,dtpC,eamA,eamB,emrE,entS,exbB,exuT,fadL,fecA,feoA,feoB,fepA,fepB,fepC,fepD,fepE,fepG,fetB,fhuB,fhuC,fhuD,fieF,focA,focB,frlA,gadC,garP,glcA,glnH,glnP,glnQ,glpT,gltI,gltK,gltL,gltP,gltS,gntP,gntT,gntU,gsiA,gsiB,gsiC,gsiD,gudP,hisM,hisP,hisQ,idnT,kch,kdgT,kdpA,kdpB,kdpC,kdpF,kefB,kefC,kgtP,kup,leuE,lgoT,livF,livG,livH,livJ,livK,livM,lldP,lplT,lysO,lysP,mdfA,mdtE,mdtI,mdtJ,mdtM,mdtN,melB,metI,metN,metQ,mgtA,mhpT,mlaB,mlaC,mlaD,mlaE,mlaF,mngA,mntH,mntP,modA,modB,modC,mscL,mscS,mtr,nanC,nanT,narK,narU,nhaA,nhaB,nikA,nikB,nikC,nikD,nikE,nirC,nlpA,nuoB,nuoL,nuoM,nuoN,ompA,ompC,ompF,ompL,osmF,panF,pheP,phnC,pitA,pitB,plaP,potA,potB,potC,potD,potE,potF,potG,potH,potI,proP,proV,proW,proX,pstA,pstB,pstC,pstS,putP,puuP,rcnA,rhtA,rhtB,rhtC,sapB,sapC,sapD,sapF,satP,sbp,shiA,sstT,sthA,tauA,tauB,tauC,tcyJ,tcyL,tcyN,tcyP,tdcC,tehA,tisB,tnaB,tolC,trkA,trkG,trkH,uacT,ugpA,ugpB,ugpC,ugpE,uhpT,ulaA,ulaB,ulaC,yahN,ybaL,ybdG,ybiO,ybjL,ydaN,ydcO,yddG,ydhJ,yebZ,yecS,yeeO,yehW,yehX,yehY,yehZ,yfbS,yfdC,yfeO,yfjV,ygaH,ygaZ,yhaO,yhdW,yhdX,yhdZ,yhjV,yidE,yihO,yijE,yjbB,yjcE,yjeH,yjhB,ynaI,yobA,yqeG,yrbG,zitB,zntA,znuA,znuB,znuC,zupT,	ion transport
GO:0006820	6	177	aaeA,aaeB,abgT,acrA,actP,adiC,alaE,argO,argT,aroP,arsB,artJ,artM,artP,artQ,bioP,brnQ,cadB,clcA,clcB,crcB,cycA,cydC,cydD,cysA,cysP,cysU,cysW,cysZ,dauA,dctA,dcuA,dcuB,dcuC,dcuD,dgoT,dsdX,eamA,eamB,entS,exbB,exuT,fadL,fepA,fepB,fepC,fepD,fepE,fepG,fhuB,fhuC,fhuD,focA,focB,frlA,gadC,garP,glcA,glnH,glnP,glnQ,glpT,gltI,gltK,gltL,gltP,gltS,gntP,gntT,gntU,gsiA,gsiB,gsiC,gsiD,gudP,hisM,hisP,hisQ,idnT,kdgT,leuE,lgoT,livF,livG,livH,livJ,livK,livM,lldP,lplT,lysO,lysP,mdtE,mdtN,metI,metN,metQ,mhpT,mlaB,mlaC,mlaD,mlaE,mlaF,mngA,modA,modB,modC,mtr,nanC,nanT,narK,narU,nirC,nlpA,ompC,ompL,panF,pheP,phnC,pitA,pitB,potE,proP,proV,pstA,pstB,pstC,pstS,putP,rhtA,rhtB,rhtC,satP,sbp,shiA,sstT,tauA,tauB,tauC,tcyJ,tcyL,tcyN,tcyP,tdcC,tisB,tnaB,tolC,uacT,ugpA,ugpB,ugpC,ugpE,uhpT,ulaA,ulaB,ulaC,yahN,ydcO,yddG,ydhJ,yecS,yeeO,yfdC,yfeO,yfjV,ygaH,ygaZ,yhaO,yhdW,yhdX,yhdZ,yhjV,yijE,yjbB,yjeH,yjhB,yqeG,	anion transport
GO:0015698	7	41	actP,arsB,artP,clcA,clcB,crcB,cysA,cysP,cysU,cysW,cysZ,dauA,focA,focB,glnQ,glpT,gltL,hisP,modA,modB,modC,narK,narU,nirC,phnC,pitA,pitB,pstA,pstB,pstC,pstS,sbp,tauB,tcyN,ugpC,uhpT,yfdC,yfeO,yfjV,yhdZ,yjbB,	inorganic anion transport
GO:0015699	8	1	arsB,	antimonite transport
GO:0015710	8	2	actP,pitA,	tellurite transport
GO:0015706	6	3	clcA,narK,narU,	nitrate transport
GO:0006821	8	3	clcA,clcB,yfeO,	chloride transport
GO:0099133	8	20	artP,cysA,cysP,cysU,cysW,glnQ,gltL,hisP,modA,modC,phnC,pstA,pstB,pstC,pstS,sbp,tauB,tcyN,ugpC,yhdZ,	ATP hydrolysis coupled anion transmembrane transport
GO:0015689	8	3	modA,modB,modC,	molybdate ion transport
GO:0006817	8	9	glpT,pitA,pitB,pstA,pstB,pstC,pstS,uhpT,yjbB,	phosphate ion transport
GO:0015700	8	2	arsB,yfjV,	arsenite transport
GO:0015707	6	6	focA,focB,narK,narU,nirC,yfdC,	nitrite transport
GO:0006812	6	171	actP,adiC,afuC,alaE,amtB,argO,argT,aroP,artJ,artM,artP,artQ,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,betT,brnQ,cadB,caiT,chaA,clcA,copA,corA,cusA,cusB,cusC,cvrA,cycA,cydC,cydD,cyoA,cyoB,cyoC,cyoD,cysZ,dctA,dsdX,dtpA,dtpB,dtpC,eamA,eamB,emrE,exbB,fecA,feoA,feoB,fepA,fepB,fepC,fepD,fepE,fepG,fhuB,fhuC,fhuD,fieF,glnH,glnP,glnQ,gntU,hisP,hisQ,kch,kdpA,kdpB,kdpC,kdpF,kefB,kefC,kgtP,kup,leuE,livF,livG,livH,livJ,livK,livM,lysO,lysP,mdfA,mdtI,mdtJ,mdtM,melB,metI,metN,metQ,mgtA,mntH,mntP,modC,mtr,nhaA,nhaB,nikA,nikB,nikC,nikD,nikE,nlpA,nuoB,nuoL,nuoM,nuoN,osmF,pheP,pitA,plaP,potA,potB,potC,potD,potE,potF,potG,potH,potI,proP,proV,proW,proX,putP,puuP,rcnA,rhtA,sapB,sapC,sapD,sapF,sstT,sthA,tcyJ,tcyL,tcyN,tcyP,tdcC,tehA,trkA,trkG,trkH,ybaL,ybjL,ydaN,yddG,yebZ,yehW,yehX,yehY,yehZ,yfbS,ygaH,ygaZ,yidE,yihO,yjcE,yjeH,yobA,yrbG,zitB,zntA,znuA,znuB,znuC,zupT,	cation transport
GO:0072511	7	17	corA,feoA,feoB,fieF,mgtA,mntH,nikD,nikE,pitA,ydaN,yrbG,zitB,zntA,znuA,znuB,znuC,zupT,	divalent inorganic cation transport
GO:0006824	8	4	corA,mntH,zntA,zupT,	cobalt ion transport
GO:0070838	8	15	corA,feoA,feoB,fieF,mgtA,mntH,pitA,ydaN,yrbG,zitB,zntA,znuA,znuB,znuC,zupT,	divalent metal ion transport
GO:0015693	9	2	corA,mgtA,	magnesium ion transport
GO:0015684	9	5	feoA,feoB,fieF,mntH,zupT,	ferrous iron transport
GO:0070627	10	1	feoA,	ferrous iron import
GO:0015691	9	4	fieF,mntH,zntA,zupT,	cadmium ion transport
GO:0006816	9	1	yrbG,	calcium ion transport
GO:0006829	9	9	fieF,pitA,ydaN,zitB,zntA,znuA,znuB,znuC,zupT,	zinc ion transport
GO:0015696	6	31	amtB,betT,cadB,caiT,emrE,mdtI,mdtJ,osmF,plaP,potA,potB,potC,potD,potE,potF,potG,potH,potI,proP,proV,proW,proX,puuP,sapB,sapC,sapD,sapF,yehW,yehX,yehY,yehZ,	ammonium transport
GO:0030001	7	62	actP,afuC,chaA,copA,corA,cusA,cusB,cusC,cvrA,exbB,fecA,feoA,feoB,fepA,fepB,fepC,fepD,fepE,fepG,fhuB,fhuC,fhuD,fieF,kch,kdpA,kdpB,kdpC,kdpF,kefB,kefC,kup,mdfA,mdtM,melB,mgtA,mntH,mntP,modC,nhaA,nhaB,nikA,nikB,nikC,nikD,nikE,pitA,rcnA,sapD,trkA,trkG,trkH,ydaN,yebZ,yjcE,yobA,yrbG,zitB,zntA,znuA,znuB,znuC,zupT,	metal ion transport
