# conformaciones_activas.txt
# generated: 2018-08-14 11:48:25
# RegulonDB: 10.0, release: 18/06/18
# Manual processing: Edited MalT effectors column to include ATP and maltotriose as one effector. Changed all lines without a regulated TU tu TF_inactive.txt. All lines in TF_inactive.txt that had a regulated TU were moved here.
# Transcription Factor name	 Final State	Effector Name	Effect	Transcription Unit name	Evidences	Evidence type
H-NS	H-NS		-	cadBA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	cadC	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	caiF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	caiTABCDE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	casABCDE12	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	chiA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	csgDEFG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	cspA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	cydAB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	cysPUWAM	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	degP	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	dps	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	evgAS	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	fimB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	fimE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	ftnA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	gadAX	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	gadEF-mdtEF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	gadW	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	gadX	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	gadXW	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	galE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	galET	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	galETK	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	galETKM	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	garPLRK-rnpB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	gspAB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	gspCDEFGHIJKLMO	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	hchA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	hdeAB-yhiD	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	hdeD	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	hdfR	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	hns	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	ilvIH	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	lacZYA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	leuO	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	lrp	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	mdtJI	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	micF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	nhaAR	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	nirBDC-cysG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	nrdAB-yfaE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	nrdDG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	osmC	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	proVWX	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	rcsA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	rcsDB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	rrsB-gltT-rrlB-rrfB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	rrsC-gltU-rrlC-rrfC	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	rrsG-gltW-rrlG-rrfG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	rrsH-ileV-alaV-rrlH-rrfH	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	slp-dctR	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	ssrS	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	ssrS-fau	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	stpA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	yciG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	yciGFE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	ydeO	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	ydeP	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	yhiM	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	yjjP	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	yjjQ-bglJ	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
HU	HU		+	micF	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[AIFS|W|Automated inference of function from sequence]	Strong
HU	HU		-	galE	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[AIFS|W|Automated inference of function from sequence]	Strong
HU	HU		-	galET	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[AIFS|W|Automated inference of function from sequence]	Strong
HU	HU		-	galETK	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[AIFS|W|Automated inference of function from sequence]	Strong
HU	HU		-	galETKM	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[AIFS|W|Automated inference of function from sequence]	Strong
HU	HU		-	mtr	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[AIFS|W|Automated inference of function from sequence]	Strong
HU	HU		-	seqA-pgm	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[AIFS|W|Automated inference of function from sequence]	Strong
HU	HU		-	tyrP	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[AIFS|W|Automated inference of function from sequence]	Strong
HcaR	HcaR		-	hcaR		
HcaR	HcaR-HCA	3-phenylpropanoate	+	hcaEFCBD	[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Weak
HdfR	HdfR		+	gltBDF	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[APPPINH|W|Assay of protein partially-purified from its native host]	Strong
HdfR	HdfR		-	flhDC	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[APPPINH|W|Assay of protein partially-purified from its native host]	Strong
HigA	HigA		-	higBA	[IGI|W|Inferred from genetic interaction],[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
