#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0972//b1692//xisR//b2897//
GO_0043097_6	b1859//b3318//b2435//b0596//
GO_0043099_7	b3590//
GO_0043100_6	b3666//
GO_0043101_5	b3288//b3930//b1976//b2168//
GO_0043102_5	b3035//b0074//b2077//b3266//
GO_0043103_7	b1602//
GO_0043111_7	b0367//
GO_0043137_6	b1128//b0584//
GO_0043150_8	b0303//
GO_0043157_6	b0022//
GO_0043164_6	b0233//b2843//b1955//b4005//b0058//b2971//b3300//b1512//
GO_0043165_6	b3942//b3733//b1072//b3503//b3577//b3521//rpnD//b2831//b0101//b2209//
GO_0043170_4	b3906//b0074//b0092//b3941//b2202//b2799//b3409//b1112//b2344//b4322//b2406//b2451//b4053//b3064//b1411//b1661//b0024//b0172//b3835//b0911//b3308//b1349//b4355//b1050//b1339//b0272//b2206//b0846//b3743//b4237//b4125//b1866//b0024//b3481//b0425//b0571//b3576//b3985//b2896//b1978//b1895//b1014//b0233//b2338//b1441//b0068//b4203//b3730//b1871//b3783//b1290//b1100//b1185//b3413//b4015//b1250//b1849//b0091//b4262//b3028//b1197//b4305//b2383//b2539//b1677//b0577//b3460//b4154//b0546//b2361//b4586//b1260//b0803//b1499//b2021//b2233//b4421//b3308//b1101//b2470//b3553//b2320//b1117//b0908//b2502//b0890//b0789//b2553//b3191//b3424//b0904//b2294//b2061//b0941//b0134//b3040//b1507//b1058//b2947//b2157//b3863//b0242//b0521//b1916//b4483//b3464//b2314//b1339//b2827//b0871//b0967//b1082//b0602//b0010//b3327//b4173//b3022//b0597//b2907//b0343//b4288//b0941//b2627//b4028//b2284//b1888//b3908//b2684//b0981//b3255//b1855//b2268//b0838//b2938//b1832//b2546//b3563//b2945//b1258//b3169//b4133//b0798//b0652//b3216//b3719//b2047//b1261//b2277//b0355//b2913//b2483//b1588//b3222//b1748//b0912//b0419//b3241//b2456//b3025//b0640//b2198//b2581//b3421//b3829//b1493//b0935//b2670//qorA//b1914//b2758//b1444//b3113//b4004//b3892//b2297//b3662//b2179//b4355//b1223//b3190//b2501//b0518//b3718//b3925//b3224//b1194//b0722//b3451//b0200//b0298//b1676//b2058//b3391//b2025//b2470//b1363//b2579//b0996//b2407//b2711//b0775//b0771//b2362//b0061//b1879//b0685//mtnN//b2437//b1601//b2358//b3393//b2381//b1817//b4242//b0430//b3198//b3985//b2109//b3183//b0437//b3753//b0960//b0086//b0870//b3364//b2905//b2416//b2837//b2921//b2130//b2870//b2923//b2423//b0036//b3895//b4269//b0087//b4268//b0264//b0232//b2458//b2907//b1623//b0823//b2559//b4557//b1534//b2358//b2818//b1798//b3965//b2260//b3266//b1260//b3010//b1110//b3187//b2392//b1370//b0925//b0803//b2113//b2705//b3877//b1086//b3020//b4241//b4116//b4201//b2559//b3645//b2333//b0398//b3870//b0734//b0441//b1830//b0378//b1328//b0256//b2690//b2492//b0069//b2740//b3458//b3164//b3993//b2523//b3826//b0550//b3296//b1285//b1235//b0957//b0770//b4106//b1606//b1266//b0644//b2431//b3236//b3075//b1615//b0185//b0452//b2159//b1985//b0019//b3046//b3365//b1307//b2038//b1678//b0797//b2168//b1445//b0633//b1008//b3620//b2458//b3243//b2163//hprS//b3737//b0169//b1349//b2740//b3754//b2095//b0960//b3041//b1274//b4318//b3072//b4169//b3806//b1870//b2053//b0854//b0875//b4474//b1618//b3711//b0637//b3997//b1663//b1712//b1379//b3022//b1262//b3728//b4323//glsA//b1822//b4173//b3551//b4070//b0393//b1688//b3688//b2032//b0918//b1202//b0878//b4557//b2529//b3429//b2263//b1066//b1978//b2905//b2020//b3403//b3188//b3083//b1166//b2678//b1525//b0465//b4224//b2010//b0081//b3200//b1780//b0479//b2548//b2845//b0174//b1511//b3179//b2822//b3070//b1216//b2175//b0023//b3905//b4265//b0693//b1791//b3730//b1272//b3668//b4041//b4389//b4391//b4058//b0478//b2752//b1360//b0911//b2735//b4115//b0594//b4190//b1723//b0782//b0398//b2297//b2620//b1375//b2014//b3304//b4117//b1209//b1990//b3857//b0063//b1008//b4005//b2525//b3844//b2673//b2483//b2696//b3813//b0262//b2078//b1854//b3501//b0661//b3503//b0062//b3749//b2892//b3450//b1890//b1399//b1663//b2990//b1728//b4322//b0983//b3786//b1917//b3391//b3671//b3585//b1481//b3291//b2430//b3581//b3626//b1812//hprS//b1749//b4222//b2811//b1638//b3230//b3895//b3269//b0767//b2465//b3931//b3919//b2990//b0208//b3847//b4116//b3279//b3648//b0927//b1116//b2507//b0138//b1424//b1677//b2811//b2082//b0863//b1848//b3091//b2165//b2496//b3480//b3846//b1220//b0870//b4301//b4381//b4011//b2610//b3770//b3191//b2406//b2206//b2620//b2103//b3735//b3155//b0472//b0386//b1715//b2746//b2922//b3019//b2896//b2330//b1472//b3415//b2997//b1815//b3401//b1761//b2704//b0215//b3616//b1745//b3639//b0932//b2095//b1113//b2194//b2198//b0377//b1127//qorA//b1104//b2664//b0618//b1521//b3539//b0995//b4300//b1174//b2794//b1183//b4147//b2745//b3972//b3071//b2756//b1623//b4618//b4309//b2154//b1324//b2413//b2688//b1061//b2407//b3298//b4082//b3910//b2497//b0030//b0349//b2219//b0417//b3742//b1135//b0270//b0421//b2240//b3060//b1619//b4565//b3708//b3037//b1041//b0594//b3624//b3816//b3806//b0708//b1090//b3208//b1534//b0036//b2361//b3064//b2745//b4335//b3450//b1801//b0459//b3624//b4557//b1264//b4464//b3463//b4371//b0879//b4120//b3250//b0366//b3162//b1294//b4403//b0921//b0092//b1745//b1237//b4510//b1175//b3834//b3520//b0399//b0896//b4074//b0576//b1391//b3542//b3019//b4187//b0480//b0110//b0838//b3747//b1391//b3702//b1738//b2791//b3187//b1174//b2822//b3132//b4306//b1076//b0693//b1703//b3076//b3281//b3994//b4139//b0844//gpr//b2514//b1261//b2429//b1745//b4032//b3226//b0999//b1905//b0245//b2478//b2183//b3326//b2037//b0245//b3351//b0315//b0783//b2806//b1824//b0996//b2664//b1812//b3740//b4224//b2245//b1766//b2497//b3407//b1075//b3929//b0597//b3641//b2751//b1588//b1073//b1013//b1258//b0768//b3565//b1324//b0087//b1060//b0531//b2470//b3986//b0263//b1466//b3303//b1258//b1062//b2537//b3496//b3880//b0969//b0836//b4306//b4004//b1944//b3345//b2981//b3405//b2496//b0328//b3082//b2128//b4386//b3700//b2183//b1520//b3125//b2342//b4014//glsB//b1512//b0766//b0214//b0472//b1363//b3191//b2784//b2835//b0908//b1024//b0911//b1740//b0240//b3415//b0284//b0409//b0443//b4224//b4354//b0764//b2092//b2136//b3691//b2424//b3553//b4141//b2349//b2133//b1655//b0300//b3734//b0314//b2052//b2027//b3700//b0059//b1166//b4137//b3526//b1594//b0718//b2930//b1818//b2689//b0487//b0879//b3226//b3912//b0853//b0602//b2531//b2105//b1800//b2865//b0047//b0584//b0652//b0176//b2528//b0575//b2010//b0102//b1756//b0605//b2904//b2267//b3486//b4040//b0260//b0597//b0930//b3603//b2387//b1167//b0411//b3028//b0815//b0900//b3996//b3967//b0294//b4246//b2920//b2839//b1041//b0320//b2750//b0829//b2480//b3019//b3869//b0424//b0627//b4131//b0025//b1048//b0731//b2528//b4337//b0260//b3231//b4352//b3706//b4197//b2580//b2673//b2512//b3023//
GO_0043171_5	b2812//b0953//b1992//b1075//b3182//xisR//b2905//b3465//b2074//
GO_0043173_5	b0614//b3750//srkA//b3271//b2527//b2038//b2010//b2920//
GO_0043174_5	b3227//b1476//b1520//b4154//b2026//b1871//
GO_0043200_5	b2442//b0533//b3583//b0106//b2285//b4177//b2724//b1918//
GO_0043201_6	b3255//
GO_0043207_4	b2971//b0969//b0793//b2992//b3546//b3766//b2540//b1513//b0764//b3114//b3943//b2888//b1785//b1534//
GO_0043213_7	b1864//b0399//b3291//b3396//b3520//b4019//b4143//b1655//
GO_0043242_7	b1324//b0419//b3525//
GO_0043243_7	b2926//
GO_0043244_6	b0483//b1136//b0088//b1113//b1468//b0803//b3928//b0417//b2923//b1612//b0517//b4299//b3188//b3034//b1611//b3081//b2708//b3900//b3203//b3516//
GO_0043254_5	b3327//b1245//b2981//b0214//b1564//b0586//b3320//b3585//b1101//b1212//b0404//b2474//b3063//b3408//b4480//b1622//b0346//b0008//b2742//b4084//b2730//b4586//b3927//b0466//b2514//
GO_0043255_6	b4319//b1887//b4130//
GO_0043269_6	b0171//b0933//b0025//b0847//b4041//b2134//b3824//
GO_0043270_6	b2501//b3390//
GO_0043271_6	b4415//
GO_0043335_3	b0158//b2318//b0679//b0168//
GO_0043392_6	b1262//
GO_0043393_5	b3565//
GO_0043412_5	b1163//b4460//b1741//b1008//b4550//b1521//b1386//b0064//b1024//bioD1//b2975//b2075//b2524//b1917//b3522//b4361//b3353//b0394//b3426//b2930//b3558//b0930//b4015//b3130//b2913//b1482//b1241//b1202//b1388//b3116//b2334//b4151//b0759//b2049//b3959//b0784//b2679//b3187//b0793//b3110//b1082//b1286//b1818//b0262//b3816//b1767//b4070//b1883//b0265//b1391//b3403//b2364//b0445//b2342//b0410//b3210//b4160//b4190//b1477//b3096//b2022//b0741//b2991//b1663//b2387//b1186//b3926//b1740//b2793//b0404//b3645//b2531//b0073//b0273//b2393//b1278//b1731//b3165//b1978//b1956//b0388//b1900//b2417//b0030//b2579//b4366//b1021//b4062//b1677//b2559//b1174//b2538//b2730//b3344//b1619//b1783//b4123//b1593//b1100//b0116//b0776//b2277//b2952//b0595//b4299//b4511//b1013//b3991//b0158//b2283//b4664//b3789//b1855//b3528//b0159//b2748//b0739//b0238//b2207//b3926//b2628//b3251//b3219//b3813//b0862//b3394//b3227//b3628//b0733//b1609//b0516//b0593//b0678//b3891//b1778//b2678//b3835//b0159//b3719//b2399//hprS//b1505//b2263//b4173//b2134//b3028//b3497//b3032//b4510//b1833//b1712//b2366//b3659//b3300//b0953//b0301//b3540//b2052//b0893//b2389//b2194//b3386//b2026//b0404//b1084//b3138//b0131//b2503//b3609//b1241//b0393//b3811//b2640//b3262//b0789//b1023//b2708//b2615//b3772//b2600//b3963//b1919//b3201//b4246//b3172//b3193//b0448//b4022//b1731//b3279//b4194//b2502//b1246//b3176//b0742//b4476//b2686//b1200//b4254//b4565//b3726//b3510//b4311//b2126//b2110//b4142//b2905//b2385//b1118//b4346//b4254//b0237//b2092//b1430//b3588//b0586//b3481//b4033//b1092//b3645//b0972//b0231//b2827//b1435//b2486//b2164//b0298//b2436//b0125//b3458//b0633//b4174//
GO_0043413_4	b2780//
GO_0043414_4	arcC//b3463//b3020//b3831//b0914//b1306//b2496//b4123//b2689//b0555//b4305//b0397//b2822//b0419//b1656//b1104//b3701//b2533//glsA1//b4249//b4085//b3060//b2796//b2528//b1939//b0556//b3512//b2765//b3395//b0853//b0339//b2425//b3804//b0053//b2184//b2993//b1370//b2867//b1896//b0420//b4015//b1621//hxpB//b0344//b4371//b2474//b1653//b4392//b0708//b0225//b2750//b3110//
GO_0043433_5	b2838//b1384//b0397//b0067//b2717//b1375//
GO_0043436_5	b3053//b2575//b1413//b3231//b3916//b3173//b1282//b0506//b0313//b1575//b0497//b2787//b1112//b1222//b2025//b4470//b3731//b0990//b1050//b4371//b3883//b1473//b1188//b1374//b3833//b1842//b3012//b2245//yjgX//b2292//b4059//b3141//b0143//b1737//b2378//b4054//b4501//b2907//b4350//b2349//b4322//b0903//b2616//b3742//b2767//b3707//b1807//b2678//b0284//b4026//b1103//b3502//b3480//b3743//b0343//b0860//b4320//b2630//b4365//b4004//b3375//b1250//b2170//b2104//b2576//b2407//b4240//b2938//b0776//b1377//b3392//b0433//b1878//b0381//b3477//b0186//b1775//b1194//b1329//b2836//b1204//b0048//b1265//b4520//b3152//b3170//b1635//b2136//b4131//b2777//b1232//b3113//b2235//b3403//b3528//b0975//b1945//b0574//b1901//b2074//b4064//b3636//b0160//b1394//b3470//b4309//b2333//b3684//b0539//b3785//b3831//b3206//b1621//b4419//b0903//b2724//b3389//b1652//b2302//b0574//b1610//b1468//b1707//b2393//b1092//b0141//b0141//b3230//b0796//b3608//b0584//b1103//b0134//b3431//b1715//b2506//b1913//b4020//b2963//b1499//b2079//b2524//b4557//b3426//b2062//b4090//b4532//b4079//b2074//b3661//b1450//b0619//b0228//b3301//b2393//b4101//b2023//b3993//b4401//b1319//b0115//b0398//b2906//b4031//b0968//b0067//b3480//b0009//b3359//b3415//b1340//b4346//b2673//b1516//b2422//b1204//b0450//b3392//b0928//b1009//b3304//b4169//b4238//b0894//b2916//b1432//b4062//b0010//b2421//b0414//b4174//b0973//b2874//b1438//b2979//b4026//b1905//b2245//b3237//b3973//b2333//b2709//b1856//b0353//b0822//b3919//b1411//b2800//b2615//b1319//b0060//b1319//b4032//b4309//b2236//b1202//b1139//b2010//b0620//b2718//b3961//b0301//b2741//b4082//b0764//b0305//b0346//b4288//b3834//b3363//b0086//b0410//b4174//b3105//b0635//b0528//b0804//b1224//b2041//b1220//b0067//b1015//b3641//b4077//b3252//b2563//b2990//b0968//b0241//b1252//b2369//b4376//b3546//b3129//b2819//b0435//b3407//b0160//b2738//b1981//b2528//rhmR//b3834//b1679//b1854//b0757//b2104//b2938//b4237//b3227//b1650//b3486//b2047//b0931//b0997//b2800//b0770//b0449//b3996//b1061//b0546//b0779//b1664//b0717//b2500//b2510//b1781//b1398//b0945//b3312//b0593//b2925//b3690//b3627//b3359//b0355//b1584//b3234//b1736//b0023//b1861//b0184//b0649//b1280//b2708//b1772//b0864//b3590//b3494//b0311//b0052//b2057//b2981//b1376//b3141//b2336//b4382//b4314//b0585//b1209//b4207//b3836//b4265//b0112//b2411//b3577//b3819//b0507//b1609//b3240//b0863//b2019//b4565//b2257//b1985//b0822//b2888//b4227//b3464//b1615//b2010//b2874//b1132//b3686//b4311//b3060//b1896//b0823//b1646//b3052//b3823//b2169//b1237//b0687//b0152//b0440//b0448//b3686//b1277//b3179//b1120//b3648//b1767//b1023//b3668//b3847//b0069//b4090//b1335//b3512//b2150//b2361//b1081//b2350//b3669//b3790//b4245//b1729//b4550//b1849//b4376//b1662//b1201//b3580//b0681//b4320//b0613//b0287//b4119//b1956//b2105//b0345//b4142//b1076//b0032//b1701//b2216//b0445//b4203//b3680//b0299//b1429//topAI//glsA2//b3667//b1701//rpnB//b0232//b1349//b3236//b0144//b2601//b4478//b1200//b3057//b4361//b0131//b2664//b0928//b1449//b3496//b3247//b4173//b3735//b0947//b2788//b0732//b3687//b1072//b2993//b1244//b4306//b2733//b1397//b3412//b1916//b2566//b1944//b2349//b4189//b0852//b4291//b2182//b3842//b2163//b2739//b4095//b4259//
GO_0043438_6	b3543//
GO_0043442_6	b0349//
GO_0043455_5	b1514//b2312//b3961//b2285//
GO_0043456_6	b3415//
GO_0043462_6	b3582//b0722//b1132//msrP//b1882//b0545//
GO_0043467_6	b1296//b3199//
GO_0043470_6	b1580//b0613//b3136//b3227//
GO_0043471_6	b2892//b2203//b0043//
GO_0043484_7	b0233//
GO_0043487_4	b3700//b0604//b2540//b3177//b3156//b1046//
GO_0043488_5	b1225//b3863//b4197//b1734//b2240//
GO_0043489_5	b2659//
GO_0043543_7	b1135//b2696//b3110//b4172//b2514//b2708//b3189//b1119//b1615//b2341//b3514//b0768//b4159//
GO_0043545_5	b3749//b1092//b0133//b3726//b4209//b2569//b0195//b0065//b3554//b0357//b2952//
GO_0043547_7	b4075//b0447//b2196//
GO_0043549_6	b0146//b2926//
GO_0043555_5	b3478//b3642//
GO_0043562_6	b1112//b1729//
GO_0043570_6	b3670//b1074//b3791//
GO_0043571_7	gapC//b2896//b2058//
GO_0043603_5	b3265//b0448//b1871//b4687//b2315//b1272//b0822//b0263//b3791//b1597//b2963//b2954//b3686//b1939//b1676//b2161//b1600//b0004//b1189//b0757//b1306//b4090//b1279//b2530//b3671//b0639//b1260//b3772//b1531//b2758//b1804//b3685//b3729//b3843//b2949//b2500//b2927//b4377//b3738//b4554//b2284//b4355//b3690//b2318//b0047//b2421//b1718//b0343//b0587//b3672//b3313//b2211//b3368//b3748//b1109//b3583//b1375//b1564//b3639//b3616//b3653//b2411//b1378//b1884//b0797//b3847//b3885//b1943//b3734//b1128//b1270//b4192//b2576//b0350//b0784//b1272//b0674//b3876//b2091//b0036//b1296//b1166//b2841//b0081//b4071//b1482//b4197//b3804//b2520//b2252//b2871//b1655//b0256//b0336//b0009//b1492//b2328//b0189//b3221//b3943//b4298//yjgX//b3253//b0329//b0478//b3350//b0397//b3669//b2060//b2758//b1521//b4034//b2979//b0764//b2806//b3359//b1597//b4118//b2038//b0098//b3091//b0365//b2020//b1303//b1887//b3385//b1478//
GO_0043604_6	b3793//b2413//b2109//b4314//b0879//b3256//b1719//b1662//b0036//b2883//b3950//b2540//b2518//b3131//b2840//b2701//b2536//b2134//b2146//b3395//b0015//b4075//b3850//b3066//b0995//b3558//b3708//b0784//b2329//b3403//b0087//b2595//b3209//b0098//b1698//b2199//b2174//b2777//b2786//b1759//b0394//b3401//b3583//b2841//b0940//b2246//b4477//b2342//b1306//b1713//b4083//b2268//b1661//b4380//b4484//maoP//b2945//b3751//b0572//b4154//b4355//b0867//b0376//b2558//b3720//b1125//b1716//b3110//b4380//b2869//b2333//b2257//b4242//b4154//b4359//b2587//b0634//b3980//b3313//b0775//b2049//b0758//b1291//b3966//b1330//b1638//b0397//b4301//b2261//b3299//b3421//b1715//b1876//b4213//b2796//b2438//b3930//b0949//b2587//
GO_0043605_6	b3900//b3018//b1175//b3972//b0782//
GO_0043610_4	b3887//
GO_0043624_6	b0946//b3198//b1482//b2093//b1857//b0243//b4356//
GO_0043628_9	b4245//b3376//b1088//
GO_0043631_7	b1767//b3198//
GO_0043647_5	b2678//b0734//
GO_0043648_7	b1814//b3608//insI4//b3460//b3430//b0764//b0160//b1397//b0721//b2548//b2263//b1299//b2836//b4358//b1225//b3924//b2897//b3949//b0195//b3441//b3401//b1492//b3919//b4501//b3526//b0699//b0149//b0028//b2430//b3187//b3500//b1645//b1976//b0273//b0160//b3708//b0602//b1224//b0438//b2592//b2049//b2524//b0030//b0003//b3676//b2241//b2483//b4299//b3375//b0755//b3628//b3290//b2483//b1733//b1829//b1684//b0161//b2667//b1646//b2556//b2098//b0946//b2943//b3839//b3209//b3179//b4613//b0031//b1497//b2801//b1338//b0350//b2256//b1424//
GO_0043649_7	b2358//b2919//b3193//b3114//b3579//b4230//b1879//b1697//b1951//b2799//b2819//
GO_0043650_7	b1434//b3496//b0856//b0776//b1314//b0678//b3141//b2955//b2174//b0131//b1293//b2133//b0683//b2659//b0767//b0554//b1620//b2125//b0003//b1410//b3735//b3697//b1299//b3021//b2163//b1840//b0819//
GO_0043686_7	b3149//
GO_0043687_7	b1467//b2093//b1749//b1897//b1990//b2558//b3034//
GO_0043708_5	b2503//b4036//b2609//b3863//b3226//b2150//b4085//b2255//b0578//b0337//b3699//b1709//b4046//b2841//b4323//
GO_0043709_6	b0073//b1492//b4314//b4099//b0002//b0674//b4350//b2174//b3136//
GO_0043711_5	b1924//b3541//b3577//b2609//b1409//b1139//b0144//b1347//b2962//b1478//b0425//b1712//b2240//b3910//b3888//b2480//b0103//b1854//b2631//b4040//b3114//
GO_0043900_4	b3236//b0008//b3748//b1887//b3600//b1297//b4392//b0368//b3579//b4125//b2411//b3431//b1080//
GO_0043901_5	b0089//b1588//b2662//b0083//
GO_0043902_5	b2479//b0517//
GO_0043933_4	b3395//b0759//b2048//b1902//b2373//b1014//b3368//b2615//b3203//b3412//b1298//b2218//b1535//b3996//b0215//b0533//b2874//b2074//b0677//b2496//b3113//b3008//b3180//b3134//b0954//b3009//b1886//b1924//b0757//b1328//b2794//b1472//b0953//b3574//b0968//b3609//b2263//b1613//b2316//b3847//b2709//b3903//b1412//b4116//b3673//b2213//b0123//b2208//b3676//b4559//b0771//b1474//b2919//b3178//b3009//b0524//b0403//b3879//b3729//b1086//b4682//b0099//b0596//b1775//b1105//b3510//b0526//b2480//b2376//b0437//b1716//b2019//b2595//b1050//b0546//b1913//b0233//b0240//b3553//b2313//b3129//b3412//b0838//b3502//b3084//b1763//b3731//b3956//b1468//b0355//b4117//b0949//b0556//b0220//b4398//b1684//b1651//b2608//b1421//b2907//
GO_0043952_7	b4586//b0815//b2709//b2828//b4323//
GO_0043953_7	b2218//b0063//b3747//b3653//
GO_0044003_5	b3389//b3745//b2413//b3894//
GO_0044004_6	b2383//b4251//b3732//b0411//
GO_0044010_5	b2369//b3146//b2049//b0652//b2684//b1888//b4116//b1497//b2696//b4168//b3457//b0983//b3268//b1128//b1136//b2961//b3252//b4052//b2049//b3991//b1078//b3709//b0242//b2177//b2939//b3092//b3155//b0382//b3018//b1588//
GO_0044011_4	b0431//b2746//b3891//b4084//b2735//b4291//b3542//b0047//
GO_0044036_5	b3828//b3634//b2810//b0192//b3080//b2198//b0242//b0104//b1738//b4072//b2233//b3829//b1745//b0461//b1535//b4065//b1550//b3779//b3189//b4240//b1688//b0831//b2995//b2570//b2819//b0410//b3605//b0492//b3998//b1086//b3585//b1290//b4352//b2492//b0925//b1360//b0161//b3774//b2393//b1218//b2437//b4122//b3579//b2661//b3269//b2029//b2411//
GO_0044038_6	b1298//b2834//b4076//b0103//b2894//b1328//b2962//b4177//b2364//b3294//b3074//b0998//b0604//b1111//b1047//b3884//b2048//b1781//hexR//b3893//b2262//b2067//b0398//b2546//b0299//b0038//b3238//b2107//b2149//b0726//b4214//b3230//b4269//b1620//b0262//b0422//b3116//b0676//b1701//b3126//b3620//b0695//b4112//
GO_0044042_6	b2047//b4309//b1776//b3700//b0828//b1707//b1639//b3588//b2683//b2350//b3878//b4510//b3024//b2556//b0465//b3386//b2501//b0131//b2834//b0331//b0123//
GO_0044070_7	b1637//b3222//b4081//b2062//
GO_0044085_3	b2821//b0726//b3035//b0191//b3558//b0038//b4100//b2835//b1753//b0586//b3299//b0146//b2575//b3062//b4322//b4175//b0799//b1550//b1090//
GO_0044087_4	b3909//b1306//b1864//b2930//b2750//b2104//b3687//b3438//b3355//b3118//b2232//b1145//b0437//b3990//b0586//b0565//b1410//b4064//b4075//b4511//b3408//b2840//b1379//b0242//b1330//b2697//b0188//b0312//b3771//b0598//b0551//b0312//b4192//b4166//
GO_0044089_5	b0452//b3632//b3431//b3030//b1603//b2412//b2553//b2041//b4510//b1715//b1110//b3742//b3287//
GO_0044092_4	b0042//b2511//b0616//b2707//b4238//b2407//b0186//b2130//b1857//b4327//b4349//b0334//b3306//b3962//b1411//b2500//b0739//b4096//b0628//b0573//b0757//b1448//b2320//b3990//b1492//b2705//b1390//b0066//b2696//b0441//b1840//b3647//b2597//b2712//b0879//b3454//
GO_0044093_4	b3697//b2283//b2782//b2762//b3884//b4141//b3936//b3834//b2560//b1074//b2838//b2587//b0990//b1069//b2132//b2714//b3989//b4099//b3441//b3231//b1211//b0172//b0629//b3057//b1186//b0810//b2506//
GO_0044106_5	b2236//b0341//b0802//b4016//b0082//b1961//b0863//b0069//b1714//b2667//b2748//b0118//b3816//b1639//b2470//b2262//b3816//b4483//b4089//b2326//b3146//b3981//b0378//b2566//b3819//b4094//b3163//
GO_0044179_5	b3813//
GO_0044208_7	b2674//
